,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Killing the Witches: the Horror of Salem, Massachusetts","O'Reilly, Bill*",,,B0BQGGB8JY,293        pp,3.73,"8,116","Sep 26, 2023","Sep 26, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am not a fan of Bill O'Reilly, but I typically like his history books. I was looking forward to his usual in-depth look at a topic, this time the SaI am not a fan of Bill O'Reilly, but I typically like his history books. I was looking forward to his usual in-depth look at a topic, this time the Salem witches. I was disappointed by more than half of the book.He started with Salem and I learned things I'd not known before. Great start.Then he moved onto the founding Fathers, especially Ben Franklin, and I thought...ok, I can see how this is a tangent because the Puritan beliefs influenced the decisions being made about the new United States. Especially which amendments to the Constitution made it in and whether to have a national religion. Not witches, but fine.The we went to the book and movie The Exorcist. I should have just stopped, but I kept going...disappointed.Finally we got to the political commentary of the author's note and I was out. Because I already own a couple of other Bill O'Reilly histories, I will read more of his writing. But I'm taking a break for awhile....more",Notes are private!,0,1,1,not set,"Nov 12, 2023","Nov 16, 2023",,Kindle Edition,view (with text),/book/show/100184094-killing-the-witches
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call the Canaries Home,"Barrow, Laura*",166251025X,9781662510250,B0BDBZPZVF,299        pp,4.04,"36,284","Jul 01, 2023","Jul 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 rounded downThis book is not a mystery in my opinion. It does have a secret, but you don't help solve it. It is more of a sister drama, but not ev2.5 rounded downThis book is not a mystery in my opinion. It does have a secret, but you don't help solve it. It is more of a sister drama, but not even a good one of those. The one thing I liked was that all 3 sisters experienced the same trauma, but it played out differently in each of their lives because of the age they were when they experienced it. That felt real to me....more",Notes are private!,0,0,1,not set,"Nov 11, 2023","Nov 15, 2023",,Kindle Edition,view (with text),/book/show/62589532-call-the-canaries-home
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162185,,B0BJSGV831,775        pp,4.47,"150,509","May 02, 2023","May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not read the kindle edition, I listened to this book. But I wanted credit for the 700+ pages instead of 23. Really Goodreads, if you're going toI did not read the kindle edition, I listened to this book. But I wanted credit for the 700+ pages instead of 23. Really Goodreads, if you're going to keep stats of my pages read, give me full credit.This was 30+ hour listen and at the end I didn't want it to be finished. It is a beautifully written, multi-generational saga with fully developed characters you both love and hate (sometimes both). It was amazing.I won't give any spoilers except to say, do not listen to the brain autopsy section while eating lunch. Trust me....more",Notes are private!,2,2,1,not set,"Nov 09, 2023","Nov 15, 2023",,Kindle Edition,view (with text),/book/show/63429926-the-covenant-of-water
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Triptych,"Slaughter, Karin*",,,B0031RS3DU,512        pp,4.13,"98,962","Aug 15, 2006","Sep 04, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My first Karin Slaughter novel.I liked the Will Trent character enough to give another one a try. I did not like all of the violence that was directedMy first Karin Slaughter novel.I liked the Will Trent character enough to give another one a try. I did not like all of the violence that was directed toward women and children in this book. The jury is still out....more,Notes are private!,0,0,1,not set,"Nov 09, 2023","Nov 14, 2023",,Kindle Edition,view (with text),/book/show/12859870-triptych
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tiffany Girls,"Noble, Shelley*",,,B0BCGF2BVR,432        pp,4.09,"3,457","May 09, 2023","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 rounded upThis was historical fiction the way I like it. The author was very clear about which parts were historically accurate and which were inv3.5 rounded upThis was historical fiction the way I like it. The author was very clear about which parts were historically accurate and which were invented. I liked learning about the all-woman setup that Mr. Tiffany employed for certain parts of his art process. I also liked learning about the techniques used. Some of the scenarios did not feel realistic to me. Interesting handling of the girl with a disability. I look forward to the book club discussion....more,Notes are private!,0,0,1,not set,"Nov 07, 2023","Nov 14, 2023",,Kindle Edition,view (with text),/book/show/59441703-the-tiffany-girls
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Man for Himself and God Against All: A Memoir,"Herzog, Werner",0593490290,9780593490303,B0BS2RRF2J,367        pp,4.24,"2,065",2022,"Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Kindle Edition,view,/book/show/78292253-every-man-for-himself-and-god-against-all
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunter        (Cal Hooper #2),"French, Tana*",0593493435,9780593493434,0593493435,480        pp,4.22,"10,593","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/174156145-the-hunter
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edinburgh Midnight        (Ian Hamilton Mysteries #3),"Lawrence, Carole",1542008662,9781542008662,B07LF2YL9S,362        pp,4.36,"4,256",unknown,"Jun 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I didn't realize this was book 3 of a series until after I read it. So obviously I don't feel you have to read books 1 & 2 in order to understand bookI didn't realize this was book 3 of a series until after I read it. So obviously I don't feel you have to read books 1 & 2 in order to understand book 3. One of the items I liked is that I didn't know who I could trust. That always adds to the mystery for me.I'll go back and read either 1 or 2 just to see if it makes me like Ian Hamilton more or less. ...more,Notes are private!,0,0,1,not set,"Nov 03, 2023","Nov 07, 2023",,Kindle Edition,view (with text),/book/show/43256229-edinburgh-midnight
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Benedict Cumberbatch Reads Sherlock Holmes' Rediscovered Railway Stories,"Taylor, John",,,B013GSPWY6,2        pp,3.76,"4,161","Nov 01, 2010","Aug 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a set of short works that were fun for a road trip with my son. We both enjoyed them, but then Benedict Cumberbatch as the narrator...I mean This was a set of short works that were fun for a road trip with my son. We both enjoyed them, but then Benedict Cumberbatch as the narrator...I mean what could be bad about that?!?...more",Notes are private!,0,0,1,not set,"Oct 21, 2023","Nov 02, 2023",,Audible Audio,view (with text),/book/show/26408070-benedict-cumberbatch-reads-sherlock-holmes-rediscovered-railway-stories
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quarry Girls: A Thriller,"Lourey, Jess*",,,B0BH3W6H82,284        pp,4.06,"85,144","Nov 01, 2022","Oct 02, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When the marketing materials use words like ""thriller"" and ""serial killer"" in their write up, I have certain expectations on what I'm going to read. TWhen the marketing materials use words like ""thriller"" and ""serial killer"" in their write up, I have certain expectations on what I'm going to read. This book did not meet those expectations.Instead, I was mostly in the minds of teenage girls. Not a place I willingly choose to go often.Just ok for me....more",Notes are private!,0,0,1,not set,"Oct 19, 2023","Nov 02, 2023",,Kindle Edition,view (with text),/book/show/62902918-the-quarry-girls
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ride of My Life: From Street Gangs to Motorcycle Clubs to Social Worker,"DeLoretto, Justin ""Mooch""",,,B0CGRZNYCW,229        pp,4.36,44,unknown,"Sep 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2023",,Kindle Edition,view,/book/show/198114186-the-ride-of-my-life
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Broken Places,"Boyne, John*",0593653440,9780593653449,0593653440,400        pp,4.50,"48,427","Nov 29, 2022","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Paperback,view,/book/show/195861694-all-the-broken-places
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",,,B08HM28XRX,380        pp,4.08,"101,475","Jul 22, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Kindle Edition,view,/book/show/56748018-the-reading-list
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walking with Sam: A Father, a Son, and Five Hundred Miles Across Spain","McCarthy, Andrew",1538709228,9781538709221,B0BDYWJH1D,257        pp,4.03,"4,690","May 09, 2023","May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 rounded upI loved that this sounded like conversations I'd have with my own almost adult sons...with a lot fewer F-bombs.I agree Andrew. I want to4.5 rounded upI loved that this sounded like conversations I'd have with my own almost adult sons...with a lot fewer F-bombs.I agree Andrew. I want to do it all again....more,Notes are private!,0,1,1,not set,"Oct 14, 2023","Oct 26, 2023",,Kindle Edition,view (with text),/book/show/74874849-walking-with-sam
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild and Heavenly Place,"Oliveira, Robin",0593543858,9780593543856,0593543858,416        pp,3.91,606,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Hardcover,view,/book/show/150246127-a-wild-and-heavenly-place
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hide        (Detective Harriet Foster, #1)","Clark, Tracy*",1542037581,9781542037587,B09VGK9R84,377        pp,4.16,"16,683","Jan 01, 2023","Jan 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed meeting Detective Foster and the Chicago setting of this novel. There were a few twists, but none that were unrealistic. I'll pick up more tI enjoyed meeting Detective Foster and the Chicago setting of this novel. There were a few twists, but none that were unrealistic. I'll pick up more titles by Tracy Clark in the future. ...more",Notes are private!,0,1,1,not set,"Oct 08, 2023","Oct 19, 2023",,Kindle Edition,view (with text),/book/show/60845564-hide
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall        (Detective Harriet Foster, #2)","Clark, Tracy*",1662509529,9781662509520,B0BJLDSBM7,345        pp,4.33,"3,069","Dec 05, 2023","Dec 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded up. As with Harriet Foster #1, I loved the pace and the familiar Chicago setting. Unfortunately, this time, I figured out 'who dun it' way3.5 rounded up. As with Harriet Foster #1, I loved the pace and the familiar Chicago setting. Unfortunately, this time, I figured out 'who dun it' way too early. I don't think that was necessarily Ms. Clark's fault. I latched on to a possible solution and ended up being right.I'll read #3 due to come out shortly....more",Notes are private!,0,0,1,not set,"Dec 23, 2023","Oct 19, 2023",,Kindle Edition,view (with text),/book/show/63045698-fall
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such Good Boys,"Dirmann, Tina",,,B000OTNV6C,245        pp,3.91,"1,577","Oct 04, 2005","Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This could have made a good 1-hour true crime podcast, but it definitely wasn't 245 pages worth of material. Too much repetition.This could have made a good 1-hour true crime podcast, but it definitely wasn't 245 pages worth of material. Too much repetition....more",Notes are private!,0,0,1,not set,"Oct 04, 2023","Oct 18, 2023",,Paperback,view (with text),/book/show/75098692-such-good-boys
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fortune,"Steil, Ellen Won*",1662512112,9781662512117,B0BP98627V,345        pp,3.70,"7,276","Oct 01, 2023","Oct 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Per the summary, this book seemed perfect for me...mystery, solved by DNA...but it was just kind of meh. I kept having trouble keeping Cleo, Jemma andPer the summary, this book seemed perfect for me...mystery, solved by DNA...but it was just kind of meh. I kept having trouble keeping Cleo, Jemma and Alex straight. Which one is already divorced? Which one is getting divorced?...more",Notes are private!,0,0,1,not set,"Oct 02, 2023","Oct 18, 2023",,Kindle Edition,view (with text),/book/show/62066753-fortune
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Potential: The Science of Achieving Greater Things,"Grant, Adam M.*",0593653149,9780593653142,,304        pp,4.12,"19,873","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Hardcover,view,/book/show/157095669-hidden-potential
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mississippi Blood,"Iles, Greg*",0062311166,9780062311160,0062311166,736        pp,4.43,"22,104","Mar 21, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/36204014-mississippi-blood
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nickel and Dimed        (20th Anniversary Edition),"Ehrenreich, Barbara",1250808316,9781250808318,1250808316,228        pp,3.65,"191,389","May 08, 2001","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2023",,Paperback,view,/book/show/56614659-nickel-and-dimed
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman They Could Not Silence: One Woman, Her Incredible Fight for Freedom, and the Men Who Tried to Make Her Disappear","Moore, Kate*",1492696722,9781492696728,1492696722,560        pp,4.30,"27,429","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/56132724-the-woman-they-could-not-silence
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Hard Feelings: The Secret Power of Embracing Emotions at Work,"Fosslien, Liz*",,,B07CWGBZ4S,304        pp,4.04,"5,135","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2023",,Kindle Edition,view,/book/show/42734244-no-hard-feelings
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dirty South        (Charlie Parker, #18)","Connolly, John*",,,B07Z44CPS3,444        pp,4.20,"8,346","Nov 03, 2020","Oct 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I was waiting for Mr. Connolly's new Land of Lost Things release, I thought I'd pick up a Charlie Parker backlist story. I am not reading the ChWhile I was waiting for Mr. Connolly's new Land of Lost Things release, I thought I'd pick up a Charlie Parker backlist story. I am not reading the Charlie Parker series in order. I'm grabbing them when I find them on sale or at a used bookstore. To me it hasn't mattered, but it might for others. They all seem to stand alone with some of the backstory and recurring characters staying the same.This one was set in Arkansas shortly after Bill Clinton was elected president. For some reason that increased the enjoyment for me. Charlie's ""you can't really threaten me because I have nothing left to lose"" no-nonsense attitude makes him one of my favorite characters. I'll continue to get to know Charlie and his friends over time, but now I'm ready to explore the Land of Lost Things. I'm glad my wait is over. ...more",Notes are private!,0,0,1,not set,"Sep 20, 2023","Sep 22, 2023",,Kindle Edition,view (with text),/book/show/48724227-the-dirty-south
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cross        (World War Two #1),"Iles, Greg*",,,B000OCXICG,556        pp,4.23,"12,710","Jan 28, 1995","Nov 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I thought it would be fun to mix Greg Iles fast-paced thriller writing style with World War II history (which I'm fond of) and I was right. The beginnI thought it would be fun to mix Greg Iles fast-paced thriller writing style with World War II history (which I'm fond of) and I was right. The beginning pulled me right in...a person you've known all your life has a secret that's going to change how you look at them forever. I'm a sucker for that time of plot. I have enjoyed several of the Penn Cage books. I enjoyed book one of the World War II books also. I'll keep turning to Mr. Iles when I need an escape into a thrilling ride for a few days....more,Notes are private!,0,0,1,not set,"Sep 15, 2023","Sep 22, 2023",,Kindle Edition,view (with text),/book/show/49996552-black-cross
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aila's Journal: A Tale of Southern Reconstruction,"Clemmons, Charles M*",,9798987634912,B0C9S7QFD6,314        pp,4.26,19,"Jul 07, 2023","Jul 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2023",,Paperback,view,/book/show/184592915-aila-s-journal
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Crimes: and Other Stories,"McCorkle, Jill",1616209739,9781616209735,1616209739,256        pp,3.69,202,"Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Hardcover,view,/book/show/145624825-old-crimes
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Last Kill        (Tracy Crosswhite, #10)","Dugoni, Robert*",1662500203,9781662500206,B0B9T7K1F3,351        pp,4.49,"16,852","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Kindle Edition,view,/book/show/62059957-one-last-kill
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",198213190X,9781982131906,198213190X,416        pp,4.43,"198,246","Jul 21, 2020","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/54681871-the-book-of-lost-names
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Latecomer,"Korelitz, Jean Hanff*",,9781250839244,,unknown,4.02,"30,494","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I chose to listen to this book because Julia Whelan is the narrator and she is awesome. Turns out the book is also awesome. What a bonus!I hadI think I chose to listen to this book because Julia Whelan is the narrator and she is awesome. Turns out the book is also awesome. What a bonus!I had so much fun listening to this story. The siblings seemed snarky, but realistic (maybe a little extreme), but at times realistic. There were a couple of surprises, but a remarkably satisfying conclusion.Fun read!...more",Notes are private!,0,0,1,not set,"Aug 28, 2023","Sep 01, 2023",,Audiobook,view (with text),/book/show/61038599-the-latecomer
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straight Man,"Russo, Richard*",,,B005WBGNZS,418        pp,4.01,"28,760",1997,"Nov 09, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Kindle Edition,view,/book/show/13152509-straight-man
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",1982112808,9781982112806,1982112808,688        pp,4.46,"110,864",2022,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/101159892-the-winners
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vine Witch        (The Vine Witch, #1)","Smith, Luanne G.*",1542007119,9781542007115,B07L2VDHXT,269        pp,3.83,"52,538","Oct 01, 2019","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars rounded upI started reading this on my Kindle, moved to audio because the beginning was just too weird. Once I got into it I went back to my3.5 stars rounded upI started reading this on my Kindle, moved to audio because the beginning was just too weird. Once I got into it I went back to my Kindle. Glad this was a bundle through Kindle Unlimited or that would have been expensive.Fun little romp through magic and vineyards....more",Notes are private!,0,0,1,not set,"Aug 18, 2023","Aug 23, 2023",,Kindle Edition,view (with text),/book/show/46015350-the-vine-witch
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bad Ones,"Albert, Melissa*",,,B0BPQTQ2QC,385        pp,3.77,"1,695","Feb 20, 2024","Feb 20, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Melissa Albert. I pre-ordered this so I'd have it on day one. Then I forced myself to finish the book I was currently reading before starting..I love Melissa Albert. I pre-ordered this so I'd have it on day one. Then I forced myself to finish the book I was currently reading before starting...only because I knew I'd be done in just a few days and then I'd have to wait again for another book to come out. Ms. Albert does not shy away from the supernatural in this book or make the explanation silly. It does take a suspension of reality, but I cared enough about the characters to go along for the ride. Well done again. ...more",Notes are private!,0,0,1,not set,"Mar 02, 2024","Aug 21, 2023",,Kindle Edition,view (with text),/book/show/63061419-the-bad-ones
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America Fantastica,"O’Brien, Tim",0063318504,9780063318502,0063318504,464        pp,3.47,"2,742","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/90588971-america-fantastica
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walking on Water: Reflections on Faith and Art,"L'Engle, Madeleine",,,B01AQO0IXI,216        pp,4.24,"9,190",1980,"Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Kindle Edition,view,/book/show/29763493-walking-on-water
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Past Lying        (Karen Pirie #7),"McDermid, Val",0802161499,9780802161499,0802161499,452        pp,4.28,"4,627","Oct 12, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Hardcover,view,/book/show/128618515-past-lying
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moonshiner's Daughter,"Everhart, Donna*",1496717031,9781496717030,B07Q5QFCL9,370        pp,4.24,"15,208","Dec 31, 2019","Dec 31, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I found this a little predictable and stereotypical.,Notes are private!,0,0,1,not set,not set,"Aug 11, 2023",,Kindle Edition,view (with text),/book/show/45171245-the-moonshiner-s-daughter
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murmur of Bees,"Segovia, Sofía*",1542090490,9781542090490,B07GNCQXXB,471        pp,4.24,"64,862","Mar 01, 2015","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wonderful generational saga. Can't wait to discuss it at book club.Wonderful generational saga. Can't wait to discuss it at book club....more,Notes are private!,0,0,1,not set,"Aug 07, 2023","Aug 11, 2023",,Kindle Edition,view (with text),/book/show/42306076-the-murmur-of-bees
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holly,"King, Stephen*",1668016133,9781668016138,1668016133,449        pp,4.14,"91,055","Sep 05, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 rounded upI adore Holly. I have since the first time I met her in Mr. Mercedes, where Mr. King admits that she was supposed to be a bit character,4.5 rounded upI adore Holly. I have since the first time I met her in Mr. Mercedes, where Mr. King admits that she was supposed to be a bit character, but he became attached to her also.This book did not contain his typical supernatural aspect, which was a fun change. I don't read a lot of Stephen King anymore, but I have loved both Fairy Tale and Holly by him this year. You don't have to have to have read the other King books she appears in to enjoy Holly, but there will be references in her relationships with others that may not be clear without having done so. Nothing that would take away from the plot...which is just as creepy as you'd expect from Stephen King....more",Notes are private!,0,2,1,not set,"Nov 24, 2023","Aug 11, 2023",,Hardcover,view (with text),/book/show/65916344-holly
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kala,"Walsh, Colin",0385549644,9780385549646,B0BKK2PP4W,352        pp,3.98,"7,652","Jul 06, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2023",,Kindle Edition,view,/book/show/60543463-kala
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Skull Beneath the Skin        (Cordelia Gray #2),"James, P.D.",,,B007OVDMYE,450        pp,3.78,"8,531",1982,"Apr 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Always love a PD James mystery. I was disappointed to learn this was the last Cordelia Gray mystery she wrote. Oh well, I'll happily go back to readinAlways love a PD James mystery. I was disappointed to learn this was the last Cordelia Gray mystery she wrote. Oh well, I'll happily go back to reading Adam Dalgliesh mysteries. ...more",Notes are private!,0,0,1,not set,Aug 2023,"Aug 07, 2023",,Kindle Edition,view (with text),/book/show/19176585-the-skull-beneath-the-skin
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayer in the Night: For Those Who Work or Watch or Weep,"Warren, Tish Harrison",0830846794,9780830846795,0830846794,208        pp,4.64,"4,999","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 07, 2023",,Hardcover,view,/book/show/54405228-prayer-in-the-night
