,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sonya's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savage Tongues,"Oloomi, Azareen Van der Vliet*",0358315069,9780358315063,0358315069,288        pp,3.33,303,"Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/53968535-savage-tongues
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James,"Everett, Percival",0385550367,9780385550369,0385550367,303        pp,4.63,"6,245","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2024",not set,"Mar 20, 2024",,Hardcover,view,/book/show/173754979-james
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heat & Light,"Haigh, Jennifer*",0061763292,9780061763298,0061763292,430        pp,3.74,"4,205","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/24584923-heat-light
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old New York,"Wharton, Edith",0671023365,9780671023362,0671023365,296        pp,4.04,"2,162",1924,"Nov 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Paperback,view,/book/show/5256.Old_New_York
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Cunningham, Vinson",0593448235,9780593448236,0593448235,272        pp,3.49,356,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/139400711-great-expectations
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snow        (St. John Strafford, #2)","Banville, John",1335230009,9781335230003,1335230009,304        pp,3.53,"19,385","Sep 29, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love the way that Banville writes. Nothing feels colder or more bleak and hopeless than the setting of this detective novel, which takes place at ChI love the way that Banville writes. Nothing feels colder or more bleak and hopeless than the setting of this detective novel, which takes place at Christmas but feels more like the deadest of dead winters in a smallish village in the 1950s, where Protestants are despised and where they equally disdain the Catholics and their power. So the vibe is there and I'd read more novels with St. John Strafford as the lead. All of the women in this novel, however, are mentally ill, frigid, or sex-crazed (or just middle-aged with zero personality). The men are varied but traumatized, repressed. The story is good and I think I'll long remember reading this one, but some aspects of it left me dissatisfied. ...more",Notes are private!,0,1,1,"Mar 12, 2024","Mar 20, 2024","Mar 12, 2024",,Hardcover,view (with text),/book/show/50353739-snow
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Incomplete Revenge        (Maisie Dobbs, #5)","Winspear, Jacqueline*",0719569516,9780719569517,0719569516,288        pp,4.12,"27,493","Jun 05, 2008","Jun 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Hardcover,view,/book/show/1468706.An_Incomplete_Revenge
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Spirits,"Banks, Russell",0593536770,9780593536773,0593536770,240        pp,3.97,245,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/75305025-american-spirits
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night She Died        (Inspector Thanet #1),"Simpson, Dorothy",,,B071RRGQ7Z,255        pp,3.76,"2,426","Jan 01, 1980","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/35355069-the-night-she-died
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Have Called Her Crazy: A Memoir,"Tendler, Anna Marie",1668032341,9781668032343,1668032341,304        pp,4.80,10,"Aug 13, 2024","Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/203931803-men-have-called-her-crazy
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alternatives,"Hughes, Caoilinn*",0593545001,9780593545003,0593545001,352        pp,3.97,36,unknown,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Hardcover,view,/book/show/192761615-the-alternatives
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,526","May 02, 2023",Jun 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I give this a solid three and a half stars.What I liked most:1. Learning some of the history of modern India as its people were able to wrest themselvI give this a solid three and a half stars.What I liked most:1. Learning some of the history of modern India as its people were able to wrest themselves from the grip of Colonial rule. I also appreciated the details of the Caste system and its unfair policies. 2. The incredible details of medical treatments and disease. 3. The author's determination to create an epic story of family. What I liked less:1. The characters were well-delineated but lacked depth. 2. I sometimes did not enjoy the process of the reading the novel. 3. Melodrama overtook the story. What reading this novel did accomplish is my wish to read Vikram Seth's A Suitable Boy and to also learn more about the history of Partition. ...more,Notes are private!,0,3,1,"Mar 03, 2024","Mar 13, 2024","Mar 03, 2024",,Hardcover,view (with text),/book/show/180357146-the-covenant-of-water
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leonard and Hungry Paul,"Hession, Ronan*",161219849X,,B07YRSWPWJ,252        pp,4.16,"10,803","Mar 20, 2019","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Kindle Edition,view,/book/show/48595115-leonard-and-hungry-paul
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman Who Walked Into Doors        (Paula Spencer, #1)","Doyle, Roddy",0140255125,9780140255126,0140255125,240        pp,3.85,"10,767","Apr 01, 1996","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/52778.The_Woman_Who_Walked_Into_Doors
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Star Called Henry        (The Last Roundup, #1)","Doyle, Roddy",0099284480,9780099284482,0099284480,342        pp,3.84,"9,608",1999,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/42718.A_Star_Called_Henry
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Messenger of Truth        (Maisie Dobbs, #4)","Winspear, Jacqueline*",0805078983,9780805078985,0805078983,322        pp,4.02,"29,640","Jan 01, 2006","Aug 22, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 28, 2024","Mar 08, 2024","Feb 28, 2024",,Hardcover,view,/book/show/7433.Messenger_of_Truth
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Human Failings,"Nolan, Megan",1787332500,9781787332508,1787332500,224        pp,3.83,"3,637","Jun 15, 2023","Jul 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Hardcover,view,/book/show/62601701-ordinary-human-failings
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Great Mischief,"MacLeod, Alistair",0393341194,9780393341195,0393341194,304        pp,4.02,"11,660","Sep 30, 1999","Nov 28, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2024",,Paperback,view,/book/show/10955239-no-great-mischief
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Committed: On Meaning and Madwomen,"Scanlon, Suzanne*",0593469100,9780593469101,0593469100,368        pp,4.65,31,unknown,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2024",,Paperback,view,/book/show/191746769-committed
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Well of Loneliness,"Hall, Radclyffe",184022455X,9781840224559,184022455X,448        pp,3.74,"16,905",1928,"Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Paperback,view,/book/show/129223.The_Well_of_Loneliness
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This American Ex-Wife: How I Ended My Marriage and Started My Life,"Lenz, Lyz*",0593241126,9780593241127,0593241126,288        pp,4.22,"1,114","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Hardcover,view,/book/show/157981711-this-american-ex-wife
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zorrie,"Hunt, Laird*",1635575362,9781635575361,1635575362,176        pp,3.86,"7,644","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Hardcover,view,/book/show/53138232-zorrie
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cocktails with George and Martha: Movies, Marriage, and the Making of Who’s Afraid of Virginia Woolf?","Gefter, Philip",1635579627,9781635579628,1635579627,368        pp,3.98,135,unknown,"Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/133938338-cocktails-with-george-and-martha
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parade,"Cusk, Rachel",0374610045,9780374610043,0374610045,208        pp,3.97,39,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/195790675-parade
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Suitable Boy        (A Bridge of Leaves, #1)","Seth, Vikram",0060786523,9780060786526,0060786523,"1,474        pp",4.12,"48,131","May 01, 1993","Oct 04, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/50365.A_Suitable_Boy
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gathering,"Enright, Anne",0802170390,9780802170392,B001LF2H7W,261        pp,3.12,"23,847","Mar 01, 2007","Sep 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/998133.The_Gathering
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Only Call When You're in Trouble,"McCauley, Stephen*",125029679X,9781250296795,125029679X,336        pp,3.53,"1,443","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/127278269-you-only-call-when-you-re-in-trouble
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beekeeper of Aleppo,"Lefteri, Christy",1984821210,9781984821218,1984821210,317        pp,4.17,"146,089","May 02, 2019","Aug 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/43124137-the-beekeeper-of-aleppo
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sons and Daughters of Ease and Plenty,"Ausubel, Ramona*",1594634882,9781594634888,1594634882,320        pp,3.24,"4,574","Jun 14, 2016","Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2024",Mar 2024,"Feb 12, 2024",,Hardcover,view,/book/show/27209487-sons-and-daughters-of-ease-and-plenty
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stirrings: A Memoir in Northern Time,"Taylor, Catherine",1474625320,9781474625326,B09VNY215S,223        pp,4.08,113,unknown,"Aug 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Kindle Edition,view,/book/show/98033410-the-stirrings
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked to the Waist,"Dark, Alice Elliott*",0395578183,9780395578186,0395578183,261        pp,3.57,21,1991,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Hardcover,view,/book/show/756171.Naked_to_the_Waist
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body in Question,"Ciment, Jill*",,9781984889805,,6        pp,3.58,"9,196","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Audiobook,view,/book/show/39735213-the-body-in-question
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss MacIntosh, My Darling","Young, Marguerite",0720654858,9780720654851,0720654858,"1,198        pp",4.20,160,Dec 1965,1965,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/596358.Miss_MacIntosh_My_Darling
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bronze Horseman        (The Bronze Horseman, #1)","Simons, Paullina",0006513220,9780006513223,B0092G43MY,637        pp,4.30,"86,400","Jul 17, 2000",Apr 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/83144.The_Bronze_Horseman
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Instance of the Fingerpost,"Pears, Iain",1573227951,9781573227957,1573227951,704        pp,3.94,"25,486",1997,"Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/15888.An_Instance_of_the_Fingerpost
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Water,"Harris, Nathan*",031646127X,9780316461276,031646127X,368        pp,4.16,"51,648","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/54404602-the-sweetness-of-water
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frost in May        (Frost in May #1),"White, Antonia",0860680495,9780860680499,B00CHLYEQQ,221        pp,3.85,"2,069",1933,1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/1280771.Frost_in_May
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,"Perry, Imani",0062977407,9780062977403,0062977407,410        pp,3.97,"6,414","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Hardcover,view,/book/show/55276620-south-to-america
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friends and Strangers,"Sullivan, J. Courtney*",0525520597,9780525520597,0525520597,416        pp,3.65,"29,466","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably closer to 3.5 stars.An easy, readable story about a new mother and the bond she forms with her part-time babysitter, a college senior figurinProbably closer to 3.5 stars.An easy, readable story about a new mother and the bond she forms with her part-time babysitter, a college senior figuring out her life once college will end. There's a lot here about judgment, unhappy family dynamics, class, and waking up to the realities of the world. Each of the women have lots of secrets and make some well intentioned but bad choices. I liked it and will read more Sullivan in the future. ...more",Notes are private!,0,3,1,"Feb 02, 2024","Feb 04, 2024","Feb 02, 2024",,Hardcover,view (with text),/book/show/48889985-friends-and-strangers
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fanny Herself,"Ferber, Edna",0252026896,9780252026898,0252026896,323        pp,3.96,464,1917,"Apr 09, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/967432.Fanny_Herself
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",0375705856,9780375705854,0375705856,301        pp,4.03,"73,807","Oct 04, 1999","Aug 22, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Feb 2024,"Feb 14, 2024","Feb 01, 2024",,Paperback,view,/book/show/77156.Plainsong
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546874,9780385546874,0385546874,432        pp,4.48,"58,126","Dec 05, 2023","Dec 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This historical fiction has a strong narrative voice, a great plot, a unique setting (1770s) and an unsolved murder. It would be a great bookclub pickThis historical fiction has a strong narrative voice, a great plot, a unique setting (1770s) and an unsolved murder. It would be a great bookclub pick. ...more",Notes are private!,0,3,1,"Feb 10, 2024","Feb 17, 2024","Jan 31, 2024",,Hardcover,view (with text),/book/show/112975658-the-frozen-river
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Goes Alone,"Larson, Erik*",0593557948,9780593557945,0593557948,8        pp,3.32,"6,225","Sep 28, 2021","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I was listening to this, it seemed somewhat derivative of other ghost stories/historical fiction from the era and the characters were not particuWhen I was listening to this, it seemed somewhat derivative of other ghost stories/historical fiction from the era and the characters were not particularly well drawn. Famous real life historical personages and fictional ones, as well, gather on a British island to investigate the disappearance of a whole family in the early 1900s. Some of the group are sceptics and others are agnostic. So it's a good setup. But the execution didn't pay off. The female characters in particular were unnuanced and their dialogue was flat. There was a lot of atmospheric tension and a good representation of the development of new technology cloaked by the trend of spiritualism of the time. But the conclusion, and in particular the ending, absolutely did not work for me. ...more",Notes are private!,0,1,1,"Jan 29, 2024","Feb 02, 2024","Jan 29, 2024",,Audio CD,view (with text),/book/show/58502749-no-one-goes-alone
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aednan: An Epic,"Axelsson, Linnea",0593535464,9780593535462,B0C1YJHXZ7,401        pp,4.25,"1,819","Feb 27, 2018","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Kindle Edition,view,/book/show/127488606-aednan
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surfacing,"Atwood, Margaret*",0385491050,9780385491051,0385491050,199        pp,3.45,"26,524",1972,Jun 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Paperback,view,/book/show/46755.Surfacing
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Lamb and Grey Falcon,"West, Rebecca",014310490X,9780143104902,014310490X,"1,181        pp",4.21,"2,453",1941,"Jan 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Paperback,view,/book/show/12880.Black_Lamb_and_Grey_Falcon
