,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kim's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Liars,"Lockhart, E.*",,,,242        pp,3.67,"1,145,001","May 13, 2014","May 13, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gorgeous.,Notes are private!,0,0,1,not set,not set,"Nov 13, 2013",,Kindle Edition,view (with text),/book/show/16143347-we-were-liars
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unlikely Pilgrimage of Harold Fry        (Harold Fry, #1)","Joyce, Rachel",0812993292,9780812993295,0812993292,320        pp,3.94,"181,089","Mar 15, 2012","Jul 24, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this sweet novel tinged with melancholy (which is just the way I like 'em), we walk alongside the character of Harold Fry, a British man in his sixIn this sweet novel tinged with melancholy (which is just the way I like 'em), we walk alongside the character of Harold Fry, a British man in his sixties who sets out on the unlikeliest of journeys. In a time where we are all so busy, so dialed into technology, so intent on making plans and charting our ways, this story of a man who just decides to….walk (without a phone or plans or much of anything except his memories, both sad and joyful) is so charming and warm. It reminds us that each of our lives is a sort of pilgrimage and to take the time to notice and think about each step....more",Notes are private!,0,0,1,not set,not set,"Nov 10, 2013",,Hardcover,view (with text),/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Rise Again at a Decent Hour,"Ferris, Joshua*",0316329134,9780316329132,,352        pp,3.08,"15,198","Dec 18, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2013",,ebook,view,/book/show/18453418-to-rise-again-at-a-decent-hour
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden,"Kirby, Jessi*",1442452161,9781442452169,1442452161,277        pp,3.86,"9,928","May 14, 2013","May 14, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 04, 2013",,Hardcover,view,/book/show/12578313-golden
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Benediction        (Plainsong, #3)","Haruf, Kent",0307959880,9780307959881,0307959880,258        pp,4.01,"21,309","Feb 26, 2013","Feb 26, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When stopped one night on a dark outside street, a character in Haruf's haunting, beautiful novel is asked: ""What are you doing out here?"" And he replWhen stopped one night on a dark outside street, a character in Haruf's haunting, beautiful novel is asked: ""What are you doing out here?"" And he replies, after some confusion about what it is he's doing, that he is simply looking at ""The precious ordinary."" This moment lept out to me as the heart of this novel, as its entire message distilled down to one simple line. The precious ordinary. This is what Haruf writes. In all his novels he shines his own brand of lamplight on the beautiful edges of the average life. One of my students once asked me why Haruf is one of my favorite authors, why I've read all of his novels with such devotion, because, he said, ""Nothing much happens in them."" I told him I disagreed. Everything happens in them - he's like Richard Russo in the way he's able to capture how wide and challenging and full of heartbreak a normal life is...how each specific life is shaped by sadness and joy and love and loss. Benediction is a triumph of the precious ordinary. A blessing, indeed. ...more",Notes are private!,0,81,1,not set,not set,"May 17, 2013",,Hardcover,view (with text),/book/show/15762186-benediction
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Interestings,"Wolitzer, Meg",1594488398,9781594488399,1594488398,468        pp,3.59,"118,448","Apr 09, 2013","Apr 09, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I finished The Interestings, the first thing I wondered was: ""How is it possible that I have never read another Meg Wolitzer novel before this onWhen I finished The Interestings, the first thing I wondered was: ""How is it possible that I have never read another Meg Wolitzer novel before this one?"" I will be ordering all her other ones. I connected to this novel in a deeply powerful way, both because of her rich voice and writing but also because she writes with such clear-eyed observation of the human experience. I ordered The Interestings because for some reason I'm drawn to novels that examine friendship in the teen years, the choices we make in the teen years, and how these friendships and choices play out over a lifetime. Wolitzer does this for a group of six friends who one year at a teenage arts camp label themselves, ""The Interestings"" in that (sort of) ironic way teenagers do when they are ambitious and smart and have too much time on their hands, when their dreams still feel rich and full but they're a bit shy about admitting they're thinking about the future already (and that it scares them).This is a beautiful novel about friendship, love, ambition, about the arts, about what we loved when we were young and why this doesn't always translate to a fulfilling adult life. And it's also about how, when we let ourselves, we can decide to reinvent (or re-reinvent) ourselves should the need arise....more",Notes are private!,0,22,1,not set,not set,"May 05, 2013",,Hardcover,view (with text),/book/show/15815333-the-interestings
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkable,"Foley, Lizzie K.",0803737068,9780803737068,0803737068,336        pp,3.93,"2,528","Apr 12, 2012","Apr 12, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2013",,Hardcover,view,/book/show/11775178-remarkable
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire & Water,"Fasbinder, Betsy Graziani*",193831414X,9781938314148,193831414X,416        pp,4.12,321,"Feb 14, 2013","Feb 14, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had the honor of reading an ARC of this one and providing a blurb for the back cover:A heart-wrenching journey set against a richly drawn San FranciI had the honor of reading an ARC of this one and providing a blurb for the back cover:A heart-wrenching journey set against a richly drawn San Francisco Bay Area, Fire & Water deftly explores trust, wealth, family and the way love changes the shape of our hearts. What a beautiful exploration of love and mental illness and family. That I lived in the Bay Area for ten years only enriched my experience of this story. A triumph....more",Notes are private!,0,3,1,not set,not set,"Feb 23, 2013",,Paperback,view (with text),/book/show/17249227-fire-water
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elsewhere,"Russo, Richard*",0307959538,9780307959539,0307959538,256        pp,3.77,"8,053","Nov 01, 2012","Oct 30, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2013",,Hardcover,view,/book/show/13533732-elsewhere
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Daunted: The Unexpected Education of Two Society Girls in the West,"Wickenden, Dorothy",1439176582,9781439176580,1439176582,304        pp,3.44,"6,701","Jun 21, 2011","Jun 21, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2013",,Hardcover,view,/book/show/11250706-nothing-daunted
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0297867288,9780297867289,0297867288,324        pp,3.88,"572,375","Aug 14, 2012","Aug 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2013",,Hardcover,view,/book/show/12611253-where-d-you-go-bernadette
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonderstruck,"Selznick, Brian",0545027896,9780545027892,B01KB065NO,640        pp,4.17,"57,882","Sep 13, 2011","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/10128428-wonderstruck
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Hugo Cabret,"Selznick, Brian",,9780439813765,,534        pp,4.22,"183,124",Mar 2007,Mar 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 25, 2012",,Hardcover,view,/book/show/9673436-the-invention-of-hugo-cabret
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Ruins,"Walter, Jess",0061928127,9780061928123,0061928127,337        pp,3.68,"177,404","Jun 12, 2012","Jun 12, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a beautiful, interconnecting novel about the power in each of us to be the champions of our own love stories. I loved this book.",Notes are private!,0,1,1,not set,not set,"Aug 11, 2012",,Hardcover,view (with text),/book/show/11447921-beautiful-ruins
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Fielding,"Harbach, Chad*",0316126691,9780316126694,0316126691,512        pp,3.99,"112,999","Sep 07, 2011","Sep 07, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Baseball, a small liberal arts college, a character-driven father/daughter story. I loved this book.",Notes are private!,0,0,1,not set,not set,"Jul 03, 2012",,Hardcover,view (with text),/book/show/10996342-the-art-of-fielding
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilt        (Royal Circle, #1)","Longshore, Katherine*",0670013994,9780670013999,0670013994,398        pp,3.63,"3,553","May 15, 2012","May 15, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2012",,Hardcover,view,/book/show/12952710-gilt
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,071","Aug 04, 2011","Aug 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2012",,Hardcover,view,/book/show/10746542-the-sense-of-an-ending
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ex Vivo,"Casey, Kirsten",091765837X,9780917658372,091765837X,100        pp,4.12,16,"Feb 14, 2012","Feb 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kirsten Casey's Ex Vivo: Out of the Living Body is a complex book of poetry that simmers with rich language and an interesting view of the world. In tKirsten Casey's Ex Vivo: Out of the Living Body is a complex book of poetry that simmers with rich language and an interesting view of the world. In the title poem, she writes: ""Every word is a vital organ,"" and this proves true for this work as a whole. This book feels alive and wholly original, examining what it is to be connected while at the same time exploring the things that keep us separated. Coupling fresh language with unique subject matter, Casey manages to be both worldly and microscopic; it's this mash of the global and specific that makes for such innovative poems. She is truly a poet to watch!...more",Notes are private!,0,1,1,not set,not set,"May 12, 2012",,Paperback,view (with text),/book/show/13645586-ex-vivo
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arcadia,"Groff, Lauren*",1401340873,9781401340872,1401340873,291        pp,3.72,"24,671","Mar 13, 2012","Mar 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a gorgeous book, told through the lens of lovely Bit - who, he discovers, sees the world differently because he sees beauty in small things and lWhat a gorgeous book, told through the lens of lovely Bit - who, he discovers, sees the world differently because he sees beauty in small things and loves people even when they are hard. What a meditation on the line between community and freedom, and the ache that grows from needing people, but also knowing they need to be who they are. Loved this....more",Notes are private!,0,0,1,not set,not set,"May 02, 2012",,Hardcover,view (with text),/book/show/11866694-arcadia
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monsters of Templeton,"Groff, Lauren*",0434017841,9780434017843,0434017841,384        pp,3.63,"21,311","Feb 05, 2008","Feb 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2012",,Hardcover,view,/book/show/1474628.The_Monsters_of_Templeton
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Comeback Love,"Golden, Peter*",1451656327,9781451656329,1451656327,304        pp,3.55,716,"Apr 03, 2012","Apr 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2012",,Paperback,view,/book/show/12633983-comeback-love
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Be Sung Underwater,"McNeal, Tom",0316127396,9780316127394,0316127396,436        pp,3.80,"5,548","Jun 02, 2011","Jun 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2012",,Hardcover,view,/book/show/9418326-to-be-sung-underwater
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Drive Home,"Allison, Will*",141654304X,9781416543046,141654304X,240        pp,3.21,"2,323","May 17, 2011","Feb 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2012",,Paperback,view,/book/show/12150347-long-drive-home
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunheads,"Flack, Sophie",0316126535,9780316126533,0316126535,294        pp,3.72,"7,014","Oct 10, 2011","Oct 10, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An engaging, sweet and ultimately really fulfilling look at the world of an elite dancer. Highly recommend to any teen who has an artistic dream (or aAn engaging, sweet and ultimately really fulfilling look at the world of an elite dancer. Highly recommend to any teen who has an artistic dream (or any grown-up for that matter). Flack beautifully balances the role of a dream in a young life, and - at times - the need for that dream to evolve and change. Lovely....more",Notes are private!,0,0,1,not set,not set,"Feb 05, 2012",,Hardcover,view (with text),/book/show/10757749-bunheads
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Statistical Probability of Love at First Sight,"Smith, Jennifer E.*",0316122386,9780316122382,0316122386,236        pp,3.75,"122,092","Jan 02, 2012","Jan 02, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Statistical Probability of Love at First Sight by Jennifer E. SmithPrecious over at Fragment of Life blog wrote a lovely  of my new novella The Statistical Probability of Love at First Sight by Jennifer E. SmithPrecious over at Fragment of Life blog wrote a lovely  of my new novella The Liberation of Max McTrue:http://shusky20.blogspot.com/2012/01/...and in that , she compared MAX to Smith's beautiful little novel. I'm so grateful for that connection (because life, after all, is simply made up of connections). It's not just the premise that makes me think of MAX: a day in the life of a teenage girl who misses a flight, meets a boy, and has her life altered. It's also the sensibility of this book that I responded to - the sweet optimism of this novel that made me fall in love at first read. Hadley's had some pain in her life (a divorce) and she's dreading her trip to London for her dad's wedding to a woman she's never met, has never wanted to meet, after her dad abruptly left Hadley and her mother for a teaching job and new life in Oxford. However, Hadley misses her flight (a mere four minutes late) and winds up on a later flight where she meets Oliver, a boy who will change her. This novel acts as a reminder that love changes shape and it's our responses to those changes that dictate our futures. It's our attitude and view of things that paint the picture of our lives. There is a simplicity in this novel, and I mean that in a wholly positive way, because it argues for the sheer importance, the power, of optimism in our lives. And that's a view I fall in love with over and over again. ...more",Notes are private!,0,0,1,"Jan 07, 2012",not set,"Jan 07, 2012",,Hardcover,view (with text),/book/show/10798416-the-statistical-probability-of-love-at-first-sight
