,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,James's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Distance,"Diaz, Hernan*",1566894883,9781566894883,1566894883,256        pp,4.12,"17,129","Oct 03, 2017","Oct 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The hype surrounding this novel is that it's a historical novel of America's west in which the story's main movement is from west to east against the The hype surrounding this novel is that it's a historical novel of America's west in which the story's main movement is from west to east against the tide of immigration. The idea lets Diaz say some interesting things about the west and allows him the opportunity to have his character exposed to most of the things with which we associate the old west.That character is Hakan. He's Swedish and on his way to New York from Gothenburg with his brother. They're separated along the way and Hakan finds himself on a ship sailing for San Francisco. Once ashore he sets out to cross the continent to reunite with his brother.A theme of the novel is how myths emerge. Hakan is a mythic being, literally larger than life and capable of remarkable feats of strength, endurance, and ingenuity. He reminds us of other legendary heroes of America's west--Paul Bunyan, say--but also, I think has Biblical qualities suggested by the wilderness and his ability to fight single-handedly against overwhelming numbers. And as hero Hakan's journey becomes quest. Though his brother is the goal, a promise of reunion with the stability and safety of family, Hakan realizes the farther east he goes the more he meets a deterioration of social order, corruption, despair, and chaos. Wandering for years, he learns he's safest when alone and fending for himself. There's a remarkable sentence on p206 set by itself in a large blank space of the page's middle: ""Through countless frosts and thaws, he walked in circles wider than nations."" It's in a chapter devoted largely to survival. To keep going is the way of least resistance, to avoid having to make a decision. To simply be is the only purpose. The business of being becomes the adventure. And the adventure becomes a rhyme for the westward movement.This novel has qualities you come to admire. Hernan Diaz writes prose big and lavish enough for the landscapes Hakan moves through. The novel builds power that slowly overtakes you and sweeps you along for the journey. It's a journey that begins with the book's cover, a gorgeous panoramic landscape photo of mountain and high desert that's identical when turned upside down. The photo is seamless. Detecting the point at which up becomes down and vice versa is impossible. Hakan experiences the same thing in one of his shelters, the upside down projection of the setting sun and trees against the wall opposite. Hakan's fascinated by it and waits for each's day's sunset to bring the phenomenon back to him. Hakan's experience is like ours in looking at the cover photo, a kind of trick you wonder at. You cannot look away, just as you cannot stop reading....more",Notes are private!,0,11,1,"May 11, 2018","May 26, 2018","Nov 17, 2017",,Paperback,view (with text),/book/show/34381330-in-the-distance
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Not Say We Have Nothing,"Thien, Madeleine",0345810430,9780345810434,0345810430,480        pp,3.92,"22,445","May 31, 2016","Jul 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 07, 2017","Dec 10, 2017","Nov 07, 2017",,Paperback,view,/book/show/34152887-do-not-say-we-have-nothing
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Essays of Elizabeth Hardwick,"Hardwick, Elizabeth",1681371545,9781681371542,1681371545,610        pp,4.30,184,2017,"Oct 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a wonderful collection compiled and introduced by Darryl Pinckney. The essays span 50 years, from 1953 to 2003. They're mostly literary, but HThis is a wonderful collection compiled and introduced by Darryl Pinckney. The essays span 50 years, from 1953 to 2003. They're mostly literary, but Hardwick was also as comfortable addressing social issues as she was astute in scrutinizing them. Particularly in the '60s she looked at race in Selma and Watts. She was also perceptive in writing about places: the politics of Chicago, her love of Maine, the many contradictions of Brazil. But the meat of the collection and by far the larger subject is literature and writers. She knew most of her contemporaries she writes about. Her range, though, extends from the 1830s and Margaret Fuller to our present day and Joan Didion. Her judgement seems exact. She considered Nabokov master class. Pinckney studied under Hardwick, and he uses the same term for her. He writes in his introduction, ""Her passions were instructive"". It's a comment that's true as well for readers of these essays....more",Notes are private!,0,14,1,"Nov 29, 2017","Jan 10, 2018","Nov 03, 2017",,Paperback,view (with text),/book/show/34064555-the-collected-essays-of-elizabeth-hardwick
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wake,"Kingsnorth, Paul",1555977170,9781555977177,1555977170,365        pp,4.01,"3,290",Apr 2014,"Sep 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The most obvious characteristic of the novel is its language. Paul Kingsnorth has blended Old English with the English spoken today to create what he The most obvious characteristic of the novel is its language. Paul Kingsnorth has blended Old English with the English spoken today to create what he calls the shadow tongue spoken by the characters of The Wake. He wanted his novel to read as Old English sounded, and he wanted to avoid a historical novel written in contemporary language. He says his shadow tongue moves the language out of the modern mind and into that of people whose attitudes and truths were different from our own. He wanted as much authenticity as he could manage, so every word used existed in Old English, and he doesn't use any letter which didn't exist at the time. Thankfully, the novel's working vocabulary seems small. Thankfully, there's a glossary. It reads like this:a great blaec fugol it was not of these lands it flown slow ofer the ham one daeg at the time of first ploughan. its necc was long its eages afyr and on the end of its fethra was a mans fingors all this i seen clere this was a fugol of deofuls. in stillness it cum and slow so none may miss it or what it had for us. this was eosturmonth in the year when all was brocAs you might expect, there's a learning curve involved. But it's not difficult. One quickly gets the hang of it. I thought that reasonably soon after beginning I was reading and pronouncing in my head what I saw on the page as something close to the sounds Kingsnorth intended. At any rate, I was reading without difficulty.A simpler language spoken by a simpler, uncomplicated people calls for a simpler, uncomplicated story. It opens in 1066. England is threatened by foreign invasions. King Harold defeats a Norwegian incursion at the Battles of Fulford and Stamford Bridge then hurries his battered force back south to the English Channel to meet a French invasion mounted by Duke William, soon to become the Conqueror. As we know, the English are defeated at Hastings, Harold is killed, and the French slowly overrun the interior defeating the rest of the disorganized English forces.These events, now a combination of history and myth, happen outside the novel's narrative line and the life of the protagonist, a free tenant farmer named Buccmaster. He's a man of some wealth--he owns 3 teams of oxen--and standing in his village. When the French come through, he suffers like everyone else. The destruction of his life and family is the incentive for his taking up his grandfather's sword and forming a war band to join the growing rebellion against the French.What smolders within this simple story is a web of contrasts. The French represent, with their knights on charging horses, a kind of technologically superior Other who dominate a more rudimentary England. There are new, more sophisticated lords building imposing castles to dominate the rustic English. And within English society itself is the conflict of the newer Christian faith and its priests competing with the old Norse gods. Buccmaster has not shaken his belief in the latter.As interesting an experiment as it is, I think it goes on too long. As reader I did appreciate the challenge, but I think the language is limited by its small vocabulary so that, since the story itself lacks punch, monotony sets in....more",Notes are private!,0,3,1,"Jun 29, 2018","Jul 17, 2018","Nov 02, 2017",,Paperback,view (with text),/book/show/23848506-the-wake
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Gods,"Laird, Nick",0008257337,9780008257330,0008257337,320        pp,3.39,686,"Jun 27, 2017","Jun 27, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Modern Gods is a novel examining religion, death, tribalism, and culture on 2 islands on opposite sides of the earth: Ulster, what we commonly call NoModern Gods is a novel examining religion, death, tribalism, and culture on 2 islands on opposite sides of the earth: Ulster, what we commonly call Northern Ireland, though it does contain 3 counties of the Republic of Ireland, and New Ireland, which Nick Laird calls New Ulster, an island belonging to Papua New Guinea. It's also a novel about 2 sisters, Liz and Alison. Liz is a teaching anthropologist who joins a BBC crew making a documentary about the ""world's newest religion,"" a cargo cult called the Story which has sprung up around a dynamic Melanesian woman named Belef. Alison, the younger sister, works for the family estate agency in Ballyglass and is getting remarried.It's a novel of many parallels. Laird carefully points to the similarities between 2 cultures we'd normally think aren't alike. He equates the giving of wedding gifts for an Ulster wedding, for instance, with the exchange system of Melanesian peoples, calling them both gift-based cultures. Obviously there are religions in conflict. Not just the Protestants and Catholics in Ulster but Belef's cargo cult the Story is in desperate competition with the missionary Christianity on the island. Just as obviously, Ulster is violent. But so is New Ulster in these times not far removed from the stone age with its peoples intoxicated by the materialistic promise of the modern as well as by the friction caused by 2 contrasting religions rubbing together. If Liz is an anthropologist studying primitive culture in the field, so is a man named David Boyd who interviews Stephen, Alison's new husband, about atrocities committed against Catholics in the past. Laird connects the 2 islands, the 2 cultures, and all the divergences and correspondences of religion in ways I expected. Certainly one reason I like this novel so much is that it performed exactly as I felt it would in mining the veins of my own thinking and beliefs. I began it eager to follow the path of its ideas to the food for thought I hoped for. It delivered, and Laird laid it out with an elegance I appreciate and admire. He skillfully shifts his narrative almost 180 degrees back and forth between Ulster where the night stars are ""exit wounds"" and the older skies of New Ulster, ""Galactic time, nighttime, deep time, the time of stars, time of the moon."" And near the end Liz lies in the dark reflecting how ""she had spent her lifetime studying the differences, how one tribe does this, another that--and all the time there was no difference, not really, just tiny variations on a theme of great suffering, great loss.""...more",Notes are private!,0,4,1,"Jun 09, 2018","Jun 23, 2018","Oct 23, 2017",,Paperback,view (with text),/book/show/34732491-modern-gods
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Naked Singularity,"de la Pava, Sergio",0857052802,9780857052803,0857052802,864        pp,4.13,"2,702","Oct 14, 2008","Aug 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this novel out of curiosity. De La Pava published it himself. A later edition was brought out by the University of Chicago Press. My curiosity I read this novel out of curiosity. De La Pava published it himself. A later edition was brought out by the University of Chicago Press. My curiosity was the gravity pulling me into the novel like the black hole the novel alludes to. One wants to see what the ballyhoo's all about.Well, it's not Thomas Pynchon or Don DeLillo or David Foster Wallace, whose works it's generously compared to. The novel's too long and too out of control with pointless dialogue and digressions. There are allusions to philosophers and philosophies which serve no more purpose than the circular conversations they're embedded in. There's a chapter in poetic tercets and an epistolary chapter, both as bland as broth. The novel's mostly dialogue. The protagonist is a NYC public defender and much of the novel takes place in court. Anyone who's ever served on jury duty can easily understand how tedious courtroom procedure can be. It's also partly a crime caper novel. When the characters become involved in their caper the pace does begin to gallop a bit but then settles back into the steady plod of a mule going around a millstone.Much could have been left out. The poetry is clumsy. The letters all say pretty much the same thing until the last one. Then we see where the author was going, just as we see he should have gotten there another way. There are 4 digressions which chronicle the boxing career of the Puerto Rican Wilfred Benitez. I never figured out what function they served in the novel. And we read too many conversations which seem to have no point.I read that one is meant to hold in mind William Gaddis's opening from his novel A Frolic of His Own: ""Justice?--You get justice in the next world, in this world you have the law."" The protagonist, the young lawyer Casi, spends the length of this long novel trying to see his clients receive justice rather than law. The process of law is contained in so much of the endless dialogue. But unlike Gaddis in his famous novel J. R., which is all dialogue, De La Pava's dialogue doesn't establish motif or promote theme. All the talk seems to go nowhere.So in the end, is it good? In my opinion not very. There's a better novel in its 864 pages, maybe a good novel, but one severely pruned of the excesses I read. Two moderations: first, I agree with those who think De La Pava's next novel will be much better, and, second, I read the 864 pages without throwing it against the wall. Whether the failure to appreciate is mine, such as my inability to find a reason for the Benitez digressions, or De La Pava's in not making his designs easier to see I can't say. It doesn't matter. Failure is failure....more",Notes are private!,0,2,1,"Oct 17, 2017","Dec 14, 2017","Oct 17, 2017",,Hardcover,view (with text),/book/show/17924466-a-naked-singularity
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncertain Glory,"Sales, Joan",1681371804,9781681371801,1681371804,457        pp,4.16,654,1956,"Oct 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a particularly good novel, I think. On the cover the book's blurb says it stands in counterpart to the politically-focused Homage to CataloniaThis is a particularly good novel, I think. On the cover the book's blurb says it stands in counterpart to the politically-focused Homage to Catalonia of George Orwell and Hemingway's death-extolling For Whom the Bell Tolls. I think Uncertain Glory more complex that either. The characters are neither fiercely motivated--no matter the slogan spouting--by the Republican ideas for which they serve nor surrendered to the futility of those ideas. I finally formed the impression that the big engine driving the novel is love. At its heart is a love triangle, and the triplet structure is contained in the triptych of voices telling the story in journal entries, letters, and 1st person narrative. I began to think it primarily a love story when I read what's perhaps the most powerful image of the novel, a female mantis devouring a male immediately after mating. (It's a novel much more beautiful than that shuddering vision.) And finally maybe it can be thought to be primarily a love novel because though taking place during the Spanish Civil War there's little fighting until the end. This is the Aragon Front beginning in the summer of 1937 and continuing into the spring of 1938, also the place and time of Orwell's volunteer service. In this high, dry environment plays out the dense weave of relationships. The Aragon Front is a quiet zone most occupied by the constant scouring for supplies, regrouping of units, and even some fraternization between the 2 sides. These are characters driven by desperation, too. They're young, the world's blowing up around them, and they cling to what order they can salvage. They know they'll never again love as deeply or have opportunities to turn commitments into reality. This inspiration supports another descriptor of the novel--epic. Not in the landscape or the ideologies of the war so much, though, because in this novel the characters are bigger than the war. When the triptych folds in on Lluis and Soleras and Trini and Pico and the rest we don't think of the bull in the ring which suggests the tragedy of Spain or the fatalism of the mantis but the continued determination of individuals to endure, to overcome and triumph. ...more",Notes are private!,0,3,1,"Dec 30, 2018","Jan 22, 2019","Oct 15, 2017",,Paperback,view (with text),/book/show/34014400-uncertain-glory
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Communist,"Morselli, Guido",1681370786,9781681370781,1681370786,324        pp,3.82,184,1976,"Sep 19, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd never heard of The Communist or its author Guido Morselli. But this another of those gems from NYRB that transports the reader into unfamiliar terI'd never heard of The Communist or its author Guido Morselli. But this another of those gems from NYRB that transports the reader into unfamiliar territory while delivering a fertile and hugely entertaining fiction. The Communist is a novel about a deputy in the Italian parliament and a member of the Communist Party, the ICP, which at the time of the novel's setting was the 3d largest Communist party in the world. Walter Ferranini is from a Communist family and has been a Party member his entire adult life. But now in middle age he's suffering some disillusion. He's begun to think the Party more self-serving and counterfeit than devoted to a better world order. Because he's suffering a crisis of belief which shows in his actions and writings, he's in disfavor with the Party. Just as important, the Party disapproves of Walter's romance with Nuccia, who's separated but not divorced. The Party is forcing him to choose between his politics and his love.Paraphrased that way the novel seems lighter than it is. It's about Walter's midlife crisis, an often-visited theme to be sure, but it's impressively rich in character and circumstance. At first I struggled with reading it. In the early going, maybe as much as the first third, I was immersed in the details of ICP doctrine and technical jargon. I was unable to engage in the political maneuverings swirling in the parliamentary proceedings around him as characters argue this position or that, let along the Communist doctrine and theory they discuss so intensely. I found it difficult to relate to these unfamiliar topics, and so I struggled with making sense of it all. Once the lines of conflict became clear, however, both those within Walter himself and those exerting political pressure on him, I began to sympathize with him. I saw him as a man grappling with issues and opponents he's not certain he can overcome. He's the everyman that every man can pull for....more",Notes are private!,0,11,1,"Dec 10, 2018","Dec 26, 2018","Sep 06, 2017",,Paperback,view (with text),/book/show/31545354-the-communist
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Man Is,"Szalay, David",0224099760,9780224099769,0224099760,437        pp,3.65,"8,344","Sep 22, 2016","Jan 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 08, 2017","Sep 27, 2017","Aug 24, 2017",,Hardcover,view,/book/show/26046317-all-that-man-is
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Songs We Know Best: John Ashbery's Early Life,"Roffman, Karin",0374293848,9780374293840,0374293848,336        pp,4.12,91,"Jun 13, 2018","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Karin Roffman was a personal friend of Ashbery. This biography was inspired by visits to his home. When she asked, he showed her his childhood diariesKarin Roffman was a personal friend of Ashbery. This biography was inspired by visits to his home. When she asked, he showed her his childhood diaries and later gave her access to his early papers. The book, the result of that inspiration and Ashbery's handing her the keys to his early life covers the time up to his first volume of poetry, Some Trees, and his sailing to France to begin his Fulbright Fellowship in 1955.This is critical biography examining the poems at the beginning of his manhood and shows how his ideas developed. The books's invaluable for that, particularly for the insight into the poems. But I struggled with it. The early Ashbery, no matter how precocious, wasn't interesting to me. So it isn't until he begins at Harvard that I began to become comfortable and to settle in to learning what I thought I was reading the book for. The time after Harvard is even more interesting. Following his move to New York City the biography details the beginnings of friendships that would last a lifetime, including important writers and artists in their own right like Frank O'Hara, Kenneth Koch, James Schuyler, and Jane Freilicher.This stands alone for now, Ashbery up to about age 27 or 28. I suppose Roffman could continue on to present other volumes of his later life. His stature as a poet certainly deserves that kind of attention....more",Notes are private!,0,3,2,not setnot set,"Apr 15, 2018not set","Aug 24, 2017",,Hardcover,view (with text),/book/show/31450891-the-songs-we-know-best
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Jones,"Dilworth, Thomas",0224044605,9780224044608,0224044605,448        pp,4.75,8,unknown,"Jan 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the best biography I've read in a while. But I am partial, a fan of Jones and a believer, with many others, that he wrote 2 of the most remarkThis is the best biography I've read in a while. But I am partial, a fan of Jones and a believer, with many others, that he wrote 2 of the most remarkable poems of the 20th century in The Anathemata and In Parenthesis. So I was mostly rapt while reading this account of Jones's life.First, I wondered at how Dilworth decided on the ordering of Jones's lifetime activities. My edition carries the title David Jones: Engraver, Soldier, Painter, Poet. I consider him most important as a poet, and my interest in him is as a poet. People like Eliot and Auden considered him the most important poet of the 20th century. His paintings are well-regarded and treasured. He was an excellent engraver who learned the craft from the famous Eric Gill. I think he'd consider soldier the least important as well as the least desirable of his distinctions and would've been happy to forget his experiences during the Great War. Whatever reasons Dilworth had for arranging them in this order, Jones was certainly all of them.The book itself is a delightful thing to read. Aside from the comprehensive study of Jones as artist and poet, it's full of color reproductions of his most important drawings, watercolors, and inscriptions. To return to this beautiful book each day and to hold it in my lap and turn the pages revealing the art woven into the printed account of his life was a pleasure.He was a fascinating man, and he wrote 2 of the most significant expressions of myth in the language, which is my primary interest in him. Dilworth fills his telling of the life with wonderful stories. One I liked was the visit by Auden, the celebrity, to meet the more monkish Jones, another of Jones having to correct the awe-inspiring and upright Eliot who wanted to call him Davy. I smiled at Dilworth's writing that David Jones was no Davy. Interesting, too, was his early decision to forego marriage for the sake of his art. But he was strongly and romantically drawn to several women in his life without, apparently, entering into a relationship with them.Reading Dilworth has inspired me into another--3d? 4th?--reading of In Parenthesis. I'm reminded of the critic Frederick Turner's comment that in postmodernism we find only yesterday's newspaper, but for wisdom we have to return to tradition, and it's there that we find David Jones. ...more",Notes are private!,0,2,1,"Mar 06, 2018","Mar 26, 2018","Aug 23, 2017",,Hardcover,view (with text),/book/show/5317906-david-jones
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Expertise: The Campaign Against Established Knowledge and Why It Matters,"Nichols, Thomas M.",0190469412,9780190469412,0190469412,272        pp,3.83,"8,571","Apr 27, 2017","Apr 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tom Nichols first wrote about the increased acceptance of ignorance in the west in a 2013 blog post and later in an article in The Federalist. Now he'Tom Nichols first wrote about the increased acceptance of ignorance in the west in a 2013 blog post and later in an article in The Federalist. Now he's expanded his ideas into a book which tries to explain why the advice of experts is debunked and resented, why Americans are often not only misinformed but ""aggressively wrong,"" and why access to so much information has led to a widespread belief that knowledge is easily attained through tablets and phones, therefore making everyone as smart as experts. He discusses how the growing problem has come about through almost universal use of the Internet itself creating an atmosphere where interaction between individuals is becoming less frequent, meaning less discourse and cross-pollination of ideas, or even thought. The Internet gives us an enormous amount of information many consider knowledge. Higher education has become consumer-oriented as more and more people seek degrees. Institutions compete for the tuitions of the masses attending college today, and that competition means student bodies, as customers, are always right. As a result, adulthood is essentially postponed while at the same time students aren't challenged and graduate believing themselves educated and knowing more than they actually do. Competition is also at fault in today's journalism. News markets compete for viewers by catering to specific groups wanting specific slants. That and the glut of news that tells people what they want to hear is actually making the people of the west less informed. This is a terribly interesting book which helps verbalize the dumbing down of the west we see occurring around us and attempts to explain why....more",Notes are private!,0,5,1,not set,"Oct 26, 2017","Aug 16, 2017",,Pocket Book,view (with text),/book/show/26720949-the-death-of-expertise
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental Life: An Editor's Notes on Writing and Writers,"McDonell, Terry",1101946717,9781101946718,1101946717,384        pp,3.91,321,"Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An Editor's Notes on Writing and Writers is the subtitle of Terry McDonell's memoir. He calls it The Accidental Life because he began his career as a An Editor's Notes on Writing and Writers is the subtitle of Terry McDonell's memoir. He calls it The Accidental Life because he began his career as a photographer. Instead of following a straight path, though, as he describes it, he tried writing a novel, tried making a documentary film. Nothing was working until he became a combination reporter/editor at San Francisco Magazine. In the years since he's worked on and edited some of the biggest magazines in America, including Sports Illustrated, Rolling Stone, Esquire, and Newsweek. For me the chapters on writers are the most interesting parts of the book. McDonell's accidental editing life has allowed him to become friends with and swim in the same currents as some of America's best writers. His material on them is richly anecdotal and honest. He has many wonderful stories about each, about what it's like to spend time with them, about how they approach writing, particularly for his magazines. Here are chapters about playing golf with Hunter S. Thompson and hunting with Richard Ford and fishing with Jim Harrison. But Peter Matthiessen is here, and so is James Salter, George Plimpton, and Thomas McGuane along with a generous broadcasting of others we're familiar with. I didn't know, for instance, that Jimmy Buffett can write, but McDonell likes his work very much. All these people are friends, too, and so they're fondly remembered and written about, even their warts. My sense is that this kind of remembering of writers he's known and worked with accounts for over half of the book. A good thing--I was less interested in how to put together a magazine's layout or how a submitted piece is cut in half over the writer's objections or even in how the Sports Illustrated Swimsuit issue is photographed. The writers and writing are the meat of it....more",Notes are private!,0,3,1,"Aug 10, 2017",Sep 2017,"Aug 10, 2017",,Hardcover,view (with text),/book/show/27774514-the-accidental-life
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In a Lonely Place,"Hughes, Dorothy B.",1681371472,9781681371474,1681371472,206        pp,4.12,"6,942",1947,"Aug 15, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can't say that I liked In a Lonely Place. The trouble is my failure to appreciate. I'm not a particular fan of the noir genre, though I've read a feI can't say that I liked In a Lonely Place. The trouble is my failure to appreciate. I'm not a particular fan of the noir genre, though I've read a few in recent years I liked. Here I thought the language stilted and sounding like the dialogue from a 1930s movie. Originally published in 1947, I think it hasn't aged well, unable in 2018 to overcome some archaic language. However, the ""Afterword"" by Megan Abbott offers sharp perspectives. This novelist and authority on the hard-boiled genre is able to pinpoint the extent to which paranoia and misogyny drive the crime fiction we call noir. This is especially true of the postwar novels, such as In a Lonely Place, which consider men who feel emasculated by the return home following the war and having to adjust to a life without a sense of wartime power and excitement. Corralled by the need to return to domesticity, women are to blame. Despite Girl Fridays and femme fatales, noir, according to her, has always skated along the knife edge of the threat some men think women pose. I enjoyed Abbott's ""Afterword"" more than the novel and wish I'd read it first....more",Notes are private!,0,2,1,"Jun 07, 2018","Jun 15, 2018","Aug 01, 2017",,Paperback,view (with text),/book/show/33275967-in-a-lonely-place
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Henry David Thoreau: A Life,"Walls, Laura Dassow",022634469X,9780226344690,022634469X,640        pp,4.47,734,"Jul 07, 2017","Jul 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Those who admire Thoreau and his intimacy with nature around Concord and New England may have a sense of a legendary man equal to it, one who walked aThose who admire Thoreau and his intimacy with nature around Concord and New England may have a sense of a legendary man equal to it, one who walked around in it confident it held few mysteries for him. The strength of Walls's portrait of Thoreau is that she writes him as a man who knew some things about how water flows and about birds, who understood the leaf and the way of squirrels, but who was still humbled by the natural world. Her book is the biography of a rather unaffected man who spent his whole life observing the details of the surroundings he inhabited, mostly around Concord, his home, but he also knew Maine and Cape Cod well and even made a trip as far as Minnesota near the end of his life. What impressed me is she allows him to be a citizen of Concord like any other, a man who worked at making pencils or surveying land or helping neighbors, even as he was always studying berries or ducks.She says she wrote the biography because the life she sought, that of Thoreau the writer, was not in any book. So she wrote this life. It does emphasize his writing. She says Thoreau wanted to be taken seriously as a writer, to be admired for his work in the same ways Emerson was admired. She describes how hard he worked at it, publishing 2 books and many essays in his lifetime. I'd not known before how much he wrote for magazines or how many lectures he wrote to give before gatherings in the region. I'd not understood before how intensely he wanted to be known for his poetry and how deeply disappointed he was when he wasn't. His successes were in the book Walden and in his essays. And the Journal which became famous after his death.This biography goes with others I have to help form a more whole picture of the man. I doubt it completes him. It is a comprehensive look at Thoreau the writer. The earlier biographer I most admire, Robert D. Richardson, wrote such a lengthy and glowing blurb for Walls's book that anyone reading it has to acknowledge that she does justice to her subject....more",Notes are private!,0,8,1,"Sep 07, 2017","Oct 19, 2017","Jul 26, 2017",,Hardcover,view (with text),/book/show/31939387-henry-david-thoreau
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,St. Urbain's Horseman,"Richler, Mordecai",0771073380,9780771073380,0771073380,496        pp,3.77,"1,776","Jan 01, 1971","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 27, 2017","Aug 31, 2017","Jul 24, 2017",,Paperback,view,/book/show/29236317-st-urbain-s-horseman
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Walk        (Oskana Poetry and Poetics, 2)","Zwicky, Jan",0889774498,9780889774490,0889774498,65        pp,4.31,26,"Oct 07, 2016","Oct 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 28, 2018","Jul 19, 2017",,Paperback,view,/book/show/29524570-the-long-walk
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,4 3 2 1,"Auster, Paul",0771009178,9780771009174,0771009178,866        pp,3.96,"30,877","Jan 31, 2017","Jan 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A very American novel covering the period of the 1940s through the 60s.,Notes are private!,0,3,1,"May 20, 2018","Jul 24, 2018","Jul 17, 2017",,Hardcover,view (with text),/book/show/31457168-4-3-2-1
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",0143128752,9780143128755,0143128752,260        pp,3.58,"96,241","Aug 18, 2015","Aug 16, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 18, 2017","Aug 06, 2017","Jul 17, 2017",,Paperback,view,/book/show/27876745-eileen
