,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Judy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hex and the City,"Johnson, Kate*",0008551146,9780008551148,B0BJYRH79G,385        pp,3.55,"2,431",unknown,"Sep 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fun paranormal romance involving a witch, Poppy, with magical hair like Rapunzel. Chaos follows Poppy wherever she goes and she's new to magThis is a fun paranormal romance involving a witch, Poppy, with magical hair like Rapunzel. Chaos follows Poppy wherever she goes and she's new to magic, so she has a lot to learn about control. Axl is a hot, celebrity magician. Poppy's co-worker ""accidentally"" sells a cursed pendant to Axl and Poppy has to try to get it back before it causes trouble. Adventure follows!This was a fun witchy romance with a sprinkling of time travel and trouble. It was fun seeing all the chaotic trouble surrounding Poppy. I liked how the coven comes together. Thanks to HarperCollins UK, One More Chapter through Netgalley for an advance copy. This book is expected to be published on September 3, 2023....more",Notes are private!,0,21,1,"Jul 13, 2023","Jul 14, 2023","Jul 13, 2023",,Kindle Edition,view (with text),/book/show/78296210-hex-and-the-city
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Retreat,"Elliot, Laura*",1837900108,9781837900107,B0C6HFGYRY,441        pp,3.52,346,"Aug 17, 2023","Aug 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this book up because I had read and liked Laura Elliot's The Silent House. Also, the first line ""My husband saved other people’s marriages.BuI picked this book up because I had read and liked Laura Elliot's The Silent House. Also, the first line ""My husband saved other people’s marriages.But his secrets will destroy ours…"" is definitely an attention grabber.Description:My husband saved other people’s marriages.But his secrets will destroy ours…I stand in the mortuary and take a deep breath before identifying the body of the man I’ve been married to for twenty-six years. Victor and I built Serenity Falls, a successful couples’ retreat, together. Honesty and trust were the bedrocks of our marriage, and we helped other couples repair their relationships too.Now my whole world has been turned upside down and I don’t know what to think. A woman lies in a coma, in a stark, white hospital room. She was by Victor’s side when he died. The police have been unable to identify her and I’m forced to confront the painful reality that my own husband was hiding something. My grief is laced with anger. How could he lie to me?But as I begin to uncover the secrets of my husband’s past, I discover the shocking truth about the woman with no name and no memory. And to protect my family, I have to make a choice.A choice that will turn me into a liar, just like Victor.And will end in murder…My Thoughts:The book was slow during the first half, but picked up in the second half. I didn't like Lorraine as a character and couldn't relate to her. The mystery woman in the car was interesting and I was surprised to find out who she was. The book had some good twists, but I had trouble staying focused on it. Don't know if it was my mood at the time I read it or the story itself. As a psychological thriller, it was not one of the best I've read but still a good story. I think I would have liked it better if the first half had kept my attention more.Thanks to Bookouture for an advance copy. Publication date is August 17, 2023....more",Notes are private!,0,15,1,"Jul 10, 2023","Jul 12, 2023","Jul 11, 2023",,Kindle Edition,view (with text),/book/show/165922781-the-marriage-retreat
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last of the Moon Girls,"Davis, Barbara*",1542006481,9781542006484,B07XZ8DTGH,397        pp,4.21,"65,135","Aug 01, 2020","Aug 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 09, 2023","Jul 11, 2023","Jul 09, 2023",,Kindle Edition,view,/book/show/49343950-the-last-of-the-moon-girls
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Familiar Sight        (Dr. Gretchen White, #1)","Labuskes, Brianna*",1542027357,9781542027359,B089GSVYJW,367        pp,4.12,"22,916","Aug 01, 2021","Aug 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 08, 2023","Jul 09, 2023","Jul 08, 2023",,Kindle Edition,view,/book/show/55582157-a-familiar-sight
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Read Between the Lines        (Ms. Right, #1)","Lacey, Rachel*",1542033535,9781542033534,B08YZ1D682,321        pp,3.76,"14,454","Dec 01, 2021","Dec 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jul 07, 2023","Jul 08, 2023","Jul 07, 2023",,Kindle Edition,view,/book/show/56300896-read-between-the-lines
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath Devil's Bridge,"White, Loreth Anne*",1542021308,9781542021302,B08JLZ6HBY,344        pp,4.28,"31,354","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 06, 2023","Jul 07, 2023","Jul 06, 2023",,Kindle Edition,view,/book/show/55542167-beneath-devil-s-bridge
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Well Behaved Wives,"Nathan, Amy Sue*",1542025419,9781542025416,B09RK69M1D,319        pp,3.99,"14,999","Nov 01, 2022","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jul 05, 2023","Jul 05, 2023",,Kindle Edition,view,/book/show/60284263-well-behaved-wives
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hide        (Detective Harriet Foster, #1)","Clark, Tracy*",1542037581,9781542037587,B09VGK9R84,377        pp,4.16,"16,685","Jan 01, 2023","Jan 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2023","Jul 04, 2023","Jul 03, 2023",,Kindle Edition,view,/book/show/60845564-hide
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beach Hut Murders        (The Charity Shop Detective Agency, #2)","Boland, Peter*",183526025X,9781835260258,B0C9JS4GFN,394        pp,4.23,"1,411","Jul 28, 2023","Aug 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book in The Charity Shop Detective Agency series by Peter Boland. I picked it up because the first one was an enjoyable cozy mysterThis is the second book in The Charity Shop Detective Agency series by Peter Boland. I picked it up because the first one was an enjoyable cozy mystery and this one is as well. The book can easily be read as a one off and it would be easy to follow without having read the first book; however, the first book was fun too and does provide some background on the characters. This one involves initially one suspicious death in one of the local beach hut communities involving the burning of a beach hut. The qurstion is was it intentional or accidental. Description:It’s almost summer in Southbourne and the ladies of the Charity Shop Detective Agency are ready for another season of sun, sea and . . . murder.Amongst the rows of charming brightly painted cabins, an elderly man’s beach hut is set on fire in the middle of the night — while he slept inside.By day, Fiona, Sue and Daisy volunteer at the Dogs Need Nice Homes charity shop. But, by night, they investigate crimes. And they’re determined to get to the bottom of this murder.Malcolm Crainey was a bit of an eccentric, but he was harmless really. Who would want to kill him?The ladies soon uncover a long list of possible suspects. Neighbours who hated Malcolm for refusing to swap huts. Members of the snobby beach hut association who took umbrage with Malcom’s quirky beachcombed cabin decorations.Then another hut is burned down in the dead of night. Thankfully there was no one asleep inside this time. But the pressure is on — can Fiona, Sue and Daisy find the culprit before the beach hut murderer strikes again?My Thoughts:I enjoy the cameraderie surrounding the ladies who work in the charity shop. There is also the irritating nearby snobby charity shop across the way, whose owner is quite uppity - she's back in this one. They mystery surrounding the beach huts is interesting and provides some surprising twists. I enjoyed the investigation the amateur detectives were pulled into. I also enjoyed some of the side stories - the cake deal at the charity shop, the mysterious woman who dropped off a box, but didn't just wanted the shop to hold it until she was ready to give it up, the politics with the woman who runs the community center, and the issues with the nearby owner of the Cat Alliance charity shop owner. Some quirkly characters add a lot to the book. I really enjoyed the freee-spirited character the ladies met who had come down from London to stay in one of the beach huts and was friends with the owner of the Cat Alliance shop.Thanks to Joffe Books through Netgalley for an advance copy. This book will be published on August 3, 2023....more",Notes are private!,0,14,1,Jul 2023,"Jul 02, 2023","Jul 03, 2023",,Kindle Edition,view (with text),/book/show/181440983-the-beach-hut-murders
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Rain Ends,"Taylor, Mary Ellen*",1542034523,9781542034524,B0B2P7K698,334        pp,4.13,"23,957","May 01, 2023","May 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jul 03, 2023","Jul 03, 2023",,Kindle Edition,view,/book/show/61246288-when-the-rain-ends
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding Game,"Quinn, Meghan*",1542025206,9781542025201,B0899QWN9Y,397        pp,3.93,"29,236","Mar 01, 2021","Mar 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 29, 2023","Jun 29, 2023",,Kindle Edition,view,/book/show/54173345-the-wedding-game
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finding Cinderella        (Hopeless, #2.5)","Hoover, Colleen*",,,,176        pp,3.98,"166,356","Oct 14, 2013","Oct 14, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 27, 2023","Jun 28, 2023","Jun 27, 2023",,Kindle Edition,view,/book/show/18631291-finding-cinderella
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cipher        (Nina Guerrera, #1)","Maldonado, Isabella*",1542022487,9781542022484,B083J7QQ89,332        pp,4.19,"38,042","Nov 01, 2020","Nov 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 27, 2023","Jun 27, 2023",,Kindle Edition,view,/book/show/53966623-the-cipher
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call the Canaries Home,"Barrow, Laura*",166251025X,9781662510250,B0BDBZPZVF,299        pp,4.04,"36,290","Jul 01, 2023","Jul 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 26, 2023","Jun 26, 2023","Jun 26, 2023",,Kindle Edition,view,/book/show/62589532-call-the-canaries-home
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl’s Last Cry        (Detective Lexi Bennett #2),"Belsham, Alison*",1837901120,9781837901128,B0C1P64PJZ,396        pp,4.38,251,"Jul 11, 2023","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was excited to see this second book in the Detective Lexi Bennett series, so I grabbed it immediately. The first book, The Girls on Chalk Hill was gI was excited to see this second book in the Detective Lexi Bennett series, so I grabbed it immediately. The first book, The Girls on Chalk Hill was good and I found the character's background and manner interesting.In this book, there are a series of deaths of young people that look like suicides, but something about each of them tells Lexi to look deeper. This was a difficult investigation and clues were few. I enjoyed following the investigation and the reasoning and search for the truth.Once again, I was impressed with the character, Lexi Bennett. I like her empathy as well as her determination to find the truth for the victims and their families. Thanks to Bookouture through Netgalley for an advance copy. This book is projected to be published on July 11, 2023....more",Notes are private!,0,16,1,"Jun 24, 2023","Jun 25, 2023","Jun 26, 2023",,Kindle Edition,view (with text),/book/show/125635099-the-girl-s-last-cry
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shadow Box,"Rice, Luanne*",1542009545,9781542009546,B082SX9CXQ,367        pp,4.21,"53,278","Feb 01, 2021","Feb 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2023","Jun 24, 2023","Jun 23, 2023",,Kindle Edition,view,/book/show/50710211-the-shadow-box
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maid's Diary,"White, Loreth Anne*",1542034469,9781542034463,B09TZM8CZK,369        pp,4.25,"63,880","Mar 01, 2023","Mar 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 21, 2023","Jun 22, 2023","Jun 21, 2023",,Kindle Edition,view,/book/show/60588456-the-maid-s-diary
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Redemption        (Eva ""Lightning Dance"" Duran, #1)","Ledford, Deborah J*",1662510470,9781662510472,1662510470,365        pp,4.09,"3,055","Sep 01, 2023","Sep 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A new series featuring a Native American female sheriff, Deputy Eva “Lightning Dance” Duran. This lady certainly faced some challenges both from the SA new series featuring a Native American female sheriff, Deputy Eva “Lightning Dance” Duran. This lady certainly faced some challenges both from the Sheriff's department - finding acceptance as a female - and from her tribe on the reservation who are distrustful because she left the reservation. She has a lot to deal with to earn respect from both groups so she works really hard.In this first book, three women are missing from the reservation, and one of them is Paloma 'White Dove', who is Eva's best friend. Eva is determined to find them, not just for herself, but for White Dove's eighteen-year-old son. Then one of the women turns up dead. Eva teams up with her good friend Cruz Romero to solve this mystery.There is quite a bit of tension as this plays out. At first there is almost nothing to go on - no leads to be found. Eva has to balance her duty with her loyalty to her friend and to her heritage. Certainly a well-done start for the series and I look forward to the next one! I really liked Eva as a character and loved the insight into reservation life and traditions.Thanks to Thomas & Mercer through Netgalley for an advance copy. This book will be published on September 1, 2023....more",Notes are private!,0,21,1,"Jun 19, 2023","Jun 20, 2023","Jun 19, 2023",,Paperback,view (with text),/book/show/63341170-redemption
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in the Eagle's Talons        (Millennium, #7)","Smirnoff, Karin",059353669X,9780593536698,059353669X,368        pp,3.39,"11,354","Nov 04, 2022","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lisbeth Salander's story continues with the third writer jumping into the mix - Karin Smirnoff. Smirnoff did an awesome job picking up this story and Lisbeth Salander's story continues with the third writer jumping into the mix - Karin Smirnoff. Smirnoff did an awesome job picking up this story and making it exciting and true to Stieg Larsson's original concept. Description:Change is coming to Sweden’s far north: its untapped natural resources are sparking a gold rush with the criminal underworld leading the charge. But it’s not the prospect of riches that brings Lisbeth Salander to the small town of Gasskas. She has been named guardian to her niece Svala, whose mother has disappeared. Two things soon become clear: Svala is a remarkably gifted teenager—and she’s being watched.Mikael Blomkvist is also heading north. He has seen better days. Millennium magazine is in its final print issue, and relations with his daughter are strained. Worse still, there are troubling rumors surrounding the man she’s about to marry. When the truth behind the whispers explodes into violence, Salander emerges as Blomkvist’s last hope.A pulse-pounding thriller, The Girl in the Eagle’s Talons sees Salander and Blomkvist navigating a world of conspiracy and betrayal, old enemies and new friends, ice-bound wilderness and the global corporations that threaten to tear it apart.My thoughts:Very well written and a great addition to The Millenium series. I liked this one much better than the previous book in the series. I've seen some bad s, but in my case I enjoyed the story. This time Lisbeth and Mikael Blomkvist go up against corporate criminals while both are, oddly enough, in the same town dealing with family situations. I found Lisbeth's niece interesting. The story was fast-paced and exciting, and kept my attention to the end - which is somewhat of a cliffhanger that seems to indicate a follow up to come. I sure hope so as I have followed this series from the beginning.Thanks to Knopf, Pantheon, Vintage, and Anchor through Netgalley for an advance copy. This book will be published on August 29, 2023....more",Notes are private!,2,21,1,"Jun 15, 2023","Jun 17, 2023","Jun 19, 2023",,Hardcover,view (with text),/book/show/75523433-the-girl-in-the-eagle-s-talons
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body in the Back Garden,"Waddell, Mark*",1639104410,,B0BN582M9W,266        pp,3.77,493,"Aug 20, 2023","Aug 20, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first in the Crescent Cove queer cozy series. It's a good start!Description: Crescent Cove, a small hamlet on Vancouver Island, is the lasThis is the first in the Crescent Cove queer cozy series. It's a good start!Description: Crescent Cove, a small hamlet on Vancouver Island, is the last place out-of-work investigative journalist Luke Tremblay ever wanted to see again. He used to spend summers here, until his family learned that he was gay and rejected him. Now, following his aunt’s sudden death, he’s inherited her entire estate, including her seaside cottage and the antiques shop she ran for forty years in Crescent Cove. Luke plans to sell everything and head back to Toronto as soon as he can…but Crescent Cove isn’t done with him just yet.When a stranger starts making wild claims about Luke’s aunt, Luke sends him packing. The next morning, though, Luke discovers that the stranger has returned, and now he’s lying dead in the back garden. To make matters worse, the officer leading the investigation is a handsome Mountie with a chip on his shoulder who seems convinced that Luke is the culprit. If he wants to prove his innocence and leave this town once and for all, Luke will have to use all his skills as a journalist to investigate the colorful locals while coming to terms with his own painful past.There are secrets buried in Crescent Cove, and the more Luke digs, the more he fears they might change the town forever.My Thoughts:This is a good cozy murder mystery. I liked the characters and the story moved well and kept my attention. As Luke becomes the main suspect in the murder, he feels he has to investigate to find the real killer and get that cute Mountie's focus off of Luke as the prime candidate. The flirting between Luke and Jack is fun to read. I'll look forward to the next book in the series.Thanks to Crooked Lane Books through Netgalley for an advance copy....more",Notes are private!,0,17,1,"Jun 14, 2023","Jun 15, 2023","Jun 14, 2023",,Kindle Edition,view (with text),/book/show/86714786-the-body-in-the-back-garden
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harm’s Way        (Jonathan Grave #15),"Gilstrap, John*",0786050098,9780786050093,B0BNCJ1JPS,320        pp,4.35,"1,271","Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Gilstrap is one of my favorite author's and he never disappoints. This book was no exception. Fast-paced, exciting, and satisfying. A great read!John Gilstrap is one of my favorite author's and he never disappoints. This book was no exception. Fast-paced, exciting, and satisfying. A great read!Description:Twelve missionaries have been snatched in a remote area of Venezuela and are being held for ransom. The high-priority rescue mission comes as a personal plea from FBI director Irene Rivers. It also carries a Presidential demand: no international incident. Just get in and get out—with hostages who are far from cooperative, but nonetheless precious cargo.America’s enemies hope to leverage the kidnapping into a major crisis. Fighting his way to the hostages is Jonathan’s first battle. The second is to deliver them, alive and well, to the extraction site – and let no one stand in his way.My Thoughts:This book took off at the beginning and never slowed down. It kept my attention from beginning to end. Jonathan Graves is the perfect hero - and who doesn't like a hero? He's always one step ahead and sees the big picture as he strategizes. Tension mounts as danger closes in. This novel could be read as a standalone, however it would be nice to have the background from the earlier books.Thanks to Kensington Books, Pinnacle through Netgalley for an advance copy....more",Notes are private!,0,11,1,"Jun 12, 2023","Jun 13, 2023","Jun 13, 2023",,Kindle Edition,view (with text),/book/show/63853158-harm-s-way
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Highways and Heartaches: How Ricky Skaggs, Marty Stuart, and Children of the New South Saved the Soul of Country Music","Streissguth, Michael",0306826127,9780306826122,B0BP6BCXYC,363        pp,3.91,44,unknown,"Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to read this book because, although it says ""country"" music, it is a history of bluegrass music and I grew up with it. My Dad played both guiI wanted to read this book because, although it says ""country"" music, it is a history of bluegrass music and I grew up with it. My Dad played both guitar and banjo and every Friday night at our home people would gather, pull out the instruments and songbooks and sing and play both country and bluegrass tunes. They called these picking session ""hootenannys"". Now one of my brothers plays banjo in a bluegrass band.It was fun to read about Ricky Scaggs and Marty Stuart playing from the time they were young boys. They were mentored by the legends of bluegrass music: Lester Flatt mentored Stuart while Earl Scruggs mentored Scaggs. The book described how the music grew and changed over time and the huge parts played by both Studart and Skaggs.I was amazed at how fluidly the musicians picked up and played at the drop of a hat with another band and seemed to fit right in. Also, I was surprised at some of the rock artists these bluegrass stars ended up working with at times. I loved reading about Skaggs' great relationship with Emmylou Harris and how what he learned while playing in her 'Hot Band' helped in his music production skills. A good book for anyone who loves music to read. It provides a perspective of how country/bluegrass music grew and matured and changed over time and yet the roots are still there forever.Thanks to Hachette Books through Netgalley for an advance copy. This book will be published on August 8, 2023....more",Notes are private!,0,10,1,"Jun 13, 2023","Jun 19, 2023","Jun 13, 2023",,Kindle Edition,view (with text),/book/show/157080327-highways-and-heartaches
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1982175370,9781982175375,1982175370,272        pp,3.63,"28,029","Aug 15, 2023","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alice Hoffman is a favorite author for me. I've enjoyed everything I've read by her, including, of course, her Practical Magic series, but many other Alice Hoffman is a favorite author for me. I've enjoyed everything I've read by her, including, of course, her Practical Magic series, but many other books as well. This one involves life in a cult, the love of books, and time travel - quite a mix!Description:One brilliant June day when Mia Jacob can no longer see a way to survive, the power of words saves her. The Scarlet Letter was written almost two hundred years earlier, but it seems to tell the story of Mia’s mother, Ivy, and their life inside the Community—an oppressive cult in western Massachusetts where contact with the outside world is forbidden, and books are considered evil. But how could this be? How could Nathaniel Hawthorne have so perfectly captured the pain and loss that Mia carries inside her?Through a journey of heartbreak, love, and time, Mia must abandon the rules she was raised with at the Community. As she does, she realizes that reading can transport you to other worlds or bring them to you, and that readers and writers affect one another in mysterious ways. She learns that time is more fluid than she can imagine, and that love is stronger than any chains that bind you.As a girl Mia fell in love with a book. Now as a young woman she falls in love with a brilliant writer as she makes her way back in time. But what if Nathaniel Hawthorne never wrote The Scarlet Letter ? And what if Mia Jacob never found it on the day she planned to die?My thoughts:Great characters and great plotting. The depth of character portrayal made the characters come alive on the page. Mia was an interesting character who bravely faced hardship in the cult, but also after she escaped and built a new life. The connection with Nathaniel Hawthorne was an interesting segue. The book also throws a light on the past and current plight of unmarried, pregnant women and the difficulties they must face. While some things have changed, other stigmas still remain. Hoffman's writing is magical and engrossing. She has a way with words that make you really think about what is being said. Thanks to Atria Books through Netgalley for an advance copy. This book will be published on August 15, 2023....more",Notes are private!,0,24,1,"Jun 11, 2023","Jun 12, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/62919793-the-invisible-hour
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Read to Death at the Lakeside Library        (Lakeside Library Mystery #3),"Danvers, Holly*",1639103325,9781639103324,B0BLTSWQT1,320        pp,3.90,482,unknown,"Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was fun to return to Lofty Pines, Wisconsin and the little library on the lake run by Rain Wilmot. She and her best friend, Julia Reynolds, make a It was fun to return to Lofty Pines, Wisconsin and the little library on the lake run by Rain Wilmot. She and her best friend, Julia Reynolds, make a fun and mischievous pair of crime solvers, even though they seem to get pulled in accidentally each time. This is their third adventure in the Lakeside Library Mystery Book series, and I'm happy to say I've read and enjoyed all of these cozy mysteries.Description:Summer is in full swing as tourists flock back to the Northwoods and travel to Lofty Pines, Wisconsin. For Rain Wilmot, owner of the Lakeside Library, this is the perfect opportunity to bring back her mother’s summer book club. But the summer sun starts to really heat up when one of the club’s members, Lily Redlin, is found dead in her own home not long after the first meeting.Alongside her sidekick and neighbor Julia Reynolds and the charming Jace Lowe, Rain discovers that the murder is seemingly inspired by the book club’s recent selection of Agatha Christie’s classic mystery novel, Sparkling Cyanide. But who would kill Lily, and more importantly, why?The deeper Rain goes into the story, the more confusing and complicated the plot becomes. Was Lily murdered to cover up a tragic accident involving an old classmate years earlier? Or were the rumors true—did Lily really possess priceless original Laura Ingles Wilder manuscripts and someone killed her for them? And who stands to gain the recently inherited piece of waterfront property that Lily received from a long-lost relative?With a long list of suspects and motives, Rain realizes that all leads come back to people involved in the book club. Rain and her friends take a page from Agatha Christie’s book by hosting a reenactment of the club’s first meeting to flush out the killer. Will Rain’s plan succeed—or will this librarian’s book be checked out for good?My thoughts:The characters and the setting are fun to return to with each installment of this series. The banter between Rain and Julia is witty. Their adventures sometimes make me laugh. I liked the initiative of creating the book club and the way the book club became involved in a mystery. The relationship between Rain and jace developed a little more - will Rain find love again after her husband's death? This is a good cozy series and I hope Holly Danvers has much more to come for Lofty Pines!Thanks to Crooked Lane Books through Netgalley for an advance copy. This book will be published on August 8, 2023....more",Notes are private!,0,17,1,"Jun 09, 2023","Jun 10, 2023","Jun 13, 2023",,Kindle Edition,view (with text),/book/show/63945466-read-to-death-at-the-lakeside-library
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Corners        (Rachel Krall, #2)","Goldin, Megan*",1250280680,9781250280688,1250280680,343        pp,3.84,"23,795","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book in the Rachel Krall series, but it could easily be read as a stand alone. This is a mystery/thriller that is well written. RacThis is the second book in the Rachel Krall series, but it could easily be read as a stand alone. This is a mystery/thriller that is well written. Rachel Krall is a true crime podcaster. In this book she is pulled in to an investigation by the FBI to help with a missing persons case.Description:Terence Bailey is about to be released from prison for breaking and entering, though investigators have long suspected him in the murders of six women. As his freedom approaches, Bailey gets a surprise visit from Maddison Logan, a hot, young influencer with a huge social media following. Hours later, Maddison disappears, and police suspect she’s been kidnapped—or worse. Is Maddison’s disappearance connected to her visit to Bailey? Why was she visiting him in the first place?When they hit a wall in the investigation, the FBI reluctantly asks for Rachel’s help in finding the missing influencer. Maddison seems only to exist on social media; she has no family, no friends, and other than in her posts, most people have never seen her. Who is she, really? Using a fake Instagram account, Rachel Krall goes undercover to BuzzCon, a popular influencer conference, where she discovers a world of fierce rivalry that may have turned lethal.When police find the body of a woman with a tattoo of a snake eating its tail, the FBI must consider a chilling possibility: Bailey has an accomplice on the outside and a dangerous obsession with influencers, including Rachel Krell herself. Suddenly a target of a monster hiding in plain sight, Rachel is forced to confront the very real dangers that lurk in the dark corners of the internet.Rachel Krall, the true crime podcaster star of Megan Goldin’s acclaimed Night Swim returns to search for a popular social media influencer who disappeared after visiting a suspected serial killer.My thoughts:I enjoyed this book as much as I did the first in the series, The Night Swim. This was an entertaining read with a few twists, some predictable and some not so much. I found the social media conference interesting. I can't imagine putting one's life on display all the time though. Rachel came across as defensive in the book, and I get it - she got pulled in somewhat underhandedly. I enjoyed the hint of romance in the book. I kind of hope to see more of Agent Martinez in future installments of the series. Terence Bailey came across as evil early on as everyone suspected him. He seemed like the dangerous killer they expected him to be. Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on August 8, 2023....more",Notes are private!,1,22,1,"Jun 08, 2023","Jun 09, 2023","Jun 08, 2023",,Hardcover,view (with text),/book/show/61884922-dark-corners
