,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joseph's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angel Landing,"Hoffman, Alice*",0425166848,9780425166840,0425166848,336        pp,3.35,"1,954",1980,"Feb 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Angel Landing,"" By Alice Hoffman is the first book I have read by this magnificent writer that I did not like, and I have read at least ten previous ""Angel Landing,"" By Alice Hoffman is the first book I have read by this magnificent writer that I did not like, and I have read at least ten previous books by her. I did not hate it, and at times it really seemed promising but in the end it just wasn't the home run her other books were for me. The supporting characters were great and the descriptions of Long Island were wonderful and occasionally the dialogue was great, but the love story between Natalie, an attractive therapist and Michael, a recluse whose conversations at times consist of a few words and prefers to be alone was torturous for this reader and hard to believe. Maybe if I looked at their relationship through the theory of psychoanalysis I might be able able to see the attraction, but at the moment I just don't have the time for that....more",Notes are private!,0,8,1,"Jan 09, 2023","Jan 11, 2023","Jan 09, 2023",,Paperback,view (with text),/book/show/333112.Angel_Landing
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fortunes Daughter,"Hoffman, Alice*",0783890265,9780783890265,0783890265,347        pp,3.60,"5,719","Apr 01, 1985","Jan 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An early gem, published in 1985, from this prolific, amazingly gifted novelist. A juxtaposition between the lives of two ladies: Rae, a young, unmarriAn early gem, published in 1985, from this prolific, amazingly gifted novelist. A juxtaposition between the lives of two ladies: Rae, a young, unmarried woman, with an off again, on again relationship with her boyfriend, who has once again deserted her when he finds out she is pregnant with his baby, and Lila, a middled-aged, married lady who still regrets the baby she was forced to give up for adoption when she was eighteen years old.Full with an abundance of nature and its relationship to human behavior, a heavy touch of the supernatural and the reading of fortunes through tea leaves, and at its center an amazingly powerful story of the love between a child and its mother and how the lost (death) of a child is a sorrow that a mother never gets over. Beautifully written!!!!!!!...more",Notes are private!,0,9,1,"Jan 06, 2023","Jan 09, 2023","Jan 06, 2023",,Hardcover,view (with text),/book/show/1542026.Fortunes_Daughter
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters of Auschwitz: The True Story of Two Jewish Sisters' Resistance in the Heart of Nazi Territory,"Iperen, Roxane van",1841883735,9781841883731,1841883735,299        pp,4.37,"18,205","Nov 15, 2018","Nov 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read numerous books on the Holocaust, seen a few good movies about the Holocaust, and had extensive talks with a dear friend of mine who recentI have read numerous books on the Holocaust, seen a few good movies about the Holocaust, and had extensive talks with a dear friend of mine who recently passed away who spend a good deal of his childhood in Auschwitz...not to mention other Holocaust survivors who I have talked to and learned their stories.You might think after so much exposure to this era in history that I might be somewhat immune to new stories about the atrocities committed by the Nazis against the Jews, and other groups such as the Gypsies, and Communist; and yet the last thing I am is immune. If anything I have become more embittered and disgusted by the actions of the Germans...about the inhumanity they showed they were capable of against fellow human beings.Back in the 80's when I still had grand plans about visiting as many countries in the world as possible, the only three countries I said I would never visit were Germany, Japan, and Italy. The atrocities they committed against fellow human beings I could never forgive.When people would ask me that if I was German or Japanese, and put into the same circumstances, do I actually think I wouldn't have followed the orders to kill? My answer was always the same, ""That one never knows but I would hope to God that I would have the courage to say 'no,' and let them take my life before I killed innocent women and children.""The idea that all German and Japanese citizens were not complicit in the actions of their country men and leaders does not fly with me. Unless you were among the resistance groups against these heartless bastards you were most certainly complicit.As I got older my stance against these countries softened because I didn't think the younger generations should have to pay for the crimes committed by their ancestors. And another factor was my advance knowledge of world history during the last 120 years. Sadly, the atrocities committed by the Germans and Japanese were not isolated. There was Turkey's Holocaust against the Armenians, Stalin's Holocaust against his own people and the Ukrainians and the Poles. Russia and Syria's atrocities against Syrian dissenters and innocent children, women, and the elderly, and of course the European colonization of Africa as so brilliantly written about in ""Heart of Darkness,"" by Joseph Conrad.And of course, America's embrace of slavery that lead to a Civil War, and even after emancipation the prejudice and murder of blacks across the south and the introduction of the ""Jim Crow Laws,"" that limited blacks from voting and attending the same schools as whites.Finally, a word about Roxane Van Iperen's novel, ""The Sisters of Auschwitz,"" which in my opinion is one of the best books I have read about the Holocaust. It centers around two sisters, Janny and Lein Brilleslijper and their families and friends who form a network of resistance against the occupying Nazis who have invaded the Netherlands.The book is an extensive look at how families are split up in the hope of surviving, children living apart from their mothers and fathers, friends of the resistance hiding out in different houses trying to escape the Nazis' brutality. The hope that the Brilleslijper family and Jews throughout the country put into the Allied liberation of their country which seems like it might never come, and finally the deportation of the family and friends to Auschwitz. The scenes in the concentration camps are so real and horrifying that even this veteran of Holocaust history simply cringed with disgust and pity. Ms. Iperen also shed's light on Ann Frank's family and how her and her sister died in the Bergen-Belsen camp, and how Janny and Lein were their friends and witnessed their deaths. The novel is based totally on facts, documents, letters, and interviews with the sisters and surviving members of their families and the resistance. Sadly, that is the saddest thing about this novel...that its story actually happened....more",Notes are private!,0,16,1,"Jan 02, 2023","Jan 06, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/48659667-the-sisters-of-auschwitz
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Did You Do In The War, Sister?: Catholic Sisters in the WWII Nazi Resistance","Turner, Dennis J.",1734631929,9781734631920,B084YS54P3,320        pp,4.21,"1,620",2018,"Feb 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""What did you Do In The War, Sister,"" By Dennis J. Turner is a novel based on letters and documents written by Catholic Sisters, mainly living in Belg""What did you Do In The War, Sister,"" By Dennis J. Turner is a novel based on letters and documents written by Catholic Sisters, mainly living in Belgium and Italy during World War 2.The story is told by a fictionalized Belgium nun, Sister Christina, who was born and raised in America and was stationed in a Belgium Convent and School before the war, and given the choice to leave and go back to America when the Germans first invaded she decided to stay.She tells the story of a courageous and faithful group of nuns who hide many Jews who would have been victims of Hitler's 'Final Solution,' who spy on the Germans and report their findings back to the allies, and who commit acts of sabotage. Mr. Turner has written an engrossing and moving novel that gives us an inside look on what went on in many Catholic convents during the war. The women, sisters, are an example of many of the unsung heroes during the war, risking their lives and occasionally breaking their vows, to help the unfortunate and innocent....more",Notes are private!,0,18,1,not set,"Jan 02, 2023","Jan 02, 2023",,Kindle Edition,view (with text),/book/show/51823695-what-did-you-do-in-the-war-sister
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story Sisters,"Hoffman, Alice*",0307393860,9780307393869,0307393860,336        pp,3.85,"17,005","Jan 01, 2009","Jun 02, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What can I say? Ms. Hoffman is such an amazingly talented and accomplished novelist that where I am in awe of her ability, I always come away from reaWhat can I say? Ms. Hoffman is such an amazingly talented and accomplished novelist that where I am in awe of her ability, I always come away from reading her books somewhat in a stupor, mystified, and challenged.""The Story Sisters,"" is one of the best books I have read about a devoiced mother raising her three daughters, Meg, Claire, and the oldest Elv. The three sisters are just a few years apart and as young girls are very close, even making up their own language to speak to one another.The transformation from childhood, to teenagers, to young adults is truly a depiction of the female mind that at times is so true that it is frightening.Elv is a character that is so complicated yet fully realized that it is going to take me a while to put her aside.Like everything I have read by Ms. Hoffman, I highly recommend this novel....more",Notes are private!,0,7,1,"Dec 17, 2022","Dec 22, 2022","Dec 17, 2022",,Hardcover,view (with text),/book/show/5802140-the-story-sisters
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Garden,"Hoffman, Alice*",0307405974,9780307405975,0307405974,304        pp,3.74,"23,713","Jan 01, 2011","Aug 02, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ms. Hoffman's, ""The Red Garden,"" is a series of short stories that span three hundred years, all connected, in one way or other, to the charming, mystMs. Hoffman's, ""The Red Garden,"" is a series of short stories that span three hundred years, all connected, in one way or other, to the charming, mystical town of Blackwell, Massachusetts.The town, foundered in 1750, by a courageous and brave woman, Hallie Brady, who was originally from England and had no fear of bears or deadly blizzards and passed over the treacherous Hightop Mountain with her companions and landed on the other side, disconnected from the rest of Massachusetts by the mountain, and found the town of Blackwell...which was originally named Bearsville.The founding of Blackwell is the first story in the collection and the next thirteen stories, which take place in sequential order, ends at just about the turn of twenty-first century. The stories are seamlessly weaved together, with recurrent characters and descendants of these characters, leaving the reader in awe and hoping there was no end to the stories.Ms. Hoffman is a prolific writer and I have read a lot of her books, and never once was I even the least bit dissatisfied with any of her novels. She possesses an acute knowledge of history and animal behavior and her characters are usually nothing short of fascinating. She, like the wonderful Ann Patchett, has a beautifully crafted writing style that young, aspiring writers could learn quite a bit from. ""The Red Garden,"" is very simply another stunning piece of writing from this superbly gifted writer. ...more",Notes are private!,0,12,1,"Dec 13, 2022","Dec 17, 2022","Dec 13, 2022",,Paperback,view (with text),/book/show/9852835-the-red-garden
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And There Was Light: Abraham Lincoln and the American Struggle,"Meacham, Jon",0553393960,9780553393965,0553393960,676        pp,4.47,"7,130","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“In 1908, in a wild and remote area of the North Caucasus, Leo Tolstoy, the greatest writer of the age, was the guest of a tribal chief “living far aw“In 1908, in a wild and remote area of the North Caucasus, Leo Tolstoy, the greatest writer of the age, was the guest of a tribal chief “living far away from civilized life in the mountains.” Gathering his family and neighbors, the chief asked Tolstoy to tell stories about the famous men of history. Tolstoy told how he entertained the eager crowd for hours with tales of Alexander, Caesar, Frederick the Great, and Napoleon. When he was winding to a close, the chief stood and said, “But you have not told us a syllable about the greatest general and greatest ruler of the world. We want to know something about him. He was a hero. He spoke with a voice of thunder; he laughed like the sunrise and his deeds were strong as the rock….His name was Lincoln and the country in which he lived is called America, which is so far away that if a youth should journey to reach it he would be an old man when he arrived. Tell us of that man.”The above quote is taken from Doris Kearns Goodwin's, ""Team of Rivals:The Political Genius of Abraham Lincoln."" In my opinion one of the greatest biographies on the Sixteen President of the United States. It is telling tale of how famous President Lincoln had become, but unlike the other men Tolstoy told the chief about, Lincoln's ""deeds were strong as the rock.""Jon Meacham's ""And There Was Light: Abraham Lincoln and the American Struggle,"" is more like a memoir, a diary, written by this flawed but greatest of all presidents. It is so personal, that it left me shaken and next to tears. The research that went into this book is a testimony to Mr. Meacham's love and awe of this one of a kind president, leader, and commander. 260 pages of this book are simply reference and index notes.Unlike any book I have read on Lincoln, this book explores the inner workings and beliefs of Lincoln. He possessed a moral compass that might sway occasionally, but in the end it always landed on the righteous and virtuous nature of the man... righteous and virtuous nature we wish in all our leaders and find in so, so few. That is not to say that Lincoln was not an acute politician and depending on the audience swayed from some of his profound beliefs. He understood politics as well as anyone.He was a man profoundly influenced by the Bible and Christianity, and often quoted from the Bible when making speeches, yet one could not for a fact say that he believed in a God, yet it was passages from the Bible and the Declaration of Independence that formed the foundation of his humanity: That all men are created equal, and in the eyes of a all forgiven God that all men regardless of race, religion, and education deserved to be treated the same and should never to be shackled and involuntarily detained as property.When greeting the famous, once enslaved, Frederick Douglass at the White House, Mr Douglass said, ""That President Lincoln stood up and shook my hand as an equal.""While reading this great biography, I seriously wondered if any presidents of the United States even came close to the moral convictions of President Lincoln, or was he simply one of a kind like Babe Ruth. The only presidents that I could think of that even came close to Mr. Lincoln, were Presidents Washington, Teddy Roosevelt, Jimmy Carter, and Joe Biden. Sadly, nearly 160 years after the death of President Lincoln, President Biden is facing a nation divided and like President Lincoln he believes that our country is strongest as a 'united country' not as a 'divided one.'Mr. Meachan's biography of President Lincoln is a treasure....more",Notes are private!,0,27,1,"Nov 27, 2022","Dec 11, 2022","Nov 27, 2022",,Hardcover,view (with text),/book/show/60647674-and-there-was-light
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,762","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ms. Patchett's, ""These Precious Days: Essays,"" is very simply PRECIOUS. Whether it be her nonfiction, fiction, or essays, her work contains the one quMs. Patchett's, ""These Precious Days: Essays,"" is very simply PRECIOUS. Whether it be her nonfiction, fiction, or essays, her work contains the one quality that all great writers are able to achieve and that is 'honesty.'Her insights into human behavior and how we humans interact with the environment we are a part of is reminiscent, in the strangest of ways, to Joseph Conrad's works. Their styles of writing are completely different, but the affects of their work is very similar. Joseph Conrad is my favorite writer, and when I compare someone's works to his that is the highest compliment I can pay to a writer.Their is not an essay in Ms. Patchett's collection that I did not like, but there are quite a few I found to be outstanding, such as the one titled 'These Precious Days,' which deals with Tom Hanks' assistant Sooki Raphael's fight with pancreatic cancer, during the Covid pandemic, and the amazing friendship that springs up between Ms. Patchett and Sooki over a three year period.Another is ""To The Doghouse,"" which is about Peanut's cartoon character, the amazing Snoopy and his transformations into Joe Cool, and into a World War 1 flying ace and his dogfights with the Red Baron, and his love of reading such classics as ""The Heart Of Darkness."" Snoopy is a writer who often ends up on top of his doghouse with his typewriter typing ""it was a dark and stormy night.""Ms. Patchett started reading Peanut cartoons when she was still a child, but like Snoopy she followed his example that one does not have to write in a beautiful studio to be a great writer but anywhere you might get inspiration like on your kitchen table, and that even though Snoopy got rejection notices from publishers he never gave up and why, because like Mr. Patchett his imagination is too great and his brain is full with too much information and stories not to put down in writing.Ms. Patchett seems like the kind of person you would meet and come away with the impressions of her, she leaves you to believe in these essays: a caring, loving, dedicated lady, with a big heart.Sadly, if I ever did have a chance to meet her I would decide not to unless I could be around her for an extended period of time. I worked in a very famous restaurant (which was more like a saloon) with the best food in town. When given a chance to meet two of my idols, Paul McCartney and Frank Sinatra, I decided not to and the reason why is because if they seemed standoffish or unpleasant that experience would have an affect on me every time I heard their music. I simply could not take that chance.Yet, some of the best pieces of writing I did were about superstars like Sam Shepard, Don Rickles, and Ray Liotta but with them I had the pleasure of talking to them for long periods of time and over years.""These Precious Days: Essays,"" are a must read for those familiar with Ms. Patchett's works, and even for does who are not....more",Notes are private!,0,4,1,"Nov 21, 2022","Nov 27, 2022","Nov 21, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flashman        (The Flashman Papers, #1)","Fraser, George MacDonald",0006511252,9780006511250,0006511252,323        pp,4.05,"14,673","Jan 01, 1969",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Satire at its best, is masterful but sadly not many artists have achieved this and many who have tried repeatedly have failed repeatedly. Lord Byron, Satire at its best, is masterful but sadly not many artists have achieved this and many who have tried repeatedly have failed repeatedly. Lord Byron, one of my favorite, if not my favorite, poet of all times was a master of satire and to read his ""Don Juan,"" is like a journey to heaven.""Flashman (The Flashman Papers, # 1) were discovered during a sale of household furniture at Ashby, Leicestershire in 1965. They are the the personal memoirs of a celebrated Victorian soldier, Harry Flashman, who was born in the early Eighteen twenties and died in 1905.Those collection of papers have been turned into eight novels by writer/ editor George MacDonald Fraser. Harry Flashman, the main character in all the novels, is a cowardly, lying, thief, and womanize and the real Harry Flashman is a master of satire, not Byron, but still a master.The first novel takes place mostly in Afghanistan during the British invasion and occupation of the country in the middle eighteen century. Flashman survives his military incompetence, ambushes, snake pits, vengeful women, torture, warlords, and cowardly behavior and somehow survives and becomes, against all odds, a bona fide hero.Naturally, the main character is fictionalized, and he is hilariously funny, but the actual events during the British occupation of Afghanistan as described by Harry (Flashy) Flashman rank right up there with the best biographies I have read on this period of British history and the incompetence of their military leadership in Afghanistan.This series of books were recommended to me by my friend Dmitri, and I can't wait to read more about Flashy Flashman in book 2. I highly recommend....more",Notes are private!,0,18,1,"Nov 13, 2022","Nov 21, 2022","Nov 13, 2022",,Paperback,view (with text),/book/show/142458.Flashman
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,"Seifer, Marc*",0806519606,9780806519609,0806519606,542        pp,3.72,"6,144","Jan 01, 1996","Feb 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My journey into the world of ""Electrical Science,"" started off with me reading the historical fictional novel, ""The Last Days Of Night,"" by Graham MooMy journey into the world of ""Electrical Science,"" started off with me reading the historical fictional novel, ""The Last Days Of Night,"" by Graham Moore. As I would soon learn the book was much more fiction than actual history and it, more or less, covered Thomas Edison, George Westinghouse, and Nikola Tesla, but I did come away with a small understanding of the difference between AC and DC electrical currents and enough interest to pursue the topic further.I went on to read a number of nonfiction books that covered the history of electrical science which also dealt with the three main people associated with the science: Edison, Westinghouse, and Tesla. But, it was not until I read ""Empires of Light: Edison, Tesla, and Westinghouse and the Race to Electrify the World,"" by Jill Jonnes that my interest peaked.So, from there I decided to read biographies dedicated not to the three men, but biographies on each individual, and I started with the most fascinating of them all, Nikola Tesla.""Wizard: The Life and Times of Nicola Tesla/ Biography Of a Genius,"" by Marc J. Seifer was where I started and believe me I was not disappointed. The word 'genius' is often thrown around quite easily, but throughout this book I kept going through famous names who I thought were comparable with the genius of Mr. Tesla. After reading two-thirds of the book, I came up with two names who I thought Nikola Tesla was comparable too: Leonard da Vinci and Ben Franklin. And in a strange occurrence, a couple pages further into the book, a number of magazines and distinguished individuals said, ""That Nicola Tesla deserved to be included in the select group of da Vinci and Franklin.""Nicola Tesla was born in Croatia and was of Serbian decent. He was able to speak up to ten different languages, and was profoundly affected by literature and poetry. Aside from being the genius behind the Niagara Falls Project that send electricity over greater areas than ever before imagined and lighting up much of the Chicago World's Fair in the middle 1890's, he also invented the first robots, wireless telegraphy, the radio (which was originally attributed to the Italian inventor Marconi who literally stole his ideas and was forced by courts in Europe and America to acknowledge his theft) and laser bean technology which the U.S. government refused to buy the patents for but was quick to get hold of the 87 trunks stored in Manhattan after his death. Eighty years later, much of that material in those trunks are still considered highly classified and the material and designs have never been seen.Mr. Tesla lived a life a luxury, residing at the Waldorf Astoria for over twenty years and other famous hotels throughout Manhattan. His only problem was his inability to keep up with the payments at these hotels. His associates included Mark Twain, John Astor, J.P. Morgan, George Westinghouse, the Rockefeller's, and the list goes on and on. But, it was J.P. Morgan who caused him the most headaches and destroyed his biggest dream The Wardenclyffe Tower that he built on Long Island and promised to deliver wireless telegraphs across the Atlantic. Tesla, out of generosity, simply gave Morgan 51 per cent of the Wardenclyffe project for his investment, but once Morgan figured out that such a powerful device would cost some of his current businesses to go bankrupt he held back much of the investment and it was never completed and eventually destroyed.Nicola Tesla was a complicated genius, generous, trusting, and was the first to admit that all inventions were simply the byproduct of ideas and creations that came before. He was a conservationist whose inventions he felt would keep the air and nature clean and would lessen the hard labor of the working class.In summary Goethe's lyrics from ""Prometheus.""Cover your heaven, Zeus,With cloudy vapours,And test your strength, like a boyBeheading thistles,On oaks and mountain peaks;Yet you must leaveMy earth alone,And my hut you did not build,And my hearth,Whose fireYou envy me.Did you supposeI should hate life,Flee into the wilderness,Because not allMy blossoming dreams bore fruit?Here I sit, making menIn my own image,A race that shall be like me,That shall suffer, weep,Know joy and delight,And ignore youAs I do!...more",Notes are private!,0,17,1,"Oct 25, 2022","Nov 16, 2022","Oct 25, 2022",,Paperback,view (with text),/book/show/494.Wizard
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Fourcade's Secret War: The Daring Young Woman Who Led France's Largest Spy Network Against Hitler,"Olson, Lynne*",0812985036,9780812985030,0812985036,464        pp,4.22,"7,632","Mar 05, 2019","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read many biographies on World War 2, and almost all of them have taught me a few things I have not known. But when it comes to the quantity ofI have read many biographies on World War 2, and almost all of them have taught me a few things I have not known. But when it comes to the quantity of events and the individuals involved, I have no doubt that Ms. Olson's biographies on World War 2 and the European theater have enlighten me to more people and events that were extremely significant but that I had no idea about. I have read four of her biographies on World War 2 (each between four and five hundred pages) and the knowledge that I have come away with is amazing, and it doesn't hurt that her writing style is beautiful.""Madame Fourcade's Secret War,"" is about Marie-Madeline Fourcade and her leadership of the French spy network, ""Alliance,"" that lasted as long as the occupation of France by the Nazis and supplied critical intelligence to M16 (the British spy network) that would save hundreds of thousands of lives and especially help with the liberation of France and the victory over the Germans.Despite the Gestapos relentless pursuit of them, executing hundreds of its agents, it refused to lay low and continual to supply information to General Patton toward the end of the war as he pushed the Germans out of France and back into Germany.""Alliance,"" led by fearless and courageous leader Madame Fourcade had as many as three thousand agents. For those allied geniuses that were originally taken aback that a beautiful female agent was running such an organization, their doubts were quickly erased as the intelligence information kept on flowing. Sadly, after the war it was mostly the men that were recognized as heroes, and Madame Fourcade and her network were virtually left out of the spotlight and it wasn't until recently that her and her network of spies are receiving the recognition they so richly deserved.A SIDE NOTE: For those who believe it's no big deal that our former president took highly classified documents down to Mar-a-Lago, let me remind you that it is the information in those documents that put the lives of our agents in jeopardy, and the security of our country and our allies at risk. Senator Rubio, besides being a cowardly traitor and a despicable human being, it is not simply a 'storage issue,' but an issue of life and death for individuals who have more courage in their pinkie finger than you have in your entire being....more",Notes are private!,0,10,1,"Oct 25, 2022",Nov 2022,"Oct 25, 2022",,Paperback,view (with text),/book/show/49817812-madame-fourcade-s-secret-war
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Empires of Light: Edison, Tesla, Westinghouse, and the Race to Electrify the World","Jonnes, Jill",0375758844,9780375758843,0375758844,464        pp,4.06,"2,440","Aug 19, 2003","Oct 12, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jill Jonnes' ""Empires of Light,"" Is by far the best book I have read about Edison, Tesla, and Westinghouse and the electrifying of the world. Granted,Jill Jonnes' ""Empires of Light,"" Is by far the best book I have read about Edison, Tesla, and Westinghouse and the electrifying of the world. Granted, I have only read a few books that cover all three of these geniuses.Like so many people, I have been captivated by geniuses and by the types of lives they led, their social encounters and groups of friends, their heroes, and what makes them strive so ardently to achieve what they achieve. Not surprisingly, it is very seldom about money. It is usually a fascination with nature, with making the world they live in a better place (but not always), a burning desire to explain the unknown and to find answers to it, and they are usually very competitive. Electricity has been around since the beginning of time, and was probably mentioned over a thousand years ago by a Greek inventor. Electricity, very simply, is part of nature and is witnessed anytime you see a thunderstorm. Neither Edison, Tesla, or Westinghouse were the first to come up with the idea of harnessing electricity and making use of it, but they were among the first to successfully shackle it's energy safely and to light up the world and make night into day and to forge ahead with what many consider the second industrial revolution.The three men were quite familiar with each other, fighting over patents, occasionally working together, and in the case of Tesla and Westinghouse forming a partnership and creating the machinery to harness AC (alternating current) and lighting up the World's Fair in Chicago, and then using the power of Niagara Falls (AC and DC/Direct current) to light up the city of Buffalo that was over thirty miles away and by doing so changing the world, and making possible the reality of one main power station lighting up tens of thousands of businesses and homes miles and miles away.The contributions of all three men can not be overstated, but without the talented engineers working for them none of this would have been possible so quickly. Edison and Westinghouse literally housed many of their workers and in the case of Westinghouse he treated his workers like family. Tesla was more like a loose cannon and when he first came to America from Serbia he worked for Thomas Edison who at that time was considered the greatest inventor of his time. He asked for a raise and was fired by Edison. He became a free agent and was picked up by Westinghouse and together, and with a group of highly talented engineers, they picked up where Edison left off. Edison refused to acknowledge the advantages of AC over DC current, and where he continued to use DC current to light up single homes and small city blocks it was AC current and the engineers' ability to transform it into direct current as it entered work places and homes that transformed the world.Both Edison and Westinghouse died rich but the really big winners when it came to money was the WALL STREET INVESTORS who bought out their companies and made billions, if not trillions. Inventing is a costly business and without investors you are not usually going to have much of a chance. Tesla, who arguably was the greatest genius and inventor of the three, died penniless....more",Notes are private!,0,6,1,"Oct 19, 2022","Oct 25, 2022","Oct 19, 2022",,Paperback,view (with text),/book/show/507952.Empires_of_Light
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carnegie's Maid,"Benedict, Marie*",1492662704,9781492662709,1492662704,342        pp,3.98,"74,259","Jan 16, 2018","Oct 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Clara Kelley is a fictional character playing the role of a non-fictional character, called an immigrant.She works as a lady's maid to Andrew CarnegieClara Kelley is a fictional character playing the role of a non-fictional character, called an immigrant.She works as a lady's maid to Andrew Carnegie's mother, Mrs. Carnegie. She actually has it good, an Irish immigrant just off the boat, mistaken for another Clara Kelley who died on the boat ride over.She lives among the sumptuous luxury of the Carnegie Mansion in Pittsburgh, Penn. and as a Lady's maid she is belittled, sleeps in box size room, cleans and dresses Mrs. Carnegie, and probably cleans her butt after using the bathroom. Andrew Carnegie takes a liken to her and we are to believe falls in love with her. Andrew Carnegie, in real life was a complicated individual, a brutal businessman who had no problem paying his workers' the bare minimum under terrible working conditions, and later in his life literally transforming himself into one of the greatest philanthropist of his time...just take a walk around NYC and see how many libraries and concert halls are named after him. Ms. Benedict captures the true Mr. Carnegie in her delightful novel, but what she truly captures is the inhumane conditions that immigrants, in this case Irish immigrants, had to live through after arriving in America not for a few years but decades after decades.The biggest lie in American history is engraved in our ever revered Statue of Liberty: ""Give me Your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shore."" Emma Lazarus...more",Notes are private!,0,10,1,"Oct 11, 2022","Oct 19, 2022","Oct 11, 2022",,Paperback,view (with text),/book/show/36748603-carnegie-s-maid
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Woman in the Room,"Benedict, Marie*",1492666890,9781492666899,1492666890,336        pp,3.85,"82,119","Jan 08, 2019","Aug 06, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Wonderful book about the brilliant, mesmerizing, scientist and actress Hedy Lamarr (Hedy Kiesler) who by the age of nineteen was already married to A Wonderful book about the brilliant, mesmerizing, scientist and actress Hedy Lamarr (Hedy Kiesler) who by the age of nineteen was already married to the riches, arms manufacture in Austria, Friedrich Mandl. The marriage, partially set-up to protect her parents, from the impending threat of the Nazis and their hostilities toward Jews.Overhearing the Third Reich's plans while her husband, at one of their homes, has a business meeting with Hitler and associates, she devises a plan to escape from her abusive, obsessive husband and his new found business partners. Disguised as a maid, she escapes and lands in Hollywood where she changes her Jewish name, Kiesler to Lamaar. Hollywood and Americans are not too crazy about Jews either, even though almost all the Hollywood moguls are Jewish and have changed their names. Knowing a few secrets about the Nazis' flaws in their war machinery, she and a musician friend, George Antheil, invent a ground breaking device that would eventually revolutionize modern communications and enhance American's military capabilities.Ms. Benedict's novel, ""The Only Woman in the Room,"" is beautifully written, captivating, and suspenseful. I highly recommend....more",Notes are private!,0,10,1,"Oct 08, 2022","Oct 11, 2022","Oct 08, 2022",,Paperback,view (with text),/book/show/43352262-the-only-woman-in-the-room
