,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Three's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La traversata,"Lançon, Philippe",8833571769,9788833571768,8833571769,460        pp,4.02,"2,781","Apr 12, 2018","Jan 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 13, 2021",not set,"Sep 23, 2020",,Paperback,view,/book/show/48996748-la-traversata
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tre camere a Manhattan,"Simenon, Georges",8845913813,9788845913815,8845913813,181        pp,3.39,"3,582",1946,"Jun 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non sonon vorrei dire una cosa antipatica , ma ho l’impressione che i mille arzigogoli della passione amorosa (lo/la amo; chissà se mi ama; non è che non sonon vorrei dire una cosa antipatica , ma ho l’impressione che i mille arzigogoli della passione amorosa (lo/la amo; chissà se mi ama; non è che lo/la ami poi tanto; non posso vivere senza di lui/lei; che palle averlo/la sempre intorno; se non lo/la vedo nei prossimi tre minuti mi uccido; ecc.) non si prestino ad essere descritti in soggettiva. Sono situazioni che tutti hanno conosciuto, e a cui tutti, a posteriori, hanno ripensato con sentimenti quali l’indulgenza o l’imbarazzo , rendendosi conto di avere enfatizzato, nel momento in cui la sensibilità era al suo estremo, ogni più piccolo gesto o accadimento ben al di là del suo reale valore. Aggiungiamoci il fatto che Simenon è, di suo, uno scrittore più portato ad entrare nei meccanismi della disperazione o dell’infelicità che della passione: il risultato è che questo libro non mi ha convinta molto...more",Notes are private!,0,16,1,not set,"Sep 05, 2020","Sep 04, 2020",,Paperback,view (with text),/book/show/8956299-tre-camere-a-manhattan
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultima ora,"Dufossé, Christophe",8806169025,9788806169022,8806169025,258        pp,2.50,344,"Nov 03, 2002","Jul 01, 2004",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La quasi neutralità ben proporzionata della sua figura, del suo portamento, perfino da seduta, l'austerità fragile dell'insieme, lasciavano pensare a La quasi neutralità ben proporzionata della sua figura, del suo portamento, perfino da seduta, l'austerità fragile dell'insieme, lasciavano pensare a una negazione intima senza ritorno, a faglie dissimulate sotto un classicismo ingannevole. Ogni sua attività sembrava condensata nel guardare dal finestrino mordicchiandosi con aria trasognata la pelle dell'indice. Nel silenzio e nel buio la sua posizione di abbandono mi sconvolse: era l'espressione estrema della rinuncia, come una volontà nuova di parlare ormai per essere capiti.E' TUTTO COSI'. Duecento e rotte pagine di aggettivi accumulati, di sostantivi arbitrariamente accostati agli aggettivi, di similitudini tirate per i capelli (già a me le similitudini fanno venire l'orticaria), con la risultante di una serie di frasi insensate. Che cosa siano le faglie dissimulate e che cosa abbiano a che vedere con il portamento di una ragazza, è un mistero che non voglio prendermi la briga di risolvere. Aggiungerei che la storia è inverosimile e fastidiosa, ma a questo punto mi pare superfluo....more",Notes are private!,0,8,1,not set,"Aug 23, 2020","Aug 23, 2020",,Hardcover,view (with text),/book/show/13172010-l-ultima-ora
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka sulla spiaggia,"Murakami, Haruki",8806186035,9788806186036,8806186035,522        pp,4.13,"468,850",Sep 2002,"Mar 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"partiamo dall'inizio:quest'uomo scrive come un dio.Nessuno, da Esopo a Collodi, era riuscito ad infilare in un proprio scritto un animale parlante senpartiamo dall'inizio:quest'uomo scrive come un dio.Nessuno, da Esopo a Collodi, era riuscito ad infilare in un proprio scritto un animale parlante senza guadagnarsi il mio odio imperituro: da lui ho accettato senza batter ciglio lunghe conversazioni di un uomo con cani e gatti.Nessuno, almeno che io conosca, è mai stato capace di scrivere scene di sesso totalmente esplicite senza cadere per un solo istante nella morbosità: lui lo ha fatto.Nessuno, sempre che io conosca, ha saputo affrontare - come lui - i temi alti per eccellenza (la presa di coscienza di sè, l'amore, la morte) permettendosi nel contempo di dedicarsi con puntiglio al quotidiano (i resoconti dei pasti, gli elenchi dei bagagli che i personaggi si portano in viaggio, ...) e di giocare con i suoi simboli più minuti e mercificati (il logo del Kentucky Fried Chicken, quello del whisky Johnnie Walker..).Forse, paradossalmemte, Murakami scrive ""troppo"" bene, nel senso che ogni sua pagina è talmente armoniosa che la si legge in uno stato di sospensione del giudizio, nè la consapevolezza che i suoi scritti si pongono sempre al confine fra sogno e realtà - spesso scollinando verso il sogno - induce a sforzarsi di tenere desto il senso critico.E così si chiude questo libro, comunque splendido, avendo in mente molte più domande che risposte: chi e perchè ha deciso che Nakata dovesse essere l'inconsapevole - e pure, per quanto sia assurdo dirlo, perfettamente consapevole - strumento della presa di coscienza di Kafka e della sua liberazione dal padre; quale missione sarà affidata a Hoshino, che da Nakata eredita la capacità di comprendere la lingua dei gatti (simbolo, se interpreto bene, dell'innocenza); che vita avrà il ragazzo, che ha visto un mondo perfetto e privo di umanità ed ha scelto, invitato dalla madre (ma è sua madre?), di tornare nel mondo vero, accettandone le difficoltà ed i vizi ma anche e soprattutto la pienezza; ed anche che diavolo c'entra il travestimento da Johnnie Walker del malvagio padre del ragazzo.Ma non importano le cose che restano in sospeso, perchè è troppo ricco il carico degli insegnamenti e delle suggestioni che vengono da questo libro: il percorso verso la conoscenza intrapreso in piena consapevolezza dal ragazzo; l'accettazione, da parte dell'altro personaggio principale (per il quale, se per un attimo vogliamo applicare a Murakami il senso critico che si riserva agli scrittori ordinari, ci poteva essere risparmiata la ripetizione ossessiva della frase Nakata è stupido, e simili) di un destino del quale non sa nulla e che pure non turba per un attimo la sua serenità assoluta; l'ottimismo della visione del mondo offertaci dall'autore, che ai due personaggi, potenzialmente esposti (per la giovane età l'uno e per l'estrema semplicità l'altro) alla prepotenza ed alla cattiveria, fa incontrare solo persone gentili e del tutto disinteressate, che le aiutano fino ad unire i propri destini ai loro....more",Notes are private!,0,17,1,not set,"Sep 21, 2010","Aug 17, 2020",,Hardcover,view (with text),/book/show/8152051-kafka-sulla-spiaggia
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'eroe discreto,"Vargas Llosa, Mario",8806224611,9788806224615,8806224611,392        pp,3.76,"5,728",Jun 2013,"Jan 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"... perché - alla fine dei conti - se si chiama narrativa è perché si tratta di narrare una storia, o magari più di una, ammesso di essere capaci di i... perché - alla fine dei conti - se si chiama narrativa è perché si tratta di narrare una storia, o magari più di una, ammesso di essere capaci di inventarne molte e di farle combaciare, e tutto il resto (la sperimentazione, il funerale del romanzo che naturalmente è morto, la destrutturazione, l'alienazione, l'incomunicabilità e via dicendo) sono masturbazioni mentali - e si potrebbe definirle in maniera molto più cruda - buone per chi non ammette che leggere, e probabilmente scrivere, siano attività gioiosamente fini a se stesse. Cosa che Vargas Llosa invece sembra capire perfettamente....more",Notes are private!,0,7,1,"Aug 07, 2020","Aug 16, 2020","Aug 07, 2020",,Paperback,view (with text),/book/show/24486278-l-eroe-discreto
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richesse oblige,"Cayre, Hannelore",,9791022610223,B0854G6DV4,207        pp,3.44,304,2020,"Jun 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"con ironia e partecipazione racconta due storie, lontane nel tempo, di persone che si trovano al posto sbagliato: un giovane del 1870, ricco e viziatocon ironia e partecipazione racconta due storie, lontane nel tempo, di persone che si trovano al posto sbagliato: un giovane del 1870, ricco e viziato, ma sensibile e capace di avvertire l’ingiustizia del suo privilegio; una donna del ventunesimo secolo, fisicamente segnata dalle conseguenze di un gesto sbadato fra i tanti della sua ribellione al padre, che da adulta vive non solo di lavoro ma anche di qualche strana iniziativa di redistribuzione della ricchezza, mantenendo così una figlia che cresce molto più serena di quanto fosse stata sua madre durante l’infanzia e la giovinezza.Quando la nostra contemporanea si domanda come mai il suo cognome sia di origine evidentemente lontana dalla selvaggia Bretagna da cui lei e suo padre provengono, parte la sua indagine per conoscere le sue origini. Ne verrà la scoperta che tutto ruota sull’acquisto, avvenuto nel 1870 ai tempi della guerra franco prussiana, di un giovane bretone - ovviamente povero - da parte della famiglia del giovane ricco, perché il povero andasse in guerra al posto suo. Scambio di identità? Rapimento? No, all’epoca era perfettamente legale che una persona non chiamata alle armi venisse acquistata da chi invece sarebbe dovuto partire, per esserne sostituita. In questo caso un ragazzo bretone, rimasto senza lavoro e per questo rifiutato dalla famiglia della ragazza che amava - e che aspettava già suo figlio - accetta di sostituire il ragazzo ricco in partenza per la guerra. Il bretone non tornerà, il cognome parigino del ricco finirà al nascituro bretone.Libro interessante, divertente e ben scritto, che forse si perde un po’ nel finale, ma rimane consigliabilissimo, a patto di conoscere molto bene il francese, o di leggerlo - come ho fatto io - su un ipad, chiamando con il ditino ogni parola sconosciuta sul vocabolario opportunamente scaricato. ...more",Notes are private!,0,2,1,"Jul 23, 2020","Aug 06, 2020","Jul 23, 2020",,Kindle Edition,view (with text),/book/show/54102683-richesse-oblige
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'estate che sciolse ogni cosa,"McDaniel, Tiffany*",8899591148,9788899591144,8899591148,384        pp,4.01,"13,372","Jul 26, 2016","Jul 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"per cominciare vorrei sollecitare una ola per una scrittrice pressoché trentenne che ha scritto un libro in cui non ci sono adolescenti problematici cper cominciare vorrei sollecitare una ola per una scrittrice pressoché trentenne che ha scritto un libro in cui non ci sono adolescenti problematici che odiano tutto; neolaureati sinceramente stupiti dalla scoperta che la vita è piuttosto diversa dal college; coppie gay che devono fare i conti con la cattiveria e la stupidità del mondo.Dice: per forza, ha parlato di astronavi. O di antichi romani. O di elfi.Errore: ha parlato di adolescenti, un personaggio è gay, ci sono scelte da compiere, c'è il rapporto fra i ragazzi ed il resto del mondo. Solo che questi argomenti possono essere affrontati in modo banale e risaputo, o in modo originale, e questo libro li affronta in modo originale.Poi si può lamentare che la narrazione sia, spesso, magniloquente; che ci sia una sovrabbondanza di similitudini e di simbolismi. E' il prezzo che si paga per un racconto immerso in una sorta di realismo magico nordamericano, che di per sé potrebbe anche non piacere a molti (per esempio, a me), ma che alla fine è il colpo di genio del libro.Perché si scoprirà strada facendo che in questo luogo fatato, dove tutti si conoscono, si frequentano, adorano i campioni della squadra di baseball del liceo, dove i bambini vanno tranquillamente a giocare nel bosco e ci costruiscono una casa su un albero, in questo archetipo del paese in cui non succede mai niente e soprattutto niente di cattivo, alberga una tale quantità di odio, di paura, di razzismo e di dolore che potrebbe seppellire una metropoli mille volte più grande e complessa. Il narratore, che scrive dal futuro (la storia è ambientata nel 1984, quando il protagonista ha tredici anni, e la narrazione viene fatta quando ne ha oltre ottanta, quindi scrive intorno al 2050), è proprio uno dei ragazzini, e la quota di dolore che si è portato dietro per tutta la vita è l'inevitabile ed ineludibile conseguenza di quella estate torrida in cui ha perso ben più che la sua sola innocenza....more",Notes are private!,0,23,1,not set,"Sep 20, 2020","Jul 23, 2020",,Paperback,view (with text),/book/show/35687925-l-estate-che-sciolse-ogni-cosa
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una giornata nera,"Costa, Aldo",8829705144,9788829705146,B0859N1MQT,256        pp,3.58,31,unknown,"May 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Le amicizie virtuali non sono solo quelle che nascono fra gli utenti dei social. Sono amici virtuali gli autori dei libri che ci piacciono, i registi Le amicizie virtuali non sono solo quelle che nascono fra gli utenti dei social. Sono amici virtuali gli autori dei libri che ci piacciono, i registi dei film che ci emozionano. Poi a volte capita che l'amico virtuale sia l'autore di un libro che ti piace e anche l'utente di un forum che frequenti. E' il caso di Aldo Costa, che conobbi anni fa su anobii,, e di cui poi lessi un paio di libri molto buoni. Questo è uno dei due, me lo inviò lui nella versione test, con il titolo Nero e Amaro, che immagino avesse scelto lui e che mi pare migliore di quello poi dato dall'editore. E' un libro carico di tensione come ne ho letti pochi in vita mia. Può piacere il genere oppure no, ma se si vuole un thriller, questo E' un thriller, e che per vederlo stampato da un editore Aldo abbia dovuto attendere a lungo (ne ha parlato un altro utente amico in un suo post) è sconfortante.Sempre dal post di quell'amico ho saputo che Aldo non c'è più, ormai da più di un anno, e, anche se si tratta di un amico virtuale, che non avevo mai incontrato di persona e di cui conoscevo solo le parole scritte, mi è parso di avere veramente perso qualcuno.Perché non ci saranno più né suoi libri né suoi post....more",Notes are private!,0,12,1,not set,Jan 2017,"Jun 27, 2020",,Hardcover,view (with text),/book/show/53349605-una-giornata-nera
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bettencourt Affair: The World's Richest Woman and the Scandal That Rocked Paris,"Sancton, Tom",1101984473,9781101984475,1101984473,396        pp,3.50,"2,626","Aug 08, 2017","Aug 08, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 14, 2020","Jun 30, 2020","Jun 14, 2020",,Hardcover,view,/book/show/32971744-the-bettencourt-affair
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"L'apparenza inganna, giudice Petri","Simoni, Gianni",8850235003,,B00HDDHW4O,43        pp,3.06,52,"Dec 20, 2013","Dec 20, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,libretto di incredibile pochezza,Notes are private!,0,3,1,not set,"Jun 08, 2020","Jun 08, 2020",,Kindle Edition,view (with text),/book/show/20753921-l-apparenza-inganna-giudice-petri
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il solco,"Manteau, Valérie",8899793751,9788899793753,8899793751,220        pp,3.49,336,"Aug 30, 2018",2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interessante sguardo all'interno di un paese ibrido, europeo e asiatico, orientale e occidentale, laico e confessionale. Certamente non democratico maInteressante sguardo all'interno di un paese ibrido, europeo e asiatico, orientale e occidentale, laico e confessionale. Certamente non democratico ma governato da un presidente eletto.Una giovane giornalista francese arriva in Turchia, a portarla ad Istambul sono ragioni di cuore ma anche di lavoro: rimarrà per qualche anno, e cercando notizie sulla vita e sulla morte del giornalista Hrant Dink, armeno ucciso alcuni anni prima, sarà testimone della sfioritura delle speranze dei suoi amici, dell'inasprirsi del controllo sulla stampa, delle contraddizioni fra gli oppositori del regime. Lei stessa viene vista da qualcuno come un'occidentale che vuole farsi un giro in un paese esotico, più che come una persona interessata ad approfondire quello che in Europa è conosciuto solo per sommi capi. Ed intanto la vita va comunque avanti, fra amori più o meno difficili, birre, centri culturali di avanguardia, appartamenti condivisi e lasciati, fino a che restare sarà troppo difficile, per lei e per tanti altri che se ne andranno....more",Notes are private!,0,8,1,"Jun 03, 2020","Jul 19, 2020","Jun 03, 2020",,Paperback,view (with text),/book/show/46247568-il-solco
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cambio di rotta,"Howard, Elizabeth Jane",8893253747,9788893253741,8893253747,430        pp,3.66,728,"Dec 01, 1959","Sep 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"lei scrive sempre bene, ma questo libro - a differenza della mia adoratissima saga dei Cazalet - è rinunciabilissimo",Notes are private!,0,10,1,"May 24, 2020","Jun 07, 2020","May 24, 2020",,Paperback,view (with text),/book/show/41059476-cambio-di-rotta
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il falco pellegrino,"Wescott, Glenway",8845916936,9788845916939,8845916936,98        pp,3.61,"1,434",1940,"May 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 06, 2020",,Paperback,view,/book/show/15839288-il-falco-pellegrino
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La montagna incantata,"Mann, Thomas",8879720007,9788879720007,8879720007,692        pp,4.13,"49,439",1924,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 03, 2020",not set,"May 03, 2020",,Paperback,view,/book/show/7402779-la-montagna-incantata
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il caso Rembrandt,"Silva, Daniel",8862510977,9788862510974,8862510977,496        pp,4.31,"34,437","Jul 20, 2010",Sep 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 01, 2020",,Paperback,view,/book/show/17213608-il-caso-rembrandt
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le sette morti di Evelyn Hardcastle,"Turton, Stuart*",8854518115,9788854518117,8854518115,526        pp,3.83,"374,887","Feb 08, 2018","Mar 28, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Volevo scrivere una recensione ben motivata e articolata, ma non ce la posso fare. Dico solo che questo libro non sta né in cielo né in terra. (E' scrVolevo scrivere una recensione ben motivata e articolata, ma non ce la posso fare. Dico solo che questo libro non sta né in cielo né in terra. (E' scritto piuttosto bene, però)....more",Notes are private!,0,4,1,Apr 2020,"Apr 21, 2020","Apr 01, 2020",,Paperback,view (with text),/book/show/44548448-le-sette-morti-di-evelyn-hardcastle
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'iPhone di Amelie,"Tonini, Valeria",,,,174        pp,0.00,0,unknown,Jan 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2020,"Mar 13, 2021","Apr 01, 2020",,Paperback,view,/book/show/52867178-l-iphone-di-amelie
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amore non guasta,"Coe, Jonathan*",8807817098,9788807817090,8807817098,186        pp,3.22,"1,302",1989,2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ho imparato a leggere a poco più di quattro anni e da allora, benché siano passati purtroppo molti decenni, non ricordo un giorno in cui non abbia avuho imparato a leggere a poco più di quattro anni e da allora, benché siano passati purtroppo molti decenni, non ricordo un giorno in cui non abbia avuto un libro in mano. Per leggerlo, o almeno per scorrere le prime pagine in libreria, o anche solo per godere del profumo della carta. Eppure ogni tanto mi capita un breve periodo in cui prendo il libro e lo poso dopo cinque minuti: inspiegabilmente, non ne ho voglia. Non ho mai capito se succeda senza un motivo, solo perché una volta ogni tanto anche il piatto che ti piace di più ti lascia indifferente, o invece perché il libro che sto tentando di leggere non riesce a darmi niente. Non so perché, ma è capitato con questo libro (scritto da uno dei miei preferiti!), che ha certamente molte buone idee ma, a mio parere, le sparge fra molte pagine prive di ritmo. E i personaggi non attirano simpatia, sono tutti, ciascuno a suo modo, concentrati su se stessi e pagano a caro prezzo - almeno alcuni di loro - l'incapacità di uscire dal proprio bozzolo, almeno per manifestare i propri sentimenti ad una persona che, più o meno oscuramente, amano. Il libro è del 1989, Coe ha scritto molto di meglio negli anni seguenti....more",Notes are private!,0,6,1,not set,"Mar 06, 2020","Mar 06, 2020",,Paperback,view (with text),/book/show/9663047-l-amore-non-guasta
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maigret e l'uomo della panchina,"Simenon, Georges",8845919048,9788845919046,8845919048,171        pp,3.79,"1,786",1953,"Sep 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"caro Georges (mi permetto di rivolgermi a te in questo modo per l'ammirazione che ti porto e per la gentilezza con cui mi hai gratificata di una producaro Georges (mi permetto di rivolgermi a te in questo modo per l'ammirazione che ti porto e per la gentilezza con cui mi hai gratificata di una produzione immensa, che mi ha dato e mi dà momenti di grandissimo godimento letterario),caro Georges, ma come cavolo ti è venuto in mente un finale così scemo???...more",Notes are private!,0,6,1,not set,"Feb 12, 2020","Feb 12, 2020",,Paperback,view (with text),/book/show/9647233-maigret-e-l-uomo-della-panchina
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persone normali,"Rooney, Sally*",885843059X,9788858430590,,248        pp,3.81,"1,385,468","Aug 28, 2018","May 21, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ti amonon ti amoti amo ma non voglio che lo sappiano gli altriti amo ma non te lo dicote lo dico ma non ti amonon sonon mi importa degli altrisono dipti amonon ti amoti amo ma non voglio che lo sappiano gli altriti amo ma non te lo dicote lo dico ma non ti amonon sonon mi importa degli altrisono dipendente da tefai quello che ti pareti prego fammi del malenose proprio vuoimagari un pochinoti amo ma mi piace un altroti amo ma mi piace un'altragli altri non contano niente per meio vado tu restiio resto tu vaila mia mamma è buona ma mi seccala mia mamma è cattivati amo ma non lo socomunque vaiSe questo è il miglior libro del 2019, per il 2020 qualche speranziella ce l'ho anch'io...more",Notes are private!,0,121,1,not set,"Feb 04, 2020","Feb 04, 2020",,ebook,view (with text),/book/show/45915711-persone-normali
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una giuria di sue pari,"Glaspell, Susan",888154654X,9788881546541,B07C9MRTV4,74        pp,4.03,"2,833",1917,"Mar 31, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"un racconto perfetto, a partire dal titolo, non c’è una parola sbagliata, eccessiva, fuori postoleggetelo",Notes are private!,0,9,1,not set,"Jan 23, 2020","Jan 23, 2020",,ebook,view (with text),/book/show/49833258-una-giuria-di-sue-pari
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Il Natale di Poirot        (Hercule Poirot, #20)","Christie, Agatha",8804510102,9788804510109,8804510102,224        pp,3.98,"84,288","Dec 19, 1938","Apr 22, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"questo libro commette il peccato mortale dei gialli, quello che non può essere perdonato neanche dal più misericordioso dei lettori: pagine e pagine dquesto libro commette il peccato mortale dei gialli, quello che non può essere perdonato neanche dal più misericordioso dei lettori: pagine e pagine di una noia mortale. Gli interrogatori dei presenti nella villa del delitto, talmente uguali da sembrare fatti seguendo un modulo, potrebbero stroncare anche un lettore avidissimo. E difatti con me ci stavano riuscendo. Per fortuna il finale ha uno scatto in avanti, e fra molte scoperte che tali non sono, perché erano prevedibilissime, c'è una clamorosa sorpresa. (se non lo avesse firmato zia Agatha avrei messo tre stelle, ma con lei si deve pretendere molto, come con gli scolari più dotati)....more",Notes are private!,0,2,1,not set,"Jan 12, 2020","Jan 17, 2020",,Paperback,view (with text),/book/show/9660609-il-natale-di-poirot
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spengo io le luci,"Pirzad, Zoya",8899612633,9788899612634,B07YVJRV1T,275        pp,3.59,"9,547",Feb 2002,Sep 2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,la felicità è la tranquillità?la felicità è la tranquillità,Notes are private!,0,1,1,not set,"Jan 06, 2020","Jan 06, 2020",,ebook,view (with text),/book/show/50264570-spengo-io-le-luci
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le sorelle - I morti,"Joyce, James",,,,78        pp,3.37,27,1976,"Apr 29, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I morti:è un bel racconto , c’è il senso dell’emozione, dell’attesa, del desiderio che tutto vada bene, della noia, che è tipico delle rituali riunionI morti:è un bel racconto , c’è il senso dell’emozione, dell’attesa, del desiderio che tutto vada bene, della noia, che è tipico delle rituali riunioni di famiglia. Però, mi dispiace, io la grandezza di questo racconto non l’ho colta....more",Notes are private!,0,5,1,not set,"Dec 24, 2019","Dec 24, 2019",,Paperback,view (with text),/book/show/14061788-le-sorelle---i-morti
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Maestro e Margherita,"Bulgakov, Mikhail",8806173731,9788806173739,8806173731,390        pp,4.29,"353,347",1967,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"tutti i lettori hanno qualche scheletro nei loro armadi (almeno così spero).il mio è questo libro, che - sia detto a mio totale disdoro - non ho mai ttutti i lettori hanno qualche scheletro nei loro armadi (almeno così spero).il mio è questo libro, che - sia detto a mio totale disdoro - non ho mai terminato, nonostante svariati tentativi....more",Notes are private!,0,17,0,not set,not set,"Nov 19, 2019",,Paperback,view (with text),/book/show/3847921-il-maestro-e-margherita
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Io uccido,"Faletti, Giorgio",8884902231,9788884902238,8884902231,682        pp,3.99,"12,083",2002,"Nov 05, 2002",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non è brutto, di più",Notes are private!,0,5,1,not set,"Apr 19, 2010","Nov 19, 2019",,Hardcover,view (with text),/book/show/1280960.Io_uccido
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Presunto innocente,"Turow, Scott*",8804326042,9788804326045,8804326042,448        pp,4.10,"115,689",Aug 1987,"Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,il primo legal thriller non si scorda mai,Notes are private!,0,2,1,not set,"Apr 19, 2010","Nov 19, 2019",,Mass Market Paperback,view (with text),/book/show/7041844-presunto-innocente
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I giovedì della signora Giulia,"Chiara, Piero",8804455098,9788804455097,8804455098,140        pp,3.33,579,1970,1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"è come quando si trova in fondo ad una credenza un attrezzo vecchio, non so, un tritacarne , un passaverdura, che funzionerebbe anche bene, ma in cuciè come quando si trova in fondo ad una credenza un attrezzo vecchio, non so, un tritacarne , un passaverdura, che funzionerebbe anche bene, ma in cucina c'è il mixer tritatutto multiuso coloratissimo, e allora perché prendersi la briga di spolverare l'attrezzo vecchio per usarlo?...more",Notes are private!,0,7,1,not set,"Nov 17, 2019","Nov 17, 2019",,Paperback,view (with text),/book/show/3328520-i-gioved-della-signora-giulia
