,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Britta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If They Come for Us,"Asghar, Fatimah",052550978X,9780525509783,052550978X,100        pp,4.25,"7,458","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2023",,Paperback,view,/book/show/36477795-if-they-come-for-us
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kingdom of Women: Life, Love and Death in China's Hidden Mountains","WaiHong, Choo",0755600959,9780755600953,0755600959,224        pp,3.30,247,unknown,"May 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 07, 2023","Jul 10, 2023","Apr 04, 2023",,Paperback,view,/book/show/49701018-the-kingdom-of-women
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those Who Walk Away,"Highsmith, Patricia",0349004862,9780349004860,0349004862,252        pp,3.45,"1,410",1967,"Nov 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2023",,Paperback,view,/book/show/25186148-those-who-walk-away
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Horse at Night: On Writing,"Cain, Amina",1948980134,9781948980135,1948980134,136        pp,4.02,"1,095",2022,"Oct 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,30 Books in 30 Days / Book #3,Notes are private!,0,10,1,"Aug 03, 2023","Aug 03, 2023","Apr 01, 2023",,Paperback,view (with text),/book/show/60065627-a-horse-at-night
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Names of All the Flowers,"Valentine, Melissa",1936932857,9781936932856,1936932857,296        pp,4.54,244,"Jul 14, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2023",,Paperback,view,/book/show/49387512-the-names-of-all-the-flowers
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of the Imam,"El Saadawi, Nawal",086356612X,9780863566127,086356612X,240        pp,3.29,"1,096",1987,"May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2023",,Paperback,view,/book/show/52131809-the-fall-of-the-imam
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Sacrifices,"Ampuero, María Fernanda",,,B0CCBPTBGS,144        pp,4.13,"3,373","Jan 19, 2021","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Kindle Edition,view,/book/show/75599182-human-sacrifices
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talisman: Literarische Essays,"Tawada, Yōko",,,B01FKQI6XG,0        pp,3.74,162,Dec 1996,"May 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Kindle Edition,view,/book/show/32050040-talisman
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clytemnestra,"Casati, Costanza*",1728268230,9781728268231,1728268230,448        pp,4.26,"21,785","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Hardcover,view,/book/show/61361681-clytemnestra
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",0063025280,9780063025288,0063025280,368        pp,4.08,"101,454","Jul 22, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Hardcover,view,/book/show/55276648-the-reading-list
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birdsplaining: A Natural History,"Donahaye, Jasmine",1913830160,9781913830168,1913830160,208        pp,3.90,21,"Jan 26, 2023","Jan 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,30 Books in 30 Days / Book #16Fabulous!4.5*,Notes are private!,0,7,1,"Aug 14, 2023","Aug 16, 2023","Mar 26, 2023",,Paperback,view (with text),/book/show/94344846-birdsplaining
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions of a Mask,"Mishima, Yukio",0720610311,9780720610314,0720610311,224        pp,3.95,"30,455",1949,"Oct 27, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Paperback,view,/book/show/62794.Confessions_of_a_Mask
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Idol, Burning","Usami, Rin",0063213281,9780063213289,0063213281,144        pp,3.26,"7,456","Sep 11, 2020","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Hardcover,view,/book/show/60470072-idol-burning
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World: A Family History of Humanity,"Montefiore, Simon Sebag*",0525659536,9780525659532,0525659536,"1,344        pp",4.01,808,"Oct 27, 2022","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2023",,Hardcover,view,/book/show/60018232-the-world
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What an Owl Knows,"Ackerman, Jennifer",0861546903,9780861546909,0861546903,352        pp,4.18,"3,106","Jun 13, 2023","Jul 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5*,Notes are private!,0,12,1,"Jan 17, 2024","Jan 30, 2024","Mar 23, 2023",,Hardcover,view (with text),/book/show/184584250-what-an-owl-knows
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always Coming Home,"Le Guin, Ursula K.",0358726921,9780358726920,0358726921,640        pp,4.05,"3,882","Sep 01, 1985","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2023",,Paperback,view,/book/show/60012535-always-coming-home
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Any Other City,"Plante, Hazel Jane",1551529114,9781551529110,1551529114,287        pp,4.16,296,"Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2023",,Paperback,view,/book/show/63105496-any-other-city
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keeper of the Bride,"Gerritsen, Tess*",1551669358,9781551669359,1551669358,256        pp,3.61,"7,697","Jan 01, 1996","Sep 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5*Not her best work...,Notes are private!,0,5,1,"Mar 21, 2023","Mar 21, 2023","Mar 22, 2023",,Mass Market Paperback,view (with text),/book/show/242202.Keeper_of_the_Bride
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oroonoko,"Behn, Aphra",0140439889,9780140439885,0140439889,144        pp,3.01,"14,847",1688,"May 25, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 21, 2023","Mar 21, 2023","Mar 21, 2023",,Paperback,view,/book/show/51190.Oroonoko
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughters of Isis: Women of Ancient Egypt,"Tyldesley, Joyce A.",0140175962,9780140175967,0140175962,318        pp,3.98,658,1991,"Sep 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/797160.Daughters_of_Isis
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hatchepsut: The Female Pharaoh,"Tyldesley, Joyce A.",0140244646,9780140244649,0140244646,304        pp,3.92,817,1996,"Jul 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/86393.Hatchepsut
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divorced, Beheaded, Survived: A Feminist Reinterpretation of the Wives of Henry VIII","Lindsey, Karen",0201408236,9780201408232,0201408236,231        pp,4.07,"1,355",1995,"May 03, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/228541.Divorced_Beheaded_Survived
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Mad Housewife,"Kaufman, Sue",1560256877,9781560256878,1560256877,320        pp,3.78,"1,741","Dec 31, 1966","Mar 28, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Paperback,view,/book/show/217046.Diary_of_a_Mad_Housewife
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Phoolan Devi : The Autobiography of India's Bandit Queen","Devi, Phoolan",0751519642,9780751519648,0751519642,512        pp,4.38,716,1996,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Paperback,view,/book/show/509631.I_Phoolan_Devi_
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fifth Child,"Lessing, Doris",0679721827,9780679721826,0679721827,133        pp,3.62,"21,054",1988,"Nov 17, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Paperback,view,/book/show/546644.The_Fifth_Child
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Animals,"Fuller, Claire*",0241614821,9780241614822,0241614821,320        pp,3.62,"3,249","Apr 20, 2023","Apr 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Hardcover,view,/book/show/61634101-the-memory-of-animals
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Informers,"Ellis, Bret Easton",0330339184,9780330339186,0330339184,240        pp,3.39,"18,921","Jul 26, 1994",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 11, 2023",,Paperback,view,/book/show/9914.The_Informers
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rules of Attraction,"Ellis, Bret Easton",0330536346,9780330536349,0330536346,326        pp,3.72,"47,283",Sep 1987,"Jan 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 10, 2023","Mar 23, 2023","Mar 11, 2023",,Paperback,view,/book/show/11051417-the-rules-of-attraction
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Factory Girls,"Gallen, Michelle*",1643752456,9781643752457,1643752456,304        pp,3.73,"3,419",Jun 2022,"Nov 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,30 Books in 30 days / Book #26,Notes are private!,0,7,1,"Aug 21, 2023","Aug 26, 2023","Mar 11, 2023",,Paperback,view (with text),/book/show/59892267-factory-girls
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arcadia,"Pears, Iain",0571301584,9780571301584,0571301584,608        pp,3.94,"6,008","Aug 20, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2023",,Paperback,view,/book/show/25829156-arcadia
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Assassin: The Hunt for the Killers of Julius Caesar,"Stothard, Peter",0197523358,9780197523353,0197523358,288        pp,3.32,297,"Nov 01, 2020","Nov 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Hardcover,view,/book/show/53283964-the-last-assassin
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ship Fever: Stories,"Barrett, Andrea",0393316009,9780393316001,0393316009,256        pp,4.05,"4,140","Jan 17, 1996","Nov 17, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/92267.Ship_Fever
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natural History,"Barrett, Andrea",1324047542,9781324047544,,192        pp,3.75,614,"Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/75302877-natural-history
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Butterflies,"Morris, Priscilla*",,,,256        pp,4.27,"5,411","May 05, 2022","May 05, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #16Women's Prize Longlist / Book #16...more,Notes are private!,0,5,1,"Apr 18, 2023","Apr 18, 2023","Mar 07, 2023",,Hardcover,view (with text),/book/show/61024990-black-butterflies
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memphis,"Stringfellow, Tara M.*",1529339235,9781529339239,1529339235,272        pp,4.11,"32,666","Apr 05, 2022","Apr 07, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #5Women's Prize Longlist / Book #5...more,Notes are private!,0,8,1,"Mar 12, 2023","Mar 16, 2023","Mar 07, 2023",,Hardcover,view (with text),/book/show/59589513-memphis
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bandit Queens,"Shroff, Parini",059349895X,9780593498958,059349895X,342        pp,3.93,"30,861","Jan 03, 2023","Jan 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #6Women's Prize Longlist / Book #6...more,Notes are private!,0,14,1,"Mar 15, 2023","Mar 16, 2023","Mar 07, 2023",,Hardcover,view (with text),/book/show/61065982-the-bandit-queens
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Souls,"Pin, Cecile",0008528799,9780008528799,B0B85T5WY7,256        pp,4.16,"9,417","Mar 21, 2023","Mar 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #4Women's Prize Longlist / Book #4...more,Notes are private!,0,13,1,"Mar 13, 2023","Mar 14, 2023","Mar 07, 2023",,ebook,view (with text),/book/show/64625234-wandering-souls
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm a Fan,"Patel, Sheena",1783789824,9781783789825,B0B8GD543V,218        pp,3.40,"16,892","May 01, 2022","Oct 10, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize for Fiction / Book #10.Women's Prize for Fiction / Book #10....more,Notes are private!,0,17,1,"Mar 27, 2023","Mar 27, 2023","Mar 07, 2023",,Kindle Edition,view (with text),/book/show/65652694-i-m-a-fan
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cursed Bread,"Mackintosh, Sophie",0735243700,9780735243705,0735243700,208        pp,3.28,"5,715","Mar 02, 2023","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #8Women's Prize Longlist / Book #8...more,Notes are private!,0,7,1,"Mar 20, 2023","Mar 26, 2023","Mar 07, 2023",,Paperback,view (with text),/book/show/61420237-cursed-bread
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog of the North,"Mckenzie, Elizabeth*",0008561435,9780008561437,B0B9Y6W92C,336        pp,3.63,"2,922","Mar 14, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Kindle Edition,view,/book/show/74793863-the-dog-of-the-north
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",0063252015,9780063252011,0063252015,548        pp,4.51,"397,503","Oct 18, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize for Fiction Longlist / Book #152.5*Women's Prize for Fiction Longlist / Book #152.5*...more,Notes are private!,0,14,1,"Apr 08, 2023","Apr 10, 2023","Mar 07, 2023",,Paperback,view (with text),/book/show/60506185-demon-copperhead
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",1526623331,9781526623331,1526623331,320        pp,4.02,"33,106","Apr 14, 2022","Mar 08, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #11Women's Prize Longlist / Book #11...more,Notes are private!,0,6,1,"Mar 28, 2023","Mar 29, 2023","Mar 07, 2023",,Paperback,view (with text),/book/show/60861109-trespasses
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children of Paradise,"Grudova, Camilla",183895631X,9781838956318,183895631X,200        pp,3.50,"2,505","Jul 07, 2022","Jul 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #3Women's Prize Longlist / Book #3...more,Notes are private!,0,8,1,"Mar 10, 2023","Mar 11, 2023","Mar 07, 2023",,Hardcover,view (with text),/book/show/60450976-children-of-paradise
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesick,"Croft, Jennifer*",1913867315,9781913867317,1913867315,219        pp,3.78,"1,779","Sep 10, 2019",Aug 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize Longlist / Book #2Women's Prize Longlist / Book #2...more,Notes are private!,0,15,1,"Mar 07, 2023","Mar 09, 2023","Mar 07, 2023",,Paperback,view (with text),/book/show/62002887-homesick
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire Rush,"Crooks, Jacqueline",1787333647,9781787333642,1787333647,352        pp,3.80,"2,145","Mar 02, 2023","Mar 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Women's Prize for Fiction Longlist / Book #14Women's Prize for Fiction Longlist / Book #14...more,Notes are private!,0,1,1,Apr 2023,"Apr 04, 2023","Mar 07, 2023",,Paperback,view (with text),/book/show/61131217-fire-rush
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trouble in Mind,"Childress, Alice",1636700152,9781636700151,1636700152,104        pp,4.06,198,1955,"Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2023",,Paperback,view,/book/show/60295408-trouble-in-mind
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Support,"Gerritsen, Tess*",0671553046,9780671553043,0671553046,400        pp,4.02,"17,421",1997,"Aug 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5*,Notes are private!,0,4,1,"Mar 04, 2023","Mar 04, 2023","Mar 04, 2023",,Mass Market Paperback,view (with text),/book/show/32262.Life_Support
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Think Like a Woman: Four Women Philosophers Who Taught Me How to Love the Life of the Mind,"Penaluna, Regan",1804710016,9781804710012,B0BD6CTQBY,347        pp,3.95,798,"Mar 14, 2023","Mar 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 07, 2023","Nov 14, 2023","Mar 03, 2023",,Kindle Edition,view,/book/show/74860304-how-to-think-like-a-woman
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disembodied,"Tudor-Sideri, Christina",,9781955190381,,152        pp,4.06,16,"Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/61239527-disembodied
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whore,"Barbieri, Márcia",,9781955190480,,156        pp,4.42,12,"Jan 01, 2014","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/122049847-the-whore
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Head Above Water: Reflections on Illness,"Alshammari, Shahd*",1911107402,9781911107408,1911107402,200        pp,4.54,91,"Jan 31, 2022",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2023",,Paperback,view,/book/show/59434242-head-above-water
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frida: A Biography of Frida Kahlo,"Herrera, Hayden",0060085894,9780060085896,0060085894,528        pp,4.01,"66,401",1983,"Oct 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2023",,Paperback,view,/book/show/91767.Frida
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,767","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/59109077-horse
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trespasser        (Dublin Murder Squad, #6)","French, Tana*",0143110381,9780143110385,0143110381,464        pp,3.98,"86,963","Oct 04, 2016","Aug 08, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 20, 2023","Apr 29, 2023","Feb 25, 2023",,Paperback,view,/book/show/34267285-the-trespasser
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sin: Selected Poems of Forugh Farrokhzad,"Farrokhzad, Forugh",1557288615,9781557288615,1557288615,136        pp,4.45,464,unknown,"Sep 28, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2023",,Hardcover,view,/book/show/996780.Sin
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman With the Cure,"Cullen, Lynn*",059343806X,9780593438060,059343806X,400        pp,3.95,"2,933","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Paperback,view,/book/show/61053897-the-woman-with-the-cure
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loop,"Lozano, Brenda",1916465641,9781916465640,1916465641,185        pp,3.76,"1,250","Apr 12, 2014","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Paperback,view,/book/show/43401527-loop
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harrow,"Williams, Joy",1800810024,9781800810020,1800810024,224        pp,3.18,"2,367","Sep 14, 2021","Nov 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5*Didn't really work for me, unfortunately.2.5*Didn't really work for me, unfortunately....more",Notes are private!,0,2,1,Jun 2023,"Jun 12, 2023","Feb 18, 2023",,Paperback,view (with text),/book/show/60375284-harrow
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soundings: Journeys in the Company of Whales,"Cunningham, Doreen",1982171790,9781982171797,1982171790,308        pp,3.91,706,"Mar 03, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5*,Notes are private!,0,4,1,"Sep 23, 2023","Sep 23, 2023","Feb 18, 2023",,Hardcover,view (with text),/book/show/59366204-soundings
