,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,June's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Climate Change as Class War: Building Socialism on a Warming Planet,"Huber, Matthew T.",1788733886,9781788733885,1788733886,320        pp,4.02,279,unknown,"May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2022",,Paperback,view,/book/show/60694943-climate-change-as-class-war
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kim Jiyoung, Born 1982","Cho, Nam-Joo",1631496700,9781631496707,1631496700,163        pp,4.17,"142,936","Oct 14, 2016","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2023","Mar 04, 2023","Jul 10, 2022",,Hardcover,view,/book/show/46041199-kim-jiyoung-born-1982
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,,550        pp,4.39,"2,557,581","Sep 01, 2005","Sep 18, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Paperback,view,/book/show/1118668.The_Book_Thief
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,613","Nov 09, 2021","Nov 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2023","Jan 10, 2023","Jul 10, 2022",,Hardcover,view,/book/show/56816904-the-sentence
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,036","Jun 18, 2013","Jun 18, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2022","Jul 10, 2022","Jun 11, 2022",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spring        (Seasonal Quartet, #3)","Smith, Ali",0241207053,9780241207055,0241207053,336        pp,4.09,"14,143","Mar 28, 2019","Mar 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2022",,Paperback,view,/book/show/40545817-spring
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughters of the Deer,"Daniel, Danielle*",0735282080,9780735282087,0735282080,327        pp,4.40,"4,607","Mar 08, 2022","Mar 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2022","Jun 02, 2022","May 15, 2022",,Paperback,view,/book/show/58433168-daughters-of-the-deer
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poeta chileno,"Zambra, Alejandro*",8433998935,9788433998934,8433998935,421        pp,4.39,"14,529",Mar 2020,"Mar 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2022",,Paperback,view,/book/show/50272339-poeta-chileno
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ethnic Nationalism in Korea: Genealogy, Politics, And Legacy","Shin, Gi-Wook",080475408X,9780804754088,080475408X,328        pp,3.83,35,2006,"Apr 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/235569.Ethnic_Nationalism_in_Korea
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contentious Kwangju: The May 18th Uprising in Korea's Past and Present,"Shin, Gi-Wook",0742519627,9780742519626,0742519627,200        pp,3.96,24,"Jan 01, 2003","Jun 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/553237.Contentious_Kwangju
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Korea,"Hwang, Kyung Moon",1352012588,9781352012583,1352012588,308        pp,3.92,389,"Oct 06, 2010","Mar 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/57997330-a-history-of-korea
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sources of Korean Tradition: From Early Times Through the Sixteenth Century,"Lee, Peter H.",0231105673,9780231105675,0231105673,480        pp,3.87,83,"Jan 05, 1992","Nov 21, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/971929.Sources_of_Korean_Tradition
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Korea        (Palgrave Essential Histories series),"Hwang, Kyung Moon",0230205461,9780230205468,0230205461,272        pp,3.92,389,"Oct 06, 2010","Nov 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/11538605-a-history-of-korea
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,712","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/54493401-project-hail-mary
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Margins: On the Pleasures of Reading and Writing,"Ferrante, Elena",,,B09B2WKRY3,160        pp,3.82,"4,469","Nov 17, 2021","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2022",,Paperback,view,/book/show/58949461-in-the-margins
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memories of Silk and Straw: A Self-Portrait of Small-Town Japan,"Saga, Junichi",0870119885,9780870119880,0870119885,260        pp,4.39,379,1987,"Jun 15, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2022",,Paperback,view,/book/show/740082.Memories_of_Silk_and_Straw
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burnout: The Secret to Unlocking the Stress Cycle,"Nagoski, Emily*",198481706X,9781984817068,198481706X,277        pp,3.96,"52,442","Mar 14, 2019","Mar 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2022","Jan 27, 2022","Jan 27, 2022",,Hardcover,view,/book/show/42397849-burnout
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Little Indians,"Good, Michelle*",1443459194,9781443459198,,304        pp,4.48,"37,129","Apr 14, 2020","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2022","Mar 10, 2022","Jan 27, 2022",,ebook,view,/book/show/52214103-five-little-indians
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mutual Aid: Building Solidarity in This Crisis,"Spade, Dean",1839762128,9781839762123,1839762128,152        pp,4.38,"2,876","Oct 07, 2020","Oct 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2022","Jan 26, 2022","Nov 27, 2021",,Paperback,view,/book/show/54654726-mutual-aid
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breath: The New Science of a Lost Art,"Nestor, James",0735213615,9780735213616,0735213615,280        pp,4.15,"84,220","May 26, 2020","May 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 20, 2021",,Hardcover,view,/book/show/48890486-breath
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,399","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2021",,Hardcover,view,/book/show/20696006-being-mortal
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Suicide,"Newton, Huey P.",,,B002N83H2A,385        pp,4.47,"5,818",1973,"Sep 29, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 07, 2021","Nov 22, 2021","Nov 07, 2021",,Kindle Edition,view,/book/show/8176686-revolutionary-suicide
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yolk,"Choi, Mary H.K.",,,,400        pp,3.98,"27,018","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,,view,/book/show/43562313-yolk
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Raisin in the Sun,"Hansberry, Lorraine",0375508333,9780375508332,0375508333,162        pp,3.85,"96,450",1959,"May 07, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 07, 2021","Nov 06, 2021","Oct 07, 2021",,Hardcover,view,/book/show/5517.A_Raisin_in_the_Sun
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interior Chinatown,"Yu, Charles*",,,0307907198,288        pp,3.97,"58,324","Jan 28, 2020","Jan 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 28, 2022","Jul 10, 2022","Oct 04, 2021",,Hardcover,view,/book/show/44436221-interior-chinatown
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Cosmicomics,"Calvino, Italo",,,B00E9FYU7G,400        pp,4.13,"3,982",1997,"Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2021,Oct 2021,"Oct 01, 2021",,Kindle Edition,view,/book/show/20115781-the-complete-cosmicomics
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen Confidential: Adventures in the Culinary Underbelly,"Bourdain, Anthony",0060899220,9780060899226,0060899220,312        pp,4.16,"315,288",2000,"Jan 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2021","Dec 04, 2021","Sep 10, 2021",,Paperback,view,/book/show/33313.Kitchen_Confidential
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forest of Stolen Girls,"Hur, June*",,,B08K752BR4,384        pp,3.75,"5,406","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2021","Sep 10, 2021","Aug 31, 2021",,Kindle Edition,view,/book/show/56412880-the-forest-of-stolen-girls
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Emergent Strategy: Shaping Change, Changing Worlds","Brown, Adrienne Maree",,,B06XFP9MMC,278        pp,4.29,"8,504","Mar 20, 2017","Mar 20, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 28, 2021","Aug 31, 2021","Aug 28, 2021",,Kindle Edition,view,/book/show/34676857-emergent-strategy
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severance,"Ma, Ling*",0374261598,9780374261597,0374261598,291        pp,3.92,"99,021","Aug 14, 2018","Aug 14, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite book of the year. One of the millennial malaise books that is actually fun to read because of the dystopian setting, the theme of alienatiMy favorite book of the year. One of the millennial malaise books that is actually fun to read because of the dystopian setting, the theme of alienation of an Asian American immigrant, and the play on the pandemic (even though it was written pre-pandemic). I wish I could read this book for the first time again. ...more",Notes are private!,0,1,1,"Jan 08, 2023","Jan 08, 2023","Aug 06, 2021",,Hardcover,view (with text),/book/show/36348525-severance
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overcoat,"Gogol, Nikolai",1419176528,9781419176524,1419176528,57        pp,4.15,"42,819",1842,"Jun 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Paperback,view,/book/show/537094.The_Overcoat
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Tales of Nikolai Gogol,"Gogol, Nikolai",0375706151,9780375706158,0375706151,435        pp,4.35,"14,751",1835,"Jun 29, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Paperback,view,/book/show/252981.The_Collected_Tales_of_Nikolai_Gogol
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Stories of Anton Chekhov,"Chekhov, Anton",0553381008,9780553381009,0553381008,496        pp,4.38,"30,849",1903,"Oct 31, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Paperback,view,/book/show/5693.Selected_Stories_of_Anton_Chekhov
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bone Ships        (The Tide Child, #1)","Barker, R.J.*",0316487961,9780316487962,0316487961,512        pp,4.05,"8,237","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Paperback,view,/book/show/43521682-the-bone-ships
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dating Plan        (Marriage Game, #2)","Desai, Sara*",0593100581,9780593100585,0593100581,352        pp,3.63,"43,325","Mar 16, 2021","Mar 16, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 17, 2021",,Paperback,view,/book/show/54326395-the-dating-plan
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,233","Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 16, 2022","Apr 16, 2022","May 13, 2021",,Hardcover,view,/book/show/54814676-crying-in-h-mart
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,167,525",2018,"Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2021","May 13, 2021","May 13, 2021",,Hardcover,view,/book/show/40097951-the-silent-patient
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decolonizing Wealth: Indigenous Wisdom to Heal Divides and Restore Balance,"Villanueva, Edgar",1523097892,9781523097890,1523097892,240        pp,4.31,"2,287",Oct 2018,"Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2021",,Paperback,view,/book/show/38245185-decolonizing-wealth
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,,B0871LKPJ3,403        pp,4.54,"18,706","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 14, 2021","Aug 02, 2021","Apr 14, 2021",,Kindle Edition,view,/book/show/53487237-a-swim-in-a-pond-in-the-rain
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Misadventures of Awkward Black Girl,"Rae, Issa*",1476749051,9781476749051,1476749051,224        pp,3.77,"25,209","Jan 06, 2015","Feb 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2021","Apr 04, 2021","Apr 04, 2021",,Hardcover,view,/book/show/21412229-the-misadventures-of-awkward-black-girl
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Art,"Gombrich, E.H.",071483355X,9780714833552,B000M6DXH4,688        pp,3.96,"415,138",1950,"Jan 01, 1967",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One book to satisfy your art history needs (great to read before a trip to Europe especially Florence)- although Eurocentric.,Notes are private!,0,0,1,"Mar 25, 2021","Sep 14, 2023","Mar 18, 2021",,Hardcover,view (with text),/book/show/222078.The_Story_of_Art
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biden Our Time,Jacobin,,,,160        pp,4.30,43,unknown,"Feb 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2021","May 10, 2021","Feb 16, 2021",,Paperback,view,/book/show/56951139-biden-our-time
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Failure is an Option,Jacobin,,,,144        pp,4.24,41,unknown,"Nov 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2021","Feb 16, 2021","Feb 11, 2021",,,view,/book/show/55884921-failure-is-an-option
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carceral Capitalism,"Wang, Jackie",1635900026,9781635900026,1635900026,359        pp,4.62,"1,263","Feb 23, 2018","Feb 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2021","May 11, 2021","Feb 02, 2021",,Paperback,view,/book/show/34551009-carceral-capitalism
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disability Visibility: First-Person Stories from the Twenty-first Century,"Wong, Alice",1984899422,9781984899422,1984899422,309        pp,4.47,"13,911","Jun 30, 2020","Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Heavy read but a must read. Covers a variety of disabilities from an intersectional perspective not limited to gender, race, class (the topic on disabHeavy read but a must read. Covers a variety of disabilities from an intersectional perspective not limited to gender, race, class (the topic on disability and capitalism was of course not surprising but another example of how capitalism affects the exorbitant cost of assistance devices). Some parts are particularly harder to read especially with topics of sexual abuse but trigger warnings are noted at the beginning of each essay....more",Notes are private!,0,0,1,"Mar 16, 2021","May 10, 2021","Jan 31, 2021",,Paperback,view (with text),/book/show/51456746-disability-visibility
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear and Trembling,"Kierkegaard, Søren",,,B002RI97SO,177        pp,4.00,"26,329","Oct 16, 1843","Aug 29, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2021",,Kindle Edition,view,/book/show/18890405-fear-and-trembling
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fit Intuition: Listen to Your Body and Never Diet Again,"Carey, Pamela*",1735920517,9781735920511,B08RSKRFRK,383        pp,4.70,10,unknown,"Dec 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2021",,Kindle Edition,view,/book/show/56501751-fit-intuition
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Climate: A Very Short Introduction,"Maslin, Mark",0199641137,9780199641130,0199641137,152        pp,3.96,135,unknown,"Jul 24, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2021",,Paperback,view,/book/show/17070380-climate
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Book,"Jansson, Tove",,,B008LO2G40,186        pp,4.03,"39,198",1972,"Aug 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Kindle Edition,view,/book/show/18977795-the-summer-book
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pale Fire,"Nabokov, Vladimir",,,B0092JP94W,246        pp,4.17,"50,746",1962,"Aug 31, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Paperback,view,/book/show/7805.Pale_Fire
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,179","Sep 04, 2002","Sep 16, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2022","May 14, 2022","Jan 05, 2021",,Paperback,view,/book/show/2187.Middlesex
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Discipline and Punish: The Birth of the Prison,"Foucault, Michel",0679752552,9780679752554,0679752552,333        pp,4.23,"32,792",1975,"Apr 25, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2021",,Paperback,view,/book/show/80369.Discipline_and_Punish
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedagogy of the Oppressed,"Freire, Paulo",0826412769,9780826412768,0826412769,183        pp,4.30,"34,496",1968,"Sep 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2021",,Paperback,view,/book/show/72657.Pedagogy_of_the_Oppressed
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feminism Is for Everybody: Passionate Politics,"hooks, bell",0896086283,9780896086289,0896086283,123        pp,4.16,"23,930","Oct 01, 2000","Oct 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2021","May 18, 2021","Jan 05, 2021",,Paperback,view,/book/show/168484.Feminism_Is_for_Everybody
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,989,632","Aug 14, 2018","Aug 14, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Took me a while to get into it. Once quarter way in, I consumed it very fast. Mostly plot driven. I wish I liked the writing more. Full of romantic clTook me a while to get into it. Once quarter way in, I consumed it very fast. Mostly plot driven. I wish I liked the writing more. Full of romantic cliches and doesn’t surprise me in terms of gender roles and predictability. Giving it a 4 for a plot driven story that gave me appreciation of marsh nature but my soul wasn’t inspired or wrecked. ...more",Notes are private!,0,0,1,"Dec 20, 2020","Jan 06, 2021","Dec 20, 2020",,ebook,view (with text),/book/show/36809135-where-the-crawdads-sing
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Gathering of Shadows        (Shades of Magic, #2)","Schwab, V.E.*",0765376474,9780765376473,0765376474,512        pp,4.22,"196,260","Feb 23, 2016","Feb 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2020",,Hardcover,view,/book/show/20764879-a-gathering-of-shadows
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter        (Seasonal, #2)","Smith, Ali",0241207029,9780241207024,0241207029,322        pp,3.82,"21,172","Nov 02, 2017","Nov 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2021","Jan 29, 2021","Nov 29, 2020",,Hardcover,view,/book/show/34516974-winter
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Feelings: An Asian American Reckoning,"Hong, Cathy Park",1984820362,9781984820365,1984820362,209        pp,4.21,"39,634","Feb 25, 2020","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2021","May 13, 2021","Nov 19, 2020",,Hardcover,view,/book/show/52845775-minor-feelings
