,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jason's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",0345808002,9780345808004,0345808002,321        pp,4.00,"28,790","Apr 15, 2014","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2016",,Hardcover,view,/book/show/18339630-all-my-puny-sorrows
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",0345810198,9780345810199,0345810198,160        pp,3.81,"64,532",Oct 2015,"Oct 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Geez, I guess it’s been awhile—nine months since my last , in fact. I think the problem is this: the world has turned to shit. How can one allowGeez, I guess it’s been awhile—nine months since my last , in fact. I think the problem is this: the world has turned to shit. How can one allow himself the luxury of distraction when all the things that used to matter (e.g. facts, words, truth) no longer do? I feel as though...as though disconnecting from reality, even temporarily, is akin to complicity. Remember when you were taught that witnessing an evil act but doing nothing to stop it made you just as guilty as the one committing the wrongdoing? Well, broaden that concept and that pretty much sums up my life. I can’t do anything without worrying what horrible things are happening that I don’t know about, and which of course I need to know about, and ultimately do something about or else I’m a failure, which is clearly a vicious cycle because it is something over which I have no actual control—this shit is way too big for me to do anything about on my own, except to stew and seethe and writhe and tweet. So a few pages of a book, or a few minutes of a sitcom, is about all I afford myself. And not becauses I don’t want more! It’s just that...the world might be falling apart (and likely IS FALLING APART!!!1) and here I am reading about a couple of soul-suckers luring prey into their orisons and lacunas, whatever those are? What kind of person willingly gives up everything that has ever mattered to him just to lose himself in a fucking daydream?Except that’s just it. I’m stuck in this hyper-vigilant, wide-awake world where it’s high-octane coffee allthefuckingtime or else Earth implodes on my watch, so I’d super better be watching.About a month ago I got into a fight with this asshole who tried to tell me that I was making too much of things, that “none of this really affects me.” Jesus. AYFKM? I didn’t even know how to respond, partly because I wondered if he were right. What if all this stress, this fear, this expectation of impending doom, is nothing more than a manifestation of my own self-righteousness? Well, you know what? It isn’t. This is my world and my country and my goddam life, and it matters to me so therefore it affects me. And somehow I found the opportunity to distract myself just enough to read this tiny book and you know what? I liked it. Maybe this reading thing could actually go somewhere.(Little victories.)...more",Notes are private!,0,50,1,not set,"Feb 14, 2017","Jan 10, 2016",,Hardcover,view (with text),/book/show/25090558-slade-house
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream-Quest of Unknown Kadath,"Lovecraft, H.P.",,,B004GKN8SQ,77        pp,3.90,"8,153",May 1943,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 28, 2015",,Kindle Edition,view,/book/show/13117229-the-dream-quest-of-unknown-kadath
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,005","Jul 14, 2015","Jul 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 11, 2016","Dec 20, 2015",,Hardcover,view,/book/show/25489625-between-the-world-and-me
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master,"Tóibín, Colm",0743250419,9780743250412,B0013L4CSG,339        pp,3.84,"10,693","May 25, 2004","Apr 19, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2015",,Paperback,view,/book/show/43691.The_Master
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni’s Room,"Baldwin, James",,,,159        pp,4.32,"156,575","Jan 01, 1956",Jun 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2015",,Paperback,view,/book/show/38462.Giovanni_s_Room
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Mountains of Madness,"Lovecraft, H.P.",,,B001NEJYXG,116        pp,3.81,"53,622",1931,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Jan 18, 2016","Nov 21, 2015",,Kindle Edition,view,/book/show/6036115-at-the-mountains-of-madness
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,George's Marvellous Medicine,"Dahl, Roald",0224064908,9780224064903,0224064908,120        pp,4.03,"92,292","Jan 10, 1981",2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 01, 2015",,Hardcover,view,/book/show/74532.George_s_Marvellous_Medicine
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Executioner's Song,"Mailer, Norman",044658438X,9780446584388,044658438X,"1,109        pp",4.06,"21,718","Oct 30, 1979","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2015",,Paperback,view,/book/show/12855164-the-executioner-s-song
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Naked and the Dead,"Mailer, Norman",0312265050,9780312265052,0312265050,721        pp,3.94,"25,415",1948,"Aug 28, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2020","May 06, 2022","Oct 25, 2015",,Paperback,view,/book/show/12467.The_Naked_and_the_Dead
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ficciones,"Borges, Jorge Luis",0802130305,9780802130303,0802130305,174        pp,4.42,"67,792",1944,"Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2015",,Paperback,view,/book/show/426504.Ficciones
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Cities,"Calvino, Italo",0156453800,9780156453806,0156453800,165        pp,4.12,"83,833","Nov 03, 1972",1974,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2015",,Paperback,view,/book/show/9809.Invisible_Cities
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,244        pp,4.05,"960,056",Jan 1963,"Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2015",,Paperback,view,/book/show/395040.The_Bell_Jar
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other,"Tryon, Thomas",1590175832,9781590175835,1590175832,258        pp,3.98,"22,031",1971,"Oct 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A stranger on the Internet instructed me to  this book, so I guess I’ll do as I’m told.This book is okay. Actually, the second half of this bookA stranger on the Internet instructed me to  this book, so I guess I’ll do as I’m told.This book is okay. Actually, the second half of this book is great, but still not great enough to resurrect the full work to anywhere beyond its three-star label of mediocrity.Often with mystery novels there is a slow but steady build of intensity, a momentum that gathers in a such a way that the reader remains riveted to the end. That occurs here, as well, so I don’t ascribe my disappointment with the first half of the book to any lack of momentum on its part. Instead, I think I was turned off by the writing. In fact, I’d say that the plot drive in the second half was so well executed that it overcame what I would otherwise have to describe as naïve, whimsical writing. But in the author’s defense, he was (at the time of this book’s initial publication, anyway) a naïve writer. The Other was Thomas Tryon’s first novel, written after having spent much of his early adulthood as a Hollywood film actor.The Other is a frame story, but the identity of the narrator is unknown until the book’s denouement. The story involves two twin boys, one of whom is a vicious evildoer while the other acts as his doe-eyed apostle. Of course, every evil deed performed is accompanied by telling amounts of circumstantial ambiguity so one could probably see “The Big Reveal” coming a mile away, especially if he’s seen enough M. Night Shyamalan films. Still, the reveal (and the events which occur after it) are well executed, as I stated earlier, which makes this book—all being said—ok....more",Notes are private!,0,32,1,not set,"Nov 13, 2015","Sep 18, 2015",,Paperback,view (with text),/book/show/13414715-the-other
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brokeback Mountain,"Proulx, Annie",,,,36        pp,3.99,"44,259","Oct 13, 1997","Oct 13, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Aug 13, 2015","Aug 13, 2015",,,view,/book/show/304800.Brokeback_Mountain
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James and the Giant Peach,"Dahl, Roald",0375814248,9780375814242,0375814248,176        pp,4.03,"473,397",Nov 1961,"Sep 10, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 13, 2015",,Hardcover,view,/book/show/6689.James_and_the_Giant_Peach
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twits,"Dahl, Roald",0141318309,9780141318301,0141318309,96        pp,3.97,"143,993",1980,"Jun 24, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 13, 2015",,Paperback,view,/book/show/31456.The_Twits
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regeneration        (Regeneration #1),"Barker, Pat",0452270073,9780452270077,B007CIP846,251        pp,4.02,"31,071","May 30, 1991","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2015",,Paperback,view,/book/show/769808.Regeneration
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,310","Mar 10, 2015","Mar 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Aug 12, 2017","Jul 29, 2015",,Hardcover,view,/book/show/22822858-a-little-life
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lila        (Gilead, #3)","Robinson, Marilynne",0374187614,9780374187613,0374187614,261        pp,3.95,"33,315","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Hardcover,view,/book/show/20575411-lila
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home        (Gilead, #2)","Robinson, Marilynne",0374299102,9780374299101,0374299102,325        pp,4.04,"27,636","Sep 02, 2008","Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Hardcover,view,/book/show/2924318-home
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,439","Mar 01, 1980","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Paperback,view,/book/show/11741.Housekeeping
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilead,"Robinson, Marilynne",0374153892,9780374153892,0374153892,247        pp,3.85,"110,303","Oct 28, 2004","Oct 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Hardcover,view,/book/show/77509.Gilead
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sounder,"Armstrong, William H.",0064400204,9780064400206,0064400204,116        pp,3.97,"30,333","Oct 08, 1969","Dec 30, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 20, 2015",,Paperback,view,/book/show/598117.Sounder
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",,,B00HWGLYHI,274        pp,3.86,"92,595","Jun 03, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Oct 18, 2015","Jun 19, 2015",,Kindle Edition,view,/book/show/22032840-euphoria
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",,,,301        pp,4.03,"73,807","Oct 04, 1999","Oct 04, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2015",,Hardcover,view,/book/show/1412050.Plainsong
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Canterville Ghost,"Wilde, Oscar",1558586113,9781558586116,1558586113,44        pp,3.88,"61,453",1887,"Nov 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 19, 2015",,Paperback,view,/book/show/779002.The_Canterville_Ghost
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Day Road,"Boyden, Joseph",0670034312,9780670034314,0670034312,354        pp,4.29,"24,675","Mar 17, 2005","May 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2015",,Hardcover,view,/book/show/1542683.Three_Day_Road
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Day’s Journey into Night,"O'Neill, Eugene",0300093055,9780300093056,0300093055,179        pp,4.05,"40,784",1956,"Mar 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2015",,Paperback,view,/book/show/12083.Long_Day_s_Journey_into_Night
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shantaram,"Roberts, Gregory David*",0312330529,9780312330521,0312330529,936        pp,4.27,"216,102",2003,"Oct 13, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jan 23, 2015",,Hardcover,view,/book/show/816555.Shantaram
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",1443434868,9781443434867,1443434868,333        pp,4.07,"517,946","Aug 26, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2014",,Paperback,view,/book/show/22662956-station-eleven
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"Munroe, Randall*",0544456866,9780544456860,0544456866,303        pp,4.14,"176,119","Sep 02, 2014","Sep 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Feb 23, 2015","Dec 22, 2014",,Paperback,view,/book/show/21911759-what-if
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Requiem for a Dream,"Selby Jr., Hubert",,,B006D23DBW,292        pp,4.11,"60,362",1978,"Dec 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 20, 2014",,Kindle Edition,view,/book/show/19715938-requiem-for-a-dream
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The End        (My Struggle, #6)","Knausgård, Karl Ove",,,,"1,160        pp",4.14,"6,119",2011,Sep 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2014",,Paperback,view,/book/show/33757250-the-end
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Rain Must Fall,"Knausgård, Karl Ove",0345815548,9780345815545,0345815548,672        pp,4.42,"9,708","Jun 15, 2010","Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 28, 2014",,Hardcover,view,/book/show/25776012-some-rain-must-fall
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dancing in the Dark        (My Struggle, #4)","Knausgård, Karl Ove",1846557259,9781846557255,1846557259,560        pp,4.22,"11,684","Feb 24, 2010","Apr 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2014",,Paperback,view,/book/show/22856250-dancing-in-the-dark
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Boyhood Island        (My Struggle, #3)","Knausgård, Karl Ove",1846557232,9781846557231,1846557232,480        pp,4.18,"13,740",2009,"Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2014",,Paperback,view,/book/show/18132698-boyhood-island
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Man in Love        (My Struggle, #2)","Knausgård, Karl Ove",1846554705,9781846554704,1846554705,523        pp,4.33,"21,327",Oct 2009,"Apr 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2014",,Paperback,view,/book/show/16113751-a-man-in-love
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Death in the Family        (My Struggle, #1)","Knausgård, Karl Ove",1846554675,9781846554674,1846554675,400        pp,4.09,"44,281",2009,"Apr 09, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2014",,Hardcover,view,/book/show/12248193-a-death-in-the-family
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bird Box        (Bird Box, #1)","Malerman, Josh*",,,,262        pp,4.04,"188,970","Mar 27, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2014",,Hardcover,view,/book/show/18498558-bird-box
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crimson Petal and the White,"Faber, Michel",015100692X,9780151006922,015100692X,838        pp,3.88,"43,437","Apr 10, 2002","Sep 16, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2014",,Hardcover,view,/book/show/780911.The_Crimson_Petal_and_the_White
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who's Afraid of Virginia Woolf?,"Albee, Edward",0451218590,9780451218599,0451218590,272        pp,4.06,"69,665","Jan 01, 1962","Aug 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Nov 16, 2014","Oct 31, 2014",,Paperback,view,/book/show/14940.Who_s_Afraid_of_Virginia_Woolf_
