,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rachel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice",0593534565,9780593534564,0593534565,382        pp,4.55,"21,359","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/59948520-in-memoriam
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Running Grave        (Cormoran Strike, #7)","Galbraith, Robert",0316572101,9780316572101,0316572101,960        pp,4.62,"65,749","Sep 26, 2023","Sep 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another really good read in this series, although I still wish the author had a no-nonsense editor who could say, ""I don't care if you are J.K. RowlinAnother really good read in this series, although I still wish the author had a no-nonsense editor who could say, ""I don't care if you are J.K. Rowling, the book is too long!""...more",Notes are private!,0,2,1,"Mar 06, 2024","Mar 17, 2024","Mar 06, 2024",,Hardcover,view (with text),/book/show/139399948-the-running-grave
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unruly: The Ridiculous History of England's Kings and Queens,"Mitchell, David",0593728491,9780593728499,B0C4SNV366,433        pp,4.19,"9,313","Sep 28, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very amusing. I understand why he finished the book with Elizabeth I, but I really want more of his irreverent humour.",Notes are private!,0,2,1,"Mar 03, 2024","Mar 05, 2024","Mar 03, 2024",,ebook,view (with text),/book/show/152034931-unruly
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,172","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book a bit strange, almost surreal, but very readable. In fact I enjoyed it very much.",Notes are private!,0,2,1,"Feb 26, 2024","Mar 03, 2024","Feb 26, 2024",,Hardcover,view (with text),/book/show/45754981-the-glass-hotel
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Every Morning the Way Home Gets Longer and Longer,"Backman, Fredrik*",,,B01INMZKD8,97        pp,4.33,"92,569","Aug 24, 2015","Nov 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As usual, Backman writes beautifully and poignantly.",Notes are private!,0,3,1,"Feb 26, 2024","Feb 27, 2024","Feb 26, 2024",,Kindle Edition,view (with text),/book/show/31373633-and-every-morning-the-way-home-gets-longer-and-longer
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Corpse Played Dead        (Lizzie Hardwicke, #2)","Clarke, Georgina*",,,B07SC6MN1D,350        pp,4.32,350,"Aug 19, 2019","Aug 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2024",,Kindle Edition,view,/book/show/46140579-the-corpse-played-dead
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death and the Harlot        (Lizzie Hardwicke, #1)","Clarke, Georgina*",,,B07NBJKVZM,296        pp,4.13,512,"May 13, 2019","May 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lizzie is a prostitute in 18th century London. When a former client of hers is murdered, the Bow Street Runners suspect Lizzie, so she decides to findLizzie is a prostitute in 18th century London. When a former client of hers is murdered, the Bow Street Runners suspect Lizzie, so she decides to find out for herself what happened.This was a really good historical mystery and I look forward to reading the sequel....more",Notes are private!,0,1,1,"Feb 23, 2024","Feb 24, 2024","Feb 23, 2024",,Kindle Edition,view (with text),/book/show/43923902-death-and-the-harlot
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Close Your Eyes        (DCI Tom Douglas, #10)","Abbott, Rachel*",1999943740,9781999943745,1999943740,403        pp,4.42,"11,483","Feb 11, 2021","Feb 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another good read in this series (and no silly ending, thank goodness).",Notes are private!,0,1,1,"Feb 18, 2024","Feb 19, 2024","Feb 18, 2024",,Paperback,view (with text),/book/show/56248888-close-your-eyes
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shape of Darkness,"Purcell, Laura*",152660258X,9781526602589,152660258X,416        pp,3.84,"4,976","Jan 21, 2021","Jan 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/53814737-the-shape-of-darkness
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Checkmate        (The Lymond Chronicles, #6)","Dunnett, Dorothy",0140282386,9780140282382,0140282386,672        pp,4.70,"3,627",1975,"Feb 02, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel bereft after finishing the last book in this amazing, complicated series. The obvious next step is to read the Niccolo Rising series, but I neeI feel bereft after finishing the last book in this amazing, complicated series. The obvious next step is to read the Niccolo Rising series, but I need a rest first....more",Notes are private!,0,1,1,"Feb 11, 2024","Feb 26, 2024","Feb 11, 2024",,Paperback,view (with text),/book/show/1011364.Checkmate
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akin,"Donoghue, Emma*",,,,352        pp,3.68,"15,722","Sep 03, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable story of family and intergenerational relationships. There are mysteries from the past to solve too. It's quite slow paced, but I liked tAn enjoyable story of family and intergenerational relationships. There are mysteries from the past to solve too. It's quite slow paced, but I liked the characters and hence the read....more",Notes are private!,0,1,1,"Feb 10, 2024","Feb 17, 2024","Feb 10, 2024",,Hardcover,view (with text),/book/show/43209291-akin
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Remains        (The Family Upstairs, #2)","Jewell, Lisa*",1982178892,9781982178895,1982178892,452        pp,3.89,"120,686","Jul 26, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At first I had problems remembering what happened in The Family Upstairs, but there was enough information to jog my memory and then I thoroughly enjoAt first I had problems remembering what happened in The Family Upstairs, but there was enough information to jog my memory and then I thoroughly enjoyed this story and couldn't put it down.4.5 stars....more",Notes are private!,0,2,1,"Feb 09, 2024","Feb 10, 2024","Feb 09, 2024",,Hardcover,view (with text),/book/show/58855185-the-family-remains
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River We Remember,"Krueger, William Kent*",198217921X,9781982179212,198217921X,421        pp,4.32,"46,448","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/101160844-the-river-we-remember
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mysterious Affair at Styles        (Hercule Poirot, #1)","Christie, Agatha",1734452595,9781734452594,1734452595,174        pp,4.00,"423,388","Jan 01, 1920","Jan 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first Poirot book. It's a good thing that Hastings is so clueless, as it gives the opportunity for Poirot to explain the very complicated plot.The first Poirot book. It's a good thing that Hastings is so clueless, as it gives the opportunity for Poirot to explain the very complicated plot....more",Notes are private!,0,4,1,Feb 2024,"Feb 03, 2024","Feb 01, 2024",,Paperback,view (with text),/book/show/52843028-the-mysterious-affair-at-styles
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,TIME'S PRISONER,"Gillard, Linda*",,,B0CR7XXGXS,278        pp,4.66,29,unknown,"Feb 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Kindle Edition,view,/book/show/204554947-time-s-prisoner
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ringed Castle        (The Lymond Chronicles, #5)","Dunnett, Dorothy",,,,557        pp,4.58,"3,540",1971,"Feb 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not quite up to the perfection of the last two books, but it was still a really, really good read.4.5 stars.",Notes are private!,0,1,1,"Jan 31, 2024","Feb 11, 2024","Jan 31, 2024",,Paperback,view (with text),/book/show/351200.The_Ringed_Castle
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dreaming of the Bones        (Duncan Kincaid & Gemma James, #5)","Crombie, Deborah*",0061150401,9780061150401,0061150401,355        pp,4.09,"10,492",1997,"Jan 30, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To begin with I thought this was going to be another murder that appeared to be suicide like in one of the previous books and thought, ""You can't do tTo begin with I thought this was going to be another murder that appeared to be suicide like in one of the previous books and thought, ""You can't do this again"". It actually went in a completely different direction though and was a thoroughly good read....more",Notes are private!,0,3,1,"Jan 27, 2024","Feb 13, 2024","Jan 27, 2024",,Mass Market Paperback,view (with text),/book/show/573127.Dreaming_of_the_Bones
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Right Behind You        (DCI Tom Douglas, #9)","Abbott, Rachel*",,,B082SWCGG5,400        pp,4.33,"9,988","Jan 16, 2020","Jan 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another page-turner in this series, slightly let down by a ridiculous ending.",Notes are private!,0,3,1,"Jan 24, 2024","Jan 25, 2024","Jan 24, 2024",,Kindle Edition,view (with text),/book/show/49203629-right-behind-you
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pawn in Frankincense        (The Lymond Chronicles, #4)","Dunnett, Dorothy",0140282467,9780140282467,0140282467,486        pp,4.62,"3,905",1969,1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was exhausting to read - non-stop action and anguish, so good though.",Notes are private!,0,1,1,"Jan 18, 2024","Jan 31, 2024","Jan 18, 2024",,Paperback,view (with text),/book/show/1817840.Pawn_in_Frankincense
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lamplighters,"Stonex, Emma*",1529047358,9781529047356,1529047358,358        pp,3.53,"24,623","Mar 04, 2021","Apr 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed this story of three lighthouse keepers who disappeared mysteriously in 1972 and then we catch up with their families in 1992.DifferenI really enjoyed this story of three lighthouse keepers who disappeared mysteriously in 1972 and then we catch up with their families in 1992.Different and compelling....more,Notes are private!,0,3,1,"Jan 17, 2024","Jan 23, 2024","Jan 17, 2024",,Paperback,view (with text),/book/show/59993792-the-lamplighters
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mourn Not Your Dead        (Duncan Kincaid & Gemma James, #4)","Crombie, Deborah*",0060789573,9780060789572,0060789573,310        pp,4.05,"8,701",1996,"Oct 25, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Our main characters are investigating the death of a senior police officer in this one, as well as trying to figure out their personal relationship.GrOur main characters are investigating the death of a senior police officer in this one, as well as trying to figure out their personal relationship.Great story and characters....more",Notes are private!,0,3,1,"Jan 14, 2024","Jan 18, 2024","Jan 14, 2024",,Mass Market Paperback,view (with text),/book/show/211144.Mourn_Not_Your_Dead
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Let Me Go        (Archie Sheridan & Gretchen Lowell, #6)","Cain, Chelsea*",0312619812,9780312619817,0312619812,358        pp,4.02,"9,254","Aug 13, 2013","Aug 13, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Quite an exciting read, but I'm glad this was the last in the series - it was getting a bit tedious and repetitive - and Gretchen is**spoiler alert** Quite an exciting read, but I'm glad this was the last in the series - it was getting a bit tedious and repetitive - and Gretchen is still on the run!...more",Notes are private!,0,2,1,"Jan 08, 2024","Jan 21, 2024","Jan 08, 2024",,Hardcover,view (with text),/book/show/16044959-let-me-go
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",0063025280,9780063025288,0063025280,368        pp,4.08,"101,479","Jul 22, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I did enjoy this book, it's often described as 'heartwarming' and in parts it is, but there are darker themes, in particular, mental**spoiler alert** I did enjoy this book, it's often described as 'heartwarming' and in parts it is, but there are darker themes, in particular, mental health and suicide which I don't think are taken seriously enough. Not everything can be made better with a good book and a cup of chai.Oh, and working in a library does not necessarily make you a librarian....more",Notes are private!,0,3,1,"Jan 07, 2024","Jan 09, 2024","Jan 07, 2024",,Hardcover,view (with text),/book/show/55276648-the-reading-list
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,635","Jun 22, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great story about love, friendship and being young. I really enjoyed it.",Notes are private!,0,2,1,"Mar 29, 2024","Mar 30, 2024","Jan 02, 2024",,Hardcover,view (with text),/book/show/63094957-the-rachel-incident
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Executioner        (Robert Hunter, #2)","Carter, Chris",1847375391,9781847375391,1847375391,472        pp,4.38,"20,799","Jul 01, 2010",Jun 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/8544259-the-executioner
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sentence is Death        (Hawthorne & Horowitz, #2)","Horowitz, Anthony*",,,,373        pp,3.97,"41,133",Nov 2018,"Nov 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very enjoyable, very tangled mystery featuring the curious partnership between Hawthorn and Horrowitz. I'm looking forward to reading the next one.A very enjoyable, very tangled mystery featuring the curious partnership between Hawthorn and Horrowitz. I'm looking forward to reading the next one....more",Notes are private!,0,5,1,Jan 2024,"Jan 02, 2024","Jan 01, 2024",,Kindle Edition,view (with text),/book/show/39913740-the-sentence-is-death
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Constable on the Hill        (Constable Nick Mystery, #1)","Rhea, Nicholas",1789313627,,B085F2SPR8,206        pp,3.83,"3,490",1979,"Mar 11, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An undemanding read reminiscent of James Herriott. I enjoyed it, apart from some animal cruelty and a few digs at socialism.",Notes are private!,0,3,1,"Dec 31, 2023","Dec 31, 2023","Dec 31, 2023",,Kindle Edition,view (with text),/book/show/52255282-constable-on-the-hill
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Matters in Jane Austen?: Twenty Crucial Puzzles Solved,"Mullan, John",1620400413,9781620400418,1620400413,342        pp,3.96,"2,564","Jun 07, 2012","Jan 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lots of interesting discussions about Jane Austen's books: if you want to know the answers to such questions as 'Why is it risky to go to the seaside?Lots of interesting discussions about Jane Austen's books: if you want to know the answers to such questions as 'Why is it risky to go to the seaside?' 'Why is the weather important?' or 'Is there any sex in Jane Austen?' you need go no further than this book....more,Notes are private!,0,1,1,"Dec 30, 2023","Jan 07, 2024","Dec 30, 2023",,Hardcover,view (with text),/book/show/15793663-what-matters-in-jane-austen
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",1416524304,9781416524304,1416524304,272        pp,3.99,"721,558",1974,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stephen King's debut novel and very good it is too. Disturbing, but always entertaining.Stephen King's debut novel and very good it is too. Disturbing, but always entertaining....more",Notes are private!,0,4,1,"Dec 30, 2023","Dec 31, 2023","Dec 30, 2023",,Mass Market Paperback,view (with text),/book/show/10592.Carrie
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leave the Grave Green        (Duncan Kincaid & Gemma James, #3)","Crombie, Deborah*",0060789557,9780060789558,0060789557,304        pp,3.94,"9,584",1995,"Jul 26, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Deborah Crombie is American and she writes British police procedurals. Unlike Elizabeth George, she gets it exactly right and you really can't tell.Deborah Crombie is American and she writes British police procedurals. Unlike Elizabeth George, she gets it exactly right and you really can't tell....more",Notes are private!,0,1,1,"Dec 26, 2023","Dec 29, 2023","Dec 26, 2023",,Mass Market Paperback,view (with text),/book/show/211143.Leave_the_Grave_Green
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Shall Be Well        (Duncan Kincaid & Gemma James, #2)","Crombie, Deborah*",0060534397,9780060534394,0060534397,268        pp,3.93,"11,781",1994,"Feb 24, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this one. A really good police drama. It's the second in a series and I want to know more about these characters, so it won't be longI really enjoyed this one. A really good police drama. It's the second in a series and I want to know more about these characters, so it won't be long before I read more....more",Notes are private!,0,1,1,"Dec 20, 2023","Dec 22, 2023","Dec 20, 2023",,Mass Market Paperback,view (with text),/book/show/211142.All_Shall_Be_Well
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Younger Wife,"Hepworth, Sally*",1250229618,9781250229618,1250229618,346        pp,3.80,"90,857","Oct 26, 2021","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I do enjoy a story of complicated family relationships and this family is more complicated than most. Another compulsive read from Sally Hepworth.,Notes are private!,0,1,1,"Dec 18, 2023","Dec 20, 2023","Dec 18, 2023",,Hardcover,view (with text),/book/show/57693338-the-younger-wife
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Case Study,"Burnet, Graeme Macrae",1913393194,9781913393199,1913393194,278        pp,3.62,"8,505","Oct 07, 2021","Oct 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a bit of a strange one. Set in London in the 1960's, a young woman visits a psychotherapist under an alias because she believes he had somethThis was a bit of a strange one. Set in London in the 1960's, a young woman visits a psychotherapist under an alias because she believes he had something to do with her sister's suicide. As it goes on, it becomes less clear as to what is actually happening and the ending was a bit weak.Having said that, I did quite enjoy reading it. I'm not sure I would read another by the same author though.3.5 stars....more",Notes are private!,0,1,1,"Dec 15, 2023","Dec 16, 2023","Dec 15, 2023",,Hardcover,view (with text),/book/show/57539677-case-study
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shape of Lies        (DCI Tom Douglas, #8)","Abbott, Rachel*",,,B07MJBP898,329        pp,4.29,"8,804","Feb 19, 2019","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As usual with this series, the whole thing is very unlikely, but very entertaining.",Notes are private!,0,1,1,"Dec 14, 2023","Dec 15, 2023","Dec 14, 2023",,Kindle Edition,view (with text),/book/show/43528288-the-shape-of-lies
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hercule Poirot's Christmas        (Hercule Poirot, #20)","Christie, Agatha",0007120699,9780007120697,0007120699,335        pp,3.98,"84,288","Dec 19, 1938","Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not a Christmassy read, despite the title, just an excuse to get all the members of a family together in one house and of course, a murder occurs.ClasNot a Christmassy read, despite the title, just an excuse to get all the members of a family together in one house and of course, a murder occurs.Classic Poirot and very entertaining....more",Notes are private!,0,1,1,"Dec 14, 2023","Dec 18, 2023","Dec 14, 2023",,Paperback,view (with text),/book/show/16349.Hercule_Poirot_s_Christmas
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crow Lake,"Lawson, Mary",0385337639,9780385337632,0385337639,320        pp,4.00,"24,903",2002,"Jan 13, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An excellent character-driven story, set in Canada, about a family and what happens after tragedy strikes with short and long-term consequences.",Notes are private!,0,1,1,"Dec 09, 2023","Dec 14, 2023","Dec 09, 2023",,Paperback,view (with text),/book/show/8646.Crow_Lake
