,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tundra's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Confession,"Burton, Jessie",,,,unknown,3.92,"17,285","Sep 19, 2019","Sep 19, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars. I was certainly interested to see where this story led and Burton was able to sustain my interest in the mystery but ultimately I felt the 3.5 stars. I was certainly interested to see where this story led and Burton was able to sustain my interest in the mystery but ultimately I felt the resolution was a bit uninspiring. The characters are originally well written but (mostly) showed little development or personal growth and were quite unlikeable. Connie is controlling and manipulative and Elise is a bit spineless and pathetic. It’s not that characters need to be liked but that I want them to develop in some way. Rose does show some change but really this was very late in the story and part of the uninspiring ending. It was an interesting plot/journey but fizzed out at the end....more,Notes are private!,0,4,1,"Jan 26, 2022","Feb 09, 2022","Jan 26, 2022",,Audible Audio,view (with text),/book/show/52288747-the-confession
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Shadow: A Life of Patricia Highsmith,"Wilson, Andrew",140881157X,9781408811573,B003S3R82O,687        pp,4.03,831,"Jun 02, 2003",unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 19, 2022","Jan 23, 2022","Jan 19, 2022",,Kindle Edition,view,/book/show/11904261-beautiful-shadow
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cherry Blossoms,"Hooper, Kim*",1684421764,9781684421763,1684421764,336        pp,4.25,208,"Oct 30, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2022",,Paperback,view,/book/show/39791770-cherry-blossoms
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,123","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2022",,Hardcover,view,/book/show/57739876-to-paradise
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Friendship Followed Me Home,"Griffin, Paul*",,,,240        pp,4.22,"3,922","Jun 07, 2016","Jun 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2022",,,view,/book/show/26813380-when-friendship-followed-me-home
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O,"Carroll, Steven",1460711068,9781460711064,,320        pp,3.78,161,"Feb 03, 2021","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,ebook,view,/book/show/54882490-o
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Imitator,"Starford, Rebecca",1760529796,9781760529796,1760529796,344        pp,3.37,"2,509","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Paperback,view,/book/show/55340061-the-imitator
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman in the Polar Night,"Ritter, Christiane",1553655400,9781553655404,1553655400,224        pp,4.26,"2,085",1938,"Mar 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Paperback,view,/book/show/8266886-a-woman-in-the-polar-night
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play It As It Lays,"Didion, Joan",0553029894,9780553029895,B0037V93BQ,213        pp,3.92,"67,103",1970,1972,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Mass Market Paperback,view,/book/show/26035553-play-it-as-it-lays
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,927","Aug 26, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Hardcover,view,/book/show/20170404-station-eleven
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tirra Lirra by the River,"Anderson, Jessica",0330359711,9780330359719,0330359711,202        pp,3.72,"1,375",1978,1977,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,Paperback,view,/book/show/10303492-tirra-lirra-by-the-river
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,"Perry, Imani",0062977407,9780062977403,0062977407,410        pp,3.97,"6,414","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,Hardcover,view,/book/show/55276620-south-to-america
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nine: The True Story of a Band of Women Who Survived the Worst of Nazi Germany,"Strauss, Gwen*",125023929X,9781250239297,125023929X,336        pp,4.28,"4,365","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2022",,Hardcover,view,/book/show/54860488-the-nine
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anything is Possible,"Strout, Elizabeth*",,,B06XTBZ5LW,9        pp,3.78,"66,297","Apr 27, 2017","May 04, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another gem from Strout. She has a beautiful way of exploring the possibilities, positives and hope in the sadness and mundanity of everyday life of pAnother gem from Strout. She has a beautiful way of exploring the possibilities, positives and hope in the sadness and mundanity of everyday life of people on the fringe....more",Notes are private!,0,3,1,Jan 2022,"Jan 09, 2022","Jan 01, 2022",,Audible Audio,view (with text),/book/show/35649902-anything-is-possible
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Time of the Butterflies,"Alvarez, Julia*",1565129768,9781565129764,1565129768,337        pp,4.15,"71,766",1994,"Apr 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Paperback,view,/book/show/45013993-in-the-time-of-the-butterflies
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician,"Tóibín, Colm",1476785082,9781476785080,1476785082,498        pp,4.03,"15,417","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book had me enthralled. I’ve never read a Thomas Mann novel and yet I was glued to the page. This is a family that pushed the boundaries in so maThis book had me enthralled. I’ve never read a Thomas Mann novel and yet I was glued to the page. This is a family that pushed the boundaries in so many directions.While the character of Mann talks about how he writes long convoluted sentences that hint and suggest Toibin writes with a style that conveys atmosphere and meaning with smooth easy to read narration. This is not to say this is simplistic, there is thoughtful analysis of the complex situation Mann was placed in - his heritage and love of German art, music and culture versus his despair at the blind acceptance of Hitler and his regime of terror. Mann often seemed to be caught in situations where he would be condemned regardless of his actions. Definitely recommended for anyone interested in 20th century European history and writers....more",Notes are private!,0,5,1,"Apr 11, 2022","Apr 22, 2022","Dec 31, 2021",,Hardcover,view (with text),/book/show/56897459-the-magician
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",1529074509,9781529074505,1529074509,403        pp,3.84,"97,370","May 03, 2022",May 2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF at about 40%. Unfortunately I could not sustain sufficient interest in this to persevere. Finance and stock markets are really just not topics I eDNF at about 40%. Unfortunately I could not sustain sufficient interest in this to persevere. Finance and stock markets are really just not topics I enjoy reading about. The novel was slow to begin but once it got to actually talking about the characters I thought I would be fine but sadly that part of the novel concluded and it was back to more finance and stock markets. ...more,Notes are private!,0,1,1,"Sep 08, 2022","Sep 15, 2022","Dec 28, 2021",,Paperback,view (with text),/book/show/60788338-trust
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,137","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some thought provoking ideas and a maze of plotting and characters that will take me some time to process and unravel. I think I’ll need discussion anSome thought provoking ideas and a maze of plotting and characters that will take me some time to process and unravel. I think I’ll need discussion and probably a reread before I’m close to appreciating this. ...more,Notes are private!,0,3,1,May 2022,"May 15, 2022","Dec 28, 2021",,Hardcover,view (with text),/book/show/58437521-the-candy-house
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life in France,"Child, Julia",1400043468,9781400043460,B0027IQBC4,336        pp,4.16,"89,743",2006,"Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Hardcover,view,/book/show/5084.My_Life_in_France
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Capital,"Kawabata, Yasunari",1593760329,9781593760328,1593760329,160        pp,3.74,"6,408",1962,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2021",,Paperback,view,/book/show/14034.The_Old_Capital
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathe,"Oates, Joyce Carol",006308547X,9780063085473,006308547X,384        pp,2.94,"1,394","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. This was a raw and emotional read. The grief associated with losing a spouse was palpable. How will I go on? The guilt of resuming life? Wh3.5 stars. This was a raw and emotional read. The grief associated with losing a spouse was palpable. How will I go on? The guilt of resuming life? Who will care or understand if anything happens to me or share my memories?This is a book that I certainly would not recommend to some people. It is slow moving, sad, sad and very intense but also a story of absolute love....more",Notes are private!,0,0,1,"Dec 21, 2021","Dec 25, 2021","Dec 21, 2021",,Hardcover,view (with text),/book/show/56755557-breathe
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Balkan Trilogy,"Manning, Olivia",1786091569,9781786091567,1786091569,"1,040        pp",4.16,"2,616",1960,"Mar 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2021",,Paperback,view,/book/show/55663573-the-balkan-trilogy
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Hill House,"Jackson, Shirley",9781445836,,,283        pp,3.82,"303,270","Oct 16, 1959",2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I can see how this may have inspired more recent writers of horror. The personification of the house and Eleanor’s descent into “madness” were well wrI can see how this may have inspired more recent writers of horror. The personification of the house and Eleanor’s descent into “madness” were well written but it didn’t really feel like there were any unexpected twists or turns....more,Notes are private!,0,2,1,"Dec 18, 2021","Dec 21, 2021","Dec 18, 2021",,Paperback,view (with text),/book/show/16132769-the-haunting-of-hill-house
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City of Mist,"Ruiz Zafón, Carlos",192245818X,9781922458186,192245818X,288        pp,3.97,"17,174",2020,"Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2021",,Paperback,view,/book/show/58420939-the-city-of-mist
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Story,"Behrendt, Larissa",0702263311,9780702263316,0702263311,360        pp,4.08,"4,404","Jul 02, 2021","Jul 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Paperback,view,/book/show/56886129-after-story
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grass Hotel,"Sherborne, Craig",192245835X,9781922458353,192245835X,208        pp,3.55,29,unknown,"Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2021",,Paperback,view,/book/show/59043401-the-grass-hotel
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Copenhagen Trilogy: Childhood – Youth – Dependency,"Ditlevsen, Tove",,,B088DQXC5R,371        pp,4.37,"14,628",1967,"Jan 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reviewed as separate titles.,Notes are private!,0,4,1,not set,not set,"Nov 23, 2021",,Kindle Edition,view (with text),/book/show/56442303-the-copenhagen-trilogy
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Beautiful We Were,"Mbue, Imbolo*",0593132424,9780593132425,0593132424,364        pp,3.95,"16,537","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Hardcover,view,/book/show/51794532-how-beautiful-we-were
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True History of the Kelly Gang,"Carey, Peter",,9780655656623,,unknown,3.83,"22,795",2000,2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,While this is a story that many people in Australia have grown up knowing Carey brings an exciting depth and intricacy to the unfolding of Ned Kelley’While this is a story that many people in Australia have grown up knowing Carey brings an exciting depth and intricacy to the unfolding of Ned Kelley’s life. He doesn’t seek to label hero or villain but explores the enormous complexity faced by impoverished white settlers and the legacy of law enforcement that followed these people to Australia. The ending is dramatic and gripping despite knowing full well what is about to unfold....more,Notes are private!,0,3,1,"Nov 22, 2021","Jan 23, 2022","Nov 22, 2021",,Audiobook,view (with text),/book/show/55150682-true-history-of-the-kelly-gang
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mouth to Mouth,"Wilson, Antoine*",198218180X,9781982181802,198218180X,179        pp,3.67,"15,396","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Hardcover,view,/book/show/58438631-mouth-to-mouth
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,511","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2021",,Hardcover,view,/book/show/54626223-harlem-shuffle
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortune Men,"Mohamed, Nadifa",0241466946,9780241466940,0241466946,315        pp,3.81,"4,957","May 27, 2021","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2021",,Hardcover,view,/book/show/55592200-the-fortune-men
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot Milk,"Levy, Deborah",1620406691,9781620406694,1620406691,218        pp,3.47,"29,594","Jan 01, 2015","Jul 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant and mesmerising but also very strange. While I was laughing at some scenes I also felt pity for some of the characters and annoyance at the Brilliant and mesmerising but also very strange. While I was laughing at some scenes I also felt pity for some of the characters and annoyance at the manipulations of others. This certainly requires a longer digestion....more,Notes are private!,0,5,1,"Nov 06, 2021","Nov 10, 2021","Nov 06, 2021",,Hardcover,view (with text),/book/show/26883528-hot-milk
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Books of Jacob,"Tokarczuk, Olga",0593087488,9780593087480,0593087488,965        pp,4.03,"7,914","Oct 23, 2014","Feb 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 07, 2022","Apr 06, 2022","Nov 03, 2021",,Hardcover,view,/book/show/58276619-the-books-of-jacob
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,601","Nov 09, 2021","Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love how Erdrich can create depth, breadth and balance in her characters. There is humour, anxiety and kindness in abundance and always an unexpecteI love how Erdrich can create depth, breadth and balance in her characters. There is humour, anxiety and kindness in abundance and always an unexpected plot. This is probably my front runner for the Womens Prize for Fiction, but a close contender with Elif Safak and The Island of Missing Trees. This novel probably will be appreciated by people who are lovers of books and words....more",Notes are private!,0,5,1,"May 24, 2022","May 31, 2022","Nov 02, 2021",,Hardcover,view (with text),/book/show/56816904-the-sentence
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eyrie,"Winton, Tim",,9781486206209,,79        pp,3.60,"6,755",2013,"Oct 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book felt familiar and that I may have read it previously and forgotten. I’ve now realised it is my own familiarity with the locations I thought this book felt familiar and that I may have read it previously and forgotten. I’ve now realised it is my own familiarity with the locations and Winton’s ability to uncompromisingly use local slang and descriptions in a way that is unique and specific. When he describes the Swan River ...” the water was brown and chunky as a dish full of steeping mushrooms “... I’m flashed back to ferry crossings on a river alive and soupy with jellyfish. The tension in this story brews with the fiercely hot long summer weather that is endemic to Perth. His protagonist , Tom, is trapped in a hopeless situation and his physical and mental health is spiralling out of control. This is Winton exploring the people and places on the grey sandy strip with an unwavering eye.This audiobook was also excellently narrated by Michael Veitch....more",Notes are private!,0,6,1,"Oct 31, 2021","Nov 15, 2021","Oct 31, 2021",,Audiobook,view (with text),/book/show/35166195-eyrie
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oh William!,"Strout, Elizabeth*",,9781867578802,,207        pp,3.86,"80,111","Oct 19, 2021","Oct 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars. While I thoroughly enjoyed this and I think Strout is masterful at creating complex characters and examining inner lives this was not my fa3.5 stars. While I thoroughly enjoyed this and I think Strout is masterful at creating complex characters and examining inner lives this was not my favourite of her novels. It didn’t quite have enough plot to sustain the story....more,Notes are private!,0,2,1,"Sep 05, 2022","Sep 11, 2022","Oct 27, 2021",,Audiobook,view (with text),/book/show/59711507-oh-william
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark as Last Night,"Birch, Tony",,9781004051564,,unknown,4.16,541,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a wonderful collection of stories examining the interconnectedness of human lives and the relationships we have with those around us. My favoThis was a wonderful collection of stories examining the interconnectedness of human lives and the relationships we have with those around us. My favourite stories were towards the end of the book; the man with the kite, and the death of a brother. They both ended with a positive glimpse of the future and the kindness of a stranger as a pivotal event in someone’s life. ...more",Notes are private!,0,4,1,"Oct 19, 2021","Oct 27, 2021","Oct 19, 2021",,Audible Audio,view (with text),/book/show/59063854-dark-as-last-night
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Booth,"Joy, Fowler Karen",1788169670,9781788169677,1788169670,480        pp,3.84,"12,980","Mar 08, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,From a non-American perspective I found the entwining of this time in US history with that of (what could have been) a typical family a very interestiFrom a non-American perspective I found the entwining of this time in US history with that of (what could have been) a typical family a very interesting way to approach this story. The complexity of how families dealt with (or actually didn’t) being on different sides of such a divisive topic was something that had not occurred to me. I was also surprised at how much racism and pro-slavery sentiment existed in the Union States - this probably explains (to me) a lot more about why progress for equality has been so slow.I have just read this novel back to back with Horse by Geraldine Brooks. I think Brooks managed to deal with racism and slavery (plus more) in a more successful and succinct manner. I felt Booth could have been pruned a little more without compromising this wonderful story. I think it was successful to portray the family from the point-of-view of the sisters as they were depicted as being more attached to family than the political issues and were both more constant and reliable witnesses of the events. Also there is probably less factual information about either of them which allowed Fowler freedom to explore their lives using fiction.I can’t see this as a Booker winner but it was certainly a worthwhile read....more,Notes are private!,0,3,1,"Aug 17, 2022","Aug 29, 2022","Oct 13, 2021",,Paperback,view (with text),/book/show/58451307-booth
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",0374181179,9780374181178,0374181179,592        pp,4.06,"56,506","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2021",,Hardcover,view,/book/show/55881796-crossroads
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coral Glynn,"Cameron, Peter",0374299013,9780374299019,0374299013,210        pp,3.34,"1,533",2012,"Feb 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2021",,Hardcover,view,/book/show/12160840-coral-glynn
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Housemate,"Bailey, Sarah",1760529338,9781760529338,1760529338,464        pp,3.91,"3,527","Aug 31, 2021","Aug 31, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well paced lots of different subplots and action.,Notes are private!,0,0,1,"Mar 18, 2022","Mar 25, 2022","Oct 10, 2021",,Paperback,view (with text),/book/show/58081269-the-housemate
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devotion,"Kent, Hannah*",,,B093BLMKF6,405        pp,3.87,"10,530","Oct 26, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2021",,Kindle Edition,view,/book/show/58430339-devotion
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092808,9780063092808,,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“As every reader knows, the social contract between you and a book you love is not complete until you can hand that book to someone else and say, Here“As every reader knows, the social contract between you and a book you love is not complete until you can hand that book to someone else and say, Here, you’re going to love this.”And I did..What a wonderful book to finish the year with.I know I need to* buy less* get rid of more* appreciate every day* give my dog lots of cuddles (family and friends too)* take the books that I love (and don’t want to part with) to the street library box near my home (so I can fulfil my social contract).Happy 2022 to all my Goodreads friends too....more",Notes are private!,0,4,2,"Dec 27, 2021not set","Dec 30, 2021not set","Oct 10, 2021",,ebook,view (with text),/book/show/55742929-these-precious-days
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Echolalia,"Doyle, Briohny",1760899615,9781760899615,1760899615,320        pp,3.76,347,unknown,"Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Echolalia sounds like such a beautiful word but it is truely heartbreaking in this context. This story has left me reeling. The first third, about EmmEcholalia sounds like such a beautiful word but it is truely heartbreaking in this context. This story has left me reeling. The first third, about Emma, seemed like a small but desperately sad (and not unfamiliar in novels) domestic drama. In the middle third Doyle turns a sweeping lens on the characters around Emma and using a before and after narration technique we begin to see a darker story emerge. The final third again changes focus, looking at bigger world issues and how they impact upon the characters (and us all). In the closing stages we are drawn back to the heart of the matter. What can never be undone and the question of how to go on is all that remains. The clever use of “the woman “, “the girl” and “the man” made me feel that this was a story, that in some respects, includes us all in its landscape. ...more",Notes are private!,0,1,1,"Oct 09, 2021","Oct 19, 2021","Oct 09, 2021",,Paperback,view (with text),/book/show/56886010-echolalia
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divisadero,"Ondaatje, Michael",,,,273        pp,3.51,"11,502","Jan 29, 2007","May 29, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This seemed like a series of momentous events that connected people through time and place - like a hall of mirrors - looking forward, backwards and sThis seemed like a series of momentous events that connected people through time and place - like a hall of mirrors - looking forward, backwards and sideways. It didn’t feel like a plot that you could nail down.. I drifted with the characters... I noticed recurring themes: flags, forbidden love, leaving and reinventing a life but I also felt a kind of empty vanishing at the end. Where did they go? Why did they leave the story? And what next? This is definitely more of a journey story than a destination. And an aside - i also learned a bit about playing cards and hustling!...more",Notes are private!,0,5,1,"Oct 08, 2021","Oct 12, 2021","Oct 08, 2021",,Hardcover,view (with text),/book/show/80063.Divisadero
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cosmo Cosmolino,"Garner, Helen",0869142844,9780869142844,0869142844,221        pp,3.33,499,"Jan 01, 1992","Oct 06, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2021",,Paperback,view,/book/show/634142.Cosmo_Cosmolino
