,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,David's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,946","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",,,B09841S3P4,342        pp,3.65,"57,146","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 17, 2023","Jul 17, 2023",,Kindle Edition,view,/book/show/58939642-the-candy-house
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Power and Progress: Our Thousand-Year Struggle Over Technology and Prosperity,"Acemoğlu, Daron",1668626403,9781668626405,,unknown,3.92,745,"May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 07, 2023",not set,"Jun 07, 2023",,Audiobook,view,/book/show/62315566-power-and-progress
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Triumphs of Experience: The Men of the Harvard Grant Study,"Vaillant, George E.",0674071808,9780674071803,B00A4NF904,473        pp,4.15,"1,097","Oct 30, 2012","Oct 30, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Kindle Edition,view,/book/show/19009058-triumphs-of-experience
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",,,,337        pp,3.69,"226,784","Jun 08, 2010","Jun 08, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 14, 2023","Apr 14, 2023",,ebook,view,/book/show/8519525-a-visit-from-the-goon-squad
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Strength to Strength: Finding Success, Happiness, and Deep Purpose in the Second Half of Life","Brooks, Arthur C.",,,B08WCKY8MB,270        pp,3.94,"10,345",unknown,"Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 20, 2023","Mar 20, 2023",,Kindle Edition,view,/book/show/58100575-from-strength-to-strength
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Globalectics: Theory and the Politics of Knowing,Ngũgĩ wa Thiong'o,,,B00761XNSM,122        pp,4.31,109,2012,"Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2023",not set,"Feb 10, 2023",,Kindle Edition,view,/book/show/19570160-globalectics
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American War,"El Akkad, Omar*",,,B01LXK1HBB,332        pp,3.80,"38,354","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2023",,Kindle Edition,view,/book/show/44230162-american-war
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Pill,"Kunzru, Hari*",0451493710,9780451493712,0451493710,304        pp,3.68,"5,340","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 07, 2023",,Hardcover,view,/book/show/49188384-red-pill
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedro Páramo,"Rulfo, Juan",0802133908,9780802133908,0802133908,124        pp,4.05,"70,470","Mar 19, 1955","Mar 10, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Paperback,view,/book/show/38787.Pedro_P_ramo
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love","Talbot, David",1439108218,9781439108215,1439108218,453        pp,4.29,"6,091","May 08, 2012","May 08, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me a long time to finish all 17 hours and 60 chapters of this book, but that’s only because I savored each of them and relistened to several oIt took me a long time to finish all 17 hours and 60 chapters of this book, but that’s only because I savored each of them and relistened to several of the chapters. Allegedly a history of San Francisco in the wild, fractious 1970s, it comprehensively tells the city’s story from Hippie Haight Ashbury in the mid-60s to the peak of the AIDS crisis in the Castro in 1984.Talbot is a master of “show, don’t tell.” Each chapter is 4-6 pages of tightly packed cinematic scenes about some of San Francisco’s most colorful characters.Throughout these stories, we detect some of the common themes:- The tension between the Irish Catholic SFPD and the increasingly immigrant, queer, and hippie population.- The isolation, oppression and distrust of SF’s Black community.- The importance of the “adults in the room” who get shit done like Bill Graham and Dianne Feinstein. - The city’s tightly knit machine of political mentorship (to this day!)I wish that there were a book with this quality of storytelling for every decade and every city I’ve lived in. ...more",Notes are private!,0,0,1,"Sep 06, 2022","Jan 22, 2023","Jan 23, 2023",,Hardcover,view (with text),/book/show/12352452-season-of-the-witch
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"870,132","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel like my book ratings recently have been following the trend of inflation, but this really was a great read. I was hesitant at first to read anoI feel like my book ratings recently have been following the trend of inflation, but this really was a great read. I was hesitant at first to read another book about habits. I had already read Charles Duhigg's The Power of Habit: Why We Do What We Do in Life and Business and didn't think there was much that anyone could add.Then my wife started reading it and I noticed that she was highlighting more passages than she wasn't. I recalled that I had purchased the Audible version when it was on sale and so I decided to give it a listen.I encountered a concise, well-written, and surprisingly deep reflection on the relationship between our habits and our identity. You don't really need to read this book if you just want the high-level tips, which are outlined on Four Minute Books, the author's own website, and plenty of other blogs. On the other hand, having spent five and a half hours of my life with the audio book was a great use of my time. I especially admire that Clear ends the book with a reflection on the downside of habits — something I think about often:The upside of habits is that we can do things without thinking. The downside is that we stop paying attention. Reflection is the antidote. Habits plus deliberate practice equal mastery....more",Notes are private!,0,3,1,"Jan 22, 2023","Jan 26, 2023","Jan 22, 2023",,Kindle Edition,view (with text),/book/show/40121378-atomic-habits
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire Falls,"Russo, Richard*",,,B005WBEGSE,637        pp,3.94,"121,787","May 08, 2001","Nov 09, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Kindle Edition,view,/book/show/13031504-empire-falls
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,089","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2023",,Hardcover,view,/book/show/57109107-the-lincoln-highway
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Go, Went, Gone","Erpenbeck, Jenny",1846276217,9781846276217,B075FXY4VL,339        pp,3.97,"8,681","Aug 31, 2015","Sep 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2023",,Kindle Edition,view,/book/show/36217818-go-went-gone
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A History of Knowledge: Past, Present, and Future","Van Doren, Charles",0345373162,9780345373168,0345373162,448        pp,3.92,"1,609",1991,"Mar 17, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2023",,Paperback,view,/book/show/761162.A_History_of_Knowledge
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El socialismo no llegará en bicicleta,"Medina Ramírez, Salvador*",6078856081,9786078856084,,128        pp,4.67,3,unknown,2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I were to try to summarize this book in a single sentence: “Bicycles aren’t the answer when capitalism is the problem.”Salvador Medina's El socialiIf I were to try to summarize this book in a single sentence: “Bicycles aren’t the answer when capitalism is the problem.”Salvador Medina's El socialismo no llegará en bicicleta is a critique of a certain kind of upper-middle-class, individualistic, cycling advocate who may feel morally superior for her chosen form of urban transportation but fails to consider the messy political project to make a city that is fair and accessible for all of its residents. For cycling advocates like me who are quick to point out the many benefits of cycling (health, environmental, economic, community), Salvador points out:* Just like drivers, cyclists assume that they own the road — often to the detriment of pedestrians. (For instance, in Paris.)* Cyclists often exhibit a moral superiority, in part from their self-reliance and physical condition, that is intimidating to most and exclusionary for the disabled community.* Cycling is an individualistic way to become an activist without truly addressing collective problems like inequality, housing, and climate change.With this book, Salvador wants to shift the focus of urban planners away from ""how many bike lanes?"" and toward ""how can we make cities accessible and livable for everyone?"" For instance, he criticizes upper-class cycling advocates who complain about working-class street vendors who block cycling lanes without considering the larger economic and regulatory policies of a city. He's particularly enamored with Henri Lefebvre's The Right to the City and David Harvey's concept of Rebel Cities with the hope to ""reclaim the city for anti-capitalist struggle.""I appreciate Salvador's argument that buying a bike and advocating for cycling lanes will not bring about a socialist utopia where everyone has access to quality housing, education, and healthcare. And while I don't think anyone is making that argument, I agree that many cyclists (myself included) emphasize the virtues of our chosen mode of individual transportation without engaging in the difficult, collective politics necessary to make cities enjoyable for all residents. This book is a quick read and a useful complement to celebrations of cycling like Jody Rosen's Two Wheels Good: The History and Mystery of the Bicycle. And while it's worthwhile to question the overall value of cycling advocacy, I'm more focused on the harms of car-centric urban planning. I worry that if you take Salvador's argument too far, you could support tax policies that subsidize car purchases when there are no equivalent subsidies for e-bikes despite the immense harm of cars to the environment, our health, and racial justice....more",Notes are private!,0,2,1,"Jan 13, 2023","Jan 14, 2023","Jan 13, 2023",,Paperback,view (with text),/book/show/75094470-el-socialismo-no-llegar-en-bicicleta
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Net Delusion: The Dark Side of Internet Freedom,"Morozov, Evgeny",1586488759,9781586488758,,432        pp,3.67,"1,740","Nov 16, 2010","Jan 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“All too often, policy books have nine great chapters outlining a problem and then one unconvincing chapter offering solutions.”",Notes are private!,0,0,1,not set,Dec 2010,"Jan 02, 2023",,ebook,view (with text),/book/show/10003400-the-net-delusion
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Status and Culture: How Our Desire for Social Rank Creates Taste, Identity, Art, Fashion, and Constant Change","Marx, W. David*",,,B09JVG323B,368        pp,3.86,816,2022,"Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2023","Feb 06, 2023","Jan 02, 2023",,Kindle Edition,view,/book/show/62122504-status-and-culture
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orality and Literacy: The Technologizing of the Word,"Ong, Walter J.",0415281296,9780415281294,0415281296,216        pp,4.12,"1,952",1982,"Jul 21, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2023",not set,"Jan 02, 2023",,Paperback,view,/book/show/164515.Orality_and_Literacy
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"474,083","May 25, 2017","Jul 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Another er summed up this one pretty well: ""another one of those books about not particularly nice people entangled in awkward**spoiler alert** Another er summed up this one pretty well: ""another one of those books about not particularly nice people entangled in awkward relationships."" And another found ""all of the characters entirely unlikable and hard to empathize with, very few with any positive animating traits, mostly just self-absorbed, narcissistic, occasionally cruel and capricious.""I don't disagree, and so I'm wondering why I enjoyed the novel so much and struggled to put it down well past midnight, even when I needed to wake up early the next morning. I supposed I'm a sucker for good wit and smarts, even when it comes from characters who are ""mostly just self-absorbed, narcissistic, occasionally cruel and capricious."" Perhaps I ought to reconsider.I'm also a sucker for a unique voice, a writer who writes unlike other writers. The uniqueness of Karl Ove Knausgaard kept me reading his mega tomes of ""self-absorbed, narcissistic, occasionally cruel and capricious"" auto-fiction; it certainly wasn't the plot!What comes off as self-absorbed to some readers is also an unusual degree of self-awareness, and self-observation. Perhaps only millennial novelists grew up with enough cameras constantly pointing at them to constantly consider their gestures and expressions from others' points of view. Rooney gives us words to express feelings that we all relate to, but rarely voice:We sat there talking and drinking for a long time. I started to get tired and a little drunk. I couldn’t think of anything witty to say and it was hard to arrange my face in a way that would convey my sense of humor. I think I laughed and nodded a lot.Writing about Murakami, Charles Finch observes that: At any moment on our planet there are at most a few dozen novelists working with great power, for a broad audience, with the material of consciousness, which is what the novel is so uniquely good at handling, how it feels to be inside us, what it means, the devastations and beauties it brings.Though she has only published two novels, Rooney seems destined for the list. The plot is a cliche: a younger, self-conscious feminist feels kinda bad but mostly powerful as she's able to seduce an older, married, attractive, and depressive man. This cliche is told on repeat. It was the New York Times Modern Love column just last month. By the end of the novel, we detect some moral and emotional growth in the narrator. Maybe she's not doomed to sabotage her happiness and relationships despite her unresolved, unhappy childhood and class resentments? Maybe there is room to accept others as they are and to love herself fully? Nah. The plot may be cliche, but Rooney doesn't choose the predictable ending.PS: One last note. Much like the narrator of Elif Batman's The Idiot, I struggle to understand how a narrator can show so much self-awareness without having any idea of what she wants to do or who she wants to be. I can't decide if the narrators of the two novels would be best friends forever, or would despise each other. Either way, they share many patterns....more",Notes are private!,0,1,1,"Jan 02, 2023","Jan 12, 2023","Jan 02, 2023",,Kindle Edition,view (with text),/book/show/32187419-conversations-with-friends
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Palo Alto: A History of California, Capitalism, and the World","Harris, Malcolm*",031659203X,9780316592031,031659203X,720        pp,3.91,"1,550","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2022",,Hardcover,view,/book/show/61108472-palo-alto
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Platonic: How the Science of Attachment Can Help You Make—and Keep—Friends,"Franco, Marisa G.*",,,B09PZV66TJ,336        pp,4.05,"5,337","Sep 06, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Nov 15, 2022","Nov 15, 2022",,Kindle Edition,view,/book/show/61090779-platonic
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",,,B01HNJIJ3U,420        pp,3.67,"79,400","Mar 14, 2017","Mar 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Men are not that interesting. So why then do intelligent, insightful women spend so much time thinking and talking about them? Why do they hyper-analyMen are not that interesting. So why then do intelligent, insightful women spend so much time thinking and talking about them? Why do they hyper-analyze the meaning behind every word, every gesture as if they were deciphering code?If you have ever wondered why on earth two women would spend 95% of their time together talking about boys instead of talking about themselves (or really, anything else), then Elif Batuman has a narrator to put you at your wits end. To be sure, this is intentional. As Batuman says in a “By The Book” interview by the New York Times Book Review:After #MeToo, I reread “Eugene Onegin” and “Anna Karenina” and, although I could still see everything I had loved about those books as a teen, I also saw a message I hadn’t been attuned to before: something like, “Great literature is about a young woman who ruins her life over a guy who isn’t that smart.” Where had such messages led me?It seems such messages inspired her to write this novel about Selin, a sarcastic Turkish-American freshman studying linguistics at Harvard, and her all-encompassing crush on Ivan, a Hungarian math major (with a girlfriend) who is planning on going to California for graduate school. But before he does, they (sorta) spend a summer together in Hungary.Batuman is an ideas writer, but she doesn’t overdo it. Her descriptions and dialogues are entertaining enough that she can get away with asides like:At first I was excited about Against Nature, because Gary said it was about a man who decided to live according to aesthetic rather than moral principles, and that was something Svetlana had recently said about me: that I lived by aesthetic principles, whereas she, who had been raised on Western philosophy, was doomed to live boringly by ethical principles. It had never occurred to me to think of aesthetics and ethics as opposites. I thought ethics were aesthetic.Or this:I found myself remembering the day in kindergarten when the teachers showed us Dumbo, and I realized for the first time that all the kids in the class, even the bullies, rooted for Dumbo, against Dumbo’s tormentors. Invariably they laughed and cheered, both when Dumbo succeeded and when bad things happened to his enemies. But they’re you, I thought to myself. How did they not know? They didn’t know. It was astounding, an astounding truth. Everyone thought they were Dumbo.We’re never really sure if Selin is in love with Ivan, or just his emails. When she arrives to Harvard in the mid-90s, she had never before used email. But as Lara Feigel writes in her , “she quickly discovers that she can create an email relationship more real than those she’s experiencing in the flesh.” Listless and searching for meaning, she visits a campus counselor, who offers good advice she chooses to ignore:This is not a fellow who’s going to be there for you. Not in the short run, and not in the long run. From what you’ve described, it sounds as if he barely exists at all. He’s just a voice from behind a computer. Who knows who or what is behind there—behind the computer? He obviously enjoys hiding. And you, too, are hiding behind the computer. This is perfectly understandable. Human beings, all of us, hate to take risks. We all want to hide. And thanks to this e-mail”—he said it like it was a word I had made up—“ thanks to this e-mail, you can have a completely idealized relationship. You risk nothing. Behind your computer screen, you’re completely safe.There is no real plot or purpose to this novel. It doesn’t resolve. Like Teju Cole’s Open City or Knausgaard’s My Struggle, it’s more like a vibe, an opportunity to see the world through someone else’s neuroses. In an essay for n+1, Batuman talks shit about “crisp” writing. In fact, her willingness to talk shit every few pages is part of what makes her writing so endearing. I picked up The Idiot after reading a fawning  of its sequel, Either/Or. The er admonished the reader that we dare not start with Either/Or without first reading The Idiot. And so I started, and I didn’t want to stop. I need a short break from Selin and Ivan, but I’ll be ready for the sequel soon....more",Notes are private!,0,2,1,not set,"Aug 21, 2022","Aug 21, 2022",,Kindle Edition,view (with text),/book/show/32037345-the-idiot
