,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jill's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Born,"Nettel, Guadalupe",1913097668,9781913097660,1913097668,219        pp,4.13,"15,125",Sep 2020,"Jun 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“To be or not to be?” The quote is attributed to Hamlet, but sooner or later, nearly every woman will have to wrestle with their single most fundament“To be or not to be?” The quote is attributed to Hamlet, but sooner or later, nearly every woman will have to wrestle with their single most fundamental question: should she choose to be a mother or forego that seductive siren call?Two good friends in their mid-thirties – Alina and Laura – stand on the precipice of that decision. We discover early on that Laura elects to get her tubes tied rather than give into societal expectations. The thought of having her biological instincts overcome her reason and put her “real life” into grave danger is anathema to her. Her friend, Alina, goes in precisely the opposite direction, joining the hordes of women who choose motherhood. (Note to readers: whatever you do, do NOT read the back of the book blurb. It contains a massive spoiler that is not revealed until half-way through the book).We do know early on that Alina’s baby carries a very rare birth defect and is not expected to live. We also know that Laura, who observes and occasionally interacts with Alina, has developed her own attachment with her next-door neighbor’s unruly child. And what do we make of all this?While I would prefer to let readers discover for themselves, the overriding theme is that love arrives in the most unexpected of ways, and that everything can change at any point. There is really no way to control or understand the ramifications of making one choice or the other and views are bound to consistently be put to the test. How we think we will react – what we think will transpire – simply happens. And sometimes, complications are thrown our way that we can never envision.The confident prose is subtle, nuanced, filled with complexity, and masterfully crafted, thanks in part to the seamless translation of Rosalind Harvey. It is certain to create stimulating conversation. I must admit to not completely understanding Laura’s attachment to her neighbor, little Nicholas, given her very strong anti-parenthood views. Alina’s story was crisp and provoking every step of the way. I am very grateful to Bloomsbury for enabling me to be an early reader of a book that is sure to be devoured and talked about this summer in exchange for an honest ....more",Notes are private!,0,6,1,"Apr 21, 2023","Apr 22, 2023","Apr 21, 2023",,Paperback,view (with text),/book/show/59115451-still-born
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,954","Mar 31, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Whenever you start doubting yourself, whenever you feel afraid, just remember. Courage is the root of change—and change is what we’re chemically desi“Whenever you start doubting yourself, whenever you feel afraid, just remember. Courage is the root of change—and change is what we’re chemically designed to do. So when you wake up tomorrow, make this pledge. No more holding yourself back. No more subscribing to others’ opinions of what you can and cannot achieve.”Chemistry is a book with a message and that message is hammered home from the very first pages. The main character, Elizabeth Zott, is a scientist in the 1950s, when women scientists were basically non-existent. After almost getting raped by her boss at her last job, she ends up at Hastings Research Institute and falls in love with Calvin Evans, the damaged Nobel-Prize nominated star of the Institute – but she does not want to marry him or compromise her own work integrity.In the background, I continually could hear Helen Redding’s song: “I am woman, hear me roar.”I, too, am a “career woman.” I was a Vice President at an ad agency when I was only in my mid-30s. I’ve run my own business. And yes, I know that sexism does exist. But the arc of this book – even though I realize it’s meant to be comic – defied the imagination.Elizabeth’s field – at a tender young age – is abiogenesis (the original evolution of life from inorganic or inanimate substances), which, of course, is complex enough that many scientists in their later years are still coming to grasp with it. She is also an expert on food science, which shows up in a major plot line later in the book. Oh, and she’s an excellent rower, able to take on Seat 2 after a rather brief introduction to the sport. And, she has a young daughter who is reading literary classics at age four and a dog who understands 931 words. Just your average, run-of-the-mill intelligent woman.All the men she runs across (except for Calvin) are chauvinistic bastards who only want to rape or demean her or plagiarize from her because, of course, in her 20s, she knows everything. Most every woman wants to take her down a few pegs. She is very beautiful though – an irony in itself because it implies that unless a woman is beautiful, her chances are even more next to nil). So, as we find out from the book jacket, she becomes the host of America’s most popular cooking show, Supper at Six. There, she introduces the science of chemistry into everyday cooking.So, this is in the 50s. The unlikeliness of the “average housewife”, who is harried and overworked, making this show a hit (the chemistry she sprouts is way beyond the head of someone who is not into science and who is likely working from family recipes) is – well, mind-boggling. Her blunt approach, her atheism (in the era of McCarthy) and her feminism would surely have made this show DOA.But it doesn’t. She becomes a super-star (in addition to all her other attributes). Yes, I realize this is supposed to be an outsized “laugh out loud” comedy. But I just didn’t buy it. Having said that, Bonnie Garmus is a good writer and I was invested enough in the book that I wanted to read on and finish it. Still, I couldn’t help but think I was being spoon-fed a “you are woman – you are strong – you can do whatever you want” diatribe. I believe I can – but I couldn’t help but feel the agenda. Maybe I didn’t have the right chemistry....more",Notes are private!,2,28,1,"Apr 20, 2023","Apr 30, 2023","Apr 20, 2023",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postcard,"Berest, Anne",,9781609458386,,464        pp,4.38,"20,173","Aug 18, 2021","May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is impossible to begin this magnificent novel without confronting the cover image of a pleasing young woman – full-lipped with a mysterious smile pIt is impossible to begin this magnificent novel without confronting the cover image of a pleasing young woman – full-lipped with a mysterious smile playing across her face, her eyes a little dreamy and filled with the promise of youth. To the right of the photo is a French stamp, placed upside down.The woman is Neomie Rabinovitch, the aunt of the author, a brilliant and talented young woman who, at 19, had ambitions similar to Anne Frank. She, her brother Jacques, and soon after, their parents would be savagely rounded up, subjected to the most inhumane treatment, and callously left to die in the Nazi concentration camps. Fortunately, her niece, whose grandmother Myriam was the only one to escape their fate, does not allow her to fade into obscurity. She bears witness. And in doing so, she creates a masterwork that will bring tears to anyone who truly has a heart.Right from the start, we know that Anne’s chain-smoking mother received a touristy postcard with a photo of the Opera Garnier on the cover and four names, written as a list: Ephraim, Emma, Noemie, Jacques. The postcard was mailed in the early 1990s, decades after the genocide. Who sent it? And why was it sent?The resultant quest, written somewhat like a detective story, begins with a straightforward narrative of the family of four who were murdered at Auschwitz in 1941 – a loving, intelligent family with so much potential it made me ache to think of how wantonly it was snuffed out. We have, unfortunately, hear stories like this before: after all six million Jews were murdered in monstrous fashion.But then, the narrative begins to veer towards more unfamiliar territory. As the author’s mother Lelia says, “The characters in this story are only shadows now. There’s no one left who can describe their lives in exact detail.” After doing an admirable job of filling in those shadows, Ann Berest questions what it is like to be a Jewish child without a synagogue – a non-observant Jew who still feels Jewish right down to her bones. As someone who can claim that status, I will say that the reflection, examination, and deeper question of that word whose definition remains elusive (“What does it mean to wonder what it means to be Jewish?”) may be the most poignant and yes, authentic, that I have ever read.The Postcard, at its core, is about why it’s important to never forget and to continue to tell the most unsettling stories. As Anne Berest reveals, the forces of hate that elevated evil to a whole new level were and remain at work after the Holocaust – in the deeply-ingrained anti-Semitism of too many of the French population and even today, as it raises its ugly head over and over.Surely this will be my best book of 2023. I owe deep gratitude to Europa Editions, for publishing such an important book and for allowing me to be an early reader in exchange for an honest . I hope The Postcard gets the wide readership that it so very much deserves. ...more",Notes are private!,1,36,1,"Apr 16, 2023","Apr 20, 2023","Apr 16, 2023",,Hardcover,view (with text),/book/show/63880836-the-postcard
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Halcyon,"Ackerman, Elliot*",0593321626,9780593321621,0593321626,240        pp,3.60,457,"Apr 10, 2023","Apr 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imagine if you were to hear the most earth-shattering news of your life: scientists have conquered death, first in a lab study of Lazarus mice and latImagine if you were to hear the most earth-shattering news of your life: scientists have conquered death, first in a lab study of Lazarus mice and lately in a control group of about 100 subjects who have, in effect, been resurrected.That premise is at the center of Elliott Ackerman’s audacious new novel. Narrator Martin Neumann (a little play on words here) discovers that his landlord, the legendary Robert Ableson (perhaps another play on words?), a maverick of liberal causes, died years ago but is now a very fit and spry man in his 90s. The years have gone by and he’s not particularly “woke”, but his heart is in the right place.The thing is, this news would shake up everything in real life. It would not be just another news story. But Elliott Ackerman who obviously is a Civil War scholar, has another angle in mind. As a historian and professor, his focus is on the great compromise –a cultural coming together of north and south following the disruptive Civil War. His interest is in determining whether nuance and compromise are even possible today, when compromise is out of favor. For some reason I’m not sure I understand, all this is going on during a Gore administration (prosecutors found the “smoking gun” in the Lewinsky affair, Clinton was tossed out, Gore plans to pardon him, and George W., a more practiced politician, is threatening to undo all of Gore’s scientific progress). My question is whether that small but highly significant bend in history is needed. It could have easily stood by itself without revisionist history. In addition, a petition to remove a Confederate monument and the debates that follow seem to have been addressed in many public forums.Although there is an interesting premise at work here, my belief is that the very possibility of vanquishing death (and the hustle to be one of the test subjects) would far override the theme Mr. Ackerman chooses to rest upon: how the future we must embrace must first focus on our shared history and who is affected by it. I liked the book but didn’t quite buy the premise. Big thanks to Knopf and NetGalley for enabling me to be an early reader in exchange for an honest ....more",Notes are private!,0,17,1,"Apr 16, 2023","Apr 16, 2023","Apr 16, 2023",,Hardcover,view (with text),/book/show/61442464-halcyon
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",0374110336,9780374110338,0374110336,432        pp,3.83,"30,767","Mar 02, 2023","Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The quote “Macbeth shall never vanquished be until/Great Birnam Wood to high Dunsinane Hill/Shall come against him” is another way of saying, “Don’t wThe quote “Macbeth shall never vanquished be until/Great Birnam Wood to high Dunsinane Hill/Shall come against him” is another way of saying, “Don’t worry, Macbeth: you’ll be fine.Nothing is really fine in this look at the horrors of capitalism veering out of control in New Zealand. Mira Bunting here has created an eco-activist group who plant on unused land -- sometimes illegally – and Shelly Noakes is her dependable and gradually disenchanted friend who serves as her second in command. But then Mira chances across Robert Lemonine, a cartoonish billionaire who is ready to hand over $100,000 to this group for a nefarious reason of his own (and the fact that Mira is attractive, and intriguing also doesn’t hurt). The land in question is owned by a Kiwi pest-control empire farmer who gladly is willing to turn the property over to Lemoine as a result of a recent earthquake.Yet I couldn’t help but feel that this time, Eleanor Catton, an excellent writer, was a little too ambitious for her own goals. As a character-based reader, I had to ask myself: is being a billionaire necessarily “bad”? It’s all too easy to paint this kind of caricature, but Robert Lemonine is over the top – secretive, greedy, full of himself, and dare I add, evil? There were many actions he took – to mention them would create spoilers – that seemed at odds with the “smarts” of a consummate businessman who carefully examines all contingencies. And was Mira THAT appealing to him that he was willing to use Birnam Woods to advance his plan?I also felt as if I were reading two separate books. The entire first half is slow to gain steam with a drill down look at the characters and their philosophical motivations. I was waiting for lift-off and I got it in the second half of the book, which suddenly claims thriller, or at the very least, cinematic territory. Was I interested? Oh, yes. But in the grand scheme of things, was the plot line fully plausible? In more than a few instances, I wanted to say, “Wait! Limonine wouldn’t do that, given what we know about him.” It’s certainly a good book, with a fair share of political and philosophical rants, drones and surveillance, characters we can easily imagine making it to the big screen, and a Hollywood type ending. I can’t help but note that other ers, whom I respect, gave Birnam Wood a more positive . So by all means, read this eco-thriller. The pages start to go quickly. My sincere thanks to Farrar, Straus and Giroux and NetGalley for the privilege of reading this book in exchange for an honest ....more",Notes are private!,2,22,1,"Mar 28, 2023","Apr 16, 2023","Mar 28, 2023",,Hardcover,view (with text),/book/show/60784757-birnam-wood
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Dogs,"Schulman, Helen*",0593536231,9780593536230,,336        pp,3.25,630,"Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","Apr 02, 2023","Mar 24, 2023",,Hardcover,view,/book/show/61387985-lucky-dogs
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Disappeared: Stories,"Porter, Andrew*",0593534301,9780593534304,0593534301,240        pp,4.31,516,"Apr 11, 2023","Apr 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let me just cut right to the chase. If you’re a lover of short story collections, you must read The Disappeared. It’s about as flawless as it gets. I Let me just cut right to the chase. If you’re a lover of short story collections, you must read The Disappeared. It’s about as flawless as it gets. I read it with a growing sense of marvel.IF there’s a common theme that runs through most, if not all, of these 15 stories, it can be summed up in a line from his penultimate story, Jimena: “Sometimes I find myself so hard to hold on to that idea of who I used to be, you know? It’s painful to let that go.” These are characters who are in the process of experiencing a loss, a disappearance, a need, a defeat, a metamorphosis from a younger self. And each of them is so real you can swear you know them.In the first story, Austin, a married couple with a young child meet up with a group of old friends who are almost frozen in time. Home early, the husband reflects on how he feels adrift and somehow disconnected with things. Bumps in the night bother him now. As he hears young people shouting outside, he wonders, “When did I become the person who listened to such sounds ant not the person who made them?In Bees, a man and his young daughter are beset by bees that swarm the back fence of their yard, off the laundry room window. But he has scarier things to think about: his wife has been living part of the time in her own apartment, dealing with depression and dysfunction. He keeps hanging on, even as he feels as if she’s uncovered a shameful secret: “that I was attracted to the part of her that scared me the most.’In Silhouettes, a professor who was denied tenure believes his friend was the one who cast the defining vote against him, and the once strong friendship veers into disturbing territory. During one last dinner at his friend’s home, he recognizes that it will be the last time they see each other. And in Breathe, one of my favorites, a father of a young son endures one imperfect moment and realizes that the relationship with the boy might be forever altered.I could literally choose any of these stories to demonstrate the aching moments that uncover our truest emotions and force us to reevaluate how we’re living our lives and what really matters to us. I cannot rave about this collection enough. I owe deep thanks to Alfred A. Knopf, publisher, for enabling me to be an early reader in exchange for an honest ....more",Notes are private!,0,41,1,"Mar 21, 2023","Mar 24, 2023","Mar 21, 2023",,Hardcover,view (with text),/book/show/61327505-the-disappeared
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Animals,"Fuller, Claire*",1953534872,9781953534873,1953534872,278        pp,3.62,"3,252","Apr 20, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2023",,Hardcover,view,/book/show/62972519-the-memory-of-animals
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hungry Ghosts,"Hosein, Kevin Jared*",0063213389,9780063213388,0063213389,336        pp,3.86,"1,706","Feb 07, 2023","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lyrically narrated and inspired by storytelling traditions, Hungry Ghost is astonishing -- my first SIX-STAR book of 2023. It’s hard to summon words tLyrically narrated and inspired by storytelling traditions, Hungry Ghost is astonishing -- my first SIX-STAR book of 2023. It’s hard to summon words to convey how resonant and remarkable this book is.The reader is instantly plunged into Trinidad in the 1940s and the inexplicable disappearance of wealthy landowner Dalton Changoor. His wife Marlee, whose mysterious past is questionable, lures barrack dweller Hans to move to the farm as her night watchman, in exchange for a healthy stipend. Her motives are less than transparent.That decision, initially supported by Hans’ wife Shweta, sets forth a propulsive chain of events that rises to the true definition of tragedy: a tragic hero in his prime who is disastrously brought down by his own flaws, in this case, trying to escape from an impoverished and restricted life. The organic trajectory of the plot is breathtakingly wrenching and painstakingly profound.As Hans, Shweta, and their young teenage son Krishna forego their solidarity with each other, the forces of a nature and entrenched social structure rise up to cut them down. The novel is peopled with hungry ghosts – Hema, Hans and Shweta’s first child, whose death from a catastrophic illness cannot be mentioned and whose presence never recedes for one. In the course of these pages, we also meet an ensemble cast of indentured laborers, and who encounter the most treacherous betrayals, far-reaching blood feuds, blood-curling misogyny and unspeakable desperation.I cannot recommend this book highly enough....more",Notes are private!,0,40,1,"Mar 02, 2023","Mar 11, 2023","Mar 02, 2023",,Hardcover,view (with text),/book/show/61109596-hungry-ghosts
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fowl Eulogies,"Rico, Lucie",1642861316,9781642861310,,unknown,3.58,334,Mar 2020,"May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you were planning on cooking a chicken dinner any time soon, do it now before you read Fowl Eulogies.To say this book is imaginative and absurd is If you were planning on cooking a chicken dinner any time soon, do it now before you read Fowl Eulogies.To say this book is imaginative and absurd is an understatement. It’s a tour de force, and I promise, nothing like anything you’ve already read. Imagine this premise: a vegetarian city-dweller named Paule Rojas fulfills her dying mother’s last request and takes over the family chicken farm. While killing is a fact of life at the farm, Paule is determined to give each of their short lives meaning by writing a brief bio on the label that goes with each chicken she sells at the market. In little time, this differentiator – giving consumers insight into the chickens they digest – begins to capture attention.But creating a new cultural norm is just the beginning. Soon she attracts the attention of a supermarket industrialist, who sees a goldmine in selling Paule’s chickens for mass consumption. She accepts his partnership, and a marketing campaign ensues. The outcome is not pretty.Interspersed with dark humor, cringe-worthy and even brutal descriptions, surprising warmth and heart wrenching insight, the book does nothing less than explore the tenuous connection between poultry farmers and the consumers they serve. The eulogies alone are worth the price of admission. I loved this bred-to-kill chicken dystopia and the originality behind this premise. I owe gratitude to World Editions for allowing me to be an early reader in exchange for an honest ....more",Notes are private!,0,9,1,"Feb 06, 2023","Feb 09, 2023","Feb 06, 2023",,Paperback,view (with text),/book/show/63886732-fowl-eulogies
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commitment,"Simpson, Mona*",0593319273,9780593319277,0593319273,416        pp,3.63,"1,538","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What does “commitment” really mean? In the broadest sense, a commitment is an agreement or pledge to do something in the future. But it can equally meWhat does “commitment” really mean? In the broadest sense, a commitment is an agreement or pledge to do something in the future. But it can equally mean being willing to give your time and energy to something you believe in, binding yourself to a course of action, or choosing a course of continued love, happiness and fidelity. For an unfortunate few, it can also signify being voluntarily or involuntarily committed to a hospital setting.All these definitions of commitment are explored in Mona Simpson’s latest novel, which explores the effect of a mentally ill mother’s collapse on her young family and the saving grace of sibling connections and friendships.When Diane Aziz falls into a deep depression, it falls upon her best friend, Julie, to create a sort of home for Walter, Lina and Donnie. Each of them experiences the reverberations of Diane’s long-term hospitalization in his or her own way. Walter, the oldest, excels at Berkeley, where he is driven to be the master of his own destiny, first by studying medicine, and then by pursuing a career in architecture. Through sheer force of will, he creates a profitable and stable life.Lina, his younger sister, who is equally bright, takes an “all or nothing” approach to getting into a prestigious Ivy League college. When her high stakes gamble doesn’t succeed, she pursues a love of art and also of a man she is head over heels about, who also elicits feelings of potential loss that may be lurking right around the corner.And Donnie, the youngest, is left behind (literally and figuratively, since his role is only defined much later in the novel) begins to drift and feel the seductive siren call of escape and drugs.Ms. Simpson foregoes bells and whistles and inorganic plot twists to simply let these characters reveal themselves, their yearnings and struggles, and their various approaches to creating lives that are filled with individual meaning. While a little editing down could have helped, I loved getting to know Walter, Lina and Donnie. Thanks to Knopf and NetGalley for enabling me to be an early reader in exchange for an honest ....more",Notes are private!,0,23,1,"Jan 30, 2023","Feb 06, 2023","Jan 30, 2023",,Hardcover,view (with text),/book/show/61192679-commitment
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Games and Rituals,"Heiny, Katherine",052565951X,9780525659518,,226        pp,3.84,"3,064","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Games and Rituals gets right to the heart of what it means to be human – coping with imperfect current or ex-husbands, too suspiciously perfect teenagGames and Rituals gets right to the heart of what it means to be human – coping with imperfect current or ex-husbands, too suspiciously perfect teenage sons, current or soon-to-be former friends, or simply people who are thrown together in typical or atypical situations.The tone is lighthearted for the most part, but right beneath the surface, there is poignancy and authenticity and the universal hopes, joys, disappointments, and losses that every single one of us experience in some manner or another as we go through our lives.There was not a single story that was lacking in its execution although – as in any collection – there were a few that stood out. The collection gets off to a roaring start with Chicken Flavored and Lemon Scented, a story of four driving examiners at the DMV and how each of them identify and interact with each other and drivers who show up for their all-important driving test. Not a word was out of place.In another favorite, 561, Charlene – who at one time manned the suicide hotlines with her husband’s ex-wife and eventually lured him away from her – is called upon to move that ex-wife out of the family home. Both are gracious – on the surface – as emotions are played out in a sometimes passive-aggressive manner. In Turn Back, Turn Back, a wife who shares two daughters with her supposedly loving actor husband discovers that he is using his best acting methods to hide an affair with his younger acting partner. Katherine Heiny makes the art of the short story appear effortless, which, of course, it’s not. I am grateful to Knopf and NetGalley for enabling me to be an early reader in exchange for an honest . Very much recommended....more",Notes are private!,0,16,1,"Jan 25, 2023","Jan 30, 2023","Jan 25, 2023",,Hardcover,view (with text),/book/show/61387869-games-and-rituals
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Nemesis,"Craig, Charmaine*",0802160719,9780802160713,0802160719,208        pp,3.40,"1,001","Feb 07, 2023","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The duality of feminism and what a woman should strive for is represented in two women who in ways are very much alike, but in even more important wayThe duality of feminism and what a woman should strive for is represented in two women who in ways are very much alike, but in even more important ways, are polar opposites.Both Tessa and her adversary, Wah, are married women who have contentious relationships with their daughters (Tessa’s daughter, Nora, is the product of her first marriage; Wah adopted her daughter, Htet, who is a victim of child trafficking in Malaysia). Both are serious writers who leverage their own lives to create introspective and often personal books that are perceived as bastions of feminism. And both – to one degree or another – are attracted to Wah’s husband, Charlie, a scholarly philosophy professor who Tessa perceives as a potential intellectual equal. Tessa’s conversations with him catch fire as they both rely on imperfect nihilistic filters (Camus for Tessa and Nietzsche for Charlie) to understand the world more clearly. But here is where the similarities end. Tessa, the narrator of this book, is an outspoken proponent of feminism, a self-deceiving and bitter white woman who considers Wah, a mixed-race Asian, to be an “insult to womanhood.” Wah’s devotional demeanor, her feminine appearance, and her fawning subservience is everything that Tessa abhors.The questions that are raised by this rivalry simmer as the two couples (Tessa and her second husband Milton and Wah and Charlie) increasingly are in each other’s company. Are there unspoken rules that separate a good feminist from a wannabe one? Is service to another or deep feeling a form of weakness or an ultimate strength? What happens when self-deception conceals one’s own reality? When can women give themselves permission not to hang ourselves on the expected rope of self-sacrifice?My Nemesis belies its spare size (less than 200 pages) by demanding the reader to pay careful attention at every step. As Tessa reveals more of herself by what she does – and does not – say, her rigidity and inability to accept another’s inner life nudges the book to its necessary conclusion. By carefully examining the intellectual, introspective, and barely acknowledged private lives of her characters, the author creates a work that positively bubbles with fury, desire, and conflict. I owe a big thanks to Grove Atlantic for enabling me to be an early reader in exchange for an honest ....more",Notes are private!,0,13,1,"Jan 23, 2023","Jan 25, 2023","Jan 23, 2023",,Hardcover,view (with text),/book/show/60304345-my-nemesis
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How High We Go in the Dark,"Nagamatsu, Sequoia*",0063072645,9780063072640,0063072645,304        pp,3.84,"54,456","Jan 18, 2022","Jan 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“And what happens to us when we leave our world? What happens to us as we travel the stars? Children were trained to answer: ‘We become everything we “And what happens to us when we leave our world? What happens to us as we travel the stars? Children were trained to answer: ‘We become everything we pass until we become the thing we created.’”For several months, How High We Go in the Dark had been patiently waiting its turn on my shelf. I passed over it time after time – first because I am not a huge sci-fi fan and second, the comparisons to David Mitchell’s Cloud Atlas (which I admired but did not love) were daunting.Then last week I picked this haunting book up. And I remain in its thrall. Make no mistake, this is a dark book to read. Certain parts of it will leave you gutted. Other parts will bring tears to your eyes. But chances are, you will not soon forget it. Because above all else, this is a book about death, grief, and humanity and hope.It starts with the discovery of an 30,000-year-old girl in Siberia with possible Neanderthal characteristics. As scientists excavate and examine her, they discover an unidentified virus that appears to instruct host cells to serve other functions – for example, brain cells in the liver, lung cells in the heart – and eventually, normal organ functions shut down. As the Arctic Plague infects the researchers and enters the mainland, death becomes a fact of life like never before.The ensuring stories each stand alone and also bleed into the stories of others – not unlike humanity as a whole. A few are totally heartbreaking. In “City of Laughter”, former comedian Skip accepts a job at a “euthanasia park”, where very sick and suffering children are given the Disneyland experience before heading to the park’s focal ride, Osiris, where they die painlessly during the height of their exhilaration. Another poignant one is “Songs of Your Decay” about a female forensic scientist whose marriage is faltering. She begins to fall in love with a dying plague victim who has willed his body to science, and to whom she will devote her research.This novel explores the ramifications of this pernicious plague in all sorts of ways. Scientists scramble for solutions, ultimately striving to grow alternate human organs in pigs for human transplantation – and then one pig ends up growing human consciousness and speech. A starship is launched to find another suitable planet, with its travelers in cryogenic suspension as their homeland, Earth, continues to advance tens of thousands of years. A young man who lives in post-plague Japan becomes attracted to an older woman through a virtual reality app. A newly pregnant Japanese girl, now living in America, shuns a shared burial urn society in her hometown to launch her own more hopeful life.Ultimately, the father of one of the original scientists, who ends up being a traveler on the starship, writs this to his granddaughter: “I want nothing more than to hold you and join the wonderful family gatherings I hear so much about. But there is still work to be done. There is still hope.” In the midst of so much pain and sorrow, hope continues to burn bright. Humanity is not easily extinguished....more",Notes are private!,2,11,1,"Jan 18, 2023","Jan 23, 2023","Jan 18, 2023",,Hardcover,view (with text),/book/show/57850265-how-high-we-go-in-the-dark
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chilean Poet,"Zambra, Alejandro*",0593297946,9780593297940,0593297946,358        pp,4.39,"14,530",Mar 2020,"Feb 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“So, being a poet in Chile or anywhere ese is like living a double life. It’s like having two families, or many families. And maybe that’s good, they‘“So, being a poet in Chile or anywhere ese is like living a double life. It’s like having two families, or many families. And maybe that’s good, they‘re not shut-off, they know what reality is.”Chilean Poet is, no surprise, about Chilean poets. You’re going to see plenty of names sprinkled throughout here, from Pablo Neruda to Gabriela Mistral to Roberto Bolano to Gonzalo Rojas and then some. The author himself is a respected Chilean poet. After all, Chile – a Latin American country of 17 million – has produced two Nobel Laureates for Literature and many other prolific writers. But this novel goes beyond the creation of poetry to consider the creation of family and connections. Gonzalo – a poet and lecturer – connects with Carla back in high school. What follows is a realistic and squirm-worthy description of the first throes of physical love – nothing like the movie version of it. They break up and meet again, nine years later, when Carla is again single with a young son named Vicente.Gonzalo, with his love of words, cannot adequately settle upon a word to describe his relationship with Vicente. The word stepfather – padrastro in Spanish – seems inadequate, particularly since they are not married Still, Gonzalo fantasizes about Vicente telling is friends, “My padrastro is a poetestro.” Both are hard roles to fill. By all accounts, Gonzalo plays the father’s role – in fact, there’s a particularly affecting chapter where Vicente’s beloved cat, Darkness, needs surgery but the cost is astronomical and it breaks Gonzalo’s heart – yet he knows the suffix -astro, he believes, stands for contempt or illegitimacy.Compared to Gonzalo, other fathers in the book fall short: Vicente’s self-centered and mostly uninvolved biological father, his very promiscuous octogenarian grandfather, and so forth. Vicente is more like Gonzalo than his blood relations; both are passionate about poetry and in fact, Vicente may be the true Chilean poet.I very much enjoyed this book that explores how a love of poetry can shape lives and open up new doors to strengthen connections. Kudos to translator Megan McDowell. 4.5 stars....more",Notes are private!,0,5,1,"Jan 10, 2023","Jan 17, 2023","Jan 10, 2023",,Hardcover,view (with text),/book/show/58492105-chilean-poet
