,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Laurie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch of Matongé,"Bell, Madison Smartt",,,,258        pp,4.13,15,unknown,Jun 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/61209058-the-witch-of-matong
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Obscure Sorrows,"Koenig, John",1501153641,9781501153648,1501153641,272        pp,4.47,"3,872","Nov 16, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Hardcover,view,/book/show/56897474-the-dictionary-of-obscure-sorrows
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Pearls,"Pressburger, Emeric",0571371043,9780571371044,0571371043,288        pp,4.06,604,1966,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/59571859-the-glass-pearls
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Là-Bas,"Huysmans, Joris-Karl",0486228371,9780486228372,0486228371,304        pp,3.96,"4,173",1891,1972,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/315298.L_Bas
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Station on the Path to Somewhere Better,"Wood, Benjamin*",,,B0763S55WH,368        pp,3.77,798,"Jun 28, 2018","Jun 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Kindle Edition,view,/book/show/61405545-a-station-on-the-path-to-somewhere-better
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phenotypes,"Scott, Paulo",1913505189,9781913505189,1913505189,232        pp,3.82,957,"Aug 12, 2019",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/57443695-phenotypes
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Older Sister. Not Necessarily Related.: A Memoir,"Wills, Jenny Heijun*",0771070896,9780771070891,0771070896,256        pp,4.08,826,"Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2022",,Hardcover,view,/book/show/43416752-older-sister-not-necessarily-related
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Become Ours: A YA Adoptee Anthology,"Gibney, Shannon",0063144409,9780063144408,0063144409,352        pp,4.35,144,"Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2022",,Hardcover,view,/book/show/85979135-when-we-become-ours
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canon EOS Rebel T8i/850D For Dummies,"King, Julie Adair",,,B08NXZ2DJJ,396        pp,4.20,5,unknown,"Nov 19, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 20, 2022","Jul 30, 2022","Jul 20, 2022",,Kindle Edition,view,/book/show/56205747-canon-eos-rebel-t8i-850d-for-dummies
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Separation Anxiety in Dogs: Next Generation Treatment Protocols and Practices,"CTC, Malena DeMartini-Price",1617812757,9781617812750,B08LRPXSRP,178        pp,4.45,100,unknown,"Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2022","Sep 05, 2022","Jul 17, 2022",,Kindle Edition,view,/book/show/55954625-separation-anxiety-in-dogs
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,613","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Hardcover,view,/book/show/56816904-the-sentence
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confidence Culture,"Orgad, Shani",1478014539,9781478014539,1478014539,256        pp,4.13,75,unknown,"Feb 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Hardcover,view,/book/show/57684391-confidence-culture
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitterroot: A Salish Memoir of Transracial Adoption,"Harness, Susan Devan*",1496210875,9781496210876,B07C8B6WN7,352        pp,4.28,295,"Oct 01, 2018","Oct 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 30, 2022","Jul 05, 2022",,Kindle Edition,view,/book/show/42118987-bitterroot
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Healing Spaces: The Science of Place and Well-Being,"Sternberg, Esther M.",0674033361,9780674033368,0674033361,352        pp,3.89,229,"May 15, 2009","May 31, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Hardcover,view,/book/show/6093613-healing-spaces
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prince at the Ruined Tower: Time, Uncertainty & Chronic Illness","Lockshin, Michael D.",188978205X,9781889782058,B06XPDV86D,248        pp,3.50,4,unknown,"Mar 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Kindle Edition,view,/book/show/35447417-the-prince-at-the-ruined-tower
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ethical Loneliness: The Injustice of Not Being Heard,"Stauffer, Jill*",0231171501,9780231171502,0231171501,240        pp,4.45,83,"Aug 15, 2015","Aug 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2022",not set,"Jul 02, 2022",,Hardcover,view,/book/show/26105417-ethical-loneliness
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Undoing Border Imperialism        (Anarchist Interventions, 6)","Walia, Harsha*",1849351341,9781849351348,1849351341,340        pp,4.53,482,"Nov 12, 2013","Nov 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/16057173-undoing-border-imperialism
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Impure Science: AIDS, Activism, and the Politics of Knowledge","Epstein, Steven",0520202333,9780520202337,0520202333,480        pp,4.18,130,1996,"Dec 09, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/693573.Impure_Science
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bodies That Matter: On the Discursive Limits of ""Sex""","Butler, Judith",0415903661,9780415903660,0415903661,304        pp,4.11,"3,462",1993,"Sep 22, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/181549.Bodies_That_Matter
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Metaphysics of Morals,"Kant, Immanuel",0521566738,9780521566735,0521566738,280        pp,3.94,"2,594",1797,"May 31, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/72066.The_Metaphysics_of_Morals
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Costs of Connection: How Data Is Colonizing Human Life and Appropriating It for Capitalism        (Culture and Economic Life),"Couldry, Nick",1503603660,9781503603660,1503603660,352        pp,4.15,78,"Aug 20, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/43506400-the-costs-of-connection
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Encounters,"Ahmed, Sara",0415201845,9780415201841,0415201845,228        pp,4.32,142,2000,"Jul 27, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/1161426.Strange_Encounters
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Understanding Trans Health: Discourse, Power and Possibility","Pearce, Ruth*",144734233X,9781447342335,144734233X,224        pp,4.59,32,2018,"Jul 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/36376803-understanding-trans-health
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Symposium,Plato,0140449272,9780140449273,0140449272,90        pp,4.08,"71,907",-380,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/81779.The_Symposium
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Nature of Things (mobi),Lucretius,,,B004L9KSRQ,256        pp,3.98,"13,464",-55,"Feb 04, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2022",,Kindle Edition,view,/book/show/22672737-on-the-nature-of-things-mobi
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Epistemology of Resistance: Gender and Racial Oppression, Epistemic Injustice, and Resistant Imaginations","Medina, José",0199929041,9780199929047,0199929041,352        pp,4.37,89,"Nov 19, 2012","Nov 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/15856796-the-epistemology-of-resistance
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Essay Concerning Human Understanding,"Locke, John",1406790273,9781406790276,1406790273,355        pp,3.86,"16,409",1690,"Jan 24, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/90078.An_Essay_Concerning_Human_Understanding
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Marx Was Right,"Eagleton, Terry",,,,258        pp,3.88,"4,770","Jul 01, 2011","Apr 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/10185738-why-marx-was-right
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Critique of Pure Reason,"Kant, Immanuel",0521657296,9780521657297,0521657296,785        pp,3.96,"36,513",1781,"Feb 28, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/18288.Critique_of_Pure_Reason
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cambridge Companion to Feminism in Philosophy,"Fricker, Miranda",0521624517,9780521624510,0521624517,296        pp,3.72,25,"Jan 26, 1996","Mar 28, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/641241.The_Cambridge_Companion_to_Feminism_in_Philosophy
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Epistemic Injustice: Power and the Ethics of Knowing,"Fricker, Miranda",0198237901,9780198237907,0198237901,192        pp,4.23,538,"Jul 05, 2007","Aug 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/1829523.Epistemic_Injustice
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Land of Pain,"Daudet, Alphonse",0375414851,9780375414855,0375414851,112        pp,3.77,463,"Dec 01, 1929","Jan 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Hardcover,view,/book/show/110988.In_the_Land_of_Pain
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Kingdom: Reimagining Chronic Illness,"O'Rourke, Meghan",0698190769,,B097XDLS7F,336        pp,4.04,"5,702","Mar 01, 2022","Mar 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 02, 2022","Jul 04, 2022","Jun 20, 2022",,Kindle Edition,view,/book/show/59247010-the-invisible-kingdom
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Disability and Rurality: Identity, Gender and Belonging","Soldatic, Karen",1472454847,9781472454843,1472454847,274        pp,5.00,1,unknown,"Apr 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/30270420-disability-and-rurality
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disability and Colonialism: (Dis)encounters and Anxious Intersectionalities,"Soldatic, Karen",1138645737,9781138645738,1138645737,126        pp,5.00,1,unknown,"May 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/30092120-disability-and-colonialism
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Disability, Spaces and Places of Policy Exclusion","Soldatic, Karen",0415854806,9780415854801,0415854806,198        pp,5.00,1,"Jan 01, 2014","Jun 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/18607694-disability-spaces-and-places-of-policy-exclusion
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Citizenship Inclusion and Intellectual Disability: Biopolitics Post-Institutionalisation,"Altermark, Niklas Dr",1351614584,9781351614580,1351614584,176        pp,0.00,0,unknown,"Nov 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Kindle Edition,view,/book/show/35742358-citizenship-inclusion-and-intellectual-disability
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intellectual Disability and the Right to a Sexual Life: A Continuation of the Autonomy/Paternalism Debate,"Foley, Simon",,,B075JMH16L,190        pp,0.00,0,unknown,"Sep 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Kindle Edition,view,/book/show/39914441-intellectual-disability-and-the-right-to-a-sexual-life
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Defining the Boundaries of Disability: Critical Perspectives,"Carlson, Licia",1000343693,9781000343694,1000343693,168        pp,0.00,0,unknown,"Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,ebook,view,/book/show/55257253-defining-the-boundaries-of-disability
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Familial Fitness: Disability, Adoption, and Family in Modern America","Sufian, Sandy M.",022680853X,9780226808536,022680853X,360        pp,0.00,0,unknown,"Jan 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/57331854-familial-fitness
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disability Studies and the Environmental Humanities: Toward an Eco-Crip Theory,"Ray, Sarah Jaquette",0803278454,9780803278455,0803278454,684        pp,3.92,12,unknown,"Jun 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/32815543-disability-studies-and-the-environmental-humanities
