,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berlin Stories,"Isherwood, Christopher",0811200701,9780811200707,0811200701,401        pp,4.04,"11,967",1945,"Jun 01, 1963",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,not set,Jan 2019,"Dec 21, 2019",,Paperback,view,/book/show/16810.The_Berlin_Stories
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirteen Ways of Looking,"McCann, Colum*",1443446254,9781443446259,1443446254,256        pp,3.95,"6,689","Oct 13, 2015","Oct 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,not set,Dec 2019,"Dec 21, 2019",,Hardcover,view,/book/show/25229229-thirteen-ways-of-looking
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Runner's World Run Less, Run Faster: Become a Faster, Stronger Runner with the Revolutionary FIRST Training Program","Pierce, Bill",159486649X,9781594866494,159486649X,304        pp,3.96,"3,377",2007,"May 15, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,Dec 2019,"Dec 21, 2019",,Paperback,view,/book/show/705694.Runner_s_World_Run_Less_Run_Faster
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spies,"Frayn, Michael",0571212964,9780571212965,0571212964,234        pp,3.54,"6,028",2002,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,Dec 2019,"Dec 21, 2019",,Paperback,view,/book/show/287022.Spies
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Boy's Life,"Wolff, Tobias",0802136680,9780802136688,0802136680,304        pp,3.96,"29,275",1989,"Mar 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,not set,Nov 2019,"Dec 21, 2019",,Paperback,view,/book/show/11466.This_Boy_s_Life
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Chalet,"Judt, Tony",1594202893,9781594202896,1594202893,226        pp,4.14,"2,088","Nov 11, 2010","Nov 11, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,Nov 2019,"Dec 21, 2019",,Hardcover,view,/book/show/9413960-the-memory-chalet
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Kids,"Smith, Patti*",,,,304        pp,4.21,"280,482","Jan 19, 2010","Jan 19, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,Nov 2019,"Dec 21, 2019",,Hardcover,view,/book/show/341879.Just_Kids
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,237","Jun 04, 2013","Jan 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,Oct 2019,"Dec 21, 2019",,Hardcover,view,/book/show/16158542-the-boys-in-the-boat
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Case Histories        (Jackson Brodie, #1)","Atkinson, Kate",0316010707,9780316010702,0316010707,389        pp,3.81,"107,476","Sep 01, 2004","Oct 17, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Oct 2019,"Dec 21, 2019",,Paperback,view,/book/show/16243.Case_Histories
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchens of the Great Midwest,"Stradal, J. Ryan*",052542914X,9780525429142,052542914X,310        pp,3.81,"48,733","Jul 28, 2015","Jul 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Sep 2019,"Dec 21, 2019",,Hardcover,view,/book/show/23398625-kitchens-of-the-great-midwest
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chances Are...,"Russo, Richard*",1101947748,9781101947746,1101947748,320        pp,3.77,"20,343",2019,"Jul 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2019,"Dec 21, 2019",,Hardcover,view,/book/show/44037144-chances-are
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop,"Fitzgerald, Penelope",,,B00DAJ4XWE,163        pp,3.28,"23,746",1978,"Jun 10, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2019,"Dec 21, 2019",,Kindle Edition,view,/book/show/41015154-the-bookshop
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,,,512        pp,4.36,"1,027,654",2011,2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2019,"Dec 21, 2019",,Paperback,view,/book/show/23692271-sapiens
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LaRose,"Erdrich, Louise",0062277022,9780062277022,0062277022,372        pp,3.90,"23,273","May 10, 2016","May 10, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,Jul 2019not set,"Dec 21, 2019",,Hardcover,view,/book/show/26116430-larose
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River Why,"Duncan, David James",0553344862,9780553344868,0553344862,293        pp,4.23,"11,740","Jan 01, 1983","Dec 01, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2019,"Dec 21, 2019",,Paperback,view,/book/show/23196.The_River_Why
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,247","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,Jun 2019,"Dec 21, 2019",,Hardcover,view,/book/show/29430012-a-gentleman-in-moscow
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Field of Blood        (Paddy Meehan, #1)","Mina, Denise*",031615458X,9780316154581,031615458X,456        pp,3.82,"4,682",2005,"Jul 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,May 2019not set,"Dec 21, 2019",,Paperback,view,/book/show/94180.Field_of_Blood
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Italian Teacher,"Rachman, Tom*",1786482576,9781786482570,1786482576,340        pp,3.66,"7,456","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2019,"Dec 21, 2019",,Hardcover,view,/book/show/31937362-the-italian-teacher
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,585","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2019,"Dec 21, 2019",,Hardcover,view,/book/show/36692478-there-there
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,684","Jul 17, 2018","Nov 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Apr 2019,"Dec 21, 2019",,Hardcover,view,/book/show/38819868-my-sister-the-serial-killer
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,501","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2019",,Hardcover,view,/book/show/4703581-the-city-the-city
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Forgetting the Whale,"Ironmonger, John*",0297872036,9780297872030,0297872036,369        pp,4.01,"8,517","Feb 12, 2015","Feb 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 25, 2019",,Hardcover,view,/book/show/22919293-not-forgetting-the-whale
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,078","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 21, 2019",,Hardcover,view,/book/show/43984883-olive-again
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where I Live Now: Stories: 1993–1998,"Berlin, Lucia",,,B06XDHT3WX,189        pp,4.47,250,"Mar 01, 1999","Mar 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2019","Apr 17, 2019","Apr 04, 2019",,Kindle Edition,view,/book/show/34706224-where-i-live-now
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,863","Sep 26, 2006","Jul 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The next two paragraphs give my  of this book, but if the only reason you’d be tempted to read on is to hear about the time I “met” Gillian FlynThe next two paragraphs give my  of this book, but if the only reason you’d be tempted to read on is to hear about the time I “met” Gillian Flynn, you can scroll past them.Like so many other Goodreaders seduced by the buzz, I read and enjoyed every sharp bend of Gone Girl. It proved to be something of an archetype, too, with books like The Girl on the Train and The Woman in the Window cashing in on similar threats and thrills. If you’re looking for even better correlation, though, go backwards in Flynn’s own oeuvre to this one. (Please allow me a quick aside to express an unreasonable but intense dislike for that word—oeuvre. When I try to sound it out in my head, that trailing “re” throws me, like Brett Favre’s name did to the people in Something About Mary. Plus, when I try to Frenchify that opening diphthong, my internal ear hates how affected it sounds. Sorry, I guess I needed to get that off my chest.)Anyway, Sharp Objects has the same kind of feel to it as her famous bestseller. There are vivid descriptions, enough interior life written into the characters that you imagine you know them, and a screenwriter’s gift for how to set a scene. This one pulls a few surprises, too. (With some people, you come to expect the unexpected, right?) It also gives you a proper fear of Wind Gap, Missouri, where investigative journalist Camille Preaker grew up. She was working in Chicago but then returned to Wind Gap to uncover whatever she could about two girls, one murdered and the other missing. She and a police detective / love interest gathered details about the crimes which were pretty intriguing by themselves. But it was the human interest angles that gave it real life. We get a surfeit of dysfunction with this one: boozing, self-mutilation, and a rather exotic psychological syndrome.As it turns out, I had a brief encounter with Ms. Flynn’s dark side in real life about two years ago. I came away thinking her characters come by their edginess honestly. It happened when we were living in Chicago. I’d taken to looking up semi-famous residents on the internet and then jogging by their addresses, mostly just to see what their places were like, but also on the off-chance of spotting them in person. I knew where the Blackhawks’ Jonathan Toews lived, John Cusack’s building was an easy trot away, and I could locate plenty of others from business, politics, sports and the arts. Anyway, it was a cool evening in Flynn’s Lincoln Park neighborhood. I’d been by her place before—very nicely kept, tucked away behind lots of trees and a fence. In the leafless part of the year you could get a view of the house itself. That night I saw a light on and heard music, so even though I knew I probably shouldn’t, I decided to stop for a closer look. I had my hands on the iron rails of her fence, peeking in, when all of the sudden from out of nowhere something grabbed hard at my loose sleeve. It was a large, no-nonsense dog that looked to be somewhere on the Doberman - Rottweiler spectrum. Of course I pulled back right away, but he’d gotten his teeth stuck in the cloth and wasn’t about to let go. I kept yanking to no avail. My heart rate, already elevated from the run, must have doubled again. The dog, meanwhile, was growling loudly enough that Flynn came out to investigate. I wished she would have called the brute off right away, but instead she said with imposing authority, “What the hell are you doing here?”“Nothing,” I said. (Quick thinker, me.)“Well, this is private property.”“I wasn’t trying to do anything. I was just out for a run,” I said.“Seems like you’re stalking me. Do you know who I am?” I wasn’t sure if it was daggers or machetes she was staring at me. Something sharp in any case. Also she was wearing a low-cut sweater showcasing a necklace with a razor blade pendant. “Yeah,” I said, “you’re Gillian Flynn, right? The writer?” Only I messed up her name and pronounced it with a J sound.“You don’t know me well, obviously. It’s Gillian,” she said, hitting the “guh” sound hard, as in Gone Girl.“Oh, right, I should have known.” Then I thought there was a remote chance I could turn this around. “But hey, I really liked your book.”By this time Satan’s Little Helper or whatever the dog's name was had relaxed his clench so I could take back my sleeve.“OK, so you are some kind of celebrity stalker,” she said. “Pathetic. And a fool to boot. You need to get the fuck outta my yard.”With that she marched back inside. Then her dog looked over as if to say, “Take it from me, buddy, you do NOT want to get on her bad side.” I never did run by that house again. I’ll tell you what I did do, though, if you’re curious. (view spoiler)[I continued a tradition today that I started years ago with this April Fools’ Day prank post. I never did meet Gillian Flynn (though I really did run by her house once or twice). For all I know, she’s much nicer than that. At least I think she may be. [image]  (hide spoiler)]...more",Notes are private!,0,111,1,not set,not set,"Apr 01, 2019",,Paperback,view (with text),/book/show/18045891-sharp-objects
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",,,,270        pp,3.85,"236,055","Mar 25, 2008","Mar 25, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You don’t have to love Olive Kitteridge to love Olive Kitteridge. Thinking of Olive the person, to say she’s multidimensional doesn’t go far enough. IYou don’t have to love Olive Kitteridge to love Olive Kitteridge. Thinking of Olive the person, to say she’s multidimensional doesn’t go far enough. I need a new word—hyperdimensional, maybe. And she’s often at the extremes, in ways that may be positive, negative, paradoxical, or shifting. She’s the central figure in every other one of the 13 separate stories, and in the ones that focus on others she’s a secondary reference point (though hardly a fixed one). We certainly get a chance to know her many sides.Olive had taught seventh grade math at the local school in Crosby, Maine, and was well-known if not uniformly well-liked around town. People did consistently think well of her husband Henry, the friendly pharmacist and church regular, which sometimes grated on her nerves.""Never trust folks,"" Olive's mother told her years ago, after someone left a basket of cow flaps by their front door. Henry got irritated by that way of thinking. But Henry was pretty irritating himself, with his steadfast way of remaining naive, as though life were just what a Sears catalogue told you it was: everyone standing around smiling.We get a sense early on that Olive is forthright in her opinions. You could even lose the euphemism and call her blunt or abrasive:She said: ""You're the one who can't stand these Hail-Mary Catholics! Your mother taught you that! Pauline was the only real Christian in the world, as far as Pauline was concerned. And her good boy, Henry.""Then at other times she came across as kind. In one story, she met an anorexic girl who quite unexpectedly brought Olive to tears. Her empathy seemed to grow with her own later-in-life self-awareness. Sometimes, like now, Olive had a sense of just how desperately hard every person in the world was working to get what they needed. For most, it was a sense of safety, in the sea of terror that life increasingly became. People thought love would do it, and maybe it did. But […] it was never enough, was it? Olive was a fascinating character with traits that occasionally seemed at odds with one another. This, from the book, speaks to that: “She didn't like being alone. Even more, she didn't like being with people.” She was also stoic while vulnerable, unapologetic while sensitive, and perceptive about plights while blind to her own role in causing them. I could go on a lot longer identifying her quirks, but that would be very un-Strout-like of me do so. We get our impressions of each person with a wonderful economy of words. With all of Olive’s attributes I’ve mentioned, the other characters bring that many more. One thing they share is something Strout talked about afterwards:In order to imagine what it feels like to be another person I have to use my own experiences and responses to the world. I have to pay attention to what I have felt and observed, then push these responses to an extreme while keeping the story within the realm of being psychologically and emotionally true.The feeling that her characters were human and real came through on every page. And like actual people we know, their lives can’t be captured by a single tile of a mosaic. I came to really appreciate the structure of the book that had so many perspectives and viewing angles. Half an hour into the book I told my wife this seemed like a 3.5 to 4 star book—pretty good, but with a main character I thought was unidimensionally unlikeable. Half an hour later, with more tiles in place, I told her it was a 4.5 to 5 stars, and it only went up from there. It’s not a long book, but it presents its themes well. Family dynamics feature prominently. Olive and Henry’s son was an interesting result of Olive’s variability, not always a happy one. I’ve mentioned very little of the stories focusing on other people in town, but they had plenty of heft too. Grief, loneliness, love, infidelity, aging, thoughts of ending it all, and the simple challenges of everyday life—it’s all addressed with writing that’s both artful and clear. And as Olive and the others come to learn more of themselves, we may learn more of ourselves as well....more",Notes are private!,2,130,1,not set,"Mar 25, 2019","Mar 28, 2019",,Hardcover,view (with text),/book/show/1736739.Olive_Kitteridge
