,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emily's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Boys Play Here,"Bayley, Sally",0008318883,9780008318888,0008318883,272        pp,3.72,53,"Jan 21, 2021","Jan 21, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Jan 21, 2023","Jan 27, 2023","Jan 21, 2023",,Hardcover,view,/book/show/51478121-no-boys-play-here
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's OK To Be Angry About Capitalism,"Sanders, Bernie",1802063110,9781802063110,1802063110,312        pp,4.09,"4,433","Feb 21, 2023","Jan 25, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 06, 2024","Apr 10, 2024","Jan 19, 2023",,Paperback,view,/book/show/141310696-it-s-ok-to-be-angry-about-capitalism
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neuroscience of Self-Love: How to improve your most important relationship,"Fernandez-Preiksa, Alexis",1922848905,9781922848901,B0B6V5SYBV,158        pp,4.01,"1,101",unknown,"Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 18, 2023","Jan 23, 2023","Jan 18, 2023",,Kindle Edition,view,/book/show/62228639-the-neuroscience-of-self-love
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wearing My Mother's Heart,"Thakur, Sophia",1529513723,9781529513721,B0BF92BG4Q,107        pp,4.01,290,unknown,"Nov 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 17, 2023","Jan 18, 2023","Jan 17, 2023",,Kindle Edition,view,/book/show/62683805-wearing-my-mother-s-heart
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is Serious,"Prasifka, Catherine",,9781838855567,,277        pp,3.13,"4,076","Apr 07, 2022",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I read this ten years ago maybe I would have liked it more as I wasn't really able to connect with the characters or plot. I'm not sure if the cracIf I read this ten years ago maybe I would have liked it more as I wasn't really able to connect with the characters or plot. I'm not sure if the crack in the sky added anything to the novel, although I would say it gave it a sort of surreal feeling....more",Notes are private!,0,26,1,"Jan 13, 2023","Jan 21, 2023","Jan 13, 2023",,Hardcover,view (with text),/book/show/61129074-none-of-this-is-serious
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shards,"Ellis, Bret Easton",180075230X,9781800752306,B09ZHS9CV1,744        pp,3.99,"20,616","Jan 17, 2023","Jan 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 18, 2023","Feb 27, 2023","Jan 13, 2023",,ebook,view,/book/show/61361813-the-shards
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Office BFFs: Tales of The Office from Two Best Friends Who Were There,"Fischer, Jenna",,,B08WLX1FXD,336        pp,4.23,"29,743","May 17, 2022","May 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,AudiobookThis was really fun and made me want to watch The Office all over again but with the knowledge of what I know now from this book.I haven't liAudiobookThis was really fun and made me want to watch The Office all over again but with the knowledge of what I know now from this book.I haven't listened to The Office Ladies Podcast yet so to me this was full of cool interesting stuff I didn't know and so wasn't repetitive....more,Notes are private!,0,33,1,"Jan 09, 2023","Jan 13, 2023","Jan 09, 2023",,Kindle Edition,view (with text),/book/show/57101915-the-office-bffs
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Briefing for a Descent Into Hell,"Lessing, Doris",1400077265,9781400077267,1400077265,278        pp,3.73,"2,224","Feb 12, 1971","Apr 12, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Mass Market Paperback,view,/book/show/372392.Briefing_for_a_Descent_Into_Hell
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender Is the Flesh,"Bazterrica, Agustina",,,,226        pp,3.80,"205,259","Nov 29, 2017","Feb 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Jan 2023,Jan 2023,"Jan 01, 2023",,Kindle Edition,view,/book/show/51008646-tender-is-the-flesh
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Americans,"Taylor, Brandon",0593332334,9780593332337,0593332334,303        pp,3.42,"5,889","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2022",,Hardcover,view,/book/show/62092265-the-late-americans
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone in This Room Will Someday Be Dead,"Austin, Emily*",1838953736,9781838953737,1838953736,256        pp,3.87,"58,906","Jul 06, 2021","Jul 08, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Audiobook,Notes are private!,0,24,1,"Dec 30, 2022","Dec 30, 2022","Dec 29, 2022",,Hardcover,view (with text),/book/show/56945450-everyone-in-this-room-will-someday-be-dead
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",,,,307        pp,4.07,"460,027",1928,"Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 04, 2023","Jan 09, 2023","Dec 28, 2022",,Kindle Edition,view,/book/show/18882869-all-quiet-on-the-western-front
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Center Cannot Hold: My Journey Through Madness,"Saks, Elyn R.",140130138X,9781401301385,140130138X,340        pp,4.30,"19,687","Aug 14, 2007","Aug 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2022",,Hardcover,view,/book/show/1098486.The_Center_Cannot_Hold
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lapvona,"Moshfegh, Ottessa",0593492951,9780593492956,0593492951,320        pp,3.54,"61,002","Jun 21, 2022","Jun 21, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Audio book I would consider myself an Ottessa Moshfegh fan and appreciated that the audio book was read by her. However, I did not enjoy the book. I dAudio book I would consider myself an Ottessa Moshfegh fan and appreciated that the audio book was read by her. However, I did not enjoy the book. I disliked nearly all of the characters and found parts grotesque and was unsure of their purpose....more",Notes are private!,0,20,1,"Dec 20, 2022","Dec 24, 2022","Dec 20, 2022",,Paperback,view (with text),/book/show/61448957-lapvona
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,046",1979,"Nov 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2023,"Jan 04, 2023","Dec 18, 2022",,Paperback,view,/book/show/421.The_White_Album
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,9781524712228,1524712221,401        pp,4.18,"845,800","Jul 05, 2022",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Dec 13, 2022","Dec 18, 2022","Dec 13, 2022",,Paperback,view,/book/show/61655197-tomorrow-and-tomorrow-and-tomorrow
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saga, Volume 11","Vaughan, Brian K.*",1534345930,9781534345935,1534345930,153        pp,4.26,"4,816","Nov 29, 2023","Nov 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,ebook,view,/book/show/29237226-saga-volume-11
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Four        (Heartstopper, #4)","Oseman, Alice*",1338617567,9781338617566,1338617567,384        pp,4.61,"378,341","May 06, 2021","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Dec 16, 2023","Dec 16, 2023","Dec 07, 2022",,Hardcover,view,/book/show/56060300-heartstopper
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Three        (Heartstopper, #3)","Oseman, Alice*",,,,384        pp,4.58,"430,918","Feb 06, 2020","Feb 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 07, 2022","Apr 27, 2023","Dec 07, 2022",,Paperback,view,/book/show/43449920-heartstopper
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Two        (Heartstopper, #2)","Oseman, Alice*",1444951408,9781444951400,1444951408,320        pp,4.54,"487,503","Jul 11, 2019","Jul 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 06, 2022","Dec 06, 2022","Nov 29, 2022",,Paperback,view,/book/show/43307358-heartstopper
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume One        (Heartstopper, #1)","Oseman, Alice*",152722533X,9781527225336,152722533X,288        pp,4.47,"718,604",Oct 2018,Oct 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I've been in a reading slump for a while now and this was perfect for it. Cute and easy to read in one sitting.I'll be reading #2 when I can get my haI've been in a reading slump for a while now and this was perfect for it. Cute and easy to read in one sitting.I'll be reading #2 when I can get my hands on it....more,Notes are private!,0,25,1,"Nov 29, 2022","Nov 29, 2022","Nov 29, 2022",,Paperback,view (with text),/book/show/40495957-heartstopper
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slaughterhouse-Five, or the Children's Crusade","North, Ryan*",1684156254,9781684156252,1684156254,192        pp,4.41,"12,367",Sep 2020,"Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 29, 2022","Nov 29, 2022","Nov 29, 2022",,Hardcover,view,/book/show/51323334-slaughterhouse-five-or-the-children-s-crusade
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What a Time to Be Alone: The Slumflower's Guide to Why You Are Already Enough,"Eggerue, Chidera",1787132110,9781787132115,1787132110,192        pp,3.78,"9,959","Jul 26, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Nov 27, 2022","Nov 27, 2022","Nov 27, 2022",,Hardcover,view,/book/show/38744579-what-a-time-to-be-alone
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jews Don't Count: A Times Book of the Year 2021,"Baddiel, David",0008399492,,B084GJ78FJ,139        pp,4.22,"11,219","Apr 20, 2021","Feb 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Kindle Edition,view,/book/show/56925393-jews-don-t-count
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",1408890062,,B076ZRJQ8N,347        pp,4.24,"1,053,025","Apr 10, 2018","Apr 19, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Nov 04, 2022","Nov 11, 2022","Nov 04, 2022",,Kindle Edition,view,/book/show/37552456-circe
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Wanna Be Yours,"Clarke, John Cooper",1509896104,9781509896103,1509896104,470        pp,4.18,"1,942",unknown,"Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2022",,Hardcover,view,/book/show/52772089-i-wanna-be-yours
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Kill Your Family,"Mackie, Bella",,,B07T8L84L9,400        pp,3.55,"125,602","Jun 10, 2021","Jul 22, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5 or 3not sure yet,Notes are private!,0,10,1,"Oct 06, 2022","Oct 14, 2022","Oct 06, 2022",,Kindle Edition,view (with text),/book/show/56379219-how-to-kill-your-family
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Deserve Better,Anne-Marie,1398707414,9781398707412,1398707414,288        pp,4.32,689,unknown,"Dec 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Hardcover,view,/book/show/58141160-you-deserve-better
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Work: The Lyrics of Scott Hutchison,"Hutchison, Scott",,9780571542208,,160        pp,4.84,159,unknown,Nov 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2022",,Hardcover,view,/book/show/59712172-the-work
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Friends,"Pedersen, Michael",057136005X,9780571360055,057136005X,240        pp,3.99,"1,031","Sep 13, 2022","Sep 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is hard to  because of the sensitive subject matter. Grief is complex and everyone has a different experience of it. I just didn't enjoy thThis is hard to  because of the sensitive subject matter. Grief is complex and everyone has a different experience of it. I just didn't enjoy the book or the style of writing particularly. However others may get a lot from it so I wouldn't not recommend it...more,Notes are private!,0,43,1,"Sep 20, 2022","Sep 28, 2022","Sep 20, 2022",,Hardcover,view (with text),/book/show/59529970-boy-friends
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The A Book For Life: 10 steps to spiritual wisdom, a clear mind and lasting happiness","Bowlby, Jo",1529340179,9781529340174,1529340179,240        pp,4.42,53,unknown,"Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Hardcover,view,/book/show/57356021-the-a-book-for-life
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger in the Mirror: Dissociation--the Hidden Epidemic,"Steinberg, Marlene",0060954876,9780060954871,0060954876,344        pp,3.93,401,2000,"Oct 09, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Paperback,view,/book/show/15661.The_Stranger_in_the_Mirror
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Be Yourself and Happier: The A-Z of Wellbeing,"Young, Will",1529148375,9781529148374,1529148375,224        pp,3.57,187,unknown,"Sep 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very simplistic but interesting and informative none the less.It provided me recommendations for other books to read that look at these topics in moreVery simplistic but interesting and informative none the less.It provided me recommendations for other books to read that look at these topics in more detail....more,Notes are private!,0,31,1,"Sep 12, 2022","Sep 19, 2022","Sep 12, 2022",,Hardcover,view (with text),/book/show/59731818-be-yourself-and-happier
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heroes: Mass Murder and Suicide,"Berardi, Franco ""Bifo""",1781685770,9781781685778,1781685770,224        pp,3.91,896,"Feb 03, 2015","Feb 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2022",,Hardcover,view,/book/show/22246108-heroes
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gallant,"Schwab, V.E.*",1785658697,,B09B1N61SD,352        pp,3.72,"111,874","Mar 01, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unfortunately, another V.E Schwab book I was disappointed with. I wasn't fully immersed and didn't care too much about the characters or story. It's bUnfortunately, another V.E Schwab book I was disappointed with. I wasn't fully immersed and didn't care too much about the characters or story. It's been a few months since I listened to the audiobook, and I've forgotten a lot of it....more",Notes are private!,0,25,1,"Aug 13, 2022","Aug 15, 2022","Aug 13, 2022",,Kindle Edition,view (with text),/book/show/58644858-gallant
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely City: Adventures in the Art of Being Alone,"Laing, Olivia*",1250039576,9781250039576,1250039576,336        pp,3.92,"28,461","Mar 01, 2016","Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2022",,Hardcover,view,/book/show/25667449-the-lonely-city
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"966,253","Aug 09, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 28, 2022","Dec 29, 2022","Aug 11, 2022",,ebook,view,/book/show/59364173-i-m-glad-my-mom-died
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest Cat,"Hiraide, Takashi",1447279409,9781447279402,1447279409,140        pp,3.55,"28,723",2001,"Sep 25, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love cats but didn't love this bookI love cats but didn't love this book...more,Notes are private!,1,21,1,"Oct 09, 2023","Oct 12, 2023","Aug 06, 2022",,Paperback,view (with text),/book/show/23352450-the-guest-cat
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Night,"Toews, Miriam",,,B092FPGXQM,274        pp,4.04,"17,507","Oct 05, 2021","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,19,1,"Aug 05, 2022","Aug 12, 2022","Aug 04, 2022",,Kindle Edition,view,/book/show/59107798-fight-night
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures","Fisher, Mark",1780992262,9781780992266,1780992262,232        pp,4.00,"4,362","May 30, 2014","May 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/20863042-ghosts-of-my-life
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blueberries,"Savage, Ellena",1922268569,9781922268563,1922268569,304        pp,3.62,"2,403","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2022","Aug 21, 2022","Jul 28, 2022",,Paperback,view,/book/show/52728250-blueberries
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love from the Pink Palace: Memories of Love, Loss and Cabaret through the AIDS Crisis","Nalder, Jill",1472288467,9781472288462,1472288467,320        pp,4.60,578,"Jul 07, 2022","Jul 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant! If you were moved by the TV show 'It’s a sin' then be prepared for more tears.Brilliant! If you were moved by the TV show 'It’s a sin' then be prepared for more tears....more,Notes are private!,0,46,1,"Jul 25, 2022","Jul 28, 2022","Jul 24, 2022",,Hardcover,view (with text),/book/show/59801971-love-from-the-pink-palace
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Eaters,"Dean, Sunyi*",1250810191,9781250810199,,416        pp,3.65,"39,261","Aug 02, 2022","Aug 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My first 5 star rating so far this yearI was hooked from the start and loved the idea of book eaters,Notes are private!,0,64,1,"Mar 10, 2023","Mar 12, 2023","Jul 24, 2022",,ebook,view (with text),/book/show/58772877-the-book-eaters
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Lie With Statistics,"Huff, Darrell",0140136290,9780140136296,0140136290,124        pp,3.84,"16,295",1954,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read as part of my level 3 data citizen apprenticeship. I’m sure the information will come in useful,Notes are private!,0,4,1,"Jul 12, 2022","Jul 13, 2022","Jul 12, 2022",,Paperback,view (with text),/book/show/2017339.How_to_Lie_With_Statistics
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just by Looking at Him,"O'Connell, Ryan",1982178582,9781982178581,1982178582,304        pp,3.78,"6,580","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Hardcover,view,/book/show/59366226-just-by-looking-at-him
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",1529077478,9781529077476,1529077478,708        pp,3.76,"44,137","Jan 11, 2022","Jan 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,6,1,"Jul 10, 2022","Jul 21, 2022","Jul 08, 2022",,Hardcover,view (with text),/book/show/57739841-to-paradise
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wahala,"May, Nikki*",0857527789,9780857527783,0857527789,375        pp,3.64,"15,305","Jan 06, 2022","Jan 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Hardcover,view,/book/show/57878024-wahala
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fix the System, Not the Women","Bates, Laura*",1398515418,9781398515413,,208        pp,4.52,"3,471","May 12, 2022","May 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Hardcover,view,/book/show/59493858-fix-the-system-not-the-women
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Et Tu, Babe","Leyner, Mark",0679745068,9780679745068,0679745068,176        pp,3.81,"1,800",1992,"Aug 24, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Paperback,view,/book/show/131526.Et_Tu_Babe
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",,,,273        pp,4.23,"280,922","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Aug 02, 2022","Aug 05, 2022","Jun 29, 2022",,Kindle Edition,view,/book/show/60196864-piranesi
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every Heart a Doorway        (Wayward Children, #1)","McGuire, Seanan*",0765385503,9780765385505,0765385503,176        pp,3.82,"110,721","Apr 05, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was really fun and engaging right from the start. If anything the ending felt rushed. Which I'm noticing about most books at the moment I'm not sThis was really fun and engaging right from the start. If anything the ending felt rushed. Which I'm noticing about most books at the moment I'm not sure if I will continue with the rest of the books in the series as they don't feel needed....more,Notes are private!,1,41,1,"Jan 28, 2024","Jan 29, 2024","Jun 29, 2022",,Hardcover,view (with text),/book/show/25526296-every-heart-a-doorway
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0735235880,9780735235885,0735235880,320        pp,3.52,"191,061","Jun 11, 2019","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't love it although I was really hoping too. It got a little tedious to be honest, trying to figure out what was real and what wasn'tI didn't love it although I was really hoping too. It got a little tedious to be honest, trying to figure out what was real and what wasn't...more",Notes are private!,0,53,1,"Jan 27, 2023","Feb 05, 2023","Jun 29, 2022",,Hardcover,view (with text),/book/show/42873080-bunny
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman is in Trouble,"Brodesser-Akner, Taffy",1472267079,9781472267078,1472267079,381        pp,3.64,"81,626","Jun 18, 2019","Feb 20, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5,Notes are private!,2,6,1,"Aug 30, 2023","Sep 06, 2023","Jun 26, 2022",,Paperback,view (with text),/book/show/45716228-fleishman-is-in-trouble
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silence of the Lambs        (Hannibal Lecter, #2)","Harris, Thomas",,,0099446782,421        pp,4.24,"548,321",Jul 1988,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2022",,Paperback,view,/book/show/23807.The_Silence_of_the_Lambs
