,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bury Your Dead        (Chief Inspector Armand Gamache, #6)","Penny, Louise*",0312377045,9780312377045,0312377045,371        pp,4.36,"85,696","Sep 28, 2010","Sep 28, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","Sep 21, 2023","May 30, 2023",,Hardcover,view,/book/show/7945049-bury-your-dead
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yours Truly        (Part of Your World, #2)","Jimenez, Abby*",1538704390,9781538704394,1538704390,416        pp,4.33,"256,878","Apr 11, 2023","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","Sep 21, 2023","May 30, 2023",,Paperback,view,/book/show/61918816-yours-truly
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Juice,"Nate, Benji",1770466630,9781770466630,1770466630,176        pp,3.99,"1,322",unknown,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come. I picked this up to read because I heard it's been banned and challenged. The nerve!Review to come. I picked this up to read because I heard it's been banned and challenged. The nerve!...more,Notes are private!,0,0,1,not set,"May 29, 2023","May 30, 2023",,Paperback,view (with text),/book/show/62039160-girl-juice
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legends & Lattes        (Legends & Lattes, #1)","Baldree, Travis*",,,B0B3755RV9,296        pp,4.14,"184,653","Feb 22, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","Sep 21, 2023","May 30, 2023",,Kindle Edition,view,/book/show/61242426-legends-lattes
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Community Board,"Conklin, Tara*",0062959379,9780062959379,0062959379,272        pp,3.34,"6,041","Mar 28, 2023","Mar 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come.,Notes are private!,0,0,1,not set,"May 26, 2023","May 30, 2023",,Hardcover,view (with text),/book/show/61193944-community-board
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Guest,"Ryan, Hank Phillippi*",125084956X,9781250849564,125084956X,328        pp,3.30,"5,007","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come. Convoluted,Notes are private!,0,0,1,not set,"May 24, 2023","May 30, 2023",,Hardcover,view (with text),/book/show/60784470-the-house-guest
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate Equation,"Lauren, Christina*",1982171111,9781982171117,1982171111,416        pp,4.01,"230,737","May 18, 2021","Feb 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this when it came out, but failed to  it. I remember thinking it was not one of my favorites of this team, but it was not a bad book. DiscoRead this when it came out, but failed to  it. I remember thinking it was not one of my favorites of this team, but it was not a bad book. Discovered I'd not added it into my library when I was registering another book with a similar title...more",Notes are private!,0,0,1,not set,"May 30, 2023","May 30, 2023",,Paperback,view (with text),/book/show/58438593-the-soulmate-equation
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",1250229707,9781250229700,1250229707,327        pp,3.81,"119,951","Oct 25, 2022","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come.,Notes are private!,0,0,1,not set,"May 14, 2023","May 30, 2023",,Hardcover,view (with text),/book/show/60784540-the-soulmate
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Driver Is Waiting,"Guns, Priya*",038554930X,9780385549301,038554930X,320        pp,3.30,"4,963","Feb 28, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come.,Notes are private!,0,0,1,not set,"May 18, 2023","May 30, 2023",,Hardcover,view (with text),/book/show/61239463-your-driver-is-waiting
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bandit Queens,"Shroff, Parini",059349895X,9780593498958,059349895X,342        pp,3.93,"30,888","Jan 03, 2023","Jan 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come. May,Notes are private!,0,0,1,not set,"May 15, 2023","May 30, 2023",,Hardcover,view (with text),/book/show/61065982-the-bandit-queens
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Goes Off Script,"Monaghan, Annabel*",0593420039,9780593420034,0593420039,272        pp,4.12,"125,394","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read some good s, recommended by several reader friends, and author came to a local bookshop and spoke. I was curious to read the book after thaRead some good s, recommended by several reader friends, and author came to a local bookshop and spoke. I was curious to read the book after that. Enjoyed it. 2023 read. (Rounded Up)...more",Notes are private!,0,1,1,not set,"May 09, 2023","May 20, 2023",,Hardcover,view (with text),/book/show/58988426-nora-goes-off-script
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Moons of Maali Almeida,"Karunatilaka, Shehan*",1908745908,9781908745903,1908745908,386        pp,3.93,"39,501","Aug 04, 2022","Aug 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My offspring and I read this at approximately the same time, one for an in-person book club and one for an online one. For both of us, it was one of tMy offspring and I read this at approximately the same time, one for an in-person book club and one for an online one. For both of us, it was one of those books that we are glad to have read. For me, the journey had a lot of ups and downs, which I need to digest a bit more....more",Notes are private!,0,1,1,not set,"May 07, 2023","May 20, 2023",,Hardcover,view (with text),/book/show/57224204-the-seven-moons-of-maali-almeida
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,319","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read after hearing Sittenfeld on an NPR interview, and other ers highly praise this book. There's a lot to like in it, from many different angleRead after hearing Sittenfeld on an NPR interview, and other ers highly praise this book. There's a lot to like in it, from many different angles. Don't be scared away by the ""Romantic"" in the title, unless you want to miss a good book. 2023 read. ...more",Notes are private!,0,1,1,not set,"May 04, 2023","May 20, 2023",,Hardcover,view (with text),/book/show/62628727-romantic-comedy
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinners with Ruth: A Memoir on the Power of Friendships,"Totenberg, Nina",1982188081,9781982188085,1982188081,320        pp,4.14,"15,082","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm pretty much jealous that I have never gotten to know, personally, either of these remarkable women.2023 read. I'm pretty much jealous that I have never gotten to know, personally, either of these remarkable women.2023 read. ...more",Notes are private!,0,1,1,not set,"May 05, 2023","May 20, 2023",,Hardcover,view (with text),/book/show/60407689-dinners-with-ruth
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Moves the Dead        (Sworn Soldier, #1)","Kingfisher, T.",1250830753,9781250830753,1250830753,165        pp,3.90,"64,942","Jul 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never read The House of Usher, but I love T. Kingfisher and am willing to ride with her anywhere her writing takes me. Plus she has further endearedI never read The House of Usher, but I love T. Kingfisher and am willing to ride with her anywhere her writing takes me. Plus she has further endeared herself to me by mentioning a connection in word choices to another writer I admire, and miss, because I was lucky enough to have spent time with him at another author's home. Anyone who quotes Mike Ford (John M Ford) has true credentials in my world. 2022 read. Merged :I never read The House of Usher, but I love T. Kingfisher and am willing to ride with her anywhere her writing takes me. Plus she has further endeared herself to me by mentioning a connection in word choices to another writer I admire, and miss, because I was lucky enough to have spent time with him at another author's home. Anyone who quotes Mike Ford (John M Ford) has true credentials in my world. 2022 read....more",Notes are private!,0,0,2,not setnot set,"Dec 02, 2022not set","May 03, 2023",,Hardcover,view (with text),/book/show/58724626-what-moves-the-dead
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Words We Lost        (Fog Harbor, #1)","Deese, Nicole*",0764241184,9780764241185,,384        pp,4.38,"2,237","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve never had this happen to me before. I can’t read this book (but not for the reasons one might write that in a ! Please don’t think that!)I’I’ve never had this happen to me before. I can’t read this book (but not for the reasons one might write that in a ! Please don’t think that!)I’ve been having problems with my eyes, and the print in the copy kindly sent to me by the publisher and LibraryThing Early Reviewer program is both too light and too small for my eyes in their current state to interpret. (Uncertain if the font is also a problem— that’s another level of visual acuity.) The magnifier I have was not enough. Most of my reading of late has been large print, ebook, or audio, and I’m just not used to not being able to read an actual book. Hopefully it’s temporary. I’m having another procedure this month, and will try again after healing. Please accept my apology....more",Notes are private!,0,0,1,not set,May 2023,"May 01, 2023",,Paperback,view (with text),/book/show/61151420-the-words-we-lost
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Orkney Scroll        (Lara McClintoch Archeological Mystery, #10)","Hamilton, Lyn",0425214311,9780425214312,0425214311,288        pp,3.73,451,"Feb 06, 2006","Feb 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Mass Market Paperback,view,/book/show/221800.The_Orkney_Scroll
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for Sylvie Lee,"Kwok, Jean*",0062834304,9780062834300,0062834304,336        pp,3.65,"37,672","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wanted to read this book of Jean Kwok, because her life in reality took her to Holland, and I wanted to see how she incorporated that into her writingWanted to read this book of Jean Kwok, because her life in reality took her to Holland, and I wanted to see how she incorporated that into her writing. Of the 3 books of her's I've read, this was less engaging for me than the other two, but I loved the customs and idioms that came through for different cultures. My interest in her was respired by a local book ban of Girl in Translation, and my husband picking up my copy of Mambo in Chinatown, because he knew I liked it (dancing, tai chi, chinese medicine, and noodles, plus a little romance) and he likes all but the first of those things.For more on the book ban, from Jean Kwok herself,read here:https://www.inquirer.com/news/jean-kw...I had to re-read the book because of this. I hope Bucks County comes up to breathe in oxygen and can stop this craziness of banning books that can help our children learn so much about life, both theirs, and ones that are vastly different. Thank you, Jean Kwok. ...more",Notes are private!,0,0,1,not set,"Apr 25, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/41716679-searching-for-sylvie-lee
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House with Good Bones,"Kingfisher, T.",1250829798,9781250829795,1250829798,247        pp,3.70,"32,566","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quirky, creepy, good characterizations, major plot twist just when all could be going right... Big problem for me was I read this very close to anotheQuirky, creepy, good characterizations, major plot twist just when all could be going right... Big problem for me was I read this very close to another book about a creepy, haunted house. I liked this better. It had vultures. 2023 read. Rounding up to 4 stars....more",Notes are private!,0,0,1,not set,"Apr 21, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/60784409-a-house-with-good-bones
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Else's Shoes,"Moyes, Jojo*",1984879294,9781984879295,1984879294,438        pp,3.97,"173,219","Feb 02, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Parts of this drew me in as I was reading it, but writing this, two weeks after finishing the novel, I can't be more specific, so I'm thinking it was Parts of this drew me in as I was reading it, but writing this, two weeks after finishing the novel, I can't be more specific, so I'm thinking it was more an ""of the moment"" interest that drew me in after being disappointed by another book I was trying to read. Fashion and shoes are not really me interest, but friendship and human nature, especially in adversity) is, which is what stuck with me after reading. 2023 read. ...more",Notes are private!,0,0,1,not set,"Apr 20, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/62971668-someone-else-s-shoes
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counterfeit,"Chen, Kirstin*",,,,288        pp,3.49,"86,031","Jun 07, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A complete contrast to the book I abandoned just before reading this. Fresh and invigorating story. Learned a lot about things I never would have comeA complete contrast to the book I abandoned just before reading this. Fresh and invigorating story. Learned a lot about things I never would have come in contact with (or cared much about personally) but it kept my attention and taught me a bit about fashion and haute couture, which I have no experience with. 2023 read. ...more",Notes are private!,0,0,1,not set,"Apr 16, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/59314709-counterfeit
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loyalty,"Scottoline, Lisa*",0525539808,9780525539803,0525539808,417        pp,3.77,"12,325","Mar 28, 2023","Mar 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really surprised how different Scottoline's writing/narrative is in a historical novel vs her usual. I put this down several, with no intention of picReally surprised how different Scottoline's writing/narrative is in a historical novel vs her usual. I put this down several, with no intention of picking it up again, but each time did and eventually worked my way to the end of the book. Learned a lot about the time period. It was the secondary characters, though that kept me reading. Wanted to hear what happened to them. 2023 read. Rounded up in rating....more",Notes are private!,0,2,1,not set,"Apr 21, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/61386676-loyalty
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,905","Feb 21, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Combination of mixed naration, several timelines, the butler/boyfriend/husband did it, and true crime with a little coming-of-age stuff thrown in, thaCombination of mixed naration, several timelines, the butler/boyfriend/husband did it, and true crime with a little coming-of-age stuff thrown in, that takes place in a prep school in New Hampshire during a winter mini-master. 2023 read. ...more",Notes are private!,0,2,1,not set,"Apr 06, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/61053829-i-have-some-questions-for-you
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell a Haunted House,"Hendrix, Grady*",0593201264,9780593201268,0593201264,419        pp,3.70,"97,375","Jan 17, 2023","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Back to Charleston and Grady Hendrix for a haunted house visit. Puppets are weird. And scary. Being back in charleston, even in literature, is a littlBack to Charleston and Grady Hendrix for a haunted house visit. Puppets are weird. And scary. Being back in charleston, even in literature, is a little scary, too. TBH....more",Notes are private!,0,1,1,not set,"Mar 29, 2023","Mar 29, 2023",,Hardcover,view (with text),/book/show/59414094-how-to-sell-a-haunted-house
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everyone in My Family Has Killed Someone        (Ernest Cunningham, #1)","Stevenson, Benjamin*",0063279029,9780063279025,0063279029,371        pp,3.81,"100,343","Mar 29, 2022","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Yup-- everyone killed someone. The format was half intriguing half annoying for me. Interesting to read about the author's background in comedy.Yup-- everyone killed someone. The format was half intriguing half annoying for me. Interesting to read about the author's background in comedy....more,Notes are private!,0,0,1,"Mar 25, 2023","Mar 27, 2023","Mar 25, 2023",,Hardcover,view (with text),/book/show/60879779-everyone-in-my-family-has-killed-someone
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horrorstör,"Hendrix, Grady*",1594745269,9781594745263,1594745269,248        pp,3.66,"92,092","Sep 23, 2014","Sep 23, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Grady Hendrix meets IKEA. 2023 read.,Notes are private!,0,0,1,not set,"Mar 23, 2023","Mar 25, 2023",,Paperback,view (with text),/book/show/13129925-horrorst-r
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man I Never Met,"Cook, Elle*",0593500857,9780593500859,0593500857,336        pp,3.93,"8,092","Oct 27, 2022","Nov 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pen name for an author who usually writes historical fiction. Author's note at the end delves into her experience with a plot element in this book, whPen name for an author who usually writes historical fiction. Author's note at the end delves into her experience with a plot element in this book, which I found fascinating, but then again, it tapped into a former part of my life, but from a different perspective. Also, now I want to go back to Tuscany and see the poppies....more",Notes are private!,0,0,1,not set,"Mar 21, 2023","Mar 25, 2023",,Paperback,view (with text),/book/show/60564484-the-man-i-never-met
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dove Of The East: And Other Stories,"Helprin, Mark",0156031019,9780156031011,0156031019,175        pp,3.99,557,1975,"Jun 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2023",,Paperback,view,/book/show/87988.A_Dove_Of_The_East
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bird Summons,"Aboulela, Leila*",0802149154,9780802149152,0802149154,290        pp,3.27,"1,095","Mar 07, 2019","Feb 11, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come,Notes are private!,0,0,1,not set,"Mar 14, 2023","Mar 24, 2023",,Paperback,view (with text),/book/show/52634103-bird-summons
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Writing Retreat,"Bartz, Julia*",1982199458,9781982199456,1982199458,313        pp,3.43,"58,421","Feb 21, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come,Notes are private!,0,0,1,not set,"Mar 19, 2023","Mar 24, 2023",,Hardcover,view (with text),/book/show/61273863-the-writing-retreat
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Horses of Iceland,"Tolmie, Sarah",125080793X,9781250807939,125080793X,111        pp,3.53,"2,614","Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book captured me, with its mix of history, saga, and imagination. I found myself constantly fascinated by the story, tracking down references to This book captured me, with its mix of history, saga, and imagination. I found myself constantly fascinated by the story, tracking down references to identify where the protagonist was, and with what culture/customs he was interacting. And it took me back to the days when my life was emerged in horses-- how it felt to ride, to train, to care for them. I haven't revisited that self in a long time. For such a slim book, it packed a lot....more",Notes are private!,0,3,1,not set,"Mar 11, 2023","Mar 24, 2023",,Paperback,view (with text),/book/show/57693432-all-the-horses-of-iceland
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Made a Fool of Death with Your Beauty,"Emezi, Akwaeke*",1982188707,9781982188702,1982188707,288        pp,3.56,"46,065","May 24, 2022","May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come. Rounded up in star rating,Notes are private!,0,0,1,not set,"Feb 24, 2023","Mar 24, 2023",,Hardcover,view (with text),/book/show/59232998-you-made-a-fool-of-death-with-your-beauty
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stand-In,"Chu, Lily*",,,B092MYHMM4,11        pp,3.85,"28,627","Jul 15, 2021","Jul 15, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come. (This was one of those books that I liked more after reading the author's note.)Review to come. (This was one of those books that I liked more after reading the author's note.)...more,Notes are private!,0,0,2,not setnot set,"Mar 24, 2023not set","Mar 24, 2023",,Audiobook,view (with text),/book/show/58341799-the-stand-in
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,071","Jul 26, 2016","Jul 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Review to come, if I can. I actually liked this more than a three but less than a 4.",Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ms. Demeanor,"Lipman, Elinor*",0358677882,9780358677888,0358677882,304        pp,3.47,"11,134","Dec 27, 2022","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Novel (had) look at house arrest., though I did keep picture the building from ""Murder in the Building"" while reading it. 2023 read. Novel (had) look at house arrest., though I did keep picture the building from ""Murder in the Building"" while reading it. 2023 read. ...more",Notes are private!,0,0,1,not set,"Feb 20, 2023","Mar 16, 2023",,Paperback,view (with text),/book/show/60839440-ms-demeanor
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiars,"Halls, Stacey",,,,420        pp,3.88,"46,122","Feb 07, 2019","Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2023 read. Well crafted, informative, imaginative, and not necessarily predictable. I'd read more from this author. More like 3.5 stars, but Goodreads2023 read. Well crafted, informative, imaginative, and not necessarily predictable. I'd read more from this author. More like 3.5 stars, but Goodreads still frustrates me with the star system. However, I like to err in the author's favor, because I'm not always a good judge of things....more",Notes are private!,0,0,1,not set,"Feb 28, 2023","Mar 16, 2023",,Hardcover,view (with text),/book/show/39835415-the-familiars
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Serial Killers,"Thompson, Alicia",0593438663,9780593438664,,336        pp,3.33,"47,165","Aug 16, 2022","Aug 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2023 read. Really liked this book. Fun read, though I spent far too much time looking up references and terms I was unfamiliar with. My excuse is I'm 2023 read. Really liked this book. Fun read, though I spent far too much time looking up references and terms I was unfamiliar with. My excuse is I'm of a certain age, not into true crime, apparently just novels about them in some form or another, and I'm not much on social media, nor am I a millennial or younger, so have use urban dictionary a lot....more",Notes are private!,0,0,1,not set,Mar 2023,"Mar 16, 2023",,ebook,view (with text),/book/show/59722215-love-in-the-time-of-serial-killers
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"476,008","Sep 03, 2020","Sep 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Started but didn't finish, because-- life. (Physically had difficulty reading, a temporary condition, but had to return the book to the library unfiniStarted but didn't finish, because-- life. (Physically had difficulty reading, a temporary condition, but had to return the book to the library unfinished, and now there's a wait list.)...more",Notes are private!,0,1,1,not set,"Feb 27, 2023","Mar 16, 2023",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vibrant Years,"Dev, Sonali*",1542036232,,B09QKWJD79,272        pp,3.98,"19,226","Dec 01, 2022","Dec 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2023 read.,Notes are private!,0,0,1,not set,"Feb 16, 2023","Mar 16, 2023",,Kindle Edition,view (with text),/book/show/61175551-the-vibrant-years
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"June, Reimagined","Crane, Rebekah*",1542036135,9781542036139,B09N6M67KV,283        pp,3.92,"6,504",unknown,"Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2023 read,. Received my copy from Amazon Prime.",Notes are private!,0,0,1,not set,"Feb 15, 2023","Mar 15, 2023",,Kindle Edition,view (with text),/book/show/62326628-june-reimagined
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elsewhere,"Cole, Blue*",,,B07CTGX362,285        pp,5.00,1,unknown,"May 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2018,"Mar 15, 2023",,Kindle Edition,view,/book/show/40028925-elsewhere
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marrying the Ketchups,"Close, Jennifer*",0525658874,9780525658870,0525658874,320        pp,3.62,"13,627","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Review to come. Kept getting distracted by the author's insertion of politics. Since 2016 (and definitely since the pandemic), much of my reading has Review to come. Kept getting distracted by the author's insertion of politics. Since 2016 (and definitely since the pandemic), much of my reading has turned to fiction, give my brain a chance to escape what is being offered in the news. Though the author's political views overlap with mine, I just didn't want that element in my reading. It's the opposite of relaxing and healing and colored my opinion of the book. I do not feel I can give the writing and the story a fair rating....more",Notes are private!,0,0,1,Mar 2023,"Mar 25, 2023","Mar 15, 2023",,Hardcover,view (with text),/book/show/58537243-marrying-the-ketchups
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River Woman, River Demon: A Novel","Givhan, Jennifer*",,,B0BHF5HLWW,363        pp,3.60,"9,955","Oct 24, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come,Notes are private!,0,0,1,"Mar 15, 2023","Mar 18, 2023","Mar 15, 2023",,Kindle Edition,view (with text),/book/show/123005757-river-woman-river-demon
