,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Alone,"Trevor, William",0140097562,9780140097566,0140097562,272        pp,3.75,240,1973,"Nov 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm struggling between 3 and 4 stars here, but I love William Trevor, so I'm rounding up.This is the third book I've read of Trevor's. I did not enjoyI'm struggling between 3 and 4 stars here, but I love William Trevor, so I'm rounding up.This is the third book I've read of Trevor's. I did not enjoy it as much as Children of Dynmouth and Miss Gomez and the Brethren. However, it still had all the of hallmarks of Trevor's unbelievable ability to capture people's personalities. In fact, the book felt like more of a character study. I didn't even realize that there was a ""main"" character. And when I started counting I got up to 20 characters - and every one was distinct, unique, and authentic. William Trevor was a people watcher - for sure! So many great scenes of random people. Here's one of my favorite parts - just a brief encounter with a dissatisfied customer of Henry's piece-of-shit vending machines:""In a fury he banged the side of the defective machine with his fist, shouting that he had a dog's life, claiming the country hadn't been governed properly since the War."" Hilarious! And we all know this person, don't we?And Trevor is equally skilled at portraying women and men and children. There was even a dog who could have walked off the pages!All that being said, the novel lacked a bit of plotline which made me a little bored with it at times. If you need a strong plot with lots of problems/solutions, rising/falling, as well as changing scenes, etc. This may not be for you. This was one of these more getting-into-people's-heads stories. If you like that - pick it up - hopefully, there are some old copies hanging around out there! ...more",Notes are private!,2,3,1,"Sep 18, 2023","Sep 28, 2023","Sep 28, 2023",,Paperback,view (with text),/book/show/1022118.Elizabeth_Alone
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,244        pp,4.05,"960,072",Jan 1963,"Aug 02, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, not sure where to go with this. First, I'm embarrassed to say I didn't know much about Sylvia Plath. I guess I shouldn't be embarrassed because tWow, not sure where to go with this. First, I'm embarrassed to say I didn't know much about Sylvia Plath. I guess I shouldn't be embarrassed because this WAS her ONLY novel. Apparently she's better known for her poems and I'm eager to read them now. For some reason I had Plath lumped with that Gertrude Stein group! And I thought she was English! I knew she had killed herself, but I thought she was older. Didn't realize she was 29 while writing the novel, and was dead by 30. So I did a bit of research before I started.Then once I started reading Bell Jar, it was obvious that Plath was from that group of writers - born in the 1930s, coming of age in the conformist, conservative 1950s. J.D. Salinger was older, but Plath's tone fits in with Catcher in the Rye for sure. Ken Kesey's Cuckoo's Nest comes to mind as well.I'm struggling to  this - so I'm going to fall back on the old pro/con list method. PROs: The writing was strong. Excellent metaphors and similes. One liners that could blow your socks off. You could tell Plath was a poet at heart. Also, it was short and easy to read. Very quick read. Another thing I liked is that it oozed that whole late 50's, early 60's feeling. Plath's language was contemporary and cool and modern for the time. CONs: The book was published in January of 1963 in England. Plath killed herself in February of 1963 in her apartment with her two young kids (she taped their bedroom door and put towels up to block the gas from the oven, but still!) So I couldn't help thinking of her writing this while she must have been in a depressed or bipolar state. Also, it's labeled a work of fiction. It's not. And her husband, Ted Hughes, and her mother were so aware of that that they wouldn't publish it in the states until 1971. Why does this matter? Because as a work of fiction, it falls flat. Little character development, no real climax, problem/solution, settings were a little weak, etc. However, as a memoir it was an excellent depiction of how people who suffer from depression really feel. On top of that, given the time period where even wearing a ""different"" color or not having the right landscaping could brand you as a lunatic, Plath captured that constrictive nature of the time. So perhaps I need to put that in the PRO section! There were times that I felt like I was reading something too personal and it made me uncomfortable. Is that a PRO or CON? I hope this book is not in high schools. The suicidal ideation is just too much. Page after page. Well, at least when she returns from New York. In fact, that abrupt shift sort of threw me, too. I rather liked the first part and just labelled it: Normal 1950s Teenage Angst. But then it took a pretty dark turn. So...DON'T read it if you suffer from depression. DO read it if you know someone who suffers from depression and you want more insight. ...more",Notes are private!,4,4,2,"Aug 20, 2023not set","Aug 27, 2023not set","Aug 27, 2023",,Paperback,view (with text),/book/show/395040.The_Bell_Jar
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 1990,"Ford, Richard",039551617X,9780395516171,039551617X,374        pp,3.73,121,"Oct 01, 1990","Jan 01, 1990",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been collecting this ""Best of"" series. I was excited to go retro and read the 1990 edition. I did not like it as much as I thought I would.If youI've been collecting this ""Best of"" series. I was excited to go retro and read the 1990 edition. I did not like it as much as I thought I would.If you're unfamiliar, these books feature 20 short stories. They are chosen by the ""guest"" editor for the year. And that guest editor writes an interesting essay at the beginning of the book saying how, why, where, when he/she made the selections. I always find that part pretty interesting.So for the 1990 book, guest editor was Richard Ford. I think what I learned is that Mr. Ford and I don't have similar tastes in short stories. I'd say I only really enjoyed 5 of the stories:Alice Munro, ""Differently""Alice Munro, ""Wigtime""Joy Williams, ""The Little Winter""Joan Wickersham, ""Commuter Marriage""Christopher Tilghman, ""In A Father's Place"" Not to say there weren't solid writers in the collection, but the stories just didn't appeal to me.However, now I will look for other short stories, novels, essays by the authors I mentioned above. ...more",Notes are private!,1,5,1,"Aug 10, 2023","Aug 19, 2023","Aug 19, 2023",,Paperback,view (with text),/book/show/454030.The_Best_American_Short_Stories_1990
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Available Man,"Wolitzer, Hilma*",0345527542,9780345527547,0345527542,285        pp,3.59,"3,614","Jan 24, 2012","Jan 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Aww, this was a sweet, little, romantic comedy - perfect for a summer poolside/beach read. I loved it and finished it quickly.It's hard to write a romAww, this was a sweet, little, romantic comedy - perfect for a summer poolside/beach read. I loved it and finished it quickly.It's hard to write a romance that isn't cheesy, but Ms. Wolitzer accomplishes just that. And I loved that the main characters were in their 60's and 50's and still vibrant and interested in participating in life with friends and lovers. I cringed a bit when I saw the low GR average rating (3.5). My guess is that readers didn't find it ""meaty"" enough? Correct, it is not Steinbeck or Hemingway. It also has a tidy little happy ending for all the characters. Some readers don't like tidy. But Wolitzer's writing is solid and engaging. I was hooked after the first page. Another huge bonus was Wolitzer's treatment of all the women characters. They were all over 50, but Wolitzer described all of them in flattering ways and made them sound like goddesses! Yes! ...more",Notes are private!,0,7,1,"Jul 21, 2023","Jul 24, 2023","Jul 24, 2023",,Hardcover,view (with text),/book/show/11575602-an-available-man
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,"Kilmeade, Brian",159523103X,9781595231031,159523103X,235        pp,3.85,"19,399","Nov 05, 2013","Nov 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was wavering between a 3 and 4 - not because the content, but because of the writing style.""The Spy Ring"" is an important story in the tale of the AI was wavering between a 3 and 4 - not because the content, but because of the writing style.""The Spy Ring"" is an important story in the tale of the American Revolution. In 2016, when I visited Manhattan, people asked about if we were going to any shows or sporting events. I said, ""nope - we're touring this whole island and learning about George Washington!"" I think most Americans forget that so much of the war was in New York. I think Americans also forget how outmanned and outskilled our ragtag army was compared to the British. So - clever General Washington realized, um, yea, I'm going to have to re-think how we are going to fight this thing! Enter this book. Well-researched information on how Washington used spies to pull off some major battles and fake ""set-ups"" and beat the British at their own game. Fascinating. And even relevant today and to how espionage is an important, but often overlooked piece to warfare.My only negative on this is the writing. It was very basic. In some ways it felt like it was written for a young adult audience. Also, the authors chose to include ""fictional dialogue"". Ugh, thank god there wasn't too much of this, but I absolutely hated it. It felt forced, contrived, and too melodramatic. Completely unnecessary. Otherwise it's a must-read. And coming in at under 230 pages - refreshing! ...more",Notes are private!,0,7,1,"Jul 14, 2023","Jul 20, 2023","Jul 21, 2023",,Hardcover,view (with text),/book/show/17707603-george-washington-s-secret-six
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bookworm,"Yeatman, Robin*",0063273004,9780063273009,0063273004,288        pp,2.97,"3,235","Feb 14, 2023","Feb 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an interesting and fast read! There were a lot of good and unexpected twists and turns that kept me guessing up to the very end! Suspenseful.This was an interesting and fast read! There were a lot of good and unexpected twists and turns that kept me guessing up to the very end! Suspenseful.I liked the main character, Victoria, and could certainly relate to her being a true ""bookworm"". I loved seeing that she enjoyed some of the same authors and novels that I have also enjoyed and like Victoria, I've often experienced that same comfy feeling of cuddling up to a favorite book. Very well done - and a debut novel to boot!...more",Notes are private!,0,5,1,Jul 2023,"Jul 05, 2023","Jul 13, 2023",,Paperback,view (with text),/book/show/61150786-bookworm
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life of Elizabeth I,"Weir, Alison",0345425502,9780345425508,0345425502,532        pp,4.03,"32,176","Sep 01, 1998","Oct 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh my gosh! This has taken me almost a month to finish! Comes in at right under 500 pages - about 200 pages too long. I wanted to go with 3 stars, butOh my gosh! This has taken me almost a month to finish! Comes in at right under 500 pages - about 200 pages too long. I wanted to go with 3 stars, but I'll be generous and give Ms. Weir 4 stars for all the research she had to do!This book was published over 20 years ago. I guess since then, Ms. Weir has become quite the expert on English monarchies. What I liked about the book was obviously, learning more about Elizabeth I. I visited England in the 1980's and learned a lot about Elizabeth's father - even visited Hampton Court. This book cleared up several historical questions I had had through the years. Especially with regard to Mary Queen of Scots.What I did not like is that I felt very repetitive - particularly in the first 150 pages. It just kept going over and over again about Elizabeth not being married, needing to marry, and different permutations of that idea. I felt it got old, and it made me wonder if Weir became too single-focused on that rather than other government issues that were taking place at the beginning of Elizabeth's reign. OR was it not Weir's fault? Perhaps she couldn't find as much information about the early years? However, this finally started to get better and other topics were addressed. So that's probably why I ended up with the higher rating. I also felt like in certain parts Weir sort of assumed that her readers were English - or let's say already had a strong background in English history. I guess that's okay. I'm sure American authors do that with our own historical books. But I had to do a lot of research on my own to get up to speed.This is one of those ""not for everyone"" reads. But I do recommend it - especially if you have time to a long story!...more",Notes are private!,0,11,1,Jun 2023,"Jun 30, 2023","Jun 30, 2023",,Paperback,view (with text),/book/show/111222.The_Life_of_Elizabeth_I
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,090","Jan 01, 1993","Jan 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! Powerful punch - especially the last few pages. I was bawling for a bit after finishing this last night.Interestingly, I read ""In My Father's HouWow! Powerful punch - especially the last few pages. I was bawling for a bit after finishing this last night.Interestingly, I read ""In My Father's House"" prior to this. Gaines wrote it in 1978. I didn't care for it. Though the dialogue was authentic, I thought the storyline was repetitive and just boring. (Other issues you can read in my  of it).Almost 20 years later, Gaines writes this ""Lesson Before Dying"". Lots of dialogue, just like the other. And at first I didn't like it because I felt like it was the same cast of characters. I mean types of characters - a clergyman in each book, a girlfriend, an old matriarch aunt, a schoolteacher, etc. But all of the sudden, the story grew wings and took flight! I have to say this, to me, was a novel that showed true growth in Gaines from a ""writer"" to a ""novelist"". The pieces that make one care in a novel were not present in ""House"", but were palpable in ""Dying"". On top of all that, excellent portrayal of race in America. ...more",Notes are private!,0,14,1,"May 10, 2023","May 15, 2023","May 15, 2023",,Paperback,view (with text),/book/show/5197.A_Lesson_Before_Dying
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Ladies,"Klapthor, Margaret Brown",0912308583,9780912308586,0912308583,93        pp,3.70,83,"Jan 01, 1979","Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yay! Finally something easy to  - a nonfiction, informational bio on the first ladies (this edition was old. It left off on Hillary). Short, sweYay! Finally something easy to  - a nonfiction, informational bio on the first ladies (this edition was old. It left off on Hillary). Short, sweet, one page brief write-up on each wife. So basically, this is either your thing, or it isn't. It's mine - so 4 stars! ...more",Notes are private!,0,3,1,May 2023,"May 02, 2023","May 02, 2023",,Paperback,view (with text),/book/show/14918016-the-first-ladies
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feminine Mystique,"Friedan, Betty",0393322572,9780393322576,0393322572,430        pp,3.87,"28,303","Feb 19, 1963","Sep 17, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh boy. I thought this was going to be much better than it was. I've just been reading some s - good and bad. I don't want to be all over the plOh boy. I thought this was going to be much better than it was. I've just been reading some s - good and bad. I don't want to be all over the place like Friedan was in this self-indulgent, 500 page manifesto - so I'll lay it out positives/negatives.PROS: So great that this book brought attention to the issues of women! I'm also glad it led Friedan to create N.O.W. Some of the negative s said it was too dated. Yes, it's a nonfiction piece from 1963, it's going to be dated, people. That's not my gripe at all. I liked reading it in ""real-time"" for her writing it and realizing how discriminatory it still was for women at that time on almost every level. I'm watching the fiction series ""Mrs. Maisel"" on Amazon right now and it's the same period and the producers are doing a great job portraying what a ""man's world"" it really was. In fact, the first 200 pages held my interest. Friedan created chapters that were more like mini-essays and I particularly liked the one chapter where she stopped talking about her own opinions, and shared some history of the women's movement with pioneers like Elizabeth Cady Stanton, etc.CONS: Oh my, my. Where do I start? I guess first on how we define ""science"". I have scientists in my family: a geologist, dentist, and ecologist. Then there's the ""social sciences"". Can we all admit those are a little loosey-goosey? To top it off, then we have Ms. Friedan. Got her Bachelor's in psychology. That's it. Wrote articles for women's magazines. Said she wanted her PhD, but a ""boyfriend made me quit"". Um, okay. One would be hard-pressed to find one shred of real evidence or facts to back up all of her theories. However, I'm not even necessarily coming down on her for this - except she presented everything as if she had made some huge, factual, scientific discovery. From what I could tell, Friedan's book was based on anecdotes. And worse? Based on her OWN frustrating life. Now I'm getting to the point: this should have been sold/billed/published as a MEMOIR. All of us can pontificate and spout off any time we want - free country. But there was such an arrogance here that just seeped through the pages and became unbearable by the end. And in a nutshell her total theory is: no woman is a real, fulfilled woman unless she has a career. Kids should be few, and raised by the government (yes, she said her mother and mothers of her generation ""smothered"" their children by being there for them). If a woman enjoys cooking or sewing or makeup (I like 2 out of those 3!) she has been lied to and is now lying about liking it! Friedan is rude to homosexuals, said they made her uncomfortable and didn't include them in her ""depressed housewife"" analysis. To say nothing of black/brown women, or white women who didn't go to school. Friedan was Jewish, so I couldn't even believe when she started comparing housewives to people who suffered in concentration camps. She contradicts herself in several chapters - seemingly annoyed with the heavy emphasis on Freudian thought in the 40's and 50's, but then supporting his other theories later on the in book? Maybe Friedan was just a product of her time and place, as we all are. She was born in 1921, my grandmother's generation. She basically said she was completely unhappy being married and having kids. And I can see that in that generation, that would have been frustrating because a woman was expected to do just that. I just wish she could have been more objective and more inclusive and less judgmental and narrow-focused. ...more",Notes are private!,0,7,1,"Apr 19, 2023","Apr 30, 2023","Apr 30, 2023",,Paperback,view (with text),/book/show/38723.The_Feminine_Mystique
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night        (The Night Trilogy, #1)","Wiesel, Elie",,,,120        pp,4.37,"1,244,747",1956,"Jan 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Please read this story. Yes, the content is devastating. But it is short, and oh so important and poignant!First reason to read: it falls into the warPlease read this story. Yes, the content is devastating. But it is short, and oh so important and poignant!First reason to read: it falls into the war-is-hell category. If we don't know our history, we're destined to repeat it - as someone once said, right? Wiesel did an incredible job here of saying - know your history, count your blessings, and don't ever take peace for granted. Message received, Mr. Wiesel.Second reason to read: This part was a huge takeaway for me. Wiesel started the story with himself as a young teen in Sighet in Romania in 1944. Obviously, his parents were following news updates about the war, the Germans, etc. But Wiesel was masterful at showing how easily his whole town was sort of smoothly scooped up into this drama, leaving their homes forever. When just nights before they thought they were not going to be part of this drama! Oh how quickly everything got BAD. Fast! This made me think of myself and my own home. I'm embarrassed at how apathetic I've become to current events, world news, and involvement in the process. Most recently (January!), remember the crazy Chinese spy balloon that flew over our whole country? I sort of just dismissed it when I saw that our OWN president Biden and government didn't seem too alarmed. Why was I so willing to ignore it? I guess I'd say I'm too busy at my own job as a teacher, I'm distracted, I'm disgusted with Biden and Trump - two useless presidents in a row. But Wiesel's story has given me pause. These little incidents can add up quickly. That's how it happened to Wiesel's family. I think for me, personally, I always have this attitude of ""let's not ruffle feathers, let's not upset other countries, let's not make more of it than it needs to be."" But at the end of the book, Wiesel's Nobel speech was included and he spoke about that very thing - almost getting too comfortable and not questioning and then not taking action to prevent governments from atrocities. I think I need to get my head in the game a little more so that I don't have any ""surprise"" visitors (fill in the country of your choice here) telling ME to leave. And I need to vote for politicians who will protect me better than I would possibly be able to protect myself! ...more",Notes are private!,0,6,1,"Apr 18, 2023","Apr 23, 2023","Apr 23, 2023",,Paperback,view (with text),/book/show/1617.Night
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room of One's Own,"Woolf, Virginia",0156030411,9780156030410,0156030411,112        pp,4.21,"207,312",1903,"Aug 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had forgotten that - when done right - an essay can be very satisfying! This was an essay/speech that Woolf delivered in 1928 and published in 1929.I had forgotten that - when done right - an essay can be very satisfying! This was an essay/speech that Woolf delivered in 1928 and published in 1929. I was blown away by Woolf's dry wit, clever sentences, and spot-on observations of men, women, men writers, women writers and books in general. This book is NOT for everyone, maybe even not for many. But I'm thinking that GR members are folks who like to read about the writing process and the history of writing and so I'd highly recommend it to that audience!...more",Notes are private!,0,2,1,"Apr 04, 2023","Apr 13, 2023","Apr 14, 2023",,Paperback,view (with text),/book/show/18842.A_Room_of_One_s_Own
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Old Ace in the Hole,"Proulx, Annie",0743242483,9780743242486,0743242483,384        pp,3.79,"5,764",2002,"Sep 16, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ugh. This has been exhausting. I was the only human that didn't care for Shipping News. This was even worse. Except it at least had punctuation and prUgh. This has been exhausting. I was the only human that didn't care for Shipping News. This was even worse. Except it at least had punctuation and pronouns! - I can't remember now, but Shipping News was missing either punctuation or pronouns. Which made it cumbersome and frustrating to read.Well, this one was cumbersome and frustrating, too. First, Proulx does the weird name thing again. OMG! I can't stand it. Main character: Bob Dollar. There's a Rope Butt, Hugh Dough. You may think - why is this woman so annoyed? But the names felt contrived and silly and weirdly made up so that would bring me out of the story. And just like Shipping News, there were SO MANY characters and with the odd names, I couldn't remember who was who. Second, and worse still - so much focus on the landscape - again, like Shipping News. This time instead of the ocean it was the Texas panhandle, and fields and cows in just too much detail. And not enough forward-moving plot to get me through that landscape.Third, and the worst part of all - Proulx did that thing where the main action is happening with the main character, Bob Dollar. Then Bob will be talking to LaVon and LaVon will say, ""oh yea, I remember old cranky Ace Crouch"" and from there, the LaVon character is telling a LONGGGGG backstory on whoever this Ace Crouch is. Literally for pages and pages. Some of you may say, oh, that's fun to hear the backgrounds! But it's background of characters who have no part in the active storyline and don't even re-enter later in the story. It's kind of like how nobody really wants to hear about what someone dreamed about last night! It's meaningless chatter that I started to skim through. If the writing is incredible, then at least you might enjoy the long tale. But Proulx's writing feels like a forced folksy-tone and over-the-top shenanigans that are supposed to be humorous but are more schmaltzy and corny than anything else.All that being said, her descriptions of that area seem spot on. I've been in locales like that and she is accurate in her portrayal of the landscape, the barns, the houses, the sounds. Proulx describes characters as they're talking - and she's very detailed with their farting, spitting, snorting - which I'm saying is a positive and trying to throw her a bone here. Because frankly, I'm done with Proulx now. Y'all can have her. ...more",Notes are private!,0,8,1,Mar 2023,"Mar 29, 2023","Mar 29, 2023",,Paperback,view (with text),/book/show/770559.That_Old_Ace_in_the_Hole
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shrub: The Short but Happy Political Life of George W. Bush,"Ivins, Molly",0375757147,9780375757143,0375757147,193        pp,4.09,"2,259","Feb 15, 2000","Oct 10, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I come from a weird perspective on this one. I loved Molly Ivins AND I loved George Bush. How can that be?I loved how sarcastic and acerbic Ivins was I come from a weird perspective on this one. I loved Molly Ivins AND I loved George Bush. How can that be?I loved how sarcastic and acerbic Ivins was - whether in print or when I used to see her on the morning political pundit shows. I loved how she called a spade a spade and didn't give a shit who heard. I loved how she somehow balanced her liberal views with her conservative roots in Texas. Ivins battled an alcohol addiction her whole life, but I also love that she still worked her ass off every day. I loved George Bush for the opposite reasons. He was not funny or sarcastic. He was kind and caring. He also battled addiction in his early days, but was able to find the power to overcome. Bush DID give a shit who heard him, and it was difficult for him to put his thoughts into words. But he was a quiet, sentimental, and unassuming man. He often reminded me of my father with his quick-to-cry manner. And as Ivins said, truly was a friend to all and knew almost every man and women in the Texas statehouse - and their families. And cared.These two were long-time love/hate sparring partners. So keep that in mind as Ivins outlines his life in politics BEFORE being president. Ivins does a fine job of offering up different topics per chapter and the book is a quick, easy read. Obviously, she's quite critical, as she should be. But as I tell my students, it's also hard to get the whole story from ""data"". Especially if it's POLITICAL. There were many subjects she mentioned that I could see how both sides would view the evidence differently. Another thing to consider: as with all politicians, time and history are important. Ivins wrote this book 23 years ago, and before Bush's presidency, 9/11, and his ""post-presidency life"". I was lucky to meet Bush when he visited here in Boise during his second campaign. Briefly spoke to him and my takeaway was respectful and genuine. I'm proud of Molly Ivins, too, as even though she disagreed with most of Bush's policies, she frequently mentioned some of his best qualities. When she died from terrible breast cancer, Bush was one of the first people to offer public condolence and kind words about her. To me, this is how the politican/reporter relationship should look. ...more",Notes are private!,0,3,1,"Feb 05, 2023","Feb 16, 2023","Feb 17, 2023",,Paperback,view (with text),/book/show/169710.Shrub
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060850523,9780060850524,0060850523,288        pp,3.99,"1,855,317",1932,"Oct 17, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I struggled between 3 and 4 with this one. I'm still on the fence.There's no doubt that the futuristic world that Huxley presents here is actually whaI struggled between 3 and 4 with this one. I'm still on the fence.There's no doubt that the futuristic world that Huxley presents here is actually what and how we're pretty much living today. Frozen embryos, happy pills, no one really having deep conversations for fear of hurting someone's feelings or disrupting their ignorant bliss. So for people that like dystopian fiction and want to make those connections - you'll get it here.However, it also felt terribly dated. From the outset the Director is leading a group around the facility and he refers to them as, ""fellows"". I immediately thought why wouldn't there be women? Oh yea, this was written in 1932, no women in the workforce. Then Huxley says the fellows were ""quickly scribbling their notes on their legal pads"" so that just felt dated, too. The whole thing reminded me of an old 1930s black and white ""science fiction"" picture on the TCM channel. Not to mention lots of typical 1930s racist attitudes and calling folks negros and octoroons. Awkward. Oh, and super awkward - at the beginning Huxley kept talking about hundreds of young naked boys and girls engaged in erotic play. Um, ew. I understand all the sex that Huxley had the adults engaged in. Since ""free sex"" wasn't around in 1932 and Huxley was trying to show this future way of thinking that adults could have sex whenever and wherever they like. And that was fine. But the sexuality of kids, I don't know, made me wonder about Huxley...just sayin'. On the other hand, I was impressed with Huxley's writing and his resume. I had no idea how prolific he was - plays, essays, poems, fiction, non-fiction. The end of the story offered wisdom and philosophies (during Mond's discussion with Hemholtz, Savage, and Bernard) and words to live by. I would read another Huxley story for sure. But for Ford's sake, no more sci-fi. ...more",Notes are private!,0,7,1,"Jan 30, 2023","Feb 05, 2023","Feb 06, 2023",,Paperback,view (with text),/book/show/5485.Brave_New_World
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Daughters of China: Abandoned Girls, Their Journey to America, and the Search for a Missing Past","Evans, Karin",1585421170,9781585421176,1585421170,380        pp,4.01,"2,407","May 08, 2000","Oct 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a must-read for anyone who has adopted from China or daughters who were adopted from China and are young adult women now. So much of Mrs. EvanThis is a must-read for anyone who has adopted from China or daughters who were adopted from China and are young adult women now. So much of Mrs. Evans's experience reminded me of my sister's experience. I think the best thing that Evans does in this book is not only discuss all the ""lost daughters"", but all the ""lost mothers"". Because of China's one-child policy (and/or variations of it) as of 1980, all of these poor women who had to give away (the author doesn't like the word abandon, and I agree) their daughters is unreal! In a country where the author says abortion is easy, prevalent and encouraged - it says so much that some women chose to actually go through the birth process, and maybe even tried to keep/hide her daughter and then a husband, boyfriend, or parent told the woman to leave her daughter somewhere and ""hopefully"" the daughter would be discovered - how unbelievably sad. The scant studies that had been done before this book showed that it was overwhelmingly a family member - not the mother - that said they would have to leave the daughter somewhere else and hope someone caring and able would find her. I guess I had never thought about the birth mother and the absolute pain she went through. I sort of labeled her as ""the bad guy"" in this story. I'm so sorry I thought that way. Mrs. Evans' does a good job of weaving in her own story of the process of paperwork and excitement at adding a little girl into their family with the global and political whys and hows of this whole movement of Chinese daughters.The only downfall of this book is it was written in 2000 - so much has happened since. The daughters from the 1990s are in their 20s & 30s now. What is their perspective on all of this? The birth mothers are most likely alive too, if they didn't commit suicide (the author says that China has the highest rates of suicide among women!). Another issue is now there's a shortage of women in China. Young men are finding it difficult to even find someone to start a life with. Lots of unanswered questions. A very balanced portrayal....more",Notes are private!,0,5,1,"Jan 24, 2023","Jan 29, 2023","Jan 29, 2023",,Paperback,view (with text),/book/show/112296.The_Lost_Daughters_of_China
