,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Nicole's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duchess War        (Brothers Sinister, #1)","Milan, Courtney*",1937248097,9781937248093,,270        pp,3.82,"27,567","Dec 06, 2012","Dec 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really feel like there were some big plot holes in this one. Also, just not for me.",Notes are private!,0,1,1,"Oct 23, 2023","Oct 29, 2023","Oct 23, 2023",,ebook,view (with text),/book/show/13489919-the-duchess-war
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Theoretically","Hazelwood, Ali*",1408725797,9781408725795,1408725797,389        pp,4.13,"360,189","Jun 13, 2023","Jun 13, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As much as I loved the science references and the academic STEM issues, the romance did not work for me. Ah well.",Notes are private!,0,3,1,"Oct 19, 2023","Oct 23, 2023","Oct 19, 2023",,Paperback,view (with text),/book/show/61326735-love-theoretically
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Person,"MacLeod, Alexander",0374602220,9780374602222,0374602220,256        pp,4.09,432,"Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny, when I was young I was drawn to all of those ridiculously long fantasy books and series. I was never a fan of purple prose (LM Montgomery asideFunny, when I was young I was drawn to all of those ridiculously long fantasy books and series. I was never a fan of purple prose (LM Montgomery aside) but always wanted a lot of content. Short stories were never enough for me. Now, I love them and admire the craftsmanship, the economy of words, the restraint, the discipline, the conciseness (unlike this current ...Obvs). Anyway, this collection was just so good! I took a lot out of it and find myself thinking about many of the stories. I think they will stay with me. I returned my book before writing this  and I can't remember the title of the one story, but the one about the farm boy was particularly stunning and resonated with me. Highly recommend this one. Particularly for Canadians as the stories are steeped in Canadianisms, particularly if you're of a certain age. ...more",Notes are private!,0,2,1,"Oct 15, 2023","Oct 19, 2023","Oct 15, 2023",,Hardcover,view (with text),/book/show/57693577-animal-person
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,837",Feb 2010,"Feb 10, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novella was so engrossing. So much was said by not saying things. Love love love when things are inferred and the reader is trusted to figure thiThis novella was so engrossing. So much was said by not saying things. Love love love when things are inferred and the reader is trusted to figure things out. Oh man. Now I am thinking of that horrible country song, “you say it best, when you say nothing at all,” which I’ve always thought was BS. So apparently I like it in books, but not in real people. Must now read everything by this author. ...more",Notes are private!,1,5,1,"Oct 13, 2023","Oct 15, 2023","Oct 13, 2023",,Paperback,view (with text),/book/show/8143909-foster
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Devil's Daughter        (The Ravenels, #5)","Kleypas, Lisa*",0062371932,9780062371935,0062371932,375        pp,4.15,"28,222","Feb 19, 2019","Feb 19, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I enjoyed this although I felt sometimes that the characters wandered too far from themselves. Sometimes acting too far out of the character that has I enjoyed this although I felt sometimes that the characters wandered too far from themselves. Sometimes acting too far out of the character that has been painted for them. ...more,Notes are private!,0,1,1,"Oct 12, 2023","Oct 13, 2023","Oct 12, 2023",,Mass Market Paperback,view (with text),/book/show/40404706-devil-s-daughter
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",0593540891,9780593540893,0593540891,304        pp,4.02,"33,127","Apr 14, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book takes place in the time of The Troubles, so historically, it was very interesting. I liked it as it ended up surprising me - I didn't anticiThis book takes place in the time of The Troubles, so historically, it was very interesting. I liked it as it ended up surprising me - I didn't anticipate where it went with the relationship between Cushla and Michael. ...more",Notes are private!,0,3,1,"Oct 06, 2023","Oct 12, 2023","Oct 06, 2023",,Hardcover,view (with text),/book/show/60417483-trespasses
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers,"Yamada, Taichi",1932234039,9781932234039,1932234039,208        pp,3.64,"4,811",1987,"Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although I didn’t really feel connected to these characters, I found myself thinking about this book a fair bit. I was surprised by the ending. AlthouAlthough I didn’t really feel connected to these characters, I found myself thinking about this book a fair bit. I was surprised by the ending. Although in hind sight I really shouldn’t have been. Anyway, it was a good ghost story. I know they made a movie of this and I want to see it, so I am now prepared! ...more",Notes are private!,0,2,1,Oct 2023,"Oct 06, 2023","Oct 01, 2023",,Paperback,view (with text),/book/show/1347446.Strangers
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,770","Oct 18, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have mixed feelings about this one. Sometimes I loved it. Other times I felt disconnected from the characters. Like there wasn’t enough emotional stI have mixed feelings about this one. Sometimes I loved it. Other times I felt disconnected from the characters. Like there wasn’t enough emotional stuff, just “and then this happened…and then this…” 3.5 stars? I also didn’t love the ending. Hmmm. ...more",Notes are private!,0,2,1,"Sep 22, 2023",Oct 2023,"Sep 22, 2023",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dry Heart,"Ginzburg, Natalia",0811228789,9780811228787,0811228789,88        pp,4.00,"7,230",1947,"Jun 25, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wow!!! This novella was some fine mitochondria! (Did you get my joke about being a powerhouse?) Anyway. I would’ve read this in one sitting but I starWow!!! This novella was some fine mitochondria! (Did you get my joke about being a powerhouse?) Anyway. I would’ve read this in one sitting but I started it a little late last night. Finished it this morning. So fascinating. I also would’ve shot him. FYI. ...more,Notes are private!,0,3,1,"Sep 21, 2023","Sep 22, 2023","Sep 21, 2023",,Paperback,view (with text),/book/show/42268742-the-dry-heart
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Secret Society of Irregular Witches,"Mandanna, Sangu*",059343935X,9780593439357,059343935X,318        pp,4.12,"158,507","Aug 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was very twee, but I was in the mood for warm and cozy witchy vibes.",Notes are private!,0,3,1,"Sep 18, 2023","Sep 21, 2023","Sep 18, 2023",,Paperback,view (with text),/book/show/60018635-the-very-secret-society-of-irregular-witches
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adversary,"Crummey, Michael*",0385685459,9780385685450,B0BR4YR8LP,333        pp,3.91,"1,122","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,ebook,view,/book/show/75669095-the-adversary
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Us,"Hernandez, Catherine*",1443459763,9781443459761,B0B2RQH8ST,304        pp,4.21,"1,343","Feb 28, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hmmmm. Parts of this I loved. Sometimes it felt like it was trying too hard. Anyway, the baby as the narrator thing didn’t work for me. So that probabHmmmm. Parts of this I loved. Sometimes it felt like it was trying too hard. Anyway, the baby as the narrator thing didn’t work for me. So that probably coloured my perspective. The characters were well drawn though and I legitimately cared about them. 3.5 stars. ...more",Notes are private!,0,3,1,"Sep 14, 2023","Sep 18, 2023","Sep 14, 2023",,Kindle Edition,view (with text),/book/show/61722720-the-story-of-us
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,379","Nov 05, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Amazing. So much was said in this brief novel. An author I like and follow on Twitter once refer to the Claire Keegan hive. I think I’m a new member. Amazing. So much was said in this brief novel. An author I like and follow on Twitter once refer to the Claire Keegan hive. I think I’m a new member. Highly recommend. ...more,Notes are private!,1,2,1,"Sep 13, 2023","Sep 14, 2023","Sep 13, 2023",,Hardcover,view (with text),/book/show/58662236-small-things-like-these
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Swoon and to Spar        (The Regency Vows, #4)","Waters, Martha*",1668007908,9781668007907,1668007908,324        pp,3.64,"5,197",unknown,"Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a delight! A grumpy book loving heroine. A Cornish estate on the sea. A loving hero who has trouble expressing himself. A marriage of conveniThis was a delight! A grumpy book loving heroine. A Cornish estate on the sea. A loving hero who has trouble expressing himself. A marriage of convenience. Enemies to lovers. Ghosts even! So many tropes I love. This one is the best in the series for me so far. Looking forward to number 5 next year! ...more,Notes are private!,0,3,1,"Sep 10, 2023","Sep 13, 2023","Sep 10, 2023",,Paperback,view (with text),/book/show/61273343-to-swoon-and-to-spar
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Late Mrs. Willoughby        (Mr. Darcy & Miss Tilney, #2)","Gray, Claudia*",0593313836,9780593313831,0593313836,385        pp,3.91,"5,425","May 16, 2023","May 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this, but it felt a bit draggy. I’m invested in the characters though so will end up reading the next one when it comes out.",Notes are private!,0,2,1,"Sep 03, 2023","Sep 10, 2023","Sep 03, 2023",,Paperback,view (with text),/book/show/62926935-the-late-mrs-willoughby
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Words,"Lauren, Christina*",1501190539,9781501190537,1501190539,432        pp,4.27,"566,822","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books by this writing duo remind me of how coca-cola used to have actual cocaine in it. Like what do they put in these books?!! The dialogue is alwaysBooks by this writing duo remind me of how coca-cola used to have actual cocaine in it. Like what do they put in these books?!! The dialogue is always so good. Even when I find myself annoyed by things, like Macy in her teenage years was kind of cringey. And as IF she didn’t give in to her teenage hormones earlier. And Elliot was basically perfect. But honestly I can get behind that in a book boyfriend. Anyway. A fun way to spend a couple of my last days on holiday! ...more",Notes are private!,0,6,1,"Aug 28, 2023","Aug 30, 2023","Aug 28, 2023",,Hardcover,view (with text),/book/show/36206591-love-and-other-words
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Circle,"Vermette, Katherena",0735239665,9780735239661,B0BXCMJHWM,262        pp,4.06,"1,953",unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Kindle Edition,view,/book/show/125066900-the-circle
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Us,"McFarlane, Mhairi*",,,B0BCW814DH,436        pp,3.76,"14,115","Aug 08, 2023","Aug 08, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always enjoy this author! This one wasn’t my favourite, but I still liked it. Particularly the pub scenes. I could’ve had more of that.",Notes are private!,0,2,1,"Aug 23, 2023","Aug 28, 2023","Aug 23, 2023",,Kindle Edition,view (with text),/book/show/62397519-between-us
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,626","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of layers to this one. Lots to relate to. Mothers and daughters. Past loves, past lives. I liked this a lot. It started a bit slow for me though,Lots of layers to this one. Lots to relate to. Mothers and daughters. Past loves, past lives. I liked this a lot. It started a bit slow for me though, only really picking up about half way through. ...more",Notes are private!,0,3,1,"Aug 19, 2023","Aug 23, 2023","Aug 19, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorry I Missed You,"Krause, Suzy*",1542010195,9781542010191,B07W7BT2BL,313        pp,3.64,"17,557","Jun 01, 2020","Jun 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I like this! I laughed out loud quite a bit and loved that it took place in Regina.,Notes are private!,0,2,1,"Aug 16, 2023","Aug 19, 2023","Aug 16, 2023",,Kindle Edition,view (with text),/book/show/52951550-sorry-i-missed-you
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,802","Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really loved this. I appreciate how Lucy continues to have these sharp insights into herself as she grows and ages. And of course, I adore this authorReally loved this. I appreciate how Lucy continues to have these sharp insights into herself as she grows and ages. And of course, I adore this author’s writing style. Such simplicity. ...more",Notes are private!,0,3,1,"Aug 09, 2023","Aug 13, 2023","Aug 09, 2023",,Hardcover,view (with text),/book/show/60657583-lucy-by-the-sea
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuesdays with Morrie,"Albom, Mitch*",,,0751529818,210        pp,4.17,"1,027,236","Aug 18, 1997",2000,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have a relationship to this text that might be biasing me. Regardless, it’s just not for me.",Notes are private!,0,3,1,"Aug 08, 2023","Aug 09, 2023","Aug 08, 2023",,Paperback,view (with text),/book/show/6900.Tuesdays_with_Morrie
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,159",1988,"Apr 15, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I rolled my eyes the entire time while reading this. Am I just jaded? “Personal Legend” and all the other terms with their capitalized letters just reI rolled my eyes the entire time while reading this. Am I just jaded? “Personal Legend” and all the other terms with their capitalized letters just reminded me of some incel’s manifesto. For realz. And where were the women? That just annoyed me. So many people I know gave this 5 stars. Can’t figure it out. Maybe I dislike fables? Anyway, so much self importance in this. Ugh. But as always, I’m happy that other people find joy in it. Read what makes you happy!...more",Notes are private!,0,4,1,"Aug 06, 2023","Aug 08, 2023","Aug 06, 2023",,Paperback,view (with text),/book/show/18144590-the-alchemist
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,635","Jun 22, 2023","Jun 27, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was ok. I appreciated where it was situated, both in location and time. But somehow it fell a bit flat. I felt like there was a great mystery to This was ok. I appreciated where it was situated, both in location and time. But somehow it fell a bit flat. I felt like there was a great mystery to be solved after reading the first chapter, but it didn’t quite deliver for me. I also read this while I was mostly exhausted, so perhaps that is ruining my experience. ...more",Notes are private!,0,2,1,"Mar 24, 2024","Apr 03, 2024","Aug 06, 2023",,Hardcover,view (with text),/book/show/63094957-the-rachel-incident
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking at Night,"Daverley, Claire*",0593653483,9780593653487,0593653483,400        pp,4.01,"20,612","Jun 06, 2023","Jun 20, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gorgeous book. I adored this.,Notes are private!,0,3,1,"Aug 04, 2023","Aug 06, 2023","Aug 04, 2023",,Hardcover,view (with text),/book/show/62583508-talking-at-night
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exiles        (Aaron Falk #3),"Harper, Jane*",1529098459,9781529098457,1529098459,420        pp,4.05,"57,374","Sep 20, 2022","Feb 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 for this one only because it started really slow for me and I had a hard time becoming engaged. But about 3/4 of the way through, it was awesome! 3.5 for this one only because it started really slow for me and I had a hard time becoming engaged. But about 3/4 of the way through, it was awesome! Loved the alternate POV chapters near the end! ...more",Notes are private!,0,4,1,"Jul 30, 2023","Aug 04, 2023","Jul 30, 2023",,Paperback,view (with text),/book/show/75398607-exiles
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",153872474X,9781538724743,153872474X,336        pp,4.32,"2,674,633","Dec 07, 2018","Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Hmmm. Hard to know how to rate this. Highly readable and engaging. Super creepy. But not a whole lotta character development. I read it because of allHmmm. Hard to know how to rate this. Highly readable and engaging. Super creepy. But not a whole lotta character development. I read it because of all the hype. Anyway. ...more,Notes are private!,0,3,1,"Jul 27, 2023","Jul 30, 2023","Jul 27, 2023",,ebook,view (with text),/book/show/59344312-verity
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Much Ado about Nada,"Jalaluddin, Uzma*",0593336380,9780593336380,0593336380,320        pp,3.87,"3,597","Jun 13, 2023","Jun 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this is my favourite book of hers! Stayed up way too late finishing, so that is always a good sign. I even had that “punched in the gut” feeliI think this is my favourite book of hers! Stayed up way too late finishing, so that is always a good sign. I even had that “punched in the gut” feeling a few times. I’m always kind of amazed when reading something on a page makes me have such a physical reaction. Anyway, I know some of the author’s books are optioned for films and I really hope they get made! (As always, I could’ve done without the epilogue though… #downwithepilogues)Also really love all the Toronto references! ...more",Notes are private!,0,3,1,"Jul 25, 2023","Jul 27, 2023","Jul 25, 2023",,Paperback,view (with text),/book/show/62802747-much-ado-about-nada
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Moon,"Keane, Mary Beth*",1982172606,9781982172602,1982172606,304        pp,3.41,"22,851","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I cared about the characters, but for me the story dragged a bit.",Notes are private!,0,3,1,"Jul 21, 2023","Jul 25, 2023","Jul 21, 2023",,Hardcover,view (with text),/book/show/60913577-the-half-moon
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,365","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fascinating book. So much to think about and discuss. It’s like watching a train wreck and not being able to look away. I was cringing through so muchFascinating book. So much to think about and discuss. It’s like watching a train wreck and not being able to look away. I was cringing through so much of this. ...more,Notes are private!,0,3,1,"Jul 19, 2023","Jul 21, 2023","Jul 19, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scandal in Spring        (Wallflowers, #4)","Kleypas, Lisa*",0060562536,9780060562533,B001EBWGB0,374        pp,4.02,"54,643","Jul 25, 2006","Jul 25, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A truly enjoyable read!,Notes are private!,0,3,1,"Jul 17, 2023","Jul 19, 2023","Jul 17, 2023",,Mass Market Paperback,view (with text),/book/show/105574.Scandal_in_Spring
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Difficult Conversations: How to Discuss What Matters Most,"Stone, Douglas",014028852X,9780140288520,014028852X,250        pp,4.07,"17,719","Apr 01, 1999","Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/774088.Difficult_Conversations
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fake,"Whittall, Zoe*",1524799440,9781524799441,1524799440,208        pp,3.45,"3,554","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was pretty cool. I had an experience with a person somewhat like this in my past so I related in a minor way. I liked the format of this booThis book was pretty cool. I had an experience with a person somewhat like this in my past so I related in a minor way. I liked the format of this book with the alternating POVs, and I especially loved the first and last chapters. ...more",Notes are private!,0,2,1,"Jul 13, 2023","Jul 17, 2023","Jul 13, 2023",,Hardcover,view (with text),/book/show/62075259-the-fake
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Americans,"Taylor, Brandon",0593332334,9780593332337,0593332334,303        pp,3.42,"5,888","May 23, 2023","May 23, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So beautifully written. Maybe I didn’t fully understand this book. My main takeaway is that artists are all really f’d up.,Notes are private!,0,2,1,"Jul 12, 2023","Jul 13, 2023","Jul 12, 2023",,Hardcover,view (with text),/book/show/62092265-the-late-americans
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,733","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I quite liked this. But sometimes the mother archetypes were a little too archetype-y for me.,Notes are private!,0,2,1,"Jul 08, 2023","Jul 11, 2023","Jul 08, 2023",,Hardcover,view (with text),/book/show/63222079-the-whispers
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Devil in Winter        (Wallflowers, #3)","Kleypas, Lisa*",,,006056251X,368        pp,4.22,"88,046","Feb 28, 2006","Feb 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this one! 3.5 stars. Evie’s story was a fun one. And unlike the first 2 in the series, it didn’t get draggy near the end.",Notes are private!,0,1,1,"Jul 06, 2023","Jul 08, 2023","Jul 06, 2023",,Mass Market Paperback,view (with text),/book/show/114166.Devil_in_Winter
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",125028080X,9781250280800,125028080X,329        pp,4.09,"140,008","Feb 02, 2023","Mar 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book that tells the story of 3 generations of Weyward women. But while I was reading it, I thought that maybe I should stop reading booI enjoyed this book that tells the story of 3 generations of Weyward women. But while I was reading it, I thought that maybe I should stop reading books that have a witch trial in them. Honestly I am angry enough. ...more",Notes are private!,0,5,1,"Jul 02, 2023","Jul 06, 2023","Jul 02, 2023",,Hardcover,view (with text),/book/show/60654349-weyward
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenwood,"Christie, Michael*",1984822004,9781984822000,1984822004,528        pp,4.34,"20,948","Sep 24, 2019","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful book. I love love loved the format, with the timeline mimicking the tree rings. Really glad I read it. (It was a Canada reads bookThis is a beautiful book. I love love loved the format, with the timeline mimicking the tree rings. Really glad I read it. (It was a Canada reads book, which brought it to my attention). Plus I live in Wolseley, so like, I’m into trees. Haha. ...more",Notes are private!,0,5,1,"Jun 27, 2023","Jul 02, 2023","Jun 27, 2023",,Hardcover,view (with text),/book/show/39328584-greenwood
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,319","Jan 31, 2023","Jan 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This started so strong. But half way through I felt like I was being beaten over the head with the message and ideas. I get it already! Stop being so This started so strong. But half way through I felt like I was being beaten over the head with the message and ideas. I get it already! Stop being so obvious. Sometimes it feels like my intelligence as a reader is being insulted. Like you don’t need to explain the nuance - I got it! I always wonder if that’s the author or if it’s an editing thing, me not knowing much about book publishing. Anyway, I do see how many people love this book.*update - just read another  that said it felt juvenile at times. That expressed my feelings perfectly. ...more",Notes are private!,0,2,1,"Jun 22, 2023","Jun 26, 2023","Jun 22, 2023",,Hardcover,view (with text),/book/show/60784605-maame
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Happened One Autumn        (Wallflowers, #2)","Kleypas, Lisa*",,,,382        pp,4.10,"65,247","Sep 27, 2005","Sep 27, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first quarter of this was delightful! Found myself smiling while reading. Then it lost steam though. Anyway, a pretty solid 3.",Notes are private!,0,3,1,"Jun 20, 2023","Jun 22, 2023","Jun 20, 2023",,Mass Market Paperback,view (with text),/book/show/827412.It_Happened_One_Autumn
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,895","May 16, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was interesting. I really like these books where half of the readers think nothing happens while the other half think that EVERYTHING happens.,Notes are private!,0,2,1,"Jun 15, 2023","Jun 20, 2023","Jun 15, 2023",,Hardcover,view (with text),/book/show/61986136-the-guest
