,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pablo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Curación fatal,"Cook, Robin*",9500413701,9789500413701,9500413701,389        pp,3.75,"5,872","Jan 01, 1994","Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"En el género thriller, si hay una fórmula que siempre resulta efectiva es la de las historias que se desarrollan en pequeños pueblos con una comunidadEn el género thriller, si hay una fórmula que siempre resulta efectiva es la de las historias que se desarrollan en pequeños pueblos con una comunidad muy unida, donde se pueden esconder los más oscuros secretos. Robin Cook, maestro y pionero del thriller médico, utiliza este recurso para crear una historia muy atmosférica (detalle que no acostumbra usar en sus más de treinta publicaciones) que posee un reparto de personajes coral donde todos y cada uno (hasta los más secundarios) tienen un protagonismo relevante que pondrá a prueba al lector hoja tras hoja. El hospital donde ocurren los hechos también se erige como un personaje principal debido a que hasta el jefe del banco está conectado de alguna manera con la trama. Los detalles que conforman a lo que Cook describe como el pueblito de Bartlet, Vermont, recuerdan a esos idílicos parajes en Estados Unidos donde parece que la gente es muy unida y servicial; de hecho la historia comienza casi como algo que no estuviese escrito por el autor. Robin aprovechó el pico de su fama en los años noventa para hacer crítica con respecto a la reforma del sistema de salud que se desarrollaba en aquel momento, donde se priorizaba las ganancias de las instituciones médicas por encima de la calidad asistencial así como también el desplazo de autoridades con conocimiento médico en cargos de dirección para colocar a empresarios que poco sabían de medicina. En muchos pasajes del presente libro fue muy tajante al respecto, reflejando una preocupación por una reforma que finalmente se logró y que se mantiene hasta el día de hoy, para desgracia de todos los norteamericanos: Medicare. Yendo hacia el final de la historia, se puede decir que se desarrolla de manera escalonada: Cook no coloca todos los elementos juntos y en pocas páginas (como suele hacer en sus últimos libros) sino que va armándolos de tal manera que sea el lector que tenga que prestar especial atención a las piezas colocadas para luego deducir en el prefacio como todas estaban conectadas de una manera fascinante. Robin Cook en los noventa publicó muchos libros con gran éxito (se podría decir que muchos de ellos superaron el suceso de su primera obra, ""Coma"") que lo cimentaron como el referente del género. Se destacan de esta época el presente libro que se está reseñando y algunos otros como ""Contagio"", ""Invasión"" (el Cook que más se acerca a la ciencia ficción), ""Cromosoma 6"", ""Terminal"", que cimentaron el género y generó una oleada de autores que siguieron la fórmula médica con resultados similares en la era pre CSI (Patricia Cornwell, Michael Palmer, Michael Crichton - Que incluso dirigió la adaptación cinematográfica de ""Coma"" protagonizada por Michael Douglas - ). El que escribe estas líneas dirá siempre que el mejor Robin Cook, estuvo en los años noventa. Lo que vino después se puede discutir. En síntesis, ""Curación fatal"" es un libro que vale mucho la pena ser leído. De lectura rápida y amena, si se tiene algo de voluntad se puede leer casi en su totalidad en una sola noche. Otra cosa que hizo este lector que escribe y que quizá recomendaría hacer, pero que no es saludable hacerlo siempre (:P).¡Hasta la próxima reseña!...more",Notes are private!,0,0,1,"Nov 29, 2022","Dec 04, 2022","Nov 29, 2022",,Paperback,view (with text),/book/show/377380.Curaci_n_fatal
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Final Harvest : An American Tragedy,"Malcolm, Andrew H.",081291242X,9780812912425,081291242X,320        pp,3.50,50,"Mar 12, 1986","Mar 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2022",,Hardcover,view,/book/show/1464461.Final_Harvest_
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coventry: Essays,"Cusk, Rachel",,,B07HF29WDJ,248        pp,3.73,"2,885","Aug 20, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Kindle Edition,view,/book/show/62798422-coventry
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evil Eye: Four Novellas of Love Gone Wrong,"Oates, Joyce Carol",0802120474,9780802120472,0802120474,216        pp,3.66,"1,722","Sep 03, 2013","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Hardcover,view,/book/show/14928740-evil-eye
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of the Dog,"Savage, Thomas",0316610895,9780316610896,0316610895,293        pp,4.19,"13,954",1967,"Jun 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Paperback,view,/book/show/128073.The_Power_of_the_Dog
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo estás deseando,"Roupenian, Kristen*",8433980378,9788433980373,8433980378,288        pp,3.63,"11,585","Jan 15, 2019","Aug 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Kristen Roupenian es una escritora armenio - estadounidense, más conocida por su cuento ""Cat person"" (incluido en este volumen con e**spoiler alert** Kristen Roupenian es una escritora armenio - estadounidense, más conocida por su cuento ""Cat person"" (incluido en este volumen con el título ""un tipo con gatos"") publicado en el año 2017 en la prestigiosa revista The New Yorker. Dicho relato se volvió viral gracias al contexto que se vivía por aquellos años; el movimiento #MeToo daba sus primeros pasos con la salida a la luz de los abusos de Harvey Weinstein en Hollywood. El éxito cosechado por Roupenian le valió un contrato de más de un millón de dólares por su primer libro, que tuvo gran éxito al momento de su publicación por la crudeza de cada una de sus historias. ""Lo estás deseando"" contiene doce relatos en donde Roupenian hace uso (y abuso) de esa pluma que tanto le ayudó a destacarse en el mundo editorial; es que en este volumen se podrán encontrar tanto cuentos brillantes (""chico malo"", ""un buen tío"") como algunos que no tienen un cierre definido y son un tanto pobres (""deseos suicidas"", "" el chico de la piscina"", ""corredor nocturno""), que ponen en manifiesto que aún se está ante una escritora novel, pero no así con falta de ambición. ""el signo de la caja de cerillas"", ""sardinas en lata"" y ""cicatrices"" son los relatos mejor logrados del presente compilado y donde brilla Roupenian metiéndose en la psique de los personajes que compone, poniendo en manifiesto un contraste entre un entorno que va pasando de brillante a lúgubre, con la decadencia que acarrean sus protagonistas a medida que las páginas se suceden. En ""el signo de la caja de cerillas"" el lector será testigo de una crisis de pareja muy inusual, que comienza con un extraño sarpullido en la piel de Laura, su protagonista. En ese momento comenzará un viaje hacia lo fantástico que transitará entre los caminos de la desesperación y la agonía. ""sardinas en lata"" es uno de los relatos con más elementos coincidentes con el universo de Mariana Enríquez (autora también publicada por Anagrama) en todo el compilado: Tilly, una niña con una inteligencia superior a la de otros chicos de su edad, pedirá un tenebroso deseo en su cumpleaños que desencadenará una terrible venganza que tendrá consecuencias muy siniestras. ""cicatrices"" sigue la historia de una mujer que encontrará un antiguo libro de conjuros que se hacen realidad, hecho que la llevará a un camino lleno de locura que irá de la mano con todo lo que le acontece a medida que afronta distintos sacrificios inhumanos con el fin de satisfacer los requerimientos de cada conjuro que detalla ese libro que encontró. ""lo estás deseando"" tiene asimismo un buen cierre, siendo ""una chica de las que muerden"" un cuento bien estructurado que relata un fetiche muy puntual que sufre una mujer y que le persigue desde su infancia. A esta historia quizá le faltó algo más de desarrollo para estar a la altura de toda la obra. En síntesis, es posible decir que se está ante un debut muy destacado al que se le augura un gran futuro; Roupenian posee como escritora una pluma tanto desgarradora como muy personal que le hacen merecedora del éxito que tiene. Sin embargo, una novela podría ser un territorio en donde pueda dar rienda suelta a sus capacidades sin caer en las limitaciones que ofrece el cuento dentro de su estructura, limitaciones que se han visto afectadas en algunos de los relatos que componen el presente volumen. Si llegaron hasta acá les quiero decir muchas gracias y ¡Hasta la próxima reseña!...more",Notes are private!,0,0,1,"Nov 20, 2022","Nov 27, 2022","Nov 20, 2022",,Paperback,view (with text),/book/show/46129291-lo-est-s-deseando
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La muerte en Venecia / Mario y el mago,"Mann, Thomas",8435015254,9788435015257,8435015254,182        pp,3.72,"1,406",1912,"Jun 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2022",,Paperback,view,/book/show/820618.La_muerte_en_Venecia_Mario_y_el_mago
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La granja ""El Rompeolas""","Simenon, Georges",8421704338,9788421704332,8421704338,191        pp,4.00,4,1939,1974,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sinopsis: El rompeolas es una novela de género policíaco escrita en 1940 por el belga-francés Georges Simenon, donde se relata la historia de Jean, unSinopsis: El rompeolas es una novela de género policíaco escrita en 1940 por el belga-francés Georges Simenon, donde se relata la historia de Jean, un mejillonero; él tendrá que hacer frente a un incidente le hará descubrir que la aldea no es tan serena como parece y que sus tías esconden secretos.Simenon, uno de los referentes del género policíaco del siglo XX, juega con el lector a lo Hitchcock en este brevísimo libro: la historia está siempre en alta tensión hasta las últimas diez páginas, en donde el telón cae y la verdad sale a la luz. Es un policial coral, en donde no hay un personaje principal en todo momento; se podría decir que el único que está siempre escondido tras bambalinas es la muerte, esperando a su momento. Jean, el mejillonero, vivió toda su vida con sus tías y siempre confía en ellas en cualquier decisión que tomen, pero con el paso del tiempo se dará cuenta que quizá ha estado equivocado con respecto a ellas, porque corren muchos secretos a voces en el pueblo que el mismo ignoraba hasta que se ve envuelto en un caos generado por su familia. Un caos que incluye el asesinato.Una novela entretenida que mantiene el pulso a pesar de su corta extensión; prueba fehaciente que la calidad no se da por la cantidad, sino que por el contenido. Lectura recomendadísima para el verano. ...more",Notes are private!,0,0,1,"Oct 16, 2022","Nov 20, 2022","Oct 16, 2022",,Paperback,view (with text),/book/show/41945279-la-granja-el-rompeolas
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nada y así sea,"Fallaci, Oriana",,,,319        pp,4.25,"2,551",1969,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fallaci en este libro (En la actualidad descatalogado) se luce de una manera increíble pero a la vez muy desgarradora: y es que la Guerra de Vietnam fFallaci en este libro (En la actualidad descatalogado) se luce de una manera increíble pero a la vez muy desgarradora: y es que la Guerra de Vietnam fue un conflicto que trascendió los límites de lo posible, en donde se vieron escenarios que a los ojos del mundo parecían hasta ese entonces inverosímiles, pero que Oriana los logra plasmar con una realidad cruda, logrando que el lector sienta que está dentro del mismo conflicto. El sentimiento de impotencia que desarrolla quien lee las páginas del diario es tan grande que en momentos puede llegar a causar desesperación por no poder cambiar el curso de la historia; el hacer algo que al menos hiciese una diferencia. Es un libro que se puede considerar como uno de los que hay que leer al menos una vez en la vida (Una vez puede ser más que suficiente). También, debido a su riqueza argumentativa y descriptiva de todos los acontecimientos ocurridos, resulta indispensable que un periodista lo tenga en su biblioteca. Oriana Fallaci se va preguntando cada vez que le es posible el sentido de la vida estando dentro de un contexto tan traumático. Hacia el final, y luego de tres visitas al Vietnam y una a México en donde casi pierde la vida en la masacre de Tlatelolco, se da cuenta de las capacidades horrorosas del ser humano, dejando en manifiesto las atroces brutalidades violentas de la que es capaz el mismo. ""Nada y así sea"" es un relato que conmueve de tantas maneras como ningún otro lo puede hacer. Despierta verdadera tristeza, ira e impotencia; por lo que es un libro del que no se sale de la misma manera de la que se entró. Muy recomendable para aquellos que deseen saber acerca del verdadero Vietnam, o para periodistas que aspiren a realizar grandes reportajes durante acontecimientos bélicos....more",Notes are private!,0,0,1,Jul 2022,Aug 2022,"Oct 15, 2022",,,view (with text),/book/show/23262633-nada-y-as-sea
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una historia ridícula,"Landero, Luis",8411070697,9788411070690,8411070697,288        pp,3.50,"1,402","Feb 02, 2022","Feb 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2022",,Paperback,view,/book/show/59732006-una-historia-rid-cula
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cerrado en invierno        (Cuarteto Wisting 1),"Horst, Jørn Lier*",8417511873,9788417511876,B07V7LJZVY,383        pp,3.71,"5,639",2011,"Sep 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Kindle Edition,view,/book/show/51092933-cerrado-en-invierno
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Todas esas muertes,"Droguett, Carlos",,,,377        pp,4.00,5,unknown,1971,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Esta novela puede interpretarse con el ojo actual como un libro de ""True crime"" pero con muchas licencias argumentales. Y es que ""Todas esas muertes"" Esta novela puede interpretarse con el ojo actual como un libro de ""True crime"" pero con muchas licencias argumentales. Y es que ""Todas esas muertes"" está basado en la historia real de Emilio Dubois, un sanguinario asesino en serie francés que perpetró varios crímenes en Chile entre los años 1905 y 1906.Droguett compone un libro de alta riqueza linguística que languidece a la hora de entretejer una trama ordenada; es fácil perderse entre los personajes y en los distintos conceptos. Existe un error grave de conceptualización literaria que llama la atención de un ganador del prestigioso Premio Alfaguara (justamente por este libro). A pesar de las incongruencias anteriores, si se logra superar este obstáculo y entender la trama de la historia, el lector podrá encontrarse con descripciones mucho más que interesantes y unos personajes muy tridimensionales que enriquecen a la imaginación y evidencian todas sus intenciones sin ningún tipo de tapujo; no existen buenos y malos en este libro. Todos se mueven en el medio del espectro. Quizá si la historia hubiese presentado un arco narrativo más tradicional el paso del tiempo habría sido más justo con ella; lamentablemente no ha sido el caso y es un libro que está descatalogado desde hace muchos años. Lo que más llama la atención es el personaje de Dubois, por supuesto: se compone de una mística casi sobrenatural que cree poder elevarse por sobre los demás debido a sus actos; durante toda la historia se pueden apreciar muchos momentos en donde abre un monólogo (casi siempre reflexionando sobre la vida o la existencia del ser humano y su alma) que resultan más que interesantes. Aquí Droguett destaca con creces. Finalmente, se podría decir que no cumple la función de ser un libro recomendable para cualquier tipo de público, pero si que puede servir para una cosa: De seguro que puede ser un tema curioso de conversación en una charla entre fanáticos de los libros. ...more",Notes are private!,0,0,1,"Aug 20, 2022","Oct 16, 2022","Jul 17, 2022",,,view (with text),/book/show/28467072-todas-esas-muertes
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diarios,"Pizarnik, Alejandra",8426422578,9788426422576,8426422578,"1,102        pp",4.66,"1,120",Jan 2004,Jan 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Abandonado en la página 242. Esto no quiere decir que no sea un diario brillante (el mejor que leí) que logra inmiscuirse en tu psique, pero en su momAbandonado en la página 242. Esto no quiere decir que no sea un diario brillante (el mejor que leí) que logra inmiscuirse en tu psique, pero en su momento lo tuve que dejar, ya que la depresión de Alejandra me invadió. No creo que lo vuelva a visitar. Desde el más acá, le pido disculpas a Alejandra. ...more",Notes are private!,0,0,1,Jul 2022,"Feb 04, 2024","Jul 01, 2022",,Hardcover,view (with text),/book/show/20321039-diarios
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs of Innocence and Songs of Experience,"Blake, William",0486270513,9780486270517,B0092JADM0,64        pp,4.09,"48,861",1794,"Feb 05, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"William Blake, poeta y pintor británico (1757-1827) es uno de los más apreciados poetas del mundo. Sus escritos han trascendido las fronteras del tiemWilliam Blake, poeta y pintor británico (1757-1827) es uno de los más apreciados poetas del mundo. Sus escritos han trascendido las fronteras del tiempo y siguen muy vigentes en el día de hoy, debido a que analiza de forma muy crítica el mundo desde una perspectiva filosófica. Este compilado de poemas (Publicado en dos tandas, en 1789 y 1794) sirve como manifiesto conceptual hacia lo que él quiso plantear sobre la vida como la conocemos a lo largo de su vasta carrera. Muy denostado en su época, Blake se ha reivindicado en los últimos 150 años como uno de los grandes. En este libro el compone una diferenciación categórica entre la ""inocencia"" y la ""experiencia"" siendo la primera una etapa feliz, inocente y libre de presiones y desilusiones; por momentos puede parecer hasta demasiado pura, como un estado espiritual que solo poseemos en la niñez y principios de la adolescencia. Los poemas que componen el lado de la ""experiencia"" son sumamente oscuros y están plagados de temores, desconcierto y terror; aún así resulta una experiencia sumamente enriquecedora el poder interpretarlos desde una perspectiva crítica, ya sea para la sociedad como para uno mismo. Es que Blake, cuando habla de la experiencia, a lo que se refiere es a lo perturbadora que puede llegar a ser la adultez y como resulta un camino que está continuamente rodeado de baches que tenemos que sortear. Hay dos versos de ""experiencia"" que resultan de lo más reveladores y que sirven de ejemplo para lo escrito anteriormente, estos son: ""La modesta Rosa pone al frente una espina, y el humilde Carnero un cuerno amenazador. Mientras, el blanco lirio se deleita en el amor: ni espinas ni amenazas ensucian su belleza radiante"" (Poema ""El Lirio"" - Canto 12) y ""¿Acaso es algo santo en una tierra rica y fructífera ver a bebés condenados a la miseria y alimentados con mano fría y usurera?"" (Poema ""Jueves Santo"" - Canto 9). Resumiendo, que Blake tenía una idea muy grande acerca de la condición humana que para su tiempo quizá no fue comprendida, pero que con el pasar de los siglos sigue siendo tan actual como en su día.Me ha resultado sumamente enriquecedor volver a la poseía después de tanto tiempo, y comenzar con Blake sin dudas me da la confianza para seguir con más libros así. Creo que la próxima debería ser Pizarnik, veremos...Y ustedes, ¿Leerían a Blake? ¿Cuál es su opinión con respecto a esta obra? Los leo. ¡Hasta la próxima reseña!...more",Notes are private!,0,1,1,"May 29, 2022","Jun 05, 2022","May 29, 2022",,Paperback,view (with text),/book/show/23915.Songs_of_Innocence_and_Songs_of_Experience
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acid House,"Welsh, Irvine",8433923641,9788433923646,8433923641,304        pp,3.74,"16,649",1994,"Sep 28, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Acid House"" de Irvine Welsh: Ni muy muy, ni tan tan.Después de varias semanas de escandalosa agonía, por fin pude largar este libro; pero antes de co""Acid House"" de Irvine Welsh: Ni muy muy, ni tan tan.Después de varias semanas de escandalosa agonía, por fin pude largar este libro; pero antes de comentar más, me gustaría hacer una pequeña sinopsis del mismo. Welsh, autor de la aclamada ""Trainspotting"", presenta en este libro 21 cuentos y una noveleta en los que retrata, como solo él sabe hacer, los pormenores de los barrios obreros de clase media - baja de Inglaterra y Escocia así como también las desvanencias de una generación en los 90 perdida por las drogas duras y el alcohol. Aclarada la sinopsis ahora si, es el turno del libro. TODOS, absolutamente TODOS los cuentos me han parecido de una calidad muy inferior (sino mediocre) a sus novelas. Salva el compilado la noveleta ""Un listillo"" (La que cierra el libro) que tiene un final que no me esperaba para nada y me dejó descolocado. No podría decir que Welsh es malo escribiendo cuentos (""Éxtasis"", que es otro compilado de historias que van acerca del ""amor químico""[sic] me pareció muchísimo mejor y más gracioso), pero no es su fuerte. Quizá sea la traducción, ponele...De todas maneras lo que si sabe retratar muy bien Welsh es esa agonía de la generación X en los 90's de no saber que cosa hacer con sus vidas mientras se ven abrumados dentro de una catarata de responsabilidades que no quieren ver o asumir. Otra cosa que me ha parecido buenísima del compilado es toda la jerga que tiene de los escoceses y también la jerga ""cockney"" que me ha hecho reír más de una vez. Por ese lado, bien. Por todo lo demás, es un libro dentro de la colección del autor que puede dejarse pasar. Por algo Anagrama no lo ha editado más...En fin, que a pesar de todo no lo recomiendo mucho. Lo que sí quiero recomendar es la última mini novela que mencioné antes, ""Un listillo"", que vale muchísimo la pena. ¡Hasta la próxima reseña!...more",Notes are private!,0,1,1,May 2022,"May 29, 2022","May 01, 2022",,Paperback,view (with text),/book/show/1100448.Acid_House
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on ‘Camp’,"Sontag, Susan",0241339707,9780241339701,0241339707,57        pp,3.97,"7,087",unknown,"Feb 15, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Muchas cosas en el mundo no han sido nombradas; y muchas cosas, aún si ya tienen su nombre, nunca han sido descritas. Una de esas es la sensibilidad,""Muchas cosas en el mundo no han sido nombradas; y muchas cosas, aún si ya tienen su nombre, nunca han sido descritas. Una de esas es la sensibilidad, indudablemente moderna, una variante de sofisticación pero muy poco similar a la primera, conocida con el nombre de culto de ""Camp"". En este ensayo estilo manifiesto (Pues se enumeran más de cincuenta características que debe de tener una expresión artística considerada como Camp genuina) Susan Sontag nos introduce en el concepto histórico de esta vanguardia, así como también la influencia de este movimiento a lo largo del contexto histórico y que desafíos posee el mismo hacia el futuro. Sontag alega que lo ""Camp"" corresponde a una visión del mundo en términos estilísticos, pero... un estilo absolutamente particular. Camp, es el amor por la exageración, el hacer que las cosas sean lo que no son normalmente. Así como lo camp se asocia regularmente con el mundo del arte, Sontag lo traslada también hacia el terreno del ser humano, diciendo ""Lo más hermoso de los hombres es algo ciertamente femenino, mientras que lo más hermoso en las mujeres es algo masculino... Esto está alienado con el gusto de lo Camp por lo andrógino, ya que lo andrógino es algo que parece ser diferente pero no lo es: Un gusto por la exageración de las características sexuales y sus manierismos"". Todo lo que contempla la teatralidad con la que lo Camp es hoy en día (Un gran exponente de esto son las ediciones modernas de la Met Gala) Susan Sontag ya lo establecía hace más de cincuenta años: Ella entendía que en torno a las grandes sensibilidades radicadas en la estética de lo Camp, el sentimiento de falsa seriedad y la teatralización de las experiencias forman parte del movimiento. Camp está en desacuerdo con lo armónico de la seriedad tradicional. O sea que lo Camp, según Sontag son manifestaciones artísticas que sí, pueden parecer un poco chapuceras para algunos (Como la estética actual de los videos musicales de trap o de Rosalía QUE SI SON CAMP pues no pretenden ser una representación rococó de la Francia de María Antonieta por sus paletas de colores, por citar algún ejemplo con lo que se los puede relacionar) pero que esconden un porqué que LO TIENE QUE DESCRIFRAR EL ESPECTADOR. Lo CAMP, para ser CAMP original, según Sontag NO DEBE PRETENDER SERLO, sino que debe fluir naturalmente. Podría seguir y hacer un análisis más en profundidad (Porque en poquito más de cincuenta hojas se puede sacar un libro) y no quiero aburrirlos, así que voy a parar por acá; en síntesis, el librito me ha parecido muy interesante para comprender el arte moderno en términos de estética y para determinar hacia donde van las vanguardias artísticas de hoy en día para poder realizar una aproximación hacia lo que será el futuro de lo Camp y el arte en general. Sontag en este sentido, tenía una visión tan adelantada que casi que da miedo. ¡Hasta la próxima reseña!...more",Notes are private!,0,1,1,not set,Jan 2022,"Apr 17, 2022",,Paperback,view (with text),/book/show/36436100-notes-on-camp
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Create Dangerously,"Camus, Albert",024133912X,9780241339121,024133912X,58        pp,3.83,"3,594","Dec 14, 1957","Feb 22, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Camus y la visión existencialistaEs harto conocido que el polifacético Albert Camus (1913 – 1960) fue un acérrimo defensor de los valores sociales de Camus y la visión existencialistaEs harto conocido que el polifacético Albert Camus (1913 – 1960) fue un acérrimo defensor de los valores sociales de las masas, poniendo en evidencia la sociedad del consumo a la que se ven enfrentados muchos artistas, por ejemplo. Es precisamente tomando como ejemplo a estos últimos, que Camus plantea en este compilado de ensayos y transcripciones de discursos académicos realizados entre 1950 y 1958, el peligro de la visión universal que tienen los artistas de sus obras. Albert Camus plantea que el artista tiene la responsabilidad de desafiar, provocar y hablar en nombre de aquellos que no pueden hacerlo, por medio de la creatividad peligrosa, o como el mismo dice: “Crear hoy es crear peligrosamente. Toda publicación es un acto que expone a su autor a las pasiones de un siglo que no perdona nada”. Luego de decir esto, el autor expondrá luego sus inquietudes acerca de la falta de personalidad que adquieren los artistas debido al miedo al rechazo que puede generar la visión de estos frente a una sociedad mainstream. Él plantea que el entendimiento del concepto de arte como forma global debe darse de forma personal desde las personas a los artistas y no al revés, pues sino el mismo artista caería en la falacia de denigrar la firma y sello distintivo de su obra en virtud de un reconocimiento físico que le sirva para hacer dinero.Camus dice que entender al arte como un concepto que forma parte de la moda es caer en un error, añadiendo que “[El arte sería parte de] una sociedad de moda en la que todos los problemas [serán] problemas de dinero y todas las preocupaciones, sentimentales”. Por lo tanto, el artista en si no debería perder su esencia en detrimento de la cuestión económica y de su ego. Resulta asombroso como este pequeño librito (De 56 páginas) escrito hace más de sesenta años pone en manifiesto una cuestión tan actual de nuestra sociedad que es la carencia de sentido frente a la originalidad y como nos dejamos llevar por una maquinaria comercial que nos inhibe creativamente. Nos estamos convirtiendo, como bien ha destacado el filósofo coreano Byung Chul Han, en una Sociedad del Cansancio, donde “[El ser humano] indefenso y desprotegido frente al exceso de positividad, le falta toda soberanía”. Recomiendo encarecidamente la lectura de este libro para tener una visión amplia de una sociedad que, en mi opinión, no sé hacia donde va. ...more",Notes are private!,0,0,1,"Jun 05, 2022",Jul 2022,"Apr 17, 2022",,Paperback,view (with text),/book/show/36436073-create-dangerously
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El pozo,"Onetti, Juan Carlos",8466320393,9788466320399,8466320393,96        pp,3.75,"1,170",1939,Sep 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Paperback,view,/book/show/1053395.El_pozo
