,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sandi's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waste Tide,"Chen, Qiufan",,,B07R7RPG34,13        pp,3.32,"2,544",Jan 2013,"Apr 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2020","Feb 29, 2020","Feb 29, 2020",,Audible Audio,view,/book/show/45445108-waste-tide
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Age of Death        (Legends of the First Empire, #5)","Sullivan, Michael J.*",,,B07V1HNSVJ,14        pp,4.28,"10,412","Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 14, 2020","Feb 17, 2020",,Audible Audio,view,/book/show/48931950-age-of-death
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose The Time War,"El-Mohtar, Amal*",1508287058,9781508287056,,5        pp,3.91,"205,531","Jul 16, 2019","Jul 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,not setnot set,"Feb 06, 2020not set","Feb 06, 2020",,Audiobook,view,/book/show/42996336-this-is-how-you-lose-the-time-war
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bird King,"Wilson, G. Willow*",,,B07MM2XBH2,unknown,3.74,"9,078","Mar 12, 2019","Mar 12, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 03, 2020","Feb 04, 2020",,Audible Audio,view,/book/show/50393500-the-bird-king
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Astronauts        (Borne, #2)","VanderMeer, Jeff*",,,B078T19YH6,unknown,3.36,"7,734","Dec 03, 2019","Dec 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 26, 2020","Jan 28, 2020",,Audible Audio,view,/book/show/52722546-dead-astronauts
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Junkyard Cats        (Junkyard Cats #1),"Hunter, Faith*",,,B082LSC2RR,5        pp,3.79,"7,839","Jan 02, 2020","Jan 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Jan 21, 2020not set","Jan 21, 2020",,Audible Audio,view,/book/show/50001285-junkyard-cats
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gnomon,"Harkaway, Nick*",,,1984833758,30        pp,3.85,"5,807","Oct 19, 2017","Dec 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 17, 2020","Jan 17, 2020",,Audible Audio,view,/book/show/43538197-gnomon
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prism Cloud        (Harbinger, #4)","Wheeler, Jeff*",1542044146,9781542044141,B07GQX8M9L,348        pp,4.44,"8,901","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2019","Dec 30, 2019","Dec 30, 2019",,Kindle Edition,view,/book/show/41437390-prism-cloud
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can Thank Me Later,"Harms, Kelly*",,,B07YVL71PS,4        pp,3.65,"6,240","Oct 31, 2019","Oct 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 22, 2019","Dec 30, 2019",,Audible Audio,view,/book/show/49462803-you-can-thank-me-later
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Peace, Blood, and Understanding        (Half-Moon Hollow #7)","Harper, Molly*",150115138X,9781501151385,,260        pp,4.14,"1,966","Oct 07, 2019","Oct 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 19, 2019","Dec 19, 2019",,ebook,view,/book/show/44150256-peace-blood-and-understanding
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Setterfield, Diane*",1508256780,9781508256786,,416        pp,3.95,"90,182","Dec 03, 2018","Dec 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 05, 2019","Dec 11, 2019","Dec 05, 2019",,Audiobook,view,/book/show/40539417-once-upon-a-river
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phantom of the Opera,"Leroux, Gaston",,,B000776J9M,8        pp,3.96,"241,875",1910,"Dec 06, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 21, 2019","Nov 22, 2019",,Audible Audio,view,/book/show/20306781-the-phantom-of-the-opera
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",,9780792783084,,unknown,4.24,"628,826",Aug 1938,"Jan 19, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2019","Nov 16, 2019","Nov 13, 2019",,Audiobook,view,/book/show/18973673-rebecca
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",1987186907,9781987186901,1987186907,14        pp,4.29,"422,785","Oct 03, 2019","Oct 08, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 09, 2019","Nov 09, 2019",,Audiobook,view,/book/show/51326903-the-giver-of-stars
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Superluminal,"McIntyre, Vonda N.",,,B00GN5XK44,unknown,3.75,358,1983,"Nov 13, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2019","Nov 06, 2019","Nov 09, 2019",,Audible Audio,view,/book/show/31142352-superluminal
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raven Tower,"Leckie, Ann*",,,,unknown,3.92,"19,760","Feb 26, 2019","Feb 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 30, 2019","Nov 01, 2019",,Audible Audio,view,/book/show/44176590-the-raven-tower
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heidi,"Spyri, Johanna",1543673066,9781543673067,1543673066,unknown,4.03,"199,338",1880,"Feb 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 22, 2019","Oct 24, 2019","Oct 22, 2019",,MP3 CD,view,/book/show/41887591-heidi
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iron Garland        (Harbinger, #3)","Wheeler, Jeff*",,,B07JG6NPMC,unknown,4.45,"9,941","Nov 13, 2018","Nov 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 19, 2019","Oct 19, 2019",,Audible Audio,view,/book/show/42904310-iron-garland
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mirror Gate        (Harbinger, #2)","Wheeler, Jeff*",1503904717,9781503904712,1503904717,347        pp,4.38,"11,412","Aug 28, 2018","Aug 28, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Oct 15, 2019not set","Oct 15, 2019",,Paperback,view,/book/show/39083132-mirror-gate
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the End of the World,"Howard, Jonathan L.*",,,B076V3CYF2,unknown,4.00,"2,397","Nov 14, 2017","Nov 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 09, 2019","Oct 09, 2019",,Audible Audio,view,/book/show/37797539-after-the-end-of-the-world
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carter & Lovecraft        (Carter & Lovecraft #1),"Howard, Jonathan L.*",,,B016CASBP2,10        pp,3.86,"5,894","Oct 20, 2015","Oct 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 03, 2019","Oct 03, 2019",,Audible Audio,view,/book/show/28960102-carter-lovecraft
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Testaments        (The Handmaid's Tale #2),"Atwood, Margaret*",,,B07KYSPLBJ,14        pp,4.19,"352,038","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Sep 21, 2019","Sep 22, 2019",,Audible Audio,view,/book/show/45715694-the-testaments
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gather Her Round        (Tufa, #5)","Bledsoe, Alex*",,,B06XBX31T3,unknown,4.07,707,"Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 15, 2019","Sep 15, 2019",,Audible Audio,view,/book/show/35262885-gather-her-round
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spider-Man: The Darkest Hours,"Butcher, Jim*",1974977005,9781974977000,1974977005,unknown,3.97,"2,377","Jul 01, 2006","Sep 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 12, 2019","Sep 12, 2019",,Audio CD,view,/book/show/52767861-spider-man
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Even Tree Nymphs Get the Blues        (Mystic Bayou, #3)","Harper, Molly*",,,B07QD1ZW5X,3        pp,3.51,"8,705","Jun 06, 2019","Jun 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Sep 09, 2019","Sep 11, 2019",,Audible Audio,view,/book/show/46032858-even-tree-nymphs-get-the-blues
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch Elm,"French, Tana*",,,B07DKHMVH7,unknown,3.57,"99,144","Oct 09, 2018","Oct 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 07, 2019","Sep 07, 2019",,Audible Audio,view,/book/show/52396291-the-witch-elm
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",,,,453        pp,3.55,"427,870","Sep 18, 2018","Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 27, 2019","Aug 27, 2019",,Audible Audio,view,/book/show/41588451-nine-perfect-strangers
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanderers,"Wendig, Chuck*",,,B07N7LXVF9,800        pp,3.98,"26,172","Jul 02, 2019","Jul 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Aug 17, 2019","Aug 17, 2019",,Audible Audio,view,/book/show/45713351-wanderers
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spaceman of Bohemia,"Kalfar, Jaroslav*",0316273406,9780316273404,,288        pp,3.81,"5,550","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Aug 2019,"Oct 05, 2019","Aug 01, 2019",,ebook,view,/book/show/34362944-spaceman-of-bohemia
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady in the Lake,"Lippman, Laura*",0062390139,9780062390134,,11        pp,3.50,"28,734","Jul 23, 2019","Jul 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 31, 2019","Aug 01, 2019",,Audiobook,view,/book/show/49602448-lady-in-the-lake
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fledgling        (Sorcery and Society, #2)","Harper, Molly*",,,B07TXRG3MK,unknown,3.97,"2,799","Jul 23, 2019","Jul 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2019","Jul 26, 2019","Jul 26, 2019",,Audible Audio,view,/book/show/51795172-fledgling
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rivals! Frenemies Who Changed the World        (Rivals #1),"McCormick, Scott*",,,B07CV165L5,5        pp,3.84,"5,624","Mar 12, 2019","May 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 23, 2019","Jul 23, 2019",,Audible Audio,view,/book/show/42361141-rivals-frenemies-who-changed-the-world
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riley Mack and the Other Known Troublemakers,"Grabenstein, Chris*",,,B07PJW49Y1,unknown,3.64,"1,480","Apr 10, 2012","Apr 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 20, 2019","Jul 20, 2019",,Audible Audio,view,/book/show/45701452-riley-mack-and-the-other-known-troublemakers
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Age of Legend        (The Legends of the First Empire, #4)","Sullivan, Michael J.*",,,,unknown,4.35,"12,702","Jul 09, 2019","Jul 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jul 17, 2019","Jul 17, 2019",,Audible Audio,view,/book/show/46133380-age-of-legend
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,P.S. from Paris,"Levy, Marc*",1477809996,,B01NAFSI7P,290        pp,3.71,"33,016","Feb 05, 2015","Sep 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 12, 2019not set","Jul 12, 2019",,Kindle Edition,view,/book/show/34036335-p-s-from-paris
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Wakes,"Lafferty, Mur*",,,B01CDDAETS,400        pp,3.83,"18,331","Jan 31, 2017","Jan 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jul 09, 2019","Jul 09, 2019",,Kindle Edition,view,/book/show/30120374-six-wakes
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hate U Give,"Thomas, Angie*",006267708X,9780062677082,,unknown,4.47,"897,508","Feb 28, 2017","Feb 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jul 08, 2019","Jul 08, 2019",,Audiobook,view,/book/show/41946456-the-hate-u-give
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fated Sky        (Lady Astronaut Universe #2),"Kowal, Mary Robinette*",,,B07G8KZRST,11        pp,4.27,"13,845","Aug 21, 2018","Aug 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2019,"Jul 02, 2019",,Audible Audio,view,/book/show/41581357-the-fated-sky
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Calculating Stars        (Lady Astronaut Universe #1),"Kowal, Mary Robinette*",,,B07DVCTB9R,12        pp,3.96,"33,483","Jul 03, 2018","Jul 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 25, 2019","Jun 26, 2019",,Audible Audio,view,/book/show/40721962-the-calculating-stars
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,California,"Lepucki, Edan*",,,B00GG0GJ2Q,401        pp,3.24,"20,090","Jul 08, 2014","Jul 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 31, 2019","May 31, 2019",,Kindle Edition,view,/book/show/19880637-california
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Middlegame        (Alchemical Journeys, #1)","McGuire, Seanan*",,9781250223357,,18        pp,4.02,"28,728","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 29, 2019","May 29, 2019",,Audiobook,view,/book/show/45692230-middlegame
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Salvager        (Time Salvager #1),"Chu, Wesley*",,,,unknown,3.71,"4,853","Jul 07, 2015",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 21, 2019","May 22, 2019",,Audible Audio,view,/book/show/27863697-time-salvager
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Storm Cursed        (Mercy Thompson, #11)","Briggs, Patricia",,,B07K8XJ7J5,10        pp,4.43,"35,047","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 10, 2019","May 10, 2019",,Audible Audio,view,/book/show/44413718-storm-cursed
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burnt Offerings,"Marasco, Robert",,,B01DCDIKEO,unknown,3.80,"8,508",1973,"Mar 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 07, 2019","May 07, 2019",,Audible Audio,view,/book/show/29637501-burnt-offerings
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crooked Staircase        (Jane Hawk, #3)","Koontz, Dean*",,,,unknown,4.11,"13,122","May 08, 2018","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 02, 2019","May 02, 2019",,Audible Audio,view,/book/show/40104483-the-crooked-staircase
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Monsters,"Beukes, Lauren*",,,B00MNU7HWO,unknown,3.59,"22,920","Jul 31, 2014","Sep 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Apr 22, 2019","Apr 23, 2019",,Audible Audio,view,/book/show/28585551-broken-monsters
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Everything Box,"Kadrey, Richard*",0062456946,9780062456946,0062456946,0        pp,3.65,"5,266","Apr 19, 2016","Apr 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Apr 13, 2019","Apr 14, 2019",,Digital Audiobook,view,/book/show/26072616-the-everything-box
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tigerman,"Harkaway, Nick*",149063715X,9781490637150,,unknown,3.93,"5,514","May 22, 2014","Dec 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 06, 2019","Apr 06, 2019",,Audiobook,view,/book/show/25491667-tigerman
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Labyrinth Index        (Laundry Files, #9)","Stross, Charles*",,,,13        pp,4.14,"4,358","Oct 30, 2018","Oct 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Mar 30, 2019not set","Mar 30, 2019",,Audiobook,view,/book/show/44666236-the-labyrinth-index
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Capital of Latecomers,"Nenova, Nina*",150392078X,9781503920781,B00UXX5B62,338        pp,2.60,"1,108","Apr 01, 2013","Oct 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 29, 2019","Mar 29, 2019",,Kindle Edition,view,/book/show/26135624-the-capital-of-latecomers
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Liaisons Dangereuses: Read by the Cast of the Stage Play,"Laclos, Pierre Choderlos de",,,,3        pp,3.63,277,unknown,"Jan 27, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 21, 2019","Mar 21, 2019","Mar 21, 2019",,Audible Audio,view,/book/show/28856114-les-liaisons-dangereuses
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lies Sleeping        (Peter Grant, #7)","Aaronovitch, Ben*",,,B07B8895MB,14        pp,4.24,"27,831","Nov 13, 2018","Nov 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 20, 2019","Mar 21, 2019",,Audible Audio,view,/book/show/40661971-lies-sleeping
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golden Tresses of the Dead        (Flavia de Luce, #10)","Bradley, Alan*",,9780449807767,,unknown,3.96,"17,000","Jan 22, 2019","Jan 22, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 10, 2019","Mar 11, 2019",,Audiobook,view,/book/show/43432247-the-golden-tresses-of-the-dead
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invasion of the Body Snatchers,"Finney, Jack",,,,unknown,3.90,"22,832",1955,"Jun 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 06, 2019","Mar 07, 2019",,Audible Audio,view,/book/show/29231057-invasion-of-the-body-snatchers
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Changeling        (Magic and Manners, #1)","Harper, Molly*",,,B07DDPLJFG,8        pp,4.05,"5,169","Aug 22, 2018","Aug 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 02, 2019","Mar 02, 2019",,Audible Audio,view,/book/show/41068465-changeling
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trail of Lightning        (The Sixth World, #1)","Roanhorse, Rebecca*",,,B07FSNZWFV,9        pp,3.96,"25,528","Jun 26, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Feb 22, 2019","Feb 22, 2019",,Audible Audio,view,/book/show/41754478-trail-of-lightning
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swerve: How the World Became Modern,"Greenblatt, Stephen",1464000905,9781464000904,,unknown,3.87,"32,722","Sep 26, 2011","Oct 01, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 16, 2019","Feb 18, 2019",,Audiobook,view,/book/show/16568647-the-swerve
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,B000J20TZA,14        pp,4.39,"2,557,206","Sep 01, 2005","Sep 14, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Feb 10, 2019","Feb 10, 2019",,Audible Audio,view,/book/show/19099825-the-book-thief
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon Called        (Mercy Thompson, #1)","Briggs, Patricia",0441013813,9780441013814,0441013813,289        pp,4.15,"206,179","Jan 31, 2006","Jan 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2019,"Feb 01, 2019",,Mass Market Paperback,view,/book/show/71811.Moon_Called
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stop Time,"Haig, Matt*",,,B071W9N3FP,10        pp,3.84,"171,900","Jul 06, 2017","Jul 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jan 24, 2019","Jan 25, 2019",,Audible Audio,view,/book/show/35647151-how-to-stop-time
