,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Freesiab's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Elsewhere: A novel by Keanu Reeves & China Miéville,"Reeves, Keanu",1529160278,9781529160277,B0CPHQSTBP,352        pp,3.71,14,"Jul 23, 2024","Jul 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,ebook,view,/book/show/203232509-the-book-of-elsewhere
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Errand into the Maze: The Life and Works of Martha Graham,"Jowitt, Deborah",0374280622,9780374280628,0374280622,480        pp,3.95,21,unknown,"Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/60784783-errand-into-the-maze
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ann Walker: The Life and Death of Gentleman Jack's Wife,"Batley, Rebecca*",,9781399099288,,unknown,4.25,40,"Jan 30, 2023","Jan 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/63266086-ann-walker
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch of New York: The Trials of Polly Bodine and the Cursed Birth of Tabloid Justice,"Hortis, C. Alexander*",1639363912,9781639363919,,336        pp,3.75,147,"Aug 01, 2023","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/62918999-the-witch-of-new-york
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave the Wild River: The Untold Story of Two Women Who Mapped the Botany of the Grand Canyon,"Sevigny, Melissa L.*",0393868230,9780393868234,0393868230,304        pp,4.21,"2,394","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/62594253-brave-the-wild-river
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Greenglass House        (Greenglass House, #1)","Milford, Kate*",0544052706,9780544052703,0544052706,384        pp,4.02,"23,522","Aug 26, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/18222716-greenglass-house
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winterhouse        (Winterhouse, #1)","Guterson, Ben*",,,B0721KN6T8,384        pp,3.94,"10,604",Jan 2018,"Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Kindle Edition,view,/book/show/29540876-winterhouse
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Girls of Camp Forevermore,"Fu, Kim*",,,B01N9Q31V0,256        pp,3.22,"5,751","Feb 13, 2018","Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Kindle Edition,view,/book/show/40604532-the-lost-girls-of-camp-forevermore
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Madame Pommery, Creator of Brut Champagne","Rosenberg, Rebecca*",,,B0BSSKGQRX,368        pp,4.42,935,unknown,"Mar 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Kindle Edition,view,/book/show/83813681-madame-pommery-creator-of-brut-champagne
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,897","Aug 13, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2024","Jan 10, 2024","Jan 09, 2024",,Hardcover,view,/book/show/52578297-the-midnight-library
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting Season: Ghostly Tales for Long Winter Nights,"Collins, Bridget*",0751581976,9780751581973,0751581976,304        pp,3.58,"7,032","Oct 12, 2021","Oct 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/56075256-the-haunting-season
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Traitor's Wife: A Novel of the Reign of Edward II,"Higginbotham, Susan*",1402217870,9781402217876,1402217870,499        pp,3.76,"3,695","Jul 25, 2005","Apr 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/6047149-the-traitor-s-wife
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Venice Secret,"Chapman, Anita*",1739174518,9781739174514,B0BNP1VXFR,395        pp,4.18,"2,840",unknown,"Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Kindle Edition,view,/book/show/122773614-the-venice-secret
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fox Wife,"Choo, Yangsze*",1250266017,9781250266019,1250266017,390        pp,4.05,"4,864","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/127278666-the-fox-wife
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Search Party,"Richell, Hannah*",1668036061,9781668036068,1668036061,338        pp,3.75,"3,661","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/176451530-the-search-party
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diva,"Goodwin, Daisy*",1250279925,9781250279927,1250279925,336        pp,3.88,"2,440",unknown,"Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/127305805-diva
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,194","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/71872930-north-woods
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Will of the Many        (Hierarchy, #1)","Islington, James*",1982141174,9781982141172,1982141174,630        pp,4.64,"27,773","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/62919748-the-will-of-the-many
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clinic,"Quinn, Cate",1728293987,9781728293981,1728293987,448        pp,3.57,"6,804","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Paperback,view,/book/show/123430981-the-clinic
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grace of Kings        (The Dandelion Dynasty, #1)","Liu, Ken*",1481424270,9781481424271,1481424270,640        pp,3.78,"21,164","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/18952341-the-grace-of-kings
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Margot,"Dumas, Alexandre",0786880821,9780786880829,0786880821,542        pp,4.15,"13,467",1845,"Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Paperback,view,/book/show/153875.Queen_Margot
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Word,"Adams, Taylor*",0063222892,9780063222892,0063222892,340        pp,3.73,"53,748","Apr 25, 2023","Apr 25, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 24, 2023","Dec 26, 2023","Dec 24, 2023",,Hardcover,view,/book/show/61767163-the-last-word
