,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Simona's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Polacco,"Coetzee, J.M.",8806257528,9788806257521,8806257528,117        pp,3.71,"2,752","Sep 19, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Hardcover,view,/book/show/198210999-il-polacco
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I canti d'amore di Wood Place,"Jeffers, Honorée Fanonne",8823530830,9788823530836,8823530830,848        pp,4.52,"33,641","Aug 24, 2021","Sep 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/61800310-i-canti-d-amore-di-wood-place
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mantieni il bacio. Lezioni brevi sull'amore,"Recalcati, Massimo",,,B07JGHT6H3,80        pp,3.79,"1,560","Mar 07, 2019","Mar 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Kindle Edition,view,/book/show/44293866-mantieni-il-bacio-lezioni-brevi-sull-amore
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,164","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 26, 2023","Aug 29, 2023","Aug 26, 2023",,Hardcover,view,/book/show/54814676-crying-in-h-mart
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giorno di vacanza,"Cagnati, Inès",8845986667,9788845986666,B0C5J5MJN6,151        pp,3.84,789,"Apr 16, 1973","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/156768561-giorno-di-vacanza
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frida Kahlo per appassionati. 60 consigli per vivere la vita a modo tuo,"Percy, Allan",8809950054,9788809950054,8809950054,160        pp,3.56,95,2019,"Sep 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Paperback,view,/book/show/59359481-frida-kahlo-per-appassionati-60-consigli-per-vivere-la-vita-a-modo-tuo
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Case del malcontento,"Naspini, Sacha",8866329266,9788866329268,8866329266,464        pp,4.16,555,Feb 2018,"Feb 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Paperback,view,/book/show/37787343-le-case-del-malcontento
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa della gioia,"Wharton, Edith",8835949408,9788835949404,8835949408,388        pp,3.97,"97,911","Oct 14, 1905","Jul 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Aug 18, 2023","Aug 25, 2023","Aug 17, 2023",,Paperback,view,/book/show/9757971-la-casa-della-gioia
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Io viaggio da sola,"Perosino, Maria",8806212834,9788806212834,8806212834,143        pp,3.13,380,2012,2012,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 16, 2023","Aug 18, 2023","Aug 16, 2023",,Paperback,view,/book/show/15785451-io-viaggio-da-sola
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I giusti,"Brokken, Jan",8870916170,9788870916171,8870916170,638        pp,4.18,668,Oct 2018,"Jan 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 06, 2023","Aug 16, 2023","Aug 06, 2023",,Paperback,view,/book/show/48649260-i-giusti
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Café Royal,"Balzano, Marco",,,B0C1J1JDFK,114        pp,3.23,"1,112","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Oct 02, 2023","Oct 05, 2023","Jul 30, 2023",,Kindle Edition,view,/book/show/124988732-caf-royal
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stirpe e vergogna,"Marzano, Michela",8817159700,9788817159708,8817159700,400        pp,3.67,204,unknown,"Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 30, 2023","Aug 06, 2023","Jul 30, 2023",,Paperback,view,/book/show/59126041-stirpe-e-vergogna
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ragazza del convenience store,"Murata, Sayaka",8833570029,9788833570020,8833570029,168        pp,3.69,"278,586","Jul 27, 2016","Aug 29, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2023","Sep 13, 2023","Jul 30, 2023",,Paperback,view,/book/show/40712413-la-ragazza-del-convenience-store
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il crepuscolo del mondo,"Herzog, Werner",8807034719,9788807034718,8807034719,128        pp,3.87,"5,701","Aug 23, 2021","Oct 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 27, 2023","Jul 30, 2023","Jul 27, 2023",,Paperback,view,/book/show/59117042-il-crepuscolo-del-mondo
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La valle dei fiori,"Korneliussen, Niviaq",,9788870916706,,320        pp,3.68,"2,799","Aug 14, 2020","Jun 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Paperback,view,/book/show/181610918-la-valle-dei-fiori
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una minima infelicità,"Verde, Carmen",8854524964,9788854524965,8854524964,160        pp,3.41,641,Mar 2024,"Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Paperback,view,/book/show/61865253-una-minima-infelicit
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I terrestri,"Murata, Sayaka",8833573850,9788833573854,8833573850,263        pp,3.60,"63,734","Aug 31, 2018","Oct 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Jul 21, 2023","Jul 25, 2023","Jul 21, 2023",,Paperback,view,/book/show/58963897-i-terrestri
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La terrazza proibita. Vita nell'harem,"Mernissi, Fatema",8809037650,9788809037656,8809037650,275        pp,3.90,"5,692",1994,"May 18, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 14, 2023","Jul 20, 2023","Jul 14, 2023",,Paperback,view,/book/show/17266425-la-terrazza-proibita-vita-nell-harem
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una volta sola. Storie di chi ha avuto il coraggio di scegliere,"Calabresi, Mario",,9788804744054,,180        pp,4.30,332,unknown,"Oct 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 11, 2023","Jul 14, 2023","Jul 11, 2023",,Paperback,view,/book/show/63124150-una-volta-sola-storie-di-chi-ha-avuto-il-coraggio-di-scegliere
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa sul Nilo,"Pardo, Denise",,,B0BG8YQJ77,300        pp,3.64,91,unknown,"Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jun 24, 2023","Jul 02, 2023","Jun 24, 2023",,Kindle Edition,view,/book/show/62940266-la-casa-sul-nilo
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balena,"Muscatelli, Giulia",8874529937,9788874529933,8874529937,170        pp,3.86,199,"Oct 21, 2022","Oct 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Paperback,view,/book/show/63053803-balena
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sirene,"Pugno, Laura",8806185632,9788806185633,8806185632,148        pp,3.42,"1,779",2007,"May 22, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Paperback,view,/book/show/9976441-sirene
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il passeggero,"McCarthy, Cormac",8858442229,9788858442227,B0C1G8DW8J,385        pp,3.59,"28,964","Oct 25, 2022","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Hardcover,view,/book/show/125970507-il-passeggero
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le cose che ci salvano,"Gentile, Lorenza*",,,B0C248TDCY,300        pp,3.87,915,unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Kindle Edition,view,/book/show/128270908-le-cose-che-ci-salvano
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le sette lune di Maali Almeida,"Karunatilaka, Shehan*",,,B0C4BVTNB6,456        pp,3.93,"39,496","Aug 04, 2022","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Kindle Edition,view,/book/show/149051268-le-sette-lune-di-maali-almeida
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tasmania,"Giordano, Paolo",,,B0BGS6DWHJ,272        pp,3.42,"3,204","Oct 25, 2022","Oct 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 06, 2023","Jun 09, 2023","Jun 06, 2023",,Kindle Edition,view,/book/show/63026490-tasmania
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost in Translation,"Fatica, Ottavio",8845937682,9788845986291,B0BTTP5F2S,61        pp,3.19,77,unknown,"Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Paperback,view,/book/show/118890233-lost-in-translation
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'inconfondibile tristezza della torta al limone,"Bender, Aimee*",8875218862,9788875218867,8875218862,336        pp,3.24,"65,983","Jun 01, 2010","Feb 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2023",,Paperback,view,/book/show/38336270-l-inconfondibile-tristezza-della-torta-al-limone
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Niente di nuovo sul fronte di Rebibbia,Zerocalcare,8832736578,9788832736571,8832736578,224        pp,4.18,"3,051","Nov 25, 2021","Nov 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 03, 2023","Jun 05, 2023","Jun 03, 2023",,Hardcover,view,/book/show/59442919-niente-di-nuovo-sul-fronte-di-rebibbia
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Non è un lavoro per ragazze,"Sakuraba, Kazuki",8833576434,9788833576220,B0BZZVSXKP,183        pp,3.22,417,"Sep 22, 2005","May 31, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 22, 2023","Jun 24, 2023","Jun 02, 2023",,Paperback,view,/book/show/128632721-non-un-lavoro-per-ragazze
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I formidabili Frank,"Frank, Michael",,,B07D46YY2K,331        pp,4.00,"1,501","May 16, 2017","May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Kindle Edition,view,/book/show/40222986-i-formidabili-frank
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come d'aria,"D'Adamo, Ada",,,B0BS6TS291,145        pp,4.06,"3,951",unknown,"Jan 12, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 10, 2023","Jun 13, 2023","May 18, 2023",,Kindle Edition,view,/book/show/123013516-come-d-aria
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Che cosa fa la gente tutto il giorno?,"Cameron, Peter",8845937887,9788845986680,B0C4T5GDVF,188        pp,3.34,946,unknown,"May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2023",,Paperback,view,/book/show/150229026-che-cosa-fa-la-gente-tutto-il-giorno
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il vecchio re nel suo esilio,"Geiger, Arno",8845269442,9788845269448,8845269442,168        pp,4.12,"2,208",2011,2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 16, 2023","May 19, 2023","May 16, 2023",,Paperback,view,/book/show/18339503-il-vecchio-re-nel-suo-esilio
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutti nella mia famiglia hanno ucciso qualcuno,"Stevenson, Benjamin*",8807035197,9788807035197,8807035197,384        pp,3.81,"100,317","Mar 29, 2022","Oct 11, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 07, 2023","May 15, 2023","May 07, 2023",,Paperback,view,/book/show/62850261-tutti-nella-mia-famiglia-hanno-ucciso-qualcuno
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultimo amore di Baba Dunja,"Bronsky, Alina",8889767952,9788889767955,8889767952,165        pp,4.10,"4,742","Aug 17, 2015","Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Paperback,view,/book/show/31111440-l-ultimo-amore-di-baba-dunja
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La figlia unica,"Yehoshua, A.B.",8858437926,9788858437926,,168        pp,3.13,649,Feb 2021,"Nov 09, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 29, 2023","May 03, 2023","Apr 29, 2023",,ebook,view,/book/show/59577816-la-figlia-unica
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V13,"Carrère, Emmanuel",8845937577,9788845937576,8845937577,267        pp,4.47,"6,542",2022,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2023",,Paperback,view,/book/show/123225895-v13
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La salita dei giganti. La saga dei Menabrea,"Casolo, Francesco",8807034883,9788807034886,8807034883,416        pp,3.66,452,unknown,"Mar 03, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 26, 2023",Oct 2023,"Apr 20, 2023",,Paperback,view,/book/show/60482775-la-salita-dei-giganti-la-saga-dei-menabrea
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita in alto. Una stagione sull'Himalaya,"Fatland, Erika",8829713686,9788829713684,8829713686,672        pp,4.35,"1,186",unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 17, 2023","Apr 29, 2023","Apr 17, 2023",,Paperback,view,/book/show/59486521-la-vita-in-alto-una-stagione-sull-himalaya
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pranzi di famiglia,"Petri, Romana",8854517917,9788854517912,8854517917,480        pp,3.43,144,unknown,"Mar 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2023",,Paperback,view,/book/show/44313091-pranzi-di-famiglia
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita invisibile di Ivan Isaenko,"Stambach, Scott*",8829701971,,B07PMRYJJG,314        pp,3.91,"4,710","Aug 09, 2016","Apr 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2023",,Kindle Edition,view,/book/show/45174487-la-vita-invisibile-di-ivan-isaenko
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lezioni,"McEwan, Ian*",8806257579,9788806257576,8806257579,576        pp,4.01,"23,368","Sep 13, 2022","Feb 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 20, 2023","Oct 30, 2023","Apr 16, 2023",,Hardcover,view,/book/show/123003998-lezioni
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paris, s'il vous plaît","Marangoni, Eleonora",8806247778,9788806247775,8806247778,198        pp,4.03,140,"May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 13, 2023","Apr 16, 2023","Apr 13, 2023",,Hardcover,view,/book/show/61041149-paris-s-il-vous-pla-t
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cose che non si raccontano,"Lattanzi, Antonella",8806259458,9788806259457,8806259458,216        pp,4.27,"1,496",unknown,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2023",,Hardcover,view,/book/show/123210952-cose-che-non-si-raccontano
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ferrovie del Messico,"Griffi, Gian Marco",,9791280845023,B09NR8D39T,824        pp,4.14,"1,324","May 26, 2022","May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2023",,Paperback,view,/book/show/61239278-ferrovie-del-messico
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il senso del dolore. L'inverno del commissario Ricciardi,"de Giovanni, Maurizio",8806213911,9788806213916,8806213911,216        pp,3.89,"3,295",2006,"Jun 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 04, 2023","May 07, 2023","Apr 02, 2023",,Paperback,view,/book/show/15710188-il-senso-del-dolore-l-inverno-del-commissario-ricciardi
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dove non mi hai portata: Mia madre, un caso di cronaca","Calandrone, Maria Grazia",,,B0BG5YGV2K,256        pp,3.91,"1,629","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Kindle Edition,view,/book/show/62837265-dove-non-mi-hai-portata
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lezioni di chimica,"Garmus, Bonnie*",8831807889,9788831807883,B09Y874L6X,464        pp,4.30,"1,230,339","Mar 31, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 05, 2023","Apr 12, 2023","Mar 14, 2023",,Kindle Edition,view,/book/show/60908002-lezioni-di-chimica
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sono felice, dove ho sbagliato?","De Silva, Diego",8806251031,9788806251031,8806251031,248        pp,3.73,322,"Mar 15, 2022","Mar 15, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 10, 2023","Mar 15, 2023","Mar 10, 2023",,Paperback,view,/book/show/60567108-sono-felice-dove-ho-sbagliato
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un Baobab toccò il cielo dell’Africa,"Pozzi, Giacomo*",8832157519,9788832157512,8832157519,312        pp,4.24,46,unknown,"May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Mass Market Paperback,view,/book/show/61165713-un-baobab-tocc-il-cielo-dell-africa
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dacci oggi il nostro pane quotidiano,"Fiorello, Catena",8817037575,9788817037570,8817037575,414        pp,3.33,27,Mar 2013,Mar 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/17566786-dacci-oggi-il-nostro-pane-quotidiano
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amore a due passi,"Fiorello, Catena",,,B01EZ576UC,224        pp,3.03,68,unknown,"May 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Kindle Edition,view,/book/show/30191989-l-amore-a-due-passi
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un padre è un padre,"Fiorello, Catena",881707473X,9788817074735,881707473X,342        pp,3.19,26,"Jun 18, 2014","Jun 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/22583493-un-padre-un-padre
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La stanza delle mele,"Righetto, Matteo",8807034905,9788807034909,8807034905,231        pp,3.92,268,"Apr 07, 2022","Apr 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Mar 04, 2023","Mar 09, 2023","Mar 04, 2023",,Paperback,view,/book/show/60726775-la-stanza-delle-mele
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli spettri della sera,"Ventre, Piera",8854523070,9788854527041,B0BSR977LM,272        pp,4.00,17,"Feb 10, 2023","Feb 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 15, 2023","Mar 18, 2023","Mar 01, 2023",,Paperback,view,/book/show/106828369-gli-spettri-della-sera
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ciatuzzu,"Galeano, Catena Fiorello",8817174165,9788817174169,,272        pp,3.59,91,unknown,"Jan 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 26, 2023","Mar 04, 2023","Feb 26, 2023",,Paperback,view,/book/show/123013423-ciatuzzu
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cieli in fiamme,"Insolia, Mattia",8835723442,,B0BS239WRR,280        pp,3.53,418,"Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2023",,Kindle Edition,view,/book/show/98716496-cieli-in-fiamme
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nati senza camicia        (e non solo...),"Fiorello, Catena",8860734703,9788860734709,8860734703,526        pp,2.67,3,unknown,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/25686814-nati-senza-camicia
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Re del gelato        (Vanina Guarrasi #0.5),"Cassar Scalia, Cristina",8806254871,9788806254872,8806254871,144        pp,3.60,718,"Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/122763851-il-re-del-gelato
