,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Esil's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whereabouts,"Lahiri, Jhumpa",0593318315,9780593318317,0593318315,157        pp,3.77,"29,428","Aug 30, 2018","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2020",,Hardcover,view,/book/show/53438824-whereabouts
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eternal,"Scottoline, Lisa*",052553976X,9780525539766,052553976X,480        pp,4.29,"38,504","Mar 01, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Dec 27, 2020",,Hardcover,view,/book/show/40204619-eternal
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Night In London,"White, Karen*",,,B08DMVHRXH,475        pp,4.23,"8,034","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 26, 2020",,Kindle Edition,view,/book/show/54827347-the-last-night-in-london
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Margreete's Harbor,"Morse, Eleanor*",1250271541,9781250271549,1250271541,384        pp,3.86,931,"Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an unexpected powerful story. Set in the 1950s and 60s, the story focuses on a family in a coastal town, Burnt Harbor, Maine. Liddie and her This was an unexpected powerful story. Set in the 1950s and 60s, the story focuses on a family in a coastal town, Burnt Harbor, Maine. Liddie and her husband Henry return go live in Liddie's family home, where Liddie's mother, Margreete, is developing dementia. There, Liddie and Henry raise their three children, while all keeping an eye out for Margreete. The family goes through ups and downs, sometimes at odds with each other, but still functioning as a complicated organic unit. The writing is great -- understated with an occasional flourish. The characters are ordinary and real -- and very relate-able. The sense of time and place is strong -- civil rights, Vietnam war, etc... -- without making this an issues novel. I especially loved the depiction of how the family relates to Margreete -- she is never defined by her dementia. This was a monthly buddy read with Angela and Diane. I went in with no expectations but we all ended up loving this one. It was hard not to get attached to this family and I definitely was not ready for the story to end. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,36,1,"Mar 27, 2021","Mar 29, 2021","Dec 26, 2020",,Hardcover,view (with text),/book/show/53137910-margreete-s-harbor
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0241448778,9780241448779,0241448778,145        pp,4.05,"61,205","Feb 04, 2021","Jan 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53414230-open-water
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Wave at Waimea,"Theroux, Paul",0358446287,9780358446286,0358446287,416        pp,3.70,"1,627","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53968508-under-the-wave-at-waimea
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Got Away        (Nikki Griffin, #2)","Lelchuk, S.A.*",1250170273,9781250170279,1250170273,295        pp,3.88,"1,067","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53138187-one-got-away
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Unbelievable,"Kuznetsova, Maria*",0525511903,9780525511908,0525511903,288        pp,3.84,379,Apr 2021,"Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54493224-something-unbelievable
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Is Fine,"Granata, Vince*",1982133449,9781982133443,1982133449,304        pp,4.20,"3,414","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54304169-everything-is-fine
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Others,"Blau, Sarah",0316460877,9780316460873,0316460877,240        pp,3.15,"1,323",Aug 2018,"Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54816527-the-others
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aquarium,"Shehori, Yaara",0374105928,9780374105921,0374105928,272        pp,2.75,216,"Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53317493-aquarium
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Sister,"Hepworth, Sally*",1250120950,9781250120953,1250120950,309        pp,4.16,"180,270","Oct 27, 2020","Apr 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.25 starsThe Good Sister was enjoyable but it didn't blow me away. Fern and Rose are twin sisters. The story is told primarily from Fern's point of v3.25 starsThe Good Sister was enjoyable but it didn't blow me away. Fern and Rose are twin sisters. The story is told primarily from Fern's point of view with some diary entries by Rose. On the surface, Fern struggles with ordinary life -- she is awkward with people, uncomfortable with light and noise and generally idiosyncratic. Rose appears to be her protector. But are things as they seem? I really liked Fern's character and I liked the relationship she develops with her co-workers at the library and with a patron at the library. But the ""things are not what they seem to be"" plot line between the sisters was quite predictable. I have read several of Hepworth's novels. This was not my favourite. I much preferred Sally HepworthThe Mother-in-Law. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,28,1,"Apr 02, 2021","Apr 04, 2021","Dec 26, 2020",,Hardcover,view (with text),/book/show/53137974-the-good-sister
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Love Me        (You, #3)","Kepnes, Caroline*",0593133781,9780593133781,0593133781,385        pp,3.68,"31,425","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54847920-you-love-me
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth and Other Hidden Things,"Geller, Lea*",1542026539,9781542026536,1542026539,311        pp,3.96,"2,619","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/54832471-the-truth-and-other-hidden-things
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elephant of Belfast,"Walsh, S. Kirk*",1640094008,9781640094000,1640094008,336        pp,3.47,"4,059","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54810085-the-elephant-of-belfast
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astrid Sees All,"Standiford, Natalie*",1982153652,9781982153656,1982153652,272        pp,3.29,"1,568","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54303999-astrid-sees-all
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise, Nevada","Diofebi, Dario",1635576202,9781635576207,1635576202,512        pp,3.46,334,"Apr 01, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53265612-paradise-nevada
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky,"Stapley, Marissa*",1982157496,9781982157494,1982157496,256        pp,3.60,"60,992","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/54303941-lucky
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drowning Kind,"McMahon, Jennifer*",198215392X,9781982153922,198215392X,319        pp,3.82,"25,904","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54303987-the-drowning-kind
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bootleg Stardust,"Dixon, Glenn*",1982144653,9781982144654,1982144653,304        pp,3.13,154,"Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/54304082-bootleg-stardust
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Broken Language,"Hudes, Quiara Alegría*",0399590048,9780399590047,0399590048,336        pp,4.20,"3,353","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54997060-my-broken-language
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just My Luck,"Parks, Adele*",0008284709,9780008284701,B081D4N6T3,382        pp,3.75,"15,718","Apr 20, 2020","May 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Kindle Edition,view,/book/show/49014109-just-my-luck
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maxwell's Demon,"Hall, Steven*",1847672469,9781847672469,1847672469,304        pp,3.77,"1,208","Feb 04, 2021","Apr 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/44333145-maxwell-s-demon
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Wounds,"Quade, Kirstin Valdez",0393242838,9780393242836,0393242838,419        pp,4.14,"17,886","Apr 06, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53597769-the-five-wounds
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Habits,"Gentry, Amy*",,,B081TV37CQ,354        pp,3.51,"1,286","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Kindle Edition,view,/book/show/54165114-bad-habits
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antiquities,"Ozick, Cynthia",059331882X,9780593318829,059331882X,192        pp,3.43,"1,012","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54705917-antiquities
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Company,"Sweeney, Cynthia D'Aprix*",0062876007,9780062876003,0062876007,320        pp,3.36,"37,721","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2021",not set,"Dec 26, 2020",,Hardcover,view,/book/show/54798430-good-company
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell No Lies        (Quinn & Costa #2),"Brennan, Allison*",0778331466,9780778331469,0778331466,425        pp,4.09,"5,831","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53288447-tell-no-lies
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stung        (Arthur Beauchamp #8),"Deverell, William",1770415955,9781770415959,1770415955,592        pp,3.54,164,unknown,"Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/55407906-stung
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Devil in America: Notes in Praise of Black Performance,"Abdurraqib, Hanif",1984801198,9781984801197,1984801198,301        pp,4.61,"7,909","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/49247757-a-little-devil-in-america
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Losing,"Zeniter, Alice",0374182302,9780374182304,0374182302,448        pp,4.36,"6,738","Aug 08, 2017","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53317463-the-art-of-losing
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Friend Natalia,"Lindstedt, Laura",,,,unknown,2.76,"1,123","Jul 08, 2019","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,,view,/book/show/49291792-my-friend-natalia
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gathering Dark,"Fox, Candice*",1250317630,9781250317636,1250317630,319        pp,3.90,"3,028","Mar 30, 2020","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53205875-gathering-dark
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Time,"Spyra, Jen",1984855263,9781984855268,1984855263,320        pp,3.46,583,"Mar 16, 2021","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/55885004-big-time
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Satellite Love,"Ferguson, Genki",0771049870,9780771049873,0771049870,280        pp,3.63,958,"Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/54815489-satellite-love
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Life,"Foss, Krista*",0771036493,9780771036491,0771036493,328        pp,3.37,162,unknown,"Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/54998801-half-life
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neglected No More: The Urgent Need to Improve the Lives of Canada's Elders in the Wake of a Pandemic,"Picard, Andre",0735282242,9780735282247,0735282242,208        pp,4.40,383,unknown,"Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/54227865-neglected-no-more
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mazel Tov: The Story of My Extraordinary Friendship with an Orthodox Jewish Family,"Vanderstraeten, Margot*",1782275266,9781782275268,1782275266,320        pp,3.90,"4,547","Apr 13, 2017","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/51831150-mazel-tov
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Horses,"Mihalic, Susan*",1982133848,9781982133849,1982133848,344        pp,3.97,"4,513","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/50892208-dark-horses
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light Perpetual,"Spufford, Francis*",0571336485,9780571336487,0571336485,336        pp,3.68,"5,361","Feb 04, 2021","Feb 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/54382356-light-perpetual
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Big Numbers: Stories,"Chen, Te-Ping*",0358272556,9780358272557,0358272556,233        pp,3.95,"8,273","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Paperback,view,/book/show/52782536-land-of-big-numbers
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the One-Armed Sister Sweeps Her House,"Jones, Cherie*",0316536989,9780316536981,0316536989,278        pp,3.69,"15,020","Jan 21, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Apr 04, 2021",not set,"Dec 26, 2020",,Hardcover,view,/book/show/53369488-how-the-one-armed-sister-sweeps-her-house
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walking with Ghosts,"Byrne, Gabriel",0802157122,9780802157126,0802157122,196        pp,4.12,"3,408","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/52580371-walking-with-ghosts
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aftershocks,"Owusu, Nadia*",1982111224,9781982111229,1982111224,299        pp,3.90,"5,996","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nadia Owusu could not have had a more complicated early life. Her father was from Ghana. Her mother was Armenian American. Her mother left when she waNadia Owusu could not have had a more complicated early life. Her father was from Ghana. Her mother was Armenian American. Her mother left when she was three years old. She lived with an aunt in England until her father and stepmother took her and her sister to live in Italy. Her father died when she was 14 and she lived in different parts of Africa with her stepmother, sister and half brother until she was 18, when she moved to the US. There are no spoilers in what I have just described. This is all clear from the outset. But Owusu’s beautiful memoir is a long meditation on the repercussions of this life without stability or a clear sense of identity. She moves back and forth in time and place, always coming back to a few days in her late 20s when her life seemed to have fallen apart. Owusu’s writing is rich and intense. Her thoughts about identity are interesting and nuanced. At times, it was a bit claustrophobic to be so immersed in Owusu’s head. But overall, Aftershocks was well worth reading for Owusu’s life experience and broader insights. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,58,1,"Jan 03, 2021","Jan 11, 2021","Dec 26, 2020",,Hardcover,view (with text),/book/show/52766142-aftershocks
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sleep Well, My Lady","Quartey, Kwei*",1641292075,9781641292078,1641292075,336        pp,3.82,950,"Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/55147501-sleep-well-my-lady
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dangers of Smoking in Bed,"Enríquez, Mariana",0593134079,9780593134078,0593134079,208        pp,3.82,"40,594",Jan 2009,"Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/53215250-the-dangers-of-smoking-in-bed
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,,B0871LKPJ3,403        pp,4.54,"18,705","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 26, 2020",,Kindle Edition,view,/book/show/53487237-a-swim-in-a-pond-in-the-rain
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chelsea Girls,"Davis, Fiona*",,,,368        pp,3.85,"15,238","Jul 30, 2019","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Kindle Edition,view,/book/show/42647003-the-chelsea-girls
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,,330        pp,3.82,"995,918","Feb 20, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2020",,Hardcover,view,/book/show/51933429-the-guest-list
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls Are All So Nice Here,"Flynn, Laurie Elizabeth*",1982144629,9781982144623,1982144629,320        pp,3.56,"18,865","Mar 09, 2021","Mar 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsThe characters’ sensibilities are on the young side for me, but I still found myself reading this one quickly and with interest. The story is3.5 starsThe characters’ sensibilities are on the young side for me, but I still found myself reading this one quickly and with interest. The story is told from Ambrosia’s point of view, moving back and forth between her undergraduate years and 10 years later when she is newly married. Something terrible happened when Ambrosia was in college and she doesn’t want her husband to find out. But she feels compelled to go to her 10 year reunion. In general terms, it’s easy to see where the story is going. But Ambrosia’s personality and the clever end throw a bit of a wrench in the predictability of the story. This was good enough — a case of the right book at the right time. Thanks to Netgalley and the publisher for giving me access to an advance copy....more",Notes are private!,0,22,1,"Dec 06, 2020","Dec 15, 2020","Dec 13, 2020",,Hardcover,view (with text),/book/show/54304089-the-girls-are-all-so-nice-here
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Old Country Music,"Barry, Kevin",0385540337,9780385540339,0385540337,191        pp,3.90,"2,165","Oct 15, 2020","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I tend to love books set in Ireland or about Ireland. These short stories are all set in Ireland. Many are dark and melancholy. There’s a fair bit of I tend to love books set in Ireland or about Ireland. These short stories are all set in Ireland. Many are dark and melancholy. There’s a fair bit of sex, swearing and raw emotion. I loved three of the stories (Roma Kid, the title story and The Coast of Letrim), liked most others and a couple lost my interest. But throughout Barry’s writing is absolutely beautiful. His use of language is extraordinary. So even if I didn’t like all of the stories, this is still a solid 4 star read for me. This was a welcome buddy read with Angela and Diane. I think we all had similar reactions to the stories. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,25,1,"Dec 26, 2020","Dec 27, 2020","Dec 13, 2020",,Hardcover,view (with text),/book/show/52855542-that-old-country-music
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Known World,"Jones, Edward P.",0061159174,9780061159176,0061159174,388        pp,3.83,"41,276",Sep 2003,"Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2020",,Paperback,view,/book/show/67.The_Known_World
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,"Macintyre, Ben",0771060335,9780771060335,0771060335,384        pp,4.51,"69,159","Sep 18, 2018","Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is this the second book by Ben Mcintyre I have listened to recently. The first one was Agent Sonya: Moscow's Most Daring Wartime Spy. Again, thisThis is this the second book by Ben Mcintyre I have listened to recently. The first one was Agent Sonya: Moscow's Most Daring Wartime Spy. Again, this book focuses on a real life spy story. In this case, the focus is a Soviet agent who becomes a double agent and provided secrets to the British government during the 1980s.. Macintyre traces the agent’s background, how he changed sides and how he was betrayed. I liked Agent Sonya a bit more — perhaps because she was a woman and such an unlikely spy — but I still thought this was well worth listening to. The history is really interesting and Macintyre does a great job of getting into everyone’s personal history and motives....more",Notes are private!,0,25,1,"Dec 29, 2020","Jan 23, 2021","Dec 12, 2020",,Hardcover,view (with text),/book/show/37542581-the-spy-and-the-traitor
