,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Tangled Vines,"MacLean, Julianne*",1542025389,9781542025386,B08G1D6PKK,302        pp,4.27,"68,258","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A heartwarming story of unexpected secrets and betrayal set in the lush Tuscany countryside, THESE TANGLED VINES is a deeply romantic story you’ll savA heartwarming story of unexpected secrets and betrayal set in the lush Tuscany countryside, THESE TANGLED VINES is a deeply romantic story you’ll savor until the last, uplifting page....more",Notes are private!,0,7,1,"Jun 03, 2021","Jun 05, 2021","Jun 22, 2021",,Kindle Edition,view (with text),/book/show/55929774-these-tangled-vines
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Happy Endings,"Davis, Barbara*",1713614723,9781713614722,1713614723,unknown,4.48,"91,952","Oct 01, 2021","Oct 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like a wedding gown lovingly crafted, THE KEEPER OF HAPPY ENDINGS is stitched through with secrets, romance, and mystery sure to enchant—and leave reaLike a wedding gown lovingly crafted, THE KEEPER OF HAPPY ENDINGS is stitched through with secrets, romance, and mystery sure to enchant—and leave readers believing in the magic of second chances. Highly recommended....more",Notes are private!,0,27,1,"Jun 07, 2021","Jun 09, 2021","Jun 15, 2021",,Audio CD,view (with text),/book/show/57305369-the-keeper-of-happy-endings
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adulting,"Talley, Liz*",1542026040,9781542026048,B08C4P5ZCD,332        pp,4.04,"7,626","Apr 01, 2021","Apr 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Witty, warm, and engaging, Adulting explores the most unlikely friendship between life coach Olivia Han and her self-destructive client Chase London “Witty, warm, and engaging, Adulting explores the most unlikely friendship between life coach Olivia Han and her self-destructive client Chase London as each woman—by facing past secrets on a journey of personal growth—discovers a second chance at love.”...more",Notes are private!,0,15,1,"Jan 02, 2021","Jan 05, 2021","Mar 02, 2021",,Kindle Edition,view (with text),/book/show/54886771-adulting
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Evening and the Morning        (Kingsbridge, #0)","Follett, Ken*",0525954988,9780525954989,0525954988,913        pp,4.39,"109,459","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A riveting prequel to The Pillars of the Earth.,Notes are private!,0,4,1,"Jan 05, 2021","Jan 11, 2021","Feb 09, 2021",,Hardcover,view (with text),/book/show/49239093-the-evening-and-the-morning
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Barefoot Tide,"Greene, Grace*",,9781732878570,B08PT8F4RH,247        pp,4.48,"2,163",unknown,"Feb 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another heartwarming gem from Grace Greene. Highly recommended.,Notes are private!,0,5,2,"Mar 08, 2021Feb 08, 2021","Mar 08, 2021Feb 08, 2021","Feb 08, 2021",,Kindle Edition,view (with text),/book/show/56511270-a-barefoot-tide
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost and Found Bookshop        (Bella Vista Chronicles, #3)","Wiggs, Susan*",006291409X,9780062914095,006291409X,368        pp,3.92,"36,699","Jul 06, 2020","Jul 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Susan Wiggs never disappoints. The Lost and Found Bookshop is a big-hearted novel that celebrates the written word as executive Natalie Harper’s life Susan Wiggs never disappoints. The Lost and Found Bookshop is a big-hearted novel that celebrates the written word as executive Natalie Harper’s life unravels then compels her to set a new course as she inherits a financially strapped bookshop in San Francisco. You’ll fall in love with the supporting cast of characters—I know I did....more,Notes are private!,0,13,2,"Feb 03, 2021Jan 22, 2021","Feb 08, 2021Feb 07, 2021","Feb 08, 2021",,Hardcover,view (with text),/book/show/48613318-the-lost-and-found-bookshop
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonlight Beach,"Grace, Tammy L.*",1945591188,9781945591181,B08P5N836B,270        pp,4.51,561,unknown,"Feb 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 02, 2021","Feb 04, 2021","Feb 04, 2021",,ebook,view,/book/show/56330709-moonlight-beach
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas at the Restaurant        (The Nantucket Restaurant, #2)","Kelley, Pamela M.*",195306003X,,B08F6LSFYT,208        pp,4.13,"7,913","Dec 01, 2020","Dec 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 08, 2020","Dec 14, 2020","Jan 31, 2021",,Kindle Edition,view,/book/show/54829199-christmas-at-the-restaurant
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy Toy,"Marsh, Nicola*",059319862X,9780593198629,059319862X,336        pp,3.36,"2,376","Nov 17, 2020","Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 03, 2020","Nov 06, 2020","Jan 31, 2021",,Paperback,view,/book/show/51631162-the-boy-toy
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lowcountry Boondoggle        (Liz Talbot Mystery #9),"Boyer, Susan M.*",1635116074,9781635116076,1635116074,285        pp,4.41,"1,723","Jun 30, 2020","Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 05, 2020","Jun 12, 2020","Jan 31, 2021",,Paperback,view,/book/show/53451582-lowcountry-boondoggle
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Emma,"Di Maio, Camille*",1948018764,9781948018760,1948018764,326        pp,4.21,945,"May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,May 2020,"May 10, 2020","Jan 31, 2021",,Paperback,view,/book/show/52874259-the-first-emma
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding War,"Talley, Liz*",1542009731,9781542009737,B07XB5YDMH,321        pp,4.01,"3,855","Apr 21, 2020","Apr 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 14, 2020","Apr 21, 2020","Jan 31, 2021",,Kindle Edition,view,/book/show/48840159-the-wedding-war
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,735","Apr 25, 2019","Jan 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 03, 2021","Jan 14, 2021","Jan 17, 2021",,Hardcover,view,/book/show/49127718-anxious-people
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mercies,"Millwood Hargrave, Kiran *",0316529257,9780316529259,0316529257,345        pp,4.01,"43,424","Feb 06, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Inspired by a storm in 1617 in Finnmark, Norway and the subsequent witch trials, THE MERCIES is a surprisingly current, and heart-wrenching novel abouInspired by a storm in 1617 in Finnmark, Norway and the subsequent witch trials, THE MERCIES is a surprisingly current, and heart-wrenching novel about a community of women you’ll not soon forget. Highly recommended....more",Notes are private!,0,3,1,"Jan 07, 2021","Jan 22, 2021","Jan 07, 2021",,Hardcover,view (with text),/book/show/46138193-the-mercies
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,267","Jun 28, 2016","Jun 28, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes the writer picks up a book with research for a future novel in mind. For a selection on my homework list, Hillbilly Elegy vastly exceeded mySometimes the writer picks up a book with research for a future novel in mind. For a selection on my homework list, Hillbilly Elegy vastly exceeded my expectations: jarring, moving, and ultimately uplifting, this true story of J.D. Vance's journey from childhood in poor, rural white America to the hallowed halls of Yale Law School (and beyond) will open your eyes about the struggles—both external and internal—faced by many in the Appalachia region of present-day America.Highly recommended....more",Notes are private!,0,15,1,"Dec 27, 2020","Jan 02, 2021","Jan 02, 2021",,Hardcover,view (with text),/book/show/27161156-hillbilly-elegy
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Two Ways,"Picoult, Jodi*",198481835X,9781984818355,198481835X,416        pp,3.66,"94,830","Sep 22, 2020","Sep 22, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Picoult is a master storyteller. Although the book's subject matter was wonderfully ambitious, I couldn't connect to the characters as depicted in thePicoult is a master storyteller. Although the book's subject matter was wonderfully ambitious, I couldn't connect to the characters as depicted in the multiple timelines, which seemed to flatten the presentation.I'll eagerly await her next release....more",Notes are private!,0,5,1,"Oct 16, 2020","Oct 18, 2020","Oct 23, 2020",,Hardcover,view (with text),/book/show/50265329-the-book-of-two-ways
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Practical Magic        (Practical Magic, #1)","Hoffman, Alice*",,,,286        pp,3.73,"133,191","Jul 01, 1995","Aug 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 10, 2020","May 20, 2020","Oct 23, 2020",,Paperback,view,/book/show/22896.Practical_Magic
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dovekeepers,"Hoffman, Alice*",145161747X,9781451617474,B0068EO6HK,504        pp,4.06,"76,745","Oct 04, 2011","Oct 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 08, 2020","Sep 15, 2020","Sep 08, 2020",,Hardcover,view,/book/show/10950924-the-dovekeepers
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Place Too Far        (By the Sea, #2)","Bratt, Kay*",1542021022,9781542021029,B07ZCSZLWZ,311        pp,4.43,"3,851","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The second book in the By the Sea series, No Place Too Far returns the reader to Maui where Maggie Dalton is searching for a safe haven. By turns suspThe second book in the By the Sea series, No Place Too Far returns the reader to Maui where Maggie Dalton is searching for a safe haven. By turns suspenseful, poignant, and ultimately heartwarming the story celebrates the bonds of family and true friendship. A page-turner you won’t want to put down. Highly recommended....more",Notes are private!,0,8,1,"Aug 25, 2020","Aug 28, 2020","Aug 30, 2020",,Kindle Edition,view (with text),/book/show/49250693-no-place-too-far
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,083","Oct 15, 2019","Oct 15, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 15, 2020","Jul 20, 2020","Aug 29, 2020",,Hardcover,view,/book/show/43984883-olive-again
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Dirt,"Cummins, Jeanine*",,,,459        pp,4.37,"571,523","Jan 21, 2020","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jun 2020,"Jun 05, 2020","Aug 29, 2020",,Hardcover,view,/book/show/45046527-american-dirt
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever Home        (Hometown Harbor, #6)","Grace, Tammy L.*",1945591153,9781945591150,B08BTTB4SZ,240        pp,4.64,549,unknown,"Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A heartwarming addition to the bestselling Hometown Harbor Series. You'll fall in love with the memorable characters and the picturesque, small-town sA heartwarming addition to the bestselling Hometown Harbor Series. You'll fall in love with the memorable characters and the picturesque, small-town setting in the Pacific Northwest. Highly recommended....more",Notes are private!,0,4,2,"Jan 31, 2021Aug 25, 2020","Jan 31, 2021Aug 26, 2020","Aug 26, 2020",,Kindle Edition,view (with text),/book/show/54375004-forever-home
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Longings,"Kidd, Sue Monk*",052542976X,9780525429760,052542976X,416        pp,4.24,"123,666","Apr 21, 2020","Apr 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sue Monk Kidd never disappoints.,Notes are private!,0,1,1,"May 06, 2020","May 12, 2020","May 06, 2020",,Hardcover,view (with text),/book/show/52698452-the-book-of-longings
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The School Mistress of Emerson Pass,"Thompson, Tess*",,,,unknown,4.23,"9,371","Apr 01, 2020","Apr 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The wonderful first installment of Tess Thompson’s new historical series, The School Mistress of Emerson Pass will have you rooting for Quinn Cooper aThe wonderful first installment of Tess Thompson’s new historical series, The School Mistress of Emerson Pass will have you rooting for Quinn Cooper as she forges a new life in Colorado at the turn of the 20th century. Highly recommended....more",Notes are private!,0,6,1,"Apr 09, 2020","Apr 12, 2020","Apr 12, 2020",,Paperback,view (with text),/book/show/51397063-the-school-mistress-of-emerson-pass
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,663","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ann Patchett never disappoints. A sprawling novel about two siblings and the gilded childhood that continues to haunt them decades later. Highly recomAnn Patchett never disappoints. A sprawling novel about two siblings and the gilded childhood that continues to haunt them decades later. Highly recommended....more,Notes are private!,0,8,1,"Mar 04, 2020","Mar 23, 2020","Apr 12, 2020",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shipping News,"Proulx, Annie",0743225422,9780743225427,0743225422,337        pp,3.88,"146,081",1993,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 04, 2020","Apr 12, 2020","Apr 12, 2020",,Paperback,view,/book/show/7354.The_Shipping_News
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Light Last Seen,"Greene, Grace*",0999618016,9780999618011,B07ZS91FD1,424        pp,4.47,892,"Feb 11, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For an uplifting read, you can’t go wrong with a story by Grace Greene. In A LIGHT LAST SEEN, you’ll instantly relate to Jaynie Highsmith, her strugglFor an uplifting read, you can’t go wrong with a story by Grace Greene. In A LIGHT LAST SEEN, you’ll instantly relate to Jaynie Highsmith, her struggles, and her ability to rise above her life’s difficulties. A heartwarming, highly recommended book....more",Notes are private!,0,7,1,"Mar 27, 2020","Mar 29, 2020","Mar 27, 2020",,Kindle Edition,view (with text),/book/show/48830611-a-light-last-seen
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rules of Magic        (Practical Magic, #0.2)","Hoffman, Alice*",,,,369        pp,4.00,"111,904","Oct 10, 2017","Oct 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With her lush, earthy prose and distinctive characters, Alice Hoffman never disappoints. A wonderful prequel to Practical Magic. Highly recommended.",Notes are private!,0,4,1,"Feb 22, 2020","Mar 27, 2020","Feb 22, 2020",,Kindle Edition,view (with text),/book/show/34037113-the-rules-of-magic
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,642","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As an adoptive parent, I found EDUCATED a difficult read. Ultimately a story of Westover's ability to overcome a childhood of abuse.As an adoptive parent, I found EDUCATED a difficult read. Ultimately a story of Westover's ability to overcome a childhood of abuse....more",Notes are private!,0,2,1,"Feb 22, 2020","Feb 22, 2020","Feb 22, 2020",,Hardcover,view (with text),/book/show/35133922-educated
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tightrope: Americans Reaching for Hope,"Kristof, Nicholas D.*",0525655085,9780525655084,0525655085,304        pp,4.28,"8,469","Jan 14, 2020","Jan 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An important work on income and opportunity inequality in the U.S. and how we can take action to address the problem. Highly recommended.,Notes are private!,0,3,1,"Jan 18, 2020","Feb 22, 2020","Jan 18, 2020",,Hardcover,view (with text),/book/show/45553638-tightrope
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"138,005","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A gorgeous, audacious debut. If you've seen s tagging this work as YA, guess again. This is a bold love letter to stories, and the storytellers A gorgeous, audacious debut. If you've seen s tagging this work as YA, guess again. This is a bold love letter to stories, and the storytellers who weave them. Walk through this door--you'll be glad you did....more",Notes are private!,0,13,1,"Jan 10, 2020","Jan 17, 2020","Jan 17, 2020",,Hardcover,view (with text),/book/show/43521657-the-ten-thousand-doors-of-january
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Most Good, Least Harm: A Simple Principle for a Better World and Meaningful Life","Weil, Zoe*",1582702063,9781582702063,1582702063,224        pp,4.18,135,2009,"Jan 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A must-read for anyone wishing to live a cleaner, greener lifestyle.",Notes are private!,0,3,1,"Jan 17, 2020","Aug 29, 2020","Jan 17, 2020",,Paperback,view (with text),/book/show/5589115-most-good-least-harm
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dovetail,"McQuestion, Karen*",1799723321,9781799723325,1799723321,unknown,4.19,"16,306","Mar 10, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can love survive all obstacles? In DOVETAIL, Karen McQuestion crafts a story spanning generations, one brimming with family secrets between sisters, bCan love survive all obstacles? In DOVETAIL, Karen McQuestion crafts a story spanning generations, one brimming with family secrets between sisters, breathtaking suspense, and the undeniable power of love everlasting. I dare you to put the book down before reaching the triumphant conclusion. I couldn’t....more",Notes are private!,0,7,1,"Jan 14, 2020","Jan 18, 2020","Jan 14, 2020",,Audio CD,view (with text),/book/show/53075653-dovetail
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,077","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A superb conclusion to The Handmaid's Tale. Like all of Atwood's books, highly recommended.A superb conclusion to The Handmaid's Tale. Like all of Atwood's books, highly recommended....more",Notes are private!,0,6,1,"Dec 17, 2019","Jan 05, 2020","Jan 05, 2020",,Hardcover,view (with text),/book/show/42975172-the-testaments
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",0399562486,9780399562488,0399562486,390        pp,4.29,"422,865","Oct 03, 2019","Oct 08, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 04, 2019","Dec 04, 2019","Dec 04, 2019",,Hardcover,view,/book/show/43925876-the-giver-of-stars
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Katherine,"Seton, Anya",155652532X,9781556525322,155652532X,500        pp,4.20,"33,527",1954,"May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 04, 2019","Dec 04, 2019","Dec 04, 2019",,Paperback,view,/book/show/33609.Katherine
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Take Off Your Pants! Outline Your Books for Faster, Better Writing","Hawker, Libbie*",,,,108        pp,4.25,"3,151","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you're serious about a career writing fiction, Take Off Your Pants is a must-have reference tool. Buy the paperback version--it will become a handyIf you're serious about a career writing fiction, Take Off Your Pants is a must-have reference tool. Buy the paperback version--it will become a handy reference each time you outline a new book. My only regret is that I didn't discover this gem years ago, at the beginning of my career.Hawker's step-by-step approach to outlining (based on The Story Core) will aid you in quickly drilling down to the essentials of your plot, and speed up the manuscript's development phase. Which will then speed up the writing and publishing phases. What's not to love?...more",Notes are private!,0,5,1,"Sep 20, 2019","Sep 28, 2019","Sep 28, 2019",,Kindle Edition,view (with text),/book/show/25126763-take-off-your-pants-outline-your-books-for-faster-better-writing
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beach House        (Beach House, #1)","Monroe, Mary Alice*",0778322947,9780778322948,0778322947,496        pp,4.23,"28,615",2002,"Apr 25, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jul 29, 2019","Jul 29, 2019","Jul 29, 2019",,Paperback,view,/book/show/7512.The_Beach_House
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fire Sparkling,"MacLean, Julianne*",1542092817,9781542092814,B07L4PL653,432        pp,4.44,"37,202","Aug 01, 2019","Aug 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brimming with twists, secrets, and romance, A Fire Sparkling carries the reader back to WWII Europe as modern-day woman Gillian Gibbons unravels the pBrimming with twists, secrets, and romance, A Fire Sparkling carries the reader back to WWII Europe as modern-day woman Gillian Gibbons unravels the past kept hidden by her grandmother for decades. This is author Julianne MacLean’s most ambitious work to date, a heartfelt and remarkable tale of courage, secret identity, and the deep, unbreakable bonds of family. Highly, enthusiastically recommended....more",Notes are private!,0,8,1,"Jul 24, 2019","Jul 31, 2019","Jul 24, 2019",,Kindle Edition,view (with text),/book/show/43159032-a-fire-sparkling
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Small Sanities: The Moral Adventure of Liberalism,"Gopnik, Adam",154169936X,9781541699366,154169936X,272        pp,3.85,971,"May 14, 2019","May 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 15, 2019","Aug 23, 2019","Jul 15, 2019",,Hardcover,view,/book/show/41717501-a-thousand-small-sanities
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road She Left Behind,"Nolfi, Christine*",1542004217,9781542004213,1542004217,316        pp,4.15,"10,199","Jun 11, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've loved every book I've written, but The Road She Left Behind holds a special place in my heart. This is my first stand-alone novel for Lake Union I've loved every book I've written, but The Road She Left Behind holds a special place in my heart. This is my first stand-alone novel for Lake Union and the creation process, from start to finish, was a joy.I hope you enjoy reading my newest release as much as I enjoyed writing it!...more",Notes are private!,0,20,1,"Jun 14, 2019","Jun 14, 2019","Jun 14, 2019",,Paperback,view (with text),/book/show/43161988-the-road-she-left-behind
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have You Seen Luis Velez?,"Hyde, Catherine Ryan*",1542042356,9781542042352,B07JZ3G2WQ,315        pp,4.39,"37,430","May 21, 2019","May 21, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another charming novel by a master storyteller. Highly recommended for a light, uplifting read.",Notes are private!,0,5,1,"May 27, 2019","Jun 06, 2019","May 27, 2019",,Kindle Edition,view (with text),/book/show/42632584-have-you-seen-luis-velez
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Walls Could Talk: An Intimate History of the Home,"Worsley, Lucy",0571259529,9780571259526,0571259529,351        pp,3.89,"5,182",2011,"Jan 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chock full of fascinating anecdotes, If Walls Could Talk is an engaging history of domestic life in the Western World. Curious about the origins of thChock full of fascinating anecdotes, If Walls Could Talk is an engaging history of domestic life in the Western World. Curious about the origins of the phrase ""chairman of the board""? Ever wonder when the fork came into use? Would you believe a Mr. Crapper was instrumental in the widespread production of toilets? At turns whimsical and amusing, this intimate history of the home is that rarity among history books: a fabulous page-turner....more",Notes are private!,0,13,1,"May 19, 2019","Jul 14, 2019","May 19, 2019",,Hardcover,view (with text),/book/show/10929763-if-walls-could-talk
