,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth of Silver's Reviews's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Italian Daughter,"Lane, Soraya M.*",,9781803145068,,305        pp,4.14,"4,969","Sep 20, 2022","Sep 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My grandmother was a ballerina in La Scala, and I am in Italy making wine and enjoying the vineyards?Lily couldn’t believe it. She also couldn’t belieMy grandmother was a ballerina in La Scala, and I am in Italy making wine and enjoying the vineyards?Lily couldn’t believe it. She also couldn’t believe that her grandmother may have been adopted and was a Prima Ballerina.We meet Estee in 1937 and Lily present day as Lily tries to find about her family's past.She had some clues from a box she received that was addressed to her grandmother found at a home for unwed mothers.Was her grandmother the one who was adopted or the one who had a baby out of wedlock.And…how is she going to find out anything about her grandmother with the few clues she has from the box...a recipe for a chocolate dessert and the name of a theater, La Scala Academy.When Lily went to Italy and stopped in a bakery with the recipe, the recipe definitely caused a stir when she showed it to the owner of the bakery. In fact, the owner was furious that Lily had a copy of this recipe that she said has been kept secret for decades.Want to find out the connection between the recipe, the bakery owner, and La Scala and why the bakery owner was not happy? THE ITALIAN DAUGHTER has all the answers for you.A lovely read set in romantic Italy…and this book definitely doesn’t lack romance. :)Loved it….you will cheer and cry along with the characters. 5/5This book was given to me by Bookouture via NetGalley for an honest ....more",Notes are private!,0,36,1,"Sep 26, 2022","Sep 28, 2022","Sep 26, 2022",,ebook,view (with text),/book/show/61435585-the-italian-daughter
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lindbergh Nanny,"Fredericks, Mariah*",125082740X,9781250827401,125082740X,312        pp,3.78,"7,465","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Did you know who the Lindbergh nanny was? I had never heard her name nor of the nanny herself.In this detailed, thoughtful book, we learn of the nannyDid you know who the Lindbergh nanny was? I had never heard her name nor of the nanny herself.In this detailed, thoughtful book, we learn of the nanny as she narrates her days and months with the Lindberghs before and after the kidnapping and during the trial.We also learn how the Lindberghs lived, how they endured the investigation and outcome, and about their servants and the world that held out hope along with them.Betty Gow, the nanny, was perfect for telling the story.You could feel her emotions from the minute she arrived for the interview, her love for Charlie, her sadness, her fear, and her anguish when she finds his crib is empty, and how much she gave up in her personal life for this job.THE LINDBERGH NANNY is an excellent, well-researched, fictionalized account of this tragic event. The author notes at the end give additional information. 4/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,24,1,"Sep 22, 2022","Sep 25, 2022","Sep 22, 2022",,Hardcover,view (with text),/book/show/59808208-the-lindbergh-nanny
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Widow,"Rouda, Kaira*",1542039223,9781542039222,B09MVQFKDN,310        pp,3.83,"13,450","Dec 01, 2022","Dec 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A congressman and his wife were the power couple for many years.Then a scandal hits about some deal and also about an affair he had with a young staffA congressman and his wife were the power couple for many years.Then a scandal hits about some deal and also about an affair he had with a young staff member.THE WIDOW takes us through Jody and Martin Asher's life before and after the scandals and as Jody is the push behind him.Thrown into the mix is the wedding of their daughter whose wedding is to be the talk of the town. Will it be the talk of the town for more reasons than how lavish it is to be?THE WIDOW was not a favorite for me.It was cleverly done, but I didn't like any of the characters, and it dragged on for me.There are some surprises at the end, but not enough to make me love the book.Those readers who enjoy turmoil, secrets, watching characters struggle through solving problems, strong female characters, secrets, and a political backdrop will enjoy this book. 3/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,17,1,"Sep 19, 2022","Sep 21, 2022","Sep 20, 2022",,Kindle Edition,view (with text),/book/show/58562607-the-widow
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Forgetting,"Harmel, Kristin*",1982198435,9781982198435,1982198435,400        pp,4.21,"30,663","Aug 12, 2012","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Paperback,view,/book/show/60321521-the-sweetness-of-forgetting
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead and Gondola        (Christie Bookshop, #1)","Claire, Ann*",0593496345,9780593496343,0593496345,336        pp,3.53,"2,084","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"FULL REVIEW WILL BE ON NOVEMBER 3.A bookstore, a town called Last Word, Agatha Christie, and of course a murder greet us in this enjoyable book with qFULL REVIEW WILL BE ON NOVEMBER 3.A bookstore, a town called Last Word, Agatha Christie, and of course a murder greet us in this enjoyable book with quirky, fun characters.DEAD AND GONDOLA is a delightful read with a fact I didn't know about Agatha Christie. Did you know she had written romance novels under the name Mary Westmacott?Enjoy when you read this book.How couldn’t you enjoy it? It is set in a bookstore, it’s all about books, and you get to solve a mystery and find a missing person.It is out of my normal genre, but it was a fun change of pace.My only complaint is that it was a bit long. 4/5 This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,5,1,"Sep 17, 2022","Sep 20, 2022","Sep 17, 2022",,Paperback,view (with text),/book/show/60372420-dead-and-gondola
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cradles of the Reich,"Coburn, Jennifer*",1728250765,,B09PZC6BP6,320        pp,3.97,"5,489","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2022",,Kindle Edition,view,/book/show/58920336-cradles-of-the-reich
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Code Name Sapphire,"Jenoff, Pam*",0778387097,9780778387091,0778387097,368        pp,3.87,"16,000","Feb 07, 2023","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hannah escaped once, but was returned to Europe because no one would take Europeans fleeing the continent. She called on her cousin Lily to help her bHannah escaped once, but was returned to Europe because no one would take Europeans fleeing the continent. She called on her cousin Lily to help her because no one was allowed back into Europe without someone to vouch for them.Hannah and Lily were close as children, and it was easy to stay with her until Hannah again became desperate to get out of Europe.Trying to get herself out of Europe for the second time, Hannah joined an underground network called The Sapphire Line that said they would help her.A mistake on her part caused her cousin and her family to be arrested, sent to a work camp, and then on a train to Auschwitz.It was all Hannah's fault and she HAD to save her cousin, but how.Ms. Jenoff has given us another marvelous, heartbreaking, well-researched read based on a true event (the train rescue) that keeps the tension high as we follow Hannah, Lily, and Micheline as they navigate the way of life taking risks in similar but different ways and through the horrors they had to endure.Ms. Jenoff keeps you close to and empathizing with the characters through everything and suffering along with them.Another Pam Jenoff masterpiece.Don't miss this one!! 5/5This book was given to me by the author for an honest ....more",Notes are private!,1,24,1,"Nov 27, 2022","Nov 29, 2022","Sep 16, 2022",,Paperback,view (with text),/book/show/60795079-code-name-sapphire
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgotten Bookshop in Paris,"Wood, Daisy",0008525242,9780008525248,0008525242,367        pp,4.30,"9,380","Oct 27, 2022","Oct 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What fun to bring a bookstore from WWII back to life. Juliette and her husband’s trip to Paris ended in their separation, but it turned out to be a neWhat fun to bring a bookstore from WWII back to life. Juliette and her husband’s trip to Paris ended in their separation, but it turned out to be a new start for Juliette.Juliette needed a place to stay and found an apartment above a bookstore and decided to restore the bookstore even though a friend’s grandmother ZiZi who is 97 told her to not dig up the past.Could this be the same apartment and bookstore that Jacques had owned during WWII? Yes it is…Jacques and his wife lived in that very apartment above the bookshop while Jacques kept the peace with the Germans by selling books to an officer, but his wife Mathilde was in the resistance and got herself in trouble.The bookstore sounded lovely and had a hidden room and lots of other secrets...will Juliette find out these secrets?THE FORGOTTEN BOOKSHOP IN PARIS goes from 1940 to present day. I always enjoy when there are connections from the past and present.Could there be a connection between the bookshop and the characters from 1940 and 2022?A lovely read that has some romance, mystery, history, and a chance to enjoy the city of lights both past and present.Truly enjoyable for historical fiction fans and women's fiction fans. 5/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,43,1,"Sep 13, 2022","Sep 14, 2022","Sep 13, 2022",,Paperback,view (with text),/book/show/60466963-the-forgotten-bookshop-in-paris
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Party        (DC Morgan, #1)","Mackintosh, Clare*",172825096X,9781728250960,172825096X,432        pp,3.78,"36,903","Aug 04, 2022","Nov 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It definitely was the last party for Rhys Lloyd.Was it an accident or did someone kill him?There were quite a few people who didn't like him so there It definitely was the last party for Rhys Lloyd.Was it an accident or did someone kill him?There were quite a few people who didn't like him so there are many suspects for the police to interview.We meet Ffion and Leo in the opening pages as they crawl out of bed after a one-night stand and then when they are shocked that they are assigned to the same case.We follow the investigation and the stories behind the these two characters and others.THE LAST PARTY was a slow read, a bit confusing, difficult for me to keep track of the many characters, and not one I was anxious to get back to.There were a few surprises, but I was disappointed because I always enjoy Ms. Mackintosh's books.I hope it turns out better for you when you read it. 3/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,25,1,"Sep 30, 2022","Oct 03, 2022","Sep 10, 2022",,Hardcover,view (with text),/book/show/60305071-the-last-party
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just the Nicest Couple,"Kubica, Mary*",0778333116,9780778333111,0778333116,320        pp,3.56,"116,850","Jan 10, 2023","Jan 10, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just what constitutes a ""nice"" couple.Christian and Lily are the nicest couple until something happens and they turn into a couple who would do anythiJust what constitutes a ""nice"" couple.Christian and Lily are the nicest couple until something happens and they turn into a couple who would do anything to save themselves no matter who they hurt.We meet Christian and Lily both happily married and friends of Jake and Nina whose marriage isn't all that happy.Lily and Nina met at the school where they teach, and both couples became close.One day Jake never returned home, and Nina thinks it's because of the fight they had, but Jake doesn't answer his phone and doesn't come home.Where could he be? Lily might know since she was the last one to see him alive, but no one knows that.JUST THE NICEST COUPLE had me completely engaged, and I couldn't wait to get back to the book.Secrets are kept, lies abound, and lots of twists and turns in Ms. Kubica's newest thriller that you won't want to miss if you are a fan.It's a good one!! 5/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,43,1,"Nov 09, 2022","Nov 11, 2022","Sep 10, 2022",,Hardcover,view (with text),/book/show/60666845-just-the-nicest-couple
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Housemaid        (The Housemaid, #1)","McFadden, Freida*",,,,325        pp,4.33,"1,065,247","Apr 26, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Paperback,view,/book/show/61991328-the-housemaid
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",0593356152,9780593356159,0593356152,289        pp,3.78,"538,950","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Hardcover,view,/book/show/60040418-the-maid
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Invitation,"Kane, Darby",0063225565,9780063225565,0063225565,403        pp,3.40,"5,994","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2022",,Paperback,view,/book/show/60587043-the-last-invitation
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad Honey,"Picoult, Jodi*",1984818384,9781984818386,1984818384,464        pp,4.10,"387,969","Oct 04, 2022","Oct 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Olivia left her abusive marriage before her husband could harm her son, Asher.It has been twelve years since the divorce, but Olivia is still haunted Olivia left her abusive marriage before her husband could harm her son, Asher.It has been twelve years since the divorce, but Olivia is still haunted by Braden.She also worries if Asher will have the abusive tendencies of his father and even more when he is accused of the murder of his girlfriend, Lily.We meet these characters as we are treated to beekeeping terms and procedures and as we learn of Olivia's past with her husband, the relationship between Olivia and her son, Asher and Lily’s relationship, and Lily's past.We also follow Asher in jail, the murder investigation, how everyone is coping, and wonder if he really did kill her or was setup.The tension is very real as Asher’s attorney puts together a defense. You will be nervous along with the characters and react with them when the verdict is announced.MAD HONEY is an excellent read by Jodi Picoult and co-author, Jennifer Finney Boylan.It addresses domestic abuse, secrets we keep, relationships, life choices, and why people do what they do.If you are a fan, do not miss this marvelous book.It is outstanding for the research done about bees - actually fascinating about the bees, the descriptions of everything going on, and for making you feel every emotion the characters are feeling. 5/5This book was given to me by the publisher in print and via NetGalley for an honest ....more",Notes are private!,2,43,1,"Sep 03, 2022","Sep 04, 2022","Sep 03, 2022",,Hardcover,view (with text),/book/show/59912428-mad-honey
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's One of Us,"Ellison, J.T.*",0778311767,9780778311768,0778311767,400        pp,3.83,"29,052","Feb 28, 2023","Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A WOW read with a GREAT title!!Another treatment, another month, another disappointment.Olivia desperately wants a baby, but it always ends in a miscaA WOW read with a GREAT title!!Another treatment, another month, another disappointment.Olivia desperately wants a baby, but it always ends in a miscarriage.When a dead body is found and DNA at the scene links the killer to her husband, Park, many questions get asked.How can you have a child? Were you unfaithful? Did you know you had a child?It turns out that Park donated sperm during his post-graduate days, and he has children all over the place.We then meet Darby and find out her daughter is one of Park's children too and she belongs to a group like her mother that discusses the subject of sperm donation and how they all are siblings.The children in the group worry now that one of their half siblings is the murderer and wonder if they are in danger if he is seeing all the messages being sent back and forth in the group.All of this leads to lots of drama, secrets, surprises, and intense situations that keep you on the edge of your seat.Another excellent read for fans of J. T. Ellison. 5/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,29,1,"Dec 18, 2022","Dec 20, 2022","Sep 01, 2022",,Hardcover,view (with text),/book/show/61062488-it-s-one-of-us
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Perfect on Paper,"Meltzer, Jean*",0778386872,9780778386872,0778386872,387        pp,3.74,"5,045","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dara Rabinowitz is a third generation matchmaker, and she still has her grandmother Miriam to help her if necessary.She also is the creator and owner Dara Rabinowitz is a third generation matchmaker, and she still has her grandmother Miriam to help her if necessary.She also is the creator and owner of a dating app - J-Mate.Dara and her grandmother are guests on a live TV show, and her grandmother definitely wasn't any help according to Dara, but she actually stole the show with her comments about matchmaking and her granddaughter who makes matches and isn't married.Dara wanted to crawl under her chair especially since she did have a crush on Chris, the host of the show. He couldn't be for her, though, because he wasn't Jewish.Dara made matches for everyone but herself. Will she ever find love and Mr. Perfect for herself?You will find out when you read this cute, funny, light read...I laughed out loud and also shed some tears at times.I loved Grandmother Miriam…Dara, Lacey, and Chris were pretty lovable too.This book was given to me by the publisher for an honest ....more",Notes are private!,0,16,1,"Aug 27, 2022","Aug 28, 2022","Aug 27, 2022",,Hardcover,view (with text),/book/show/59411914-mr-perfect-on-paper
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lily's Secret Inheritance        (Dune Island, #4)","Harper, Kristin*",1803146990,,B0B6XJHHQG,280        pp,4.20,"2,849","Feb 01, 2010","Sep 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I inherited everything from Aunt Dahlia? Why would she leave me everything when we haven't talked in years?Lily's husband had recently died, and she wI inherited everything from Aunt Dahlia? Why would she leave me everything when we haven't talked in years?Lily's husband had recently died, and she was left struggling financially. Inheriting the family's home and cranberry farm would seem to be something Lily would embrace, but she wants to sell it and use the money to pay off her debts even though others are not in agreement.Lily was upset when she arrived because her family home was turned into a store by her high school heart throb. Could he sway her to not sell?Could she really move back to Dune Island?Does she sell the home and business or move there?We follow Lily as she considers her options and re-acquaints herself with the town and Jake.A sweet read that goes back and forth from Lily's childhood until now.Find out what happens in this sweet read.This is my third book by Ms. Harper, and all have been lovely reads. 5/5This book was given to me by Bookouture via NetGalley for an honest ....more",Notes are private!,0,12,1,"Aug 25, 2022","Aug 26, 2022","Aug 25, 2022",,Kindle Edition,view (with text),/book/show/61789936-lily-s-secret-inheritance
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgotten Girl,"Auffenorde, Daco S.*",1915275431,,B0B63YQTD2,344        pp,4.10,"1,127","May 08, 2022","Jul 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I fell out of a window? Did someone push me? Why was I even in that hotel?Blue has no idea...she doesn't even know her name. Do the police believe herI fell out of a window? Did someone push me? Why was I even in that hotel?Blue has no idea...she doesn't even know her name. Do the police believe her, and are they really trying to protect her?Her memory loss has her in danger, but her friend who she doesn't remember comes to her rescue and gives her a place to stay.The question is: Is Lorraine really a friend? Blue has no idea.We follow Blue as she tries to remember why she was in a hotel and why she was pushed out of the fourth floor window.She has some close calls and had me biting my fingernails at the risks she takes as Ms. Auffenorde keeps you turning the pages to see how it all turns out. Some of the scenes were a bit unbelievable, but the book will keep your interest. 4/5This book was given to me by the author for an honest ....more",Notes are private!,0,9,1,"Aug 21, 2022","Aug 23, 2022","Aug 22, 2022",,Kindle Edition,view (with text),/book/show/61486696-the-forgotten-girl
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Haters' Book Club,"Anthony, Gretchen*",077833306X,9780778333067,077833306X,352        pp,3.47,"4,195","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You are selling the bookshop? You can’t do that. It’s our legacy.Irma and Elliott owned the Over the Rainbow Bookstore for years, but when Elliott dieYou are selling the bookshop? You can’t do that. It’s our legacy.Irma and Elliott owned the Over the Rainbow Bookstore for years, but when Elliott died, Irma sold the store to a developer.Her daughters, Laney and Bree, and Elliott’s partner, Thom, are definitely not in favor of the sale. They think there is something not quite right because the owner gave Irma a very below-market price.They do investigating behind Irma’s back.THE BOOK HATERS’ BOOK CLUB is unique because of the setup of the book. In between all the drama, we are treated to letters that Elliott was famous for writing to his customers and that give background information as well as his feelings and secrets from the grave.At some point you will be asking yourself where this book is going, and you will find it goes many places and is quite clever.The quirky characters were delightful and also pretty much a mess.Lots of surprises hidden inside and characters that are keeping secrets.The big question is: Will they sell the bookstore?And bigger yet...which book would you recommend to a friend or do you always recommend to a friend?An enjoyable read with a great title....don't miss it. 4/5This book was given to me by the publisher for an honest ....more",Notes are private!,0,34,1,"Aug 13, 2022","Aug 17, 2022","Aug 13, 2022",,Paperback,view (with text),/book/show/60023129-the-book-haters-book-club
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Closing Costs,"MacLeod, Bracken*",035869745X,9780358697459,035869745X,320        pp,3.64,346,"Jul 20, 2021","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2022",,Paperback,view,/book/show/59351155-closing-costs
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Orphans,"Beck, Kristin*",0593101588,9780593101582,0593101588,416        pp,4.28,"1,832","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WOW!! AMAZING READ!!Protecting the children under her care is Rosli’s only goal.Rosli is in charge of a home full of Jewish children...Chateau de la HWOW!! AMAZING READ!!Protecting the children under her care is Rosli’s only goal.Rosli is in charge of a home full of Jewish children...Chateau de la Hille supported by the Swiss Red Cross.The young ones seem to be protected for now, but the teenagers are subject to roundup.One roundup happened but thankfully Rosli got all the children back. She knows the children are still in danger and must make plans to get them to safety.We also meet Ella. She is one of the teenagers in danger and one that has to make a decision about illegally crossing the border out of France.Ella definitely wants to leave, but she can’t leave her little sister behind...a tough decision.You will fall in love with fierce Rosli, based on an actual person, as she makes the children her top priority.Despite the heartbreaking story line and the heart pounding terror for the teenagers as they escaped, Ms. Beck’s beautiful writing is just so smooth and pull-you-in that you won’t want to put the book down.You will want to find out what happens to all the endearing characters in this beautifully told story. It always amazes me how the people of Europe survived through the war and did what they did to help each other and to survive.A marvelous, well-researched read based on very sad but true events and real people. 5/5This book was given to me by the publisher via Netgalley for an honest ....more",Notes are private!,0,31,1,"Aug 07, 2022","Aug 09, 2022","Aug 07, 2022",,Paperback,view (with text),/book/show/60097374-the-winter-orphans
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Personal Assistant,"Belle, Kimberly*",0778333256,9780778333258,0778333256,352        pp,3.56,"14,865","Nov 29, 2022","Nov 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whose personal assistant was AC?We meet Alex, Patrick, their family, and AC, Alex's personal assistant, who knows everything about Alex and her familyWhose personal assistant was AC?We meet Alex, Patrick, their family, and AC, Alex's personal assistant, who knows everything about Alex and her family.Alex is an Instagram Influencer, and Patrick is a financial wizard. The night Alex's Instagram account reached a million followers, a crazy night of celebration happened.The next morning the craziness continued when nasty comments were left on a post in Alex's account. She had no idea how it was posted.She didn't post it and would never post anything like that.Meanwhile AC is missing...is she the one who posted that damaging Instagram post that caused Alex to lose followers and to lose companies that supported her?We follow Alex and Patrick as their lives turn into a nightmare.  Do we know who is causing the nightmare or who may have brought the nightmare to the surface? Could it be someone who was seeking revenge?Will you figure out what is going on in Ms. Belle's newest domestic thriller filled with secrets, betrayals, and lies? 5/5This book was given to me by the publisher via NetGalley for an honest ....more",Notes are private!,0,20,1,"Oct 04, 2022","Oct 05, 2022","Aug 01, 2022",,Paperback,view (with text),/book/show/59817685-the-personal-assistant
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ways We Hide,"McMorris, Kristina*",1728249767,9781728249766,1728249767,496        pp,3.98,"8,504","Sep 06, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We meet Fenna Vos as a child in Copper Country living with her father after her mother died in childbirth. Her father worked in the copper mines, and We meet Fenna Vos as a child in Copper Country living with her father after her mother died in childbirth. Her father worked in the copper mines, and they were on strike so life was hard.Fenna meets Arie during a Christmas Party that turned deadly...a true event. A little later, we follow Fenna as she escapes from an orphanage and goes back home to live with Arie and his family.Fenna and Arie are in love, but Fenna can't marry because she said she would never be a good mother since the screams from the Christmas event of screaming children still rings in her ears.She then leaves Arie...she is heartbroken and she knows he will be too. Fenna learns tricks and is in a Vaudville show when she is approached by an intelligence officer who wants her to help them defy the Germans.We follow her through the war as she helps invent gadgets for soldiers that look like one thing but could be a razor or a compass or anything to help soldiers escape.The turned down edge of the cover gives a clue about one of the clever gadgets created.Fenna was a very determined, brave girl and woman.Despite the historical aspect and the interesting facts about the inventions and the as-always marvelous writing style and extensive research of Ms. McMorris, THE WAYS WE HIDE was not that attention-grabbing for me.  It moved along slowly and took a while for me to be fully engaged in the story line, but the last quarter of the book pulled me in. Those readers who enjoy historical fiction and want to learn something new will definitely enjoy this book that I think could have been a bit shorter.Her author notes give wonderful facts you won’t want to miss reading. Of special interest is the meaning of Fenna's last name. Check out the turned down corner of the cover for a clue of what’s inside. 4/5This book was given to me by the publisher and Book Browse for an honest ....more",Notes are private!,0,38,1,"Jul 31, 2022","Aug 03, 2022","Jul 31, 2022",,Paperback,view (with text),/book/show/60119146-the-ways-we-hide
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Couple at No. 9,"Douglas, Claire*",1405943408,9781405943406,1405943408,400        pp,4.08,"54,403","Aug 19, 2021","Sep 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two bodies buried in the back yard of Gran's cottage?How and when did they get there?Saffy and Tom just moved into Gran's cottage and were having renoTwo bodies buried in the back yard of Gran's cottage?How and when did they get there?Saffy and Tom just moved into Gran's cottage and were having renovations done when the builders came across two skeletons.Gran is in a nursing home with dementia and only remembers bits and pieces of the past.  Saffy and her mother try to piece together what Gran is saying to hopefully help the police find out who could have been the murderer and if Gran had anything to do with it.They find photos of a woman who might be one of the victims and who lived with Gran in the cottage, but no one can find out any information.We then meet Theo and his father who has underlined Saffy's name with a note that says: FIND HER.THE COUPLE AT NO. 9 was a bit confusing with two story lines going on and so many characters, but when things pulled together, you won’t want to put the book down. It is filled with twists and surprises that are so good you will wonder how authors think of these things.The tension will also have you on the edge of your seat as all the secrets are revealed.My first book by this author was a good one to start with. 4/5This book was given to me by the publisher via Netgalley for an honest ....more",Notes are private!,0,24,1,"Jul 28, 2022","Jul 29, 2022","Jul 29, 2022",,Paperback,view (with text),/book/show/58774738-the-couple-at-no-9
