,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolanta (knygupė)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crooked Plow,"Junior, Itamar Vieira*",,,B0BGN2HC8F,236        pp,4.53,"19,509",Aug 2019,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2024",not set,"Apr 11, 2024",,Kindle Edition,view,/book/show/120855172-crooked-plow
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Animals,"Braunstein, Sarah",1324051043,9781324051046,1324051043,304        pp,3.61,169,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf@40%,Notes are private!,0,1,0,not set,not set,"Apr 11, 2024",,Hardcover,view (with text),/book/show/150778707-bad-animals
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tykusis amerikietis,"Greene, Graham",,9786094442780,,256        pp,3.97,"63,292",Dec 1955,Feb 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2024",not set,"Apr 11, 2024",,Hardcover,view,/book/show/44155012-tykusis-amerikietis
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Worry,"Tanner, Alexandra*",1668018616,9781668018613,1668018616,304        pp,3.68,660,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2024",,Hardcover,view,/book/show/176443441-worry
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mal Goes to War,"Ashton, Edward*",125028631X,9781250286314,125028631X,304        pp,3.99,129,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2024",,Hardcover,view,/book/show/127280451-mal-goes-to-war
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Talk About When We Talk About Love,"Carver, Raymond",,,B00XST7KTY,146        pp,4.05,"66,742","Apr 20, 1981","May 25, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Apr 09, 2024",,Kindle Edition,view,/book/show/25596589-what-we-talk-about-when-we-talk-about-love
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Eyre Affair        (Thursday Next, #1)","Fforde, Jasper*",0142001805,9780142001806,0142001805,374        pp,3.89,"132,377","Jul 19, 2001","Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2024",,Paperback,view,/book/show/27003.The_Eyre_Affair
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rouge,"Awad, Mona*",,,B0BTZW48Q6,383        pp,3.59,"19,202","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5*Pavydėtiną fantaziją turinti rašytoja. Labai patiko sapniška romano atmosfera, nuostabiai sukurtos veiksmo aplinkos, puikūs dukters ir mamos chara2.5*Pavydėtiną fantaziją turinti rašytoja. Labai patiko sapniška romano atmosfera, nuostabiai sukurtos veiksmo aplinkos, puikūs dukters ir mamos charakteriai. Temos - pusė velnio - grožio/jaunystės kultas ir mamos-dukters (ne)paprasti santykiai. O dar bonusas veiksmo vieta - San Diego miestas, kuriame dabar gyvenu. Kas kliuvo? Iš pradžių labai užkabinęs pasakojimas greit virto didele kankalyne. Autorė pradėjo nereikalingai kartotis, akivaizdžiai užsižaidė, prarado saiko jausmą, daugžodžiavimas virto liūnu, kur per drumzlius man sunkiai ėjosi įžiūrėti vyksmą. Praradus susidomėjimą ne kartą norėjau mest, bet yriausi toliau tik dėl to, kad man visai patiko jos ankstesnis romanas ""Bunny"" (nors irgi labai komplikuotas skaitinys). O reikėjo mest, nes pabaiga - apskritai meh. Knyga prekyboje reklamuojama, kaip gotikinė pasaka, o aš tik patikslinu - popsinė gotikinė pasaka. Tiesa, jau nupirktos teisės ekranizuoti romaną. Įdomu, kas vaidins Tomą Cruzą-Setą .Merged :2.5*Pavydėtiną fantaziją turinti rašytoja. Labai patiko sapniška romano atmosfera, nuostabiai sukurtos veiksmo aplinkos, puikūs dukters ir mamos charakteriai. Temos - pusė velnio - grožio/jaunystės kultas ir mamos-dukters (ne)paprasti santykiai. O dar bonusas veiksmo vieta - San Diego miestas, kuriame dabar gyvenu. Kas kliuvo? Iš pradžių labai užkabinęs pasakojimas greit virto didele kankalyne. Autorė pradėjo nereikalingai kartotis, akivaizdžiai užsižaidė, prarado saiko jausmą, daugžodžiavimas virto liūnu, kur per drumzlius man sunkiai ėjosi įžiūrėti vyksmą. Praradus susidomėjimą ne kartą norėjau mest, bet yriausi toliau tik dėl to, kad man visai patiko jos ankstesnis romanas ""Bunny"" (nors irgi labai komplikuotas skaitinys). O reikėjo mest, nes pabaiga - apskritai meh. Knyga prekyboje reklamuojama, kaip gotikinė pasaka, o aš tik patikslinu - popsinė gotikinė pasaka. Tiesa, jau nupirktos teisės ekranizuoti romaną. Įdomu, kas vaidins Tomą Cruzą-Setą .Merged :2.5*Pavydėtiną fantaziją turinti rašytoja. Labai patiko sapniška romano atmosfera, nuostabiai sukurtos veiksmo aplinkos, puikūs dukters ir mamos charakteriai. Temos - pusė velnio - grožio/jaunystės kultas ir mamos-dukters (ne)paprasti santykiai. O dar bonusas veiksmo vieta - San Diego miestas, kuriame dabar gyvenu. Kas kliuvo? Iš pradžių labai užkabinęs pasakojimas greit virto didele kankalyne. Autorė pradėjo nereikalingai kartotis, akivaizdžiai užsižaidė, prarado saiko jausmą, daugžodžiavimas virto liūnu, kur per drumzlius man sunkiai ėjosi įžiūrėti vyksmą. Praradus susidomėjimą ne kartą norėjau mest, bet yriausi toliau tik dėl to, kad man visai patiko jos ankstesnis romanas ""Bunny"" (nors irgi labai komplikuotas skaitinys). O reikėjo mest, nes pabaiga - apskritai meh. Knyga prekyboje reklamuojama, kaip gotikinė pasaka, o aš tik patikslinu - popsinė gotikinė pasaka. Tiesa, jau nupirktos teisės ekranizuoti romaną. Įdomu, kas vaidins Tomą Cruzą-Setą ....more",Notes are private!,0,3,2,"Jan 30, 2024not set",Feb 2024not set,"Apr 08, 2024",,Kindle Edition,view (with text),/book/show/157184735-rouge
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Body,"Ratajkowski, Emily",1250817862,9781250817860,1250817862,239        pp,4.02,"67,936","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Hardcover,view,/book/show/57145833-my-body
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",1646221958,9781646221950,1646221958,307        pp,4.18,"49,144","Apr 04, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf@33%,Notes are private!,0,1,0,not set,not set,"Apr 07, 2024",,Hardcover,view (with text),/book/show/123036004-the-berry-pickers
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ædnan,"Axelsson, Linnea",0593535456,9780593535455,0593535456,448        pp,4.25,"1,819","Feb 27, 2018","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 06, 2024",not set,"Apr 06, 2024",,Hardcover,view,/book/show/127500586-dnan
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Of Time and Turtles: Mending the World, Shell by Shattered Shell","Montgomery, Sy",0358458188,9780358458180,0358458188,288        pp,4.10,"1,530","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/75302956-of-time-and-turtles
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Men,"Kielland, Victoria",166260193X,9781662601934,B0BGN3G26M,200        pp,3.13,"1,134",2021,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5*,Notes are private!,0,2,1,not set,not set,"Apr 05, 2024",,Kindle Edition,view (with text),/book/show/61032475-my-men
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soviet Milk,"Ikstena, Nora",1908670428,9781908670427,1908670428,192        pp,4.28,"8,538","Mar 01, 2015","Mar 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,6*Netikiu, kad tai geriausias latvių romanas. Esu skaičiusi jos romaną ""Gyvenimas ira gyvenimas yra gyvenimas"", kuris man, beje, labai patiko. O šia2,6*Netikiu, kad tai geriausias latvių romanas. Esu skaičiusi jos romaną ""Gyvenimas ira gyvenimas yra gyvenimas"", kuris man, beje, labai patiko. O šiaip, savo gėdai prisipažįstu, kad nesu labai pažįstama su kaimyninės šalies literatūra :( Tad, gal Nora Ikstena yra geriausia latvių rašytoja (kaip skelbia lietuviškas viršelis), bet ir geriausieji parašo blogesnių knygų. Man ji skaitėsi bangomis - nuostabius pasažus keitė labai jau prėski puslapiai, lyg būtų rašiusi kita rašytoja, kliuvo abejinga pasakojimo maniera. Hmmm. Dar pagalvojau, kad gal šiandien autorė ji rašytų kitaip ""/Bet tai kaip lietuviško leidimo viršelis ne į temą. Va, koks puikius sakartveliškas:[image]...more",Notes are private!,0,18,1,"Apr 04, 2024","Apr 06, 2024","Apr 04, 2024",,Paperback,view (with text),/book/show/37554380-soviet-milk
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Cannot Give,"Burton, Tara Isabella*",1982170069,9781982170066,1982170069,320        pp,3.45,"2,206","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/58070067-the-world-cannot-give
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delta-v        (Delta-v, #1)","Suarez, Daniel*",1524742414,9781524742416,1524742414,437        pp,4.16,"8,413","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Hardcover,view,/book/show/40859000-delta-v
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lightseekers        (Philip Taiwo, #1)","Kayode, Femi*",031653661X,9780316536615,031653661X,432        pp,3.73,"2,695","Feb 04, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5*,Notes are private!,0,1,1,"Apr 02, 2024","Apr 02, 2024","Apr 02, 2024",,Hardcover,view (with text),/book/show/54492661-lightseekers
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You're Gonna Die Alone,"Donalson, Devrie",,9798212186452,B0BRRPJWZ6,244        pp,4.05,552,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/124054021-you-re-gonna-die-alone
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anniversary,"Bishop, Stephanie",0802161677,9780802161673,,432        pp,3.11,"1,441","Mar 29, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Paperback,view,/book/show/64667865-the-anniversary
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Remember Will Be Saved: A Story of Refugees and the Things They Carry,"Saldaña, Stephanie*",1506484220,9781506484228,B0BRTGK7J2,299        pp,4.45,147,unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 31, 2024",,Kindle Edition,view,/book/show/71327394-what-we-remember-will-be-saved
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not Propaganda: Adventures in the War Against Reality,"Pomerantsev, Peter",1541762118,9781541762114,1541762118,236        pp,4.04,"4,152","Jul 30, 2019","Aug 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5*,Notes are private!,0,6,1,"Mar 31, 2024",Apr 2024,"Mar 30, 2024",,Hardcover,view (with text),/book/show/41717504-this-is-not-propaganda
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Promised Land: The Triumph and Tragedy of Israel,"Shavit, Ari",0385521707,9780385521703,0385521707,464        pp,4.21,"9,770",2013,"Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,@15%,Notes are private!,0,2,0,not set,not set,"Mar 29, 2024",,Hardcover,view (with text),/book/show/15798334-my-promised-land
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simpatía,"Blanco Calderón, Rodrigo*",1644213656,9781644213650,1644213656,240        pp,3.60,169,2020,"Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2024,not set,"Mar 28, 2024",,Paperback,view,/book/show/173475915-simpat-a
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Code Dependent: Living in the Shadow of AI,"Murgia, Madhumita",1250867398,9781250867391,1250867398,320        pp,3.95,57,"Mar 21, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2024",,Hardcover,view,/book/show/127282778-code-dependent
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palestinian Walks: Forays into a Vanishing Landscape,"Shehadeh, Raja",,,,6        pp,4.20,"1,514","May 22, 2008","Jun 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,@20%,Notes are private!,0,4,0,not set,not set,"Mar 26, 2024",,Audiobook,view (with text),/book/show/201802120-palestinian-walks
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy and the Dog,"Hase, Seishū",0593300416,9780593300411,0593300416,320        pp,4.01,"3,726",May 2020,"Nov 15, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5*,Notes are private!,0,5,1,"Mar 25, 2024","Mar 25, 2024","Mar 24, 2024",,Hardcover,view (with text),/book/show/60279800-the-boy-and-the-dog
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Manicurist's Daughter,"Lieu, Susan*",,,1250835046,320        pp,4.12,774,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Hardcover,view,/book/show/127305940-the-manicurist-s-daughter
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poverty, by America","Desmond, Matthew*",0593239911,9780593239919,0593239911,284        pp,4.28,"33,989","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"dnf @ 50%Mintys teisingos-ish, bet damn, kaip nevykusiai pristatytos.",Notes are private!,0,7,0,not set,not set,"Mar 23, 2024",,Hardcover,view (with text),/book/show/61358638-poverty-by-america
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Many People, Mariana","Carvalho, Maria Judite de",1949641511,9781949641516,1949641511,450        pp,4.22,341,"Mar 14, 1959","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,0,1,"Mar 24, 2024",not set,"Mar 23, 2024",,Paperback,view,/book/show/65936746-so-many-people-mariana
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James,"Everett, Percival",0385550367,9780385550369,0385550367,303        pp,4.63,"6,235","Mar 19, 2024","Mar 19, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5* rtc...Tikiuosi, kad LT leidyklos susidomės šiuo vienu iš įdomiausių šiuolaikinių JAV rašytojų.",Notes are private!,0,9,1,"Mar 19, 2024","Mar 24, 2024","Mar 19, 2024",,Hardcover,view (with text),/book/show/173754979-james
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fruit of the Dead,"Lyon, Rachel*",1668020858,9781668020852,1668020858,320        pp,3.68,721,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/176443312-fruit-of-the-dead
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Cat, Black Dog: Stories","Link, Kelly",0593449959,9780593449950,0593449959,272        pp,3.88,"4,715","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf @20%,Notes are private!,0,2,0,not set,not set,"Mar 14, 2024",,Hardcover,view (with text),/book/show/61391802-white-cat-black-dog
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tokyo These Days, Volume 1","Matsumoto, Taiyo",1974738809,9781974738809,1974738809,216        pp,4.00,222,"Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Hardcover,view,/book/show/176443480-tokyo-these-days-volume-1
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Dreamed of Empires,"Enrigue, Álvaro",059354479X,9780593544792,,240        pp,3.92,"1,887","Oct 13, 2022","Jan 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*Neužvalgius haliucinogeninių grybų su medum (kaip romano veikėjai) sunku susigaudyt kas čia ką (ne)sapnuoja - ar Montezuma Cortesą ar atvirkščiai,3,5*Neužvalgius haliucinogeninių grybų su medum (kaip romano veikėjai) sunku susigaudyt kas čia ką (ne)sapnuoja - ar Montezuma Cortesą ar atvirkščiai, ar autorius juos abu, ar jie - autorių....more",Notes are private!,0,10,1,"Mar 17, 2024","Mar 18, 2024","Mar 13, 2024",,Hardcover,view (with text),/book/show/127938747-you-dreamed-of-empires
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Julia,"Newman, Sandra*",0063265338,9780063265332,0063265338,400        pp,3.80,"3,614","Oct 19, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf @20%,Notes are private!,0,2,1,not set,not set,"Mar 13, 2024",,Hardcover,view (with text),/book/show/86508927-julia
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Nights,"Honek, Urszula",1916913008,9781916913004,1916913008,160        pp,3.78,438,"Jan 26, 2022","Nov 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/203425834-white-nights
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mild Vertigo,"Kanai, Mieko",081123228X,9780811232289,081123228X,192        pp,3.54,"1,016",1997,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2024",,Paperback,view,/book/show/62972502-mild-vertigo
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Delivery,"García Robayo, Margarita",1913867692,9781913867690,1913867692,169        pp,3.70,"1,659","Jun 07, 2022","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Paperback,view,/book/show/139363339-the-delivery
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silver Bone        (The Kyiv Mysteries, #1)","Kurkov, Andrey",0063352281,9780063352285,0063352281,304        pp,3.47,666,2020,"Mar 05, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 10, 2024","Mar 13, 2024","Mar 07, 2024",,Hardcover,view,/book/show/173956327-the-silver-bone
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children of the Dead,"Jelinek, Elfriede",0300142153,9780300142150,0300142153,483        pp,3.69,166,1995,"Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/188531496-the-children-of-the-dead
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dear Ones,"Dávila, Berta",1739823680,9781739823689,1739823680,160        pp,4.08,434,Mar 2022,"Jun 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/180183475-the-dear-ones
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lojman,"Ojen, Ebru",0872868990,9780872868991,B0BG982XW8,213        pp,3.76,157,"Oct 07, 2020","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/74882983-lojman
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead in Long Beach, California","Blackburn, Venita",0374602824,9780374602826,0374602824,240        pp,3.26,410,"Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2024",not set,"Mar 06, 2024",,Hardcover,view,/book/show/127282888-dead-in-long-beach-california
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filterworld: How Algorithms Flattened Culture,"Chayka, Kyle*",,,B0C2PDRHZ9,290        pp,3.80,881,"Jan 16, 2024","Jan 16, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 05, 2024","Mar 07, 2024","Mar 03, 2024",,Kindle Edition,view,/book/show/134119018-filterworld
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathing Space: Iranian Women Photographers,"Etehadieh, Anahita Ghabaian",0500027153,9780500027158,0500027153,160        pp,4.75,16,unknown,"Jan 09, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/180171393-breathing-space
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attack from Within: How Disinformation Is Sabotaging America,"McQuade, Barbara",164421363X,9781644213636,164421363X,384        pp,4.25,560,"Feb 27, 2024","Feb 27, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 02, 2024","Mar 03, 2024","Mar 02, 2024",,Hardcover,view,/book/show/150065063-attack-from-within
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poor Deer,"Oshetsky, Claire*",006332766X,9780063327665,006332766X,240        pp,4.01,"1,749","Jan 09, 2024","Jan 09, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5*rtc...,Notes are private!,0,6,1,"Mar 04, 2024","Mar 24, 2024","Feb 29, 2024",,Hardcover,view (with text),/book/show/127823311-poor-deer
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penance,"Clark, Eliza",0063327856,9780063327856,0063327856,336        pp,3.95,"15,103","Jul 04, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf @50%,Notes are private!,0,2,0,not set,not set,"Feb 27, 2024",,Hardcover,view (with text),/book/show/75498191-penance
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silent Came the Monster: A Novel of the 1916 Jersey Shore Shark Attacks,"Hearth, Amy Hill*",,9798200749157,B0B85B3Z4Q,332        pp,3.81,791,"May 16, 2023","May 16, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/120868839-silent-came-the-monster
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sun & Steel,"Mishima, Yukio",4770029039,9784770029034,4770029039,108        pp,3.90,"5,438",1968,"Apr 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,"Paperback, Paper Dust Jacket",view,/book/show/62804.Sun_Steel
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard by a Great Forest,"Vardiashvili, Leo*",0593545036,9780593545034,0593545036,352        pp,3.90,"1,478","Jan 30, 2024","Jan 30, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 22, 2024","Feb 25, 2024","Feb 22, 2024",,Hardcover,view,/book/show/145624505-hard-by-a-great-forest
