,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maggie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Black Girl,"Harris, Zakiya Dalila*",1982160136,9781982160135,1982160136,357        pp,3.37,"76,900","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2021",,Hardcover,view,/book/show/55711688-the-other-black-girl
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night of Miracles        (Mason #2),"Berg, Elizabeth",,,,266        pp,4.02,"19,442","Nov 13, 2018","Nov 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Technically 2.5 stars.There wasn’t as much of a main/central plot as in the first - just more saccharine, more characters, too much **spoiler alert** Technically 2.5 stars.There wasn’t as much of a main/central plot as in the first - just more saccharine, more characters, too much of both. I missed the depth and dimension of the character development in the first book, which is harder to achieve when you have so many characters. There wasn’t enough of Lillian, who’s my favorite character in this cast, with her contradictory combinations of abrasiveness and tenderness, independence and loneliness. Berg tries so hard to give her a happily ever after ending, allow her to die in peace and acceptance....but ultimately Lillian is still all alone when she dies. That pained and saddened me more than I think Berg intended.The angel of death thing is corny as hell, especially with Lucille’s continual rebuffing.This book seemed to tie up so many loose ends from the first, that a glaring one bothered me for the whole book: what happened to Gordon the cat? Truluv’s cat??Also....what was the miracle?!...more",Notes are private!,0,0,1,"Jun 09, 2021","Jun 10, 2021","Jun 09, 2021",,Kindle Edition,view (with text),/book/show/39284928-night-of-miracles
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of Arthur Truluv        (Mason, #1)","Berg, Elizabeth",1400069904,9781400069903,1400069904,240        pp,4.17,"46,539","Nov 21, 2017","Nov 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Technically 3.5 stars.This was my first return to novels post-kids, my first successful reading in over four years, so I appreciated**spoiler alert** Technically 3.5 stars.This was my first return to novels post-kids, my first successful reading in over four years, so I appreciated the easy return and reassurance that I hadn’t forgotten how to read.Beautifully sweet, sentimental and nostalgic book, full of feelings, optimism and an appreciation for all the small puzzle pieces that make up a life. I appreciated Berg’s appreciation for the old and elderly, given my personal aversion and fear of age and aging. It was comforting to be able to see it from another, more tender perspective.Berg’s ability to conjure up a whole lifetime in a few sentences or paragraph of the small details and quirks is so skilled and precise that it’s breathtaking and almost painful. So many lives, connected by only the thread of Having Lived, and all the specifics and peculiarities that entails. The spiritual, semi-supernatural element in this book adds a layer of mysticism and the feeling of the eternal, the universal, the oddly soothing feeling of being a speck of sand, a tiny star in the vast universe.Maybe it’s also a bit simplistic, one-dimensional (dare I say....saccharine?) in its “LOVE LOVE LOVE” approach, but I can accept and value that as a balm and salve for the harsh realities of life, where it’s more likely that the Arthur’s and Maddy’s and Lucille’s don’t ever find and complete each other, filling in the holes in each other lives as best they can. Or if they do, their collective issues, insecurities and needs would make it infinitely more difficult to achieve the note-slipping-under-doors harmony that the characters in the book do. It seems a bit naive to think that Maddy having a child at 18 and attending college as a single mother would be as easy as the book portrays it. It’s also pretty unbelievable how the book hints at the reconciliation between Maddy and her father after a childhood of neglect and emotional withholding, just because she’s left the house and had a baby, without any indication that her father has done any of the internal work or communication necessary for such a big shift.But did I buy the two other books in the trilogy immediately upon finishing this one? Absolutely. More balm for the weathered soul? Gimme a double....more",Notes are private!,0,0,1,"Jun 06, 2021","Jun 09, 2021","Jun 09, 2021",,Hardcover,view (with text),/book/show/32918898-the-story-of-arthur-truluv
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disney Frozen: Olaf's Night Before Christmas,Walt Disney Company,1484730062,9781484730065,B014VD2BBW,32        pp,3.99,"4,132","Sep 15, 2015","Sep 15, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 12, 2020","Dec 12, 2020","Dec 12, 2020",,Kindle Edition,view,/book/show/26626503-disney-frozen
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bright Hour: A Memoir of Living and Dying,"Riggs, Nina",,,B01N5XM6OB,338        pp,4.30,"17,913","Jun 06, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2018","Aug 06, 2019","Mar 08, 2018",,Kindle Edition,view,/book/show/34390411-the-bright-hour
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secrets of the Baby Whisperer,"Hogg, Tracy",,,,287        pp,3.79,"9,813",2000,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pros: smart, helpful, flexible, realistic, sympathetic, relatable. I liked her general E.A.S.Y. approach, though it seems it’s not the most unique. UlPros: smart, helpful, flexible, realistic, sympathetic, relatable. I liked her general E.A.S.Y. approach, though it seems it’s not the most unique. Ultimately, it just made me wish I could hire her services more than anything (R.I.P.). I do apply the E.A.S.Y. approach with my twin boys now, but it’s not any sort of magic, as many would lead you to believe, including Hogg herself.Cons: the writing was clearly written in her tone of voice (e.g. calling the reader ""lovey"") and it often felt forced/distracting/annoying. The writing also felt a bit dated at times, which isn't surprising, as it IS dated. Also, Hogg's suggested 1.5 hours wake time and four daily naps is a bit ambitious. I didn’t find her sleep advice very helpful because she says “use a pacifier to wean baby off night feedings” - but doesn’t address what if baby doesn’t take a paci? She’s just all “soothe your baby” - but what if baby won’t stop crying/screaming until he’s nursed?...more",Notes are private!,0,0,1,not set,"Dec 31, 2017","Jan 31, 2018",,Hardcover,view (with text),/book/show/20740540-secrets-of-the-baby-whisperer
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nest,"Sweeney, Cynthia D'Aprix*",0062443836,9780062443830,,unknown,3.41,"176,125","Mar 22, 2016","Mar 22, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was essentially just a story about first world money problems, commonplace non-issues. Yet I got so drawn into this story, and so unnoticeably soThis was essentially just a story about first world money problems, commonplace non-issues. Yet I got so drawn into this story, and so unnoticeably so. Not only did Sweeny achieve great character development, she also executed really interesting pacing of character development, with a number of initially-despicable characters becoming subtly yet definitively sympathetic over time (e.g. Matilda, Vinny, Bea, etc.).Ultimately, this was a very “regular” story - which was both a plus and minus. There was one great big moment of magic, with The Kiss statue coming to life. I almost wish for a side story novel about those two characters, as they’re clearly much more extraordinary than the mere-mortal-Plums.Overall, this book was an interesting exploration of a rather mundane/typical concept - the trust fund, the promised assets, the nest egg. And how just the perceived promise of something can so concretely impact one’s reality and family dynamic....more",Notes are private!,0,0,1,not set,"Mar 26, 2017","Oct 15, 2017",,Audiobook,view (with text),/book/show/25815703-the-nest
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls,"Graham, Lauren",,,B01L0H7I24,5        pp,3.94,"135,320","Nov 29, 2016","Nov 29, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 2.5 star , with a few 3 star portions sprinkled in throughout.The book just confirmed again that Graham's not a writer and felt moTechnically a 2.5 star , with a few 3 star portions sprinkled in throughout.The book just confirmed again that Graham's not a writer and felt more like she was trying too hard to write a standup routine and compete with all the Bossypants of the world (a problem that 90% of all post-Bossypants celebrity memoirs suffer from). She doesn’t really tell a cohesive narrative and it took way too long to get to the Gilmore Girls meat of the book....which is why I assume 99% of readers picked up this book.There was also really no need to go through all 'Hollywood beauty/weight loss routine' business. The life advice section - or any kind of advice for that matter - also felt superfluous, as did the section on ""looking up"" from our phones which felt unnecessary, preachy and trite. Overall, her writing was not very original or funny - and who would look for beauty advice from Lauren Graham?!? Not because she's not gorgeous - she is - but because we all know she's got too much depth to be that helpful from a superficial standpoint.I also found it really annoying that she kept referring to pictures/photos that I couldn’t access at all in the audiobook format....more",Notes are private!,0,0,1,not set,"Feb 23, 2017","Oct 15, 2017",,Audible Audio,view (with text),/book/show/33308607-talking-as-fast-as-i-can
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Today Will Be Different,"Semple, Maria",1478927631,9781478927631,,9        pp,3.17,"68,783","Oct 04, 2016","Oct 04, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 2.5-star rating. This is the first time this happened to me, but listening to this book vs reading it completely affected my entire expeTechnically a 2.5-star rating. This is the first time this happened to me, but listening to this book vs reading it completely affected my entire experience. I would highly and adamantly recommend against experiencing this book as an audiobook. Semple uses too many different characters and literary devices for the narrative to translate well to audio. (I can’t imagine listening to “Where’d You Go Bernadette” as an audiobook. With the single voiceover narration, that would've been extremely confusing.) I was in the middle of Chapter 4 (of 7 - about 30%-40% of the way through the whole thing) when I realized that the narrator and Eleanor Flood were the same person. That was….weird.Also, Eleanor Flood is not nearly as sympathetic or likeable as Bernadette. Maybe because we were in her head too much? Maybe I would've felt the same about Bernadette if she'd narrated more of ""Where'd You Go Bernadette?"" from a first person perspective? Regardless, Eleanor comes off as completely self-absorbed and out-of-touch. Hard to root for.Timby is supposed to be 11 years old, but Semple writes him like a much younger kid so that also confused and annoyed me. It added to the overall feeling/tonality feeling very unrealistic and contrived. ...more",Notes are private!,0,0,1,not set,"Nov 19, 2016","Sep 13, 2017",,Audiobook,view (with text),/book/show/28451700-today-will-be-different
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Lower Back Tattoo,"Schumer, Amy*",1508222010,9781508222019,,9        pp,3.73,"124,694","Jul 25, 2016","Aug 16, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meh. Largely for the same reasons as the Amy Poehler book - not very well written and only mildly funny/amusing/interesting at times. The mom/dad gendMeh. Largely for the same reasons as the Amy Poehler book - not very well written and only mildly funny/amusing/interesting at times. The mom/dad gender disparity annoyed me. The camp section felt fake/forced. The rest of her childhood sounded pretty typical/uneventful and not memoir-worthy, no matter how hard she tried to make the stories bigger and funnier. ...more",Notes are private!,0,0,1,not set,"Oct 29, 2016","Sep 13, 2017",,Audiobook,view (with text),/book/show/29414954-the-girl-with-the-lower-back-tattoo
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lila,"Robinson, Marilynne",1250074843,9781250074843,1250074843,261        pp,3.95,"33,315","Oct 07, 2014","Oct 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To be fair to the book, I messed up my own reading experience by going into it with the completely wrong assumptions. For whatever reason, I thought tTo be fair to the book, I messed up my own reading experience by going into it with the completely wrong assumptions. For whatever reason, I thought the book was written from the childhood perspective of Glory Boughton, the protagonist of the previous book in the trilogy, Home (I know, wtf, why in the world did I think that?!). So I spent an embarrassingly significant portion of the beginning of this book confused. And then, for whatever reason, I had a harder time connecting to Lila than any of the other protagonists/narrators; I'm not sure if it's because of the writing or because I'm snotty and sheltered and privileged and couldn't relate. While this book didn't take my breath away like the others (and especially Gilead), I was ultimately glad and grateful to return to this world of Marilynne Robinson's and get as close to salvation as I ever will through her powerful, graceful writing. ...more",Notes are private!,0,0,1,not set,"Oct 22, 2016","Sep 13, 2017",,Paperback,view (with text),/book/show/23637517-lila
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friendships Don't Just Happen!: The Guide to Creating a Meaningful Circle of GirlFriends,"Nelson, Shasta*",1618580140,9781618580146,1618580140,254        pp,3.86,562,"Feb 12, 2013","Feb 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my first book on friendship so I found a lot of new/fresh insight and perspective, as well as a different framework for thinking about friendThis was my first book on friendship so I found a lot of new/fresh insight and perspective, as well as a different framework for thinking about friends and many different practical tools for assessing where you are, establishing goals, etc. I also really appreciated Shasta's honesty and bravery as she disclosed personal details of her life and demonstrated firsthand what she meant by vulnerability. My first and only author/speaker friend, and if they are all like her, I need more. She's an even better actual friend than she urges us to aspire to be....more",Notes are private!,0,0,1,not set,Sep 2016,"Apr 09, 2017",,Paperback,view (with text),/book/show/15807356-friendships-don-t-just-happen
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,674","Aug 27, 2012","Jul 15, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 2.5 star rating. I would've given it 3 stars, but that's ""I liked it"" category while I thought it was really more ""It was ok"" material. Technically a 2.5 star rating. I would've given it 3 stars, but that's ""I liked it"" category while I thought it was really more ""It was ok"" material. My main issues with it were that it was pretty cheesy, reductive, cliched and one-dimensional. Though I didn't really feel that way until a significant way into the book. Until that point, I thought the character portrayal of Ove-the-curmudgeon was amusing. But once I realized that the book was just a straight up preachy fable for adults, I couldn't stop getting irritated by it and how the story over-simplified life and adult relationships and all the inevitable accompanying complexities. The characters were all caricatures. The plot, predictable....more",Notes are private!,0,1,1,not set,Sep 2016,"Apr 09, 2017",,Hardcover,view (with text),/book/show/18774964-a-man-called-ove
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moviegoer,"Percy, Walker",0375701966,9780375701962,0375701966,242        pp,3.65,"28,753",1960,"Apr 08, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2016",,Paperback,view,/book/show/10739.The_Moviegoer
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Between Oceans,"Stedman, M.L.*",,,B0064CL1T2,356        pp,4.04,"458,079","Mar 20, 2012",Jul 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This was just too sad, through and through.The beauty of the writing, the twisty, melancholic setting, the tenuous hope and promise **spoiler alert** This was just too sad, through and through.The beauty of the writing, the twisty, melancholic setting, the tenuous hope and promise of love of life...none of it was enough to make this a reading experience I'd want to repeat. Especially because I couldn't find a thread of any larger message that wasn't bleak.(*SPOILER ALERT**) Why couldn't Izzy have gotten to seen Lucy-Grace before she died? Was she ever happy again? Did they lead any sort of fulfilled life? Stedman hinted at it, but why couldn't she soothe and restore my soul a bit with some reassuring stories and anecdotes at the end, about these two sad, misery-ridden lives?...more",Notes are private!,0,1,1,not set,"Apr 17, 2016","May 12, 2016",,Kindle Edition,view (with text),/book/show/13144404-the-light-between-oceans
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",,,B00JU4PGI8,10        pp,3.85,"549,953","Jun 26, 2014","Jun 26, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** My first audiobook! And I’m now a convert. This is interesting to , on the heels of my last book/ (The Light Between Oce**spoiler alert** My first audiobook! And I’m now a convert. This is interesting to , on the heels of my last book/ (The Light Between Oceans), in which I criticized its absolute depressingness-without-hope-or-redemption. And indeed, a lot of s here mention the book’s devotion to misery and the inevitable tragedy of life, with our insurmountable inability to understand each other. Nobody in the book is remotely happy or well-adjusted, long before the 16 year old middle daughter dies (which is really just the unfortunate consequence and culmination of everyone’s unhappy maladjustedness).Clearly, this book could be accused of the same, with its tragic beginning and tragic ending, its big and small heartbreaks, its forever misunderstood and overlooked cast of characters. So what’s the difference then? This book - while not really 'enjoyable' or a reading experience I'd want to repeat - ultimately gave me much more relatable food-for-thought, as it explored family, gender and racial dynamics, and all the fears and insecurities that embed themselves in our core as a result. All of our prescribed limitations. It reminded me the danger of secrets and thoughts left unspoken, how hurt feelings grow into deep insecurities that cause pain for everyone around us.One goodreads  finds fault with how the ending seems to absolve everyone from guilt, which surprised me to read, as I thought the whole book was a slow build to the reveal that everyone played a hand in her death, even the youngest, who couldn’t find a voice in all her invisibility.I appreciated the way Ng handles the ending, both satisfying readers by unveiling the mysterious events of Lydia’s last night alive, while preserving its authenticity by refraining from introducing some deus ex machina that tidies everything up and delivers answers wrapped in a bow to the stunned, grieving family. No, they’ll never know for sure what happened that night, why they lost their precious daughter and sister, as neither life nor death ever leaves neat answers. But damn right the reader gets to, or the book would’ve felt far too unfinished and unsatisfying. I wish I could get the perspective and awareness/consciousness of my own life that a narrator could reveal/provide, especially one as observant and insightful as Ng. I feel like if she could write my life story as it’s played out thus far, I’d be able to make some sense of it and figure out what my happy ending is supposed to be. ...more",Notes are private!,0,0,1,not set,"Apr 24, 2016","May 12, 2016",,Audible Audio,view (with text),/book/show/23433237-everything-i-never-told-you
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Opposite of Loneliness: Essays and Stories,"Keegan, Marina",,,,224        pp,3.85,"50,345","Apr 08, 2014","Apr 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To be clear, I did not finish the book. I just gave up on the ""Date finished"" date, after trying to get through the same story for over 1.5 years. KeeTo be clear, I did not finish the book. I just gave up on the ""Date finished"" date, after trying to get through the same story for over 1.5 years. Keegan writes very well for her age/maturity level and accurately captures and represents that college-age time of life. It's not a testament to her writing that I couldn't finish it...not entirely anyway. It didn't help that I don't like short stories to begin with - or that I largely started the book because of the personal tragedy surrounding the author, which doesn't help contribute to a positive reading experience. ...more",Notes are private!,0,0,1,"Feb 28, 2016","Sep 29, 2017","Feb 28, 2016",,Kindle Edition,view (with text),/book/show/19569007-the-opposite-of-loneliness
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Lucy Barton        (Amgash #1),"Strout, Elizabeth*",,,B011G3HG5G,181        pp,3.58,"161,439","Jan 12, 2016","Jan 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically 3.5 stars. Beautiful writing and great character-building/development as always, but overall it was still missing too much story to be a cTechnically 3.5 stars. Beautiful writing and great character-building/development as always, but overall it was still missing too much story to be a complete/satisfying, y’know, story. I know Strout’s not a big fan of Plot, but for such a fast read, I still got pretty impatient at the beginning as the book meandered and wandered. I was 50 pages in before I could settle into Strout’s rhythm and get used to her pacing again.I did love the concept of ‘we all have one story to tell’ be it author, artist, whomever, and that we spend our lives telling this one story. There's something both simple, touching and comforting in this. If I’d discovered this book as some family heirloom, as I was, say, cleaning out the attic and came across it as some long-gone ancestor's journal (which it does bear a lot of resemblance to), I'd be ecstatic, astonished at the writing, and consider it an absolute treasure (that I'd probably then try to get published). But as a published novel that I purchased, it was meh. And nowhere as good/insightful/compelling as Olive Kitteridge. (It always comes down to expectations. Always.)...more",Notes are private!,0,1,1,"Feb 12, 2016","Feb 26, 2016","Feb 12, 2016",,Kindle Edition,view (with text),/book/show/26155161-my-name-is-lucy-barton
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",1594634475,9781594634475,1594634475,390        pp,3.58,"138,691","Sep 15, 2015","Sep 15, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What started off so promising fizzled in the second half, and I ended up not caring. Ultimately, I was disappointed in Mathilde's half of the story. WWhat started off so promising fizzled in the second half, and I ended up not caring. Ultimately, I was disappointed in Mathilde's half of the story. What'd she do with her life after Lotto? Groff tries to make a case for a complete, compelling and fulfilling life for Mathilde separate from and after Lotto, and yet it fell short, with Mathilde's narrative instead reduced to revolving around Lotto as central character.I was also pretty impatient to get to Mathilde's side of the story, which might be why I was so disappointed in it. I was hoping it would redeem or complement Lotto's half, which went on way too long and could use some more editing - and just got so annoying and grating after a while. Such an insufferably self-absorbed - however well-meaning - man.Groff does rather have a way with words though, making them dance together in unexpected and beautiful harmony (""Lotto swam up out of the crowd and crossed the floor to Mathilde. She was six feet tall in bobby socks. In heels, her eyes were at his lip line. She looked up at him coolly. Already he loved the laugh she held in her, which nobody else would see."")I also appreciated the feeling of timelessness in this book. Even though Groff listed birth years to ground the story in history, there was a surprising (and rare these days) absence of cultural signifiers and references. Politics, music, pop culture, technology, social media, all refreshingly absent.My favorite part of this book was that it did very pointedly capture the inherent, basic problem/nature of gender inequality: men are born into the privilege of being benevolent, loving, innocent and feeling omnipotent, able to accomplish, achieve, have, deserving of anything/anyone. Women are born, bred and brought up with self-doubt and self-hatred.Both genders equally deserving of equal love, but men overdo it, and women underdo it....more",Notes are private!,0,0,1,not set,"Jan 30, 2016","Feb 07, 2016",,Hardcover,view (with text),/book/show/24612118-fates-and-furies
