,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,938","Jun 12, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2021",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devolution: A Firsthand Account of the Rainier Sasquatch Massacre,"Brooks, Max*",1984826786,9781984826787,1984826786,286        pp,3.91,"47,093","Jun 16, 2020","Jun 16, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’re looking for a fun page-turning horror/nature/sci-fi, this is a good “popcorn” book. Just kick back and enjoy. On that scale I’d give it a 4.If you’re looking for a fun page-turning horror/nature/sci-fi, this is a good “popcorn” book. Just kick back and enjoy. On that scale I’d give it a 4. Overall though I’d give it a 3. So let’s call it 3.5. ...more",Notes are private!,0,0,1,"Apr 30, 2021","May 03, 2021","May 03, 2021",,Hardcover,view (with text),/book/show/52454426-devolution
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Fascist Lies,"Finchelstein, Federico",0520346718,9780520346710,0520346718,152        pp,3.54,332,"Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2021",,Hardcover,view,/book/show/50747416-a-brief-history-of-fascist-lies
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Useful Delusions: The Power and Paradox of the Self-Deceiving Brain,"Vedantam, Shankar",0393652211,9780393652215,,272        pp,3.85,"1,451","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2021","Apr 23, 2021","Apr 23, 2021",,ebook,view,/book/show/48647498-useful-delusions
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bedeviled: A Shadow History of Demons in Science,"Canales, Jimena",0691175322,9780691175324,0691175322,416        pp,3.83,41,Nov 2020,"Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2021",,Hardcover,view,/book/show/53232143-bedeviled
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Ate the First Oyster?: The Extraordinary People Behind the Greatest Firsts in History,"Cassidy, Cody",014313275X,9780143132752,014313275X,240        pp,3.88,"1,990","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2021",,Paperback,view,/book/show/52508868-who-ate-the-first-oyster
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Juneteenth,"Gordon-Reed, Annette",1631498835,9781631498831,1631498835,148        pp,4.18,"9,050","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 15, 2021","Jul 22, 2021","Apr 16, 2021",,Hardcover,view,/book/show/55298325-on-juneteenth
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Systems Red        (The Murderbot Diaries, #1)","Wells, Martha*",,,,144        pp,4.15,"236,004","May 02, 2017","May 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 04, 2023","Apr 16, 2021",,ebook,view,/book/show/32758901-all-systems-red
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Sun        (Between Earth and Sky, #1)","Roanhorse, Rebecca*",1534437673,9781534437678,1534437673,454        pp,4.20,"43,614","Oct 13, 2020","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2021","Jun 06, 2021","Apr 16, 2021",,Hardcover,view,/book/show/50892360-black-sun
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Free World: Art and Thought in the Cold War,"Menand, Louis",0374158452,9780374158453,0374158452,880        pp,4.23,962,"Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2021",,Hardcover,view,/book/show/53317422-the-free-world
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Ritual: How to Create Meaning and Connection in Everything You Do,"ter Kuile, Casper*",0062882066,9780062882066,,224        pp,3.88,"5,884","Jun 23, 2020","Jun 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,ebook,view,/book/show/46258506-the-power-of-ritual
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last of the Just,"Schwarz-Bart, André",1585670162,9781585670161,1585670162,374        pp,4.24,"1,320",1959,"Feb 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2021",,Paperback,view,/book/show/253292.The_Last_of_the_Just
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Smallest Lights in the Universe: A Memoir,"Seager, Sara*",0525576258,9780525576259,0525576258,308        pp,4.12,"2,625","Aug 18, 2020","Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2021",,Hardcover,view,/book/show/43982439-the-smallest-lights-in-the-universe
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Stargazers: The Enduring Story of Astronomy's Vanishing Explorers,"Levesque, Emily M.*",,,,316        pp,4.14,"1,186","Aug 04, 2020",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2021",,Hardcover,view,/book/show/44024316-the-last-stargazers
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conditional Citizens: On Belonging in America,"Lalami, Laila*",1524747165,9781524747169,1524747165,208        pp,4.27,"3,649","Sep 22, 2020","Oct 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Hardcover,view,/book/show/52366322-conditional-citizens
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried Giant,"Ishiguro, Kazuo*",030727103X,9780307271037,030727103X,317        pp,3.57,"105,201","Mar 03, 2015",Mar 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 13, 2021","Mar 17, 2021","Mar 17, 2021",,Hardcover,view,/book/show/22522805-the-buried-giant
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Writing Wild: Women Poets, Ramblers, and Mavericks Who Shape How We See the Natural World","Aalto, Kathryn*",1604699272,9781604699272,1604699272,288        pp,4.23,393,unknown,"Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2021",,Paperback,view,/book/show/52485462-writing-wild
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stealing Home: Los Angeles, the Dodgers, and the Lives Caught in Between","Nusbaum, Eric*",1541742214,9781541742215,1541742214,333        pp,4.16,"1,280","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2021",,Hardcover,view,/book/show/51205963-stealing-home
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Incredible Women of the All-American Girls Professional Baseball League,"Orrock, Anika*",1452173648,9781452173641,1452173648,160        pp,4.26,188,"Mar 03, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 30, 2021","Jul 02, 2021","Mar 08, 2021",,Hardcover,view,/book/show/51201832-the-incredible-women-of-the-all-american-girls-professional-baseball-lea
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Knowledge Machine: How Irrationality Created Modern Science,"Strevens, Michael",1631491377,9781631491375,1631491377,368        pp,3.74,652,"Oct 13, 2020","Oct 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 05, 2024","Mar 06, 2021",,Hardcover,view,/book/show/50489320-the-knowledge-machine
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Later,"King, Stephen*",,,B08F4GYM8W,248        pp,3.98,"125,884","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2021","May 21, 2021","Mar 05, 2021",,Kindle Edition,view,/book/show/54798175-later
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Give People Money: The Simple Idea to Solve Inequality and Revolutionise Our Lives,"Lowrey, Annie",0753545772,9780753545775,0753545772,288        pp,3.85,"2,853","Jul 10, 2018","Jul 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2021",,Paperback,view,/book/show/35829656-give-people-money
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of White People,"Painter, Nell Irvin",0393049345,9780393049343,0393049345,512        pp,4.07,"3,035","Mar 15, 2010","Mar 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2021",,Hardcover,view,/book/show/6919721-the-history-of-white-people
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A World Without Email: Reimagining Work in an Age of Communication Overload,"Newport, Cal",0525536558,9780525536550,0525536558,320        pp,3.89,"5,477","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2021","Apr 14, 2021","Feb 23, 2021",,Hardcover,view,/book/show/54326146-a-world-without-email
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sum of Us: What Racism Costs Everyone and How We Can Prosper Together,"McGhee, Heather",0525509569,9780525509561,0525509569,415        pp,4.64,"17,959","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2021",,Hardcover,view,/book/show/53231851-the-sum-of-us
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Varieties of Scientific Experience: A Personal View of the Search for God,"Sagan, Carl",1594201072,9781594201073,1594201072,284        pp,4.29,"10,380","Nov 07, 2006","Nov 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2021",,Hardcover,view,/book/show/61661.The_Varieties_of_Scientific_Experience
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Creating the Black Utopia of Buxton, Iowa","Chase, Rachelle*",1467140465,9781467140461,1467140465,176        pp,3.83,53,unknown,"Jan 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2021",,Paperback,view,/book/show/41123366-creating-the-black-utopia-of-buxton-iowa
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remote Control,"Okorafor, Nnedi*",,,B0879FRJ9X,156        pp,3.85,"16,843","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2021",,Kindle Edition,view,/book/show/34215764-remote-control
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unworthy Republic: The Dispossession of Native Americans and the Road to Indian Territory,"Saunt, Claudio",0393609847,9780393609844,0393609847,416        pp,4.23,"1,649","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Hardcover,view,/book/show/45894124-unworthy-republic
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Make a Slave and Other Essays        (21st Century Essays),"Walker, Jerald",081425599X,9780814255995,081425599X,166        pp,4.39,708,"Oct 30, 2020","Oct 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Paperback,view,/book/show/52772372-how-to-make-a-slave-and-other-essays
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undocumented Americans,"Villavicencio, Karla Cornejo*",0399592687,9780399592683,0399592687,208        pp,4.39,"21,762","Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2021","Mar 07, 2021","Feb 12, 2021",,Hardcover,view,/book/show/41880092-the-undocumented-americans
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Operation Moonglow: A Political History of Project Apollo,"Muir-Harmony, Teasel",1541699874,9781541699878,1541699874,384        pp,3.90,88,"Nov 24, 2020","Nov 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Hardcover,view,/book/show/52041437-operation-moonglow
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under a White Sky: The Nature of the Future,"Kolbert, Elizabeth*",0593136276,9780593136270,0593136276,234        pp,4.10,"11,694","Feb 09, 2021","Feb 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,4,"not setSep 10, 2022Feb 2022Mar 19, 2021","Mar 25, 2024Oct 24, 2022Mar 23, 2022Mar 26, 2021","Feb 10, 2021",,Hardcover,view,/book/show/54814834-under-a-white-sky
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirteen Storeys,"Sims, Jonathan",1473228735,9781473228733,1473228735,390        pp,3.88,"5,997","Nov 26, 2020","Nov 26, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably more of a 3.75 but still classic Sims. Could have used some work on unveiling more of the details of the ending a little sooner but still a gProbably more of a 3.75 but still classic Sims. Could have used some work on unveiling more of the details of the ending a little sooner but still a good, spooky read. ...more",Notes are private!,0,0,1,"Apr 22, 2021","Apr 29, 2021","Feb 10, 2021",,Paperback,view (with text),/book/show/51160099-thirteen-storeys
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Day's Close: Night in Times Past,"Ekirch, A. Roger",0393329011,9780393329018,0393329011,480        pp,3.69,"1,357","Jun 01, 2005","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2021",,Paperback,view,/book/show/722892.At_Day_s_Close
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Lost Cities: A Secret History of the Urban Age,"Newitz, Annalee*",0393652661,9780393652666,0393652661,320        pp,3.79,"6,282","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2021",,Hardcover,view,/book/show/53122357-four-lost-cities
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Big Numbers: Stories,"Chen, Te-Ping*",0358272556,9780358272557,0358272556,233        pp,3.95,"8,273","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2021",,Paperback,view,/book/show/52782536-land-of-big-numbers
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of White Politics: How to Heal Our Liberal Divide,"Maxwell, Zerlina",0306873613,9780306873614,0306873613,224        pp,3.94,553,"Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Hardcover,view,/book/show/52951899-the-end-of-white-politics
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hood Feminism: Notes from the Women That a Movement Forgot,"Kendall, Mikki*",,,,267        pp,4.38,"51,293","Feb 25, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Hardcover,view,/book/show/36687229-hood-feminism
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vanguard: How Black Women Broke Barriers, Won the Vote, and Insisted on Equality for All","Jones, Martha S.*",1541618610,9781541618619,1541618610,352        pp,4.05,704,"Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Hardcover,view,/book/show/50358524-vanguard
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Purpose of Power: How We Come Together When We Fall Apart,"Garza, Alicia",0525509682,9780525509684,0525509682,336        pp,4.36,"2,194","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Hardcover,view,/book/show/53479786-the-purpose-of-power
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Say It Louder!: Black Voters, Voices & the Shaping of American Democracy","Cross, Tiffany",1094161403,9781094161402,1094161403,7        pp,4.34,622,"Jul 06, 2020","Jun 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Audio CD,view,/book/show/50419360-say-it-louder
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,855","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2021","Jan 31, 2021","Jan 29, 2021",,Hardcover,view,/book/show/50202953-piranesi
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vesper Flights,"Macdonald, Helen",0802128815,9780802128812,0802128815,304        pp,4.11,"7,306","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2021",,Hardcover,view,/book/show/48637750-vesper-flights
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Next Great Migration: The Beauty and Terror of Life on the Move,"Shah, Sonia*",1635571979,9781635571974,1635571979,400        pp,3.88,"1,430","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2021",,Hardcover,view,/book/show/51079278-the-next-great-migration
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strongmen: Mussolini to the Present,"Ben-Ghiat, Ruth",1324001542,9781324001546,1324001542,384        pp,4.22,"2,735","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2021",,Hardcover,view,/book/show/53597796-strongmen
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frozen in Time: The Fate of the Franklin Expedition,"Beattie, Owen",1553650603,9781553650607,1553650603,288        pp,4.10,"2,946","Dec 01, 1987","Sep 23, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2021",,Paperback,view,/book/show/832619.Frozen_in_Time
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metazoa: Animal Life and the Birth of the Mind,"Godfrey-Smith, Peter",0374207941,9780374207946,0374207941,352        pp,3.89,"1,875","Nov 01, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Hardcover,view,/book/show/50403455-metazoa
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Good Indians,"Jones, Stephen Graham*",1982136456,9781982136451,1982136456,305        pp,3.71,"80,558","Jul 14, 2020","Jul 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2021,"Feb 10, 2021","Jan 13, 2021",,Hardcover,view,/book/show/52180399-the-only-good-indians
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pull of the Stars,"Donoghue, Emma*",0316499013,9780316499019,0316499013,295        pp,3.96,"79,462","Jul 21, 2020","Jul 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2021","Jan 27, 2021","Jan 09, 2021",,Hardcover,view,/book/show/52722079-the-pull-of-the-stars
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mindware: Tools for Smart Thinking,"Nisbett, Richard E.*",0385680996,9780385680998,0385680996,336        pp,3.75,"1,716","Dec 01, 2015","Aug 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2021",,Hardcover,view,/book/show/24040556-mindware
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tyranny of Merit: What's Become of the Common Good?,"Sandel, Michael J.",0241407605,9780241407608,0241407605,272        pp,4.20,"10,532","Sep 15, 2020","Sep 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2021",,Paperback,view,/book/show/50364458-the-tyranny-of-merit
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wintering: The Power of Rest and Retreat in Difficult Times,"May, Katherine",0593189485,9780593189481,0593189485,241        pp,3.86,"48,839","Feb 06, 2020","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 05, 2021","Feb 13, 2021","Dec 31, 2020",,Hardcover,view,/book/show/52623750-wintering
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wildland Sentinel: Field Notes from an Iowa Conservation Officer,"Billerbeck, Erika",1609387147,9781609387143,1609387147,230        pp,4.38,58,Sep 2020,"Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Paperback,view,/book/show/53263706-wildland-sentinel
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Mars: Searching for Life on Another World,"Johnson, Sarah Stewart*",0241216001,9780241216002,0241216001,266        pp,3.97,"1,930","Jul 07, 2020","Jul 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Hardcover,view,/book/show/50751225-the-sirens-of-mars
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"That Wild Country: An Epic Journey through the Past, Present, and Future of America's Public Lands","Kenyon, Mark",1542043042,9781542043045,1542043042,300        pp,4.10,"3,976","Dec 01, 2019","Dec 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/43889825-that-wild-country
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Everything,"Mack, Katie*",198210354X,9781982103545,198210354X,226        pp,4.26,"10,261","Aug 04, 2020","Jun 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/52767659-the-end-of-everything
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,973","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2021","Apr 09, 2021","Dec 26, 2020",,Hardcover,view,/book/show/53152636-mexican-gothic
