,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Cher 'N Books's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mars House,"Pulley, Natasha",1639732330,9781639732333,1639732330,480        pp,4.05,494,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/150277127-the-mars-house
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolf at the Table,"Rapp, Adam",0316434167,9780316434164,0316434167,480        pp,4.06,199,"Mar 05, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/63099208-wolf-at-the-table
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Understory,"Sangsuk, Saneh",1646052757,9781646052752,,320        pp,4.36,106,"Sep 01, 2003","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Paperback,view,/book/show/63903021-the-understory
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Animals: A Novel,"Braunstein, Sarah",,,B0C97GPT6F,301        pp,3.61,165,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Kindle Edition,view,/book/show/180494757-bad-animals
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyranny of the Minority: Why American Democracy Reached the Breaking Point,"Levitsky, Steven",0593443071,9780593443071,0593443071,384        pp,4.43,"1,393","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/122769171-tyranny-of-the-minority
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Android's Dream,"Scalzi, John*",1250174759,9781250174758,1250174759,396        pp,3.98,"22,210","Oct 31, 2006","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Paperback,view,/book/show/37534864-the-android-s-dream
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Win an Information War: The Propagandist Who Outwitted Hitler,"Pomerantsev, Peter",1541774728,9781541774728,1541774728,304        pp,4.12,111,unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/182761575-how-to-win-an-information-war
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Women in 101 Objects,"Hirsch, Annabelle*",0593728750,9780593728758,0593728750,432        pp,4.22,172,"Sep 13, 2022","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/182126946-a-history-of-women-in-101-objects
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Time,"Winters, Ben H.*",0316305774,9780316305778,0316305774,275        pp,3.59,399,"Jan 09, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/155685421-big-time
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Divide,"Henríquez, Cristina*",0063291320,9780063291324,0063291320,321        pp,3.76,"3,445","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/181110028-the-great-divide
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pelican Girls,"Malye, Julia Sixtine Marie*",0063299755,9780063299757,0063299755,368        pp,3.46,258,"Jan 03, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/173955779-pelican-girls
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extinction of Irena Rey,"Croft, Jennifer*",1639731709,9781639731701,1639731709,320        pp,3.43,524,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/172979818-the-extinction-of-irena-rey
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fruit of the Dead,"Lyon, Rachel*",1668020858,9781668020852,1668020858,320        pp,3.68,717,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/176443312-fruit-of-the-dead
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Help Wanted,"Waldman, Adelle*",132402044X,9781324020448,132402044X,288        pp,3.72,884,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/150778765-help-wanted
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whiskey Tender: A Memoir,"Taffa, Deborah Jackson",0063288516,9780063288515,0063288516,304        pp,4.31,250,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/158649919-whiskey-tender
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Valley,"Howard, Scott Alexander*",1668015471,9781668015476,1668015471,304        pp,3.93,"2,427","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/176450755-the-other-valley
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The American Daughters,"Ruffin, Maurice Carlos*",0593729390,9780593729397,0593729390,304        pp,3.68,720,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/174146851-the-american-daughters
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Time Outside This Time,"Kumar, Amitava",059331901X,9780593319017,059331901X,272        pp,3.61,207,"Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/56637952-a-time-outside-this-time
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Immigrant, Montana","Kumar, Amitava",0525520767,9780525520764,B0776H96S3,322        pp,3.13,"1,460","Jul 01, 2017","Jul 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Kindle Edition,view,/book/show/38902271-immigrant-montana
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Beloved Life,"Kumar, Amitava",0593536061,9780593536063,0593536061,352        pp,3.87,39,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/157981735-my-beloved-life
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nada,"Laforet, Carmen",1843433028,9781843433026,1843433028,244        pp,3.83,"28,598",1944,"Feb 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/62779.Nada
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Super Natural Every Day: Well-Loved Recipes from My Natural Foods Kitchen,"Swanson, Heidi*",1580082777,9781580082778,1580082777,256        pp,3.87,"9,830","Apr 05, 2011","Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Paperback,view,/book/show/9326166-super-natural-every-day
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sun of Blood and Ruin        (Sun of Blood and Ruin, #1)","Lares, Mariely*",,,006325431X,384        pp,3.18,"1,156","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Hardcover,view,/book/show/70240500-sun-of-blood-and-ruin
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Mumma,"Reid-Benta, Zalika*",1645661350,9781645661351,1645661350,304        pp,3.82,698,"Aug 22, 2023","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Hardcover,view,/book/show/157995292-river-mumma
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Quinn's Rise to Fame,"Ford, Olivia",0593656415,9780593656419,0593656415,384        pp,4.13,"3,047","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/150246174-mrs-quinn-s-rise-to-fame
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neighbors and Other Stories,"Oliver, Diane",,,,272        pp,4.11,625,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/128713517-neighbors-and-other-stories
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convergence Problems,"Talabi, Wole*",0756418836,9780756418830,0756418836,320        pp,4.27,63,unknown,"Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/154540995-convergence-problems
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortune Seller,"Kapelke-Dale, Rachel*",,9781250286130,,320        pp,3.57,"1,134","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/193537012-the-fortune-seller
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Dies Yet,"Ben, Kobby Ben",1787703738,9781787703735,B0B1NW9TGT,395        pp,3.87,104,unknown,"Aug 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Kindle Edition,view,/book/show/120519796-no-one-dies-yet
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acts of Forgiveness,"Cheeks, Maura",0593598296,9780593598290,0593598296,320        pp,3.77,527,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/154462829-acts-of-forgiveness
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arsenic Eater's Wife,"Mitchell, Tonya*",1504093607,9781504093606,B0CQ92MXNY,334        pp,4.10,997,"Feb 08, 2024","Feb 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Kindle Edition,view,/book/show/203994965-the-arsenic-eater-s-wife
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paradise Problem,"Lauren, Christina*",1668017725,9781668017722,1668017725,352        pp,4.30,"1,263","May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/199797582-the-paradise-problem
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rumi–Poet of Joy and Love,"Kheiriyeh, Rashin",0735845441,9780735845442,0735845441,40        pp,4.39,161,unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Hardcover,view,/book/show/176442469-rumi-poet-of-joy-and-love
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Country,"Rum, Etaf*",,,B0BXQ2MX5B,52        pp,4.20,"1,703",unknown,"Apr 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Kindle Edition,view,/book/show/123852603-mother-country
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Original,"Sanderson, Brandon*",,,B08CGGJ376,4        pp,3.80,"6,907","Sep 14, 2020","Sep 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Audible Audio,view,/book/show/54615879-the-original
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Starsight        (Skyward, #2)","Sanderson, Brandon*",0399555811,9780399555817,0399555811,461        pp,4.37,"88,499","Nov 26, 2019","Nov 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/43979540-starsight
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Dirty Money: The Shocking Injustice and Unseen Cost of White Collar Crime,"Taub, Jennifer",1984879979,9781984879974,1984879979,336        pp,3.68,311,"Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/53135676-big-dirty-money
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Climate Crisis and the Global Green New Deal: The Political Economy of Saving the Planet,"Chomsky, Noam",178873985X,9781788739856,178873985X,192        pp,3.88,"1,353",2020,"Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/53455018-the-climate-crisis-and-the-global-green-new-deal
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Rules the World?,"Chomsky, Noam",162779381X,9781627793810,162779381X,320        pp,4.05,"10,514",2014,"May 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/28514478-who-rules-the-world
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the World Works (Real Story,"Chomsky, Noam",1593764278,9781593764272,1593764278,336        pp,4.14,"4,508","Sep 01, 2011","Sep 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/10728838-how-the-world-works-real-story
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Requiem for the American Dream: The 10 Principles of Concentration of Wealth & Power,"Chomsky, Noam",,,,192        pp,4.20,"3,326","Mar 28, 2017","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Kindle Edition,view,/book/show/30629273-requiem-for-the-american-dream
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wisdom of Crowds        (The Age of Madness, #3)","Abercrombie, Joe",0575095970,9780575095977,0575095970,520        pp,4.60,"26,962","Sep 14, 2021","Sep 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/40701780-the-wisdom-of-crowds
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Naked Neanderthal: A New Understanding of the Human Creature,"Slimak, Ludovic",1639366164,9781639366163,1639366164,208        pp,3.75,138,"Jan 05, 2022","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/176449983-the-naked-neanderthal
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Teacher,"McFadden, Freida*",1728296218,9781728296210,1728296218,400        pp,3.99,"217,797","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/195967140-the-teacher
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burma Sahib,"Theroux, Paul",006329754X,9780063297548,006329754X,400        pp,4.14,482,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/176822902-burma-sahib
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Didn’t Know,"Pérez, Elba Iris*",1668012065,9781668012062,1668012065,320        pp,3.92,871,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/176442848-the-things-we-didn-t-know
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redwood Court,"Dameron, DeLana R.A.*",0593447026,9780593447024,0593447026,304        pp,3.38,"2,344","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/150247430-redwood-court
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adversary,"Crummey, Michael*",0385550324,9780385550321,0385550324,336        pp,3.91,"1,119","Sep 26, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/150247447-the-adversary
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ways and Means,"Lefferts, Daniel",1419768190,9781419768194,1419768190,400        pp,4.01,158,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Hardcover,view,/book/show/98653715-ways-and-means
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Climate Book: The Facts and the Solutions,"Thunberg, Greta",0593492307,9780593492307,0593492307,464        pp,4.40,"2,267","Oct 27, 2022","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Hardcover,view,/book/show/61153762-the-climate-book
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Mars        (Mars Trilogy, #1)","Robinson, Kim Stanley",,,B000QCS914,625        pp,3.86,"82,080",1992,"May 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Kindle Edition,view,/book/show/35720284-red-mars
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Nation Under Guns: How Gun Culture Distorts Our History and Threatens Our Democracy,"Erdozain, Dominic",0593594312,9780593594315,0593594312,288        pp,4.25,235,unknown,"Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/146487082-one-nation-under-guns
