,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kemper's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gangsterland        (Gangsterland #1),"Goldberg, Tod*",161902344X,9781619023444,161902344X,387        pp,3.89,"1,769","Aug 18, 2014","Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stop me if you’ve heard this one. A rabbi and a Mafia hitman walk into a bar. The joke is that they’re the same person.Sal Cupertine is a contract kilStop me if you’ve heard this one. A rabbi and a Mafia hitman walk into a bar. The joke is that they’re the same person.Sal Cupertine is a contract killer for the mob in Chicago, and for decades he managed to remain in the shadows. That all changes after he walks into a FBI sting operation and ends up killing several agents. Now Sal is at the top of the most wanted list, and the mob fake his death and smuggle him to Las Vegas.After plastic surgery, Sal learns that he’s expected to take on the identity of Rabbi David Cohen as part of the organization for a local gangster who is running schemes connected to a synagogue including disposing of bodies in the Jewish cemetery. With a near photographic memory and an instinct for reading people, Sal quickly falls into the role of a rabbi even as he is making is own plans to someday reunite with the wife and son he left back in Chicago. Meanwhile back in Chicago, Jeff Hopper was scapegoated for Sal’s murders of his fellow FBI agents, and Jeff is convinced that Sal is still alive and is determined to find him. Sal/David also realizes that he’s still got to deal with the dangerous web of mob politics.I had mixed feelings on this one. There was a lot I liked with a unique story, good characterizations, and some black humor. The idea of a mob hitman pretending to be a rabbi sounds like a goofy plot from an ‘80s action-comedy movie, but Goldberg sets up the premise well and makes it seem plausible. There’s some interesting stuff with Sal learning things about Jewish culture, but this isn’t a story of a bad guy who gets a change of heart. More like Sal is still a killer deep down, he’s just adopting to a new community he's learning to respect.However, it also seemed just a little drawn out and slow with a lot of time spent on the internal reflections of both Sal/David and Jeff Hopper with both men piling up regrets by their choices that led them to that point. It got a little repetitive with the same themes rehashed again and again. I started to feel like the entire book could have been a prologue, and in the end, you find out that this is indeed only the start of a story. I knew there was at least a second book to this, but I wasn’t prepared for how little gets resolved here. So the whole novel just felt like sequel set-up.Still, I liked it enough that I will check out the next one, but if it doesn’t give me more sense of resolution and satisfaction than this one did, I’ll be very disappointed....more",Notes are private!,0,24,1,Mar 2022,"Mar 21, 2022","Mar 01, 2022",,Hardcover,view (with text),/book/show/20763806-gangsterland
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing the Boogeyman,"Chizmar, Richard*",1982175168,9781982175160,1982175168,322        pp,3.96,"26,509","Aug 17, 2021","Aug 17, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going back to your old hometown can be murder.In 1988, Richard Chizmar graduates from college and moves back in with his parents while waiting for hisGoing back to your old hometown can be murder.In 1988, Richard Chizmar graduates from college and moves back in with his parents while waiting for his fiancée to finish a medical internship before they get married. Chizmar is an aspiring writer and while living with his folks he plans on working on several stories as well as publishing a new horror magazine he’s developed. Just as he’s moving home, a teenage girl is abducted from her bedroom and killed just outside her house. This begins a string of young girls being murdered by a serial killer who becomes known as The Boogeyman.As a fan of mystery and horror, Chizmar becomes fascinated with the murders, and he has a friend at the local newspaper who gives him details that haven’t been revealed to the public. When he starts receiving prank phone calls and has a couple of scary incidents, Chizmar eventually comes to believe that The Boogeyman has to be somebody he knows.This is an odd duck because Chizmar is a real person who uses an actual period in his life as the setting for a fictional plot inspired by true crime. It’s also the nostalgic love-letter to Chizmar’s old hometown as well as a way of paying tribute to his parents who he obviously loved a great deal. All of that is nice and sweet, and then here comes the MURDERS!The fictional killings and their effect on the town is genuinely horrifying and chilling at times. It really does read like a true crime book with Chizmar cutting back from his own life and experiences to a dispassionate reporting style based on witness accounts of the crimes themselves. The true crime influence is obvious in these parts, and it seems like a lot of this was inspired by the Golden State Killer case which had its own tragic ending for author Michelle McNamara when she wrote about it in I’ll Be Gone in the Dark. While I was reading it all, I was fascinated and completely engrossed for the most part. However, over the course of the book I realized that Chizmar as a character in this story really wasn’t doing much of anything other than talking to a few people and getting the hell scared out of him a couple of times. While he is very curious about the murders and does end up talking to a police detective on several occasions, he’s not actively trying to solve the case.So in the end, Chizmar doesn’t actually DO anything. Even when the final revelation of the killer comes it’s not really all that shocking. (I figured it out by plot logic rather than clues in the book.) Even with a wrap-up scene there’s a lot of loose threads left dangling.If this all had really happened, and it actually was a true crime story, then this account of Chizmar being there at the time would be pretty stunning. It’d also be understandable if not everything is explained. And again, I get that Chizmar was going for that true crime feel, but knowing that it’s fiction made it feel in the end that this was weak sauce and kind of pointless. To his credit, there’s a theme that plays off the fictional Chizmar's fascination with the murders to highlight one of the unsavory aspects of true crime in the way that far too often real tragedies that shatter lives are treated as puzzles to be solved for entertainment. Still, since the character doesn’t take that too far, I was once again left shrugging my shoulders about why I was supposed to care.Despite all these misgivings, I enjoyed myself for the most part while reading. I was just left feeling dissatisfied after finishing it. I’d understand if somebody absolutely loved it, and I’d equally understand if someone hated it. I think it’ll work for some, but may fall short for others....more",Notes are private!,0,29,1,"Feb 24, 2022","Mar 05, 2022","Feb 24, 2022",,Hardcover,view (with text),/book/show/55711747-chasing-the-boogeyman
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunting Party,"Foley, Lucy",0008297126,9780008297121,0008297126,406        pp,3.63,"279,746","Dec 03, 2018","Jan 24, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What if there was an Agatha Christie style mystery, but without a Hercule Poroit or Miss Marple style character around to solve it? A group of people What if there was an Agatha Christie style mystery, but without a Hercule Poroit or Miss Marple style character around to solve it? A group of people in their 30s have been friends since their days at Oxford, and one of their traditions is having an annual get together over the New Year holiday. This year they go to an exclusive and remote Scottish hunting lodge. As a huge snowstorm moves in and cuts them off from the rest of the world, one of them is found dead. It’s obviously murder, and the list of suspects isn’t long.This is a pretty standard set-up, but as I said at the start, the interesting thing is that there’s nobody really playing detective here. Instead the plot is unraveled via a series of shifting perspectives that also jump around in time from the trip to the lodge until the day after the murder. Slowly we start to get the whole picture of how this group is filled with secrets, old grudges, and several reasons not to trust each other. There’s also a few other people around like the strange couple from Finland, the manager of the lodge who has fled to this job as a way of not dealing with a recent tragic loss she’s suffered, and the surly gamekeeper who is a combat veteran suffering from PTSD which has left him with a hair trigger temper. So the suspect pool isn’t just limited to the Oxford buddies.The structure of it is really the star of the show with author Lucy Foley doing a very good job of providing different voices to several characters who become the ones guiding us through the current story and histories. She pulls off several tricky things such as keeping the identity of the victim a secret for a good chunk of a book without seeming clunky so for a while we’re not ever sure who might be dead and who might be the killer. There’s a lot of red herrings in the mix which are necessary for a book like this although there are a few too many. However, none seem obvious, and it helps keep the reader from guessing which way the plot is going for a good long while.The ending plays fair and has a satisfying answer, but again, there’s just a bit too much to all of it. I also had a big problem with the aftermath detailed in an extended epilogue in which the author seems to forget a couple of huge things from the climatic moment of the story when wrapping it all up. Still, it’s a really solid mystery with some good character work. I’d give it 3 and half stars if I could, but…..you know. I also listened to the Audible version which had some great narrators doing various parts....more",Notes are private!,0,47,1,"Feb 10, 2022","Feb 20, 2022","Feb 21, 2022",,Paperback,view (with text),/book/show/37642030-the-hunting-party
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like a Sister,"Garrett, Kellye*",0316256706,9780316256704,0316256706,336        pp,3.25,"12,772","Mar 08, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy from NetGalley for . When a woman’s sister is killed, she’s supposed to do something about it. It doesn’t make anI received a free advance copy from NetGalley for . When a woman’s sister is killed, she’s supposed to do something about it. It doesn’t make any difference what you thought of her. She was your sister, and you’re supposed to do something about it…. OK, Lena Scott isn’t Sam Spade, but the sentiment remains the same.Lena is a grad student in New York who has issues with her family. Her father, Mel Pierce, is a bigwig in the music business, but Lena wants nothing to do with him. Lena used to be close with her half-sister Desiree Pierce despite their differences in personality. Lena shuns the spotlight that comes with being Mel’s daughter, but Desiree embraced it to become a minor celebrity thanks to reality TV and her Instagram account. Desiree’s party lifestyle also included the usual bad habits, and after one close call too many, Lena had enough and cut off all contact with her sister.When Desiree is found dead all indications point to an overdose, but Lena is sure that there’s more to her sister’s death then that. Following a trail of clues from social media as well as her personal knowledge of her sister, Lena starts trying to learn the truth as she deals with cops, music stars, Instagram influencers, reporters, and her own father.I loved a lot about this one, starting with the character of Lena herself. Naturally she’s got guilt and thinks that maybe she wasn’t there when Desiree needed her. However, she’s also being incredible stoic and refusing to show her grief which she calls  “…putting on the Super Black Woman cape” as she puts on a brave face to deal with both the practical matters one has to deal with when a loved one dies as well as doggedly chasing any clue about really happened to Desiree. Through the first-person narration we follow along as Lena seems to set everything aside to bluntly deal with whatever is in front of her in the moment even as we know how torn up she is by all of it. Despite the dark circumstances, Lena can also be a very funny narrator at times with sly observations and a dry wit, and there were several laugh-out-loud lines.The mystery of is also handled in intriguing fashion. This isn’t a murder that will be solved in the drawing room of an English mansion or the mean streets of New York. Instead, Lena uses her sister’s Instagram account to track Desiree’s activities before she died and figure out who might have the answers she’s looking for as well as using social media to research and track suspects. Trying to find Desiree’s phone becomes a critical piece that Lena desperately wants to find because she knows that her sister’s whole life revolved around the device.The plot has a lot of twists and turns to it, and I was fooled at several points as to where the book was going. None of the red herrings seem like cheats though, and when all is revealed, you realize that even the misdirects mattered. It’s a solid story that plays fair with its clues and ends in a satisfying fashion.Kellye Garret did an admirable job of writing a mystery that mixes heart and humor and has a great lead character you can’t help but like. It’s also a solid template for how to do a 21st century whodunit....more",Notes are private!,0,46,1,"Jan 31, 2022","Feb 28, 2022","Jan 31, 2022",,Hardcover,view (with text),/book/show/58310680-like-a-sister
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Apollo Murders        (Apollo Murders, #1)","Hadfield, Chris",0316264539,9780316264532,0316264539,480        pp,3.93,"15,462","Oct 12, 2021","Oct 12, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In reality, the last manned mission to the moon was America’s Apollo 17, but the jumping off point for this story is that there was actually an ApolloIn reality, the last manned mission to the moon was America’s Apollo 17, but the jumping off point for this story is that there was actually an Apollo 18 done as a secret military operation. How do you keep a space mission involving thousands of people a secret? Look, if you’re gonna read this book, you need to stop asking questions like that.Kaz Zemickis was a test pilot who was also training to be an astronaut when an unfortunate collision between his plane and a seagull leaves him with one eye. Now Kaz is working as a liaison between Washington and the Apollo 18 mission. This is challenging because he’s essentially changing their whole mission plan at the last minute. Instead of just going to the moon and collecting some rocks, the astronauts need to photograph and hopefully sabotage a Soviet space station equipped with new cameras that will be able to take high resolution spy pictures of the US once it’s manned. Once that’s accomplished, they’re supposed to go to the moon and check out a previously unexplored site that the Soviets are investigating with a lunar rover, and if possible, the astronauts are supposed to sabotage the rover as well. If they can squeeze in a little science in between all this sabotage, scientists have discovered some weird holes in the moon that they’d like checked if possible.Unfortunately, one of the astronauts dies in a training accident, and must be replaced with a back-up. Meanwhile, the Soviets have made an interesting discovery on the moon with their rover, that they’d very much like to keep to themselves. The Russians also have some leverage over one of the astronauts on Apollo 18.This book was written by a former test pilot and astronaut who has a ton of experience in space and in working with the Russian space agency. I am NOT a former test pilot and astronaut, but I am a giant space nerd who has checked out a bunch of books and documentaries about manned space flight. I’ve also seen Apollo 13 like 12 times. So while not an expert like the author, I’d like to think I know a little more than the average bear about the subject, but I wouldn’t presume to say that the author got any of the technical or historical details wrong about this. In fact, per his notes at the end some of the things I thought were insane were true. What I will question is the basic premise and way this book is structured just from a thriller standpoint. For starters, we’re told from the jump that Apollo 18 is a military mission that is going to be a secret. Yet, we’re never told what that mission was. (Bear in mind that the stuff about the Soviet spy station and rover comes into the picture when they change their mission at the last minute.) The world knows that the US is going back to the moon, but the details of the mission aren't being revealed. Yet, the training seems to be about doing the standard moon stuff of grabbing some rocks, making some observations, taking some samples, setting up some experiments, and trying to get back to Earth without dying. The story tells us that Nixon paid for this operation by using military funding, but we're never told what they were originally going to do that was different from other moon missions.I also question that NOBODY in this story ever brings up a legal, political, or ethical concern that the US is essentially going into space to sabotage Soviet property. Since this is the Nixon administration making this call, I’m not saying that they wouldn’t try it, but it seems odd that absolutely nobody ever brings up that we’re essentially using a ultra-expensive Apollo mission that the world still knows about to commit an act of war. Also, nobody brings up that they're launching a rocket they told the world would be going to the moon to do secret military things. So when a Soviet space station fails immediately after the US capsule hits orbit, and the a Soviet rover fails right after Apollo astronauts land nearby, it's pretty obvious what happened. Maybe Russia couldn't prove it, but it would certainly cause accusations to be made and an international incident.The next part is where it really gets messy, but I’ll keep it vague to avoid spoilers. Let’s just say that things don’t go well when Apollo 18 tries to sabotage the Soviet station, and there is absolute chaos for a few minutes as well a high probability that the space capsule has been damaged. A bunch of other shit has gone wrong as well, but despite it all, the astronauts go ahead and hit the Go-To-The-Moon button to do their burn for lunar orbit. Even when NASA gets involved again, they learn that the capsule has so many issues that it makes the Apollo 13 mission look like a cakewalk by comparison.And yet they still decide to land on the fucking moon rather than just orbiting once and coming back immediately.There’s a lot more that happens and other than the technical details, most of it seems so outlandish that it’s impossible to take any of it seriously. Plus, much like most action movies these days the ending seems way to long and drawn out with even more utterly unbelievable twists and turns with a bunch of events occurring that would most likely result in the US and Soviet Union immediately launching nukes at each other. There’s also some blatant sequel set-up that makes me pretty sure that the author plans for this to be some kind of Tom Clancy style thrillers using spaceflight as the hook with the Kaz character acting as Jack Ryan.I should be the kind of reader who would go nuts for a historical-fiction/alt-history/conspiracy-thriller/set-in-space kind of book, and I was more than willing to go along with some of it at first. But there’s just too much of everything in this. Too many characters, too much detail, too many plot twists, too many outlandish events, etc. It’s all just too much for me to suspend disbelief and roll with it, and that’s what this kind of story needs for it to really work....more",Notes are private!,0,50,1,"Jan 28, 2022","Feb 06, 2022","Jan 28, 2022",,Hardcover,view (with text),/book/show/57007683-the-apollo-murders
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Perfect Murders,"Swanson, Peter*",0062838202,9780062838209,0062838202,270        pp,3.64,"77,597",2019,"Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Hardcover,view,/book/show/52225186-eight-perfect-murders
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The New Avengers, Vol. 4: The Collective","Bendis, Brian Michael",0785119876,9780785119876,0785119876,120        pp,3.72,"1,965","Apr 04, 2007","Apr 04, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 05, 2022",,Paperback,view,/book/show/105963.The_New_Avengers_Vol_4
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The New Avengers, Vol. 3: Secrets and Lies","Bendis, Brian Michael",0785119396,9780785119395,0785119396,128        pp,3.92,"3,337","Mar 15, 2006","Mar 15, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pretty fun.,Notes are private!,0,8,1,"Jan 05, 2022","Jan 05, 2022","Jan 05, 2022",,Hardcover,view (with text),/book/show/105956.The_New_Avengers_Vol_3
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The New Avengers, Vol. 2: The Sentry","Bendis, Brian Michael",0785116729,9780785116721,0785116729,104        pp,3.76,"3,215","Jul 01, 2006","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sentry idea is ambitious and original, but it still never really worked for me. Also, I am still irritated that Wolverine is on this team.",Notes are private!,0,8,1,"Jan 05, 2022","Jan 05, 2022","Jan 05, 2022",,Paperback,view (with text),/book/show/105910.The_New_Avengers_Vol_2
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Identity,"Segura, Alex*",1250801745,9781250801746,1250801745,358        pp,3.63,"1,982","Mar 15, 2022","Mar 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I won a free advance copy of this from the publisher.It’s hard to believe these days when multiple blockbuster movies and popular TV shows are based oI won a free advance copy of this from the publisher.It’s hard to believe these days when multiple blockbuster movies and popular TV shows are based on superheroes, but there have been several points over the years when it looked like the comic book industry was swirling the drain.1975 was such a time, but that hasn’t stopped Carmen Valdez from pursuing her dream of being a comic book writer in New York. Unfortunately, the closest she’s come so far is working as a secretary for the publisher of struggling Triumph Comics, and her boss has made it clear that he’d rather buy work from washed up male writers then give a young woman a chance. When a friendly colleague named Harvey asks her to help him come up with a new hero to meet a deadline, Carmen works with him to quickly develop a female superhero they call the Lethal Lynx. Harvey promises that if the publisher likes the new character he’ll give Carmen her share of the credit.However, Carmen is shocked to learn that Harvey misled her and submitted several scripts she primarily wrote under his own name. Before Carmen can confront Harvey about this, the young man is murdered, and Carmen can only watch helplessly as the character she’s created becomes popular and is handed off to hacks. There’s a suspicious police detective who thinks Carmen knows more than she’s saying, and Carmen has another problem when a former friend she has a complicated history with shows up in New York. Eventually, Carmen thinks the key to figuring out who murdered Harvey and proving that she co-created the Lynx lies in Harvey’s shady history in the industry.I started reading comic books as a kid in the ‘70s, and I’m a fan of the mystery/crime genre so no surprise that this book hooked me immediately. This feels like an authentic look at the comic scene of the ‘70s, and there's a distinct vibe that this is a grungy subset of publishing that isn’t respected, even by most of the people working in it. Alex Segura has worked a lot in the industry so the details feel right, and the references all come across as part of the detailed background rather than cheap wink-and-nudge references to make fanboys giggle.There’s also a cool feature with actual comic book pages featuring Carmen’s Lynx stories scattered throughout the book, and artist Sandy Jarrell does a great job of making these panels have a cool ‘70s style. If they actually wrote and published a Lethal Lynx comic book, I’d be very interested in reading it.The thing that really makes the whole book work is Carmen as a character. She’s the daughter of Cuban immigrants, a woman trying to break into an all male industry, and she’s got another secret that makes her feel like an outsider. All of these factors drew Carmen to comic book superheroes in the first place, but she’s also just a fan as well as a writer with a natural instinct for what makes a compelling character. This is as much a story about a young woman struggling to make her dreams come true as it is a murder mystery, and I very much cared about what happened with Carmen. Since there is no shortage of stories of how various comic book creators were cheated out of credit and money over the years, I was sometimes more worried that Carmen might never get her rightful recognition then I was that she wouldn’t find the killer.It’s a quality mystery novel as well as a love letter to comic books, but even if you don’t care about superheroes, I think a lot of readers would find the story of a young woman trying to become who she’s meant to be in ‘70s New York enjoyable as well....more",Notes are private!,0,61,1,"Jan 03, 2022","Jan 28, 2022","Jan 03, 2022",,Hardcover,view (with text),/book/show/57693604-secret-identity
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The New Avengers, Vol. 1: Breakout","Bendis, Brian Michael",0785118144,9780785118145,0785118144,160        pp,4.05,"11,680","Aug 17, 2005","Aug 17, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pretty fun and does some interesting things in the aftermath of the Disassembled story.,Notes are private!,0,11,1,"Dec 27, 2021","Dec 27, 2021","Dec 27, 2021",,Hardcover,view (with text),/book/show/105961.The_New_Avengers_Vol_1
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leviathan Falls        (The Expanse, #9)","Corey, James S.A.*",0356510395,9780356510392,0356510395,528        pp,4.54,"53,396","Nov 30, 2021","Mar 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How do you write a  of the last one of a nine book series without spoiling the entire thing in the process?Very carefully.So here we are at the How do you write a  of the last one of a nine book series without spoiling the entire thing in the process?Very carefully.So here we are at the end of all things, and I’m not just talking about the finale of this story. While various factions of people continue to battle among the stars, a far more dangerous enemy has been awakened and seemingly won’t rest until humanity has been wiped out. There might be a way to fight back, but it would essentially mean destroying the human race to save it. At the heart of it all are the surviving characters that fans of this series have come to know and love, but what’s left of the crew members of the Rocinante are not what they used to be. Age, violence, regrets, and grief have all taken a toll, and even the ship itself is long past it’s prime. Despite it all, nobody is ready to give up and die just yet.This series hooked me from the start, and it’s been a franchise that never let me down. New books appeared regularly, and what started as a space opera mixed with a conspiracy story grew into a sprawling epic that got deeper and richer as it progressed. It always had the beep-boops and cool pew-pew space war stuff mixed with politics and espionage that any nerd could appreciate, and the plots were also clever, tense, and intriguing.While that stuff always worked, what really made this shine was that it was about people. Not perfect people, that’s for sure. Our heroes had their fair share of flaws, and there’s a cynical streak to this story that feels more true every day. Almost nobody can set aside their own grudges and immediate self-interest to take the long view. At one point in this a character states, “Optimism is for assholes.” And considering the last couple of years, I don’t think I’ve ever nodded more at a line in a book.Still, while The Expanse never felt like a shiny Star Trek style future, it also didn’t feel entirely hopeless. There were times when good people came through in big ways, and even a few points when total jerks had moments of clarity. It never lasts long, but it always gives a reader enough hope that humanity might just stumble through whatever catastrophes it creates for itself. Through it all, we had a core group of characters, and as happens in the best of fiction, I came to care deeply about all of them. I also appreciate that the authors who make up the James SA Corey name have been very clear about this being it. There will not be any spin-offs, prequels, or anything else done by them with this franchise other than the books and handful of short stories they already wrote. It’s rare to read a story these days that feels completed, and that’s what this is. They didn’t just finish the story, they finished it well....more",Notes are private!,0,86,1,"Dec 27, 2021","Jan 28, 2022","Dec 27, 2021",,Hardcover,view (with text),/book/show/28335699-leviathan-falls
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shoot the Moonlight Out,"Boyle, William*",1643138251,9781643138251,1643138251,320        pp,3.99,493,unknown,"Nov 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I won a free advance copy of this from the publisher in a Twitter contest.Another year, another excellent novel from William Boyle.It’s 1996 in BrooklI won a free advance copy of this from the publisher in a Twitter contest.Another year, another excellent novel from William Boyle.It’s 1996 in Brooklyn, and a couple of teenage boys are just doing the kind of idiotic things that teenage boys do when they inadvertently cause a tragic accident. Cut to the summer of 2001, and that cloud hangs over one of the boys, Bobby, as well as Jack Cornacchia. Jack used to be a small time hit-man/enforcer, but he doesn’t do much of anything anymore until he takes a writing class being taught by Lilly who just graduated college. However, she's uncertain of what to do next, and she's being stalked by an ex-boyfriend. Meanwhile, Bobby has started working for a guy who runs a Ponzi scheme masquerading as an investment firm when he meets Francesca, a neighborhood girl who just finished high school and dreams of making movies. When crazy Charlie French runs across a bag of stolen money and drugs, he leaves it with Max for safe keeping while he tries to cut off any connections between him and the loot. As people start meeting, things start happening, and while some of these relationships result in some heartwarming bonding, others turn bloody.This is some of the best literary crime fiction you’ll find out there. Boyle has a knack for bringing these Brooklyn streets to life, and then he populates them with complex characters who are all in orbit around each other even if they don’t realize it. Everybody has a rich inner life, and whether it’s quiet but deadly Jack mourning a loss or Charlie visiting a prostitute to satisfy his own particular kink, it all feels real and authentic.Small events and chance encounters can cause a string of unintended consequences, some good and some terrible. Through it all Boyle shows once again that if you have a bunch of people with their own baggage and ambitions, the results can make you care about them all.I read a lot of great books in 2021, and this is one of the best of the bunch....more",Notes are private!,0,23,1,"Dec 06, 2021","Dec 26, 2021","Dec 06, 2021",,Hardcover,view (with text),/book/show/56897687-shoot-the-moonlight-out
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robert B. Parker's Bye Bye Baby        (Spenser #49),"Atkins, Ace*",0593328515,9780593328514,0593328515,320        pp,4.08,"4,141","Jan 11, 2022","Jan 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy of this from NetGalley for .This is a real good news/bad news situation. The good news is that this is probably tI received a free advance copy of this from NetGalley for .This is a real good news/bad news situation. The good news is that this is probably the best Spenser book that Ace Atkins has written yet. The bad news is that it’s the last one he’s doing. *sigh* Let’s focus on the good news for the moment.Carolina Garcia-Ramirez won a stunning upset in a Congressional race, but while her outspoken support of progressive policies has made her a new hero for the left, the right wingers hate her guts and aren’t shy about saying so. When some of the threats seem to be more serious than the typical social media bile, Spenser is hired to provide protection and do some sleuthing to see if someone in CGR’s inner circle might be a mole. It doesn’t take long before Spenser finds clues indicating that a white supremacy group is plotting against CGR. As usual, Spenser turns to Hawk for help, but this time Hawk has a favor to ask in return. He wants Spenser to track down a woman he hasn’t heard from in years.So obviously this one was inspired by a real person and the reactions to her, and that’s a little tricky because Spenser has always been extremely apolitical. That hasn’t changed with Atkins writing it so while Spenser admires CGR for several reasons, that’s on a human level, not a political one. Spenser also won’t abide racism so making the bad guys a bunch of white power assholes means that this is still a straightforward good guy vs. bad guys story with a few ripped-from-the-headlines elements instead of the book feeling like a political manifesto even as Atkins uses the opportunity to highlight how the worst of the worst have felt free to really be themselves these days.All of that made for a compelling plot, but where this one really crackles is with the very Spenser-ness of it all. The dialogue and banter is quick, clever, and frequently funny. The action is sharp, especially in a climatic scene. Some Spenser history comes up. A lot of delicious sounding food is eaten, and some booze gets drank. There are still dates with Susan, work-outs with Hawk, and a dog named Pearl. The Hawk sub-plot of him asking Spenser to find a woman was an interesting wrinkle in all this. Atkins had cracked the door open a little on Hawk. Not so much that it gave away too much about a character, who is cool precisely because of the mystery about him, but just enough that it made him feel fresh and even a little more dangerous. What comes out of that is another piece of a great book.Maybe it’s because I knew that this was the last Spenser that Atkins is doing, but it all seemed extra sharp to me this time. I hated to finish this one because it meant that something I’ve very much enjoyed for ten years now is coming to an end. As swan songs go, this is a great one, and hopefully whoever takes over Spenser next can do half as well....more",Notes are private!,0,35,1,"Dec 29, 2021","Jan 02, 2022","Nov 10, 2021",,Hardcover,view (with text),/book/show/57238524-robert-b-parker-s-bye-bye-baby
