,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Coral Rose's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iron Flame        (The Empyrean, #2)","Yarros, Rebecca*",1649374178,9781649374172,1649374178,640        pp,4.35,"920,270","Nov 07, 2023","Nov 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 14, 2023","Dec 14, 2023",,Hardcover,view,/book/show/90202302-iron-flame
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Fog: Moving From Confusion to Clarity After Narcissistic Abuse,"Morningstar, Dana",,,B077SFQWZ2,370        pp,4.39,781,"Nov 21, 2017","Nov 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Kindle Edition,view,/book/show/36683560-out-of-the-fog
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lightlark        (Lightlark, #1)","Aster, Alex*",1419760866,9781419760860,1419760866,416        pp,3.80,"90,501","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/60310757-lightlark
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellies,"Dinan, Nicola",1335490884,9781335490889,1335490884,368        pp,4.12,"4,052","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/63028672-bellies
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Faebound        (Faebound, #1)","El-Arifi, Saara*",0593723007,9780593723005,0593723007,386        pp,3.69,"7,583","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/157981739-faebound
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Shape a Dragon's Breath        (Nampeshiweisit, #1)","Blackgoose, Moniquill",0593498283,9780593498286,0593498283,511        pp,4.19,"5,196","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Paperback,view,/book/show/61937038-to-shape-a-dragon-s-breath
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Jasad Heir        (The Scorched Throne, #1)","Hashem, Sara*",0316477869,9780316477864,,523        pp,3.99,"12,234","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/60581370-the-jasad-heir
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598830,9780593598832,0593598830,304        pp,4.13,"103,559","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/62926992-the-wishing-game
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Year,"Marsh, Katherine*",1250313600,9781250313607,1250313600,368        pp,4.51,"2,262","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/60316963-the-lost-year
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spear Cuts Through Water,"Jimenez, Simon*",0593156595,9780593156599,0593156595,525        pp,4.21,"6,218","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/55868456-the-spear-cuts-through-water
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stay Married: The Most Insane Love Story Ever Told,"Key, Harrison Scott*",1668015501,9781668015506,1668015501,320        pp,4.10,"10,407","Jun 13, 2023","Jun 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I don't know how I feel. This resonated too much and also I didn't stay married. And also yes. This is how it feels to have your heart ripped out via I don't know how I feel. This resonated too much and also I didn't stay married. And also yes. This is how it feels to have your heart ripped out via infidelity....more,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Hardcover,view (with text),/book/show/62919409-how-to-stay-married
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unfortunately Yours        (A Vine Mess, #2)","Bailey, Tessa*",0063239035,9780063239036,0063239035,384        pp,3.82,"70,586","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Paperback,view,/book/show/62365891-unfortunately-yours
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strong Female Character,"Brady, Fern*",1914240448,9781914240447,1914240448,288        pp,4.51,"19,168","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/59903149-strong-female-character
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Keep My Exoskeletons to Myself,"Crane, Marisa",164622129X,9781646221295,164622129X,352        pp,3.97,"4,951","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/60679392-i-keep-my-exoskeletons-to-myself
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink Blood Sister Scribe,"Törzs, Emma*",0063253461,9780063253469,0063253461,416        pp,4.05,"33,708","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/62854842-ink-blood-sister-scribe
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What the River Knows        (Secrets of the Nile, #1)","Ibanez, Isabel*",1250803373,9781250803375,1250803373,404        pp,3.96,"30,860","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/65213381-what-the-river-knows
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Debts        (Blood Debts, #1)","Benton-Walker, Terry J*",125082592X,9781250825926,125082592X,416        pp,3.81,"3,016","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/60784432-blood-debts
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spice Road        (The Spice Road Trilogy #1),"Ibrahim, Maiya*",0593126963,9780593126967,0593126963,464        pp,3.72,"4,487","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61356465-spice-road
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witch King,"Wells, Martha*",1250826799,9781250826794,1250826799,415        pp,3.72,"15,148","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61885085-witch-king
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starling House,"Harrow, Alix E.*",1250799058,9781250799050,1250799058,308        pp,3.86,"67,529","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/65213595-starling-house
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Day of Fallen Night        (The Roots of Chaos, #0)","Shannon, Samantha*",1635577926,9781635577921,1635577926,868        pp,4.39,"28,659","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/60766189-a-day-of-fallen-night
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,VenCo,"Dimaline, Cherie",0063054892,9780063054899,,400        pp,3.79,"8,222","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/60877589-venco
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Emily Wilde's Encyclopaedia of Faeries        (Emily Wilde, #1)","Fawcett, Heather*",059350013X,9780593500132,059350013X,317        pp,4.05,"79,557","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/60657589-emily-wilde-s-encyclopaedia-of-faeries
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Blind,"Haynes, Natalie*",0063258390,9780063258396,0063258390,373        pp,3.85,"42,460","Sep 15, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61102615-stone-blind
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atalanta: A Novel,"Saint, Jennifer*",1250855578,9781250855572,1250855578,291        pp,3.80,"16,114","Apr 11, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61884838-atalanta
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clytemnestra,"Casati, Costanza*",1728268230,9781728268231,1728268230,448        pp,4.26,"21,800","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/61361681-clytemnestra
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assistant to the Villain,"Maehrer, Hannah Nicole*",,,B0BYM2LJDX,418        pp,3.90,"90,308","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 16, 2023",,Kindle Edition,view,/book/show/123334051-assistant-to-the-villain
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Coven        (Coven of Bones, #1)","Woods, Harper L.",,,B0BR199Z6D,298        pp,3.88,"30,810",Mar 2023,"Mar 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Kindle Edition,view,/book/show/75396525-the-coven
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Year Slip,"Poston, Ashley*",,,,352        pp,4.26,"146,274","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Paperback,view,/book/show/62926938-the-seven-year-slip
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,319","Aug 09, 2022","Aug 09, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 15, 2023","Nov 15, 2023",,ebook,view,/book/show/59364173-i-m-glad-my-mom-died
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Language Instinct: How the Mind Creates Language,"Pinker, Steven*",0060958332,9780060958336,0060958332,448        pp,4.01,"21,709","Jan 01, 1994","Nov 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2023",,Paperback,view,/book/show/5755.The_Language_Instinct
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counting the Cost,"Duggar, Jill",,,B0C6L2JQX9,287        pp,4.16,"83,952","Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 13, 2023","Nov 13, 2023",,Kindle Edition,view,/book/show/167770288-counting-the-cost
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Hunt        (The Wheel of Time, #2)","Jordan, Robert",0812517725,9780812517729,B005IGPUMY,705        pp,4.26,"317,733","Nov 15, 1990","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Mass Market Paperback,view,/book/show/233649.The_Great_Hunt
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Far from the Tree: Parents, Children, and the Search for Identity","Solomon, Andrew",,,,962        pp,4.26,"21,063","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/13547504-far-from-the-tree
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in the Bathroom,"Sánchez, Erika L.",0593296931,9780593296936,0593296931,256        pp,3.99,"5,706","Jun 21, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/58988396-crying-in-the-bathroom
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caste: The Origins of Our Discontents,"Wilkerson, Isabel*",0593230256,9780593230251,0593230256,544        pp,4.54,"137,234","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/51152447-caste
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Amulet of Samarkand        (Bartimaeus, #1)","Stroud, Jonathan*",078681859X,9780786818594,078681859X,462        pp,4.03,"128,268","Sep 30, 2003","Sep 30, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Hardcover,view,/book/show/334123.The_Amulet_of_Samarkand
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So You Want to Be a Wizard        (Young Wizards, #1)","Duane, Diane*",0152047387,9780152047382,0152047387,323        pp,3.84,"27,365",1983,"Jul 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Hardcover,view,/book/show/116563.So_You_Want_to_Be_a_Wizard
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fablehaven        (Fablehaven, #1)","Mull, Brandon*",1590385810,9781590385814,1590385810,351        pp,4.13,"165,097","Jun 07, 2006","Jun 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Hardcover,view,/book/show/44652.Fablehaven
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Warrior Heir        (The Heir Chronicles, #1)","Chima, Cinda Williams*",0786839171,9780786839179,B0014JQ7TO,426        pp,3.94,"52,779","Mar 28, 2006","Apr 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Paperback,view,/book/show/213647.The_Warrior_Heir
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex","Chen, Angela",080701379X,9780807013793,080701379X,210        pp,4.36,"14,992","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2023","Oct 31, 2023","Oct 18, 2023",,Hardcover,view,/book/show/52128695-ace
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood: The Science, Medicine, and Mythology of Menstruation","Gunter, Jen",0806540680,9780806540689,0806540680,480        pp,4.26,546,"Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Hardcover,view,/book/show/75496481-blood
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Cell: An Exploration of Medicine and the New Human,"Mukherjee, Siddhartha",1982117354,9781982117351,1982117354,473        pp,4.29,"10,115","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Hardcover,view,/book/show/60321392-the-song-of-the-cell
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture","Maté, Gabor",0593083881,9780593083888,0593083881,576        pp,4.33,"18,994","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Hardcover,view,/book/show/58537332-the-myth-of-normal
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Threadneedle        (The Language of Magic, #1)","Thomas, Cari*",0008407002,9780008407001,0008407002,576        pp,3.97,"6,988","May 27, 2021","May 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2023",,Hardcover,view,/book/show/51867529-threadneedle
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Story Will Change: After the Happily Ever After,"Crane, Elizabeth*",1640094784,9781640094789,1640094784,272        pp,3.68,940,"Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Hardcover,view,/book/show/58532977-this-story-will-change
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cruel Dark,"Northwick, Bea*",,9798988473824,B0CJZM4RF6,226        pp,4.30,"1,261",unknown,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Hardcover,view,/book/show/199263528-the-cruel-dark
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motherland,"Ramón, Paula",1542036917,9781542036894,B0BS1YF9MS,236        pp,4.11,166,"Oct 30, 2020","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Kindle Edition,view,/book/show/80720808-motherland
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juniper’s Christmas,"Colfer, Eoin",1250321948,9781250321947,1250321948,368        pp,4.00,767,unknown,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Hardcover,view,/book/show/123185413-juniper-s-christmas
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruthless Vows        (Letters of Enchantment, #2)","Ross, Rebecca*",1250857457,9781250857453,1250857457,432        pp,4.15,"148,949","Dec 26, 2023","Dec 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/127280062-ruthless-vows
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Georgie, All Along","Clayborn, Kate*",149673730X,,B0B17NP4N7,366        pp,3.81,"51,384","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/61129593-georgie-all-along
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Forest,"Woods, Kell*",125085248X,9781250852489,B0BQGFPPXN,375        pp,3.82,"4,128","Sep 26, 2023","Oct 03, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 15, 2024","Sep 29, 2023",,Hardcover,view,/book/show/65214189-after-the-forest
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Influence,"Crooks, Noelle*",,,B0BHTPFJM4,320        pp,3.45,"5,590","Aug 08, 2023","Aug 08, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2023","Sep 30, 2023","Sep 20, 2023",,Kindle Edition,view,/book/show/60290773-under-the-influence
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of the Reaper,"Lucier, Makiia",0358272092,9780358272090,0358272092,324        pp,4.04,"7,377","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/55959425-year-of-the-reaper
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Box: A Pregnancy Discrimination Memoir,"Glasson, Chelsey*",154454118X,9781544541181,B0C3NVFG4X,178        pp,3.50,14,unknown,"Sep 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Kindle Edition,view,/book/show/142162824-black-box
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book of Night        (Book of Night #1),"Black, Holly*",,,,308        pp,3.54,"65,691","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2023","Sep 18, 2023","Sep 07, 2023",,Kindle Edition,view,/book/show/58341166-book-of-night
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Talking,"Toews, Miriam",,,B07HM68X3P,227        pp,3.62,"57,607","Aug 21, 2018","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This might be the best book I've read all year. Heartbreaking and closer to home than it had any right being.This might be the best book I've read all year. Heartbreaking and closer to home than it had any right being....more,Notes are private!,0,0,1,"Sep 06, 2023","Sep 07, 2023","Sep 06, 2023",,Kindle Edition,view (with text),/book/show/42038966-women-talking
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divine Rivals        (Letters of Enchantment #1),"Ross, Rebecca*",,,B09Y468XS6,357        pp,4.23,"364,189","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 30, 2023",Oct 2023,"Sep 05, 2023",,Kindle Edition,view,/book/show/62202008-divine-rivals
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie Bot,"Greer, Sierra*",0063312697,9780063312692,0063312697,240        pp,3.85,"7,882","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Hardcover,view,/book/show/156023123-annie-bot
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fancy Meeting You Here,"Tieu, Julie*",0063245191,9780063245198,B0BTYXTDJY,302        pp,3.37,"1,290","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Paperback,view,/book/show/108490300-fancy-meeting-you-here
