,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Yuliya's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untamed,"Doyle, Glennon*",1984801252,9781984801258,1984801252,333        pp,3.99,"439,799","Mar 10, 2020","Mar 10, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Oct 10, 2020not set","Oct 10, 2020",,Hardcover,view,/book/show/52129515-untamed
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Далекі обрії,"Яблонська, Софія",,786177482290,,336        pp,4.84,45,1939,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 10, 2020","Oct 10, 2020",,Hardcover,view,/book/show/43058812
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,З країни рижу та опію,"Яблонська, Софія",,9786177482283,,240        pp,4.66,99,1936,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 10, 2020","Oct 10, 2020",,Hardcover,view,/book/show/43058022
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Чар Марока,"Яблонська, Софія",,9786177482276,,192        pp,4.63,164,1932,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,За одне оформлення усіх трьох тревелогів я б поставила п’ятірку.,Notes are private!,0,1,1,not set,"Oct 10, 2020","Oct 10, 2020",,Hardcover,view (with text),/book/show/43056548
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whisperers: Private Life in Stalin's Russia,"Figes, Orlando",0805074619,9780805074611,0805074619,739        pp,4.25,"2,919","Oct 04, 2007","Nov 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2020",,Hardcover,view,/book/show/721038.The_Whisperers
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poems, 1962-2012","Glück, Louise",0374126089,9780374126087,0374126089,656        pp,4.45,"1,632","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2020",,Hardcover,view,/book/show/13538874-poems-1962-2012
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nervous Conditions,"Dangarembga, Tsitsi",1580051340,9781580051347,1580051340,204        pp,4.04,"19,429",1988,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2020",,Paperback,view,/book/show/158674.Nervous_Conditions
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anatomy of Disgust,"Miller, William Ian",0674031555,9780674031555,0674031555,336        pp,3.77,198,1997,"Oct 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Paperback,view,/book/show/276001.The_Anatomy_of_Disgust
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incidental Inventions,"Ferrante, Elena",1609455584,9781609455583,1609455584,112        pp,3.84,"3,852","May 08, 2019","Nov 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Hardcover,view,/book/show/44670087-incidental-inventions
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",,,B07ZPJ2BR5,369        pp,3.66,"70,645","Nov 07, 2019","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Мені здається, це найбезжалісніша книжка Ферранте. От нікого не пошкодувала людина, давши кожному настраждатися, але так без надриву, просто тому, що Мені здається, це найбезжалісніша книжка Ферранте. От нікого не пошкодувала людина, давши кожному настраждатися, але так без надриву, просто тому, що таким є життя, без варіантів. Всю книжку я думала про Альтуссера і його interpellation. Вся книжка - це ланцюжок кинутих фраз, з яких молода дівчина Джованна складає уявлення про життя, а головне – про себе.Взагалі ми стежимо за її життям від її 12 років до 17. На початку роману вона чує, як батько потайки каже матері «наша дочка таки як її тітка» і все! Невдало кинута фраза переконує дитину, що вона потвора, бо тітка у них грає роль міфологічної істоти, яка втілює усе погане, на що здатне людство. Це несе колосальні зміни в житті не лише дівчини, а всіє родини.Через кілька років Джована чує іншу кинуту в її адресу фразу. На цей раз молодий чоловік каже, що вона особлива і дуже розумна. Життя знову змінюється на 180 градусів. В кінці, вона втомлюється слухати інших, починає діяти у розріз сказаному, але і це не вказує, що діє вона з власної волі.Книжку я проковтнула за кілька вечорів. Десь читала, що уже знімають фільм чи серіал за нею. Має бути цікаво. Взагалі Ферранте для мене це про те, як писати. У неї дуже саморефлективна оповідь, коли чітко розумієш, що несказаного завжди більше, ніж сказаного, тому нема чого лити з пустого в порожнє і треба вибирати для читача те, що дасть зрозуміти те, що лишилося за кадром.As soon as you look for words, the slowness becomes a whirlwind and the colors get mixed together like the colors of different fruits in a blender. Not only does “time passed” become an empty formula but also “one afternoon,” “one morning,” “one evening” become merely markers of convenience.But I slipped away, and am still slipping away, within these lines that are intended to give me a story, while in fact I am nothing, nothing of my own, nothing that has really begun or really been brought to completion: only a tangled knot, and nobody, not even the one who at this moment is writing, knows if it contains the right thread for a story or is merely a snarled confusion of suffering, without redemption.I’m tired of being exposed to other people’s words....more",Notes are private!,0,11,1,"Sep 15, 2020","Sep 18, 2020","Sep 15, 2020",,Kindle Edition,view (with text),/book/show/48715377-the-lying-life-of-adults
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Practicing History,"Spiegel, Gabrielle M.",1280236116,9781280236112,,unknown,3.00,5,"Aug 02, 2004","Mar 25, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 29, 2020","Aug 29, 2020",,ebook,view,/book/show/16760053-practicing-history
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iris Apfel: Accidental Icon,"Apfel, Iris",006240508X,9780062405081,006240508X,176        pp,4.26,"1,317","Mar 06, 2018","Mar 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Aug 29, 2020","Aug 29, 2020",,Hardcover,view,/book/show/35396996-iris-apfel
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Online Teaching with Zoom: A Guide for Teaching and Learning with Videoconference Platforms        (Excellent Online Teaching Book 2),"Johnson, Aaron*",0989711641,9780989711647,B08CS229Q2,178        pp,4.00,46,unknown,"Jul 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 29, 2020","Aug 29, 2020",,Kindle Edition,view,/book/show/54757462-online-teaching-with-zoom
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man in the Red Coat,"Barnes, Julian",147357403X,9781473574038,,311        pp,3.67,"3,629","Nov 07, 2019","Nov 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 29, 2020","Aug 29, 2020",,ebook,view,/book/show/45170477-the-man-in-the-red-coat
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Mirth,"Wharton, Edith",1844082938,9781844082933,1844082938,351        pp,3.97,"97,907","Oct 14, 1905","Jan 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2020",,Paperback,view,/book/show/17728.The_House_of_Mirth
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Custom of the Country,"Wharton, Edith",0143039709,9780143039709,0143039709,370        pp,4.06,"13,965",1913,"May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2020",,Paperback,view,/book/show/26950.The_Custom_of_the_Country
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the End of the Earth: Essays,"Franzen, Jonathan",0374147930,9780374147938,0374147930,230        pp,3.49,"2,241","Nov 15, 2018","Nov 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Зібрана есеїстика про природу, птахів, літературу і письмо. Мені сподобалося!",Notes are private!,0,0,1,not set,"Aug 29, 2020","Aug 29, 2020",,Hardcover,view (with text),/book/show/37941840-the-end-of-the-end-of-the-earth
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",0525522131,9780525522133,0525522131,289        pp,3.64,"394,885","Jul 10, 2018","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2020",,Paperback,view,/book/show/44279110-my-year-of-rest-and-relaxation
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murmur of Bees,"Segovia, Sofía*",1542090490,9781542090490,B07GNCQXXB,471        pp,4.24,"64,860","Mar 01, 2015","Apr 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2020",,Kindle Edition,view,/book/show/42306076-the-murmur-of-bees
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleepwalking Land,"Couto, Mia",185242897X,9781852428976,185242897X,256        pp,4.01,"5,326",1992,"Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,Paperback,view,/book/show/748164.Sleepwalking_Land
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nattsångaren        (Ölandsbrotten, #1)","Mo, Johanna",,9789189051003,,432        pp,3.72,"3,717","Jun 20, 2020","Jun 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Шведський детектив, дія якого відбувається на острові Еланд. Я купила аудіо-книжку якраз, коли ми відпочивали на острові, тому ще цікавіше було слухатШведський детектив, дія якого відбувається на острові Еланд. Я купила аудіо-книжку якраз, коли ми відпочивали на острові, тому ще цікавіше було слухати, відтворюючи в пам’яті всі ті місця. Такого кінця в книжці не очікувала, та зрозуміло, що письменниця уже задумала продовження. Я б з радістю його почитала....more",Notes are private!,0,1,1,not set,"Aug 20, 2020","Aug 20, 2020",,Hardcover,view (with text),/book/show/53798537-natts-ngaren
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Excellent Online Teaching: Effective Strategies For A Successful Semester Online,"Johnson, Aaron*",,,B00CSWA6XY,63        pp,3.84,184,"May 14, 2013","May 14, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 18, 2020","Aug 18, 2020",,Kindle Edition,view,/book/show/19199184-excellent-online-teaching
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Founding Fish,"McPhee, John",0374528837,9780374528836,0374528837,368        pp,3.93,"1,117",2002,"Sep 10, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Paperback,view,/book/show/290588.The_Founding_Fish
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pol Pots leende: Om en svensk resa genom röda khmerernas Kambodja,"Idling, Peter Fröberg*",9172320745,9789172320741,9172320745,400        pp,3.84,943,2006,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Paperback,view,/book/show/1634093.Pol_Pots_leende
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Як нагодувати диктатора,"Szabłowski, Witold",6176797853,9786176797852,,256        pp,4.20,"3,862","Sep 18, 2019",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2020",,Hardcover,view,/book/show/53934457
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sociology Of Taste,"Gronow, Jukka",0415132959,9780415132954,0415132959,214        pp,3.79,34,"Jan 30, 1997","Jan 30, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2020",,Paperback,view,/book/show/2391300.The_Sociology_Of_Taste
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caviar with Champagne,"Gronow, Jukka",1859736335,9781859736333,1859736335,256        pp,4.00,11,"Oct 30, 2003","Oct 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Цікава історія радянської культури споживання. Якщо коротко, то книжка про те, як в 1930-ті влада старається втілити в життя сталінський лозунг, прогоЦікава історія радянської культури споживання. Якщо коротко, то книжка про те, як в 1930-ті влада старається втілити в життя сталінський лозунг, проголошений 1935 року «жить стает веселей». Цілі міністерства працюють над створенням радянської розкоші. А так як сировини не вистачало, то з «розкоші» часто виходив лише її підміна, часто у формі кітчу. Подумати тільки, що якраз паралельно з Великим Терором влада розгортає всесоюзну програму з виробництва шампанського, а виробництво шоколадок на фабриці Красний Октябрь б’є рекорди якраз через рік, коли в Україні відбувається зорганізований Сталиним Голодомор. ...more",Notes are private!,0,7,1,not set,"Aug 10, 2020","Aug 10, 2020",,Hardcover,view (with text),/book/show/3641385-caviar-with-champagne
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Room Where It Happened: A White House Memoir,"Bolton, John R.",,,B0847FZRBF,588        pp,3.15,"13,945","Jun 23, 2020","Jun 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2020",,Kindle Edition,view,/book/show/50696262-the-room-where-it-happened
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Пандемия: Всемирная история смертельных вирусов (Pandemic: Tracking Contagions, from Cholera to Ebola and Beyond)","Shah, Sonia*",5961449181,9785961449181,B075F7467N,400        pp,4.06,"3,859","Nov 17, 2015","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 08, 2020",,Kindle Edition,view,/book/show/36495544
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stet: An Editor's Life,"Athill, Diana",0802138624,9780802138620,0802138624,256        pp,3.95,"1,544",2000,"Mar 12, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Спогади Даяни Етхілл – редакторки одного з найвідоміших британських видавництв. Ця прекрасна жінка видала багатьох авторів, яких ми з вами дуже любимоСпогади Даяни Етхілл – редакторки одного з найвідоміших британських видавництв. Ця прекрасна жінка видала багатьох авторів, яких ми з вами дуже любимо, прожила довге життя. Вона померла у 101, а свою останню книжку вона опублікувала у свої 99. Вона пише, що старість відчула лише перейшовши за 80, тоді вона і почала писати спогади. Книжку спогадів Stet вона видала у свої 83. Взагалі у неї вийшло 10 книжок зі спогадами, мемуарами, щоденниками.Stet – це позначка, якою редактор вказує, що потрібно скасувати правку: залишити слово чи фразу, повернути викреслений текст. Ви знаєте, що латинське «stet» якраз і означає «нехай лишається». Так що Етхілл, після 80 вирішила, що час залишити все те, що вона б в іншому випадку забрала з собою, і ділиться з нами прекрасними історіями зі свого життя, яке багато в чому вплинуло на історію літератури і видавництва двадцятого століття. Пише вона чесно, не шкодуючи ні себе ні інших, але з такою відданністю і чутливістю, що це не може не вражати. Вона також ділиться улюбленими книжками, прямо списками. Там навіть є про Україну (сюрпрайз!)Найбільше ж мене вразила глава про Джин Ріс, для якої Етхілл і вдова Джорджа Оурвелла – Соня Орвелл мусили стати просто няньками, інакше ця жінка б не вижила (я б ніколи не подумала, що моє улюблене ""Широке Саргасове море"" писалося в таких умовах, про які пише Етхілл, як такий сильний текст міг творитися в умовах повного розпаду життя авторки – загадка. Бідна Джин писала цей текст 9 років (а він досить короткий, як знаєте). В день смерті свого чоловіка Джин пише Даяні: все! все закінчилося! І я тепер можу надіслати готову книжку (а там ще була історія за кілька років до цього, коли книжка майже була дописана і Етхілл приїхала до Ріс, а у Ріс стається сердечний напад і видавчиня тижнями сидить біля письменниці, як віддана мати, доглядає її і, думаючи, що та вмирає, обіцяє, що книжку не видасть, бо Ріс просить саме так – чекати поки вона напише останні речення або не видавати взагалі. І тут Етхілл, для якої тексти – понад усе, так переживає, що якщо ця жінка помре, то світ не побачить цю історію, і це найгірше, що може статися. Ріс, звісно, вижила, а ""Широке Саргасове море"" принесло для неї славу і вирвало з бідності!Взагалі вся книжка пронизана любов'ю до книг і слів. Етхілл розмірковує не лише про книжки, але і про видавничий бізнес, про те, чому все важче стає продати хорошу книгу, чому книги стають такі дорогі, але як пише вона, завжди будуть люди, які будуть читати (у неї є класифікація двох типів читачів (There are those who buy because they love books and what they can get from them, and those to whom books are one form of entertainment among several), так от вона пише, що якщо один вид і зникне, то інший не зникне ніколи, вгадайте, який залишиться)!Закінчую реченням про дві книжки, які найбільше вплинули на Етхілл:""They brought home to me the central reason why books have meant so much to me. It is not because of my pleasure in the art of writing, though that has been very great. It is because they have taken me so far beyond the narrow limits of my own experience and have so greatly enlarged my sense of the complexity of life: of its consuming darkness, and aslo – thank God – of the light which continues to struggle through.""Думаю, ви зрозуміли, якою насолодою було читати цю книгу....more",Notes are private!,0,17,1,not set,"Aug 07, 2020","Aug 07, 2020",,Paperback,view (with text),/book/show/930990.Stet
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And I'd Do It Again,"Crocker, Aimée",,,B01J5X8ZWM,243        pp,3.82,228,1936,"Feb 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2020",,Kindle Edition,view,/book/show/34567970-and-i-d-do-it-again
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Short Letter, Long Farewell","Handke, Peter",1590173066,9781590173060,1590173066,192        pp,3.33,"2,067",1972,"Mar 31, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2020",,Paperback,view,/book/show/3338907-short-letter-long-farewell
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dagordningen,"Vuillard, Éric",,9789177798170,,128        pp,3.90,"10,402","May 03, 2017","Oct 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ця книжка отримала Гонкурівську премію, її тут хвалили усі критики, так що дуже хотілося прочитати. Скажу одразу, як на мене, всі похвали заслужені!АвЦя книжка отримала Гонкурівську премію, її тут хвалили усі критики, так що дуже хотілося прочитати. Скажу одразу, як на мене, всі похвали заслужені!Автор з добре відомих фактів склав концентровану історію приходу Гітлера до влади. Усі ми знаємо стільки всього про цей час, що здається, ну, що ще можна написати? А виявляється, можна! Тут якись абсолютно незбагненні деталі стають в центр оповіді і за кожним абзацом у читача з фантазією постають образи варті романів на тисячу сторінок (сама ж книжка дуже коротка). Наприклад, ми читаємо про ката, який виконував смертельні вироки після Нюрнберзького процесу. І от ми знаємо, що в кар’єрі цього пана Вудза 347 виконаних вироків за плечима. І от він має вішати людей, у кожного з яких тисячі смертей на руках. І це лише абзац у кілька рядочків, та враження назавжди. Книжка складена наче з кількох сцен. Все починається зі званого обіду з представниками фінансової еліти у 1933 році, де Зіменс, Крупп, Опель і ще десяток фінансових магнатів отримують запевнення Гітлера, що бізнес буде процвітати, якщо вони його підтримають (там такі деталі обіду, костюмів, зачісок присутніх, що здається ми самі сидимо на тому обіді). Потім ми потрапляємо в Англію 1938, де Ріббентроп з дружиною знову ж таки на обіді прощається з сім’єю Чемберлена, покидаючи свій пост посла, перед переїздом в Німеччину, щоб зайняти посаду міністра закордонних справ (там теж такі детальні діалоги, а потім саркастичні коментарі автора, так що ми з висоти власної позиції з майбутнього можемо це все оцінити не без іронії, якщо чесно).Потім все відбувається в Австрії. Взагалі половина книжки – про аншлюсс Австрії, усі ці внутрішні і зовнішні чвари, де Гітлер постає як шкільний буллер, який тероризує всю школу і ніяк не знайдеться дорослих, які поставлять його на місце. Взагалі прекрасна книжка про важливість прийняття рішень, якщо коротко.(На обкладинці - Густав Крупп)....more",Notes are private!,0,5,1,not set,"Jul 30, 2020","Jul 30, 2020",,Hardcover,view (with text),/book/show/48589690-dagordningen
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Японська історія,"Хоменко, Ольга",,9789660353091,,288        pp,4.50,2,unknown,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книжка про молоду жінку, яка пише дисертацію в Токійському Університеті. Тут багато про її досвід, про Японію, про розчарування у особистому житті і пКнижка про молоду жінку, яка пише дисертацію в Токійському Університеті. Тут багато про її досвід, про Японію, про розчарування у особистому житті і про вміння долати труднощі, навіть коли здається, що гірше бути не може. Годі казати, наскільки близько я переживала історію з книжки, адже, хоч і не в Токіо, та життя, написання та захист дисертації за кордоном, дуже схоже за відчуттями на описане в книжці. Я все хочу написати про свій власний досвід в Стокгольмі і ця книжка показала, як це можна зробити у художній формі....more",Notes are private!,0,3,1,not set,"Jul 29, 2020","Jul 29, 2020",,Paperback,view (with text),/book/show/54744981
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journal of Soviet and Post-Soviet Politics and Society: 2017/2: Special section: Issues in the History and Memory of the OUN I,"Umland, Andreas*",3838270886,9783838270883,B07CYYFLCP,297        pp,3.50,2,unknown,"Oct 30, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 29, 2020",,Kindle Edition,view,/book/show/50985810-journal-of-soviet-and-post-soviet-politics-and-society
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Nature: Alexander von Humboldt's New World,"Wulf, Andrea",038535066X,9780385350662,038535066X,473        pp,4.31,"25,274",Sep 2015,"Jan 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В цій книжці в центрі стоїть не тільки Гумбольдт (хоч це справді дуже детальна біографія науковця), а ще і природа, тобто справді основна назва “The IВ цій книжці в центрі стоїть не тільки Гумбольдт (хоч це справді дуже детальна біографія науковця), а ще і природа, тобто справді основна назва “The Invention of Nature” – тут головна. А я спробую таки написати кілька пунктів про Гумбольдта, цього lost hero of science. ...more",Notes are private!,0,8,1,not set,"Jul 26, 2020","Jul 26, 2020",,Hardcover,view (with text),/book/show/23995249-the-invention-of-nature
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Laura Warholic; or, The Sexual Intellectual","Theroux, Alexander",1560977981,9781560977988,1560977981,878        pp,3.87,140,"Dec 17, 2007","Dec 21, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2020",,Hardcover,view,/book/show/193409.Laura_Warholic_or_The_Sexual_Intellectual
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","Pollan, Michael*",0241294223,9780241294222,0241294223,480        pp,4.27,"75,309","May 15, 2018","May 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Hardcover,view,/book/show/36613747-how-to-change-your-mind
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Value-Added Measures in Education: What Every Educator Needs to Know,"Harris, Douglas N.",1612500005,9781612500003,1612500005,288        pp,3.41,32,"Nov 21, 2010","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Paperback,view,/book/show/10366864-value-added-measures-in-education
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonwalking with Einstein: The Art and Science of Remembering Everything,"Foer, Joshua*",159420229X,9781594202292,159420229X,307        pp,3.88,"89,416","Mar 03, 2011","Mar 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Hardcover,view,/book/show/6346975-moonwalking-with-einstein
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Углиб за морським коником. Книжка про пам’ять, яка запам’ятається","Østby, Hilde",,9789669797131,,264        pp,3.78,949,Oct 2016,"Jun 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2020",,Hardcover,view,/book/show/53934604
