,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rebecca's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Acceptance        (Southern Reach, #3)","VanderMeer, Jeff*",0374104115,9780374104115,0374104115,341        pp,3.64,"65,330","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2020",,Paperback,view,/book/show/18077752-acceptance
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Authority        (Southern Reach, #2)","VanderMeer, Jeff*",0374104107,9780374104108,0374104107,341        pp,3.54,"85,006","May 06, 2014","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 09, 2020","Dec 11, 2020","Dec 09, 2020",,Paperback,view,/book/show/18077769-authority
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,096","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2020",,Hardcover,view,/book/show/43923951-such-a-fun-age
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caste: The Origins of Our Discontents,"Wilkerson, Isabel*",0593230256,9780593230251,0593230256,544        pp,4.54,"137,211","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2020",,Hardcover,view,/book/show/51152447-caste
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,880","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2020",,Hardcover,view,/book/show/53152636-mexican-gothic
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",0062868934,9780062868930,0062868934,313        pp,3.82,"995,550","Feb 20, 2020",Jul 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2020",,Hardcover,view,/book/show/54911607-the-guest-list
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,403","Aug 13, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2020",,Hardcover,view,/book/show/52578297-the-midnight-library
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godshot,"Bieker, Chelsea*",1948226480,9781948226486,1948226480,325        pp,3.77,"9,454","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2020",,Hardcover,view,/book/show/41719463-godshot
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,582","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2020",,Hardcover,view,/book/show/44318414-the-dutch-house
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,397","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2020",,Hardcover,view,/book/show/51791252-the-vanishing-half
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before and After the Book Deal: A Writer’s Guide to Finishing, Publishing, Promoting, and Surviving Your First Book","Maum, Courtney*",1948226405,9781948226400,1948226405,365        pp,4.61,"1,241","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2020","Dec 06, 2020","Dec 05, 2020",,Paperback,view,/book/show/46065066-before-and-after-the-book-deal
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Fire: The Case for the Green New Deal,"Klein, Naomi",1508296359,9781508296355,,11        pp,4.18,"5,917","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 05, 2020",,Audiobook,view,/book/show/43821569-on-fire
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Confidence Game: Why We Fall for It . . . Every Time,"Konnikova, Maria*",0525427414,9780525427414,0525427414,352        pp,3.65,"5,351",2015,"Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Dec 05, 2020",,Hardcover,view,/book/show/25387895-the-confidence-game
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters Brothers,"deWitt, Patrick",,,B004CFA91Y,281        pp,3.85,"97,269","Apr 26, 2011","Apr 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2020","Dec 05, 2020","Nov 13, 2020",,Kindle Edition,view,/book/show/11329900-the-sisters-brothers
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Negative Space,"Dancyger, Lilly*",195163103X,9781951631031,195163103X,296        pp,4.25,908,"May 01, 2021","May 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Paperback,view,/book/show/54579036-negative-space
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Roaring Reptiles, Bountiful Citrus, and Neon Pies: An Unofficial Guide to Florida’s Official Symbols","Lane, Mark*",0813066239,9780813066233,0813066239,152        pp,4.22,18,unknown,"Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2020",,Hardcover,view,/book/show/44909332-roaring-reptiles-bountiful-citrus-and-neon-pies
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kilo: Inside the Deadliest Cocaine Cartels - From the Jungles to the Streets,"Muse, Toby*",0062905317,9780062905314,,320        pp,4.21,972,"Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2020",,ebook,view,/book/show/44285788-kilo
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Encyclopedia of Magic And Alchemy,"Guiley, Rosemary Ellen",0816060495,9780816060498,0816060495,432        pp,4.07,76,"Sep 30, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2020","Apr 24, 2020","Apr 24, 2020",,Paperback,view,/book/show/829118.The_Encyclopedia_of_Magic_And_Alchemy
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Gay History: Desire and Diversity Around the World,"Parkinson, R.B.",0714151009,9780714151007,0714151009,128        pp,3.83,598,Jun 2013,Jun 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2020",,Paperback,view,/book/show/17915117-a-little-gay-history
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Acid Dreams: The CIA, LSD and the Sixties Rebellion","Lee, Martin A.",0802130623,9780802130624,0802130623,384        pp,4.13,"3,167","Jan 01, 1985","Jan 21, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2020",,Paperback,view,/book/show/260352.Acid_Dreams
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America's Alligator: A Popular History of Our Most Celebrated Reptile,"Alderson, Doug*",1493048279,9781493048274,,152        pp,4.18,17,unknown,"Apr 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2020",,ebook,view,/book/show/48850171-america-s-alligator
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spillover: Animal Infections and the Next Human Pandemic,"Quammen, David*",,,B00856PC4K,594        pp,4.42,"18,651","Sep 24, 2012","Oct 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 31, 2020",not set,"Mar 31, 2020",,Kindle Edition,view,/book/show/18889979-spillover
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlife,"Alvarez, Julia*",1643750259,9781643750255,1643750259,256        pp,3.70,"16,160","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 17, 2020",,Hardcover,view,/book/show/52898645-afterlife
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of Eden: An Odyssey of Ecological Invasion,"Burdick, Alan*",0374219737,9780374219734,0374219737,324        pp,3.82,407,"Jan 01, 2005","May 18, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2020",,Hardcover,view,/book/show/962851.Out_of_Eden
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poached: Inside the Dark World of Wildlife Trafficking,"Nuwer, Rachel Love*",0306825503,9780306825507,0306825503,384        pp,4.22,567,"Sep 25, 2018","Sep 25, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 24, 2020",,Hardcover,view,/book/show/37969630-poached
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How Madness Shaped History: An Eccentric Array of Maniacal Rulers, Raving Narcissists, and Psychotic Visionaries","Ferguson, Christopher J.*",1633885747,9781633885745,1633885747,272        pp,3.40,40,"Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2020",,Hardcover,view,/book/show/45437402-how-madness-shaped-history
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am a Cat,"Sōseki, Natsume",080483265X,9780804832656,080483265X,470        pp,3.69,"14,047",1905,"Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2020",,Paperback,view,/book/show/62772.I_Am_a_Cat
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life in Middlemarch,"Mead, Rebecca*",0307984761,9780307984760,0307984761,293        pp,3.63,"4,035","Jan 28, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2020",,Hardcover,view,/book/show/17883928-my-life-in-middlemarch
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust Exercise,"Choi, Susan*",1250309883,9781250309884,1250309883,257        pp,3.14,"35,413","Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 07, 2020","Dec 05, 2020","Jan 07, 2020",,Hardcover,view,/book/show/40046059-trust-exercise
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,580","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 07, 2020","Dec 05, 2020","Jan 07, 2020",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,914","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2020",,Hardcover,view,/book/show/43126457-trick-mirror
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Topeka School,"Lerner, Ben",0374277788,9780374277789,0374277788,282        pp,3.50,"25,794","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2020",,Hardcover,view,/book/show/43565369-the-topeka-school
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Americans,"Lalami, Laila*",1524747149,9781524747145,1524747149,320        pp,3.91,"17,184","Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2020",,Hardcover,view,/book/show/40988961-the-other-americans
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,610","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2020",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappearing Earth,"Phillips, Julia*",,,,312        pp,3.84,"52,887","May 22, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2020",,Hardcover,view,/book/show/34563821-disappearing-earth
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea, the Sea","Murdoch, Iris",014118616X,9780141186160,014118616X,528        pp,3.95,"21,831",1978,"Mar 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/11229.The_Sea_the_Sea
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plum Bun: A Novel Without a Moral,"Fauset, Jessie Redmon",0807009199,9780807009192,0807009199,408        pp,3.91,"1,416",1929,"Dec 15, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/636454.Plum_Bun
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Plains Trilogy,"Cather, Willa",,,B011AZ53XW,898        pp,4.29,674,"Aug 19, 1998","Jul 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Kindle Edition,view,/book/show/26096561-the-great-plains-trilogy
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"He, She and It","Piercy, Marge",0449220605,9780449220603,0449220605,448        pp,3.99,"5,663",1991,"Jan 23, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Mass Market Paperback,view,/book/show/788331.He_She_and_It
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corregidora,"Jones, Gayl",,,0807063150,185        pp,3.92,"4,621",1975,"Feb 15, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/530773.Corregidora
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksand,"Larsen, Nella",0141181273,9780141181271,0141181273,192        pp,3.72,"7,312",1928,"Jan 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/78257.Quicksand
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street,"Petry, Ann",0395901499,9780395901496,0395901499,435        pp,4.26,"11,809",1946,"Mar 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/186926.The_Street
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dollmaker,"Arnow, Harriette Simpson",0060529342,9780060529345,0060529342,608        pp,4.17,"3,661",1954,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/600335.The_Dollmaker
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maud Martha,"Brooks, Gwendolyn",0883780615,9780883780619,0883780615,180        pp,4.13,"2,953",1953,"Oct 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/225754.Maud_Martha
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camilla,"Burney, Frances",019283908X,9780192839084,019283908X,992        pp,3.75,"2,790",1796,"Oct 28, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2019",,Paperback,view,/book/show/220079.Camilla
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,166,222",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Hardcover,view,/book/show/40097951-the-silent-patient
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indistractable: How to Control Your Attention and Choose Your Life,"Eyal, Nir*",194883653X,9781948836531,194883653X,290        pp,3.75,"21,187","Aug 06, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Hardcover,view,/book/show/44595007-indistractable
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Craft of Science Writing: Selections from The Open Notebook,"Carpenter, Siri*",,,B081LG93WV,308        pp,4.57,74,"Jan 30, 2020","Feb 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 20, 2019",,Kindle Edition,view,/book/show/48839590-the-craft-of-science-writing
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Serotonin,"Houellebecq, Michel",3832184422,,B07JR87MVH,337        pp,3.58,"27,212","Jan 04, 2019","Jan 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 05, 2019",,Kindle Edition,view,/book/show/42594530-serotonin
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parisian Lives: Samuel Beckett, Simone de Beauvoir, and Me","Bair, Deirdre",0385542453,9780385542456,0385542453,368        pp,4.02,693,"Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/44138701-parisian-lives
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essays One,"Davis, Lydia",0374148856,9780374148850,0374148856,528        pp,4.30,649,"Oct 22, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/43565357-essays-one
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rough Magic: Riding the World's Loneliest Horse Race,"Prior-Palmer, Lara",1948226197,9781948226196,1948226197,288        pp,3.67,"4,048","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/41810276-rough-magic
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of the Novel,"Kundera, Milan",,,B07Y291X13,111        pp,3.98,"6,452","Nov 21, 1986","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2019",not set,"Oct 29, 2019",,Kindle Edition,view,/book/show/49386878-the-art-of-the-novel
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lie With Me,"Besson, Philippe",1501197878,9781501197871,1501197878,149        pp,4.26,"39,867","Jan 05, 2017","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2019",,Hardcover,view,/book/show/40539136-lie-with-me
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartiers: The Untold Story of the Family Behind the Jewelry Empire,"Brickell, Francesca Cartier*",052562161X,9780525621614,052562161X,656        pp,4.24,"1,954","Nov 26, 2019","Nov 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2019",,Hardcover,view,/book/show/43982449-the-cartiers
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verge,"Yuknavitch, Lidia*",0525534873,9780525534877,0525534873,208        pp,3.65,"1,958","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2019",,Hardcover,view,/book/show/45280901-verge
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleanness,"Greenwell, Garth*",0374124582,9780374124588,0374124582,240        pp,3.80,"8,506","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2019",,Hardcover,view,/book/show/45892271-cleanness
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,013","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2019","Dec 05, 2020","Oct 26, 2019",,Hardcover,view,/book/show/44890081-my-dark-vanessa
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cactus League,"Nemens, Emily*",0374117942,9780374117948,0374117942,275        pp,3.44,"4,265","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2019",,Hardcover,view,/book/show/45892265-the-cactus-league
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half-Known World: On Writing Fiction,"Boswell, Robert",1555975046,9781555975043,1555975046,176        pp,4.17,396,"Jul 22, 2008","Jul 22, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2019","Oct 26, 2019","Oct 26, 2019",,Paperback,view,/book/show/2009106.The_Half_Known_World
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Fire: The Burning Case for a Green New Deal,"Klein, Naomi",,9780735279230,,308        pp,4.18,"5,917","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 19, 2019","Dec 05, 2020","Oct 19, 2019",,ebook,view,/book/show/52335742-on-fire
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Creatures,"Van Meter, Crissy",1616208597,9781616208592,1616208597,256        pp,3.63,"3,800","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2019","Dec 05, 2020","Sep 21, 2019",,Hardcover,view,/book/show/43212928-creatures
