,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sarah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bright Lights, Big City","McInerney, Jay*",,,,208        pp,3.79,"33,880","Aug 12, 1984","Aug 12, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2019",,Paperback,view,/book/show/86147.Bright_Lights_Big_City
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robinson Crusoe,"Defoe, Daniel",,,,320        pp,3.68,"304,659","Apr 25, 1719","Jun 12, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 30, 2019not set","Feb 09, 2019not set","Jan 30, 2019",,Hardcover,view,/book/show/2932.Robinson_Crusoe
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oroonoko,"Behn, Aphra",0140439889,9780140439885,0140439889,144        pp,3.01,"14,851",1688,"May 25, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2019",,Paperback,view,/book/show/51190.Oroonoko
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attachments,"Rowell, Rainbow*",,,,323        pp,3.87,"199,454","Apr 14, 2011","Apr 14, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 30, 2019",,Hardcover,view,/book/show/8909152-attachments
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,797","Aug 27, 2012","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 30, 2019",,Hardcover,view,/book/show/18774964-a-man-called-ove
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,170","May 09, 2017","May 09, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2019",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This House of Grief,"Garner, Helen",1922079200,9781922079206,1922079200,300        pp,4.04,"7,374","Aug 20, 2014",Aug 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2018","Oct 19, 2018","Oct 08, 2018",,Paperback,view,/book/show/22814793-this-house-of-grief
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,106","Jul 21, 2007","Jul 21, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 30, 2018","Oct 08, 2018","Sep 30, 2018",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Stone,"Garner, Helen",0747532524,9780747532521,0747532524,216        pp,3.57,"2,309","Apr 01, 1995","Aug 14, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 30, 2018","Oct 04, 2018","Sep 30, 2018",,Paperback,view,/book/show/634139.The_First_Stone
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monkey Grip,"Garner, Helen",0140049533,9780140049534,0140049533,245        pp,3.71,"6,147","Jan 01, 1977","Feb 07, 1984",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 28, 2018",,Paperback,view,/book/show/634141.Monkey_Grip
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,732","Jul 16, 2005","Sep 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 28, 2018","Sep 30, 2018","Sep 28, 2018",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,442","Jun 21, 2003",Sep 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2018","Sep 30, 2018","Sep 05, 2018",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Dog Dreaming: Love and Extinction,"Rose, Deborah Bird",081393091X,9780813930916,081393091X,184        pp,4.02,58,"Apr 01, 2011","Apr 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2018","Sep 06, 2018","Sep 05, 2018",,Hardcover,view,/book/show/11392601-wild-dog-dreaming
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrow Road to the Deep North,"Flanagan, Richard",,,,467        pp,4.03,"56,946","Sep 23, 2013","Sep 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2018",,Paperback,view,/book/show/17905709-the-narrow-road-to-the-deep-north
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,047,056",1985,Apr 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 21, 2018",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,154","Jul 08, 2000","Sep 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2018",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,185,213","Jul 08, 1999","May 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2018","Aug 12, 2018","Aug 10, 2018",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,453","Jul 02, 1998","Jun 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 10, 2018",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of One Hand Clapping,"Flanagan, Richard",0802137849,9780802137845,0802137849,425        pp,3.77,"5,000",1997,"Apr 27, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2018","Aug 19, 2018","Aug 07, 2018",,Paperback,view,/book/show/484124.The_Sound_of_One_Hand_Clapping
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,053,426","Jun 26, 1997","Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2018","Aug 10, 2018","Aug 02, 2018",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of a River Guide,"Flanagan, Richard",1843542196,9781843542193,1843542196,382        pp,3.91,"2,576",1994,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2018","Aug 07, 2018","Aug 02, 2018",,Paperback,view,/book/show/548370.Death_of_a_River_Guide
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,257","Sep 15, 2016","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 02, 2018",,Kindle Edition,view,/book/show/33413128-beartown
