,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kim's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever, Interrupted","Reid, Taylor Jenkins*",,,B00A2819FU,353        pp,3.66,"131,599","Jul 09, 2013",May 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 09, 2023","Jun 11, 2023","Jun 09, 2023",,Kindle Edition,view,/book/show/61036987-forever-interrupted
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Homeless If This Is Not My Home,"Moore, Lorrie",0307594149,9780307594143,,208        pp,3.34,"4,166","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2023",,Hardcover,view,/book/show/61605476-i-am-homeless-if-this-is-not-my-home
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",,,B07D2C6J4K,325        pp,4.18,"2,166,089",2018,"Feb 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 09, 2023","Mar 09, 2023",,Kindle Edition,view,/book/show/40396699-the-silent-patient
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",,,B09QXZB6SK,607        pp,4.12,"233,723","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2023",not set,"Feb 18, 2023",,Kindle Edition,view,/book/show/60188762-fairy-tale
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Americans,"Taylor, Brandon",0593332334,9780593332337,0593332334,303        pp,3.42,"5,884","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/62092265-the-late-americans
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Jane,"Marshall, Heather*",1668013681,9781668013687,1668013681,400        pp,4.37,"39,307","Mar 01, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/61273371-looking-for-jane
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Pictures,"Rekulak, Jason*",1250819342,9781250819345,1250819342,372        pp,4.15,"249,899","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/58724923-hidden-pictures
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",0771009437,9780771009433,0771009437,415        pp,4.19,"352,038","Sep 10, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/43095688-the-testaments
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where I Was From,"Didion, Joan",0679433325,9780679433323,0679433325,226        pp,3.87,"5,430",Sep 2003,"Sep 23, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/544026.Where_I_Was_From
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem,"Didion, Joan",0374531382,9780374531386,0374531382,238        pp,4.19,"67,256",1968,"Oct 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Paperback,view,/book/show/4073199-slouching-towards-bethlehem
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fish Has No Word For Water: A punk homeless San Francisco memoir,"Blue, Violet*",,,B0BQ5FG59C,392        pp,4.62,50,unknown,"Dec 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Kindle Edition,view,/book/show/74981212-a-fish-has-no-word-for-water
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Southern Book Club's Guide to Slaying Vampires,"Hendrix, Grady*",,,,410        pp,3.80,"217,214","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2022","Dec 15, 2022","Dec 02, 2022",,Kindle Edition,view,/book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Earth and Blood        (Crescent City, #1)","Maas, Sarah J.*",,,B07QBC8QTP,874        pp,4.49,"667,599","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2022","Jan 08, 2023","Nov 20, 2022",,Kindle Edition,view,/book/show/44797223-house-of-earth-and-blood
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maybe Someday        (Maybe, #1)","Hoover, Colleen*",,,,385        pp,4.02,"541,687","Apr 18, 2014","Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2022","Nov 20, 2022","Nov 19, 2022",,Kindle Edition,view,/book/show/24445517-maybe-someday
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dickens and Prince: A Particular Kind of Genius,"Hornby, Nick",0593541820,9780593541821,0593541820,192        pp,3.65,"2,643","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2022",,Hardcover,view,/book/show/60621165-dickens-and-prince
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Should Have Known,"Korelitz, Jean Hanff*",1455599492,9781455599493,1455599492,439        pp,3.45,"29,807","Mar 18, 2014","Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2022",,Hardcover,view,/book/show/17893439-you-should-have-known
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Paper Scissors,"Feeney, Alice*",,,B08QGLNSFK,297        pp,3.93,"422,855","Aug 19, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 05, 2022","Nov 14, 2022","Nov 05, 2022",,Kindle Edition,view,/book/show/57026221-rock-paper-scissors
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where Are the Children Now?        (Where Are the Children, #2)","Clark, Mary Higgins",198218941X,9781982189419,198218941X,275        pp,4.16,"9,618","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Hardcover,view,/book/show/58438656-where-are-the-children-now
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,352        pp,3.52,"27,379","Jul 21, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Hardcover,view,/book/show/59576076-the-rabbit-hutch
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarian of Burned Books,"Labuskes, Brianna*",0063259257,9780063259256,0063259257,416        pp,3.94,"14,172","Feb 19, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Paperback,view,/book/show/61190260-the-librarian-of-burned-books
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing But Blackened Teeth,"Khaw, Cassandra*",1250879515,9781250879516,1250879515,144        pp,2.67,"39,787","Oct 19, 2021","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Paperback,view,/book/show/60653000-nothing-but-blackened-teeth
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone With You in the Ether,"Blake, Olivie*",1250888166,9781250888167,1250888166,288        pp,3.84,"76,043","Jun 20, 2020","Nov 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Hardcover,view,/book/show/61126612-alone-with-you-in-the-ether
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",1338635174,9781338635171,1338635174,520        pp,3.95,"751,784","May 19, 2020","May 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Hardcover,view,/book/show/50794839-the-ballad-of-songbirds-and-snakes
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",,,,448        pp,4.19,"1,066,372","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2022",,Kindle Edition,view,/book/show/51029834-the-invisible-life-of-addie-larue
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Token Black Girl,"Prescod, Danielle",1542035171,9781542035170,B09KLLG3L2,251        pp,3.93,"6,058","Oct 01, 2022","Oct 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Kindle Edition,view,/book/show/61049580-token-black-girl
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone's Watching Me,"Rosi, Zoe*",1542037190,9781542037198,B09RQQ9B6W,249        pp,3.75,"2,076","Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Kindle Edition,view,/book/show/60593299-someone-s-watching-me
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams of Delphine,"Shapero, Rich*",,,B0B6B426WM,unknown,2.66,68,"Jul 11, 2022","Jul 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Kindle Edition,view,/book/show/61839213-dreams-of-delphine
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Is Mine I Carry with Me,William Landay*,0345531841,9780345531841,,320        pp,3.85,"14,482","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/61058004-all-that-is-mine-i-carry-with-me
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unhiding of Elijah Campbell,"Flanagan, Kelly*",1514002280,9781514002285,1514002280,320        pp,4.09,185,unknown,"Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Paperback,view,/book/show/60413923-the-unhiding-of-elijah-campbell
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glow in the F*cking Dark,"Schuster, Tara*",0593243099,9780593243091,0593243099,302        pp,3.97,"2,056",unknown,"Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/61685973-glow-in-the-f-cking-dark
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't You Forget About Me: Contemporary Writers on the Films of John Hughes,"Clarke, Jaime*",1416934448,9781416934448,1416934448,224        pp,3.52,266,"Mar 06, 2007","Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Paperback,view,/book/show/398661.Don_t_You_Forget_About_Me
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Endings,"Holland, Jacqueline*",1250856760,9781250856760,1250856760,480        pp,3.78,"6,496","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/60784372-the-god-of-endings
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"223,960","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 24, 2022","Sep 06, 2022","Aug 24, 2022",,Hardcover,view,/book/show/53205888-under-the-whispering-door
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Tell You What I Mean,"Didion, Joan",059331848X,9780593318485,059331848X,149        pp,3.85,"15,677","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Hardcover,view,/book/show/53308149-let-me-tell-you-what-i-mean
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Things,"Johnson, Mat",,,B09HGTMWWY,257        pp,3.54,"1,332","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2022",not set,"Aug 12, 2022",,Kindle Edition,view,/book/show/61256926-invisible-things
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Jane Young,"Zevin, Gabrielle*",,,B01MR2RGFM,unknown,3.80,"30,581","Aug 22, 2017",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2022","Aug 24, 2022","Aug 02, 2022",,Kindle Edition,view,/book/show/43623441-young-jane-young
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ugly Love,"Hoover, Colleen*",,,B00HB62MC0,333        pp,4.05,"1,816,048","Aug 05, 2014","Aug 05, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 02, 2022",,Kindle Edition,view,/book/show/17788401-ugly-love
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House in the Cerulean Sea,"Klune, T.J.*",,,B07QPHT8CB,393        pp,4.41,"626,820","Mar 16, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 13, 2022","Jul 25, 2022","Jul 13, 2022",,Kindle Edition,view,/book/show/57312022-the-house-in-the-cerulean-sea
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,332,468","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 10, 2022","May 11, 2022","May 10, 2022",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,November 9,"Hoover, Colleen*",,,,320        pp,4.14,"1,078,334","Nov 10, 2015","Nov 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of those snot cascading down the front of your face, hunch over and sob type of books. I. Loved. It. My 20-something yr old self loved it.This is one of those snot cascading down the front of your face, hunch over and sob type of books. I. Loved. It. My 20-something yr old self loved it. I'm ashamed and I'm not. Is Coleen Hoover like Jodi Picoult or Nicholas Sparks? Just your run of the mill selfish fall into a story? Is the writing good? Am I just so absorbed with the characters like in a Rainbow Rowell book?I. Don't. Care.Ok, I do.. a little but I'll shamelessly  this. There's a hole in my chest and I can't read anything for at least a day to absorb this....more",Notes are private!,0,5,2,"May 03, 2022not set","May 03, 2022not set","May 03, 2022",,Kindle Edition,view (with text),/book/show/25092686-november-9
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Generation Wonder: The New Age of Heroes,"Lyga, Barry*",1419754467,9781419754463,1419754467,368        pp,3.60,43,unknown,"Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2022",,Hardcover,view,/book/show/60129830-generation-wonder
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"617,997","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Hardcover,view,/book/show/22822858-a-little-life
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B09H6T8LTR,333        pp,4.32,"2,673,624","Dec 07, 2018","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2022","Apr 29, 2022","Apr 28, 2022",,Kindle Edition,view,/book/show/59218704-verity
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Assassin and the Underworld        (Throne of Glass, #0.4)","Maas, Sarah J.*",,,B007N6JEQ0,102        pp,4.34,"46,277","May 01, 2012","May 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2022","Apr 28, 2022",,Kindle Edition,view,/book/show/13546173-the-assassin-and-the-underworld
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Assassin and the Healer        (Throne of Glass, #0.2)","Maas, Sarah J.*",,,,40        pp,4.19,"39,616","Mar 30, 2012","Mar 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2022","Apr 28, 2022",,ebook,view,/book/show/18333581-the-assassin-and-the-healer
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Assassin and the Empire        (Throne of Glass, #0.5)","Maas, Sarah J.*",,,B008HRMAPG,94        pp,4.40,"46,520","Jul 20, 2012","Jul 20, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2022","Apr 28, 2022",,Kindle Edition,view,/book/show/13565676-the-assassin-and-the-empire
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Assassin and the Desert        (Throne of Glass, #0.3)","Maas, Sarah J.*",,,B007O61DVI,103        pp,4.38,"50,275","Mar 30, 2012","Mar 30, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2022","Apr 28, 2022",,Kindle Edition,view,/book/show/13419891-the-assassin-and-the-desert
