,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ashley's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witchcraft: A History in Thirteen Trials,"Gibson, Marion",1398508500,9781398508507,1398508500,320        pp,3.76,778,2023,"Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2024",,Hardcover,view,/book/show/61991780-witchcraft
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie Bot,"Greer, Sierra*",0063312697,9780063312692,0063312697,240        pp,3.85,"7,847","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2024",,Hardcover,view,/book/show/156023123-annie-bot
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Culture, Inc.: The Corporate Takeover of Public Expression","Schiller, Herbert Irving",0195067835,9780195067835,0195067835,208        pp,3.89,36,"Sep 14, 1989","May 23, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Paperback,view,/book/show/388641.Culture_Inc_
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memory for Forgetfulness: August, Beirut, 1982","Darwish, Mahmoud",0520087682,9780520087682,0520087682,182        pp,4.12,"3,067",1986,"Mar 20, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Paperback,view,/book/show/142583.Memory_for_Forgetfulness
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,885","Jun 12, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrilio,"Sámano Córdova, Gerardo*",1638930368,9781638930365,1638930368,336        pp,4.15,"10,090","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Hardcover,view,/book/show/62888191-monstrilio
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune Messiah        (Dune, #2)","Herbert, Frank",0593098234,9780593098233,0593098234,337        pp,3.89,"288,854","Jul 01, 1969","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Mass Market Paperback,view,/book/show/44492285-dune-messiah
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"Postman, Neil",0140094385,9780140094381,0140094385,184        pp,4.15,"30,891","Nov 25, 1985","Nov 04, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/386364.Amusing_Ourselves_to_Death
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shallows: What the Internet Is Doing to Our Brains,"Carr, Nicholas*",0393339750,9780393339758,0393339750,280        pp,3.89,"29,973","Jun 07, 2010","Jun 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/9778945-the-shallows
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rocannon's World        (Hainish Cycle #3),"Le Guin, Ursula K.",0441732941,9780441732944,B0007ERCIC,136        pp,3.78,"20,189",1966,Nov 1974,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Mass Market Paperback,view,/book/show/9761523-rocannon-s-world
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eye of the Heron,"Le Guin, Ursula K.",0765346125,9780765346124,0765346125,192        pp,3.79,"3,272",1978,"Sep 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Mass Market Paperback,view,/book/show/250260.The_Eye_of_the_Heron
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fisherman of the Inland Sea,"Le Guin, Ursula K.",0061054917,9780061054914,0061054917,207        pp,4.02,"2,829",May 1994,"Aug 17, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Mass Market Paperback,view,/book/show/429982.A_Fisherman_of_the_Inland_Sea
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orsinian Tales,"Le Guin, Ursula K.",0553107054,9780553107050,0553107054,209        pp,3.66,"2,072",Sep 1976,"Jan 01, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/77137.Orsinian_Tales
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Four Ways to Forgiveness        (Hainish Cycle, #7)","Le Guin, Ursula K.",006076029X,9780060760298,006076029X,304        pp,4.20,"4,378","Jan 01, 1994","Dec 14, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/92605.Four_Ways_to_Forgiveness
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searoad,"Le Guin, Ursula K.",159030084X,9781590300848,159030084X,208        pp,3.75,"1,155",1991,"Jan 27, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/92616.Searoad
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down and Out in Paris and London,"Orwell, George",015626224X,9780156262248,015626224X,213        pp,4.09,"87,882",1933,"Mar 15, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/393199.Down_and_Out_in_Paris_and_London
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conspicuous Consumption,"Veblen, Thorstein",0143037595,9780143037590,0143037595,103        pp,3.66,514,1899,"May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/151827.Conspicuous_Consumption
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoir,"McGahern, John",0571228119,9780571228119,0571228119,272        pp,4.13,784,2005,"Jun 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Paperback,view,/book/show/1293836.Memoir
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greek Lessons,Han Kang,0241997062,9780241997062,0241997062,160        pp,3.49,"7,475","Nov 10, 2011","Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Paperback,view,/book/show/147779009-greek-lessons
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intermezzo,"Rooney, Sally*",,,,unknown,4.44,9,"Sep 24, 2024","Sep 24, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Hardcover,view,/book/show/209311051-intermezzo
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W B Yeats,"Ross, David",1781177759,9781781177754,1781177759,208        pp,0.00,0,unknown,"May 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Paperback,view,/book/show/56628948-w-b-yeats
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James Joyce,"(wr, David Pritchard",1781177724,9781781177723,1781177724,208        pp,0.00,0,unknown,"May 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Paperback,view,/book/show/90279362-james-joyce
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oscar Wilde,"(wr, David Pritchard",1781177732,9781781177730,1781177732,208        pp,4.11,18,"Jan 01, 2001","May 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Paperback,view,/book/show/59726743-oscar-wilde
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sombrero Fallout,"Brautigan, Richard",0671223313,9780671223311,0671223313,187        pp,4.08,"3,316",1976,"Sep 15, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Hardcover,view,/book/show/1131027.Sombrero_Fallout
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filterworld: How Algorithms Flattened Culture,"Chayka, Kyle*",,,B0C2PDRHZ9,290        pp,3.80,879,"Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Kindle Edition,view,/book/show/134119018-filterworld
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Limitarianism: The Case Against Extreme Wealth,"Robeyns, Ingrid",1662601859,9781662601859,B0C4J8HPPG,322        pp,3.98,151,unknown,"Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Kindle Edition,view,/book/show/150244749-limitarianism
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come and Get It,"Reid, Kiley",,,,400        pp,3.45,"12,934","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,ebook,view,/book/show/96564742-come-and-get-it
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nothing More to Lose (NYRB/Poets) by Darwish, Najwan (2014) Paperback","Darwish, Najwan",,,B00POETK12,0        pp,4.14,206,"Jan 01, 2014","Jan 01, 1900",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/133862725-nothing-more-to-lose-nyrb-poets-by-darwish-najwan-2014-paperback
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Queen        (White Queen, #1)","Jones, Gwyneth",1473234654,9781473234659,1473234654,353        pp,3.32,229,Oct 1991,"Sep 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/58033271-white-queen
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hana's Suitcase,"Levine, Karen*",1743436807,9781743436806,B00I0IN1MI,120        pp,4.19,"9,598",2002,"Feb 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 14, 2024",,Kindle Edition,view,/book/show/24666336-hana-s-suitcase
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life","Wallace, David Foster",0316071005,9780316071000,0316071005,144        pp,4.48,"32,834",2009,"Apr 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Kindle Edition,view,/book/show/7114994-this-is-water
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Read Now,"Castillo, Elaine",0593489632,9780593489635,0593489632,340        pp,4.05,"1,585","Jul 26, 2022","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/60018643-how-to-read-now
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Handful of Dust,"Waugh, Evelyn",0141183969,9780141183961,0141183969,288        pp,3.90,"26,365",1934,"Jan 02, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/827814.A_Handful_of_Dust
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fine and Private Place,"Beagle, Peter S.*",1399607073,9781399607070,B0BSSY6X8R,299        pp,4.00,"3,898","May 23, 1960","Oct 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/150082534-a-fine-and-private-place
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Battle for Syria: International Rivalry in the New Middle East,"Phillips, Christopher*",0300234619,9780300234619,0300234619,352        pp,4.20,235,2016,"May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/36125222-the-battle-for-syria
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Witch: A History of Fear, from Ancient Times to the Present","Hutton, Ronald",0300238673,9780300238679,0300238673,376        pp,3.61,"1,304","Sep 05, 2017","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/39096864-the-witch
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are You Experienced?,"Hendrix, Jimi.",0241981204,9780241981207,0241981204,233        pp,3.58,"4,513","Aug 28, 1997","Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/33871736-are-you-experienced
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kestral for a Knave,"Hines, Barry",0241978963,9780241978962,0241978963,208        pp,4.05,"6,844",1968,"Feb 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/29923053-a-kestral-for-a-knave
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winshaw Legacy,"Coe, Jonathan*",0679754059,9780679754053,0679754059,501        pp,4.11,"11,865","Apr 28, 1994","Jan 03, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/193875.The_Winshaw_Legacy
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm the King of the Castle,"Hill, Susan",0141041943,9780141041940,0141041943,224        pp,3.48,"3,407",1970,"May 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/8332923-i-m-the-king-of-the-castle
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Nobody,"Grossmith, George",0140437320,9780140437324,0140437320,217        pp,3.69,"16,448",1892,"Aug 03, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/54444.The_Diary_of_a_Nobody
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rain Before it Falls,"Coe, Jonathan*",0241996554,9780241996553,0241996554,278        pp,3.69,"6,836",2007,"May 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/62084711-the-rain-before-it-falls
