,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kim's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Gardeners: Katharine S. White & Elizabeth Lawrence--A Friendship in Letters,"White, Katherine S.",0807085596,9780807085592,0807085596,273        pp,3.87,191,2002,"Apr 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Paperback,view,/book/show/156663.Two_Gardeners
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Strange Life: Selected Essays of Louisa May Alcott,"Alcott, Louisa May",1912559439,9781912559435,1912559439,168        pp,4.34,38,unknown,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Hardcover,view,/book/show/126532484-a-strange-life
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",0143037749,9780143037743,0143037749,445        pp,3.77,"82,320","Jun 04, 2005","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2023,"Oct 23, 2023",,Paperback,view,/book/show/3679.On_Beauty
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild and Heavenly Place,"Oliveira, Robin",0593543874,9780593543870,B0C4J8J8XB,416        pp,3.91,606,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2023,"Oct 17, 2023",,Kindle Edition,view,/book/show/150246228-a-wild-and-heavenly-place
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kamogawa Food Detectives        (Kamogawa Food Detectives, #1)","Kashiwai, Hisashi",1035009609,9781035009602,B0BYDQGFGY,201        pp,3.70,"10,197","Nov 25, 2013","Oct 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2023,"Oct 17, 2023",,Paperback,view,/book/show/123349554-the-kamogawa-food-detectives
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,414",1868,"Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read LITTLE WOMEN numerous times when I was a child. I had an old hardcover copy with gilt letters on the spine that belonged to my Great-Aunt Emma.I read LITTLE WOMEN numerous times when I was a child. I had an old hardcover copy with gilt letters on the spine that belonged to my Great-Aunt Emma. As an aspiring writer, of course I related to Jo. But I remember all of the sisters' stories. What I didn't remember was how progressive LITTLE WOMEN is for its time. Yes, it's mired in traditional female roles (it is of it's time, after all), and yes I realize I'm about to quote a section that uses the term ""old maid,"" but there were parts that made me pause. That I don't recall, perhaps because as a kid I didn't understand how unusual they were. For example, in talking about marriage, Mrs. March declares it's better to be ""happy old maids than unhappy wives"" and advises, ""Make this home happy, so that you may be fit for homes of your own, if they are offered you, and contented here if they are not."" Basically, she's saying it's okay to be single, she just wants her girls to be happy. In 1868! I also admired the tongue-in-cheek humor that also went over my head when I was young. The sisters are funny, loving, loyal, and oh so complex. What a pleasure it was to read this again in mid-life. I can't wait to read it in another 10 years and see what stands out for me then....more",Notes are private!,0,0,1,not set,Sep 2023,"Oct 03, 2023",,Paperback,view (with text),/book/show/1934.Little_Women
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel du Lac,"Brookner, Anita",0679759328,9780679759324,0679759328,184        pp,3.60,"22,128","Sep 06, 1984","Oct 03, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book changed my life. I was 21 and backpacking through Europe. I'd been an avid reader all my life, but the usual wonderful kid stuff and otherwiThis book changed my life. I was 21 and backpacking through Europe. I'd been an avid reader all my life, but the usual wonderful kid stuff and otherwise romances (teen and then Harlequin) - the books I'd been exposed to growing up in small towns. I picked up a Jackie Collins novel in Greece, and after reading it decided I would never mindlessly grab another book off a hostel bookcase again! On a train, I told my woes to the guy from New Zealand sitting next to me. He reached into his backpack and pulled out 3 books. One was HOTEL DU LAC. So this was what a novel could accomplish! I was mesmerized by this quiet, painful, elegant story of disappointment, exile, human nature, and love. Jump ahead 35 years. I'm in Copenhagen with my husband, and we turn down a narrow street and see a row of green metal carts containing used books. We have stumbled upon Vangsgaards Rare Books. What a treasure! I perused each bin of fifty cent and dollar books, English mingling with Danish, and to my delight I came upon a pretty pocket edition of my beloved HOTEL DU LAC. Rereading it all these years later only cements Anita Brookner in my mind as a superb literary portrait artist. There is nothing quite like the first time you read a book that moves you, for whatever reason. It can be just as special to reread that book and remember a time in your life when the world was first opening up to you....more",Notes are private!,0,3,1,not set,Sep 2023,"Oct 03, 2023",,Paperback,view (with text),/book/show/251665.Hotel_du_Lac
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banyan Moon,"Thai, Thao",0063267101,9780063267107,0063267101,336        pp,3.93,"21,587","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Hardcover,view,/book/show/62800971-banyan-moon
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wood of One's Own,"Pavey, Ruth",0715652230,9780715652237,0715652230,256        pp,3.64,372,"Sep 21, 2017","Sep 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/35506771-a-wood-of-one-s-own
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beautiful Mrs. Seidenman,"Szczypiorski, Andrzej",0802135021,9780802135025,0802135021,204        pp,3.88,"1,334",1986,"Mar 21, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Paperback,view,/book/show/170821.The_Beautiful_Mrs_Seidenman
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Rage: The Unspoken Truth of Our Racial Divide,"Anderson, Carol",1632864126,9781632864123,1632864126,246        pp,4.47,"13,990","May 31, 2016","May 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Hardcover,view,/book/show/26073085-white-rage
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before Everything,"Redel, Victoria*",0735222576,9780735222571,0735222576,288        pp,3.40,975,"Jun 27, 2017","Jun 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Hardcover,view,/book/show/32970440-before-everything
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules for Visiting,"Kane, Jessica Francis*",0525559221,9780525559221,0525559221,290        pp,3.74,"13,065","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Hardcover,view,/book/show/41880608-rules-for-visiting
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"971,190",1967,"Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Mass Market Paperback,view,/book/show/320.One_Hundred_Years_of_Solitude
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day,"Cunningham, Michael*",0399591346,9780399591341,0399591346,273        pp,3.62,"7,833","Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/123033397-day
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolution,"McDermott, Alice",0374610487,9780374610487,0374610487,324        pp,3.88,"12,797","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/101404407-absolution
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coleman Hill,"Foote, Kim Coleman*",1638931143,9781638931140,1638931143,320        pp,3.83,904,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/129527470-coleman-hill
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recipe for a Charmed Life,"Linden, Rachel*",0593440218,9780593440216,0593440218,384        pp,3.79,"1,383","Jan 09, 2024","Jan 09, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Aug 20, 2023","Aug 20, 2023",,Paperback,view,/book/show/71872867-recipe-for-a-charmed-life
