,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bookshops & Bonedust        (Legends & Lattes, #0)","Baldree, Travis*",1250886104,9781250886101,1250886104,352        pp,4.24,"43,159","Nov 07, 2023","Nov 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bookshops & Bonedust is a prequel to Legends and Lattes, following Viv as she partners with ratkin bookshop owner Fern, annoying gnome Gallina, beautiBookshops & Bonedust is a prequel to Legends and Lattes, following Viv as she partners with ratkin bookshop owner Fern, annoying gnome Gallina, beautiful dwarf Maylee, and a skeleton named Satchel to rebuild Fern’s bookstore – and possibly take out a necromancer named Varine. It’s very charming, but to be quite honest I found this just slightly unnecessary. I felt like Legends and Lattes was so utterly perfect that I didn’t really need more from Viv, and to some degree I just kept wishing I was rereading the former. Still, it’s not without its charms. I was completely delighted by Satchel – he’s a fabulous character. All of the literary interludes are great, and the epilogue is pitch-perfect. I almost wished this was just a sequel about a side character starting a bookstore, because I wanted more of that. Perhaps I’m just a prequel struggler and I haven’t known that until now. And I still can’t recommend Legends and Lattes enough! Youtube | TikTok | Spotify | About | ...more",Notes are private!,0,18,1,"Mar 31, 2024","Apr 07, 2024","Mar 21, 2024",,Paperback,view (with text),/book/show/65213543-bookshops-bonedust
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heroes of the Fourth Turning,"Arbery, Will",,,,146        pp,3.99,558,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/49088809-heroes-of-the-fourth-turning
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enron,"Prebble, Lucy",140812467X,9781408124673,140812467X,128        pp,3.78,673,2009,"Oct 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/7169488-enron
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three-Body Problem        (Remembrance of Earth’s Past, #1)","Liu, Cixin*",,,,472        pp,4.09,"332,607",May 2006,"Nov 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/20518872-the-three-body-problem
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Penelopiad,"Atwood, Margaret*",1841957178,9781841957173,1841957178,198        pp,3.72,"72,711","Oct 05, 2005","Oct 05, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"And what did I amount to, once the official version gained ground? An edifying legend. A stick used to beat other women with. Why couldn't they be And what did I amount to, once the official version gained ground? An edifying legend. A stick used to beat other women with. Why couldn't they be as considerate, as trustworthy, as all-suffer-ing as I had been?The Penelopeiad is a feminist Odyssey retelling told via both Penelope herself and a Greek chorus of the twelve Maids, who Odysseus slaughters for their crime of being assaulted by the Suitors who come to harass his wife. To be quite frank, I felt the first 80% of this book was not all that great. I struggled to totally get Penelope’s inner motivations — as they’re often left purposefully ambiguous — and without that justification for the text, I struggled. (Frankly, the writing did not feel particularly strong to me either.) I did enjoy Penelope’s narrative and her characterization, when it shined through, was quite interesting. She has much more agency as a character than in the original myth and it’s strong. The last 20%, by contrast to the first 80%, was much stronger. I particularly enjoyed getting more depth on the dynamic between Penelope and the Maids in the Underworld; Penelopeiad shined in its depiction of haunting. Another interesting section implies some complexity in Penelope's own narrative around herself, and I only wished to see this more. That is, the last 20% shined except for the academic essay reproduced into the text. It was an interesting academic essay, to be sure - arguing the maids and Penelope should be seen a thirteen-member feminist cult slaughtered by Odysseus. The presentation felt borderline preachy and extremely jarring. I also hated the decision to characterize Helen as a mean slut in the feminist Odyssey retelling. Don't actually know what to say to this one, except how odd to allow not a single other dynamic woman. Overall, very glad I read this – and a huge thank you to my friend Alice for the lovely birthday gift! – but not totally sure the entirety lands. Youtube | TikTok | Spotify | About |...more",Notes are private!,0,26,1,"Mar 14, 2024","Mar 15, 2024","Mar 16, 2024",,Hardcover,view (with text),/book/show/17645.The_Penelopiad
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1912: Wilson, Roosevelt, Taft and Debs -- The Election that Changed the Country","Chace, James",0743273559,9780743273558,0743273559,352        pp,3.79,732,2004,"Aug 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/329997.1912
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender is the Flesh,"Bazterrica, Agustina",1982150920,9781982150921,1982150920,209        pp,3.80,"205,243","Nov 29, 2017","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"interesting and deeply disturbing book about a society in which people eat other people. I was gifted this by a friend who knows I have an academic ininteresting and deeply disturbing book about a society in which people eat other people. I was gifted this by a friend who knows I have an academic interest in cannibalism as a theme. Tender Is the Flesh depicts in horrifying detail the ways in which the human body can become an animal's. The body horror is intense and stomach-churningly brilliant, playing perfectly with the horror of dehumanization. I additionally struggled, in a good way, with the details of animal extermination – dogs slaughtered in backyards, cities eerily quiet without the chirping of birds. Much of the novel revolves around lead character Marcos's relationship with a so-called Perfect Specimen he's been awarded as part of his job running a processing plant. This relationship is difficult to explain without spoiling the novel. I will say I found their ending quite haunting. But I really struggled to believe in the worldbuilding. In the post-Covid era, it does not feel realistic that every world government could, or would, collaborate to eradicate all mammal life. Firstly and just as a note, logically – this would control the populace further, but would also eradicate high levels of trade and export, and it does not seem realistic that a majority of governments would make those choices. Perhaps significantly more relevantly – there is absolutely no way that (a) a majority of citizens of every country would believe a hoax virus when they can’t even believe a real one, and (b) that all world governments would collaborate on a conspiracy this large. Geopolitics just don’t work that smoothly. I simultaneously hold more, and less, hope for the world than this book does. I liked elements of this and I’m glad to keep reading more translated work, but I’m not sure this translates that well in a post-COVID world. Youtube | TikTok | Spotify | About |...more",Notes are private!,0,55,1,"Mar 09, 2024","Mar 10, 2024","Mar 04, 2024",,Paperback,view (with text),/book/show/49090884-tender-is-the-flesh
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Be Devoured,"Tantlinger, Sara*",1954899092,9781954899094,1954899092,90        pp,3.83,"3,296","Jul 29, 2019","Feb 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Paperback,view,/book/show/103010159-to-be-devoured
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eros the Bittersweet,"Carson, Anne",1564781887,9781564781888,1564781887,190        pp,4.46,"4,514",1986,"Mar 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Paperback,view,/book/show/150255.Eros_the_Bittersweet
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idlewild,"Thomas, James Frankie",1419769146,9781419769146,1419769146,400        pp,4.21,"1,401","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Hardcover,view,/book/show/98653925-idlewild
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Once and Future Sex: Going Medieval on Women's Roles in Society,"Janega, Eleanor",0393867811,9780393867817,0393867811,272        pp,4.07,"1,389","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2024",,Hardcover,view,/book/show/61089456-the-once-and-future-sex
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reformatory,"Due, Tananarive*",1982188340,9781982188344,1982188340,576        pp,4.50,"11,224","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Hardcover,view,/book/show/62919847-the-reformatory
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Heart Is a Chainsaw        (Indian Lake #1),"Jones, Stephen Graham*",1982137630,9781982137632,1982137630,405        pp,3.55,"36,844","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Hardcover,view,/book/show/55711617-my-heart-is-a-chainsaw
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warm Hands of Ghosts,"Arden, Katherine*",0593128257,9780593128251,0593128257,325        pp,4.09,"6,191","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Hardcover,view,/book/show/154462576-the-warm-hands-of-ghosts
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Butcher of the Forest,"Mohamed, Premee*",1250881781,9781250881786,1250881781,160        pp,3.94,"1,078","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Paperback,view,/book/show/127281143-the-butcher-of-the-forest
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born in Blackness: Africa, Africans, and the Making of the Modern World, 1471 to the Second World War","French, Howard W.",1631495828,9781631495823,1631495828,512        pp,4.33,"1,107","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/56769524-born-in-blackness
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Ravenous Fate        (This Ravenous Fate, #1)","Dennings, Hayley*",1728297869,9781728297866,1728297869,480        pp,4.35,114,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/200174131-this-ravenous-fate
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Shallows,"Byrne, Tanya*",125086559X,9781250865595,125086559X,384        pp,3.87,124,unknown,"May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/60316952-in-the-shallows
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Off With Their Heads,"Mikuta, Zoe Hana*",1368099068,9781368099066,1368099068,416        pp,4.10,42,"Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/194477936-off-with-their-heads
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone You Can Build a Nest In,"Wiswell, John*",0756418852,9780756418854,0756418852,310        pp,4.25,368,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/182506390-someone-you-can-build-a-nest-in
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Honeys,"La Sala, Ryan*",133874531X,9781338745313,133874531X,344        pp,3.83,"14,531","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/58874675-the-honeys
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yours for the Taking,"Korn, Gabrielle*",1250283361,9781250283368,1250283361,336        pp,3.69,"1,839","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Hardcover,view,/book/show/65213204-yours-for-the-taking
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Space Between Worlds        (The Space Between Worlds, #1)","Johnson, Micaiah",,,,336        pp,3.95,"37,899","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,,view,/book/show/43301353-the-space-between-worlds
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Angels Left the Old Country,"Lamb, Sacha",1646141768,9781646141760,1646141768,408        pp,4.29,"2,675","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/60420448-when-the-angels-left-the-old-country
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starter Villain,"Scalzi, John*",0765389223,9780765389220,0765389223,264        pp,4.19,"37,254","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/61885029-starter-villain
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0571365442,9780571365449,,337        pp,3.54,"388,590","Sep 07, 2021",Jan 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is… an interesting novel in that I think I may be compelled by it than I actually enjoy it. (This was my wonderful girlfriend’s thesis text and IThis is… an interesting novel in that I think I may be compelled by it than I actually enjoy it. (This was my wonderful girlfriend’s thesis text and I do think having her thesis as a supplemental text amplified the experience quite a bit.)Beautiful World Where Are You follows two best friends—Alice, a bisexual communist writer living in a house on the Irish coast, and Eileen, an editor in Dublin—and their lovers, Felix and Simon, as they try to resolve a set of complex relationships. My main observation about this book is that there are three key dynamics in this novel: Alice and Felix, Eileen and Simon, and Alice and Eileen. The two couples’ relationships, each beginning as complex and between-definition, resolve themselves into relationships with oddly gendered dynamics. [Eileen and Simon, particularly, are into roleplay bdsm.] This is framed, for each of them, as a return to love and connection in a world plagued by inequality and genocide. The friendship between Alice and Eileen, on the other hand, left me less convinced. In a book so deeply convinced of the need for love in a cruel world, I found myself really frustrated by how little I believed in Alice and Eileen’s deep friendship with one another. Even when the book addresses this complex relationship, I wanted more. Perhaps it didn’t help that Alice’s behavior quite frankly just reminded me of friends I’ve moved on from. One of Alice's main character conflicts is that she really struggles to see others as equals, even when she somewhat-tries with Eileen, and I just didn't find myself convinced that the Alice of the ending would truly start seeing her best friend as an equal. Even when I wanted her to. I read Sally Rooney for her complexity—her sharp characters who try to live one another, but just can’t do it right, and have to figure out how to truly see each other. As always, she delivers. I’m just not so sure I was convinced of these people. Youtube | TikTok | Spotify | About | ...more",Notes are private!,0,37,1,"Dec 19, 2023","Dec 21, 2023","Dec 19, 2023",,Paperback,view (with text),/book/show/75555793-beautiful-world-where-are-you
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations on Love,"Lunn, Natasha",0241448735,9780241448731,0241448735,320        pp,4.26,"25,910","Jul 08, 2021","Jul 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2023",,Hardcover,view,/book/show/57028269-conversations-on-love
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Shape a Dragon's Breath        (Nampeshiweisit, #1)","Blackgoose, Moniquill",0593498283,9780593498286,0593498283,511        pp,4.19,"5,206","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/61937038-to-shape-a-dragon-s-breath
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Outlaws,"Huang, S.L.*",1250180422,9781250180421,1250180422,496        pp,3.84,"1,972","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/61884755-the-water-outlaws
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Bed Different Dreams,"Park, Ed*",0812998979,9780812998979,0812998979,528        pp,3.82,"1,085","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/122993405-same-bed-different-dreams
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,1324001801,9781324001805,1324001801,848        pp,3.91,"454,889",-660,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/77265004-the-iliad
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,855","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackouts,"Torres, Justin*",0374293570,9780374293574,0374293570,306        pp,3.81,"5,184","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/65215321-blackouts
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Infinity Gate        (Pandominion, #1)","Carey, M.R.*",0316504386,9780316504386,0316504386,544        pp,4.16,"4,353","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/61237044-infinity-gate
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink Blood Sister Scribe,"Törzs, Emma*",0063253461,9780063253469,0063253461,416        pp,4.05,"33,746","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/62854842-ink-blood-sister-scribe
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mister Magic,"White, Kiersten*",0593359267,9780593359266,0593359267,295        pp,3.60,"15,343","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/63331415-mister-magic
