,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Clifford's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
783,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orchardist,"Coplin, Amanda",006218850X,9780062188502,006218850X,426        pp,3.79,"46,300","Aug 21, 2012","Aug 21, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The novel is the story of William Talmadge who arrives in Western Washington with his mother and sister following the death of his father, a miner. ThThe novel is the story of William Talmadge who arrives in Western Washington with his mother and sister following the death of his father, a miner. The family settles on a homestead and begins to develop and orchard, and when the mother dies the brother and sister continue on their own. The disappearance of the sister one day shapes who Talmadge becomes as a man. Two girls arrive, pregnant runaways, and Talmadge is inclined to help them even when they steal from him. The rest of the book reveals his relationship with those girls and the daughter of one of them.Read my full  here: Review of The Orchardist at Perpetual Folly...more",Notes are private!,0,0,1,"Jan 20, 2015","Feb 04, 2015","Jan 20, 2015",,Hardcover,view (with text),/book/show/13540215-the-orchardist
784,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Flower,"Uschuk, Pamela",1609404114,9781609404116,1609404114,126        pp,4.07,14,"Feb 01, 2015","Feb 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very personal collection of poems, reflecting the author's love of people, animals, and places.This is a very personal collection of poems, reflecting the author's love of people, animals, and places....more",Notes are private!,0,0,1,"Jan 15, 2015","Nov 24, 2015","Jan 15, 2015",,Paperback,view (with text),/book/show/23719492-blood-flower
785,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waking Up: A Guide to Spirituality Without Religion,"Harris, Sam",1451636016,9781451636017,1451636016,256        pp,3.91,"46,178","Jan 01, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recently, I had a brief online exchange with a former student who questioned by use of the word “spiritual” outside of a religious context. Certainly,Recently, I had a brief online exchange with a former student who questioned by use of the word “spiritual” outside of a religious context. Certainly, many people do refer to religious experiences when they use the term, but increasingly the term has come to mean other forms of inward exploration, including efforts to seek an understanding of one’s position in the universe–relationships with the environment and with others...Review of Waking Up...more",Notes are private!,0,0,1,"Jan 15, 2015","Jan 20, 2015","Jan 15, 2015",,Hardcover,view (with text),/book/show/18774981-waking-up
786,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War Reporter,"O'Brien, Dan",1934909351,9781934909355,1934909351,132        pp,4.53,51,Jul 2013,"Jul 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a collection of poetry unlike anything I’ve read before although the work that comes closest is O’Brien’s own play, The Body of an American. BThis is a collection of poetry unlike anything I’ve read before although the work that comes closest is O’Brien’s own play, The Body of an American. Both works are about the war reporter Paul Watson who won a Pulitzer Prize for his iconic photograph of the desecration of the body of an American soldier.For my full , see Review of War Reporter by Dan O'Brien...more",Notes are private!,0,1,1,"Jan 11, 2015",Feb 2015,"Jan 11, 2015",,Paperback,view (with text),/book/show/18294561-war-reporter
787,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pro: Reclaiming Abortion Rights,"Pollitt, Katha",0312620543,9780312620547,0312620543,258        pp,4.27,"2,065","Oct 14, 2014","Oct 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a pro-choice pragmatist (that’s a liberal who understand that compromise is necessary to achieve progress), I was predisposed to Pollitt’s argumentAs a pro-choice pragmatist (that’s a liberal who understand that compromise is necessary to achieve progress), I was predisposed to Pollitt’s arguments in this book but expected that her position was unrealistic. Now that I’ve read the book, I’d say that’s about right. Read my full  on my blog: Pro: Reclaiming Abortion Rights...more",Notes are private!,0,0,1,"Jan 03, 2015","Jan 10, 2015","Jan 03, 2015",,Hardcover,view (with text),/book/show/20518909-pro
788,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Star Spangled Buddhist: Zen, Tibetan, and Soka Gakkai Buddhism and the Quest for Enlightenment in America","Ourvan, Jeff",1626364397,9781626364394,B00CXUVUJA,209        pp,3.31,157,"May 22, 2013","Jun 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2014","Jan 20, 2015","Dec 31, 2014",,Kindle Edition,view,/book/show/19177088-the-star-spangled-buddhist
789,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reality: A Very Short Introduction,"Westerhoff, Jan",0199594414,9780199594412,0199594414,136        pp,3.75,448,"Nov 24, 2011","Jan 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""A Very Short Introduction"" and obviously not a complete discussion of the subject, but not a bad summary of the arguments in this complex field.""A Very Short Introduction"" and obviously not a complete discussion of the subject, but not a bad summary of the arguments in this complex field....more",Notes are private!,0,2,1,"Dec 30, 2014","Jan 29, 2015","Dec 30, 2014",,Paperback,view (with text),/book/show/12389981-reality
790,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Sand and Fog,"Dubus III, Andre",0060735619,9780060735616,,14        pp,3.86,"132,995",1999,"Nov 11, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have mixed feelings about this book. Parts (the Iranian Colonel's point of view) are excellent; parts (Kathy Nicolo's point of view) sometimes are nI have mixed feelings about this book. Parts (the Iranian Colonel's point of view) are excellent; parts (Kathy Nicolo's point of view) sometimes are nothing more than cheap melodrama. On the whole, it's a compelling read, but I consider it flawed.Here's my full : Review of House of Sand and Fog...more",Notes are private!,0,0,1,"Dec 26, 2014","Jan 11, 2015","Dec 26, 2014",,Audiobook,view (with text),/book/show/13618707-house-of-sand-and-fog
791,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teaching a Stone to Talk: Expeditions and Encounters,"Dillard, Annie",0060915412,9780060915414,0060915412,175        pp,4.15,"6,322","Oct 13, 1982",1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2014",not set,"Dec 26, 2014",,Paperback,view,/book/show/12534.Teaching_a_Stone_to_Talk
792,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Writing Life,"Dillard, Annie",0060919884,9780060919887,0060919884,111        pp,3.98,"17,112",1989,2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The basic message here is that writing is like wrestling alligators, if you're doing it right. It's a good reminder. The only way to do it well is to The basic message here is that writing is like wrestling alligators, if you're doing it right. It's a good reminder. The only way to do it well is to be immersed in it....more",Notes are private!,0,3,1,"Dec 25, 2014","Dec 25, 2014","Dec 25, 2014",,Paperback,view (with text),/book/show/12530.The_Writing_Life
793,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prime Number Magazine Editors' Selections Vol. 4,"Garstang, Clifford*",1941209130,9781941209134,1941209130,208        pp,5.00,2,"Nov 28, 2014","Nov 28, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am the editor of Prime Number Magazine and I happen to think Volume 4 of our Editors' Selections series is the best yet. Besides some great fiction,I am the editor of Prime Number Magazine and I happen to think Volume 4 of our Editors' Selections series is the best yet. Besides some great fiction, nonfiction, and poetry, the book includes prize winners from our inaugural Prime Number Magazine Awards AND an interview with Sergio Troncoso, philosopher and fiction writer....more",Notes are private!,0,0,1,not set,"Dec 22, 2014","Dec 22, 2014",,Paperback,view (with text),/book/show/24019340-prime-number-magazine-editors-selections-vol-4
794,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing,"Hemingway, Ernest",0684854295,9780684854298,0684854295,160        pp,4.04,"4,308","Jun 01, 1984",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book consists of quotations from Hemingway, arranged according to subject (Working Habits, Characters, Titles, Politics, etc.). The quotations areThe book consists of quotations from Hemingway, arranged according to subject (Working Habits, Characters, Titles, Politics, etc.). The quotations are drawn from letters, books, interviews, and various other sources. Some of the quotations make great sound bites, but whether there is any useful advice in them is debatable. I suspect Hemingway would be horrified by this assemblage....more",Notes are private!,0,0,1,"Dec 22, 2014","Dec 22, 2014","Dec 22, 2014",,Paperback,view (with text),/book/show/42683.On_Writing
795,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burn This Book: PEN Writers Speak Out on the Power of the Word,"Morrison, Toni",0061774006,9780061774003,0061774006,128        pp,3.62,560,"Jan 28, 2005","May 12, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The pen is mightier than the sword, is the basic message of this book. Or, at least, the pen is an essential part of any progressive movement. The essThe pen is mightier than the sword, is the basic message of this book. Or, at least, the pen is an essential part of any progressive movement. The essays here are by a variety of writers--diverse in nationality and ethnicity, but they share a devotion to the idea of the writer--the novelist, especially--as an essential witness....more",Notes are private!,0,0,1,"Dec 14, 2014","Dec 22, 2014","Dec 14, 2014",,Hardcover,view (with text),/book/show/6139736-burn-this-book
796,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life In, Life Out","Gad-Cykman, Avital*",0983792895,9780983792895,0983792895,107        pp,4.62,16,"Nov 26, 2014","Nov 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2014",not set,"Dec 02, 2014",,Paperback,view,/book/show/23622116-life-in-life-out
797,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulliver's travels,"Swift, Jonathan",1566197848,9782731217087,1566197848,414        pp,3.58,"273,981",1726,"Jan 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It seems odd to give a rating to one of the great classics of English Literature, but there you go. I first read it about 40 years ago, and it was funIt seems odd to give a rating to one of the great classics of English Literature, but there you go. I first read it about 40 years ago, and it was fun to revisit the countries Gulliver voyages to, but I was more interested this time around in his themes, and for that I really relied on the critical essays at the back of this edition and my other copy, the tattered Norton Critical Edition that I've had since that first reading . . . ...more",Notes are private!,0,0,1,Dec 2014,Jan 2015,"Dec 01, 2014",,Hardcover,view (with text),/book/show/5834232-gulliver-s-travels
798,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I Read: The Serious Pleasure of Books,"Lesser, Wendy",0374289204,9780374289201,0374289204,240        pp,3.24,701,"Jan 07, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wendy Lesser is smart and funny, and I really enjoyed reading this book. And while I think the book is aimed more at readers than writers, I value herWendy Lesser is smart and funny, and I really enjoyed reading this book. And while I think the book is aimed more at readers than writers, I value her comments on Character and Plot, Novelty, and Authority, especially, although throughout there are observations that I hope I will remember as I continue my work. (I read a lot, but I can't imagine reading and re-reading as much as she does.)...more",Notes are private!,0,0,1,Dec 2014,"Dec 25, 2014","Dec 01, 2014",,Hardcover,view (with text),/book/show/17910114-why-i-read
799,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire Next Time,"Baldwin, James",067974472X,9780679744726,067974472X,106        pp,4.54,"100,412","Jan 31, 1963","Feb 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"James Baldwin was a brilliant writer, and in this slim book we get a good look at him. One wonders what he would think of America electing President OJames Baldwin was a brilliant writer, and in this slim book we get a good look at him. One wonders what he would think of America electing President Obama, but I'm certain he would recognize that we are by no means a post-racial country. Voices on both sides of the divide have gotten louder and nastier, and racism is still the biggest problem our country faces....more",Notes are private!,0,2,1,"Nov 30, 2014","Dec 22, 2014","Nov 30, 2014",,Paperback,view (with text),/book/show/464260.The_Fire_Next_Time
800,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Malaria, Poems","Conaway, Cameron*",1611861446,9781611861440,1611861446,80        pp,4.28,53,"Nov 01, 2014","Nov 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not a judge of great poetry, but I did like the poems in this collection. More importantly, though, they effectively raise awareness of a deadly dI'm not a judge of great poetry, but I did like the poems in this collection. More importantly, though, they effectively raise awareness of a deadly disease that is all but forgotten in the US. I especially liked pairing the poems with headlines--some informative, some misleading--drawn from other publications. Having spent a fair amount of time in malaria areas, I understand the danger of this disease. The author is to be commended for helping the work toward eradication....more",Notes are private!,0,3,1,not set,"Nov 28, 2014","Nov 29, 2014",,Paperback,view (with text),/book/show/21944535-malaria-poems
801,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2014,"Egan, Jennifer*",0547868863,9780547868868,0547868863,360        pp,3.79,"1,719","Jan 01, 2014","Oct 07, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Without having read the collection, I chose it for a fiction workshop I'm teaching this winter. I regret that choice. We'll still learn from reading tWithout having read the collection, I chose it for a fiction workshop I'm teaching this winter. I regret that choice. We'll still learn from reading these stories and discussing them, but I wish there were more stories I'd want my students to emulate....more",Notes are private!,0,2,1,"Nov 03, 2014","Nov 23, 2014","Nov 03, 2014",,Paperback,view (with text),/book/show/20256562-the-best-american-short-stories-2014
802,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hundred-Year House,"Makkai, Rebecca*",052542668X,9780525426684,052542668X,338        pp,3.45,"11,840","Jul 10, 2014","Jul 10, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 02, 2014","Nov 02, 2014","Nov 02, 2014",,Hardcover,view,/book/show/18693644-the-hundred-year-house
803,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Price: A Neuroscientist's Journey of Self-Discovery That Challenges Everything You Know About Drugs and Society,"Hart, Carl L.",0062015893,9780062015891,0062015893,368        pp,4.13,"2,880","Jun 11, 2013","Jun 10, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although there was more memoir here than I really wanted to read, it did help to put the drug research and policy elements in perspective. The conclusAlthough there was more memoir here than I really wanted to read, it did help to put the drug research and policy elements in perspective. The conclusions of the book are surprising to me, and they have the potential to bring great changes to American criminal laws if they do contribute to a serious discussion of decriminalization. ...more",Notes are private!,0,1,1,"Oct 12, 2014","Oct 23, 2014","Oct 12, 2014",,Paperback,view (with text),/book/show/18635009-high-price
804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Impersonator        (Roaring Twenties Mystery, #1)","Miley, Mary*",1250028167,9781250028167,1250028167,358        pp,3.73,"1,581","Sep 17, 2013","Sep 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable read. I liked the historical details (the '20s) and also the novel's concept--the vaudeville actress hired to impersonate a missing heireAn enjoyable read. I liked the historical details (the '20s) and also the novel's concept--the vaudeville actress hired to impersonate a missing heiress. As with many novels in the genre, though, there are issues of plausibility--bad decisions made, plot turning on coincidence, etc. Their detraction is only slight, though, and I would recommend this for a pleasant read....more",Notes are private!,0,1,1,"Oct 05, 2014","Oct 11, 2014","Oct 05, 2014",,Hardcover,view (with text),/book/show/17286830-the-impersonator
805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poison that Purifies You,"Kadetsky, Elizabeth*",1936196433,9781936196432,1936196433,212        pp,4.71,21,"Sep 21, 2014","Aug 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My  is here: Review of The Poison that Purifies You at Prime Number Magazine.My  is here: Review of The Poison that Purifies You at Prime Number Magazine....more,Notes are private!,0,0,1,"Sep 28, 2014","Jan 30, 2015","Sep 28, 2014",,Paperback,view (with text),/book/show/22246748-the-poison-that-purifies-you
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man with the Golden Arm,"Algren, Nelson",1433296764,9781433296765,1433296764,11        pp,3.87,"3,044",1949,"Sep 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wow. What a powerful book. It's an epic tragedy. The voices and the setting have a credibility that I rarely see in contemporary books. Highly recommeWow. What a powerful book. It's an epic tragedy. The voices and the setting have a credibility that I rarely see in contemporary books. Highly recommended realistic fiction about drug addiction....more,Notes are private!,0,0,1,"Sep 25, 2014","Dec 23, 2014","Sep 25, 2014",,Audiobook,view (with text),/book/show/6687735-the-man-with-the-golden-arm
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sixth Extinction: An Unnatural History,"Kolbert, Elizabeth*",0805092994,9780805092998,0805092994,336        pp,4.15,"71,066","Feb 11, 2014","Feb 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Clear and well written, this book paints a pretty gloomy picture about the future of the planet. Oh, humans will probably survive, even if we have to Clear and well written, this book paints a pretty gloomy picture about the future of the planet. Oh, humans will probably survive, even if we have to build biospheres in which to do it, but most other species will go the way of the dodo and the T-rex. (This makes me want to read more about paleontology and plate tectonics and a number of other subjects that are dealt with briefly here.)...more",Notes are private!,0,4,1,"Sep 25, 2014","Sep 25, 2014","Sep 25, 2014",,Hardcover,view (with text),/book/show/17910054-the-sixth-extinction
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whistling Vivaldi: How Stereotypes Affect Us and What We Can Do,"Steele, Claude M.",0393339726,9780393339727,0393339726,256        pp,3.92,"5,765","Apr 12, 2010","Apr 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2014","Sep 18, 2014","Sep 13, 2014",,Paperback,view,/book/show/9662130-whistling-vivaldi
809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tinderbox,"Gornick, Lisa*",1250055377,9781250055378,1250055377,320        pp,3.30,534,"Sep 10, 2013","Sep 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2014","Sep 12, 2014","Sep 03, 2014",,Paperback,view,/book/show/20518971-tinderbox
810,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoop Crazy,"Bee, Clair",0805419888,9780805419887,0805419888,209        pp,4.08,111,1950,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2014",not set,"Aug 27, 2014",,Paperback,view,/book/show/112231.Hoop_Crazy
811,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memory Chose a Woman's Body,"Carter, Angela M.*",1936373343,9781936373345,1936373343,102        pp,4.67,12,"May 26, 2014","May 26, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The poems in this collection are darkly personal. Described as ""poetic memoir,"" the book tells the story of the poet's self discovery, from her difficThe poems in this collection are darkly personal. Described as ""poetic memoir,"" the book tells the story of the poet's self discovery, from her difficult childhood to finding healing through poetry. It's not a barrel of laughs, by any stretch, but all the more rewarding for that....more",Notes are private!,0,2,1,"Aug 23, 2014","Nov 07, 2014","Aug 23, 2014",,Paperback,view (with text),/book/show/22376796-memory-chose-a-woman-s-body
812,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Blessings,"Woodroof, Martha*",1427244138,9781427244130,1427244138,unknown,3.58,"4,428","Aug 01, 2014","Aug 12, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2014",,Audio CD,view,/book/show/18779667-small-blessings
813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will Poole's Island,"Weed, Tim*",1608981746,9781608981748,1608981746,177        pp,4.11,109,"Jul 01, 2014","Aug 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2014",,Paperback,view,/book/show/21971543-will-poole-s-island
814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House Broken,"Yoerg, Sonja*",0451472136,9780451472137,0451472136,336        pp,3.78,"2,083","Jan 06, 2015","Jan 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2015","Jan 18, 2015","Aug 15, 2014",,Paperback,view,/book/show/22522088-house-broken
815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dust to Dust,"Busch, Benjamin*",0062014846,9780062014849,0062014846,320        pp,3.71,403,"Feb 21, 2012","Mar 20, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You may know Benjamin Busch as an actor on The Wire and other television programs and movies. I’ve never seen The Wire—no TV, no cable, no satellite—sYou may know Benjamin Busch as an actor on The Wire and other television programs and movies. I’ve never seen The Wire—no TV, no cable, no satellite—so I haven’t seen his acting work. I know him because we’re Facebook friends, although I’m not sure how that came about. And I’ve known of him for a long time, since I read his father’s essay in Harper’s about Ben’s military service. You see, I was a fan of the fiction of Frederick Busch, Ben’s father. The elder Busch, who died suddenly in 2006, was a terrific novelist and story writer. (I have a shockingly large collection of his books, more than one signed by him; I even had the pleasure of hearing him read once in DC at Chapters and I remember him talking about his dogs, which made me like him even more . . .)Read my full  here: Review of Dust to Dust...more",Notes are private!,0,0,1,"Aug 11, 2014","Aug 15, 2014","Aug 11, 2014",,Hardcover,view (with text),/book/show/12679805-dust-to-dust
816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Car Thief,"Weesner, Theodore",1938231007,9781938231001,1938231007,400        pp,3.83,196,1972,"Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Car Thief, republished as an eBook in 2012 by Astor & Blue and now available in paperback also, was Theodore Weesner’s first novel, originally pubThe Car Thief, republished as an eBook in 2012 by Astor & Blue and now available in paperback also, was Theodore Weesner’s first novel, originally published by Random House in 1972. Weesner, a graduate of the Iowa Writers Workshop, went on to publish several more novels and a collection of short stories and is said to be, though nearing 80, working on a memoir and a new novel.Read my full : Review of The Car Thief...more",Notes are private!,0,1,1,not set,"Aug 04, 2014","Aug 05, 2014",,Paperback,view (with text),/book/show/15815028-the-car-thief
817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Glass Sea,"Weil, Josh*",0802122159,9780802122155,0802122159,474        pp,3.46,495,"Jul 01, 2014","Jul 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Great Glass Sea is a beautiful book. The language is lyrical, the concept (near future orbiting mirrors create endless daylight for an enormous grThe Great Glass Sea is a beautiful book. The language is lyrical, the concept (near future orbiting mirrors create endless daylight for an enormous greenhouse in Russia) is clever, and the story about the relationship of twin brothers is intensely moving. I find that I’m drawn to stories about sibling conflicts (that’s what I liked most about Elizabeth Strout’s The Burgess Boys), and that’s really at the heart of Josh’s book. So, on all those levels, this is a deeply rewarding read.Read my full  on my blog: Book Reivew: The Great Glass Sea, by Josh Weil...more",Notes are private!,0,3,1,"Jul 27, 2014","Jan 03, 2015","Jul 27, 2014",,Hardcover,view (with text),/book/show/18492640-the-great-glass-sea
818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Amendment,"Waldman, Michael",147674744X,9781476747446,147674744X,255        pp,4.03,"1,286","May 20, 2014","May 20, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book is a timely and informative discussion of the origins and meaning of the 2nd Amendment to the US Constitution as well as a survey of the chanThe book is a timely and informative discussion of the origins and meaning of the 2nd Amendment to the US Constitution as well as a survey of the changing attitudes in America (and on the Supreme Court) toward gun ownership.I wish it contained a road map in addition to the lessons learned, however. Where do we go from here?...more",Notes are private!,0,1,1,"Jul 24, 2014","Aug 24, 2014","Jul 24, 2014",,Hardcover,view (with text),/book/show/18778874-the-second-amendment
819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everywhere Stories: Short Fiction from a Small Planet,"Garstang, Clifford*",1941209114,9781941209110,1941209114,234        pp,4.34,32,"Oct 01, 2014","Oct 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am the editor of this anthology, and I think it's awesome. (Even if I weren't the editor, I'd give it 5 stars!) After an open call for submissions II am the editor of this anthology, and I think it's awesome. (Even if I weren't the editor, I'd give it 5 stars!) After an open call for submissions I received 650 short stories set in nearly 100 countries. It was a lot of work to get that pile down to just 20 stories, but I think readers will be impressed.I didn't have a theme in mind when I started, but one emerged: ""It's a dangerous world.""I hope you'll give the book a lookt!...more",Notes are private!,0,5,1,not set,"Jul 24, 2014","Jul 24, 2014",,Paperback,view (with text),/book/show/22792008-everywhere-stories
820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Space Chronicles: Facing the Ultimate Frontier,"Tyson, Neil deGrasse *",0393082911,9780393082913,0393082911,384        pp,3.99,"6,838","Jan 01, 2012","Feb 27, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This isn't a book so much as a collection of Dr. Tyson's writings that somehow relate to NASA and space exploration. A reader could dip in and out of This isn't a book so much as a collection of Dr. Tyson's writings that somehow relate to NASA and space exploration. A reader could dip in and out of the book and not miss any part of a continuous thread because there is no such thread. In that regard the book was something of a disappointment, even though I'm a fan of Dr. Tyson.[See my full  here: Review of Space Chronicles...more",Notes are private!,0,1,1,"Jul 17, 2014","Jul 23, 2014","Jul 17, 2014",,Kindle Edition,view (with text),/book/show/16175311-space-chronicles
