,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bonnie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",,,B074M5TLLJ,433        pp,4.24,"1,052,909","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 30, 2023","Sep 10, 2023","Aug 30, 2023",,Kindle Edition,view,/book/show/50164163-circe
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cold Cold Ground        (The Sean Duffy Series Book 1),"McKinty, Adrian",1094061336,9781094061337,B0BWNYHVYW,354        pp,3.91,"13,773",2012,"Feb 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2023","Mar 09, 2024","Aug 24, 2023",,Kindle Edition,view,/book/show/123203097-the-cold-cold-ground
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546874,9780385546874,0385546874,432        pp,4.48,"58,285","Dec 05, 2023","Dec 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Welcome to Hallowell Maine, circa 1789, post-revolution. Here is a community of people who depend on the Kennebec River for their livelihoods. The rivWelcome to Hallowell Maine, circa 1789, post-revolution. Here is a community of people who depend on the Kennebec River for their livelihoods. The river freezes in the winter and this year something very out of the ordinary transpires. A man by the name of James Burgess is found frozen, entombed in the river. Martha Ballard, the midwife fand healer for Hallowell, is asked to determine the cause of his death. She is sure he was murdered by hanging.Prior to finding the body. ofJames Burgess, Rebecca Foster, the wife of the local minister, claims to have been raped and assaulted. Martha was called upon by Rebecca to treat her wounds and Martha witnessed her injuries and emotional trauma right after the rape.This historical novel is also a mystery and a close look at the culture and patriarchy of the time. It is inspired by the life of the real Martha Ballard. Martha was a strong woman, one who speaks up for justice and is not afraid to make her voice heard. She believes that the murder of James Burgess is connected to Rebecca Foster's rape.Martha is a midwife, mother and healer. She keeps a daily journal of all the births she's attended to along with her experiences of the day. Her journal is a record of the people in Hallowell: infants born, illnesses treated, and secrets shared with Martha.Martha takes a strong stand for justice. There are those in her community who stand by her and others who want her quieted. Despite dealing with those who want her silenced, Martha continues to speak up for those who cannot speak for themselves. This is an excellent novel. There is a depth of characterization that I don't find in many books. The author, Ariel Lawhorn, has painted an intense and realistic picture of every character. I am not a visual person but I found myself 'seeing' each character as if they were sharing my room. I also appreciated her accurate portrayal of trauma. As a clinical social worker, I tend to evaluate depictions of trauma based on my professional experiences and education. Ms. Lawhorn gets it right. Ms. Lawhorn points out the myriad difficulties that women faced in all facets of their lives and the risks they took in speaking up. There is also a vivid representation of indigenous people and the prejudice and scorn with which they were treated.I highly recommend this book. It will certainly make my top ten of books read this year. I thank Doubleday, NetGalley, and Ariel Lawhorn for the chance to read and  this advanced  copy....more",Notes are private!,0,0,1,not set,not set,"Aug 12, 2023",,Hardcover,view (with text),/book/show/112975658-the-frozen-river
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double Shot of Living,"Imhof, Natasha Von*",1509248633,9781509248636,1509248633,336        pp,4.62,8,unknown,"Sep 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This debut novel by Natsha Von Imhof is interesting and well-written. The narrative is told in the first person from the perspective of Lynn, a succesThis debut novel by Natsha Von Imhof is interesting and well-written. The narrative is told in the first person from the perspective of Lynn, a successful middle-aged woman who dies in a traffic accident while driving under the influence. Miraculously, she wakes up to find herself in the body of a high school student about whom we know nothing. As she searches for the meaning of this miracle, she navigates her new life. Her memories, experiences, and wisdom are those she's gained in her 50 years but she is now housed in a young teenage body. Lynn must adjust to all the Sturm and Drang of contemporary high school years.The narrative describes a very human protagonist trying to find and know herself, all the while embedded in the moral issues of her environment. She tries hard to be a good person and to honor her second chance at life. Even though she stumbles, she proves to have a good heart.I appreciated the character development in this novel. As I read, I wondered what would happen to the protagonist and her situation. Lynn thinks like a middle-aged woman but makes some errors of judgment more plausible to her biological age.The dichotomy of a wise, experienced, and successful woman in a teenager's body is a difficult theme to pull off. Ms. Von Imhof writes convincingly and with true depth of characterization....more",Notes are private!,0,3,1,"Aug 10, 2023","Aug 13, 2023","Aug 10, 2023",,Paperback,view (with text),/book/show/195021840-double-shot-of-living
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Late in the Day: Stories of Women and Men,"Keegan, Claire",0802160859,9780802160850,,128        pp,4.03,"10,987","Feb 22, 2022","Nov 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this collection of three short stories by Claire Keegan, all of which take place in Ireland. Though the book is short in length, it is deep anI loved this collection of three short stories by Claire Keegan, all of which take place in Ireland. Though the book is short in length, it is deep and intense. The main theme running through all three stories is the unexpected emotional and physical violence delivered to women by men..The first story, and the book's title, is So Late in the Day. The protagonist is Cathal, an emotionally stingy and withholding man. He reflects on his prior relationship with Sabine and how it went wrong. Not only were there misunderstandings, but Cathal resented Sabine's expectation of mutual love and respect. Now that the relationship has ended, he villainizes her and revels in his perceived power. He has chosen denial in order to make himself look like the winner in this misguided relationship.The second story, A Long and Painful Death, is about a 39 year old woman who has been granted a residency for her writing at the Heinrich Boll house on Achill Island. She is interrupted by knocking at her door and reluctantly answers. It is an older man, a German professor, who is envious of her residency and whose presence makes her uncomfortable. Her personal space is violated and, after he leaves, she envisions giving him a long and painful death in her writing.The third story, Antarctica, is the most powerful and violent. A married woman with children tells her husband that she is going out of town to buy Christmas presents. Her intention, however, is to pick up an unknown man and have anonymous sex with him. What transpires had me transfixed and horrified.Claire Keegan is a brilliant writer. Her ability to display a situation without apparent drama, allows the reader to visualize and imagine what is communicated between the lines. She is a wordsmith who weaves beauty out of language....more",Notes are private!,0,3,1,"Aug 10, 2023","Aug 12, 2023","Aug 10, 2023",,Hardcover,view (with text),/book/show/126262032-so-late-in-the-day
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curse of Pietro Houdini,"Miller, Derek B.*",1668020882,9781668020883,1668020882,384        pp,4.23,"1,069","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/176442905-the-curse-of-pietro-houdini
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,843","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ann Patchett is one of my favorite writers and she has once again written a novel I love.The novel takes place at the beginning of the Covid epidemic.Ann Patchett is one of my favorite writers and she has once again written a novel I love.The novel takes place at the beginning of the Covid epidemic. Lara, her husband, and her three young adult daughters are residing on the family orchard in Northern Michigan. The narrative is told from Lara's viewpoint and consists primarily of her daughters' wanting to know about her past life - especially her romantic involvement with the now famous actor, Peter Duke.Much of the story is about a summer stock stage production of 'Our Town' located in Michigan on Tom Lake. Lara is in her twenties and has been called upon to take the lead role after the original actress has decided to quit. On Lara's first day, she is greeted by a charismatic young man named Peter Duke. From their first meeting evolves a drawn-out romance and affair that leaves Lara much beholden to Peter's narcissistic view of himself. Lara is quite aware that her daughters want to know all the intimacies that she and Peter shared, but she is not ready to give out these details freely.It is understood that Lara once had a promising future in acting but she chose to give it up for what she considers her idyllic life as a mother and wife. Her daughters find this all hard to absorb and want to know every last bit about Laura's time with Peter and her involvement with the stage.The writing flows beautifully and the imagery is incandescent. I could see Lara and feel her emotions. Ann Patchett knows people and her empathic writing exudes from every page. There isn't one false note.I have never read Our Town but that didn't stop me from loving this novel, nor did it prevent me from understanding what was transpiring. I learned a lot about stage production, acting, and actors.I especially loved how the author provided each of her daughters with a distinct and inimitable personality, all beloved to her and each other. This is a book to savor and reflect on. It is as sweet as the smell of cherries in Lara's Michigan orchard....more",Notes are private!,0,6,1,"Aug 03, 2023","Sep 07, 2023","Aug 03, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Sally Diamond,"Nugent, Liz*",1844885968,9781844885961,1844885968,384        pp,4.22,"51,882","Jul 18, 2023","Mar 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I read this book several months ago and loved it.,Notes are private!,0,0,1,"Jul 30, 2023","Aug 03, 2023","Jul 30, 2023",,Hardcover,view (with text),/book/show/62322008-strange-sally-diamond
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deadlock        (Dez Limerick, #2)","Byrne, James",1250805783,9781250805782,1250805783,359        pp,4.40,964,"Aug 08, 2023","Aug 08, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Desmond Aloysius Limerick, aka Dez to his his friends, is a 'gatekeeper'. He opens doors that most of us wouldn't even approach and he keeps them openDesmond Aloysius Limerick, aka Dez to his his friends, is a 'gatekeeper'. He opens doors that most of us wouldn't even approach and he keeps them open for his friends. His 'friends' are usually armed and fighting but that is the environment that Dez knows best, and what he is paid to be a part of.When Dez gets a call for help from his friend Raziah, who lives in Portland, Oregon, he travels there to help her out. She is concerned about her sister Jaleh who was attacked and left for dead just recently. Additionally, Jaleh's apartment was ransacked. As Dez looks into the situation, it appears that Jaleh, who is a journalist, was writing an article to commemorate a recently deceased businessman who worked for a large conglomerate called Clockjack. Clockjack started as a small company in Portland but it has grown to be a multinational business worth billions of dollars. Could something in Jaleh's article have caused her attack. If so, she is unaware what it could be.As Dez looks into Jaleh's reporting and the Clockjack corporation, things start to get out of hand. He is attacked by mercenaries and thugs. Clockjack is supposed to be an environmentally friendly company allowing people to disburse their tax dollars to ecologically concerned causes. As Dez examines Clockjack closely, he realizes that it is not what it seems. It is hiding a shadowy undercurrent of violence.This is an A-1 thriller from page one until the end. The writing is superb and I really appreciated the integral comic relief amidst all the bloodshed and violence. I rarely rate a thriller as '5' but this one is a wonderful exception....more",Notes are private!,0,1,1,"Jul 26, 2023","Jul 28, 2023","Jul 27, 2023",,Hardcover,view (with text),/book/show/61884995-deadlock
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North of Nowhere,"Brennan, Allison*",1250164427,9781250164421,1250164427,357        pp,4.10,"4,560","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Hardcover,view,/book/show/61884913-north-of-nowhere
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,248","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Hardcover,view,/book/show/71872930-north-woods
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Girl,"Walker, Wendy*",,9798212385329,B0BRRQZLZ3,246        pp,3.72,"5,656","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Hardcover,view,/book/show/75649947-american-girl
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546882,9780385546881,B0BVTXZXZJ,432        pp,4.48,"58,285","Dec 05, 2023","Dec 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Welcome to Hallowell Maine, circa 1789, post-revolution. Here is a community of people who depend on the Kennebec River for their livelihoods. The rivWelcome to Hallowell Maine, circa 1789, post-revolution. Here is a community of people who depend on the Kennebec River for their livelihoods. The river freezes in the winter and this year something very out of the ordinary transpires. A man by the name of James Burgess is found frozen, entombed in the river. Martha Ballard, the midwife fand healer for Hallowell, is asked to determine the cause of his death. She is sure he was murdered by hanging.Prior to finding the body. ofJames Burgess, Rebecca Foster, the wife of the local minister, claims to have been raped and assaulted. Martha was called upon by Rebecca to treat her wounds and Martha witnessed her injuries and emotional trauma right after the rape.This historical novel is also a mystery and a close look at the culture and patriarchy of the time. It is inspired by the life of the real Martha Ballard. Martha was a strong woman, one who speaks up for justice and is not afraid to make her voice heard. She believes that the murder of James Burgess is connected to Rebecca Foster's rape.Martha is a midwife, mother and healer. She keeps a daily journal of all the births she's attended to along with her experiences of the day. Her journal is a record of the people in Hallowell: infants born, illnesses treated, and secrets shared with Martha.Martha takes a strong stand for justice. There are those in her community who stand by her and others who want her quieted. Despite dealing with those who want her silenced, Martha continues to speak up for those who cannot speak for themselves. This is an excellent novel. There is a depth of characterization that I don't find in many books. The author, Ariel Lawhorn, has painted an intense and realistic picture of every character. I am not a visual person but I found myself 'seeing' each character as if they were sharing my room. I also appreciated her accurate portrayal of trauma. As a clinical social worker, I tend to evaluate depictions of trauma based on my professional experiences and education. Ms. Lawhorn gets it right. Ms. Lawhorn points out the myriad difficulties that women faced in all facets of their lives and the risks they took in speaking up. There is also a vivid representation of indigenous people and the prejudice and scorn with which they were treated.I highly recommend this book. It will certainly make my top ten of books read this year. I thank Doubleday, NetGalley, and Ariel Lawhorn for the chance to read and  this advanced  copy....more",Notes are private!,0,2,1,"Jul 20, 2023","Jul 23, 2023","Jul 20, 2023",,Kindle Edition,view (with text),/book/show/56699106-the-frozen-river
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Information,"Nevo, Eshkol",1635423236,9781635423235,1635423236,368        pp,3.82,"1,457",Apr 2021,"Jun 27, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel by Eshkol Nevo is comprised of three novellas, or long short stories, that are tangentially related to one another. Each of them deals withThis novel by Eshkol Nevo is comprised of three novellas, or long short stories, that are tangentially related to one another. Each of them deals with loss, grief, and surprises.The first story is about an Israeli couple who travel to South America for their honeymoon. The husband is very controlling and jealous. When the couple go for a bike ride on a dangerous route, the husband has an accident and dies. Was it intentional? Was the wife involved at all? There is no clear answer.The second story takes the reader to Israel where a highly reputable physician develops an obsession with one of his residents. She files a harassment suit against him and his world becomes tumultuous. There is a huge surprise in this story.The last section of this book is about an Israeli couple who go for a walk. The husband needs to urinate so he goes behind some trees for privacy. He never returns. His wife and daughter are distraught and try to find some answers for his disappearance.The book is interesting but nowhere as good as 'Three Floors Up', the author's previous novel....more",Notes are private!,0,0,1,"Jul 20, 2023","Jul 22, 2023","Jul 20, 2023",,Paperback,view (with text),/book/show/121449465-inside-information
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your House Will Pay,"Cha, Steph*",0062868853,9780062868855,0062868853,304        pp,4.09,"9,405","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is one of the best I've read about racism and the schisms in our society that separate people based on their color and ethnicity. The narraThis novel is one of the best I've read about racism and the schisms in our society that separate people based on their color and ethnicity. The narrative starts out at a protest after a police shooting of a black unarmed teenager. The protest is attended by Grace Park, a Korean American, and Shawn Matthews, an African American. Both have fractured families and the protest triggers memories and feelings that are uncomfortable and tragic.Grace has grown up in a sheltered environment. She works in her father's pharmacy and is very close to her sister Miriam. Miriam hasn't spoken to their mother in over two years and the Park family harbors secrets that Grace is unaware of.Shawn Matthews lives with his aunt. His cousin Ray has been incarcerated in a federal penitentiary for many years and has just been released. Shawn has cared for Ray's children while he was in jail. What haunts Shawn is the shooting of his sister Ava ten years previously.The Matthews and Park families are integrally connected in ways that the reader becomes aware of as the narrative unwinds. Their connection is tragic and mirrors the destruction and horrors that racism brings to our country. Ms. Cha has written a novel that held me in its grips from the first page to the last. She writes with empathy, compassion and truth about a topic that is very difficult to approach with understanding. ...more",Notes are private!,0,4,1,"Jul 18, 2023","Jul 21, 2023","Jul 18, 2023",,Hardcover,view (with text),/book/show/43615778-your-house-will-pay
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomb Sweeping,"Chang, Alexandra*",006295184X,9780062951847,,256        pp,3.42,"3,610","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alexandra Chang's short story collection, 'Tomb Sweeping' is comprised of stories that tackle several subjects including hubris, distancing, everyday Alexandra Chang's short story collection, 'Tomb Sweeping' is comprised of stories that tackle several subjects including hubris, distancing, everyday relationships, families, the immigrant experience, and friendship gone awry.I especially liked the story of the 'recycling lady' told backwards in time, from her last years to her beginnings. Originally, she had hope, connection and a good life. Gradually, it all got lost and she became homeless, relying on the cash she received from recyclables.My other favorite story was about the Shanghai girl who becomes an employee of a criminally owned casino. She always thought she was better than everyone else and had a lot coming to her. She was even able to make light of the hubris that got her in trouble.I found most of the stories excellent but there were a few that didn't hold my interest.I want to thank ECCO, Alexandra Chang and NetGalley for allowing me an early  copy of this book....more",Notes are private!,0,3,2,"Jul 14, 2023not set","Jul 16, 2023not set","Jul 16, 2023",,Paperback,view (with text),/book/show/63310838-tomb-sweeping
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty-Seven Minutes,"Tate, Ashley*",,,B0BZ9L7FGG,377        pp,3.26,"4,104","Jan 30, 2024","Jan 30, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ten years ago Phoebe, a promising high school student, died in a tragic car accident. The details of this accident have never been fully determined. HTen years ago Phoebe, a promising high school student, died in a tragic car accident. The details of this accident have never been fully determined. Her brother Grant was driving and he was likely drunk. The accepted version of the accident is that he hit a deer. A passenger in the car, Becca, upholds Grant's version of the story. On the same day of the accident, a young man disappears. Is his disappearance connected to the accident or is it a completely separate event.The story is told in two timelines - the present and ten years ago. The narrative is divided between four primary narrators - Grant, Becca, June, and Wyatt.Grant was the driver of the car on that tragic night that Phoebe died. The community wonders why he waited twenty-seven minutes to dial 911. He had been a star football player, scouted by universities but he lost his chance to leave his small town on the night of the accident because his leg was badly injured. He is filled with remorse and guilt, drowning his sorrows in sex and alcohol.Becca is a troubled young woman who has the delusion that Grant is in love with her. She calls and texts him constantly and usually hears nothing back from him.Phoebe and Grant were very close siblings and Phoebe made Grant promise that they would leave their small town together. However, Grant is not keeping his grades up, may be taking drugs, and is having a lot of sex. Phoebe wants him on the straight and narrow path and keeps nagging him to do better..June is Wyatt's sister. She has never known why Wyatt left and never returned, never contacting her or her mother. When her mother dies, June is all alone in a falling down house. She is very lonely and has few contacts with the outside world. She wonders a lot about Wyatt and the rumors around town that he was selling drugs.I enjoyed this thriller and read it quickly. I didn't appreciate that so much of the story was repeated, as if I couldn't remember what transpired. It is well-written, twisty, and the ending is a shock....more",Notes are private!,0,9,1,not set,not set,"Jul 12, 2023",,Kindle Edition,view (with text),/book/show/123416657-twenty-seven-minutes
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolf Hunt,"Gundar-Goshen, Ayelet",0316423475,9780316423472,0316423475,288        pp,4.04,"2,366","Dec 05, 2021","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Wolf Hunt by Ayelet Gundar-Goshen is an intriguing novel. It is a page-turner, a family drama, a critique of anti-semitism, and also a twisty thriThe Wolf Hunt by Ayelet Gundar-Goshen is an intriguing novel. It is a page-turner, a family drama, a critique of anti-semitism, and also a twisty thriller. I enjoyed it very much but found the translation from the Hebrew to English somewhat clunky. I'm not sure if that is due to the essential difficulty of translation or issues with the translator.Lilich is the narrator of the book. She and her husband immigrated from Israel to the United States several years ago. Her husband is the vice president of a tech company that develops secret technology for the pentagon. She has one child, a teenaged son named Adam. Adam is basically a loner and an introverted person. However, he attends a party where a young black high school student, Jamal, dies. The autopsy indicates that he had a drug overdose.Adam begins to take a self-defense class with an Israeli man named Uri who he grows to worship. Lilich, however, has some reservations about Uri's techniques and the class itself. Uri begins to insinuate himself into Adam's family as a friend and, ultimately, an extended family member.The story begins with a hate crime perpetrated on the local synagogue and continues with anti-semitic ravings about Jews, especially Adam, who is accused of killing Jamal. Lilich is horrified by the allegations and worries about Adam and what he is capable of and whether he was involved at all in Jamal's death.I enjoyed the book and read through it quickly. However, I was often stalled by the awkwardness of the writing/translation....more",Notes are private!,0,5,2,"Jul 10, 2023not set","Jul 11, 2023not set","Jul 12, 2023",,Hardcover,view (with text),/book/show/62874014-the-wolf-hunt
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty-Seven Minutes,"Tate, Ashley*",,,B0BVJ8KZ4W,361        pp,3.26,"4,104","Jan 30, 2024","Feb 01, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ten years ago Phoebe, a promising high school student, died in a tragic car accident. The details of this accident have never been fully determined. HTen years ago Phoebe, a promising high school student, died in a tragic car accident. The details of this accident have never been fully determined. Her brother Grant was driving and he was likely drunk. The accepted version of the accident is that he hit a deer. A passenger in the car, Becca, upholds Grant's version of the story. On the same day of the accident, a young man disappears. Is his disappearance connected to the accident or is it a completely separate event.The story is told in two timelines - the present and ten years ago. The narrative is divided between four primary narrators - Grant, Becca, June, and Wyatt.Grant was the driver of the car on that tragic night that Phoebe died. The community wonders why he waited twenty-seven minutes to dial 911. He had been a star football player, scouted by universities but he lost his chance to leave his small town on the night of the accident because his leg was badly injured. He is filled with remorse and guilt, drowning his sorrows in sex and alcohol.Becca is a troubled young woman who has the delusion that Grant is in love with her. She calls and texts him constantly and usually hears nothing back from him.Phoebe and Grant were very close siblings and Phoebe made Grant promise that they would leave their small town together. However, Grant is not keeping his grades up, may be taking drugs, and is having a lot of sex. Phoebe wants him on the straight and narrow path and keeps nagging him to do better..June is Wyatt's sister. She has never known why Wyatt left and never returned, never contacting her or her mother. When her mother dies, June is all alone in a falling down house. She is very lonely and has few contacts with the outside world. She wonders a lot about Wyatt and the rumors around town that he was selling drugs.I enjoyed this thriller and read it quickly. I didn't appreciate that so much of the story was repeated, as if I couldn't remember what transpired. It is well-written, twisty, and the ending is a shock....more",Notes are private!,0,7,1,"Jul 08, 2023","Jul 12, 2023","Jul 08, 2023",,Kindle Edition,view (with text),/book/show/112046021-twenty-seven-minutes
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,880","Jun 14, 2022","Jun 14, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Geraldine Brooks has written a resounding book about American horse racing in the deep south, 1850-1861. The narrative goes back and forth in time froGeraldine Brooks has written a resounding book about American horse racing in the deep south, 1850-1861. The narrative goes back and forth in time from the 1800's to the present and encompasses many themes - slavery, art, love, and horses.In the present time, Jess, an Australian osteologist, finds the bones of what she thinks is the greatest race horse of all time, Lexington. She is able to identify the horse because of its stature and an unusual bone growth on its head. Jess meets Theo, a Nigerian-American, who is studying the art of horses as his PhD dissertation. He finds a painting of a horse in his neighbor's trash which turns out to be an important piece of art. Slowly, Jess and Theo form a friendship that becomes a romantic attachment.In the 1800's, Jarret, a slave on a large southern plantation, becomes very close to a newborn foal who later turns out to be America's greatest race horse - Lexington. Jarrett is raised with his father but later sold to a very manipulative slave owner. However, throughout his life, and Lexington's, they remain bonded. Jarrett becomes a 'sort of' assistant to Thomas Scott, a painter, who does several portraits of Lexington and Jarrett. They form a friendship of sorts though it was unusual in those days for a white man to befriend a black slave.Meanwhile, in the present, Martha Jackson, an art gallery owner, comes into contact with a painting of a horse. Her gallery is known for showing contemporary painters like Jackson Pollack and horse portraits are not really her thing. She says she'll evaluate the painting as a favor to her house maid.All these people and themes are interwoven in 'Horse' and the narrative is fascinating and beautifully written. It was sad to read about the conditions of slavery and lack of any agency a slave had. I also was saddened about the way some horses were treated by their wealthy white owners who cared more about making money than caring for the health and well-being of their race horses.This is a book to savor. It blossoms as it moves into the second half. I rooted for Jarrett the whole time I was reading it and loved the characters of Theo and Jess. I highly recommend this novel to anyone who treasures literary and historical fiction....more",Notes are private!,0,4,1,"Jul 05, 2023","Jul 08, 2023","Jul 08, 2023",,Hardcover,view (with text),/book/show/59109077-horse
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Junk,"Geddes, Luke*",1982106662,9781982106669,1982106662,256        pp,3.14,"1,020","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Hardcover,view,/book/show/46221979-heart-of-junk
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Desolation Called Peace        (Teixcalaan, #2)","Martine, Arkady*",,,B07QPJHNSM,496        pp,4.33,"28,156","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2023","Jun 26, 2023","Jun 25, 2023",,Kindle Edition,view,/book/show/45154547-a-desolation-called-peace
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Memory Called Empire        (Teixcalaan, #1)","Martine, Arkady*",,,B07C7BCB88,472        pp,4.12,"57,053","Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2023","Jun 25, 2023","Jun 23, 2023",,Kindle Edition,view,/book/show/39873472-a-memory-called-empire
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1982175370,9781982175375,1982175370,272        pp,3.63,"28,031","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Hardcover,view,/book/show/62919793-the-invisible-hour
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Needs to Know,"Cameron, Lindsay*",0593159101,9780593159101,0593159101,320        pp,3.49,"4,398","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Paperback,view,/book/show/61948950-no-one-needs-to-know
