,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michelle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol,"Dickens, Charles",1561797464,9781561797462,1561797464,184        pp,4.08,"841,500","Dec 17, 1843","Sep 23, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2022","Nov 24, 2022","Nov 23, 2022",,Paperback,view,/book/show/5326.A_Christmas_Carol
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of Despereaux,"DiCamillo, Kate*",0763625299,9780763625290,0763625299,272        pp,4.07,"199,150","Aug 25, 2003","Sep 09, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A really lovely story but I'm not sure I'd give it to a young person as the characterisation of Mig is pretty fatphobic and ableist. What purpose doesA really lovely story but I'm not sure I'd give it to a young person as the characterisation of Mig is pretty fatphobic and ableist. What purpose does her being fat and hard of hearing do other than to 'show' she's lazy and stupid??...more,Notes are private!,0,0,1,"Nov 21, 2022","Nov 23, 2022","Nov 21, 2022",,Paperback,view (with text),/book/show/37190.The_Tale_of_Despereaux
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Without Warning and Only Sometimes: Scenes from an Unpredictable Childhood,"Waal, Kit de*",1472284836,9781472284839,1472284836,290        pp,4.17,749,2022,"Aug 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Does anyone have any right to  someone's autobiography? Well anyway, this one is great. My only wish is that it were longer or had an epilogue, Does anyone have any right to  someone's autobiography? Well anyway, this one is great. My only wish is that it were longer or had an epilogue, but maybe I'm just a worrier/nosy cow. Need to know how things worked out!...more",Notes are private!,0,3,1,"Nov 19, 2022","Nov 21, 2022","Nov 19, 2022",,Hardcover,view (with text),/book/show/61403667-without-warning-and-only-sometimes
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything is Washable and Other Life Lessons: 2022’s New How-To Guide that will Help You Navigate Modern Life with Advice on Beauty, Money, Family and So Much More","Hughes, Sali",0008284180,9780008284183,B07P2VDDFS,497        pp,3.74,256,unknown,"Sep 15, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slightly pointless as an audiobook, more a toilet book to flick through. Some well meaning slightly anti-fat bias, big ""not all of us have the washboaSlightly pointless as an audiobook, more a toilet book to flick through. Some well meaning slightly anti-fat bias, big ""not all of us have the washboard abdomen to wear a crop top"" vibes. Very Gen X...more",Notes are private!,0,1,1,"Nov 09, 2022","Nov 09, 2022","Nov 09, 2022",,Kindle Edition,view (with text),/book/show/57313310-everything-is-washable-and-other-life-lessons
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Honest,"Hughes, Sali",0007549792,9780007549795,0007549792,336        pp,4.11,"2,178","Sep 11, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2022",,Hardcover,view,/book/show/21038630-pretty-honest
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Map of Love,"Soueif, Ahdaf",0385720114,9780385720113,0385720114,529        pp,3.81,"6,892",1999,"Sep 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2022",,Paperback,view,/book/show/89821.The_Map_of_Love
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1594206627,9781594206627,1594206627,260        pp,3.58,"96,231","Aug 18, 2015","Aug 18, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 23, 2022","Nov 06, 2022","Oct 23, 2022",,Hardcover,view,/book/show/23453099-eileen
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heart That Works,"Delaney, Rob*",1954118317,9781954118317,1954118317,196        pp,4.62,"25,015","Oct 20, 2022","Nov 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 23, 2022","Oct 23, 2022","Oct 23, 2022",,Hardcover,view,/book/show/61295403-a-heart-that-works
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Guardians,"Montgomery, Ross*",1406391182,9781406391183,1406391182,400        pp,4.29,881,2020,"Sep 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sobbed and sobbed on the bus listening to a children's audiobook. Really wholesome!Sobbed and sobbed on the bus listening to a children's audiobook. Really wholesome!...more,Notes are private!,0,3,1,"Oct 21, 2022","Oct 21, 2022","Oct 21, 2022",,Paperback,view (with text),/book/show/53207690-the-midnight-guardians
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Elephant,"DiCamillo, Kate*",0763644102,9780763644109,0763644102,201        pp,3.86,"25,833","Sep 08, 2009","Sep 08, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2022","Oct 12, 2022","Oct 12, 2022",,Hardcover,view,/book/show/6345760-the-magician-s-elephant
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Away...,"Mortimer, Bob",1398505293,9781398505292,1398505293,323        pp,4.33,"18,867",2021,"Sep 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 10, 2022","Oct 10, 2022","Oct 10, 2022",,Hardcover,view,/book/show/57513156-and-away
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Fires: An Epic in the Kitchen,"Johnson, Rebecca May",1911590480,9781911590484,1911590480,192        pp,3.80,767,unknown,"Aug 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At first I thought it was written in too academic of a style to be truly interesting, but once I let go of that I really enjoyed it! Definitely going At first I thought it was written in too academic of a style to be truly interesting, but once I let go of that I really enjoyed it! Definitely going to make the sauce...more",Notes are private!,0,3,1,"Sep 21, 2022","Oct 08, 2022","Sep 21, 2022",,Hardcover,view (with text),/book/show/60652503-small-fires
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Manningtree Witches,"Blakemore, A.K.",1646220641,9781646220649,1646220641,320        pp,3.66,"11,111","Mar 04, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Hardcover,view,/book/show/56993994-the-manningtree-witches
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,471","Aug 09, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 20, 2022","Sep 21, 2022","Sep 17, 2022",,ebook,view,/book/show/59364173-i-m-glad-my-mom-died
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,236",Sep 2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I just really love Ann Patchett. Great book for fans of Donna Tartt.,Notes are private!,0,0,1,"Sep 17, 2022","Sep 20, 2022","Sep 17, 2022",,Hardcover,view (with text),/book/show/28214365-commonwealth
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northanger Abbey,"Austen, Jane",1593082649,9781593082642,1593082649,260        pp,3.85,"401,126","Dec 20, 1817","Mar 03, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Joyous!! I bet Jane Austen was a riot.,Notes are private!,0,1,1,"Aug 30, 2022","Aug 31, 2022","Aug 30, 2022",,Paperback,view (with text),/book/show/50398.Northanger_Abbey
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,309","Dec 20, 1817","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Frederick is a cut above the usual dreadful men of classic literature! Hot sailor! Really nice that she got to marry the person she **spoiler alert** Frederick is a cut above the usual dreadful men of classic literature! Hot sailor! Really nice that she got to marry the person she liked best (eventually) not just the person who persisted until she gave in, or the boring old cousin of the person she liked best...more",Notes are private!,0,3,1,"Aug 27, 2022","Aug 28, 2022","Aug 27, 2022",,Paperback,view (with text),/book/show/2156.Persuasion
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,190,018","Oct 30, 1811","Apr 29, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Marianne deserves better!,Notes are private!,0,1,1,"Aug 26, 2022","Aug 27, 2022","Aug 26, 2022",,Paperback,view (with text),/book/show/14935.Sense_and_Sensibility
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cheer the F**K Up: How to Save your Best Friend,"Rooke, Jack",1473531829,9781473531826,,403        pp,4.45,548,unknown,"May 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very worthwhile read, despite falling into my most hated book category of people in their twenties dispensing life advice framed as if they are reallyVery worthwhile read, despite falling into my most hated book category of people in their twenties dispensing life advice framed as if they are really old now...more",Notes are private!,0,0,1,"Aug 23, 2022","Aug 23, 2022","Aug 23, 2022",,ebook,view (with text),/book/show/41087323-cheer-the-f-k-up
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Lovers in the Night,"Kawakami, Mieko",1609456998,9781609456993,1609456998,224        pp,3.74,"26,222","Oct 13, 2011","May 03, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Thankfully less harrowing than the last book of hers I read... strong vibes but little pay off with the storyline,Notes are private!,0,0,1,"Aug 15, 2022","Aug 15, 2022","Aug 15, 2022",,Hardcover,view (with text),/book/show/59336625-all-the-lovers-in-the-night
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,116","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Hardcover,view,/book/show/56294820-oh-william
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People Person,"Carty-Williams, Candice*",1409180107,9781409180104,1409180107,320        pp,3.71,"13,719","Apr 28, 2022","Apr 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Hardcover,view,/book/show/52514822-people-person
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tampa,"Nutting, Alissa*",0062280562,9780062280565,,272        pp,3.40,"37,974","Jul 02, 2013","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Paperback,view,/book/show/17225311-tampa
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,262","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2022",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleep of Reason: The James Bulger Case,"Smith, David James*",0571340563,9780571340569,0571340563,318        pp,4.09,"1,243","Apr 27, 1994","Apr 17, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I was hoping this was going to be more analytical and less about mining as much minutiae detail as possible,Notes are private!,0,1,1,"Aug 02, 2022","Aug 07, 2022","Aug 02, 2022",,Paperback,view (with text),/book/show/35116756-the-sleep-of-reason
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Steps to Nanette,"Gadsby, Hannah",1742374034,9781742374031,1742374034,400        pp,4.47,"14,031","Mar 29, 2022","Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A must read for neuro-basics,Notes are private!,0,1,1,Aug 2022,Aug 2022,"Aug 01, 2022",,Hardcover,view (with text),/book/show/40588534-ten-steps-to-nanette
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of the Native,"Hardy, Thomas",037575718X,9780375757181,037575718X,426        pp,3.87,"38,520",1878,"Feb 13, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Diggory Venn is the perfect mix of outdoorsy, devoted and unhinged, hot!",Notes are private!,0,2,1,"Jul 25, 2022","Jul 25, 2022","Jul 25, 2022",,Paperback,view (with text),/book/show/32650.The_Return_of_the_Native
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Birds & Don't Look Now,"du Maurier, Daphne",,,B001BO0CXO,unknown,3.96,412,"Oct 01, 1997","May 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2022","Jul 25, 2022","Jul 17, 2022",,Audible Audio,view,/book/show/18080459-the-birds-don-t-look-now
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notorious,"Rowe, Raphael*",,,,unknown,4.17,504,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2022","Jul 17, 2022","Jul 17, 2022",,Paperback,view,/book/show/54767943-notorious
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Theroux the Keyhole,"Theroux, Louis",1509880410,9781509880416,1509880410,384        pp,3.67,"3,912",2022,"Nov 11, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyed it, but kept on thinking about how cringe it was for his kids",Notes are private!,0,2,1,"Jul 07, 2022","Jul 09, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/58857316-theroux-the-keyhole
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Very Cold People,"Manguso, Sarah*",0593241223,9780593241226,0593241223,208        pp,3.38,"5,347","Feb 08, 2022","Feb 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2022","Jul 06, 2022","Jul 06, 2022",,Hardcover,view,/book/show/58082210-very-cold-people
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name is Leon,"Waal, Kit de*",0241207088,9780241207086,,272        pp,4.06,"10,992",2016,"Jun 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved it,Notes are private!,0,1,1,"Mar 18, 2023","Mar 26, 2023","Jun 18, 2022",,Hardcover,view (with text),/book/show/25743752-my-name-is-leon
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Two Three Four: The Beatles in Time,"Brown, Craig",,,,642        pp,4.26,"3,694","Apr 02, 2020","Apr 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really enjoyable, knocked off a point for being so anti-Yoko, the lack of objectivity makes me question the rest of the book. I did love it though.",Notes are private!,0,0,1,"Jun 18, 2022","Jun 27, 2022","Jun 18, 2022",,Hardcover,view (with text),/book/show/49333926-one-two-three-four
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonderful Tonight,"Boyd, Pattie",0307393844,9780307393845,0307393844,321        pp,3.71,"14,832","Aug 28, 2007","Aug 28, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2022","Jun 15, 2022","Jun 15, 2022",,Hardcover,view,/book/show/764063.Wonderful_Tonight
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Tales,"Jackson, Shirley",0241295424,9780241295427,0241295424,208        pp,4.01,"7,283","Oct 06, 2016","Jan 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2022","May 22, 2022","May 15, 2022",,Hardcover,view,/book/show/30303793-dark-tales
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Some Forgotten Dream: What if the Beatles hadn’t split up?,"Rachel, Daniel*",1788403207,9781788403207,1788403207,368        pp,3.25,52,unknown,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/56472468-like-some-forgotten-dream
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ms Ice Sandwich,"Kawakami, Mieko",1782276726,9781782276722,1782276726,96        pp,3.79,"11,023",Nov 2013,"Aug 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Paperback,view,/book/show/52147406-ms-ice-sandwich
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raincoats,"Pelly, Jenn*",150130240X,9781501302404,150130240X,150        pp,4.52,283,"Oct 05, 2017","Oct 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Paperback,view,/book/show/27840725-the-raincoats
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summerwater,"Moss, Sarah*",1529035430,9781529035438,1529035430,208        pp,3.52,"13,537","Aug 07, 2020","Aug 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/52185452-summerwater
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beatles,"Davies, Hunter",,,,544        pp,4.11,"4,520","Aug 17, 1968","Feb 17, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Horribly sexist but I think it was the wider narrative around girls at the time rather than something to pick on the author for. None of the ""fanatic Horribly sexist but I think it was the wider narrative around girls at the time rather than something to pick on the author for. None of the ""fanatic young women"" went on to shoot any of them or mastermind Helter Skelter. Loved how granular the book is, giving exact wage details, favourite foods, home furnishings of even minor characters! Some bits e.g stories around 'cripples' are hugely offensive too but glad nothing was whitewashed when forwards etc updated.A really interesting read!...more",Notes are private!,0,2,1,"May 02, 2022","May 02, 2022","May 02, 2022",,Paperback,view (with text),/book/show/982865.The_Beatles
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arena of the Unwell,"Konemann, Liam",1912489481,9781912489480,1912489481,320        pp,3.88,249,"May 26, 2022","May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2022",,Paperback,view,/book/show/60132493-the-arena-of-the-unwell
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,820","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Hardcover,view,/book/show/50202953-piranesi
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cursed Bunny,"Chung, Bora",1916277187,9781916277182,1916277187,251        pp,3.80,"23,777","Mar 15, 2017","Jul 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Paperback,view,/book/show/56648660-cursed-bunny
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sundial,"Ward, Catriona*",1250812682,9781250812681,1250812682,292        pp,3.80,"18,437","Mar 01, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2022","Apr 05, 2022","Apr 05, 2022",,Hardcover,view,/book/show/57693183-sundial
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Francis Bacon,"Porter, Max",0571370705,9780571370702,0571370705,80        pp,3.14,"2,553","Jan 05, 2021","Jan 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2022",,Paperback,view,/book/show/57753060-the-death-of-francis-bacon
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metax,"Cossé, Antoine",1683965159,9781683965152,1683965159,300        pp,3.26,156,"Feb 08, 2022","Feb 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2022","Mar 19, 2022","Mar 19, 2022",,Hardcover,view,/book/show/58564708-metax
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",1609456211,9781609456214,1609456211,192        pp,3.81,"53,390","Sep 02, 2009","May 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Too stressful,Notes are private!,0,1,1,"Mar 09, 2022","Mar 17, 2022","Mar 09, 2022",,Hardcover,view (with text),/book/show/53223710-heaven
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,125","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Hardcover,view,/book/show/57739876-to-paradise
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collector,"Fowles, John",,,,283        pp,3.98,"80,009",May 1963,"Oct 21, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2022","Mar 22, 2022","Feb 28, 2022",,Paperback,view,/book/show/243705.The_Collector
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,291","Sep 21, 1937","Aug 15, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great story, great pace, I am definitely attracted to the king under the mountain",Notes are private!,0,4,1,"Feb 27, 2022","Mar 05, 2022","Feb 27, 2022",,Paperback,view (with text),/book/show/5907.The_Hobbit
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody Loves You,"Arshi, Mona*",1913505162,9781913505165,1913505162,176        pp,3.61,"1,238","Nov 16, 2021","Nov 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 25, 2022","Feb 26, 2022","Feb 22, 2022",,Paperback,view,/book/show/57793383-somebody-loves-you
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Enough for Snow,"Au, Jessica",1913097765,9781913097769,1913097765,99        pp,3.75,"11,741",2022,"Feb 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2022",,Paperback,view,/book/show/58730649-cold-enough-for-snow
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autobiography of a Face,"Grealy, Lucy",0395657806,9780395657805,0395657806,223        pp,3.97,"28,466","Jan 01, 1994","Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2022",,Hardcover,view,/book/show/826241.Autobiography_of_a_Face
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Island,"Levy, Andrea",0312424671,9780312424671,B001WBAKJC,441        pp,4.01,"34,963",2004,"Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 18, 2022","Jun 18, 2022","Feb 22, 2022",,Paperback,view,/book/show/44001.Small_Island
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Circle,"Shipstead, Maggie*",,,,608        pp,4.11,"67,587","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Marian and Jamie's timeline - 5/5Hadley's timeline - 2/5Marian and Jamie's timeline - 5/5Hadley's timeline - 2/5...more,Notes are private!,0,0,1,"Feb 21, 2022","Feb 23, 2022","Feb 21, 2022",,Hardcover,view (with text),/book/show/54976986-great-circle
