,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carlos's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El año del búfalo,"Pérez Andújar, Javier",8433999362,9788433999368,8433999362,256        pp,3.04,139,"Nov 24, 2021","Nov 24, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cuando Julio Cortázar publicó El Libro de Manuel en 1973, su cuarta novela, las críticas no se hicieron esperar. Y de todo hubo, aunque fueron las negCuando Julio Cortázar publicó El Libro de Manuel en 1973, su cuarta novela, las críticas no se hicieron esperar. Y de todo hubo, aunque fueron las negativas las que predominaron, de aquellos que vieron en la novela más política del escritor argentino, un intento fallido. Mucho de ello tuvo que ver con la forma de la obra (aunque no exclusivamente: la política siempre es tema criticable en literatura), en dónde se combinan diferentes estilos literarios, usando entre otros el pastiche, alternando noticias de la prensa, con textos variados, en un intento por romper la forma de la novela tradicional. No era la primera vez que Cortázar intentaba darle vida a un género que, en su visión progresista, necesitaba un cambio de piel. Lo había hecho diez años antes con Rayuela, novela que marcó no solo una época, también a una generación entera, y a la que Carlos Fuentes, que con el tiempo se convirtió en una especie de teórico del Boom, llamó con menos desatino que ocurrencia, el Ulises latinoamericano. Por cierto, la novela del escritor mexicano que buscó también nuevos horizontes, se titula (muy ad hoc) Cambio de Piel. Todo esto viene al caso por qué he terminado la estupenda novela El año del Búfalo, que me parece un valiente logro de su autor que utiliza –igual que Cortázar hace cincuenta años– varias técnicas literarias, para crear una obra cuyas leyes son un intento bien logrado de expandir, modificar, transformar el discurso narrativo, con el fin de dar nueva vida al género de la novela, en pleno siglo veintiuno. Y digo valiente, por qué sigue habiendo una buena dosis de coraje y arrojo en esos escritores que rompen paradigmas con sus obras. Justo al terminar este libro me topé de manera azarosa con un excelente texto publicado apenas hace dos días en la revista The New Yorker, sobre Ulysses de James Joyce*, que hace una semana cumplió justamente cien años de haber sido publicada. Viéndolo así, parece que, a fin de cuentas, no hay nada novedoso en lo que ha hecho Javier Pérez Andújar y sin embargo, las críticas seguramente verán en el intento un desatino, un error de cálculo, buscando por medio del reproche, defender y sobre todo mantener intacto en la horriblemente claustrofóbica zona de confort, eso que llamamos el gusto literario. Escrita en trozos, en donde alterna lo que llama Psicofonías (datos tomados de Wikipedia y del vasto archivo histórico del periódico francés Le Monde, según nos dice el autor al final del libro, en la sección llamada Fuentes) en las que nos da fe de las muertes de revolucionarios, dictadores, líderes, pensadores, pasando por los terribles genocidios en su mayor parte en África, pero no exclusivamente, las guerras de independencia, las revoluciones, los atentados, los actos terroristas, en fin, un sinnúmero de acontecimientos que giran alrededor de la especie humana y su inagotable sed de destrucción y que han ensuciado con una inmensa mancha de sangre el pasado siglo XX y que según el autor (y aquí comienza el desdoblamiento), un obscuro escritor finlandés llamado Folke Ingo (tanto su madre como su traductora al español intervienen en las llamadas notas, que en sí mismas forman otro libro y cuya atención se va desfasando hacia ellas -las notas, no la madre y la traductora-, ofreciendo al lector la inusual experiencia de ver la forma transformarse frente a sus ojos, sin saber a ciencia cierta que esta sucediendo, pero poco a poco cayendo en el encanto de la escritura de Pérez Andújar, sí, aquí estamos hablando de un narrador, un escritor finlandés y otro escritor español -por cierto, galardonado este último con el Premio Herralde 2021- y además, de las aportaciones de varios otros en forma de las susodichas notas -se habla de Gregorio Morán, figura clave del desenlace de la vida de Folke Ingo, de un club de amigos, de un video club, del Ángel Exterminador, de una pistola en una bolsa...**) tienen casi todas (las Psicofonías) algo en común: sucedieron durante el año Chino del búfalo (o también llamado el año del buey). La trama se centra en cuatro personajes de los cuales solo conocemos el nombre de tres: Ugo Rende, Basilitz Zhlobin y Tatos Kelkit (el narrador nunca nos dice su nombre) presos en un garaje “giramos aquí dentro en el sentido de las manecillas del reloj, y al salir el sol cada uno de nosotros se queda jadeando en su rincón correspondiente según un invariable ritmo de los acontecimientos” que son vigilados por una criatura cuyo apetito se hace cada día más presente. Aquí me detengo en la descripción de la trama, que es mucho mas compleja de lo que yo podría explicar en estas lineas. Enorme Javier Pérez Andújar ____*The Seductions of ""Ulysses"" by Merve Emre**La confusión es natural: admito que al releer lo escrito, me hormiguea el deseo de cambiar, o más aún, de borrar esta reseña y simplemente otorgar cinco estrellas al libro sin ningún comentario. Después de todo, ¿qué significado real pueden tener esas diminutas estrellas que otorgamos sin ton ni son y que si fijamos bien la vista sin parpadear y las observamos detenidamente durante unos segundos, cual caleidoscopio cambiante (particularmente aquellos lectores que como yo, padecen de la llamada vista cansada), veremos justamente que mutan cual hormigas y se convierten en siete o tres o una?...more",Notes are private!,0,14,1,"Feb 06, 2022","Feb 09, 2022","Feb 06, 2022",,Paperback,view (with text),/book/show/59567798-el-a-o-del-b-falo
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El verano en que mi madre tuvo los ojos verdes,"Țîbuleac, Tatiana",,,8417553037,256        pp,4.36,"22,741",2017,"Feb 28, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A través de una escritura sobria y contenida, Tatiana Țîbuleac se adentra en las profundidades del alma, navegando las aguas sombrías del odio, fango A través de una escritura sobria y contenida, Tatiana Țîbuleac se adentra en las profundidades del alma, navegando las aguas sombrías del odio, fango espeso que aniquila el movimiento, paisaje tétrico poblado de bruma cuya viscosidad asfixia y de la que tal parece la única salida posible es el amor, figura misteriosa que se cuela lentamente y lo va invadiendo todo. Así, El verano en que mi madre tuvo los ojos verdes, podría verse como un pacto entre la vida y la muerte, entre el pasado y el presente, pero sobre todo, entre el resentimiento y el perdón. El estilo, la temática y el tono predominante me trajeron a la memoria El túnel de Ernesto Sabato. El narrador es Aleksy, un adolescente atormentado y atrofiado, que acepta de mala gana pasar las vacaciones con su madre, sin sospechar que será su último verano juntos. Escrita en 77 capítulos cortos, cada uno concebido cual peldaño de una empinada escalera, la novela, cuya trama se desarrolla con rigor absoluto y cuyo lenguaje resiste valientemente al sentimentalismo barato (típico de los libros de auto ayuda), se centra en la fuerza incontestable del amor: de la profanación y blasfemia iniciales, a la reconciliación por medio del perdón. Otro gran acierto de Editorial Impedimenta y un trabajo más de Marian Ochoa de Eribe que tras sus estupendas traducciones de la obra de Mircea Cărtărescu, vuelve a brillar en el firmamento literario en español....more",Notes are private!,0,8,1,"Feb 03, 2022","Feb 04, 2022","Feb 03, 2022",,Paperback,view (with text),/book/show/44289602-el-verano-en-que-mi-madre-tuvo-los-ojos-verdes
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ton absence n'est que ténèbres,"Stefánsson, Jón Kalman",224682799X,9782246827993,224682799X,608        pp,4.26,"1,565",2020,"Jan 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"L'environnement dans lequel il vit affecte nécessairement la manière d'écrire du romancier. Dans ce cas, je fais référence à l'Islande, le pays où sonL'environnement dans lequel il vit affecte nécessairement la manière d'écrire du romancier. Dans ce cas, je fais référence à l'Islande, le pays où sont nées les merveilleuses sagas, où les héros affrontent non seulement l'ennemi envahisseur mais aussi le mauvais temps dans des paysages à couper le souffle qui ressemblent plutôt á ceux de la lune. Et c'est précisément là que se déroule ce merveilleux roman, dont la portée rappelle celle des anciennes sagas, qui couvre plusieurs générations d'une famille islandaise et plonge dans la vie de ses membres, en essayant de comprendre, à travers un regard profond sur le passé, le destin de chacun des personnages. Tel un peintre devant sa toile, Jón Kalman Stefánsson décrit avec une poésie singulière les paysages géographiques et plus encore, les paysages de l'âme. L'amour, dans ses multiples manifestations, est le sentiment prédominant tout au long de cet immense voyage qu'est la vie, et c'est à travers lui que l'écrivain tente d'expliquer la nature humaine. Ainsi, il semble que la prose soit possédée par cet humanisme qui l'enveloppe et qui est l'une des marques indiscutables du style de cet auteur. J'étais déjà sous le charme d'Asta, son précédent roman, que j'ai trouvé formidable pour ses innovations narratives qui, dans cette œuvre, sont à mon avis encore mieux réalisées. La structure est expansive et montre l'originalité avec laquelle il a été conçu : l'écriture saute d'une histoire à l'autre dans le temps, atteignant une cohérence admirable. La musique joue un rôle extrêmement important et c'est grâce à elle que les histoires s'emboîtent, amenant l'écriture à des niveaux de développement nouveaux et frais.Le narrateur souffre d'amnésie et retourne dans le village où il espère retrouver sa mémoire. Se promenant dans le cimetière, il s'arrête pour lire les légendes sur les pierres tombales et trouve la description poétique de la douleur de celui qui n'oubliera jamais l'être aimé : Ton absence n'est que ténèbres. ...more",Notes are private!,0,6,1,"Jan 26, 2022","Feb 02, 2022","Jan 26, 2022",,Paperback,view (with text),/book/show/60056040-ton-absence-n-est-que-t-n-bres
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Une sortie honorable,"Vuillard, Éric",2330159668,9782330159665,2330159668,208        pp,3.80,951,2022,Jan 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La question posée par l'esprit critique et inépuisable de Roland Barthes est au cœur de l'œuvre littéraire d'Éric Vuillard : que cherche à représenterLa question posée par l'esprit critique et inépuisable de Roland Barthes est au cœur de l'œuvre littéraire d'Éric Vuillard : que cherche à représenter la littérature ? Car vu sous ce même angle, l'auteur se plonge dans la recherche historique pour ensuite produire des pages d'une étonnante lucidité animée par un sens aigu de la prose, qui reflète à son tour sa très noble notion de bonne littérature. C'est exact, car s'il y a bien une chose dont nous parlons ici, c'est de la composition. Pour l'essentiel, l'écriture est condensée, faisant appel à un admirable sens de l'économie des mots dans un style élégant et raffiné.La phrase qui donne son titre au livre est attribuée au général Henri Navarre pour décrire sa frustration face à la défaite imminente de l'armée française au Vietnam. Dans une des nombreuses sections superbement narrées, le général erre dans les jardins de sa somptueuse demeure, possédé par un flot d'idées qui lui font oublier, s’il ne l’a jamais connu, l'art de la guerre. Il est le dernier maillon d'une série de revers dans ce qui allait devenir le fiasco de la guerre d'Indochine. Ainsi, l'idée d'une sortie honorable, après la défaite de Dien Bien Phu, se traduirait par une négociation avec le Viet Minh, masquant le sentiment anticommuniste de l'époque. L'idée d'écrire ce livre est née, selon Vuillard, lorsqu'il a mis la main sur un guide de voyage de 1923 et a été frappé par le choix des mots qu'il contenait. À partir de là, l'auteur a entamé des longues recherches, consultant les archives et accumulant un grand nombre de documents importants, tels que ceux relatifs à la banque d'Indochine, partiellement transférée à Paris entre 1954 et 1956 et qui, malgré la situation, « promouvait une santé insolente ». Le livre commence par une épidémie de suicides dans une usine de la société Michelin, ce qui provoque une inspection qui révèle des conditions de travail déplorables.Dans l'ensemble, il s'agit d'un merveilleux travail de recherche qui rend le livre intéressant sans tomber dans l'érudition. Mais surtout, un écrit bien construit, concis et correctement exécuté, animé par une méthode de démonstration claire, persuasive et solidement formulée....more",Notes are private!,0,17,1,"Jan 22, 2022","Jan 25, 2022","Jan 22, 2022",,Paperback,view (with text),/book/show/59844942-une-sortie-honorable
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anéantir,"Houellebecq, Michel",2080271539,9782080271532,2080271539,734        pp,3.85,"7,719","Jan 07, 2022","Jan 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La nuit serait brève et conduirait a une aube absolue, à la première aube absolue de la historie du monde...Il faut bien avouer que l'on se retrouve uLa nuit serait brève et conduirait a une aube absolue, à la première aube absolue de la historie du monde...Il faut bien avouer que l'on se retrouve un peu dérouté par toute la couverture médiatique du nouveau roman de Michel Houellebecq. Comme c'est le cas depuis la sortie en 2005 de La Possibilité d'une île, chacun de ses livres est scruté par la presse et la critique, éclipsant plusieurs autres magnifiques romans qui, comme c'est le cas cette année, figurent dans la rentrée littéraire.Anéantir est son huitième roman et je dois dire que, pour la première fois, j'ai l'impression que le ton de sa prose a changé, il est devenu plus doux, moins percutant peut-être, ce qui est sans doute un des symptômes indéniables de la vieillesse. De plus, les personnages féminins apparaissent plus lumineux et humains, loin de l'utilitarisme sexuel auquel ils étaient soumis dans ses précédents romans. Avec plus de sept cents pages, la lecture est néanmoins fluide, car l'histoire est toujours intéressante. Non, ce n'est pas le meilleur Houellebecq que j'ai lu, mais c'est certainement (avec La carte et le territoire) celui qui se démarque le plus du reste de son œuvre. Nous sommes en 2027, année électorale, et l'histoire se concentre sur Paul Raison, un fonctionnaire du ministère de l’Économie et des finances, qui est presque le bras droit du ministre lui-même, Bruno Juge, un personnage très proche du pouvoir. Dans ce contexte, il est facile d'être d'accord avec ceux qui disent que c'est son roman le plus politique. Mais le regard approfondi de l'auteur ne se concentre pas seulement sur la période électorale, mais aussi sur la vie familiale de Raison, les relations avec sa femme Prudence, sa sœur Cécile et son frère Aurélien. Lorsque son père Édouard tombe dans le coma, cela déclenche une série d'épisodes qui vont le marquer profondément. Dans un projet de cette envergure, il est presque inévitable que l'auteur ne se répète pas. Certaines sections souffrent d'un excès de mots qui affectent manifestement la lecture. Par exemple, il y a une abondance de descriptions détaillées des rêves de Raison qui sont redondantes et ennuyeuses. Mais cela n'empêche pas le message d'être transmis. À mon avis, la meilleure partie du roman est constituée par les deux cents dernières pages, dans lesquelles Houellebecq se concentre sur le thème de la mort et qui, comme je l'ai déjà dit, reflètent les sentiments de l'auteur, né en 1956.Dans cette dernière partie, son écriture s'enveloppe d'un lyrisme vraiment surprenant (peut-être à cause de la dose d'honnêteté qui émane du discours), bien loin du cynisme auquel il nous a habitués auparavant. D'ailleurs, tout au long du roman, les longues phrases servent de support formel, un peu comme les colonnes en architecture. Là, l'air semble s'arrêter, et pourtant quelque chose dans l'écriture, une propulsion qui vient de l'intérieur même de la phrase, parvient à soutenir le souffle et à poursuivre jusqu'à sa merveilleuse résolution. Dans ces moments, notre regard quitte les lettres imprimées sur la page et se perd dans l'horizon lointain, dans un voyage nécessaire, pour trouver le sens de la vie....more",Notes are private!,0,19,1,"Jan 18, 2022","Jan 23, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/59839615-an-antir
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La petite fille qui aimait trop les allumettes,"Soucy, Gaétan",2764600232,9782764600238,2764600232,179        pp,3.77,"3,299",1998,"Feb 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tout nous confond dans les ouvrages de la nature, c’est l’auteur des choses qui s’amuse à ça, on dirait.Une prose dense où le poids de chaque mot sembTout nous confond dans les ouvrages de la nature, c’est l’auteur des choses qui s’amuse à ça, on dirait.Une prose dense où le poids de chaque mot semble chercher l'équilibre idéal entre sémantique et syntaxe. Une tâche difficile en effet. L'écriture devient alors une quête permanente, pleine de détails et de subtilités qui forment au bout du chemin ce qu'on appelle le style littéraire, et que le grand écrivain Gaétan Soucy (1958-2013) réussit admirablement. Et d'autre part, la lecture devient un travail intense pour dévoiler les différentes couches du texte et entrer pleinement dans le décor de l'intrigue, où les personnages en constante mutation, affectent nos attentes, produisant un effet presque onirique. On dirait des fois que je suis seule sur terre à l’aimer, moi, la vie. Mais quand on essaie d’aimer, tout devient compliqué, car peu de gens ont de cela la même imagination dans le chapeau. Aurait-on assez de place sur la terre si on marquait d’un petit caillou blanc chacune des déceptions de l’amour, en tout cas ça se verrait de la lune, avec la muraille du chinetoque. Prenez mon frère. L’amour, pour lui, je n’ai pas idée de ce que c’était, à part me gigoter dessus, ce qui me mettait en rage et désespoir, mais tac, l’oreiller sur la tête, et envoye par là, la petite chèvre, endure, endure, jusqu’à ce que, enfin, toute saucisse ramollie, je pouvais recommencer à respirer dans mes poumons.La petite fille qui aimait trop les allumettes est l'histoire de deux enfants libérés par la mort de leur père, un ogre qui les a tenus à l'écart du monde, créant une réalité sombre entre les murs lugubres d'une vieille maison. Le thème, d'ailleurs, me fait penser au film culte du réalisateur mexicain Arturo Ripstein Le château de la pureté de 1972, qui, soit dit en passant, a été presque entièrement copié des années plus tard (sans donner aucun crédit à Ripstein, dans ce qui pour moi est un cas flagrant de plagiat...) par Yorgos Lanthimos. Lorsque l'ordre apparent est rompu, le besoin de raconter l'histoire naît chez un narrateur dont les sentiments ambivalents révèlent peu à peu sa véritable identité. Il semble que l'œuvre soit proche de la vieille tradition du conte fantastique, qui prend un tour tragique et dont le développement obéit à un plan prédéterminé, surprenant par sa clarté. Une fois de plus, l'art apparaît comme un grand catalyseur, car grâce à l'écriture, la libération est alors possible....more",Notes are private!,0,4,1,"Jan 03, 2022","Jan 06, 2022","Jan 03, 2022",,Paperback,view (with text),/book/show/1413911.La_petite_fille_qui_aimait_trop_les_allumettes
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Retourner à la mer,"Haroche, Raphaël",2072695155,9782072695155,2072695155,176        pp,3.20,133,unknown,"Feb 09, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Le problème qui se pose très souvent dans les recueils de nouvelles est le manque de continuité. En principe, une histoire aspire toujours à la perfecLe problème qui se pose très souvent dans les recueils de nouvelles est le manque de continuité. En principe, une histoire aspire toujours à la perfection, qui se traduit par un juste équilibre entre le fond et la forme. Peut-être que si nous les considérions comme des planètes dans un système solaire, nous comprendrions mieux que chaque histoire suive ses propres règles, pour exister dans son propre espace et être vue dans sa propre lumière. Il n’y a rien de plus désolant que la vieillesse vue de dos, perchée sur les épaules, murmurant à l’oreille la petite musique du découragement. Raphaël Haroche nous offre un recueil de treize récits, de facture et de calibre différents, parmi lesquels je pourrais peut-être en choisir quatre (une question de goût et rien de plus) que j'ai trouvés les plus réussis. L'HOMME DES SABLES, l'histoire d'amour de deux êtres disparates ; LAZARE, un clochard qui cherche un endroit pour passer une nuit glaciale dans la rue de Rivoli ; LES ORQUES, trois amis sont témoins du même événement dont ils ont rêvé séparément ; LA PLUS BELLE FILLE DU MONDE, l'éloge de l'amour silencieux.On dirait que tu marches su l’eau, un miracle, la foule s’écarte sur ton passage, tu es comme un prince des pays chauds, un prophète adoré par son peuple. Lazare sorti du tombeau, les mains entourées de bandes et le visage couvert d’un linge. ...more",Notes are private!,0,3,1,Jan 2022,"Jan 02, 2022","Jan 01, 2022",,Paperback,view (with text),/book/show/34273253-retourner-la-mer
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Fils de l'homme,"Del Amo, Jean-Baptiste",2072949939,9782072949937,2072949939,240        pp,3.60,397,2021,"Aug 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Combien de fois constatons-nous que, après avoir terminé la lecture d'un livre, nous croyons que l'auteur a créé quelque chose d'exceptionnel ? Et ce Combien de fois constatons-nous que, après avoir terminé la lecture d'un livre, nous croyons que l'auteur a créé quelque chose d'exceptionnel ? Et ce sentiment reste avec nous pendant longtemps. C'est justement ce qui m'est arrivé lorsque j'ai lu son roman Règne animal il y a deux ans. La prose exquisément construite, comme des coups de pinceau sur une toile, a transformé la lecture en un acte d'admiration continue. Chaque image a été parfaitement décrite avec le juste nombre de mots et chaque mot choisi pour son poids sémantique. Et bien que l'intrigue était centrée sur une entreprise familiale d'élevage de porcs, la prose brillait par des descriptions nettes et détaillées et une rime presque parfaite dans sa construction.Je me rends compte maintenant que cette sensation m'a accompagnée tout au long de ma lecture du Fils de l'homme, qui, à mon avis, est un peu éclipsé par le roman précédent. Il est impossible d'oublier la grandeur que l'on a connue auparavant et qui, ici, souffre peut-être d'un excès de style narratif. Cela ne veut pas dire que ce livre est un mauvais roman. Loin de là. Jean-Baptiste Del Amo réussit à peindre un tableau de désolation et de doute, dans l'histoire d'un homme qui revient chez lui après une longue absence et surprend la mère et le fils, qui acceptent le nouvel ordre sans se plaindre.Car les hommes, plus qu’aucune autre bête peuplant cette foutue terre, naissent avec ce vide en eux, ce vide vertigineux qu’ils n’ont de cesse de vouloir désespérément combler, le temps que durera leur bref, leur insignifiant, leur pathétique passage en ce monde, tétanisés qu’ils sont par leur propre fugacité, leur propre absurdité, leur propre vanité, et quelque chose semble leur avoir fourré dans le crâne l’idée saugrenue qu’ils pourraient trouver dans l’un de leurs semblables de quoi remplir ce vide, ce manque qui préexiste en eux.Abandonnant leur vie antérieure, ils partent tous les trois vivre dans les montagnes, un nouveau départ qui tourne pourtant à la tragédie. Les descriptions réapparaissent, précises et claires, avec cette maîtrise de la langue qui semble être la marque indiscutable de l'auteur. Je reconnais à Del Amo ce besoin de pousser le langage, l'amenant à chercher de nouvelles frontières à transgresser. Quelque chose de franchement inhabituel chez un écrivain français d'à peine 39 ans, qui porte sur ses épaules toute la tradition narrative de deux siècles de création littéraire, dont il est désormais une partie fondamentale....more",Notes are private!,0,15,1,"Oct 05, 2021","Oct 11, 2021","Nov 20, 2021",,Paperback,view (with text),/book/show/58520168-le-fils-de-l-homme
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feu,"Pourchet, Maria",2213720789,9782213720784,2213720789,360        pp,3.35,959,"Aug 18, 2021","Aug 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Laure a 40 ans, elle est mariée et a deux filles. Son travail de professeur d'université occupe une grande partie de son temps. Sans s'en rendre comptLaure a 40 ans, elle est mariée et a deux filles. Son travail de professeur d'université occupe une grande partie de son temps. Sans s'en rendre compte, son mariage a stagné et son désir sexuel aussi. Lorsqu'elle rencontre Clément, un financier prospère qui s'ennuie de la solitude dans laquelle il vit, un feu incandescent brûle entre eux et les pousse aux limites de leur désir. D'un bout à l'autre, Maria Pourchet semble placer la passion au centre de ses préoccupations créatives, utilisant une langue sans entrave qui reflète la grande liberté d'expression et la manière dont elle construit l'intrigue. Feu est un roman dans lequel l'amour est un combat contre une morale pourrie enfermée dans les préceptes stricts des parents, qui ne cessent, même dans la mort, de faire sentir leur présence. Et c'est aussi un reflet de notre époque, où l'ennui d'une vie monotone exige des réponses risquées afin de connaître une véritable renaissance. Avec humour et une prose puissante et concise, l'auteure réussit à construire, dans son sixième roman, une œuvre forte sur l'adultère et ce feu, comme l'écrivait Julio Cortázar au début de Rayuela, « qui brûlera doucement jusqu'à nous consumer ».___...more",Notes are private!,0,6,1,"Oct 02, 2021","Oct 05, 2021","Nov 20, 2021",,Paperback,view (with text),/book/show/58105037-feu
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La plus secrète mémoire des hommes,"Mbougar Sarr, Mohamed",284876886X,9782848768861,284876886X,464        pp,4.19,"9,533","Aug 19, 2021","Aug 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lorsqu’il s’agit de prix littéraires, et compte tenu du goût très particulier des jurés, en plus du peu d’affinité entre eux, très souvent les lecteurLorsqu’il s’agit de prix littéraires, et compte tenu du goût très particulier des jurés, en plus du peu d’affinité entre eux, très souvent les lecteurs sont les premiers à être déçus. À mon avis, le lecteur ne devrait pas attacher une grande importance à ces prix, qui dans le pire des cas, reflètent les astuces que les maisons d’édition utilisent pour que finalement le livre qu’elles publient soit le gagnant. Oui, il semble que nous parlions de pratiques malhonnêtes qui salissent, presque indirectement, l’œuvre littéraire. Et pourtant, les prix continuent d’attirer notre attention, comme ce fut le cas aujourd’hui, chez Drouant, où quelque chose d’extraordinaire s’est produit. Un jeune auteur sénégalais de 31 ans vient de remporter le prestigieux prix Goncourt, avec son magnifique roman La Plus Secrète Mémoire des hommes publié par les petites maisons indépendantes Philippe Rey et Jimsaan, qui ont laissé les géants derrière elles, pour inaugurer ce qui pourrait bien être une nouvelle ère de l'édition. Après la crise sanitaire, tout est possible...« Tout ce que je croyais être moi n'était en réalité que la substance des autres en moi, il est temps de l'extirper »Le roman est un dédale impressionnant, une ode à l'amour des mots, une quête désespérée du sens de la création et un hymne à la beauté littéraire. Le personnage central est Diégane Faye, jeune écrivain sénégalais (le double de Sarr ?) qui suit la piste de T.C. Elimane, auteur d'une certaine renommée qui, dans les années trente, a publié un roman intitulé Le Labyrinthe de l'inhumain et qui, du jour au lendemain, a disparu de la vie littéraire française. L'œuvre a été louée pour sa magnifique construction et sa profondeur, pour la nouveauté de son style et la maîtrise de son exécution. Après la publication de quelques bonnes critiques, notamment celle qui le qualifiait de Rimbaud nègre, une série d'attaques ont été lancées contre le roman, le qualifiant de plagiat. L'intrigue nous conduit à Paris, Amsterdam, Buenos Aires, Dakar, dans un voyage où les itinéraires reflètent les vicissitudes de la recherche presque désespérée, de l'identité de l'auteur fantôme. L'histoire est inspirée de celle de l'auteur malien Yambo Ouologuem (prix Renaudot, 1968) dont le destin était similaire.« Ce qui l’a chagriné, c’est que vous ne l’ayez pas vu comme écrivain, mais comme phénomène médiatique, comme nègre d’exception, comme champ de bataille idéologique. »Si le titre vient d'une phrase de Roberto Bolaño qui parle précisément de la transcendance de l’œuvre littéraire (thème central de cet ouvrage), dans son roman Les Détectives sauvages, ce n'est pas un hasard. Mohamed Mbougar Sarr a exprimé à plusieurs reprises, et notamment dans un texte paru dans Le Point, sa grande admiration pour l'auteur chilien qui a vécu au Mexique. Mais il est également important de mentionner les autres influences sur son écriture et sa grande vénération pour Borges (tout au long du roman, l'influence borgésienne est très évidente : le livre dans le livre, les labyrinthes, la recherche passionnée...), Sabato et Gombrowicz. Ces deux derniers apparaissent dans une partie du roman qui se déroule à Buenos Aires, où T.C. Elimane s'est installé après son départ précipité de Paris. Bref, la plume prodigieuse de l'auteur sénégalais a pleinement mérité son ascension à la gloire et les dizaines (centaines ?) de milliers d'exemplaires de son grand roman qui seront vendus ces prochains mois dans le monde entier. Il est important de mentionner qu'il est le premier écrivain d'Afrique subsaharienne à être consacré par le prix. Et j'ajouterai qu'à mon avis, ce livre a tout, absolument tout (même plus que celui d'Hervé Le Tellier) pour devenir un roman culte.__...more",Notes are private!,0,114,1,"Sep 25, 2021",Oct 2021,"Nov 03, 2021",,Paperback,view (with text),/book/show/58859524-la-plus-secr-te-m-moire-des-hommes
