,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rachel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Mrs. Westaway,"Ware, Ruth*",1501156217,9781501156212,1501156217,368        pp,3.81,"175,290","May 29, 2018","May 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 10, 2024","Feb 10, 2024","Feb 10, 2024",,Hardcover,view,/book/show/36373481-the-death-of-mrs-westaway
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Held,"Michaels, Anne",0771005458,9780771005459,0771005458,240        pp,3.82,686,unknown,"Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2024","Feb 03, 2024","Feb 10, 2024",,Hardcover,view,/book/show/200241802-held
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",,,,541        pp,3.95,"752,463","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This needed tighter editing but I had a good time with it.,Notes are private!,0,20,1,"Dec 24, 2023","Dec 24, 2023","Dec 24, 2023",,Kindle Edition,view (with text),/book/show/51901147-the-ballad-of-songbirds-and-snakes
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hagstone,"Gleeson, Sinéad",0008626669,9780008626662,B0CGT54LRH,307        pp,3.98,52,unknown,"Apr 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2023",,Kindle Edition,view,/book/show/198133381-hagstone
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,299","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/71872930-north-woods
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,286","Apr 18, 2017","Apr 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,21,1,not set,not set,"Oct 12, 2023",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kala,"Walsh, Colin",0385549636,9780385549639,0385549636,416        pp,3.98,"7,662","Jul 06, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Hardcover,view,/book/show/63184768-kala
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only One Left,"Sager, Riley*",,,B0BG1HTVPD,398        pp,4.15,"234,261","Jun 20, 2023","Jun 20, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 04, 2023","Sep 04, 2023","Aug 10, 2023",,Kindle Edition,view,/book/show/62685463-the-only-one-left
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Weavers of Alamaxa        (The Alamaxa Duology, #2)","Elsbai, Hadeer*",0356520501,9780356520506,0356520501,480        pp,4.04,193,"Mar 26, 2024","Mar 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Paperback,view,/book/show/123853207-the-weavers-of-alamaxa
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,402","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Hardcover,view,/book/show/60784605-maame
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pageboy,"Page, Elliot",,,,271        pp,3.76,"53,639","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Jul 12, 2023","Aug 05, 2023","Jul 12, 2023",,,view,/book/show/60473073-pageboy
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Body,"Ratajkowski, Emily",1250817862,9781250817860,1250817862,239        pp,4.02,"67,961","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jul 03, 2023","Jul 03, 2023","Jul 03, 2023",,Hardcover,view,/book/show/57145833-my-body
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Thinking of Ending Things,"Reid, Iain*",,,B0176M1BVG,241        pp,3.56,"155,271","Jun 14, 2016","Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Jun 20, 2023","Jun 21, 2023","Jun 25, 2023",,Kindle Edition,view,/book/show/40605223-i-m-thinking-of-ending-things
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Valley,"Broder, Melissa*",1668024845,9781668024843,1668024845,240        pp,3.53,"11,551","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2023",,Hardcover,view,/book/show/91239751-death-valley
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whose Names Are Unknown,"Babb, Sanora",0806137126,9780806137124,0806137126,222        pp,4.11,"2,802","Jan 01, 2004","Feb 13, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Paperback,view,/book/show/1197158.Whose_Names_Are_Unknown
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0349013551,9780349013558,0349013551,320        pp,4.12,"49,707","Jun 22, 2023","Jun 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2023",,Hardcover,view,/book/show/58726633-the-rachel-incident
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfollow: A Journey from Hatred to Hope,"Phelps-Roper, Megan*",,,B07L98H2SC,305        pp,4.16,"16,998","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Kindle Edition,view,/book/show/43314707-unfollow
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leave the Gun, Take the Cannoli: The Epic Story of the Making of The Godfather","Seal, Mark",198215859X,9781982158590,198215859X,432        pp,4.36,"3,394","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Hardcover,view,/book/show/56898210-leave-the-gun-take-the-cannoli
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Predator        (Dark Verse, #1)",RuNyx*,,,,318        pp,4.00,"70,587","Jan 01, 2020","Jan 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/52871061-the-predator
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Godmother: Murder, Vengeance, and the Bloody Struggle of Mafia Women","Nadeau, Barbie Latza",0143136119,9780143136118,0143136119,256        pp,3.60,683,"Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2023",not set,"Jan 30, 2023",,Paperback,view,/book/show/59817014-the-godmother
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gomorrah,"Saviano, Roberto",0374165270,9780374165277,0374165270,320        pp,3.78,"19,658",Apr 2006,"Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/1105956.Gomorrah
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,767","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2023",,Hardcover,view,/book/show/60435878-carrie-soto-is-back
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Viper Room: River Phoenix and the Hollywood He Left Behind,"Edwards, Gavin",0062273159,9780062273154,0062273159,273        pp,3.81,"4,237","Oct 22, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2023",,Hardcover,view,/book/show/17349273-last-night-at-the-viper-room
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fall on Your Knees,"MacDonald, Ann-Marie",0743466527,9780743466523,0743466527,672        pp,3.97,"66,283",1996,"Oct 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2023",,Mass Market Paperback,view,/book/show/5174.Fall_on_Your_Knees
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women in the Picture: Women, Art and the Power of Looking","McCormack, Catherine",,,,224        pp,4.35,"1,560","Dec 08, 2020","May 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/58112695-women-in-the-picture
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They're Going to Love You,"Howrey, Meg*",038554877X,9780385548779,038554877X,288        pp,4.08,"8,277","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2022",,Hardcover,view,/book/show/59721793-they-re-going-to-love-you
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Godfather        (The Godfather #1),"Puzo, Mario",,,B0022Q8CSC,596        pp,4.39,"420,515","Mar 10, 1969","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I get why this was an instant bestseller and I also get why it's fallen out of vogue a bit in recent years, especially when the films are right there I get why this was an instant bestseller and I also get why it's fallen out of vogue a bit in recent years, especially when the films are right there (I wouldn't say they're superior to the book, necessarily, but they've certainly aged better). So I wouldn't recommend this to everyone, but at the end of the day it's basically the mafia meets King Lear and Michael Corleone is maybe the greatest character of all time so this was quite literally my perfect book....more",Notes are private!,0,29,1,"Jan 28, 2023","Feb 02, 2023","Dec 28, 2022",,Kindle Edition,view (with text),/book/show/51876297-the-godfather
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trespasser        (Dublin Murder Squad, #6)","French, Tana*",0143110381,9780143110385,0143110381,464        pp,3.98,"86,977","Oct 04, 2016","Aug 08, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,3,1,"Dec 27, 2022","Sep 14, 2023","Dec 27, 2022",,Paperback,view,/book/show/34267285-the-trespasser
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Diary of a Wimpy Kid        (Diary of a Wimpy Kid, #1)","Kinney, Jeff*",0810993139,9780810993136,0810993139,226        pp,3.98,"694,679","Apr 01, 2007","Apr 01, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 15, 2022","Dec 15, 2022","Dec 15, 2022",,Hardcover,view,/book/show/389627.Diary_of_a_Wimpy_Kid
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man and Cat Kid        (Dog Man, #4)","Pilkey, Dav",1338230379,9781338230376,1338230379,256        pp,4.50,"15,054","Dec 26, 2017","Dec 26, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 15, 2022","Dec 15, 2022","Dec 15, 2022",,Library Binding,view,/book/show/35238109-dog-man-and-cat-kid
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume One        (Heartstopper, #1)","Oseman, Alice*",152722533X,9781527225336,152722533X,288        pp,4.47,"718,592",Oct 2018,Oct 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 15, 2022","Dec 15, 2022","Dec 15, 2022",,Paperback,view,/book/show/40495957-heartstopper
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cocoon,"Yueran, Zhang",1642861049,9781642861044,B09SKR9LKH,328        pp,4.03,"1,140",2016,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2022",,Kindle Edition,view,/book/show/60808158-cocoon
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Can Hurt You Now,"Campos, Simone*",1782278176,9781782278177,1782278176,192        pp,3.26,103,unknown,"Feb 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Hardcover,view,/book/show/62880060-nothing-can-hurt-you-now
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"966,253","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thoughtful, breezy, and surprisingly clear-eyed for a memoir by such a young writer.",Notes are private!,0,37,1,"Aug 14, 2022","Jan 07, 2023","Aug 14, 2022",,ebook,view (with text),/book/show/59364173-i-m-glad-my-mom-died
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saha,"Cho, Nam-Joo",132409088X,9781324090885,132409088X,240        pp,2.96,"1,655","May 28, 2019","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2022",,Hardcover,view,/book/show/60165461-saha
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Cree,"Johns, Jessica",0385548699,9780385548694,0385548699,259        pp,3.93,"10,606","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 29, 2022",,Hardcover,view,/book/show/60839741-bad-cree
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Sappho,"Schwartz, Selby Wynn",1324092319,9781324092315,1324092319,272        pp,3.51,"4,169","Jul 06, 2022","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Hardcover,view,/book/show/61089551-after-sappho
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beowulf,Unknown,0374110034,9780374110031,0374110034,140        pp,3.48,"311,126",1000,"Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Jul 22, 2022","Jul 24, 2022","Jul 22, 2022",,Paperback,view,/book/show/41940267-beowulf
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pale Horse        (Ariadne Oliver, #5)","Christie, Agatha",0062074113,9780062074119,0062074113,259        pp,3.84,"27,514",1961,"Jun 28, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 18, 2022","Aug 07, 2022","Jul 18, 2022",,Paperback,view,/book/show/11181295-the-pale-horse
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Do to Our Friends,"Darwent, Heather*",0593497163,9780593497166,0593497163,336        pp,3.21,"5,640","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Hardcover,view,/book/show/60880813-the-things-we-do-to-our-friends
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something That May Shock and Discredit You,"Ortberg, Daniel Mallory",1982105216,9781982105211,1982105216,256        pp,3.85,"3,324","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Hardcover,view,/book/show/38592954-something-that-may-shock-and-discredit-you
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Place        (Dublin Murder Squad, #5)","French, Tana*",0143127519,9780143127512,0143127519,541        pp,3.85,"85,392","Sep 02, 2014",Aug 2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 05, 2022","Jul 09, 2022","Jul 05, 2022",,Paperback,view,/book/show/52263433-the-secret-place
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Had to Remove This Post,"Bervoets, Hanna*",0358622360,9780358622369,0358622360,136        pp,2.94,"21,361","Mar 06, 2021","May 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Hardcover,view,/book/show/58146427-we-had-to-remove-this-post
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post-Traumatic,"Johnson, Chantal V.*",0316264237,9780316264235,0316264237,320        pp,3.76,"4,043","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2022",,Hardcover,view,/book/show/58684299-post-traumatic
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solo Dance,"Li, Kotomi",,,B09FPBX28H,149        pp,3.69,762,2018,"Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Kindle Edition,view,/book/show/59422061-solo-dance
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of the Dog,"Savage, Thomas",0316610895,9780316610896,0316610895,293        pp,4.19,"13,956",1967,"Jun 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,15,1,"May 17, 2022","May 29, 2022","May 17, 2022",,Paperback,view,/book/show/128073.The_Power_of_the_Dog
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sam,"Goodman, Allegra*",0593447816,9780593447819,0593447816,336        pp,3.77,"12,475","Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Hardcover,view,/book/show/59722217-sam
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Free: A Child and a Country at the End of History,"Ypi, Lea",0393867730,9780393867732,0393867730,288        pp,4.28,"12,055","Oct 28, 2021","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 10, 2022",,Hardcover,view,/book/show/58085227-free
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Embers,"Márai, Sándor",0375707425,9780375707421,0375707425,214        pp,3.98,"33,651",1942,"Aug 13, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2022",,Paperback,view,/book/show/783505.Embers
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncle Vanya,"Chekhov, Anton",0413774716,9780413774712,0413774716,176        pp,3.85,"26,866","Jan 02, 1897","Aug 11, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 07, 2022","May 08, 2022","May 07, 2022",,Paperback,view,/book/show/456372.Uncle_Vanya
