,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rachel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence for the Dead,"St. James, Simone*",0593550188,9780593550182,0593550188,384        pp,3.85,"12,617","Apr 01, 2014","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/62926981-silence-for-the-dead
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Stories,"Dalton, Trent",146076093X,9781460760932,146076093X,352        pp,4.15,"12,997","Oct 28, 2021","Oct 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Hardcover,view,/book/show/58464268-love-stories
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rush,"Roy, Saskia",0008656142,9780008656140,B0CD1B6F8Y,384        pp,2.28,71,unknown,"Jul 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Kindle Edition,view,/book/show/195188902-rush
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Village,"Mitchell, Caroline*",1542022215,9781542022217,B092M353F2,304        pp,4.06,"9,090","Jan 18, 2022","Jan 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guessed some of the twists and the answer to the mystery was somewhat disappointing, but it wasn’t bad.",Notes are private!,0,2,1,"Mar 18, 2024","Mar 20, 2024","Mar 18, 2024",,Kindle Edition,view (with text),/book/show/57795564-the-village
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incidents Around the House,"Malerman, Josh*",0593723120,9780593723128,0593723120,384        pp,4.39,360,"Jun 25, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/199757490-incidents-around-the-house
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Serial Killers,"Thompson, Alicia",0593438663,9780593438664,,336        pp,3.33,"47,150","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,ebook,view,/book/show/59722215-love-in-the-time-of-serial-killers
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short Walk Through a Wide World,"Westerbeke, Douglas",1668026066,9781668026069,1668026066,400        pp,3.80,767,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/176443045-a-short-walk-through-a-wide-world
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Floating Hotel,"Curtis, Grace*",0756419301,9780756419301,0756419301,291        pp,3.84,547,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/195186006-floating-hotel
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of the World in Twelve Shipwrecks,"Gibbins, David*",1250325374,9781250325372,,304        pp,3.71,112,unknown,"Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/127305908-a-history-of-the-world-in-twelve-shipwrecks
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Violent Sleeper,"Micheli, Matt*",0982787707,9780982787700,0982787707,248        pp,3.60,30,"Jun 01, 2010","Sep 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Paperback,view,/book/show/9360921-memoirs-of-a-violent-sleeper
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Lies Between Us,"Marrs, John*",1542017025,9781542017022,1542017025,363        pp,4.07,"98,820","May 15, 2020","May 15, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Most of this was predictable. And the characters were extremely annoying. Two codependent psychopaths who deserve each other.,Notes are private!,0,0,1,"Mar 16, 2024","Mar 18, 2024","Mar 16, 2024",,Paperback,view (with text),/book/show/53142315-what-lies-between-us
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Babysitter Lives,"Jones, Stephen Graham*",179713311X,9781797133119,,8        pp,3.64,"2,247","Aug 09, 2022","Aug 09, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What the….I really liked the beginning and then it just got all kinds of weird. I stopped caring halfway through and didn’t even know what was happeniWhat the….I really liked the beginning and then it just got all kinds of weird. I stopped caring halfway through and didn’t even know what was happening anymore. ...more,Notes are private!,0,1,1,"Mar 14, 2024","Mar 23, 2024","Mar 14, 2024",,Audiobook,view (with text),/book/show/61228644-the-babysitter-lives
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Laws of the Skies,"Courtois, Grégoire*",1552453871,9781552453872,1552453871,148        pp,3.40,"5,469","Oct 11, 2016","May 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 StarsThis was described as Winnie the Pooh meets Blair Witch Project, but I’d say it’s more Lord of the Flies meets Edward Gorey’s Alphabet of Dea2.5 StarsThis was described as Winnie the Pooh meets Blair Witch Project, but I’d say it’s more Lord of the Flies meets Edward Gorey’s Alphabet of Death.It wasn’t scary, but graphic and gory.And I don’t like to read long paragraphs about suffering. Still, an interesting premise. ...more",Notes are private!,0,1,1,"Mar 12, 2024","Mar 12, 2024","Mar 12, 2024",,Paperback,view (with text),/book/show/42372424-the-laws-of-the-skies
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead of Winter,"Coates, Darcy*",1728270251,9781728270258,,341        pp,3.86,"15,107","Jul 11, 2023","Jul 11, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was weird in that it was almost all action right from the beginning, before you get to any real story, which made it hard to care about the This book was weird in that it was almost all action right from the beginning, before you get to any real story, which made it hard to care about the characters or what was going on.It was like a blizzard-y, horror version of the movie Clue. Not my favorite. The ending was super predictable! I saw it coming a mile away....more",Notes are private!,0,0,1,"Mar 11, 2024","Mar 11, 2024","Mar 08, 2024",,Paperback,view (with text),/book/show/63264519-dead-of-winter
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture","Maté, Gabor",0593083881,9780593083888,0593083881,576        pp,4.33,"18,994","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2024,not set,"Mar 01, 2024",,Hardcover,view,/book/show/58537332-the-myth-of-normal
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dark and Endless Sea,"Daigle, Blaine*",,9781959798316,B0CSN1QMDJ,300        pp,4.31,54,unknown,"Jun 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Kindle Edition,view,/book/show/205716005-a-dark-and-endless-sea
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Draco Malfoy and the Mortifying Ordeal of Being in Love,isthisselfcare,,,,593        pp,4.57,"17,803","Oct 14, 2021","Feb 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,ebook,view,/book/show/60436694-draco-malfoy-and-the-mortifying-ordeal-of-being-in-love
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Wishes,"Clark, M.H.",1970147962,9781970147964,1970147962,48        pp,4.68,22,unknown,"Jul 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/126136215-winter-wishes
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Rot,"Emezi, Akwaeke*",0525541632,9780525541639,0525541632,288        pp,4.10,29,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/202165946-little-rot
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tainted Cup        (Shadow of the Leviathan, #1)","Bennett, Robert Jackson*",1984820702,9781984820709,1984820702,413        pp,4.36,"7,144","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/150247395-the-tainted-cup
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Doors,"Brown, Gareth*",0063323982,9780063323988,0063323982,416        pp,4.05,"8,125","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/156009464-the-book-of-doors
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Life of Cecily Larson,"Baker, Ellen*",0063351196,9780063351196,0063351196,384        pp,3.92,"2,687","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/158649513-the-hidden-life-of-cecily-larson
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Who Can Forgive Me Is Dead,"Hollander, Jenny*",1250890845,9781250890849,,292        pp,3.33,"3,990","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/126919062-everyone-who-can-forgive-me-is-dead
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Love Song for Ricki Wilde,"Williams, Tia*",153872670X,9781538726709,153872670X,352        pp,4.11,"10,253","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/173404023-a-love-song-for-ricki-wilde
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warm Hands of Ghosts,"Arden, Katherine*",0593128257,9780593128251,0593128257,325        pp,4.09,"6,120","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/154462576-the-warm-hands-of-ghosts
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Go to Sleep,"Watson, S.J.*",0062060554,9780062060556,0062060554,359        pp,3.90,"339,442","Oct 01, 2011","Jun 14, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I remember watching this movie years ago but I didn’t really remember it, so I thought I’d try the book. Even so, it was extremely predictable. And I I remember watching this movie years ago but I didn’t really remember it, so I thought I’d try the book. Even so, it was extremely predictable. And I hated how the narrator acted like she was ancient and elderly even though she was only in her forties. Maybe at the time it was written, it was an original concept, but it felt very meh to me. Although, I do think it takes some skill to write a book about amnesia and make it somewhat interesting....more",Notes are private!,0,1,1,"Jan 31, 2024","Feb 05, 2024","Jan 31, 2024",,Hardcover,view (with text),/book/show/9736930-before-i-go-to-sleep
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pickle for the Knowing Ones or Plain Truths in a Homespun Dress,"Dexter, Timothy",,,,40        pp,3.70,279,May 1802,1802,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/301282.A_Pickle_for_the_Knowing_Ones_or_Plain_Truths_in_a_Homespun_Dress
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Darling Girl,"McMahon, Jennifer*",166801906X,9781668019061,166801906X,320        pp,3.76,"12,644","Oct 03, 2023","Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like Jennifer McMahon’s mix of reality and supernatural. This book had Christmas vibes AND horror, which I thought was fun.But I felt unsympathetic I like Jennifer McMahon’s mix of reality and supernatural. This book had Christmas vibes AND horror, which I thought was fun.But I felt unsympathetic towards Allison, because I couldn’t get over what she did to the bird. In fact, I hated the whole storyline about the Blue Jay. It made me really sad.Not my favorite, but an okay read. ...more",Notes are private!,0,3,1,"Jan 23, 2024","Jan 23, 2024","Jan 23, 2024",,Hardcover,view (with text),/book/show/101145269-my-darling-girl
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Build the Life You Want: The Art and Science of Getting Happier,"Brooks, Arthur C.",0593545400,9780593545409,0593545400,272        pp,3.81,"7,065",unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/137978862-build-the-life-you-want
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Potential: The Science of Achieving Greater Things,"Grant, Adam M.*",0593653149,9780593653142,,304        pp,4.12,"19,868","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/157095669-hidden-potential
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trail of the Lost: The Relentless Search to Bring Home the Missing Hikers of the Pacific Crest Trail,"Lankford, Andrea*",0306831953,9780306831959,0306831953,352        pp,3.79,"7,222","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/64000414-trail-of-the-lost
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Creative Act: A Way of Being,"Rubin, Rick",0593652886,9780593652886,0593652886,406        pp,4.08,"32,149","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/60965426-the-creative-act
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doppelganger: A Trip into the Mirror World,"Klein, Naomi",0374610320,9780374610326,0374610320,416        pp,4.26,"10,453","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/138505710-doppelganger
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,315","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/62873378-the-art-thief
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,236","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/61214136-the-collected-regrets-of-clover
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adelaide,"Wheeler, Genevieve*",1250280842,9781250280848,1250280842,304        pp,3.97,"30,253","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/60784312-adelaide
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pineapple Street,"Jackson, Jenny*",059349069X,9780593490693,059349069X,304        pp,3.58,"153,170","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/61246258-pineapple-street
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Immortality: A Love Story        (The Anatomy Duology, #2)","Schwartz, Dana*",1250861012,9781250861016,1250861012,389        pp,3.94,"21,020","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/60784644-immortality
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The September House,"Orlando, Carissa",0593548612,9780593548615,0593548612,344        pp,3.94,"27,783","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/64623481-the-september-house
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House with Good Bones,"Kingfisher, T.",1250829798,9781250829795,1250829798,247        pp,3.70,"32,558","Mar 28, 2023","Mar 28, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my favorite. It wasn’t a bad book, but to me, it was incredibly boring. I thought it was supposed to be scary, but it wasn’t, and I kept hoping itNot my favorite. It wasn’t a bad book, but to me, it was incredibly boring. I thought it was supposed to be scary, but it wasn’t, and I kept hoping it would get better.But I did love Hermes and the vultures. ...more",Notes are private!,0,1,1,"Jan 23, 2024","Jan 25, 2024","Jan 20, 2024",,Hardcover,view (with text),/book/show/60784409-a-house-with-good-bones
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holly,"King, Stephen*",1668016133,9781668016138,1668016133,449        pp,4.14,"91,042","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/65916344-holly
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge,"Beukes, Lauren*",0316267880,9780316267885,0316267880,432        pp,3.69,"1,640","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/64000639-bridge
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Keep My Exoskeletons to Myself,"Crane, Marisa",164622129X,9781646221295,164622129X,352        pp,3.97,"4,951","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/60679392-i-keep-my-exoskeletons-to-myself
