,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tessa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trandafirul negru,"Buffa, D.W.",6066091255,9786066091251,6066091255,320        pp,4.08,24,unknown,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Oct 30, 2019","Oct 30, 2019",,Paperback,view,/book/show/34511390-trandafirul-negru
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viens avec ton cierge        (San-Antonio #99),San-Antonio,2265085014,9782265085015,2265085014,249        pp,3.78,32,"Oct 20, 1978","Jun 29, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,2,not setnot set,"Oct 28, 2019not set","Oct 28, 2019",,Mass Market Paperback,view,/book/show/1514093.Viens_avec_ton_cierge
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful You,"Palahniuk, Chuck*",0385538030,9780385538039,0385538030,240        pp,3.04,"18,440","Oct 21, 2014","Oct 21, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Oct 24, 2019","Oct 24, 2019",,Hardcover,view,/book/show/19523454-beautiful-you
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Birdman        (Jack Caffery, #1)","Hayder, Mo",0440236169,9780440236160,0440236169,448        pp,3.89,"23,215","Dec 01, 1999","Oct 10, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un thriller foarte reusit, care mi-a placut mult. As fi dat 5 stele daca de pe la jumatate nu mi-as fi dat seama ce urmeaza sa se intample in deznodamUn thriller foarte reusit, care mi-a placut mult. As fi dat 5 stele daca de pe la jumatate nu mi-as fi dat seama ce urmeaza sa se intample in deznodamant. Cartea trateaza si un subiect ce reprezinta o problema actuala si anume femeile (sau barbatii) care devin obsedate de anumite persoane si care fac orice pentru a pastra aceste relatii, care cred ele ca sunt romantice. In poveste e vorba despre iubita politistului, Veronica, ce incearca sa-l pastreze, manipulandu-l in diferite feluri; intai prin sex apoi prefacandu-se bolnava iar intr-un final, disperata, distrugand toate dovezile pe care acesta le-a adunat, in decurs de cativa ani, despre moartea fratelui sau. Trebuie sa ne ferim de asemenea oameni, care ne subjuga si ne pot face mult rau pentru a-si satisface un capriciu. Iata deci, ca romanul este si unul educativ pe langa faptul ca este un thriller politist foarte bun....more",Notes are private!,0,6,1,not set,"Oct 20, 2019","Oct 20, 2019",,Mass Market Paperback,view (with text),/book/show/130260.Birdman
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Papusa adormita        (Kathryn Dance, #1)","Deaver, Jeffery*",973103899X,9789731038995,973103899X,478        pp,3.94,"19,465","Jun 05, 2007",2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,"Oct 17, 2019","Oct 17, 2019",,Hardcover,view,/book/show/18272995-papusa-adormita
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un Cœur de Femme,"Bourget, Paul",9739142028,,,246        pp,2.75,20,"Jan 01, 1800","Jan 01, 1890",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,2,not setnot set,"Oct 14, 2019not set","Oct 14, 2019",,,view,/book/show/10272128-un-c-ur-de-femme
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violeta din safe,"Ojog-Braşoveanu, Rodica",,,,254        pp,4.10,284,"Jan 01, 1986",1986,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Oct 09, 2019","Oct 09, 2019",,Paperback,view,/book/show/13494995-violeta-din-safe
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Famous,"Elton, Ben",0552999458,9780552999458,0552999458,382        pp,3.67,"11,377",2001,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Oct 05, 2019","Oct 05, 2019",,Paperback,view,/book/show/8826.Dead_Famous
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proscrisii si alte povestiri din Comedia umana,"Balzac, Honoré de",9736831302,,,372        pp,3.60,15,1840,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,"Sep 30, 2019","Sep 30, 2019",,Paperback,view,/book/show/6818403-proscrisii-si-alte-povestiri-din-comedia-umana
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Splendeurs et misères des courtisanes,"Balzac, Honoré de",1979410607,9781979410601,1979410607,504        pp,4.06,"3,447",1838,"Nov 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Sep 26, 2019","Sep 26, 2019",,Paperback,view,/book/show/42880197-splendeurs-et-mis-res-des-courtisanes
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Contract,"Balzac, Honoré de",1406506621,9781406506624,1406506621,136        pp,3.56,321,1835,"May 05, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,"Sep 22, 2019","Sep 22, 2019",,Paperback,view,/book/show/551984.The_Marriage_Contract
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ratiuni criminale,"Cornwell, Patricia*",,9789735699222,,448        pp,3.72,"32,942","Oct 25, 2005",2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,"Sep 20, 2019","Sep 20, 2019",,Paperback,view,/book/show/17883469-ratiuni-criminale
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Testamentul lui Sherlock Holmes,"Doyle, Arthur Conan",9737010685,,,238        pp,4.35,20,unknown,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,2,not setnot set,"Sep 18, 2019not set","Sep 18, 2019",,Paperback,view,/book/show/50841757-testamentul-lui-sherlock-holmes
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In meniu: Un curcan fript,San-Antonio,9735840391,9789735840396,,176        pp,3.81,26,Mar 1958,1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Sep 15, 2019","Sep 15, 2019",,Paperback,view,/book/show/40639009-in-meniu
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Jury        (Paul Madriani, #6)","Martini, Steve",0515132136,9780515132137,0515132136,319        pp,3.93,"4,901","Jun 25, 2001","Jun 25, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 12, 2019","Sep 12, 2019",,Mass Market Paperback,view,/book/show/85316.The_Jury
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Die Trying        (Jack Reacher, #2)","Child, Lee*",0515142247,9780515142242,0515142247,567        pp,4.06,"144,448","Jul 20, 1998","Oct 28, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Sep 10, 2019","Sep 10, 2019",,Mass Market Paperback,view,/book/show/220969.Die_Trying
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ucenicul,"Gerritsen, Tess*",9731039023,9789731039022,9731039023,384        pp,4.14,"64,297",2002,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"''Ucenicul'' este continuarea romanului ''Chirurgul'' de Tess Gerritsen, in care versatul criminal in serie reuseste sa evadeze si sa se alature altui''Ucenicul'' este continuarea romanului ''Chirurgul'' de Tess Gerritsen, in care versatul criminal in serie reuseste sa evadeze si sa se alature altui criminal ce ucide asemanator. Tandemul Chirurgul - Dominatorul mi s-a parut foarte reusit si as fi apreciat cartea mai mult daca finalul ar fi fost mai bine gandit si nu atat de superificial. Mi se pare aproape imposibil, ca o intriga atat de bine sustinuta, sa fie rezolvata in doar cateva pagini. Un criminal in serie de calibrul Chirurgului, ar fi meritat o infruntare mai ampla si mai dramatica. Lucrul acesta nu se intampla, iar finalul este chiar enervant de simplu.Ca parti bune, as sublinia, nenumaratele descrieri din sfera medicinei si criminalisticii, de care cartea abunda si care fac deliciul cititorilor pasionati de aceste domenii....more",Notes are private!,0,12,1,not set,"Sep 08, 2019","Sep 08, 2019",,Paperback,view (with text),/book/show/18074468-ucenicul
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misterul din valea Boscombe,"Doyle, Arthur Conan",9737945824,,,368        pp,3.83,"6,705",Oct 1891,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,not set,"Sep 05, 2019","Sep 05, 2019",,Paperback,view,/book/show/50747735-misterul-din-valea-boscombe
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Peril at End House        (Hercule Poirot, #8)","Christie, Agatha",0007119305,9780007119301,0007119305,287        pp,4.00,"68,788",Feb 1932,2001,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Sep 03, 2019","Sep 03, 2019",,Paperback,view,/book/show/16424.Peril_at_End_House
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disparitia,"Gerritsen, Tess*",6066090038,9786066090032,6066090038,352        pp,4.14,"66,766","Aug 23, 2005",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Aug 30, 2019","Aug 30, 2019",,Paperback,view,/book/show/17907856-disparitia
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Capcana Margrave        (Jack Reacher, #1)","Child, Lee*",9735014491,9789735014490,B004ZKUE4I,470        pp,4.08,"318,548",1997,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,"Aug 29, 2019","Aug 29, 2019",,Paperback,view,/book/show/18163009-capcana-margrave
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ring        (Ring, #1)","Suzuki, Kōji",1932234411,9781932234411,1932234411,282        pp,3.80,"23,716",1991,"Apr 25, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Aug 27, 2019","Aug 27, 2019",,Paperback,view,/book/show/38379.Ring
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"61 Hours        (Jack Reacher, #14)","Child, Lee*",0385340583,9780385340588,0385340583,383        pp,4.12,"90,029","Mar 18, 2010","May 18, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fara indoiala, cel mai emotionant roman din aceasta serie. Lee Child are meritul extraordinar de a-i conferi veridicitate eroului sau umanizandu-l. AsFara indoiala, cel mai emotionant roman din aceasta serie. Lee Child are meritul extraordinar de a-i conferi veridicitate eroului sau umanizandu-l. Astfel, in acest volum, avem ocazia sa vedem un Jack Reacher care pe langa faptul ca este dur, neinfricat si invincibil, are si sentimente ba chiar sufera.Cunoastem asadar, ipostaze surprinzatoare pentru el, atunci cand pierde persoane dragi, cand este ranit si disperat. Cu toate acestea, asa cum il stim, protagonistul nu renunta niciodata la lupta, chiar daca trebuie sa-si infrunte dusmanii cu mainile goale in situatii imposibile. Finalul este tensionat, cititorul va avea emotii pentru reusita lui Reacher, se va teme pentru el si va crede, la un moment dat ca eroul sau preferat a pierdut lupta. Insa, indiferent de rezultat, autorul ne linisteste ca urmeaza o noua carte, ca seria va avea o continuare. Intrebarea e: cu Reacher sau fara el? P.s. Spoiler sau nu, va soptesc: e cu Reacher! :D...more",Notes are private!,0,17,1,not set,"Aug 25, 2019","Aug 25, 2019",,Hardcover,view (with text),/book/show/6977769-61-hours
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Main,Trevanian,1400098238,9781400098231,1400098238,352        pp,3.86,"1,477",Jan 1976,"Jul 26, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Aug 21, 2019","Aug 20, 2019",,Paperback,view,/book/show/30892.The_Main
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chirurgul,"Gerritsen, Tess*",,9789731035024,9731035028,320        pp,4.10,"161,730","Oct 02, 2001",2008,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As incepe prin a mentiona ca acesta este al doilea roman pe care-l citesc de la aceasta autoare. Imi plac foarte mult thrillerele medicale, iar autoarAs incepe prin a mentiona ca acesta este al doilea roman pe care-l citesc de la aceasta autoare. Imi plac foarte mult thrillerele medicale, iar autoarea fiind medic de profesie, aveam asteptari destul de mari. Insa pe tot parcursul romanului, am avut impresia ca Tess Gerritsen ar da mai degraba un examen la medicina, insirand absolut toate cunostintele medicale in detrimentul naratiunii. Mai mult, in ciuda profesiei pe care a avut-o, in una dintre scene ce implica o fata adormita cu cloroform, autoarea a omis faptul ca aceasta substanta poate provoca stari de greata foarte accentuate si a descris-o ca avand gura acoperita cu banda adeziva, astfel incat ea s-ar fi inecat la trezire. Iata o greseala de logica si de medicina care este greu de trecut cu vederea.De asemenea, acest volum este trecut ca facand parte din seria Jane Rizzoli & Maura Isles, insa cea de-a doua nu apare deloc in aceasta carte.In ciuda acestor lipsuri este un roman bun, dar as recomanda urmatoarele carti din serie cum ar fi ""Pacatoasa""....more",Notes are private!,0,10,1,not set,"Aug 18, 2019","Aug 18, 2019",,Hardcover,view (with text),/book/show/18074482-chirurgul
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vânătoarea de crime        (Hercule Poirot, #35)","Christie, Agatha",6066091905,9786066091909,6066091905,224        pp,3.82,"31,353",Oct 1956,Mar 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Aug 12, 2019","Aug 12, 2019",,Paperback,view,/book/show/15707768-v-n-toarea-de-crime
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pacatoasa,"Gerritsen, Tess*",9731039538,9789731039534,9731039538,384        pp,4.14,"56,531","Jan 01, 2003","Oct 27, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,"Aug 11, 2019","Aug 11, 2019",,Paperback,view,/book/show/17881783-pacatoasa
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Make Me        (Jack Reacher, #20)","Child, Lee*",0593073894,9780593073896,0593073894,432        pp,4.01,"75,277","Sep 08, 2015","Sep 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,2,not setnot set,"Aug 09, 2019not set","Aug 09, 2019",,Paperback,view,/book/show/23664710-make-me
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speranta de viata,"Koontz, Dean*",6068251330,9786068251332,6068251330,480        pp,4.01,"37,894",2005,"Mar 21, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 02, 2019","Aug 02, 2019",,Paperback,view,/book/show/17881797-speranta-de-viata
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O crimă anunțată,"Christie, Agatha",6066096419,9786066096416,6066096419,256        pp,4.01,"72,066",Jun 1950,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Jul 30, 2019","Jul 30, 2019",,Paperback,view,/book/show/37933196-o-crim-anun-at
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Asupritul si alte povestiri        (Hercule Poirot, #31)","Christie, Agatha",6066093533,9786066093538,6066093533,224        pp,3.72,"6,708",1951,Dec 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,"Jul 28, 2019","Jul 28, 2019",,Paperback,view,/book/show/17342670-asupritul-si-alte-povestiri
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bad Luck and Trouble        (Jack Reacher, #11)","Child, Lee*",0385340559,9780385340557,0385340559,378        pp,4.22,"92,243","Apr 02, 2007","May 15, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un roman bun de actiune in care Jack Reacher este la fel de eficient si infailibil. La fel ca in celelalte carti din serie, protagonistului ii reusescUn roman bun de actiune in care Jack Reacher este la fel de eficient si infailibil. La fel ca in celelalte carti din serie, protagonistului ii reusesc toate pastrandu-si totodata si carisma cu care ne-a obisnuit.Ca o particularitate amuzanta, in primul capitol, cititorului ii este relevat codul pin de la cardul lui Reacher: 8197. Totusi, ipotetic vorbind, cei care s-ar incumeta sa-l foloseasca, nu ar gasi mare lucru - asta pentru ca toata averea lui Reacher este o periuta de dinti pliabila. Va recomand aceasta carte si intreaga serie ce il are ca erou pe Jack Reacher. ...more",Notes are private!,0,12,1,not set,"Jul 26, 2019","Jul 26, 2019",,Hardcover,view (with text),/book/show/108942.Bad_Luck_and_Trouble
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Break In        (Kit Fielding, #1)","Francis, Dick",0425199932,9780425199930,0425199932,320        pp,4.12,"5,909","Sep 24, 1985","Jan 04, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jul 19, 2019","Jul 19, 2019",,Mass Market Paperback,view,/book/show/8538.Break_In
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zece negri mititei,"Christie, Agatha",9735400901,9789735400903,9735400901,256        pp,4.28,"1,355,676","Nov 06, 1939",Jan 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,18,1,not set,"Jul 14, 2019","Jul 14, 2019",,Paperback,view,/book/show/16096587-zece-negri-mititei
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sezonul otrăvit        (Lady Emily, #2)","Alexander, Tasha*",9731430458,9789731430454,9731430458,384        pp,3.98,"12,960","Apr 10, 2007",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Jul 12, 2019","Jul 12, 2019",,Paperback,view,/book/show/23293322-sezonul-otr-vit
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conspiraţia,"Brown, Dan*",9735766566,9786068255262,6068255263,512        pp,3.75,"664,711",2001,2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Jul 09, 2019","Jul 09, 2019",,Hardcover,view,/book/show/12888470-conspira-ia
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Club,"Palahniuk, Chuck*",0393355942,9780393355949,0393355942,224        pp,4.19,"591,631","Aug 17, 1996","May 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,15,1,not set,"Jul 08, 2019","Jul 08, 2019",,Paperback,view,/book/show/36236124-fight-club
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Anne,"du Maurier, Daphne",0316323713,9780316323710,0316323713,351        pp,3.43,"2,575","Jan 01, 1954","Dec 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Jul 04, 2019","Jul 04, 2019",,ebook,view,/book/show/17899950-mary-anne
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moartea semnează indescifrabil,"Ojog-Braşoveanu, Rodica",9738642116,,,270        pp,4.13,540,"Jan 01, 1971",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,Jul 2019,"Jul 01, 2019",,Paperback,view,/book/show/9308125-moartea-semneaz-indescifrabil
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call in the Night,"Howatch, Susan",0751533122,9780751533125,0751533122,208        pp,3.43,257,"Jan 01, 1967","Dec 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Jun 29, 2019","Jun 29, 2019",,Paperback,view,/book/show/11268.Call_in_the_Night
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un blestem cu domiciliu stabil,"Ojog-Braşoveanu, Rodica",9739826210,,,236        pp,4.05,368,"Jan 01, 1998",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,"Jun 27, 2019","Jun 27, 2019",,Paperback,view,/book/show/11153467-un-blestem-cu-domiciliu-stabil
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bîntuiţii,"Palahniuk, Chuck*",9734645404,9789734645404,9734645404,456        pp,3.60,"104,282","Jun 21, 2005",Jun 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,not set,"Jun 25, 2019","Jun 25, 2019",,Paperback,view,/book/show/23451933-b-ntui-ii
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fericiţi cei însetaţi,"Holt, Anne",9737078845,9789737078841,9737078845,264        pp,3.60,"2,626",1993,"Nov 22, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anne Holt este o autoare cu reputatie internationala, asadar si asteptarile de la carte au fost mari. Orice roman politist are la baza desfasurarea anAnne Holt este o autoare cu reputatie internationala, asadar si asteptarile de la carte au fost mari. Orice roman politist are la baza desfasurarea anchetei ce duce spre aflarea adevarului sau prinderea faptasului. Ori tocmai aici romanul este foarte slab. Astfel, dupa 150 de pagini citite nu se releva nimic in legatura cu ancheta, ba mai mult ne este povestita viata plina de drame personale a politistilor, programul lor incarcat despre care se plang in continuu, vremea din Oslo si alte detalii care nu tin de prinderea infractorului. La un moment dat devenisem ingrijorata, avand impresia ca nu-l vom mai prinde in romanul acesta. Parea ca este usor sa ucizi in Oslo cu asemenea politisti.Insa, miraculos, ca o incercare disperata a autoarei, in doar cateva pagini (nici macar un capitol), brusc toata lumea afla identitatea faptasului si toti se pun pe urmele lui. Cartea nu este rea in esenta dar cititorul imi imaginez ca nu doreste sa citeasca o drama ci un roman politist si ar fi interesat de evolutia progresiva a cazului....more",Notes are private!,0,18,2,not setnot set,"Jun 22, 2019not set","Jun 22, 2019",,Paperback,view (with text),/book/show/19477164-ferici-i-cei-nseta-i
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vocile,"Indriðason, Arnaldur",9737075358,9789737075352,9737075358,376        pp,3.87,"14,263",2002,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,"Jun 18, 2019","Jun 18, 2019",,Paperback,view,/book/show/16159055-vocile
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dagon and Other Macabre Tales,"Lovecraft, H.P.",0870540394,9780870540394,0870540394,448        pp,4.07,"7,297",1933,"Oct 28, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Jun 13, 2019","Jun 13, 2019",,Hardcover,view,/book/show/102575.Dagon_and_Other_Macabre_Tales
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Necunoscuta din congelator,"Ojog-Braşoveanu, Rodica",,9789735698188,,416        pp,4.25,812,"Mar 01, 2006",Mar 2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,"Jun 11, 2019","Jun 11, 2019",,Paperback,view,/book/show/10297871-necunoscuta-din-congelator
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exorcistul,"Blatty, William Peter",9735690047,,,320        pp,4.20,"234,509",May 1971,1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,"Jun 09, 2019","Jun 09, 2019",,Paperback,view,/book/show/18077721-exorcistul
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crima din Bayswater,"Zărnescu, Constantin",9733203785,,,223        pp,5.00,1,1994,1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Jun 07, 2019not set","Jun 07, 2019",,Paperback,view,/book/show/46200644-crima-din-bayswater
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Psycho        (Psycho, #1)","Bloch, Robert",0747545251,9780747545255,0747545251,208        pp,4.12,"68,012","Apr 10, 1959","Jan 31, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Jun 05, 2019","Jun 05, 2019",,Paperback,view,/book/show/156427.Psycho
