,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,David's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light of Falling Stars,"Lennon, J. Robert*",1573226823,9781573226820,1573226823,307        pp,3.37,568,1997,"Apr 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2015",,Paperback,view,/book/show/145004.The_Light_of_Falling_Stars
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Serena,"Rash, Ron*",0061470856,9780061470851,0061470856,371        pp,3.54,"36,010","Oct 07, 2008","Oct 07, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now that I have left North Carolina far behind, I find that some fiction can take me back to what is undoubtedly an authentic Carolina country roughneNow that I have left North Carolina far behind, I find that some fiction can take me back to what is undoubtedly an authentic Carolina country roughness in the early years of the old century. The depth and rigor of Rash's writing, his diction particularly, is inspiring and immersing. This is an occasion a reader hopes to experience: when your first thought after closing the book is a question about how this was done, what knowledge came into play, how historical knowledge had to be met with imaginative contexts, and how deliberatively written this book is. One answer is to find a model in Shakespeare, and follow its chilling inevitabilities. Another reason is to strike some bargain permitting you to write with certainty of inner lives, and, if needed, to imagine all the possibilities of amorality and follow them. Never having read Rash before, I regret it has taken me so long. Now, too late, I know I would have enjoyed leading a conversation about Serena with Carolina voices in the group. (This is one of three great novels about logging that I have read. Ken Kesey's Sometimes a Great Notion was the first. The Clearing by Tim Gautreaux was next. Now I must look for my copy of Why the Tree Loves the Axe.)...more",Notes are private!,0,0,1,not set,"Aug 31, 2015","Sep 04, 2015",,Hardcover,view (with text),/book/show/2815590-serena
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen Souls        (Jack Lennon Investigations #3),"Neville, Stuart*",1569479836,9781569479834,1569479836,354        pp,3.89,"1,637","Oct 04, 2011","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The breakdown of the old Soviet Union has been a boon to crime writers in the West. So many Armenians, Russians, Latvians, and (in this case) LithuaniThe breakdown of the old Soviet Union has been a boon to crime writers in the West. So many Armenians, Russians, Latvians, and (in this case) Lithuanians to practice crime syndication in the rest of Europe, like the Belfast of this novel. Neville handles the heavy actors in his kidnapping and prostitution procedural smartly, though I suggest that anyone who wants to read this superior series ought to begin from his earliest book, the astonishingly good The Ghosts of Belfast. Having mentioned the overuse of heavy accented brutes, I should also point out that Belfast has its native share of dim and brutal leftovers from the troubles. They are portrayed as clueless mugs without much hope. Detective Jack Lennon has his own troubled past to counter his hope, and his own Irish guilt to serve as punishment. But we learn that even a Lithuanian mobster has to obey the trip his mother lays heavily on him, though it does not work out so very well for him, now, does it?....more",Notes are private!,0,0,1,not set,"Aug 25, 2015","Aug 27, 2015",,Hardcover,view (with text),/book/show/10714451-stolen-souls
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Grave,"Eriksson, Kjell",0749018291,9780749018290,0749018291,384        pp,3.28,639,2009,"Jan 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bitter academic resentment at the Nobel Prize level, a wealthy laureate with a heritage of exquisite cruelty and unforgivable abuse, in a lonely socieBitter academic resentment at the Nobel Prize level, a wealthy laureate with a heritage of exquisite cruelty and unforgivable abuse, in a lonely society where kindness appears only by accident: what could possibly go wrong, even in a well-tended, forested Swedish neighborhood? It's fine crime writing that changes expectations. Open Grave is a character study, not a procedural -- the ineffective police don't really appear until page 127 -- and the grave is not dug until the final pages. Yet by steady Scandinavian pondering and cogitation, the novel manages to address the grace of finding a clear path to living without bitterness and envy. Scholars, misers, and prize-winners beware; this book is for you....more",Notes are private!,0,0,1,not set,"Aug 10, 2015","Aug 15, 2015",,Paperback,view (with text),/book/show/25640628-open-grave
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bull Mountain        (Bull Mountain, #1)","Panowich, Brian*",039917396X,9780399173967,039917396X,290        pp,3.99,"11,924","Jul 07, 2015","Jul 07, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel really needed a less cliched beginning, a clearer moral sensibility, and fewer extremities of cruelty and character. As a recently arrived This novel really needed a less cliched beginning, a clearer moral sensibility, and fewer extremities of cruelty and character. As a recently arrived Georgian, I found it insulting to the people it wants to portray, and therefore insulting to the reader. I notice its popularity with dismay....more",Notes are private!,0,7,1,not set,"Aug 05, 2015","Aug 09, 2015",,Hardcover,view (with text),/book/show/23398919-bull-mountain
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mark of the Grizzly: True Stories of Recent Bear Attacks and the Hard Lessons Learned,"McMillion, Scott",1560446366,9781560446361,1560446366,249        pp,4.10,522,"Apr 01, 1998","Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 09, 2015",,Paperback,view,/book/show/423982.Mark_of_the_Grizzly
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black River,"Hulse, S.M.*",0544309871,9780544309876,0544309871,240        pp,3.99,"2,653","Jan 01, 2015","Jan 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First novels almost always deserve basic praise for the audacity of the challenge they represent. Sustaining an invented narrative over a long passageFirst novels almost always deserve basic praise for the audacity of the challenge they represent. Sustaining an invented narrative over a long passage of time and complexity is difficult, and to undertake the attempt is bold, and occasionally arrogant. The arrogant writers are easy to address by saying nothing. And for some others, real writing skill and imaginative talent can emerge only after an initial attempt. The great first novel is rare, and yet here is an example of exactly that rarity, in a relatively brief but clearly satisfying form.S. M. Hulse manages at least five strong narrative strands in Black River and any one of them is daunting: a devastating loss, conflict with a son, lasting wounds and inner scars, dealing with crippling bitter memories, and what music means to a man who has lost it. Other themes adroitly play a part in the unrolling of the story. But these five are enough to doom any novel without an artist in control. At its center is Wes Carver -- prison guard, musician, widower, stepfather, mourner -- as he experiences a fraught, angry return to the source of his bitterness. The rawness and depth of anger he shows is not far beneath everyday conversation and it is close to a generalized hatred. It always underlies memory and dialogue, and it stands fully in the way of arriving at a settled heart. Of course none of the losses can be erased or undone; it is his unyielding and grievous intensity that makes Wes the wreckage he is. Hulse is deeply impressive for managing the multiple strands, blending them artfully while introducing contexts, characters and attitudes that nearly match Wes in implacability and obduracy. He is a hardened man outwardly, but as the history of his feelings is told, he is fully exposed in a way I would expect to challenge an experienced master novelist. And more: Hulse is a powerful stylist and graceful narrator, undaunted by the complexity of good and evil in human forms. Black River also does great justice to Montana, not merely as an astonishing landscape, but as the bare place of hard endless winters that both forge and prove personal character. ...more",Notes are private!,0,0,1,not set,"Aug 22, 2015","Aug 09, 2015",,Hardcover,view (with text),/book/show/20256635-black-river
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unexploded,"MacLeod, Alison*",0241142636,9780241142639,0241142636,340        pp,3.56,862,"Jul 25, 2013","Jul 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2015",,Hardcover,view,/book/show/18212386-unexploded
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire and Forget: Short Stories from the Long War,"Gallagher, Matt*",0306821761,9780306821769,0306821761,256        pp,3.94,534,"Feb 05, 2013","Feb 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2015",,Paperback,view,/book/show/13588262-fire-and-forget
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The UnAmericans,"Antopol, Molly",0393349969,9780393349962,0393349969,256        pp,3.97,"2,512","Jan 27, 2014","Oct 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2015",,Paperback,view,/book/show/20663759-the-unamericans
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"March Violets        (Bernie Gunther, #1)","Kerr, Philip",0142004146,9780142004142,0142004146,245        pp,3.80,"17,012","Mar 23, 1989","Jul 27, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2015",,Paperback,view,/book/show/236819.March_Violets
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil's Teeth: A True Story of Obsession and Survival Among America's Great White Sharks,"Casey, Susan",0805080112,9780805080117,B0013TIZWC,304        pp,4.00,"6,595",2005,"May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this several years ago, before or after a book about grizzly bear attacks, during a period of too many faculty meetings.",Notes are private!,0,30,1,not set,not set,"Aug 09, 2015",,Paperback,view (with text),/book/show/91362.The_Devil_s_Teeth
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds, Singing","Wyld, Evie*",0307907767,9780307907769,0307907767,240        pp,3.61,"13,873","Jun 20, 2013","Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After building many small stone walls at my house, I found Wyld's novel to be similar to a pallet of twenty-pound rocks,waiting to be organized into rAfter building many small stone walls at my house, I found Wyld's novel to be similar to a pallet of twenty-pound rocks,waiting to be organized into relatively straight but fundamentally impermanent lines. This is a strenuous novel, written as much by muscle as by intellect, to be read with expectations of exhaustion from the acts of construction it requires. Set in both Britain and Australia, neither place holds comfort or respite for Jake, the woman at its center. Isolated from her rough origins, bullied and sexually abused, she is a woman strong enough to wrestle a sheep for shearing but unable to feel much at the center of her life. She seems permanently unsafe, a woman who cannot draw a comforting breath. Sheep and dogs are active players in the narrative; the heavy weather of Britain is fierce; and the unidentified murderous creature killing Jake's sheep seems almost to be a terrifying part of her self. Jake's history and character are revealed without sequence or certainty, so a reader constructs these things fitfully, compelled by the work at hand. Like one of my awkward stone walls, this fine novel could be remade in multiple ways and still remain perpetually unfinished and challenging....more",Notes are private!,0,4,1,not set,"Aug 04, 2015","Aug 05, 2015",,Hardcover,view (with text),/book/show/18142324-all-the-birds-singing
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lila        (Gilead, #3)","Robinson, Marilynne",0374187614,9780374187613,0374187614,261        pp,3.95,"33,315","Oct 07, 2014","Oct 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perhaps one day the nature of the American canon will expand to include Marilynne Robinson, Kent Haruf, and a small number of others among our most chPerhaps one day the nature of the American canon will expand to include Marilynne Robinson, Kent Haruf, and a small number of others among our most characteristic and masterful writers, allowing the unhappy souls romantic self-destroyers, Fitzgerald and Hemingway, to enter well-deserved retirements. (Keep Faulkner and Melville, and Whitman and Twain, geniuses all. But farewell to Hawthorne and Salinger. Let's add Agee, McCullers, and John Williams, to refresh the canon as well. Revive Willa Cather and Eudora Welty. There are more writers, and many individual works. Does anyone still read The Grapes of Wrath? Reading Marilynne Robinson made me think of that great book about work and struggle.)To expand the list in this way would recognize the deep veins of authentic faith and generosity, the kindness that is also strength, the dreaming and anticipating, that characterize an American experience and voice. We have rugged heroism, social striving, and self-destruction throughout American fiction. We have moral judgments, class and race wars, and destructive bitterness. What we need is human beings speaking to each other in words that describe the urgencies and surprises and the hidden intimate gifts in American experience. We need an understanding of the differences within differences remaining untold.What I admire about Lila and its predecessors (Gilead and Home) is the deliberate exposition of ambiguities and constraints of living in a wide landscape where homely rituals, the sustenance of relationships, the discoveries of possibilities, and subtle human changes -- all of them -- tell us that a tentative embrace of each other is possible, probably essential. We are contrasts to each other, even as we are siblings to each other. The varieties of experience and hope in our nation is still largely untold, in my view, and there are writers needed to tell about them. Robinson's Gilead trilogy, and Haruf's Holt quartet, are the beginnings of my list....more",Notes are private!,0,2,1,not set,"Jun 29, 2015","Jun 29, 2015",,Hardcover,view (with text),/book/show/20575411-lila
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Keeper of Lost Causes        (Department Q, #1)","Adler-Olsen, Jussi",0525952489,9780525952480,0525952489,400        pp,4.00,"80,278","Sep 12, 2007","Aug 23, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The terrific (if slow-starting) beginning to a series I expect to savor. The somber door of Scandinavian noir has swung open, and I will be inside a gThe terrific (if slow-starting) beginning to a series I expect to savor. The somber door of Scandinavian noir has swung open, and I will be inside a good long while....more",Notes are private!,0,1,1,Jun 2015,"Jun 06, 2015","Jun 08, 2015",,Hardcover,view (with text),/book/show/10822858-the-keeper-of-lost-causes
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Souls at Night,"Haruf, Kent",1101875895,9781101875896,1101875895,179        pp,3.92,"76,172","May 26, 2015","May 26, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Our Souls at Night is the perfect valediction for the series of novels Kent Haruf wrote with gentle understatement and kindness about the people of HoOur Souls at Night is the perfect valediction for the series of novels Kent Haruf wrote with gentle understatement and kindness about the people of Holt, Colorado. I will assume that any reader of this book has read its predecessors, and so does not need to hear details of its perfection. It is of course not a difficult book, but for a seventy year old reader, aware that Haruf died last Fall at seventy-one, it is a book that must be read through a veil of loss. Just as he deeply enriched the great American voice in fiction, his death has diminished that voice terribly, and the reader is left wanting. Within an hour of finishing Our Souls at Night, late this afternoon, I remembered the masterful poem by Wallace Stevens, ""Waving Adieu, Adieu, Adieu.""... To sleep or just to lie there still,Just to be there, just to be beheld,That would be bidding farewell, be bidding farewell.Read the book, read the poem to understand this valediction, and mourn the loss of a great American writer....more",Notes are private!,0,1,1,"Jun 07, 2015","Jun 08, 2015","Jun 08, 2015",,Hardcover,view (with text),/book/show/23602562-our-souls-at-night
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outrage        (Inspector Erlendur #9),"Indriðason, Arnaldur",0312659113,9780312659110,0312659113,281        pp,3.79,"8,354",2008,"Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's pronounced ARD nal durr IN drith uh son. It's a fine book, even without Erlendur. His absence is mentioned and any casual reader knows why he is It's pronounced ARD nal durr IN drith uh son. It's a fine book, even without Erlendur. His absence is mentioned and any casual reader knows why he is gone, poor haunted man. Detective Elinborg is the inquisitor here, and the unexpected crime and tangled frame were steadily inviting. So was the interior story of the detective's home life, subject to the Icelandic chills of every other relationship in Reykjavik. I will read them all now....more",Notes are private!,0,5,1,not set,"May 26, 2015","May 27, 2015",,Hardcover,view (with text),/book/show/13538724-outrage
