,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian Epicure Book Two,"Thomas, Anna",0394734157,9780394734156,0394734157,416        pp,4.05,588,1978,"Apr 12, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Paperback,view,/book/show/396752.The_Vegetarian_Epicure_Book_Two
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,883","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/59109077-horse
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598830,9780593598832,0593598830,304        pp,4.13,"103,690","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/62926992-the-wishing-game
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,859","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/63241104-tom-lake
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,790","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Kindle Edition,view,/book/show/61771675-hello-beautiful
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,336        pp,3.80,"428,744","May 25, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/62047984-yellowface
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnificat: A God Who Never Stopped Considering Women,"Blue, Debbie",1637531052,9781637531051,B09L9DTJX8,163        pp,4.55,11,unknown,"Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/59693160-magnificat
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,368","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2023",not set,"Nov 13, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",1784871052,9781784871055,B0753PVCCL,656        pp,4.02,"975,020","Sep 13, 2011","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/31114367-the-night-circus
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Wallpaper (Virago Modern Classics,"Gilman, Charlotte Perkins",0860682013,9780860682011,0860682013,59        pp,4.10,"201,649","Jan 10, 1892","Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/863005.The_Yellow_Wallpaper_Virago_Modern_Classics
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radio Silence,"Oseman, Alice*",0007559240,9780007559244,0007559240,403        pp,4.20,"110,046","Feb 25, 2016","May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/40119231-radio-silence
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,52 Blue,"Jamison, Leslie*",,,B00N2YK6IM,72        pp,3.73,199,"Aug 26, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/23148600-52-blue
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Make It Scream, Make It Burn","Jamison, Leslie*",0316259632,9780316259637,0316259632,272        pp,3.93,"2,757","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2023",not set,"Nov 10, 2023",,Hardcover,view,/book/show/43521617-make-it-scream-make-it-burn
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Recovering: Intoxication and Its Aftermath,"Jamison, Leslie*",0316259616,9780316259613,0316259616,534        pp,4.00,"6,151","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2023",not set,"Nov 10, 2023",,Hardcover,view,/book/show/35959632-the-recovering
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Empathy Exams,"Jamison, Leslie*",1555976719,9781555976712,1555976719,230        pp,3.67,"15,030","Apr 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Paperback,view,/book/show/17934655-the-empathy-exams
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's no different than shooting at tin cans,"Tyler, Anne*",1888636149,9781888636147,1888636149,0        pp,3.70,20,"Jan 01, 1999","Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Unknown Binding,view,/book/show/199890.It_s_no_different_than_shooting_at_tin_cans
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 1983,"Tyler, Anne*",0395348447,9780395348444,0395348447,unknown,3.76,29,"Jan 01, 1983",1983,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Paperback,view,/book/show/956903.The_Best_American_Short_Stories_1983
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half-truths and Semi-miracles: A Short Story,"Tyler, Anne*",,,B07CRW7MKX,35        pp,3.95,"1,586","May 29, 2018","May 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Kindle Edition,view,/book/show/40274742-half-truths-and-semi-miracles
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,991","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/53152636-mexican-gothic
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wise Children,"Carter, Angela",014017530X,9780140175301,014017530X,240        pp,3.91,"8,949","Jun 13, 1991","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/721867.Wise_Children
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Please Do Not Touch This Exhibit,"Campbell, Jen*",1780376626,9781780376622,B0BVWKH7JP,61        pp,4.38,240,unknown,"Sep 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/122871050-please-do-not-touch-this-exhibit
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0525555218,9780525555216,0525555218,293        pp,4.37,"124,146","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/55145261-the-anthropocene-reviewed
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel,"Kuang, R.F.*",0063021420,9780063021426,0063021420,544        pp,4.20,"218,574","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/57945316-babel
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"She Who Became the Sun        (The Radiant Emperor, #1)","Parker-Chan, Shelley*",,,B08GZXND63,416        pp,3.87,"69,399","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/48727813-she-who-became-the-sun
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,868","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Onibi: Diary of a Yokai Ghost Hunter,"Sentô, Atelier",4805314966,9784805314968,4805314966,128        pp,3.49,"1,291","Oct 25, 2016","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/37693160-onibi
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neverwhere,"Gaiman, Neil*",1472234359,9781472234353,1472234359,448        pp,4.17,"530,012","Sep 16, 1996","Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/36209098-neverwhere
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Julia and the Shark,"Millwood Hargrave, Kiran *",1510107789,9781510107786,1510107789,204        pp,4.34,"2,919","Sep 02, 2021","Sep 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/57951862-julia-and-the-shark
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe / The Song of Achilles,"Miller, Madeline*",9123977485,9789123977482,9123977485,0        pp,4.52,"1,538",unknown,"Jan 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/55028733-circe-the-song-of-achilles
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Hollow,Krystal Sutherland*,059311034X,9780593110348,059311034X,292        pp,4.04,"77,094","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/54613751-house-of-hollow
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,897","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/53238858-what-happened-to-you
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonely Castle in the Mirror,"Tsujimura, Mizuki",0857527274,9780857527271,0857527274,355        pp,4.28,"24,706",May 2017,"Apr 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/54633167-lonely-castle-in-the-mirror
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,691","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,879","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/50202953-piranesi
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"627,231","Mar 16, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/45047384-the-house-in-the-cerulean-sea
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golden Compass        (His Dark Materials, #1)","Pullman, Philip",0679879242,9780679879244,B001NAR73E,399        pp,4.02,"1,525,562","Jul 01, 1995","Apr 16, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/119322.The_Golden_Compass
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Empire,"Fidler, Richard",073333525X,9780733335259,073333525X,492        pp,4.22,"2,530","Jul 25, 2016","Jul 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/28933769-ghost-empire
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Travelling Cat Chronicles,"Arikawa, Hiro",0735235244,9780735235243,B07BJLCTMK,281        pp,4.34,"73,170",Nov 2012,"Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/40961230-the-travelling-cat-chronicles
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,235","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/34051011-pachinko
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norse Mythology,"Gaiman, Neil*",,,,301        pp,4.11,"319,306","Feb 07, 2017","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/37903770-norse-mythology
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,196","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/41081373-girl-woman-other
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nights at the Circus,"Carter, Angela",0140077030,9780140077032,0140077030,295        pp,3.88,"13,339","Sep 27, 1984","Mar 04, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/653651.Nights_at_the_Circus
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Priory of the Orange Tree        (The Roots of Chaos, #1)","Shannon, Samantha*",,,B07DFFQ2WQ,848        pp,4.20,"201,915","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/40275288-the-priory-of-the-orange-tree
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255665,9780062255662,0062255665,195        pp,4.02,"618,043","Jun 18, 2013","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/18505792-the-ocean-at-the-end-of-the-lane
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forest of Wool and Steel,"Miyashita, Natsu",0857525182,9780857525185,0857525182,224        pp,3.77,"3,727","Sep 15, 2015","Apr 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/40867533-the-forest-of-wool-and-steel
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,,,512        pp,4.36,"1,027,874",2011,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/23692271-sapiens
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troy        (Stephen Fry's Great Mythology, #3)","Fry, Stephen",0241424585,9780241424582,0241424585,414        pp,4.35,"30,111","Oct 29, 2020","Oct 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/53443339-troy
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heroes: Mortals and Monsters, Quests and Adventures        (Stephen Fry's Great Mythology, #2)","Fry, Stephen",0241380375,9780241380376,0241380375,415        pp,4.32,"45,590","Nov 01, 2018","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/41433634-heroes
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mythos: The Greek Myths Retold        (Stephen Fry's Great Mythology, #1)","Fry, Stephen",0718188721,9780718188726,0718188721,416        pp,4.26,"125,530","Nov 02, 2017","Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/35074096-mythos
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coraline,"Gaiman, Neil*",0061139378,9780061139376,0061139378,176        pp,4.12,"692,092","Jul 02, 2002","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/17061.Coraline
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Green Gables        (Anne of Green Gables, #1)","Montgomery, L.M.",0451528824,9780451528827,0451528824,320        pp,4.31,"978,831",1908,"May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Mass Market Paperback,view,/book/show/8127.Anne_of_Green_Gables
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instructions,"Gaiman, Neil*",0061960306,9780061960307,0061960306,40        pp,4.28,"7,540","Apr 27, 2010","Apr 27, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/7023148-instructions
