,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maria's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Benjamin's Crossing,"Parini, Jay",0805058249,9780805058246,0805058249,320        pp,3.63,126,"Jan 01, 1997","Jul 15, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Călatoria lui Walter Benjamin"" a lui Jay Parini mi se pare un roman superb, rotund, scris cu o artă desăvârșită. Pare că autorul stapânește perfect g""Călatoria lui Walter Benjamin"" a lui Jay Parini mi se pare un roman superb, rotund, scris cu o artă desăvârșită. Pare că autorul stapânește perfect genul biografiilor ficționalizate și mă refer aici, deopotrivă, și la romanul ""Ultima gară"", un roman la fel de bun. Recomand!...more",Notes are private!,0,1,1,"Jul 07, 2023","Jul 17, 2023","Jul 07, 2023",,Paperback,view (with text),/book/show/252154.Benjamin_s_Crossing
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vocile lui Pamano,"Cabré, Jaume",,9789737839459,,552        pp,4.31,"2,416",2004,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Jun 30, 2023","Jul 21, 2023","Jun 30, 2023",,Paperback,view,/book/show/59018957-vocile-lui-pamano
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cărţile lui Iacob,"Tokarczuk, Olga",,9789734691388,,960        pp,4.03,"7,915","Oct 23, 2014",May 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Jun 09, 2023","Jun 30, 2023","Jun 09, 2023",,Hardcover,view,/book/show/171783084-c-r-ile-lui-iacob
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Refugiul timpului,"Gospodinov, Gheorghi",,9786069786413,,352        pp,3.79,"15,062","Apr 29, 2020",May 2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tocmai am terminat de citit ultima pagină a romanului ""Refugiul timpului"" al lui Gheorghi Gospodinov și ard de nerabdare să împărtășesc și celor din bTocmai am terminat de citit ultima pagină a romanului ""Refugiul timpului"" al lui Gheorghi Gospodinov și ard de nerabdare să împărtășesc și celor din bula mea cu obiceiul cititului ce carte splendidă i-a reușit autorului.Tema centrală a romanului este declinul memoriei individuale, colective și chiar divine și încercările de a o salva, din perspectiva unui scriitor el însuși aflat în curs de pierdere a memoriei. Romanul este tot un țipăt prelung, ca al unei sirene de alarmă, asupra timpului care macină tot, indiferent de încercările de reconstituire a istoriei trăite.Mi s-a mai părut a fi, fără nicio îndoială, cel mai bun roman al lui Gospodinov de până acum (și mai bun decât acesta nu cred că ar mai putea să scrie, deși e încă tânăr).Stilistic, mi s-a părut că am de-a face cu o perfecțiune. Traducerea este, de asemenea, excelentă. Evident, vi-l recomand călduros!Iar la sfârșit, mi-am luat un răgaz să plâng....more",Notes are private!,0,9,1,"May 25, 2023","May 29, 2023","May 25, 2023",,Paperback,view (with text),/book/show/156640077-refugiul-timpului
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Povești de dragoste,"Petrushevskaya, Ludmilla",9734639528,9789734639526,9734639528,256        pp,3.40,"1,860","Jan 01, 2011",Jul 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,not setnot set,"May 22, 2023",,Paperback,view,/book/show/22638366-pove-ti-de-dragoste
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oamenii țarului nostru,"Ulitskaya, Lyudmila",,9786060972389,,352        pp,4.12,371,2000,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,0,not set,not set,"May 20, 2023",,Paperback,view,/book/show/154163216-oamenii-arului-nostru
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Einsamkeit. Die unerkannte Krankheit,"Spitzer, Manfred",3426276763,9783426276761,3426276763,317        pp,3.63,116,2018,"Mar 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 15, 2023","May 19, 2023","May 15, 2023",,Hardcover,view,/book/show/39712218-einsamkeit-die-unerkannte-krankheit
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grădinile Finzi-Contini,"Bassani, Giorgio",1602570345,9781602570344,1602570345,240        pp,3.78,"12,546",1962,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 05, 2023","May 15, 2023","May 05, 2023",,Paperback,view,/book/show/12507902-gr-dinile-finzi-contini
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Destin,"Shalev, Zeruya",,9786060971979,,352        pp,3.58,745,2021,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 02, 2023","May 05, 2023","May 02, 2023",,Paperback,view,/book/show/136535060-destin
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un Occident răpit sau Tragedia Europei Centrale,"Kundera, Milan",,9786060971986,,96        pp,4.25,808,Nov 1983,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 30, 2023",,Paperback,view,/book/show/131184430-un-occident-r-pit-sau-tragedia-europei-centrale
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simon,"Abgaryan, Narine",,9786060972105,,313        pp,4.51,"3,511",2020,2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Am găsit în finalul acestui roman trei pagini foarte poetice.,Notes are private!,0,15,1,not set,not set,"Apr 30, 2023",,Paperback,view (with text),/book/show/141097766-simon
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cei mai frumoși ani din viața lui Anton,"Isarin, Arthur",6067797933,9786067797930,6067797933,296        pp,3.82,122,Mar 2018,Apr 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 20, 2023","Jun 30, 2023","Apr 20, 2023",,Paperback,view,/book/show/57730113-cei-mai-frumo-i-ani-din-via-a-lui-anton
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Consolation: Finding Solace in Dark Times,"Ignatieff, Michael",0805055215,9780805055214,0805055215,304        pp,3.96,497,unknown,"Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 06, 2023","Apr 18, 2023","Apr 06, 2023",,Hardcover,view,/book/show/14936858-on-consolation
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wrong End of the Telescope,"Alameddine, Rabih",0802157807,9780802157805,0802157807,354        pp,4.03,"2,140","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 03, 2023","Apr 05, 2023","Apr 03, 2023",,Hardcover,view,/book/show/57427350-the-wrong-end-of-the-telescope
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ca să nu se aleagă praful de toate,"Perța, Cosmin",,9789734693351,,152        pp,4.04,163,unknown,2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Un roman bun.,Notes are private!,0,2,1,not set,not set,"Apr 02, 2023",,Paperback,view (with text),/book/show/123256414-ca-s-nu-se-aleag-praful-de-toate
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cine te uită,"Levantini, Maia",,9786060233060,,222        pp,4.56,9,unknown,2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un roman ficțional, ingenios construit în jurul unei istorii de familie ce necesită deslușiri, în care imersia în timpi diferiți și intrarea în contacUn roman ficțional, ingenios construit în jurul unei istorii de familie ce necesită deslușiri, în care imersia în timpi diferiți și intrarea în contact a generații diferite par să se facă firesc și necesar. Naratoarea e însoțită în călătoria ei ce poate fi interpretată și drept inițiatică de autorii favoriți care o locuiesc și care îi oferă sprijin și alinare.În galeria autoarelor românce contemporane, Maia Levantini este una cu un scris bine articulat și interesant....more",Notes are private!,0,2,1,"Mar 27, 2023","Mar 28, 2023","Mar 27, 2023",,Paperback,view (with text),/book/show/60378688-cine-te-uit
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,În umbra eșafodului,"Birch, Carol",973724477X,9789737244772,973724477X,448        pp,3.72,272,"Mar 01, 2009","May 31, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 19, 2023","Mar 29, 2023","Mar 19, 2023",,Paperback,view,/book/show/31942276-n-umbra-e-afodului
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,893","Feb 16, 2021","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 15, 2023","Mar 19, 2023","Mar 15, 2023",,Hardcover,view,/book/show/53733106-no-one-is-talking-about-this
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zgomotul alb,"DeLillo, Don",9731020357,9789731020358,B004ZKUI3K,344        pp,3.86,"115,123","Jan 21, 1985",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 07, 2023","Mar 15, 2023","Mar 07, 2023",,Paperback,view,/book/show/12386238-zgomotul-alb
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Măsurarea lumii,"Kehlmann, Daniel",973689195X,9789736891953,973689195X,244        pp,3.73,"18,943",2005,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/13012785-m-surarea-lumii
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lumea în flăcări,"Hustvedt, Siri",9734688375,9789734688371,9734688375,424        pp,3.70,"8,290",Mar 2014,Apr 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 25, 2023","Mar 03, 2023","Feb 25, 2023",,Paperback,view,/book/show/60766596-lumea-n-fl-c-ri
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,69,"Murakami, Ryū",4770019513,9784770019516,4770019513,192        pp,3.65,"3,783",1987,"Jan 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 25, 2023","Feb 25, 2023","Feb 25, 2023",,Paperback,view,/book/show/450667.69
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Femeia-urs,"Ramqvist, Karolina",,,,320        pp,3.07,781,2019,2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 16, 2023","Feb 22, 2023","Feb 16, 2023",,,view,/book/show/62534131-femeia-urs
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Năvala apelor,"Zamyatin, Yevgeny",9735014092,9789735014094,,78        pp,3.91,266,1929,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 15, 2023","Feb 15, 2023","Feb 15, 2023",,Paperback,view,/book/show/6424930-n-vala-apelor
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poezii,"Pillat, Ion",,,,550        pp,3.69,32,"Jan 01, 1967",1967,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 14, 2023","Feb 14, 2023","Feb 14, 2023",,Paperback,view,/book/show/17421276-poezii
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desfătările și mâhnirile muncii,"de Botton, Alain*",,9786069800263,,334        pp,3.62,"5,761",2008,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2023","Feb 14, 2023","Feb 11, 2023",,Paperback,view,/book/show/43330051-desf-t-rile-i-m-hnirile-muncii
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solomonarul,"Chirculescu, Florin",,9786064314383,,592        pp,3.26,35,unknown,"Nov 17, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O carte pe care, cu toată bunăvoința, mi-a fost imposibil s-o duc la capăt.",Notes are private!,0,6,1,"Feb 05, 2023","Feb 10, 2023","Feb 05, 2023",,Paperback,view (with text),/book/show/63280097-solomonarul
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plimbarea,"Bartis, Attila",,,,248        pp,3.47,188,1995,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 04, 2023","Feb 05, 2023","Feb 04, 2023",,Hardcover,view,/book/show/6069706-plimbarea
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Povestiri din garaj,"Mrakic, Goran*",,9786064302878,,288        pp,4.01,160,"Jul 20, 2018","Jul 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 02, 2023","Feb 04, 2023","Feb 02, 2023",,Paperback,view,/book/show/40798254-povestiri-din-garaj
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un cal într-o mare de lebede,"Nagy, Raluca*",,9786064302274,,184        pp,3.69,293,unknown,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Feb 2023,"Feb 02, 2023","Feb 01, 2023",,Paperback,view,/book/show/40668710-un-cal-ntr-o-mare-de-lebede
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scrisori catre Vasile Alecsandri,"Ghica, Ion",973791600X,,,262        pp,3.90,41,1884,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 27, 2023",Feb 2023,"Jan 27, 2023",,Paperback,view,/book/show/17268446-scrisori-catre-vasile-alecsandri
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scrisori de la Londra,"Barnes, Julian",9735699125,9789735699123,,512        pp,3.67,533,"Jan 01, 1995",Dec 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 23, 2023","Jan 27, 2023","Jan 23, 2023",,Hardcover,view,/book/show/13637883-scrisori-de-la-londra
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grădina de vară: povestiri,"Petrescu, Răzvan",9732300345,9789732300343,9732300345,221        pp,4.32,19,1989,"Jan 01, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mi-a plăcut tare mult această carte de proză scurtă, apărută în 1989, pe vremea în care cărțile erau supuse cenzurii acerbe. Chiar în atare condiții, Mi-a plăcut tare mult această carte de proză scurtă, apărută în 1989, pe vremea în care cărțile erau supuse cenzurii acerbe. Chiar în atare condiții, cartea de debut în volum a lui Răzvan Petrescu ne dezvăluie un autor apreciabil, născut, iar nu făcut, ceea ce ne-a demonstrat din plin și ulterior....more",Notes are private!,0,4,1,"Jan 16, 2023","Jan 23, 2023","Jan 16, 2023",,Paperback,view (with text),/book/show/4865573-gr-dina-de-var
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuțitul japonez,"Petrescu, Răzvan",9734686976,9789734686971,9734686976,208        pp,3.56,63,Oct 2021,Oct 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 15, 2023","Jan 16, 2023","Jan 15, 2023",,Paperback,view,/book/show/59423853-cu-itul-japonez
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Omul fără însușiri,"Musil, Robert",6067794160,9786067794168,6067794160,"1,016        pp",4.19,"6,731",1930,Nov 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,not set,not set,"Jan 14, 2023",,Hardcover,view,/book/show/42730260-omul-f-r-nsu-iri
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mic dejun la Tiffany,"Capote, Truman",9734631977,9789734631971,9734631977,187        pp,3.85,"264,726","Oct 28, 1958",Oct 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 14, 2023",,Paperback,view,/book/show/18230875-mic-dejun-la-tiffany
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moromeții II        (Moromeții, #2)","Preda, Marin",,,,546        pp,3.55,"3,215",1967,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 14, 2023",,Hardcover,view,/book/show/7595273-morome-ii-ii
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cele mai frumoase poezii - Anna Ahmatova,"Akhmatova, Anna",,,,215        pp,4.00,6,unknown,1968,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 14, 2023","Jan 15, 2023","Jan 14, 2023",,,view,/book/show/55458413-cele-mai-frumoase-poezii---anna-ahmatova
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dezonoare,"Coetzee, J.M.",9736893901,9789736893902,9736893901,252        pp,3.85,"106,330",1999,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 11, 2023",,Paperback,view,/book/show/16153661-dezonoare
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scrisoare către tata,"Kafka, Franz",6068102742,9786068102740,6068102742,0        pp,4.35,134,unknown,2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 11, 2023",,Audiobook,view,/book/show/56531010-scrisoare-c-tre-tata
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Şoareci şi oameni,"Steinbeck, John",9735767651,9789735767655,9735767651,160        pp,3.88,"2,546,699","Feb 25, 1937",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2023",,Paperback,view,/book/show/10990286-oareci-i-oameni
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Multă forță și un dram de gingășie,"Dósa, Andrei",9734684930,9789734684939,9734684930,216        pp,3.83,477,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 09, 2023","Jan 11, 2023","Jan 09, 2023",,Paperback,view,/book/show/58152856-mult-for-i-un-dram-de-ging-ie
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mânia lui Mao: China de astăzi văzută prin ochii unui scriitor,Yu Hua,9735064391,9789735064396,9735064391,164        pp,3.83,181,Aug 2018,May 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Apr 2024,"Apr 06, 2024","Jan 09, 2023",,Paperback,view,/book/show/46063349-m-nia-lui-mao
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Preda - Adevărul ca o pradă,"Raileanu, Bogdan*",973469085X,9789734690855,973469085X,296        pp,4.18,88,unknown,Aug 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 08, 2023","Jan 09, 2023","Jan 08, 2023",,Paperback,view,/book/show/62829450-preda---adev-rul-ca-o-prad
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sălbaticul,"Arriaga, Guillermo",6067105888,9786067105889,6067105888,736        pp,4.43,"5,869",Oct 2016,Nov 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Jan 04, 2023",,Paperback,view,/book/show/42759882-s-lbaticul
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teodosie cel Mic,"Rădulescu, Răzvan",9734603558,,,440        pp,4.12,107,2006,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 04, 2023","Jan 07, 2023","Jan 04, 2023",,Hardcover,view,/book/show/9814126-teodosie-cel-mic
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viaţa şi faptele lui Ilie Cazane,"Rădulescu, Răzvan",,9789734608898,9734608894,264        pp,3.85,72,"Jan 01, 2008",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 04, 2023","Jan 04, 2023","Jan 04, 2023",,Hardcover,view,/book/show/15997003-via-a-i-faptele-lui-ilie-cazane
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un roman epistolar,"Negoiţescu, Ion",,,,374        pp,4.83,6,"Jan 01, 1978",1978,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2023,"Jan 08, 2023","Jan 01, 2023",,Paperback,view,/book/show/25588156-un-roman-epistolar
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinitul într-o trestie,"Vallejo, Irene",,9786069783337,,624        pp,4.27,"16,428","Sep 18, 2019",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 26, 2022","Dec 29, 2022","Dec 26, 2022",,Paperback,view,/book/show/63893511-infinitul-ntr-o-trestie
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Satantango,"Krasznahorkai, László",0811217345,9780811217347,0811217345,274        pp,4.14,"8,185",1985,"Mar 05, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 19, 2022","Dec 26, 2022","Dec 19, 2022",,Hardcover,view,/book/show/11455485-satantango
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Finch,"Barnes, Julian",059353543X,9780593535431,059353543X,192        pp,3.16,"5,658","Apr 14, 2022","Aug 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Câteva rânduri despre ""Elizabeth Finch"", romanul lui Julian Barnes aparut în acest an la Humanitas, în traducerea lui Radu Paraschivescu:Roman de ficțCâteva rânduri despre ""Elizabeth Finch"", romanul lui Julian Barnes aparut în acest an la Humanitas, în traducerea lui Radu Paraschivescu:Roman de ficțiune, cu o parte din trei de exegeză istorică asupra ultimului împarat roman păgân, Iulian Apostatul, cartea mi se pare o pledoarie pentru personajele nonconformiste care, gândind în afara tiparelor, schimbă existențele celor cu care, întâmplător sau nu, vin în contact. Stilistic, romanul este destul de sărac, în stilul consacrat Barnes, dar, la nivel ""filosofic"", lanseaza câteva idei interesante și valabile pentru viețuire....more",Notes are private!,0,4,1,"Dec 16, 2022","Dec 18, 2022","Dec 16, 2022",,Hardcover,view (with text),/book/show/59900690-elizabeth-finch
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mon maître et mon vainqueur,"Désérable, François-Henri",2072900948,9782072900945,2072900948,192        pp,3.85,822,"Aug 19, 2021","Aug 19, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 13, 2022","Dec 15, 2022","Dec 13, 2022",,Paperback,view,/book/show/58701374-mon-ma-tre-et-mon-vainqueur
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician,"Tóibín, Colm",1476785082,9781476785080,1476785082,498        pp,4.03,"15,418","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 05, 2022","Dec 13, 2022","Dec 05, 2022",,Hardcover,view,/book/show/56897459-the-magician
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amor fără miză,"Ormesson, Jean d'",,9786068564449,6068564444,160        pp,3.57,141,1960,2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 03, 2022","Dec 04, 2022","Dec 03, 2022",,Paperback,view,/book/show/39723060-amor-f-r-miz
