,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bandit's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interesting Facts about Space,"Austin, Emily*",,,B0C7RM8C9Y,320        pp,3.85,"11,671","Jan 30, 2024","Jan 30, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are so many interesting facts about space.Here are some interesting facts about the protagonist of this novel: she’s obsessed with true crime poThere are so many interesting facts about space.Here are some interesting facts about the protagonist of this novel: she’s obsessed with true crime podcasts, she’s deaf in one ear, she thinks someone’s been sneaking into her apartment, she’s never had a relationship for longer then two or three months, She’s very close with her mother, she orders women off of Tinder like takeout for casual hook ups, she had two half-sisters she’d only recently met, she believes there is a darkness inside her, oh and she has an inexplicable phobia of bald men.See, queer and quirky, just like the market currently enjoys. Might have been rather trite, but Austin’s too good of a writer for that, making what may have been a collection of gimmicks into a compelling story. No small trick considering that I actually didn’t care much for the protagonist. Yet I was totally in for the ride of her finally sorting herself out. Despite some dark elements, it’s actually a rather optimistic book, shining all kinds of light on the other end, presenting life as both less dangerous and more welcoming than one might have expected. Hopeful, if you’re into that sort of thing. Quick, humorous, engaging read. Thanks Netgalley....more",Notes are private!,0,5,1,"Jan 06, 2024","Jan 07, 2024","Jan 07, 2024",,Kindle Edition,view (with text),/book/show/177059739-interesting-facts-about-space
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Excess of Dark,"Lagoe, Red*",1998851389,9781998851386,B0CNP1KNPK,135        pp,4.35,133,unknown,"Mar 15, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read Lagoe’s short fiction collections, so I sort of knew what to expect, but she went darker with this novella. Also, pronouncedly more literaryI’ve read Lagoe’s short fiction collections, so I sort of knew what to expect, but she went darker with this novella. Also, pronouncedly more literary, though at times that just read as overdone.The plot her involves a woman who finds that her nightmares are coming true … and killing people, through no intent of her own. She can’t help it, she simply have an excess of dark with her.You get to follow her journey as she struggles to reign in her terrible and unwanted powers and perhaps even use them to her advantage. Unsurprisingly, Eric LaRocca who specializes in the dark and terrible underbelly of humanity sort of stories put up the cover blurb for it. If you like his work, you’ll likely enjoy this one. It’s pronouncedly less queer and not quite as good but it’s much in the same vein.The story often bogged down under the weight of the author’s ambition but managed to come through rather nicely at the end. A quick read. Thanks Netgalley....more",Notes are private!,0,3,1,"Jan 05, 2024","Jan 06, 2024","Jan 07, 2024",,Kindle Edition,view (with text),/book/show/202409822-in-excess-of-dark
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Skin Was Once Mine and Other Disturbances,"LaRocca, Eric*",,,B0C4RS4QK4,240        pp,4.12,253,"Apr 02, 2024","Apr 02, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my third time with a LaRocca story and it’s impossible to ignore the formula. LaRocca books are unmistakably LaRocca books.Long evocative titlThis is my third time with a LaRocca story and it’s impossible to ignore the formula. LaRocca books are unmistakably LaRocca books.Long evocative titles, queer protagonists, and neo-gothic, emotionally gutting tales of terrible thing s people do to themselves and each other. it would get tiresome, was he not so good.Not faultless, mind you. There is a certain pomposity to the prose that could reigned in, the high school goth sensibility that occasionally shines through, but overall, the author’s stories (overall and these ones in particular) are literary, deep, and visceral in a way that ought to appeal to thinking horror fans. Beware, these tales are nasty in the way that they expose humanity at its ugliest and most disturbing (as the title promises). You may want to prepare or pace yourself. The author wants you to in an elaborate trigger caution of a preface. These are not the tales for the delicate of mind. LaRocca may overwrite, but he will unsettle.Overall, an interesting collection of nightmares. Thanks Netgalley....more",Notes are private!,0,4,1,"Jan 02, 2024","Jan 04, 2024","Jan 07, 2024",,Kindle Edition,view (with text),/book/show/152011917-this-skin-was-once-mine-and-other-disturbances
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twistwood Tales,"Macdonald, A.C.",1524886890,9781524886899,B0BTRN91YM,160        pp,4.38,451,"Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Twistwood Tales managed a rare feat: it stays cute without being cutesy. In fact, it’s rather charming. A comic after comic is a lovely twist on classTwistwood Tales managed a rare feat: it stays cute without being cutesy. In fact, it’s rather charming. A comic after comic is a lovely twist on classic fairy tale sendups, but these are no crude caricatures, but rather adorable slices of life, if life is that of whimsy in a strange and twisted forest.The creator sustains a nice balance of light and darkness, heavier on the light with the main theme being joys of friendship. Overall, tots adorbs as the kids say. Appropriately enough, since this has a wide age range appeal going on....more",Notes are private!,0,3,1,Jan 2024,Jan 2024,"Jan 02, 2024",,Kindle Edition,view (with text),/book/show/108580683-twistwood-tales
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great British Bump-Off,"Allison, John*",1506735746,9781506735740,B0C5LHX1VD,112        pp,3.67,316,"Dec 05, 2023","Dec 05, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For everyone who’s ever watched a baking show and thought there wasn’t enough murder in it …I am not proud to admit that I’ve watched entirely too mucFor everyone who’s ever watched a baking show and thought there wasn’t enough murder in it …I am not proud to admit that I’ve watched entirely too much of British Bake off. Mostly because my SO likes it so much. The creator of this graphic novel must love it too, or at least has watched enough of it to understand the patterns and structure of the show. The story reflects it. The story, in fact, is a fun companion to the show, riffing on the built-in clichés.But it isn’t as much fun as it might have been, and it isn’t as funny as it might have been. And you know it could have been fun and funnier just by seeing what the author did with the judges. Instead, you get something cheesy and corny and pun-laden … in other ways, very much like the beloved baking show that inspired it all. The goofy, cartoonish art doesn’t add much. The sum total is a serviceable, mildly entertaining, quick read....more",Notes are private!,0,2,1,Jan 2024,Jan 2024,"Jan 02, 2024",,Kindle Edition,view (with text),/book/show/157059862-the-great-british-bump-off
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deadly Guests: Ten Stories,"Fortunato, Chris*",,,B0CN5NCRFH,165        pp,3.80,5,unknown,"Feb 23, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some guests, proverbially, begin to stink after a few days. Some turn murderous. In this collection of ordinary people turning to crime, they do both.Some guests, proverbially, begin to stink after a few days. Some turn murderous. In this collection of ordinary people turning to crime, they do both. And more.In tale after tale, well observed and wryly described situations go from perfectly mundane to otherwise. I liked the style of these stories, the casualness with which the author chose to address the rather extraordinary turns of events, the underlaying subtle absurdity of it all.Binged, they may seem a bit one note, so I’d recommend spacing them out. Otherwise, a fun read. And a good introduction to a new author. Thanks Netgalley....more",Notes are private!,0,2,1,"Dec 25, 2023",Jan 2024,"Jan 02, 2024",,Kindle Edition,view (with text),/book/show/202023118-deadly-guests
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Estate Sale,"Dalia, Mia*",,,B0CDNZD5Q8,335        pp,4.50,46,"Apr 26, 2023","Aug 03, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2023,"Jul 02, 2023","Jan 02, 2024",,Kindle Edition,view,/book/show/195662585-estate-sale
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spindel,"Dalia, Mia*",,,B0C2L6119J,57        pp,4.77,13,"Apr 14, 2023","Apr 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","Jan 02, 2024",,Kindle Edition,view,/book/show/132648288-spindel
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trunk,"Dalia, Mia*",,,B0C133JTJN,58        pp,4.20,20,"Mar 30, 2023","Mar 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 15, 2023","Apr 15, 2023","Jan 02, 2024",,Kindle Edition,view,/book/show/124930474-the-trunk
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smile So Red,"Dalia, Mia*",,,B0BYTJJCHC,83        pp,4.44,27,"Mar 16, 2023","Mar 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 02, 2023","Mar 02, 2023","Jan 02, 2024",,Kindle Edition,view,/book/show/123265882-smile-so-red
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Courier,"Rosi, Zoe*",1738497615,9781738497614,B0CNR3Y3FX,181        pp,4.14,322,unknown,"Jan 30, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No one pays attention to the courier, right? That’s the idea here. And the courier has a lot to say. In this instance, he narrates an entire novella oNo one pays attention to the courier, right? That’s the idea here. And the courier has a lot to say. In this instance, he narrates an entire novella of obsession, murder, and love.Imagine Joe Goldberg, everyone’s favorite obsessive psycho from YOU series, as a fifty-year-old, new age-y nobody stuck in a small English town. Okay, there you go, that’s the protagonist here. At least, the version he may have of himself. In real life, he’s more of a loser nowhere near as clever or accomplished as Mr. Goldberg in his …dark arts. But he’s also hooked on love. And saving women he loves from evil men and themselves.And so, he proceeds to save the woman he espies on his route … until the situation takes a sharp turn. Which is to say, there is a fun (if not entirely logical) twist in the end.Overall, not particularly original, but decent, and a fun, quick read. Thanks Netgalley....more",Notes are private!,0,4,1,"Dec 30, 2023","Dec 30, 2023","Jan 02, 2024",,Kindle Edition,view (with text),/book/show/202459594-courier
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Ship,"Kidd, Jess*",,,B09JPK5TYL,400        pp,3.67,"10,371","Jul 12, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoy Jess Kidd’s writing. This book was in many ways just as good as her other work, but to be fair, I did round up the rating here, becauseI really enjoy Jess Kidd’s writing. This book was in many ways just as good as her other work, but to be fair, I did round up the rating here, because it did leave something to be desired. It’s just difficult to put a finger on what that something was.This is, as the title suggests, a novel about a ship. A ship made famous by wrecking and the horrific events that followed. The story is told in dual narratives by two kid protagonists: in 1629, a young girl is on the way to meet her father in Batavia (modern-day Jakarta) when she becomes a witness to the terrible fates that befall the survivors of the shipwreck. In 1989, a young boy, traumatized by his mother’s death, accompanies his grandfather on the dig to uncover the remains of the shipwreck.And so it goes, two young lives paralleling each other in tragedy. Though each narrative starts of as an adventure before it becomes a tragedy. And then of course, there is the absolutely nightmarish events that follow the shipwreck with some of the crew going wild with mayhem and murder.It’s a rather long novel, though it doesn’t read particularly long. As I said, I’m not entirely sure why the narrative didn’t engage me quite as much as some of Kidd’s other work. Though I love historical fiction and nonfiction, have never heard of this story, and was interested to learn about it, there’s a strong chance I would have been much more impressed had she made up the story instead of uncovering it through research. It’s about the power of imagination competing with the power of creative re-creation. Either way, it was a good read. Greatness is more of a subjective matter. Thanks Netgalley....more",Notes are private!,0,7,1,"Dec 26, 2023","Dec 30, 2023","Jan 02, 2024",,Kindle Edition,view (with text),/book/show/60487260-the-night-ship
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saga, Volume 11","Vaughan, Brian K.*",1534345930,9781534345935,1534345930,153        pp,4.26,"4,810","Nov 29, 2023","Nov 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Saga books. I just don’t know what the point of them is anymore. It once left off on a bitter note, then took years to regroup and come back, aI love Saga books. I just don’t know what the point of them is anymore. It once left off on a bitter note, then took years to regroup and come back, and I’ve not been able to ascertain why besides the obvious reason: commercial. And maybe it’s because I don’t like soap operas. I really don’t: Saga is the only one I ever did. Or because I don’t like serials: I don’t, with few minor exceptions here and there. I understand the concept of getting emotionally involved with characters over the years and the appeal of being able to follow their trajectory (seemingly indefinitely), but there doesn’t seem to be much point to it, plus, honestly, it just seems kind of lazy of the creators. And the creators here are so talented: a great storyteller and an amazing artist. They can do whatever they like, instead of spinning the same yarn over and over again into inevitable nothingness. It’s lazy of readers too, to stick with the same story, instead of finding more. There’s more art, skill, originality, and creativity in standalones. And yet, it goes on. Even I’m guilty of it, reading yet another volume of Saga. Because it’s quick and pretty and I do like the characters. And it is comforting to know what to expect. Let’s face it: Saga has thus far only shocked us once. It wasn’t nice. It did disservice to the series. And now it’s all the same, over and over again. A pretty, commercial vehicle, working the formula, hugging the curve tightly, never to return to its former greatness.And yet, for all that, a fun read.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,5,1,"Dec 28, 2023","Dec 28, 2023","Jan 02, 2024",,ebook,view (with text),/book/show/29237226-saga-volume-11
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wordhunter,"Sands, Stella",0063345315,9780063345317,B0CN5SLWND,256        pp,3.71,38,"Aug 06, 2024","Aug 06, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, look. I’m the first to read and  this one. Okay, then. Let’s go.Wordhunter is a gimmick thriller. Which is to say that instead of focusing oOh, look. I’m the first to read and  this one. Okay, then. Let’s go.Wordhunter is a gimmick thriller. Which is to say that instead of focusing on he said/she said, one-of-the-spouses-did-it, past-secrets-resurfaced sort of thing, it concentrates instead of a quirky protagonist solving a present-day mystery.The quick usually works, just look at all the undeserved praise Prose’s The Maid received. And the quirk here is that the protagonist is obsessed with words. That was the main draw for me with this book.I love words. I spend most of my life with words. Albeit on a wildly different level from the protagonist, who diagrams them, catalogues them, analyzes them, and tatooes them on her skin.I don’t think I realized how young of a protagonist this was, going into the book. She’s only twenty-one. Academically smart, very smart. Life-wise, not so much.But hey, she may be the brightest young woman in Florida, the smartest white trash Floridian there is.Florida of this novel is presented lusciously in all its trashy splendor, and for all her criticism of it, our protagonist is firmly a Floridian: a chain-smoking, Bud-drinking, motorcycle riding, junk eating (and junk taking), hard-living, potty-mouthed waitress … who also happens to be brilliant linguist, studying for her Master’s.Basically, Liz Salander, Florida-edition.But hey, someone’s gotta help out the local police to find missing girls. And so here she is.Sands has made a career of true crime writing, before turning to fiction. And as far as fictional thrillers go, this is pretty solid for what it is, squarely hitting genre marks on trends and clichés, although it does handle certain trigger/trend aspects of the plot rather oddly. This includes rape and pedos. The latter apparently gets no more than a frown and doesn't even so much as dissuade the association with the person, but hey, maybe that's the Florida way.The word gimmick is neat. The book and its protagonist are obviously set up for serializing. The one thing to elevate it from the million other similar books is that is has a decency to be short in the genre that seems to love dragging itself out. So you get a lean, reasonably entertaining story that’s a quick and easy read. Nothing special, but perfectly decent. Thanks Netgalley....more",Notes are private!,0,4,1,"Dec 24, 2023","Dec 25, 2023","Dec 26, 2023",,Kindle Edition,view (with text),/book/show/202028611-wordhunter
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Mine,"Miranda, Megan*",,,B0C7RMHSM4,365        pp,4.15,"1,425","Apr 09, 2024","Apr 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As cautious as I’ve been with selecting thrillers, trying to avoid clichés and triteness, I figured Megan Miranda’s latest was a safe bet. After all IAs cautious as I’ve been with selecting thrillers, trying to avoid clichés and triteness, I figured Megan Miranda’s latest was a safe bet. After all I’ve read and mostly liked her work before. But that was likely before I became more selective. Because now …being selective … it’s easy to see just how clichéd and trite this book is.There are some suspiciously disappeared mothers and some curious daughters, and a twenty-year old mystery revisited, and a past love internet conveniently still around, and everyone’s very suspicious and suspect, but they are keeping it all in the family. And so on.Almost every item on the checklist for this sort of book is checked. And the relatively thin plot is dragged out into 300-plus pages because as these sorts of books are won’t to do, it heavily focuses on minute details.Miranda can write, there’s no question of that. She gets the pacing, the details, all of it. But what she does with her gift is create a perfectly marketable, perfectly sellable mediocrity. And, because that seems to be what most audiences crave in this genre—more of the same, it’s going to work.But readers with more discriminating tastes and higher expectations will likely notice just how bland this book really is. Readable, but wildly unoriginal and immediately forgettable. Thanks Netgalley....more",Notes are private!,0,1,1,"Dec 22, 2023","Dec 24, 2023","Dec 26, 2023",,Kindle Edition,view (with text),/book/show/177058733-daughter-of-mine
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NIGHTCRAWLER & Other Tales of Darkness,"Richards, Tony*",,9798656939805,B08C7GGLXY,181        pp,4.25,4,unknown,"Jul 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seldom if ever do I venture down the dark path of self-published horror. Mostly because of the quality control. But every so often someone pleasantly Seldom if ever do I venture down the dark path of self-published horror. Mostly because of the quality control. But every so often someone pleasantly surprises me. This author managed.Nightcrawler (also the title of an awesome movie) has a rather impressive lineup of nightmarish tales that showcase the author’s fertile imagination and decent writing skills. There are some really fun, original tales here. My favorites were the first one and the two before the last one. Moreover, the book looks professionally done with nary a typo, so kudos to the author for doing self-pub right. An entertaining quick read. Recommended for genre fans. ...more",Notes are private!,0,1,1,"Dec 13, 2023","Dec 13, 2023","Dec 19, 2023",,Paperback,view (with text),/book/show/56747349-nightcrawler-other-tales-of-darkness
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bones of the Story,"Goodman, Carol*",,,B0BHWSR7TB,336        pp,3.69,"1,820","Jul 11, 2023","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve been away from thrillers for a while. On purpose. Just got tired of all the formulaic crap flooding the market. But then I liked Goodman’s work, I’ve been away from thrillers for a while. On purpose. Just got tired of all the formulaic crap flooding the market. But then I liked Goodman’s work, so I figured I’d try it again, see if I can be pleasantly surprised. And lo and behold, I was!This isn’t to say The Bones of the Story isn’t formulaic. It’s formulaic as all get out. You know that checklist that all thrillers are working off these days? Yeah, this novel checks several of the boxes very prominently. Young people getting together and doing things that’ll sure to haunt them in the future - check.Those same people coming together 25 years later when the bodies start to drop – check.A remote Academia setting – check.An inclement weather trapping them together – check.What sets this locked campus mystery aside isn’t its originality, but its ability to work the formula well. Goodman not only writes very well, but she plots nicely, too. The story twists and turns and surprises plenty. Even though the party responsible was the one I’ve had my suspicions about all along, the motives were still a surprise. And that’s really all you can want out of a book like that – to play along with a puzzle, try to solve it, and be surprised in the end. So yeah, fun was had. Recommended. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,6,1,"Dec 12, 2023","Dec 13, 2023","Dec 19, 2023",,Kindle Edition,view (with text),/book/show/62983653-the-bones-of-the-story
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dawnhounds        (Against the Quiet, #1)","Stronach, Sascha*",,,B09JPHJ144,352        pp,3.64,"1,455","Nov 08, 2019","Jun 14, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For international reading, this was great. I’m not sure if I’ve ever read a Māori author before. But there there’s still the unavoidable fact that thiFor international reading, this was great. I’m not sure if I’ve ever read a Māori author before. But there there’s still the unavoidable fact that this is a fantasy, a genre that just doesn’t work for me, no matter how much I try.I’m not sure how to explain this outside of the fact that it just isn’t the right kind of remove from reality for me. And so, despite the clever world building (organic with biotech elements) and some fun characters, overall for me the novel read frantically busy in the wrong sort of way (you often see it with debut novels where the author tries to cram too many things into it at once) and therefore failed to engage properly.It’s very hip and very queer, which alone is sure to find it an audience, but that audience would probably still have to be fantasy fans. Which is to say this wasn’t the book to convert me to fantasy genre, not did it leave me with any interest in continuing with the story. It read fine and even entertained in a way, it's competent and well done for its genre, which earns it a rounded-up rating. Thanks Netgalley....more",Notes are private!,0,1,1,"Dec 17, 2023","Dec 18, 2023","Dec 19, 2023",,Kindle Edition,view (with text),/book/show/60718326-the-dawnhounds
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Storm,"Lebbon, Tim*",,,B09HT3GPNS,368        pp,3.59,415,"Jul 05, 2022","Jul 19, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one set on my TBR list for a while, and in all honesty, I maybe should have left it sitting there. But then I’ve been a fan of Lebbon for a long This one set on my TBR list for a while, and in all honesty, I maybe should have left it sitting there. But then I’ve been a fan of Lebbon for a long time and was curious what he’d been up to. Apparently, this climate disaster of a novel. Which objectively isn’t a disaster of a novel, but it does leave a lot to be desired.Outside of occasional odd word repetition (which should have been dealt with in editorial), Lebbon is actually a very good writer. It’s what attracted me to his books in the first place. Literary, in my books, is the best horror, and Lebbon goes for literary. Character driven, well described, all that.What’s missing here is on the plot side of things. Droughts had turned a significant swatch of North America into a desert. It could use some rain. And, conveniently enough, the is a Rainmaker available. Only he doesn’t do that anymore and has done all he could to stop his daughter, who intertied his gift, from doing it too.As it turns out, when one makes the rain, they bring down more than just water. No idea why. None is this is really explained. The Rainmaking thing isn’t really explained either.The author chose to focus on the actual play-by-play of the chase (two chases, technically) that’s at the heart of this novel. It unravels in almost real time from multiple perspectives in minute detail.Lebon is good on detail, but at some point it becomes glaringly obvious that the entire novel is just people driving and shooting in the desert. It overrides everything, even the characters. Not to mention, the multiple perspective thing is drastically overdone with a dizzying amount of switches. People, tenses, etc. It’s way too much.It’s almost like there’s all this descriptive writing and narrative trickery to distract you from how thin the plot actually is.So, overall, it reads easily and quickly and is technically accomplished, but doesn’t really engage. I was trying to figure out what to rate it and decided to generously round it up. But this was likely one of my least favorite Lebbon books. Interested to see how he does on the next one, where he goes from dust to snow. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,1,1,"Dec 15, 2023","Dec 19, 2023","Dec 19, 2023",,Kindle Edition,view (with text),/book/show/59431951-the-last-storm
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always Never,"Lafebre, Jordi",,9791036883637,,152        pp,4.38,"7,146","Sep 25, 2020","May 26, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A backwards love story. Literally. An unlikely/impossible decades-long romance told from chapter 20 to chapter 1. A driven career woman and a high-saiA backwards love story. Literally. An unlikely/impossible decades-long romance told from chapter 20 to chapter 1. A driven career woman and a high-sailing wanderer get together at the end, We know because that’s where the book starts. And then it unravels into the past to show us the course of this particular true love.Not the most original of stories, perhaps, but the structure tries to make up for it. Otherwise, it’s rather charming in a distinctly European way, and nicely drawn. For fans of never-too-late romantic tales....more",Notes are private!,0,4,1,"Dec 11, 2023","Dec 11, 2023","Dec 12, 2023",,ebook,view (with text),/book/show/58166774-always-never
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sixteen Trees of the Somme,"Mytting, Lars",1419762273,9781419762277,1419762273,416        pp,4.09,"9,869","Sep 26, 2014","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lasrs Mytting knows trees. He has written a book on trees. Literally. And now he has written a book about trees. A very specific set of very valuable Lasrs Mytting knows trees. He has written a book on trees. Literally. And now he has written a book about trees. A very specific set of very valuable trees from the site of one of the deadliest battles of the past.Like most traumatic events, the Battle of Somme continues to echo into the present of the book’s characters as evidenced by its protagonist, a twenty-three-year-old Edvard, who upon the death of his grandfather (the only family he had) sets off to uncover the secrets of his past.Edvard’s journey takes him across seas and time as he traces the fates of his parents and his great-uncle, it’s quite a lot for a young man who had never been anywhere but his grandfather’s humble potato farm in Norway, but wars are global, and their effect is felt accordingly. The novel takes a bit to get going, starting off as a slow, measured drama and ramping up into something like a suspense mystery. There’s a love story, too. A love triangle, really, as Edvard meets a young woman following up on some of the same secrets that his past hides. In the end, it’s all about wood. But hey, at least nothing else about the book is wooden, neither its characterizations, not the plot, not the players. It’s only the trees, the silent witnesses to all mankind’s atrocities, the wooden sentinels of the past.Overall, a rather enjoyable novel. I’m a fan of reading international and historical fiction, and this book checked both of those boxes, in addition to being an engaging, literary read. Recommended. Thanks Netgalley. ...more",Notes are private!,0,2,1,"Dec 10, 2023","Dec 11, 2023","Dec 12, 2023",,Hardcover,view (with text),/book/show/58667529-the-sixteen-trees-of-the-somme
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mal Goes to War,"Ashton, Edward*",,,B0C2MXQ347,287        pp,3.99,129,"Apr 09, 2024","Apr 09, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I very much enjoyed Ashton’s Mickey books. In fact, they were some of my favorite recent science fiction. Naturally, I was very interested to see whatI very much enjoyed Ashton’s Mickey books. In fact, they were some of my favorite recent science fiction. Naturally, I was very interested to see what he does post-Mickey. Apparently, after Mickey comes Mal. And Mal is great. Short for Malware, he’s as amusing of an AI as you’d want in fiction and is very much the character Murderbot has tried and failed to be over who knows how many books now.But there is a good chance I had misjudged my book going into this book. Because I continuously found it too technical, too something … too sciencey over fictional? Either way, it was sort of drawing me out of the story, although the awesome characters did their best to drag me back in.Maybe I’m not a techno-thriller fan? I’m not sure. But I am an Ashton fan. I love his irreverent jocularity, snappy pacing, and creative ideas. This book, despite the technical difficulties such as they were, was still loads of fun to read. Recommended. Thanks Netgalley....more",Notes are private!,0,5,1,"Dec 08, 2023","Dec 10, 2023","Dec 12, 2023",,Kindle Edition,view (with text),/book/show/133287000-mal-goes-to-war
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crooked Seeds,"Jennings, Karen",0593597125,9780593597125,0593597125,240        pp,3.75,28,unknown,"Apr 16, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read Jennings’ The Island and was most impressed. Naturally, I downloaded her latest from Netgalley. I must say, stylistically speaking, the author I read Jennings’ The Island and was most impressed. Naturally, I downloaded her latest from Netgalley. I must say, stylistically speaking, the author doesn’t disappoint. Some people are just organic storytellers, and Jennings is very much one of them. In fact, her style is deceptively simple, but she succeeds marvelously in creating such vivid characters and scenes. I don’t know if everyone will love this novel simply because its protagonist is such an unlovable one. A fifty-three-year-old woman who lives (terribly) in a near-future drought-ridden South Africa, she is so severely damaged by her past, specifically the events of her eighteenth year, that she had never found a way or a reason to properly move forward. She survives on disability payments and charity of others around her, people whose charity she does nothing to deserve or engender. She can be, in fact, unapologetically nasty in an almost refreshing sort of way.When her past rears its ugly face, she is forced to confront the demons of her past. That is the arc of what otherwise is a rather straight-forward character study. It isn’t one of those cathartic confrontations either, in keeping with the narrative. More of a yet-another-tedious thing for a character whose life is rife with them. All of this is to say, it is a huge credit to the author for making such a viscerally unpleasant story and protagonist so strangely compelling. It’s official, two books in, and Jennings is an immensely talented author. Recommended for those not looking for an easy read. Thanks Netgalley....more",Notes are private!,0,5,1,"Dec 04, 2023","Dec 07, 2023","Dec 12, 2023",,Hardcover,view (with text),/book/show/191746392-crooked-seeds
