,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Gillian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phoebe's Diary,"Wahl, Phoebe*",0316363561,9780316363563,0316363561,464        pp,4.29,689,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 10, 2023","Oct 10, 2023",,Hardcover,view,/book/show/61102828-phoebe-s-diary
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil House,"Darnielle, John*",0374212236,9780374212230,0374212236,416        pp,3.23,"13,675","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 08, 2023","Oct 08, 2023",,Hardcover,view,/book/show/57693663-devil-house
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Topeka School,"Lerner, Ben",0374277788,9780374277789,0374277788,282        pp,3.50,"25,796","Oct 01, 2019","Oct 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 20, 2023","Sep 20, 2023",,Hardcover,view,/book/show/43565369-the-topeka-school
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Activist Study – Araling Aktibista,Communist Party of the Philippi,,9782491182328,,158        pp,4.61,142,unknown,"Oct 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 10, 2023","Aug 13, 2023",,Paperback,view,/book/show/55825394-activist-study-araling-aktibista
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Tell You What I Mean,"Didion, Joan",059331848X,9780593318485,059331848X,149        pp,3.85,"15,681","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 14, 2023","May 14, 2023",,Hardcover,view,/book/show/53308149-let-me-tell-you-what-i-mean
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",,,B0064CPN7I,194        pp,3.97,"2,417,165","Oct 19, 1953","Dec 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 13, 2023","May 14, 2023",,Kindle Edition,view,/book/show/13079982-fahrenheit-451
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nomadland: Surviving America in the Twenty-First Century,"Bruder, Jessica*",,,0393356310,288        pp,4.03,"47,332","Sep 19, 2017","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 12, 2023","May 13, 2023",,Paperback,view,/book/show/38212124-nomadland
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fox 8,"Saunders, George",0812995325,9780812995329,,21        pp,4.12,"15,299",2013,"Apr 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 06, 2023","May 06, 2023",,ebook,view,/book/show/17620753-fox-8
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teenager,"Smith, Bud*",0593315227,9780593315224,0593315227,400        pp,3.94,"1,014","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 30, 2023","Apr 30, 2023",,Paperback,view,/book/show/59317650-teenager
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,182","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2023","Apr 27, 2023","Apr 27, 2023",,Hardcover,view,/book/show/56404444-bewilderment
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,863",Sep 2002,"Jan 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2023",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Day of Spring,"Tucker, Nancy*",0593191560,9780593191569,0593191560,352        pp,3.93,"21,941","May 18, 2021","May 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 06, 2023","Apr 06, 2023",,Hardcover,view,/book/show/55801220-the-first-day-of-spring
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Have Gotten Worse Since We Last Spoke,"LaRocca, Eric*",1951658132,,B08YN53M5X,120        pp,2.97,"47,931","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 26, 2023","Mar 26, 2023",,Kindle Edition,view,/book/show/57876868-things-have-gotten-worse-since-we-last-spoke
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",0446675504,9780446675505,0446675504,345        pp,4.21,"167,829",Oct 1993,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 24, 2023","Apr 28, 2023","Feb 24, 2023",,Paperback,view,/book/show/52397.Parable_of_the_Sower
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bean Trees        (Greer Family, #1)","Kingsolver, Barbara",0812474945,9780812474947,0812474945,232        pp,4.00,"157,737","Dec 01, 1988","Jan 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 24, 2023","Mar 15, 2023","Feb 24, 2023",,Paperback,view,/book/show/30868.The_Bean_Trees
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Persuasion Nation,"Saunders, George",159448242X,9781594482427,159448242X,228        pp,4.09,"9,896","Apr 20, 2006","Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2023",,Paperback,view,/book/show/28746.In_Persuasion_Nation
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pastoralia,"Saunders, George",0747553866,9780747553861,0747553866,188        pp,4.09,"22,545",May 2000,"Sep 08, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2023",,Paperback,view,/book/show/14295.Pastoralia
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,715","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2023","Feb 14, 2023","Jan 28, 2023",,Hardcover,view,/book/show/54120408-klara-and-the-sun
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,143","Apr 05, 2005","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/6334.Never_Let_Me_Go
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Don't Know Ourselves: A Personal History of Modern Ireland,"O'Toole, Fintan",1631496530,9781631496530,1631496530,616        pp,4.34,"5,485","Jan 01, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/56769525-we-don-t-know-ourselves
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",0525509593,9780525509592,0525509593,256        pp,4.00,"12,167","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,He's done it again!!!!He's done it again!!!!...more,Notes are private!,0,0,1,"Jan 02, 2023",Feb 2023,"Jan 02, 2023",,Hardcover,view (with text),/book/show/60471573-liberation-day
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Either/Or,"Batuman, Elif",0525557598,9780525557593,0525557598,368        pp,4.03,"20,932",2022,"May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Selin, the voice of a generation (of girls like me who overthink every little thing). Loved this one a little less than The Idiot but also feel like tSelin, the voice of a generation (of girls like me who overthink every little thing). Loved this one a little less than The Idiot but also feel like the differences between the two super accurately convey the differences between each year of college... like, my sad era, my party era, etc. This feels like it was made in a lab for girls who went to liberal arts school and love to feel smart, so I of course ate it up....more",Notes are private!,0,0,1,"Jan 02, 2023","Jan 23, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/58890783-either-or
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593318935,9780593318935,0593318935,277        pp,3.99,"47,413","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2022","Dec 26, 2022",,Hardcover,view,/book/show/58537371-nightcrawling
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,447","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 22, 2023","Dec 11, 2022",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter of Our Discontent,"Steinbeck, John",0143039482,9780143039488,0143039482,291        pp,4.00,"48,013",1961,"Aug 26, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2022",,Paperback,view,/book/show/4796.The_Winter_of_Our_Discontent
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convenience Store Woman,"Murata, Sayaka",,,,163        pp,3.69,"278,614","Jul 27, 2016","Jun 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 06, 2022","Nov 08, 2022",,Paperback,view,/book/show/38357895-convenience-store-woman
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",0062913484,9780062913487,,288        pp,3.96,"183,999","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Related hard to Lillian's interior monologue more than most characters I can remember reading, hence the five stars. Such an interested analogy for paRelated hard to Lillian's interior monologue more than most characters I can remember reading, hence the five stars. Such an interested analogy for parenthood in general, but creative and not at all didactic. Really loved this book!...more",Notes are private!,0,0,1,not set,"Oct 29, 2022","Oct 31, 2022",,ebook,view (with text),/book/show/42519313-nothing-to-see-here
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleepwalk,"Chaon, Dan*",1250175216,9781250175212,1250175216,320        pp,3.66,"3,625","May 24, 2022","May 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 03, 2022","Oct 06, 2022",,Hardcover,view,/book/show/57771216-sleepwalk
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,909",1952,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 25, 2022","Sep 25, 2022",,Paperback,view,/book/show/4406.East_of_Eden
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Leaves,"Danielewski, Mark Z.*",,,,710        pp,4.09,"170,096","May 07, 2000","Mar 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2022",,Paperback,view,/book/show/24800.House_of_Leaves
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Beale Street Could Talk,"Baldwin, James",0307275930,9780307275936,0307275930,197        pp,4.27,"60,716",1974,"Oct 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 20, 2022","Jul 20, 2022",,Paperback,view,/book/show/38463.If_Beale_Street_Could_Talk
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,771","Feb 25, 1937",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,steinbeck girl summer.,Notes are private!,0,2,1,not set,"Jul 12, 2022","Jul 12, 2022",,Paperback,view (with text),/book/show/890.Of_Mice_and_Men
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex and Rage,"Babitz, Eve",1619029359,9781619029354,1619029359,256        pp,3.59,"11,601",1979,"Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 03, 2022","Jul 03, 2022",,Paperback,view,/book/show/32332902-sex-and-rage
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dharma Bums,"Kerouac, Jack",,,,244        pp,3.93,"94,539",1958,1986,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"god there must not have been anything as wonderful and liberating that being a white dude buddhist in the 50s who thinks he and all his friends are ligod there must not have been anything as wonderful and liberating that being a white dude buddhist in the 50s who thinks he and all his friends are literal reincarnations of gods and absolute geniuses. im gonna start saying this stuff about my friends. 2 stars for conceit, misogyny, and weird racism, but not 1 because i am indeed a wanderlusting bitch. ...more",Notes are private!,0,1,1,not set,"Jun 25, 2022","Jun 25, 2022",,Paperback,view (with text),/book/show/412732.The_Dharma_Bums
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,550",1961,"Feb 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 24, 2022","Jul 03, 2022","Jun 24, 2022",,Paperback,view,/book/show/5306.Travels_with_Charley
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.01,"906,496","Apr 14, 1939","Apr 10, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 07, 2022","Jun 13, 2022","Jun 07, 2022",,Hardcover,view,/book/show/18114322-the-grapes-of-wrath
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annihilation        (Southern Reach, #1)","VanderMeer, Jeff*",0374104093,9780374104092,0374104093,195        pp,3.77,"232,208","Feb 04, 2014","Feb 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,never trust a psychologist. im always saying this,Notes are private!,0,1,1,not set,"Jun 24, 2022","Jun 02, 2022",,Paperback,view (with text),/book/show/17934530-annihilation
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",0307279464,9780307279460,0307279464,397        pp,4.06,"409,772","May 05, 1998","Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 21, 2022","May 29, 2022",,Mass Market Paperback,view,/book/show/9791.A_Walk_in_the_Woods
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,419","Sep 21, 1937","Aug 15, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 21, 2022","Apr 21, 2022",,Paperback,view,/book/show/5907.The_Hobbit
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,394","Mar 14, 2017","Mar 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,made me homesick for boston and especially for academia… all of selin’s little problems felt so real and critical and im not afraid to admit it!,Notes are private!,0,1,1,not set,"Dec 31, 2022","Apr 03, 2022",,Hardcover,view (with text),/book/show/30962053-the-idiot
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,520","Apr 03, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2022","Jun 17, 2022","Mar 16, 2022",,Paperback,view,/book/show/40180098-the-overstory
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Weirds,"Slate, Jenny*",,,,304        pp,3.88,"33,825","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2022",,Hardcover,view,/book/show/44284906-little-weirds
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chelsea Girls,"Myles, Eileen",0876859325,9780876859322,0876859325,276        pp,3.85,"5,482","May 01, 1994","May 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Paperback,view,/book/show/380853.Chelsea_Girls
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Her Hands,"Moshfegh, Ottessa",1984879359,9781984879356,1984879359,259        pp,3.25,"41,183","Jun 23, 2020","Jun 23, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Honestly this was almost shaping up to be a five starread for me but I found the ending kind of disappointing. Ottessa killed it with the dread, as usHonestly this was almost shaping up to be a five starread for me but I found the ending kind of disappointing. Ottessa killed it with the dread, as usual—scariest moment for me was when she put on the black morph suit, such an unsettling image. Vesta’s circularity was so well done, I felt like I was going crazy with her—the scene in the library was especially well done. Extra points for the audiobook narrator, who was perfect. ...more",Notes are private!,0,0,1,not set,"Jun 02, 2022","Feb 17, 2022",,Hardcover,view (with text),/book/show/52878453-death-in-her-hands
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Feelings: An Asian American Reckoning,"Hong, Cathy Park",1984820362,9781984820365,1984820362,209        pp,4.21,"39,633","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Hardcover,view,/book/show/52845775-minor-feelings
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bluets,"Nelson, Maggie",1933517409,9781933517407,1933517409,112        pp,4.09,"45,196","Oct 01, 2009","Oct 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Paperback,view,/book/show/6798263-bluets
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earthlings,"Murata, Sayaka",1783785675,9781783785674,1783785675,247        pp,3.60,"63,745","Aug 31, 2018","Oct 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2022","Feb 11, 2022",,Hardcover,view,/book/show/50269327-earthlings
