,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emma Deplores Goodreads Censorship's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Satellites,"Pinsker, Sarah*",1984802607,9781984802606,1984802607,378        pp,3.67,"2,771","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/53431508-we-are-satellites
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightbloom,"Medie, Peace Adzo",1643752847,9781643752846,1643752847,352        pp,3.96,"1,258","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/62874316-nightbloom
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Necessary Beggar,"Palwick, Susan",076531097X,9780765310972,076531097X,316        pp,3.91,582,"Oct 01, 2005","Oct 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/989072.The_Necessary_Beggar
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dyscalculia: A Love Story of Epic Miscalculation,"Felix, Camonghne",0593242173,9780593242179,0593242173,240        pp,3.84,"2,771","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/61153740-dyscalculia
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloistered: My Years as a Nun,"Coldstream, Catherine",1250323517,9781250323514,,352        pp,3.90,302,"Mar 07, 2024","Mar 12, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsA hard book to , because it’s an unusual one. I picked it up because I am fascinated by memoirs of lives in extreme religious communiti3.5 starsA hard book to , because it’s an unusual one. I picked it up because I am fascinated by memoirs of lives in extreme religious communities, and deconstructing from them (my favorite such book is Unfollow). Catherine Coldstream joined a cloistered Carmelite monastery—yes, monastery is apparently the appropriate word for a female institution if the inmates don’t interact with the outside world—in 1989, in her late 20s. She had grown up in a secular, artistic, troubled family in London, and had a religious experience upon her father’s death that led to her finding Catholicism, and ultimately seeking an extreme version of the religious life.The key thing about this book, I think, is that Coldstream is a mystic at heart. She joined the pseudonymous Akenside (probably Thicket Priory in Yorkshire) eager to engage in extremes of renunciation in service of union with God. And she apparently found some of that: in this article, she describes her years of monasticism as the great love affair of her life. She writes a lot about the natural world and about her emotional experience of spirituality; although interested in theology, she doesn’t care about dogma at all. In a lot of ways she reminded me of the author of A History of God, also a former nun inclined toward both mysticism and scholarship. To her bafflement and sorrow, Coldstream’s fellow monastics seem to share neither of these interests, instead focused on “just getting on with” the daily work of the monastery, and her spiritual journey winds up derailed by some brutal office politics. I have to say, I was baffled too: who would join a cloistered monastery in the late 20th century if they aren’t intense about it? Why are these women there? Sadly, we never learn that about anyone other than the author, in part probably because of the taboos the community puts on human connection and meaningful conversation—the author may never have learned herself. On the other hand, maybe she did and didn’t tell us, especially as she mentions getting to know several of the nuns post-monastery too.Because overall, the book is selective in ways that made me wonder. Its basic portrayal of the monastery’s politics is believable; I’ve seen bosses like that, who play favorites for all they’re worth, move the goalposts depending on whether they’re dealing with a favorite or unfavorite, and can’t brook criticism of themselves. It seems natural that the hothouse environment of a monastery, where everyone has made vows of obedience, suffering is part of the point, and giving up your own will part of the ideology (the nuns occasionally refer to themselves as living human sacrifices!) would breed a toxic environment when you have a bad boss at the helm. And I believe that someone who’s idealistic, earnest, sensitive and intellectually curious, as Coldstream presents herself, might rub an insecure leader the wrong way. But Coldstream has a tendency to stick to generalities, to relaying her emotions or experiences without trying to provide the whole picture (at one point she shows herself and several other nuns being punished but is vague as to what for), and to throwing shade without fully owning her feelings. I don’t doubt that the women presented as the villains of the piece were problematic, but she presents this as if it has nothing to do with her, as if she wants to put readers into her shoes and lead them to draw the same conclusions, rather than analyzing her own relationships with these people, how her feelings changed over time and what caused that to happen and what conclusions she ultimately drew. And she doesn’t explain most of her decisions: the problems with toxic leadership and lack of communal support were fully evident within the first year or two, so why did she stay another decade? Why did she ultimately leave? Why didn’t she provide more support to challengers when the opportunity arose for a new leader? Why didn’t she consider moving to the other monastery people kept defecting to, if it was just a personality conflict problem? What’s up with never mentioning in the book the visits from her sister, discussed in the article I linked above, and how did these visits play into her emotional journey? I think this is ultimately back to the mystic thing, and that Coldstream isn’t trying to tell a straightforward, factually complete, easily accessible tale. But that combination of mysticism and devoting a lot of chapters to why her fellow nuns were the worst isn’t quite satisfying to me.That said, I don’t want to criticize this too harshly. Coldstream is a strong writer, and brings her emotional experiences home to the reader well, alongside vivid descriptions of her surroundings. I appreciate that this as a well-written book about an unusual experience, and it made for different and interesting reading....more",Notes are private!,0,5,1,"Apr 03, 2024","Apr 07, 2024","Mar 04, 2024",,Hardcover,view (with text),/book/show/127305797-cloistered
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Morningside,"Obreht, Téa*",1984855506,9781984855503,1984855506,304        pp,3.74,643,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/179546766-the-morningside
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memory Piece,"Ko, Lisa*",059354210X,9780593542101,,304        pp,3.47,415,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/193759650-memory-piece
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Help Wanted,"Waldman, Adelle*",132402044X,9781324020448,132402044X,288        pp,3.72,887,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/150778765-help-wanted
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shakespeare's Sisters: How Women Wrote the Renaissance,"Targoff, Ramie*",0525658033,9780525658030,0525658033,336        pp,4.00,90,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/177186345-shakespeare-s-sisters
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Forgotten Authors,"Fowler, Christopher",1786484897,9781786484895,1786484897,352        pp,3.92,701,"Oct 04, 2017","Oct 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/34100964-the-book-of-forgotten-authors
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sorrows of Others,"Zhang, Ada",1736370960,9781736370964,1736370960,160        pp,4.08,470,"May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/57963486-the-sorrows-of-others
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Biting the Sun        (Four-BEE, #1-2)","Lee, Tanith",0553581309,9780553581300,0553581309,384        pp,4.24,"2,064",1977,"Oct 05, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Mass Market Paperback,view,/book/show/373009.Biting_the_Sun
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilded Cage        (Dark Gifts, #1)","James, Vic*",0425284158,9780425284155,0425284158,368        pp,3.66,"9,592","Dec 01, 2016","Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/30258320-gilded-cage
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be a Victorian: A Dawn-to-Dusk Guide to Victorian Life,"Goodman, Ruth",0871404850,9780871404855,0871404850,458        pp,4.24,"6,844","Mar 01, 2013","Oct 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Hardcover,view,/book/show/20665579-how-to-be-a-victorian
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Animal,"Ausubel, Ramona*",0593420527,9780593420522,,278        pp,3.53,"3,149","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/61387955-the-last-animal
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Talents        (Earthseed, #2)","Butler, Octavia E.",,,,406        pp,4.31,"59,267",1998,"Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/41161350-parable-of-the-talents
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Subculture Vulture: A Memoir in Six Scenes,"Kasher, Moshe",0593231376,9780593231371,0593231376,320        pp,4.19,662,"Jan 30, 2024","Jan 30, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An engaging, funny and informative memoir. I’d never heard of the author, but maybe now I’ll check out his stand-up comedy. This book traces his life An engaging, funny and informative memoir. I’d never heard of the author, but maybe now I’ll check out his stand-up comedy. This book traces his life through six subcultures: after a troubled adolescence he gets deeply involved in Alcoholics Anonymous, then finds an almost spiritual fulfillment in rave culture (despite being completely sober—which doesn’t stop him from selling drugs for awhile) and later Burning Man. Because his parents are deaf, he’s also involved in deaf culture and works as as ASL interpreter for many years, and his dad is a Hasidic Jew, which he rejects as a kid mostly due to having lousy relatives, before finding a place in more progressive Judaism as an adult. Then at the end he writes about his career in comedy.For each of the scenes, Kasher gives us a brief history of the subculture as well as writing about his own life and experience of it. The history is quite interesting, especially for the non-party scenes (I don’t care at all about the history of rave music, though I enjoyed reading about how this subculture transformed the author’s life). Subcultures are fascinating things and it was fun peeking into these worlds I’ll never be involved with myself, with some critique from the author too, as he often winds up having complicated relationships with the subcultures, whether it’s AA for being too Christian-oriented and one-size-fits-all, or the party scenes for exploiting their semi-paid employees. It’s also quite funny throughout—for some reason, humor books work best for me when they are memoirs, and this may not just be my quirk, as Kasher also discusses the history of stand-up comedy in moving from canned jokes that anyone can tell, to comedians drawing on their own experiences. That said, his jokes about history are funny too!Ironically, the comedy chapter was my least favorite—it felt a little less funny and engaging than the rest, a lot of Kasher emphasizing how much he persevered despite setbacks (this sounds like an exhausting career to try to break into). I also wished his male default hadn’t been quite so obvious: there’s a bunch of lines like (paraphrasing) “I always felt bad for the deaf kids isolated in rural school districts, unable to flirt with girls,” as if actual girls (and in this example queer boys) are totally outside his conception of “kids.” If you particularly empathize with (straight) boys because you were one, that’s fine, but have the grace to realize that’s what you’re doing!Overall though, I did enjoy this as well as learning a bit from it. Each subculture gets its own chapter, so you could pick it up just for one, but they also flow together well; it’s a cohesive memoir rather than an essay collection. Worth checking out for those interested in subcultures and humorous memoirs....more",Notes are private!,0,11,1,"Feb 23, 2024","Feb 26, 2024","Feb 09, 2024",,Hardcover,view (with text),/book/show/145625057-subculture-vulture
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fathomfolk        (Drowned World, #1)","Chan, Eliza*",0316564923,9780316564922,0316564923,448        pp,3.27,982,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Paperback,view,/book/show/173404001-fathomfolk
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Restless Republic: Britain Without a Crown,"Keay, Anna",0008282021,9780008282028,0008282021,496        pp,4.39,"1,004","Mar 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/57293228-the-restless-republic
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beyond the Wall: East Germany, 1949-1990","Hoyer, Katja",0241553784,9780241553787,0241553784,496        pp,4.25,"1,579","Apr 06, 2023","Apr 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/61403418-beyond-the-wall
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homelands: A Personal History of Europe,"Garton Ash, Timothy",0300257074,9780300257076,0300257074,384        pp,4.20,632,"Mar 02, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/62347050-homelands
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Open Wounds        (The Tyrant Philosophers, #2)","Tchaikovsky, Adrian*",1035901382,9781035901388,1035901382,608        pp,4.54,919,"Dec 07, 2023","Dec 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/150254281-house-of-open-wounds
