,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Abigail's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.79,"436,665","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/55196813-the-maid
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunter,"French, Tana*",0593493435,9780593493434,0593493435,480        pp,4.29,21,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/174156145-the-hunter
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch Elm,"French, Tana*",0735224633,9780735224636,,528        pp,3.57,"95,153","Oct 09, 2018","Oct 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2023","Oct 02, 2023","Oct 01, 2023",,ebook,view,/book/show/39720991-the-witch-elm
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When No One Is Watching,"Cole, Alyssa*",0062982656,9780062982650,0062982656,352        pp,3.51,"85,988","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2023","Sep 26, 2023","Sep 26, 2023",,Paperback,view,/book/show/49398072-when-no-one-is-watching
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In The Night Wood,"Bailey, Dale",1328494438,9781328494436,1328494438,214        pp,3.34,"3,223",Oct 2018,"Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/37570474-in-the-night-wood
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight Blue,"Vlugt, Simone van der",0062686860,9780062686862,0062686860,336        pp,3.73,"4,916",Feb 2016,"Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Paperback,view,/book/show/36301034-midnight-blue
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.80,"493,674","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2023","Sep 24, 2023","Sep 20, 2023",,Hardcover,view,/book/show/43923951-such-a-fun-age
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Eaten,"Adelmann, Maria*",0316450847,9780316450843,0316450847,291        pp,3.63,"6,652","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/58950713-how-to-be-eaten
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",1250066433,9781250066435,1250066433,448        pp,4.61,"1,201,961","Oct 08, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/25413486-the-nightingale
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Searcher,"French, Tana*",073522465X,9780735224650,073522465X,451        pp,3.79,"116,942","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 23, 2023","Sep 24, 2023","Sep 20, 2023",,Hardcover,view,/book/show/52661162-the-searcher
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Woods        (Dublin Murder Squad, #1)","French, Tana*",,,,431        pp,3.78,"386,881","May 17, 2007","May 27, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2023",not set,"Sep 20, 2023",,Paperback,view,/book/show/2459785.In_the_Woods
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wind in the Door        (Time Quintet, #2)","L'Engle, Madeleine",,9780440487616,0440487617,236        pp,4.00,"125,951","Jan 01, 1973",Mar 1976,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2023","Sep 20, 2023","Sep 20, 2023",,Mass Market Paperback,view,/book/show/18130.A_Wind_in_the_Door
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maidens,"Michaelides, Alex*",1250304458,9781250304452,1250304458,337        pp,3.62,"288,952","Jun 03, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2023","Sep 20, 2023","Sep 20, 2023",,Hardcover,view,/book/show/45300567-the-maidens
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",125028080X,9781250280800,125028080X,329        pp,4.13,"55,261","Feb 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2023",,Hardcover,view,/book/show/60654349-weyward
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"1,765,027","Feb 05, 2019","Feb 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2023","Sep 19, 2023","Sep 19, 2023",,Hardcover,view,/book/show/40097951-the-silent-patient
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fair Play: A Game-Changing Solution for When You Have Too Much to Do,"Rodsky, Eve*",0525541950,9780525541950,B07NTX84PY,352        pp,3.53,"16,096","Oct 01, 2019","Oct 01, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2023","Sep 13, 2023","Sep 13, 2023",,Kindle Edition,view,/book/show/44071899-fair-play
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naomi,"Tanizaki, Jun'ichirō",0375724745,9780375724749,0375724745,237        pp,3.69,"6,903",1924,"Apr 10, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/34462.Naomi
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sanshirō,"Sōseki, Natsume",1929280106,9781929280100,1929280106,248        pp,3.82,"4,793",1908,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/169439.Sanshir_
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paradox of Choice: Why More Is Less,"Schwartz, Barry",0060005696,9780060005696,0060005696,265        pp,3.84,"34,045",2004,"Jan 18, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/10639.The_Paradox_of_Choice
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Showa Anthology 2: Modern Japanese Short Stories 1961-1984,"Gessel, Van C.",0870117475,9780870117473,0870117475,428        pp,4.00,7,"Apr 24, 1986","Jan 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Hardcover,view,/book/show/389246.The_Showa_Anthology_2
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shōwa Anthology: Modern Japanese Short Stories,"Gessel, Van C.",4770017081,9784770017086,4770017081,442        pp,4.06,104,"Jan 01, 1989","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/173905.The_Sh_wa_Anthology
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Schoolgirl,"Dazai, Osamu",1935548085,9781935548089,1935548085,103        pp,4.04,"11,701","Jul 20, 1939","Oct 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/12483882-schoolgirl
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am a Cat,"Sōseki, Natsume",080483265X,9780804832656,080483265X,470        pp,3.70,"12,929",1905,"Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/62772.I_Am_a_Cat
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kokoro,"Sōseki, Natsume",0809260956,9780895267153,0895267152,248        pp,4.05,"29,190","Aug 11, 1914","Jul 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/762476.Kokoro
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Days at the Morisaki Bookshop,"Yagisawa, Satoshi",0063278677,9780063278677,0063278677,150        pp,3.64,"21,140","Sep 07, 2010","Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2023","Sep 12, 2023","Sep 12, 2023",,Paperback,view,/book/show/62047992-days-at-the-morisaki-bookshop
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before the Coffee Gets Cold        (Before the Coffee Gets Cold, #1)","Kawaguchi, Toshikazu",1529029589,9781529029581,1529029589,213        pp,3.72,"308,970","Dec 06, 2015","Sep 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2023","Sep 16, 2023","Sep 12, 2023",,Paperback,view,/book/show/44421460-before-the-coffee-gets-cold
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of Genji,Murasaki Shikibu,014243714X,9780142437148,014243714X,"1,182        pp",3.73,"12,906",1001,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Paperback,view,/book/show/7042.The_Tale_of_Genji
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Tea,"Okakura, Kakuzō",0804800693,9780804800693,0804800693,133        pp,3.86,"14,145",1906,1989,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2023",,Hardcover,view,/book/show/904538.The_Book_of_Tea
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"590,972","Feb 02, 2021","Feb 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","Sep 10, 2023","Sep 11, 2023",,Hardcover,view,/book/show/53138081-the-four-winds
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,milk and honey,"Kaur, Rupi*",1502784270,9781502784278,1502784270,204        pp,3.99,"675,953","Nov 04, 2014","Nov 04, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 06, 2023","Sep 07, 2023","Sep 07, 2023",,Paperback,view,/book/show/23513349-milk-and-honey
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"174,351",Sep 2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2023","Sep 05, 2023","Sep 04, 2023",,Hardcover,view,/book/show/28214365-commonwealth
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"321,473","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2023","Aug 27, 2023","Aug 27, 2023",,Hardcover,view,/book/show/25489625-between-the-world-and-me
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.45,"31,440","Nov 23, 2021","Nov 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Hardcover,view,/book/show/56922687-these-precious-days
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Dates: Essential Conversations for a Lifetime of Love,"Gottman, John M.",1523504463,9781523504466,1523504463,231        pp,4.22,"7,336","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Hardcover,view,/book/show/37588679-eight-dates
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,"Gottman, John M.",0609805797,9780609805794,0609805797,271        pp,4.23,"27,615",1999,"May 16, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2023","Jul 24, 2023","Jul 24, 2023",,Paperback,view,/book/show/849380.The_Seven_Principles_for_Making_Marriage_Work
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.49,"699,375","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2023","Jun 03, 2023","Jun 04, 2023",,ebook,view,/book/show/59364173-i-m-glad-my-mom-died
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Across the Lake,"Sager, Riley*",,,B09GX9L4TF,369        pp,3.59,"182,973","Jun 21, 2022","Jun 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 28, 2023","Jun 04, 2023",,Kindle Edition,view,/book/show/58909880-the-house-across-the-lake
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"935,738",May 1967,"Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2023",,Mass Market Paperback,view,/book/show/320.One_Hundred_Years_of_Solitude
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master and Margarita,"Bulgakov, Mikhail",0679760806,9780679760801,0679760806,372        pp,4.29,"332,824",1967,Mar 1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2023",,Paperback,view,/book/show/117833.The_Master_and_Margarita
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleabag: The Scriptures,"Waller-Bridge, Phoebe",1529394805,9781529394801,1529394805,368        pp,4.88,"9,721","Nov 26, 2019","Nov 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2023",,Hardcover,view,/book/show/51042792-fleabag
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",125079076X,9781250790767,125079076X,320        pp,3.83,"108,711","May 11, 2021","May 11, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2023","Mar 02, 2023","Feb 28, 2023",,Hardcover,view,/book/show/55315487-the-plot
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Netanyahus,"Cohen, Joshua",1913097609,9781913097608,1913097609,240        pp,3.80,"11,180","May 05, 2021","May 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2023","Feb 27, 2023","Feb 23, 2023",,Paperback,view,/book/show/55817233-the-netanyahus
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body: A Guide for Occupants,"Bryson, Bill",0385539304,9780385539302,0385539304,450        pp,4.31,"76,603","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2023","Feb 05, 2023","Jan 30, 2023",,Hardcover,view,/book/show/43582376-the-body
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Your Brain on Music: The Science of a Human Obsession,"Levitin, Daniel J.",0525949690,9780525949695,0525949690,314        pp,3.88,"62,172","Aug 01, 2006","Aug 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2023",,Hardcover,view,/book/show/141565.This_Is_Your_Brain_on_Music
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Your Mind on Plants,"Pollan, Michael*",0593296907,9780593296905,0593296907,288        pp,3.86,"25,713","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2023",,Hardcover,view,/book/show/56015023-this-is-your-mind-on-plants
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Your Brain on Birth Control: The Surprising Science of Women, Hormones, and the Law of Unintended Consequences","Hill, Sarah E.",0525536035,9780525536031,0525536035,310        pp,4.12,"6,656","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2023",,Hardcover,view,/book/show/43982429-this-is-your-brain-on-birth-control
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"512,400","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2023",,Hardcover,view,/book/show/22822858-a-little-life
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mad in America: Bad Science, Bad Medicine, and the Enduring Mistreatment of the Mentally Ill","Whitaker, Robert",0738207993,9780738207995,0738207993,334        pp,4.17,"2,331","Jan 03, 2002","Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/437622.Mad_in_America
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anatomy of an Epidemic: Magic Bullets, Psychiatric Drugs, and the Astonishing Rise of Mental Illness in America","Whitaker, Robert",0307452417,9780307452412,0307452417,404        pp,4.18,"3,897","Apr 13, 2010","Apr 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/7799587-anatomy-of-an-epidemic
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Certainty (Harper Perennial Modern Thought),"Wittgenstein, Ludwig",0061316865,9780061316869,0061316865,194        pp,4.16,"4,616",1969,"Sep 06, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/762159.On_Certainty_Harper_Perennial_Modern_Thought_
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.39,"620,607","Jan 12, 2016","Jan 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 03, 2023not set","Jan 04, 2023not set","Jan 04, 2023",,Kindle Edition,view,/book/show/25899336-when-breath-becomes-air
